"Team","iCF.60_mean","ixGF.60_mean","ZSR_mean","CF..QoT_mean","CF..QoC_mean","iCF.60_sd","ixGF.60_sd","ZSR_sd","CF..QoT_sd","CF..QoC_sd","iCF.60_min","ixGF.60_min","ZSR_min","CF..QoT_min","CF..QoC_min","iCF.60_max","ixGF.60_max","ZSR_max","CF..QoT_max","CF..QoC_max"
"ANA",9.20363636363636,0.415454545454545,51.7375757575758,50.0687878787879,49.5136363636364,3.24598773313091,0.223552159868381,8.58937498828605,1.01822995185198,0.978144985999706,2.86,0.05,31.25,47.76,46.17,16.9,0.98,76,51.7,51.02
"ARI",9.6290625,0.3928125,47.61,48.99125,49.988125,4.01234896962269,0.238127566449636,12.8589233482986,1.02799444582408,0.90906700665058,0,0,0,46.69,45.71,16.9,0.81,80,52.82,51.04
"ATL",8.79433333333333,0.421666666666667,41.652,43.199,50.2666666666667,3.55116268801946,0.217526587092139,5.76539282987366,1.03660037855848,0.53730703566463,3.75,0.09,29.68,41.31,48.67,16.34,0.82,53.62,46.12,51.1
"BOS",10.4014285714286,0.418928571428571,51.2189285714286,52.8975,49.6635714285714,4.69998716648028,0.294949327546455,16.3207171999467,1.19017466816461,0.870394607340126,0,0,0,49.77,46.63,22.69,1.09,100,55.12,50.92
"BUF",9.32666666666667,0.398518518518518,51.8433333333333,49.4159259259259,49.8892592592593,3.91672253097094,0.257139646341823,7.19225224166202,1.2093394867869,0.520716414227153,0,0,31.25,47.44,49.03,16.21,0.9,68.52,52.76,51.23
"CAR",11.5033333333333,0.478787878787879,53.5218181818182,51.5281818181818,49.2845454545455,3.65200857976356,0.270193883810283,7.35123435831759,0.953242671573766,1.05235180342974,5.16,0.07,42.19,49.71,44.59,18.22,0.99,83.33,54.9,50.66
"CBJ",9.89088235294118,0.409705882352941,50.1744117647059,51.5876470588235,50.0944117647059,3.51131536058744,0.271131023834532,12.9638537553055,1.28590507878994,0.696633424651908,4.94,0,0,48.26,48.67,19.5,1.21,78.26,53.23,51.55
"CGY",9.21791666666667,0.412083333333333,50.8066666666667,51.855,49.5129166666667,3.8229103176901,0.263339410129848,11.3340789183566,1.09956908555718,0.279665625915736,0,0,0,49.55,48.95,17.46,0.87,59.23,53.68,50.4
"CHI",8.09475,0.35925,49.8635,49.5165,50.30425,3.1786604076528,0.247587202974877,7.35333538484757,1.07328049718656,1.18910845184803,0,0,25,46.07,47.65,14.87,0.96,63.64,51.39,54.63
"COL",9.26566666666667,0.417666666666667,50.1936666666667,47.7943333333333,50.1406666666667,3.06846438437224,0.264388472456376,8.34299478329113,1.17956649937033,0.778999948357014,4.73,0.04,36.65,45.99,49.17,14.54,1.11,71.74,52.25,53.49
"DAL",9.99066666666667,0.409666666666667,53.2156666666667,50.377,49.7783333333333,3.15573690321276,0.208152519236179,9.88822765170554,0.955297931501495,0.425368670387379,5.08,0.1,28.57,48.62,48.51,16.05,0.9,73.08,52.2,50.46
"DET",11.367,0.494666666666667,60.4703333333333,57.4933333333333,49.464,3.92519022161501,0.298290917167063,9.03360335304965,2.68051247459078,0.604937158320797,5.21,0.15,25,47.86,47.83,21.74,1.33,81.97,60.8,50.89
"EDM",10.27625,0.4471875,45.163125,46.5615625,49.875,4.79353378302816,0.285716240632713,13.963257184829,0.931540899574809,0.829391537562715,0,0,0,44.71,47.45,22.64,1.21,75,49.06,51.94
"FLA",9.22818181818182,0.367272727272727,50.7454545454545,48.5169696969697,49.5378787878788,3.87823611206294,0.237621978245815,6.04300012975193,0.777767176154297,1.40815650225694,0,0,35.9,46.39,44.4,18.67,0.9,68.75,49.72,52.29
"L.A",9.18903225806452,0.443870967741935,50.4158064516129,45.5006451612903,50.4135483870968,3.65731354488392,0.253649067536953,5.79795468200845,1.41602244681801,0.666145871848385,2.89,0.1,37.12,42.18,48.04,15.83,0.94,66.67,49.22,51.55
"MIN",9.66821428571428,0.381428571428571,44.3214285714286,49.0960714285714,49.5685714285714,3.44351355188426,0.204082668175755,12.4299062045523,0.778271300338909,1.06832064227412,3.31,0.07,0,47.31,45.99,17.1,0.9,70,50.54,51.72
"MTL",10.6620689655172,0.438965517241379,49.3013793103448,46.3048275862069,50.3458620689655,5.38516771148199,0.329418804515578,12.7755700806931,0.909507797381385,0.48694761555589,0,0,35.64,44.08,49.25,28.71,1.72,100,47.64,52.29
"N.J",9.12428571428571,0.352142857142857,57.7353571428571,51.8978571428571,49.3021428571429,4.95401104124985,0.292414687056497,12.9546432351187,1.12920935021534,0.720649692177815,0,0,43.52,48.29,46.87,18.34,1.01,100,54.49,50.52
"NSH",10.6974074074074,0.514814814814815,50.5596296296296,49.3518518518519,49.9733333333333,3.51848480565645,0.266174759977356,8.70234074677236,1.27328780068052,0.791954738411424,4.57,0.09,37.84,47.12,47.01,18.73,1.02,83.33,52.13,50.78
"NYI",10.1579487179487,0.412820512820513,47.5871794871795,50.1217948717949,49.9571794871795,4.15364340985698,0.285942106009597,13.6422306689497,1.59400335434315,1.52653537673067,0,0,0,41.64,47.52,18.8,0.95,84.62,52.08,53.72
