"Team","iCF.60_mean","ixGF.60_mean","ZSR_mean","CF..QoT_mean","CF..QoC_mean","iCF.60_sd","ixGF.60_sd","ZSR_sd","CF..QoT_sd","CF..QoC_sd","iCF.60_min","ixGF.60_min","ZSR_min","CF..QoT_min","CF..QoC_min","iCF.60_max","ixGF.60_max","ZSR_max","CF..QoT_max","CF..QoC_max"
"ANA",11.5676666666667,0.498,53.339,48.9856666666667,49.8586666666667,3.3716788853251,0.291942365592228,6.52782075375109,1.39431526473437,0.618495021769799,5.81,0.1,45.28,43.75,48.12,18.84,1.05,72.73,50.34,50.96
"ARI",10.3834375,0.37875,52.4790625,50.3096875,49.8871875,2.95776573193348,0.213613307547283,8.30121924949738,0.815619631362878,0.847212638026757,4.36,0.1,34.72,48.05,48.26,18.39,0.75,77.78,51.35,52.16
"BOS",10.874375,0.431875,55.511875,52.495,49.73625,3.11146157700224,0.263052030913548,9.71295159202558,1.93679149376555,1.48732656890834,0,0,33.33,46.1,46.98,18.24,1,83.33,55.34,54.62
"BUF",8.95666666666667,0.36025641025641,45.4069230769231,44.4202564102564,49.9394871794872,3.48470517769274,0.253828445789746,7.98752848733777,2.1619928516113,0.527171941979328,1.76,0.02,26.84,42.26,48.79,15.07,0.88,73.91,52.77,51.71
"CAR",11.4328571428571,0.481785714285714,50.9771428571429,49.6128571428571,49.6139285714286,3.80077853344778,0.268604811895738,11.4079682539241,1.53098094224019,0.682687170296009,5.67,0.1,20.86,45.04,47,20.52,0.93,66.99,52.47,50.27
"CBJ",9.64451612903226,0.395806451612903,49.7729032258065,49.3074193548387,49.4609677419355,3.85528973291647,0.261276025096683,4.40820764298325,1.67910684143274,1.16765392943489,0,0,43.81,45.81,44.11,16.17,0.91,65,54.63,50.52
"CGY",9.79325,0.42325,52.321,45.97575,50.30325,3.4730895043359,0.277113209301236,11.7107576667014,1.45446948209956,1.03521678022107,3.08,0.04,28.57,42.92,45.47,14.82,1.3,81.82,49.87,52.06
"CHI",11.9651724137931,0.49551724137931,54.3565517241379,52.9196551724138,49.7610344827586,3.73497047290839,0.273712390852888,14.7901959022721,1.17757766731608,0.458595252822497,6.57,0.12,17.99,50.33,48.57,20.76,0.97,70.59,55.27,50.67
"COL",10.4246428571429,0.405714285714286,53.5378571428571,46.1746428571429,49.9485714285714,4.18516027583073,0.253222615738984,8.79854211709209,1.18803754193973,0.499723733200465,5.76,0.04,43.36,43.94,48.72,26.43,0.96,80,48.88,50.68
"DAL",10.3368965517241,0.436896551724138,51.3589655172414,50.4203448275862,49.6903448275862,4.067508980979,0.287676696611663,5.3231410872231,0.667428341571591,1.5594103344319,2.41,0.1,39.13,48.67,45.47,19.28,0.98,61.54,51.75,55.48
"DET",10.8094285714286,0.39,53.0685714285714,51.0997142857143,49.6265714285714,4.31876612475556,0.238882200848772,11.350852816589,0.910279484277109,0.55302346964952,0,0,0,49.18,47.76,19.96,0.84,71.43,52.46,50.73
"EDM",9.29675675675676,0.364054054054054,43.9535135135135,44.5724324324324,50.0562162162162,3.6730860882113,0.264390908604196,12.4784828618921,1.58934893274889,0.715244136064165,3.45,0.03,17.99,41.56,47.99,15.19,1.1,81.82,51.58,51.38
