"Team","iCF.60_mean","ixGF.60_mean","ZSR_mean","CF..QoT_mean","CF..QoC_mean","iCF.60_sd","ixGF.60_sd","ZSR_sd","CF..QoT_sd","CF..QoC_sd","iCF.60_min","ixGF.60_min","ZSR_min","CF..QoT_min","CF..QoC_min","iCF.60_max","ixGF.60_max","ZSR_max","CF..QoT_max","CF..QoC_max"
"ANA",9.67857142857143,0.390857142857143,54.4774285714286,49.3994285714286,49.9654285714286,3.30852387812161,0.262469846207269,8.24669571720097,1.03487692606456,1.07115479975679,4.05,0.05,39.52,46.4,46.61,17.18,1.05,80,51.54,54.14
"ARI",10.16,0.413823529411765,49.4070588235294,47.0797058823529,50.4279411764706,3.24058543158392,0.239190740495281,14.3936763323368,2.07137706397857,0.8187195450242,3.84,0,9.09,44.86,49.03,17.33,0.84,100,53.58,52.96
"ATL",9.37193548387097,0.43741935483871,43.4287096774194,46.8325806451613,49.7064516129032,3.50028419737106,0.266345236387356,5.64152860014345,1.13727442522883,0.978286080813777,0,0,33.33,44.42,45.58,15.59,1,61.74,49.62,51.56
"BOS",9.96551724137931,0.446896551724138,49.2572413793103,49.8010344827586,49.3720689655172,3.40217009128722,0.272109529526463,6.39514821483093,1.00975012760437,0.372639037429989,4.17,0,28.57,47.44,48.47,19.61,0.97,61.42,51.54,49.86
"BUF",10.8465517241379,0.462413793103448,50.71,49.0368965517241,49.3858620689655,4.58300609072105,0.296210050620619,7.54964095645803,0.636110409600385,0.903866761836449,1.38,0.02,30.36,47.25,45.82,18.8,1.07,75,50.32,50.97
"CAR",10.6360606060606,0.477575757575758,53.6078787878788,51.1778787878788,49.190303030303,4.41016435308392,0.322025137829237,9.24716941744058,1.3123446517011,0.611143829473087,0,0,28.57,47.89,47.85,22.35,1.13,80,53.77,51.2
"CBJ",9.81333333333333,0.405151515151515,52.6690909090909,51.280303030303,49.9721212121212,3.31024231237936,0.237987935777757,9.28877426104905,1.27412343605438,1.24153070233824,3.69,0.06,31.58,47.74,46.21,17.33,0.79,75,53.99,54.47
"CGY",12.1903125,0.4940625,57.8153125,54.525625,49.005625,4.32618321266173,0.288341859995746,9.36666773272772,1.92678059667984,1.07262396832224,0,0,40,48.17,45.25,19.58,1.17,100,56.8,50.37
"CHI",10.0539285714286,0.4325,55.5557142857143,53.6021428571429,50.1935714285714,3.79617384303733,0.294626254141802,11.016933911222,1.24329716105516,1.39107529493931,0,0,20,49.44,49.14,15.62,0.91,75,55.74,56.93
"COL",9.91657142857143,0.392,50.3191428571429,46.8725714285714,49.9122857142857,5.06814790562364,0.255017877112682,7.16153342576877,0.943368005222411,0.988980716264405,1.89,0.04,38.65,45.26,47.7,29.88,0.9,70.37,48.87,52.68
"DAL",10.5968571428571,0.421428571428571,51.5985714285714,49.5834285714286,50.0414285714286,3.17450855059726,0.234032964711018,6.54615295325392,0.898439637100125,0.57060928662544,4.91,0.06,29.41,46.78,48.01,16.67,0.76,63.25,51.47,50.88
"DET",11.7865384615385,0.481538461538462,56.7969230769231,56.6442307692308,49.6257692307692,4.84695198433629,0.284965854904651,7.90378075061841,1.06496637722295,0.705437016760097,5.44,0.14,46.85,54.64,48.21,22.6,1.1,84.62,59.43,52.09
"EDM",9.46258064516129,0.420322580645161,49.681935483871,47.0877419354839,50.2670967741935,4.7907452222954,0.240658594568706,12.6793881080949,1.14721026749653,1.08451584758173,0,0,0,43.52,49.35,19.91,0.83,77.42,49.36,55.78
"FLA",9.68064516129032,0.410645161290323,46.8496774193548,46.4761290322581,49.6770967741936,3.96051674699474,0.274468401142657,7.75449137978371,0.914875865602741,0.628724600803812,0,0,35.59,44.77,47.38,18.55,1.13,71.43,48.05,51.08
"L.A",10.3614285714286,0.441785714285714,52.6671428571429,50.3885714285714,50.0660714285714,4.3238629113549,0.298825522875294,6.91128216498366,0.900858497071561,0.497753019863334,3.07,0.04,43.4,48.62,48.73,20.63,1.29,80,51.94,51.24
"MIN",9.6,0.344074074074074,44.9555555555556,46.9781481481482,50.0507407407407,3.36180240118532,0.209913155289355,10.4781866213479,0.999296048522455,0.812886243938256,4.35,0.03,25.95,45.07,46.9,16.17,0.89,71.43,49.32,50.87
"MTL",9.84806451612903,0.402903225806452,49.0293548387097,48.0809677419355,49.5258064516129,4.15264206608663,0.250495423090418,7.43484406269285,0.587715094461648,0.283028552076151,0,0,35.71,46.86,48.69,17.39,0.79,75,49.66,49.9
"N.J",9.43379310344828,0.388620689655172,53.8837931034483,50.8931034482759,49.068275862069,4.94685788715069,0.301196710022003,10.4122343608006,1.43050965804968,0.87965930485094,0,0,33.33,46.26,46.18,19.75,1.15,88.89,53.34,50.57
"NSH",9.94214285714286,0.459285714285714,49.1871428571429,48.5560714285714,50.3653571428571,3.73394375678531,0.229006365291263,12.4401830572285,1.01601377683031,0.92785887393886,0,0,13.33,46.22,48.04,17.02,0.92,85.71,50.18,53.14
