"Team","iCF.60_mean","ixGF.60_mean","ZSR_mean","CF..QoT_mean","CF..QoC_mean","iCF.60_sd","ixGF.60_sd","ZSR_sd","CF..QoT_sd","CF..QoC_sd","iCF.60_min","ixGF.60_min","ZSR_min","CF..QoT_min","CF..QoC_min","iCF.60_max","ixGF.60_max","ZSR_max","CF..QoT_max","CF..QoC_max"
"MIN",10.5603225806452,0.443225806451613,48.1222580645161,49.491935483871,49.7558064516129,3.23635338395028,0.314243929634015,9.18001950240391,1.64151031950221,0.662046192716432,3.5,0.05,26.47,41.73,47.37,16.68,1.27,63.1,51.61,50.59
"MTL",10.2155882352941,0.409411764705882,45.0373529411765,47.9564705882353,49.5564705882353,3.97918919042444,0.282037405390164,9.63930410817293,2.57535508861246,1.32818600913664,3.07,0.06,18.75,39.12,44.88,21.37,1.09,60.42,51.05,51.63
"N.J",8.894375,0.3746875,47.691875,47.3796875,50.1625,3.25216447774749,0.253096747726393,11.667942693275,0.707988902660433,0.717266315772556,0,0,36.36,46.12,48.71,18.01,0.95,100,48.85,51.94
"NSH",11.7103225806452,0.534516129032258,50.7387096774194,51.1693548387097,49.9016129032258,4.94529034123779,0.607255238537456,18.7724496256146,1.4713846890687,0.760732527564468,0,0,0,47.5,46.81,24.32,3.47,100,52.9,51.52
"NYI",11.9092857142857,0.595,51.9189285714286,51.9296428571429,49.4864285714286,3.79692558728031,0.360241688417754,10.5659927367582,0.928333760793267,1.49345290762769,4.68,0.08,28.57,50.04,42.18,20.14,1.24,80,53.82,50.59
"NYR",10.3606451612903,0.451935483870968,51.4338709677419,49.621935483871,49.7677419354839,4.33775666712943,0.278656531173399,12.6623409308651,1.11847044173382,1.16435879257618,0,0,27.67,47.77,44.07,21.98,1.03,100,51.86,51.2
"OTT",11.2176,0.5136,48.8612,49.8532,49.6988,3.58884647205756,0.321621931258841,5.3588084185448,0.792079120627057,0.351263433906804,5.44,0.07,41.26,47.57,48.54,18.51,1.21,58.78,51.12,50.46
"PHI",11.7626666666667,0.382666666666667,50.6626666666667,48.5733333333333,49.94,6.03937992554347,0.213168758358794,6.00389467465643,1.90088606078638,0.837953171269957,4.34,0.04,36.36,40.01,48.42,38.22,0.8,63.64,51.33,52.72
"PIT",10.0291666666667,0.387222222222222,51.2755555555556,51.5586111111111,49.7030555555556,4.04410638195528,0.263011255719067,7.81687860409199,1.28819065309843,0.535664177550741,0,0,33.33,47.98,47.82,18.45,0.99,67.86,53.44,50.36
"S.J",11.7647058823529,0.487941176470588,46.6676470588235,50.4555882352941,49.7444117647059,3.84274778211296,0.307982480924077,8.63115395172189,1.93252729986044,0.628587599914673,4.22,0.08,14.29,41.2,48.35,23.48,1.51,60.61,52.53,51.91
"STL",10.7693333333333,0.407333333333333,47.853,51.557,49.833,3.10427950809327,0.246911031489612,10.6377042992659,1.10744549176986,0.46235640827814,5.86,0.1,0,49.31,49.12,21.45,0.88,64.06,53.88,50.89
"T.B",10.3089655172414,0.381724137931034,52.5058620689655,51.2613793103448,49.3844827586207,3.99145725700311,0.265922504360054,8.88152597781379,1.10393362940354,0.757866300906209,0,0,25,48.6,46.36,16.37,0.86,75,52.87,51.29
"TOR",9.46578947368421,0.366315789473684,45.355,47.1544736842105,49.5452631578947,3.83119459993732,0.246876936764285,10.0810026716029,1.32983375788596,1.04150031293765,0,0,0,44.91,46.56,17.07,0.8,63.83,51.06,51.46
"VAN",10.6406896551724,0.450689655172414,49.3879310344828,48.8503448275862,49.8179310344828,3.40379717692974,0.251395122047272,5.83437558129791,1.60618110248818,0.448978040429793,5.4,0.09,30,43.74,48.6,20.2,0.91,60,51.11,50.32
"WPG",9.89636363636364,0.445454545454545,47.5681818181818,50.4463636363636,49.5254545454545,4.76679584350288,0.343157133368692,13.6734888229343,2.29391289364622,1.51928250111091,0,0,0,42.53,42.08,19.55,1.46,72.22,53.24,50.93
"WSH",11.1965517241379,0.452413793103448,55.5320689655172,50.941724137931,49.6662068965517,3.96498178329635,0.290819717994472,8.56663602059523,1.28212454533625,1.95412277321766,6.05,0.05,41.22,46.08,42.44,23.82,1.1,75,54.17,54.96
