"Team","iCF.60_mean","ixGF.60_mean","ZSR_mean","CF..QoT_mean","CF..QoC_mean","iCF.60_sd","ixGF.60_sd","ZSR_sd","CF..QoT_sd","CF..QoC_sd","iCF.60_min","ixGF.60_min","ZSR_min","CF..QoT_min","CF..QoC_min","iCF.60_max","ixGF.60_max","ZSR_max","CF..QoT_max","CF..QoC_max"
"ANA",10.0137837837838,0.431891891891892,50.52,48.0243243243243,49.7697297297297,3.16843753234878,0.254970998763017,8.02640814921455,1.12817093991543,0.89715131414967,4.89,0,38.98,45.21,46.24,16.71,0.82,71.43,49.95,51.45
"ARI",10.1190625,0.3828125,48.6965625,48.13,50.0253125,3.20280155526679,0.250949607780449,12.2708197295322,0.800656988293506,0.741119399091454,0,0,25,46.8,48.12,15.16,0.85,100,50.09,52.7
"BOS",11.3405714285714,0.490285714285714,54.0022857142857,51.9265714285714,49.614,3.88598382036015,0.273716101465881,11.2883774392108,1.58430341504535,0.657156083169789,0,0,25,47.02,47.38,19.24,1.07,70.87,53.95,51.07
"BUF",9.72857142857143,0.380857142857143,51.7091428571429,47.3385714285714,49.9205714285714,3.32928286118015,0.266660959322678,9.8172777979104,0.690013396532965,0.411195837535745,3.6,0,29.22,46.15,49.04,17.62,1.15,77.78,48.45,51.21
"CAR",12.3465517241379,0.532068965517241,59.7665517241379,53.9920689655172,49.6879310344828,4.20938685377444,0.350707237596351,11.6251928634884,1.44736060101124,0.761621293737177,0,0,44.98,49.48,48.06,24.3,1.35,100,55.88,51.85
"CBJ",11.3003125,0.508125,53.3746875,50.459375,49.8203125,3.54033029657841,0.307554742045768,10.0115143337076,1.07585805965105,0.632865905253442,3.49,0.03,37.26,47.55,48.6,19.2,1.34,80,52.55,52.18
"CGY",11.8306451612903,0.549032258064516,51.2925806451613,52.218064516129,49.8151612903226,2.55185806225434,0.285018769425333,8.67447787775224,1.43532439853584,0.413536543872823,7.05,0.08,32.14,47.9,48.43,17.4,1.21,71.43,55.36,51.11
"CHI",12.515625,0.4884375,52.9028125,51.86,49.8996875,2.63467196648231,0.265367783432486,6.72846540255556,0.771149121598369,0.429451896551422,7.67,0.08,40.74,49.79,48.58,17.41,1.07,64.5,53.24,50.89
"COL",10.2863333333333,0.363,48.5473333333333,47.2016666666667,49.9296666666667,3.17605098905189,0.221906317605208,9.94840931084422,0.800327878212222,0.415721087976669,2.27,0.05,31.01,44.82,48.45,18.85,0.83,75,48.85,50.33
"DAL",11.8076,0.5032,45.842,50.692,49.7456,3.64086331337317,0.330375039412282,7.37344785926729,1.08605555413462,0.30348091647856,6.29,0.11,30.3,46.94,48.88,24.07,1.52,56.55,51.81,50.27
"DET",10.4459259259259,0.452592592592593,51.3788888888889,48.827037037037,49.822962962963,3.61822125791459,0.26160146718879,11.9269659993109,0.927448173193583,0.783492255201105,0,0,35.22,47.51,46.53,17.75,0.98,100,52.02,51.51
"EDM",12.2425806451613,0.578709677419355,52.1816129032258,50.0822580645161,49.8890322580645,3.30574446253985,0.355497228638836,6.13387484753001,0.938962937420569,0.371585385779273,7.86,0.11,37.26,45.73,49.22,23.55,1.51,68.75,51.26,51.19
"FLA",10.95,0.468214285714286,49.0542857142857,48.8564285714286,49.8028571428571,3.92602428248561,0.256862170440053,12.0707014213853,1.07632163128326,0.3171032913019,0,0,29.41,46.85,49.26,18.48,0.94,100,51.68,50.53
"L.A",10.9,0.431764705882353,50.1864705882353,49.3411764705882,49.7797058823529,3.30475323426636,0.258626565794698,7.82435393106055,0.758358533204535,0.756821444432059,4.56,0,29.01,47.76,46.17,19.47,0.97,67.65,50.94,51.34
"MIN",9.51969696969697,0.416969696969697,47.4466666666667,46.0490909090909,50.1224242424242,4.85369349365028,0.391435537864193,11.8227235299937,1.696898574673,0.835370540175999,0,0,0,38.58,47.04,21.9,1.9,75,47.9,52.71
"MTL",11.3817647058824,0.455294117647059,51.2623529411765,49.7897058823529,49.6897058823529,3.3173880475625,0.302737362863325,6.35095652963825,0.977484357137851,0.584239911774096,5.1,0.08,39.03,47.67,46.84,21.32,1.16,75,51.16,50.51
"N.J",11.316,0.546666666666667,47.8103333333333,48.4053333333333,50.115,3.18131354350196,0.305222737587208,10.2048086985848,0.748758666213544,0.911201366896737,5.83,0.13,27.66,46.82,48.24,20.59,1.2,85.71,50.06,52.98
"NSH",11.492962962963,0.496666666666667,48.912962962963,50.4403703703704,49.8725925925926,3.44317140797976,0.284875141340634,9.82889962336923,1.256599445027,0.239624587678191,6.83,0.11,31.55,47.32,49.38,19.48,1.05,65.81,53.2,50.31
"NYI",10.0193333333333,0.424333333333333,45.3793333333333,47.222,49.916,2.89287940715955,0.231482230394702,6.93499816439989,0.928136434679358,0.322100862335451,2.47,0.05,26.27,45.46,48.85,15.77,0.81,56,49.64,50.29
"NYR",10.7252777777778,0.506666666666667,49.5397222222222,46.8358333333333,49.8641666666667,3.02482536554815,0.270206270414712,8.76516106481013,1.59276107974261,0.687223710716844,5.43,0.14,33.33,44.46,46.66,19.24,1.07,66.14,52.28,50.68
"OTT",10.1051219512195,0.399756097560976,51.6039024390244,47.4692682926829,49.9856097560976,3.91333433401187,0.239086676802348,14.9277956976321,0.909165524654071,0.877596287539116,0,0,0,45.61,48.08,21.47,0.83,100,50.4,52.82
"PHI",10.9275,0.466785714285714,49.4989285714286,49.0385714285714,49.6753571428571,3.05207109402172,0.311496430886497,4.6427165892441,1.27069742963144,0.692678548410856,5.16,0.1,41.04,44.99,47.24,19.11,1.59,58.82,50.88,50.76
"PIT",11.3125,0.5240625,49.9815625,51.2978125,49.7353125,2.87073667065756,0.28193867298152,9.14877608926197,1.27229722226145,0.318949731856939,2.19,0.1,25,48.08,49.11,16.97,1.13,65.25,53.96,50.74
