"Team","iCF.60_mean","ixGF.60_mean","ZSR_mean","CF..QoT_mean","CF..QoC_mean","iCF.60_sd","ixGF.60_sd","ZSR_sd","CF..QoT_sd","CF..QoC_sd","iCF.60_min","ixGF.60_min","ZSR_min","CF..QoT_min","CF..QoC_min","iCF.60_max","ixGF.60_max","ZSR_max","CF..QoT_max","CF..QoC_max"
"ANA",9.52827586206897,0.447586206896552,50.3106896551724,47.0379310344828,49.6344827586207,3.73320627129541,0.30228481333733,5.50913976369819,1.16457649969649,0.613063654390779,3.49,0.03,36,44.58,47.47,18.1,1.04,61.33,50.3,50.75
"ARI",11.3942857142857,0.500357142857143,55.6010714285714,50.4275,49.6239285714286,2.80119872299598,0.259322224024506,13.3816622283896,0.690091915509703,0.854358495687518,6.64,0.08,32.47,48.92,46.69,17.82,0.95,100,51.68,50.8
"BOS",11.3656666666667,0.450666666666667,50.9126666666667,51.5556666666667,49.3996666666667,3.33786085052557,0.305444089734968,7.39211319388877,1.42007208008737,0.642878673239164,5.77,0,34.12,48.08,47.86,20.07,0.99,71.43,54.05,51.21
"BUF",9.62103448275862,0.357241379310345,49.8744827586207,45.4103448275862,50.3586206896552,3.32303684776826,0.254416651405358,7.30889017674801,1.66284069067412,0.628073722571819,3.79,0.05,25,41.9,48.33,15.75,0.89,66.67,49.75,52.08
"CAR",11.3114285714286,0.456285714285714,55.3971428571429,51.2191428571429,49.5774285714286,4.04955127714399,0.289726907056057,14.436862656455,1.10490449794533,0.745505524724638,0,0,14.29,47.84,47.75,20.71,0.99,100,53.01,52.53
"CBJ",9.04266666666667,0.342,48.322,46.8803333333333,49.92,3.04930849519208,0.256184200971852,7.97746195919133,0.822944600864452,0.837125623992497,3.86,0.07,25,45.46,47.89,16.71,1.01,72.73,49.33,52.78
"CGY",10.04375,0.43375,45.289375,47.1103125,49.631875,4.12545266333518,0.270992798380683,6.0345258987414,1.14154531475766,0.689714468738402,0,0,31.82,44.6,48.42,18.74,0.96,63.64,49.92,51.32
"CHI",10.8248275862069,0.472758620689655,53.84,53.9548275862069,49.5824137931034,4.16262247412241,0.342103749423268,7.51471651399534,1.64445523044141,1.11280101921879,4.31,0,30,49.71,48.36,18.25,1.39,68.27,57.28,52.12
"COL",11.185,0.460357142857143,48.9296428571429,48.5767857142857,49.455,2.51174942722899,0.277107842930792,7.39993667747825,0.716902046986577,0.540558695891301,6.57,0.1,25,47.49,48.37,15.97,1.16,61.06,50.85,50.45
"DAL",10.547,0.461666666666667,47.287,48.811,49.982,3.98458854363521,0.281536220899125,12.3953284164529,0.958351134267459,1.1045966653505,0,0,0,46.98,46.88,17.99,0.9,67.27,51.08,53.95
"DET",11.621724137931,0.478620689655172,52.6875862068966,52.0727586206897,49.4427586206897,5.94778534352164,0.404834394165698,12.6170767655735,1.06877064408374,0.923525452320478,0,0,0,49.61,46.3,33.47,1.92,67.69,53.4,52
"EDM",8.75428571428571,0.371785714285714,47.2610714285714,44.125,49.7892857142857,3.82481219928356,0.249058279234051,5.90651952367872,1.51997441498935,0.450998304763411,0,0,32.45,41.2,48.97,18.06,0.94,57.14,48.54,51.04
"FLA",10.3188235294118,0.395588235294118,54.4129411764706,48.9767647058824,49.8652941176471,3.34567361039722,0.335931010021047,10.4109739681805,1.17630577499744,0.573913916542118,5,0,14.29,46.27,48.28,17.51,1.67,76.92,53.45,51.81
"L.A",11.4441666666667,0.464166666666667,55.4008333333333,53.3066666666667,49.53125,4.45319515645219,0.305043356386207,5.41312729403709,1.80202221350654,0.506259192079726,3.81,0.07,42.86,49.65,48.75,19.42,0.91,64.29,57.52,50.64
"MIN",10.2111111111111,0.425555555555556,46.1048148148148,47.6114814814815,49.552962962963,3.20516810231578,0.306108745550603,10.7009619878022,1.51547327896577,0.658540430479025,4.83,0.07,23.93,44.33,47.99,15.92,1.1,66.67,51.53,51.7
"MTL",11.0234482758621,0.426551724137931,49.8496551724138,51.8958620689655,49.4303448275862,4.9101136703907,0.310877512191228,11.2557526507111,1.26436183010973,0.50581958075569,0,0,26.74,48.12,48.12,22.83,1.05,68.18,53.71,50.68
"N.J",9.58787878787879,0.383030303030303,56.420303030303,55.0075757575758,49.5142424242424,3.03155050837826,0.23707178301736,11.4968298578479,2.00237207815979,1.03792470314274,0,0,40,48.08,47.33,17.85,0.91,100,58.43,52.76
"NSH",9.5578125,0.4325,44.8571875,46.695,49.8821875,3.81656722501576,0.261052460430417,10.1750685927386,0.71721234539507,0.612107593193518,0,0,16.67,45.48,48.42,18.74,0.97,65,49.1,50.92
"NYI",11.0928,0.5076,50.604,49.9708,49.6892,3.35031903953439,0.331816716476632,5.8239219317112,1.08472700098535,0.580638441717391,4.18,0.04,36.88,47.5,47.66,16,1.09,60.87,52.31,50.53
"NYR",10.4609090909091,0.454545454545455,52.7236363636364,49.0569696969697,49.7745454545455,3.94551989891412,0.305021422496549,15.4741683577385,1.40487429341669,0.877486078625649,0,0,0,45.11,47.1,17.79,1.01,83.33,51.9,51.69
"OTT",12.509375,0.4890625,55.4578125,52.7378125,49.363125,3.75573620419271,0.268248312684469,6.97707108082865,0.956315963358446,0.636002827646382,3.79,0.02,41.67,48.67,47.47,21.1,0.94,73.91,54.17,50.65
"PHI",10.1462857142857,0.418571428571429,43.3262857142857,47.4042857142857,50.3282857142857,2.97716909132137,0.303868613801724,9.33176582675423,1.05891255461408,0.948548382326092,4.02,0.05,15.66,45.51,48.29,16.37,1.36,60,50.39,53.38
"PIT",9.83483870967742,0.420967741935484,48.1596774193548,48.52,50.1367741935484,4.73131685049574,0.316579161650602,11.9276310818958,1.40059987148364,0.78603811229386,0,0,0,45.97,49.24,19.55,1.05,80,52,52.88
"S.J",10.5713333333333,0.427666666666667,49.0153333333333,49.979,49.5403333333333,4.26042796404089,0.310091013706636,6.88799992657562,1.52776679480552,1.06268197900677,0,0,20,43.57,46.65,16.8,0.98,59.04,51.96,53.25
"STL",10.2537037037037,0.389259259259259,50.0759259259259,51.5907407407407,49.8344444444444,2.97066704261226,0.225540818852511,7.92337013536502,1.27290680644411,1.18618435891447,5.41,0.07,25,48.31,48.42,16.62,0.9,67.19,54.17,55.12
