"Team","iCF.60_mean","ixGF.60_mean","ZSR_mean","CF..QoT_mean","CF..QoC_mean","iCF.60_sd","ixGF.60_sd","ZSR_sd","CF..QoT_sd","CF..QoC_sd","iCF.60_min","ixGF.60_min","ZSR_min","CF..QoT_min","CF..QoC_min","iCF.60_max","ixGF.60_max","ZSR_max","CF..QoT_max","CF..QoC_max"
"NSH",10.6910344827586,0.428620689655172,48.5789655172414,50.9158620689655,49.7813793103448,4.30898840036531,0.282649759772598,19.9542557839581,1.42311408347373,0.421957378838965,3.58,0.04,5.62,46.91,49.17,19.46,1.18,84.86,53.1,51.58
"NYI",10.1175862068966,0.413103448275862,50.5606896551724,48.3513793103448,49.8148275862069,4.39018438855559,0.291156603029512,8.76058581335195,1.00881374515507,0.36571476677924,0,0,25,45.37,48.71,22.08,1.04,66.67,50.18,50.54
"NYR",10.6285185185185,0.51,45.7577777777778,47.6977777777778,49.8885185185185,3.64217148215362,0.305299348685339,13.7284366114599,0.989896394475136,0.512105035077343,5.23,0.13,13.33,46.36,48.5,19.21,1.35,65.73,50.6,51.19
"OTT",9.92060606060606,0.415757575757576,48.2093939393939,47.5045454545455,49.8527272727273,3.75654590298217,0.271972313653319,8.46799745342499,1.57956103654839,0.361803405934016,0,0,25.88,43.52,48.84,16.61,1.22,64.15,51.75,50.63
"PHI",10.9544444444444,0.449259259259259,52.5981481481481,50.5403703703704,49.5844444444444,2.55144805541621,0.232956349921312,7.84827518387469,1.60660770541172,0.428883463939828,5.09,0.12,40.52,47.75,48.41,16.56,0.89,85.71,55.6,50.49
"PIT",10.8230555555556,0.499444444444444,51.4111111111111,51.4094444444444,49.6580555555556,3.24859250352645,0.289284283751117,10.7497754867659,1.65258575648578,0.394300968764032,2.61,0,29.6,45.97,48.83,17.08,1.2,85.71,53.72,50.72
"S.J",9.665,0.432666666666667,48.94,49.971,49.5433333333333,3.98237301462158,0.264574262221186,6.63148186487288,1.4717298055994,0.618303202785424,0,0,34.38,45.11,47.06,19.88,0.95,66.67,52.67,51.04
"STL",9.986,0.416333333333333,47.6983333333333,50.8953333333333,49.5833333333333,3.77208494437575,0.262855451732976,8.71290247507855,0.7390568702551,0.752647434672795,2.3,0,33.06,49.68,46.71,20.45,0.85,65.23,52.74,51.8
"T.B",10.4989655172414,0.387931034482759,51.308275862069,51.238275862069,49.7955172413793,3.04812863530067,0.213898829729398,8.42325016545002,0.804527674057967,0.621022119498496,4.1,0.08,25,49.43,47.98,15.16,0.77,68.75,52.87,51.57
"TOR",11.2832558139535,0.446279069767442,52.8916279069767,51.2537209302326,49.5532558139535,3.48886986813934,0.250152555889724,10.7000932194944,0.953042804354792,0.54677722864345,2.7,0.03,31.55,48.86,48.13,18.74,1.06,83.33,53.67,50.79
"VAN",9.83441176470588,0.436764705882353,49.6985294117647,47.1588235294118,49.8829411764706,3.51253356820062,0.274532336100982,7.63272425743377,0.782531884163591,0.831707004833723,0,0,33.33,44.69,46.07,16.89,1.19,66.67,49.05,51.79
"WPG",10.42,0.426774193548387,52.6261290322581,50.3877419354839,49.7522580645161,3.48030554214234,0.251361454175379,8.67635817510986,1.18730144916226,0.792290812254437,3.86,0,33.33,48.13,48.09,20.38,0.91,80,52.03,53.06
"WSH",10.4216129032258,0.429032258064516,50.9645161290323,50.9222580645161,49.1290322580645,4.24332817237774,0.254025652755907,11.8147159194821,0.938377001982392,0.998055959816247,0,0,0,48.16,45.99,22.9,0.94,67.57,53.27,50.01
