result_factor,past_series_game_count,q1_record,q2_record,q3_record,q4_record,sd_record,player_points,weighted_goalie_save_percentage,weighted_GPS,H2H
L,-2,-0.04999999999999999,0.20000000000000007,-0.04999999999999993,0.13636363636363635,-0.02847366259313086,-0.5,0.004162004851262946,-0.662888017563235,0.6666666666666666
W,-1,0.09999999999999998,0.35,0,0,-0.060082803518872296,1.560975609756098,4.4348492898349523e-4,-0.742875091226697,0.5
W,0,0.15000000000000002,0.19999999999999996,0.10000000000000003,0.045454545454545414,-0.04734538757736595,1.9146341463414638,0.004775600829966975,4.452510105028491,0
W,0,-0.2,0.19999999999999996,0.09999999999999998,-0.045454545454545414,0.012585935621932637,0.12195121951219612,-0.004835312373327572,-3.8058496676828995,0.25
W,0,-0.09999999999999998,0.19999999999999996,0.09999999999999998,0,-0.024517331159115724,0.8292682926829267,-0.002876159321442362,-3.01801139502349,0.75
W,0,0.09999999999999998,0,0.050000000000000044,0.09090909090909094,-0.023393318651249773,0.4878048780487809,-1.455733458478603e-4,0.8763955907035079,1
W,0,0.04999999999999993,0.050000000000000044,0.1499999999999999,0.2272727272727273,-0.039214516369704217,0.14634146341463428,0.009020795315555774,2.455282361713399,1
W,0,0.14999999999999997,-0.04999999999999993,0,0.2272727272727273,-0.025321977508639598,0.7317073170731696,0.003603483683420894,2.526600243810954,0.75
W,0,0.050000000000000044,0.15000000000000002,0.14999999999999997,-0.045454545454545414,-0.020457937425301442,0.8292682926829258,-0.011315968172382118,-3.694561704745909,0.5
L,0,-0.050000000000000044,-0.09999999999999998,-0.04999999999999993,0.13636363636363635,0.027389627709126174,-0.7195121951219523,0.011853456689261521,2.4104131610776776,0.25
W,-3,0.3,0,-0.1499999999999999,0.045454545454545414,-0.03249903480699046,0.7560975609756095,-2.2418425184644875e-4,2.7960136677795973,0.25
W,3,0,0.24999999999999994,-0.25,0.09090909090909083,-0.01791762337910588,-0.47560975609756184,0.006641138587015205,2.4517653099760137,0.5
L,0,0,0,0.09999999999999998,-0.045454545454545414,-0.010852307570889369,-0.5853658536585353,0.007212948803622887,-0.5590405139750363,0.6
W,0,0.09999999999999998,0.25,0,-0.045454545454545414,-0.014443846739795457,0.34146341463414487,-0.0026225550407290577,-1.9615703829401836,0.75
L,-1,0.25,0,0.050000000000000044,-0.045454545454545414,-0.0348547550914135,1.1341463414634152,0.002288728504563964,2.9306505063007213,0.6666666666666666
L,1,-0.050000000000000044,-0.19999999999999996,0,0.2727272727272727,-0.004864040083338156,0.34146341463414664,0.007115656025194483,5.227577410403309,0.3333333333333333
L,0,0.15000000000000002,0.050000000000000044,0.09999999999999998,-0.18181818181818177,-0.014262207848023511,0.20731707317073145,-9.798343616774785e-4,-1.3762721660973494,1
L,0,0.09999999999999998,0.29999999999999993,0.1499999999999999,0.18181818181818177,-0.06681699191112933,2.378048780487804,0.009481586147034204,1.1298151828659933,1
W,0,-0.1499999999999999,-0.04999999999999993,0.15000000000000002,0.18181818181818182,-0.03051781662195932,-0.8170731707317085,0.003225237359667954,-1.9932150548843381,0.75
W,0,0.09999999999999998,-0.04999999999999993,0.09999999999999998,0.045454545454545525,-0.04062835252280714,-1.6463414634146343,0.011654896538197401,0.7657879768559361,0.5
L,0,0.04999999999999999,0.24999999999999994,-0.2,0,-0.009207303940251599,1.3414634146341458,-0.001194163154391359,2.713314597072624,1
L,0,0.050000000000000044,0.2,0.35000000000000003,0,-0.08402551007905978,1.3048780487804876,-0.008070421076421641,-1.7018992556386419,1
W,0,0.09999999999999998,-0.09999999999999998,0.1499999999999999,0,-0.018627580828322277,1.8536585365853648,-0.01643485941665601,-2.7011058116371487,0.5
L,0,0.1499999999999999,0,0.050000000000000044,0,-0.00885999024449624,0.6707317073170733,-0.012219931843785337,-1.2372012247259558,0.6
L,0,0.25,0.15000000000000002,-0.19999999999999996,-0.09090909090909094,-0.05077812128204692,0.8292682926829276,0.0034426136241004768,4.469587584428366,0.75
W,3,-0.04999999999999993,0,0.09999999999999998,0.045454545454545414,-0.006064504704516416,0.34146341463414487,0.008097045398469671,-0.6422674158444082,0.6666666666666666
L,-3,0.04999999999999999,0.2,-0.050000000000000044,-0.09090909090909083,-0.032303177960011475,-0.5731707317073171,0.018363012655572164,3.888874450059544,0.75
W,0,-0.20000000000000007,0.04999999999999999,0.25,0,0.02899100189960216,1.1463414634146343,-0.017911185183581813,-3.9483534782281566,0.25
W,2,0,0.10000000000000003,0.39999999999999997,-0.09090909090909094,-0.05126911463404335,1.2926829268292668,-0.01939599451826668,-1.8985107503432275,1
W,2,0.10000000000000003,0.10000000000000003,0,-0.045454545454545414,-0.039133748442007926,0.6951219512195115,0.006333656010014788,2.0916800909311375,0.6666666666666666
L,0,0.15000000000000002,0.050000000000000044,-0.050000000000000044,-0.09090909090909094,-0.03676221448767217,1.6219512195121943,-0.017962783255492165,-0.10426971359379245,0.6666666666666666
L,-2,0.20000000000000007,0.050000000000000044,-0.09999999999999998,0.045454545454545414,-0.06250289835443029,0.47560975609756007,0.005395470347780207,1.8939787703425939,0.5
