result_factor,past_series_game_count,q1_record,q2_record,q3_record,q4_record,sd_record,player_points,weighted_goalie_save_percentage,weighted_GPS,H2H
W,0,0.19999999999999996,0.04999999999999993,0,0,-0.019021416761617393,0.963414634146341,-0.01610552691490519,-2.2548237942432294,0.6666666666666666
L,-1,0.09999999999999998,0.35,0.050000000000000044,-0.18181818181818188,-0.061528960561843704,1.1463414634146343,-0.011919651836737044,-4.046942962032823,0.5
L,0,0.14999999999999997,0.09999999999999998,0.39999999999999997,0.09090909090909094,-0.04874458956434097,3.2926829268292686,-0.007415048835359261,-3.132471608892435,0.5
L,0,0.09999999999999998,0.4,-0.25,0.09090909090909088,-0.022198657646119585,-0.39024390243902385,0.01039509704106334,7.888566281533567,0.16666666666666666
L,0,0.19999999999999996,0,0.10000000000000003,0,-0.04838786346002871,1.2317073170731714,0.0015867378692325795,5.096046574718448,0.3333333333333333
W,0,0.09999999999999998,0.2,-0.19999999999999996,0.04545454545454547,-0.02555232614933617,1.012195121951219,7.553370576580676e-4,1.9226466102886706,0.5
W,0,0.050000000000000044,0.09999999999999998,0.04999999999999993,0.18181818181818177,-0.059834320396504825,0.5243902439024399,0.003428456591639706,0.5151254654216135,0.5
W,0,0.09999999999999998,0.09999999999999998,0.2,-0.13636363636363635,-0.03755032957778964,1.7439024390243905,-0.007607603119593964,-2.791577630821612,0.6666666666666666
W,0,-0.050000000000000044,0.09999999999999998,0,0.09090909090909088,-0.017667893304755183,1.1585365853658534,0.0038989590744484826,0.6820828067492943,0.75
L,0,0.050000000000000044,0.15000000000000002,0.25,-0.13636363636363635,-0.08042853050249496,-0.4024390243902438,0.0065100911658174665,1.2210279943520153,0.5
L,-2,0.2,0.15000000000000002,0.04999999999999999,0,-0.031786211645326384,1.414634146341463,-0.014239790963475385,-1.2413855112923438,0.75
L,1,-0.19999999999999996,0.30000000000000004,-0.35000000000000003,0.1363636363636363,0.015129925444490322,-1,0.01692866728515008,4.817605040055547,0.5
W,2,0.15000000000000002,0.09999999999999998,0.35,-0.2272727272727273,-0.08173142405154835,1.1097560975609762,0.005457302745485948,2.7351780855800154,0.25
W,-2,0.15000000000000002,0.04999999999999993,-0.04999999999999993,0,-0.024242350326905,-0.09756097560975618,-0.009939845326706331,-4.896879164788579,0.5
W,0,0.14999999999999997,-0.15000000000000002,0.2,-0.09090909090909088,0.019536629182342724,0.7317073170731705,-0.01206400600695523,-4.865171285375249,0.5
L,0,0,-0.09999999999999998,0.04999999999999993,0,0.005651803904417052,-0.3170731707317067,0.01772745257557562,8.603634990121257,0.25
W,-1,0.050000000000000044,0.35,0,0.1363636363636363,-0.08355287172067141,1.2195121951219514,-0.003562175221567543,0.7107557724816544,0
W,0,0.19999999999999996,-0.14999999999999997,-0.04999999999999999,0.18181818181818177,0.028568181678032795,-0.23170731707317138,-0.0024939389308186177,-5.5409204404333074,0.25
W,0,0.25,0.15000000000000002,0.09999999999999998,-0.2727272727272727,-0.012588102337433515,0.3658536585365857,0.002372167136365677,-2.0314160864561392,0.5
W,0,-0.050000000000000044,0.04999999999999999,0.15000000000000002,-0.045454545454545525,-0.018652637319970466,0.963414634146341,0.009930431894309755,-0.5955545370211706,0.3333333333333333
L,0,-0.050000000000000044,0.09999999999999998,0,0.09090909090909094,-2.9522723525238215e-4,-0.5365853658536581,0.016555282043580588,5.852725393870079,0.5
W,0,0.04999999999999999,0.29999999999999993,0,0.13636363636363635,-0.006581519542426001,0.23170731707317138,0.017842523955004852,3.5876062665630783,0.5
W,0,-0.15000000000000002,0.10000000000000003,0.04999999999999993,0.09090909090909083,-0.011521394548941744,1.0975609756097562,-0.002961229186171699,0.1687427995601709,0.5
W,0,0.19999999999999996,0.10000000000000003,-0.050000000000000044,-0.04545454545454547,-0.016048403243888565,1.2682926829268295,-0.011160421182216274,-4.8015981312183404,0.5
L,0,0.04999999999999999,-0.14999999999999997,0.15000000000000002,0.09090909090909083,-0.0016187955122534403,0.8414634146341466,-0.01246887570386046,-5.6348121363150705,0.25
L,3,0.1499999999999999,-0.2,-0.15000000000000002,0.2727272727272727,0.04261438954270744,-0.8902439024390238,0.017598265963288506,2.639442978515041,0.6666666666666666
L,-1,0,0.2,0.04999999999999993,-0.18181818181818177,0.018697868970492137,0.3170731707317085,-0.01650449011519417,-4.942280728453551,0.25
W,0,0.04999999999999999,0.25,0.050000000000000044,0.13636363636363635,-0.009479084111503305,1.52439024390244,0.002193000404685286,-0.9441038411038587,0.5
W,2,-0.19999999999999996,0,0,0.22727272727272724,-0.011003603442975657,-0.536585365853659,0.005833097607822579,1.272830452243757,0.75
W,1,0.04999999999999993,-0.2,0.09999999999999998,0.045454545454545414,0.006616480643513473,-0.06097560975609717,0.029086007121413848,9.121660546912041,0.75
W,-3,0,0.29999999999999993,-0.04999999999999993,0.045454545454545525,0.009442484034558385,0.47560975609756184,0.014624327497677947,2.4050176997353816,0.75
L,1,-0.09999999999999998,0.39999999999999997,-0.09999999999999998,0.18181818181818188,-0.0020493568903421355,0.6219512195121961,-0.0032934864876246195,-1.4362549324035712,0
W,0,0.09999999999999998,0.25,0.09999999999999998,0.045454545454545414,-0.03895837148451073,-0.6097560975609762,0.012789304139982138,2.6988669827062086,0.25
L,0,0.050000000000000044,0.3,0.04999999999999999,-0.045454545454545525,-0.024056766934074797,1.2682926829268286,0.007953714872840134,2.6582367166939322,0.25
L,0,0,-0.10000000000000003,-0.25,-0.1363636363636364,0.05596991396902248,-0.6463414634146343,0.005097370155069281,0.6268707328683254,0.5
L,0,0,-0.15000000000000002,0.2,0.13636363636363635,-0.007530541635692362,0.43902439024390283,-6.364551863041745e-4,1.592608257804632,0.3333333333333333
L,0,0,0.24999999999999994,0.29999999999999993,0,-0.052434169990459745,1.8414634146341466,1.7325467379591952e-4,-2.596278984938035,0.5
W,0,-0.15000000000000002,0.09999999999999998,0.25,0.09090909090909094,-0.04068024942025575,-0.6829268292682933,0.017280610196708235,-0.7433350904791673,1
W,0,-0.04999999999999993,-0.19999999999999996,0.15000000000000002,-0.045454545454545525,0.00825363517867203,-0.98780487804878,0.024606787131956187,7.581244973922203,0.75
W,0,-0.09999999999999998,-0.09999999999999998,-0.10000000000000009,0.27272727272727276,-0.05280715189194782,-0.29268292682926855,0.008370838669159109,5.944962289036947,0.5
W,-1,0,0.3,0.19999999999999996,-0.045454545454545525,-0.05106746940360704,0.3292682926829267,0.0119562392450413,4.86951086827976,0.5
L,1,0,0.09999999999999998,-0.2,0.045454545454545414,0.017658571430808262,1.475609756097561,-0.005314708680207558,0.06713175249018732,0.5
L,2,0,0.2,0.25,0,-0.05069246477302619,0.463414634146341,0.006848459465098711,-3.397116462319067,0.25
W,0,0.050000000000000044,-0.15000000000000002,-0.1499999999999999,-0.045454545454545525,0.02820850569592276,-0.7195121951219514,0.005296778923701062,0.27670102955356235,0.5
L,-1,0.04999999999999993,0.19999999999999996,-0.050000000000000044,-0.045454545454545525,-0.0053113345887759456,0.24390243902439046,0.012429983052148263,4.3765188129386585,0.5
L,0,0.050000000000000044,-0.04999999999999999,0.15000000000000002,-0.045454545454545525,-0.012976975749314695,0.7804878048780486,0.0011085306311159338,1.1851999489056286,0.5
L,-2,0.050000000000000044,0.10000000000000003,0.25,0,-0.050812069682812794,0.8902439024390238,-0.014239295022197562,-5.573968787925849,1
W,0,0.3333333333333333,0.16666666666666663,0.41666666666666663,0.08333333333333326,-0.06322383422748837,1.583333333333334,0.01190461466945092,-0.65848577619973,0.8
L,0,0.08333333333333337,0.16666666666666663,0.08333333333333326,0,-0.02727750932356532,2.000000000000001,-0.029119046989014796,-0.3666516679523273,0.5
L,0,-0.33333333333333337,0.08333333333333337,0.16666666666666669,0.16666666666666674,0.05988958817301293,1.520833333333333,-0.007602756310128633,-2.0104179279964933,0.3333333333333333
W,0,0.08333333333333326,0.08333333333333337,0.16666666666666669,-0.16666666666666669,0.01780206085011593,-1.0000000000000009,0.00544198446550781,0.5073961669116045,0.75
W,0,0.33333333333333337,0.33333333333333326,-0.16666666666666663,0.3333333333333333,-0.03330652754808261,1.479166666666667,0.01829676172131922,-0.2489150145635639,0.6666666666666666
L,0,0.16666666666666663,0.3333333333333333,0,0,-0.022075608791674556,0.75,-7.851241162117883e-4,-2.6103685228545253,0.3333333333333333
L,0,0.08333333333333326,-0.08333333333333331,0,0.08333333333333337,0.020240159361498117,0.3125,-0.0031071888940513714,-3.0363459104337185,0
L,0,0.08333333333333331,-0.16666666666666663,0.08333333333333337,0.16666666666666663,-0.03228500898663808,-0.29166666666666696,-0.003081488590625847,-1.6689668153611539,0
W,-2,0.16666666666666663,0.16666666666666663,0.41666666666666663,0.16666666666666663,-0.034732561005032914,2.812500000000001,-0.017727223591709418,0.17167672802059908,1
W,1,0.08333333333333326,0.25,0.16666666666666669,-0.3333333333333333,0.01780206085011593,0.3125,0.0015527501640515418,-1.7783736103178862,0.3333333333333333
W,-1,0.25,0.49999999999999994,0,0.25,-0.039392874871504474,1.291666666666667,0.006126986557425607,-2.2100375384080237,1
W,-3,-0.16666666666666669,0.4166666666666667,-0.16666666666666663,0.08333333333333337,-0.01596600081132865,1,-0.014643638982609786,-4.388701588405601,0.5
L,0,0,-0.08333333333333337,0.41666666666666663,0.3333333333333333,-0.06038214311683213,2.062500000000001,-0.009444655823425352,-1.483383407750888,1
W,2,0.4166666666666667,0.16666666666666663,0,0.16666666666666663,-0.039392874871504474,0.791666666666667,0.01652351544645536,1.0753731101542296,0.6666666666666666
W,2,0.16666666666666674,0.16666666666666663,-0.08333333333333337,0.4166666666666667,-0.05110858839819854,1.0625000000000009,-0.002697514994811856,-1.670451140205592,NA
W,0,0.2,0.2,0.09999999999999998,0.2272727272727273,-0.07603304642843345,1.4756097560975618,0.018040620025157716,4.217826940545183,0.25
L,0,0.19999999999999996,-0.15000000000000002,0.04999999999999999,-0.09090909090909094,-0.002467817807047773,0.975609756097561,-0.007429877771058635,-0.8254014509135423,0.75
W,0,0.25,0.30000000000000004,-0.050000000000000044,-0.045454545454545414,-0.04370165339563989,0.7073170731707306,-0.003833723449498727,0.08774929214091465,1
W,0,0.09999999999999998,-0.14999999999999997,0.19999999999999996,0,-0.008129154009134082,-0.6951219512195124,0.010482584034993025,1.526603129913875,0.5
L,0,0.15000000000000002,0.09999999999999998,0.050000000000000044,0.13636363636363635,-0.04176570752654357,1.475609756097561,0.0035063282266994955,8.31780981434656,0.8
L,0,0.04999999999999993,0,0.19999999999999996,0.045454545454545414,-0.053436529383358466,-0.6707317073170724,0.008491664670330246,-2.3560681045128504,0.6
W,0,0.19999999999999996,0.2,0.25,0.045454545454545525,-0.07607224181520075,1.048780487804879,9.72696576537313e-4,-3.609710581915027,0.3333333333333333
L,0,0,0,0.30000000000000004,-0.045454545454545414,-0.06097892668832042,1.548780487804878,-0.004553834748384,2.7558057669110125,0.4
L,1,0.15000000000000002,0,0.14999999999999997,0.09090909090909094,-0.055063246853096826,1.7317073170731714,0.005863132528750037,-0.10869196517616153,0.25
L,-2,0.09999999999999998,0.35000000000000003,-0.09999999999999998,-0.045454545454545414,-0.02239307022915621,1.0731707317073162,-0.008601093014374839,-1.165173913453378,0.5
W,-1,0.050000000000000044,0.29999999999999993,-0.19999999999999996,0,0.0010936997279644145,1.8902439024390238,-0.010201966353717173,3.4150719976486634,0.4
L,0,0.09999999999999998,0.050000000000000044,0.30000000000000004,-0.045454545454545414,-0.06957091490282269,2.134146341463415,-0.007555763378107705,0.3437547689565097,0.8
L,0,0,0.2,-0.24999999999999994,0.09090909090909094,-0.007248490742140956,-0.24390243902439046,-1.2024393562326541e-4,0.1952155263061801,0.6666666666666666
L,2,0,0.09999999999999998,0.050000000000000044,-0.13636363636363635,-0.00279186996550565,2.1585365853658534,-0.015320665533061106,1.3470403205100254,1
W,2,0.15000000000000002,0.14999999999999997,-0.35,0.09090909090909094,0.009527584484141427,-0.5,-5.741959058076507e-4,-4.458522400338352,0.5
W,0,0.24999999999999994,0.25,0.09999999999999998,-0.2272727272727273,-0.06776134864935193,-0.4878048780487809,0.005222041767329211,7.172194305261245,0.25
W,0,0.15000000000000002,0,-0.050000000000000044,0.22727272727272724,-0.04956590743628422,0.9024390243902447,-7.430094145338684e-4,1.6076898436321123,0.75
W,0,-0.24999999999999994,0.25,0.19999999999999996,0.27272727272727265,-0.04046920879435964,0.7195121951219514,0.007675889682646431,-1.625490761173607,0.75
W,0,-0.24999999999999994,0,-0.050000000000000044,0.18181818181818177,-0.017563044658005483,-0.04878048780487809,0.011182592311234418,5.037655980487525,0.5
L,0,0.050000000000000044,0.25000000000000006,0.04999999999999993,-0.09090909090909083,-0.07111781863874661,0.6341463414634143,-1.5443925023661542e-4,0.36472841329412553,0.5
L,0,0.050000000000000044,0,0.2,-0.27272727272727276,0.03620340494962751,0.12195121951219523,-0.009373947521167048,1.050355236858545,0.25
W,0,0.050000000000000044,0.19999999999999996,0.09999999999999998,0.045454545454545414,-0.039199573866340376,0.2317073170731705,-0.008054301917772122,-1.1866219354305736,1
L,0,0.050000000000000044,0.04999999999999999,0.04999999999999993,0,-0.017605845481506427,-0.2682926829268295,-2.487581275023576e-5,0.34540568654646187,0.5
L,2,0.04999999999999993,0.04999999999999993,0.050000000000000044,-0.13636363636363635,0.009361602836674088,-1.52439024390244,0.015819373244490675,5.81881523077894,0
W,-1,0,0.15000000000000002,0.09999999999999998,0.13636363636363635,-0.014643361389376303,0.0853658536585371,0.007553956402557405,-4.0960607666748725,0.75
W,-1,0,0.39999999999999997,-0.2,-0.09090909090909083,-0.0434679242953622,-0.0853658536585371,0.013734211841913924,3.5537957474084196,0.6
W,-1,-0.04999999999999993,0.24999999999999994,0.04999999999999993,0.045454545454545414,-0.03298486056789807,-0.6219512195121952,-0.0058529448873085865,-0.4186844067213409,0.6
L,1,-0.2,0.19999999999999996,0.09999999999999998,0.045454545454545414,0.017156069705029198,-0.5487804878048781,0.01249397631625504,0.6594481544524395,0
L,-3,-0.04999999999999993,0,0.14999999999999997,0.045454545454545414,-0.027911099528939498,0.14634146341463428,-0.0185653137094266,-2.6932680522005095,0.3333333333333333
L,-1,0.050000000000000044,-0.1499999999999999,0.14999999999999997,0.045454545454545414,-0.026701171436256804,1.2560975609756104,-0.015392113690167686,-1.4738456274194327,0.5
L,0,-0.09999999999999998,0.20000000000000007,0,0,0.03391720718940497,0.10975609756097526,0.0012666004315033952,3.1985998866106637,0.6666666666666666
W,0,-0.09999999999999998,0.050000000000000044,0.3,0,0.00569440065725596,0.3292682926829267,0.007418433931484558,2.2020840130505706,0.5
W,0,0.39999999999999997,0.20000000000000007,0.3,-0.13636363636363635,-0.08134483777478635,1.0853658536585362,9.015797890908894e-4,1.4462896063516304,0.5
W,0,-0.15000000000000002,0,0,0.2272727272727273,-0.0022864941772245684,0.4146341463414638,0.003028073999382541,-1.930785613126691,0.75
W,0,0.25,0.09999999999999998,0.15000000000000002,0.09090909090909094,-0.044540946021857486,1.5731707317073162,-0.011890365133240377,-3.949804393495093,0.8
W,0,0.09999999999999998,-0.09999999999999998,-0.1499999999999999,0.22727272727272724,-0.013949154320454765,-0.5487804878048781,0.0022111551311571054,-1.3804974265203853,0.6
L,0,-0.20000000000000007,0.09999999999999998,0.35000000000000003,0,0.018222994563615508,-0.20731707317073234,0.009206274396246328,-1.1960257030469919,0.3333333333333333
L,0,0,0.29999999999999993,-0.09999999999999998,-0.09090909090909094,-0.018588881796615803,-0.5487804878048781,0.002618659225713138,1.3023713012252145,0.4
W,0,-0.09999999999999998,-0.04999999999999993,0.19999999999999996,0,0.027500812782522782,-0.23170731707317138,0.002503326307264131,3.157348547349505,0.3333333333333333
L,3,0.09999999999999998,0.45000000000000007,0.15000000000000002,-0.2727272727272727,-0.060296817776148454,0.24390243902438957,-6.686530498611898e-4,1.6416048760658963,0.4
L,0,0.15000000000000002,0.09999999999999998,-0.10000000000000003,-0.09090909090909083,0.01902258713200536,1.3292682926829267,-0.018031366812877203,-2.46541221204723,0.2
W,1,0.04999999999999993,0,0.14999999999999997,0.045454545454545414,-0.019175417603662287,0.6219512195121952,0.0057709283412884504,1.0071183394714573,0.3333333333333333
W,1,0.19999999999999996,-0.20000000000000007,-0.15000000000000002,0.2272727272727273,0.008235394380431998,0.7926829268292686,-6.471960674068189e-4,-1.3380022978402142,0
L,0,0.050000000000000044,0.09999999999999998,-0.04999999999999993,0.045454545454545414,-0.02275020142727649,-0.6829268292682933,0.00818431073625292,-0.35186736094612137,0.3333333333333333
W,0,0,-0.050000000000000044,0,0.13636363636363635,0.02254413116503859,0.06097560975609717,0.006462191112407978,-0.048401587764750786,0.5
L,0,0,-0.04999999999999993,-0.30000000000000004,0.27272727272727265,0.023613062116726286,-0.975609756097561,0.0069074734604962496,2.4475754235444755,1
W,0,0.04999999999999993,0.04999999999999999,0.050000000000000044,-0.13636363636363635,-0.008482734626370253,-0.5609756097560981,0.006664379879258275,-0.07849912939969705,1
W,0,0.25,0.09999999999999998,0.3,0.09090909090909094,-0.08463372964822136,0.6463414634146343,0.010193629418863037,-0.1726968386554546,0.6666666666666666
W,0,0.04999999999999993,-0.15000000000000002,0.04999999999999993,0.045454545454545414,-0.039379404422468595,1.2926829268292686,-0.008539042933865093,-3.155130646029022,0.5
L,0,0.15000000000000002,0.15000000000000002,0.09999999999999998,0.045454545454545525,-0.0530862599929173,0.2682926829268295,0.0036830834602031848,0.14548632524620686,0.8
L,0,0,0.25,0.19999999999999996,-0.27272727272727265,0.01125751202858219,1,0.005652578809984821,2.6449997945302295,0.4
W,0,0.04999999999999999,-0.09999999999999998,0.10000000000000003,0,-0.023061231342122596,-0.4146341463414629,0.00991624224976273,2.1385078804975812,0.8
W,0,0,-0.2,0.04999999999999993,0.18181818181818177,0.006547505985913832,0.51219512195122,5.82416622335602e-4,3.615567647002621,0.6
W,0,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,0.09090909090909088,-0.003034011776682305,-1.5731707317073171,9.617315682172167e-4,-0.17350455983439872,0.6666666666666666
L,3,0.050000000000000044,-0.04999999999999993,0.15000000000000002,0.09090909090909094,-0.028755753811798512,-0.47560975609756184,0.008442333068176544,1.8098947171400468,0.5
L,0,0.050000000000000044,0.15000000000000002,-0.09999999999999998,0.13636363636363635,-0.031412296909157006,0.024390243902439046,-0.003001073752114447,-1.3038856358558997,0.4
W,-2,-0.10000000000000003,0.10000000000000003,-0.04999999999999993,0,0.004504680613181461,-0.7195121951219514,0.0036512742687416777,-3.6769125480831626,0.4
W,0,0,0.19999999999999996,0.04999999999999993,0.045454545454545414,-0.028406225308036992,2.451219512195123,0.0016165386201740795,0.8972176976564699,0.3333333333333333
