vegas_odds
-2.1399999999999997
-1.4400000000000002
-1.3399999999999999
-0.75
-2.5700000000000003
-0.9300000000000002
-0.8500000000000001
-0.08000000000000007
-1.56
-0.020000000000000018
-1.3800000000000001
-0.3799999999999999
-0.7100000000000004
-0.95
-0.7600000000000002
-2.61
-1.1199999999999999
-0.4900000000000002
-1.13
-1.7400000000000002
-0.97
-0.44999999999999973
-0.43999999999999995
-1.4100000000000001
-0.13000000000000034
-1
-1.98
-0.6200000000000001
-0.98
-0.43000000000000016
-1.7499999999999998
-1.48
-0.77
-0.48
-2.66
-1.7499999999999998
-0.5100000000000002
-1.23
-1.2800000000000002
-0.79
-1.8699999999999999
-1.0499999999999998
-1.7799999999999998
-1.8599999999999999
-1.25
-2.1900000000000004
-1.41
-0.8400000000000003
-1.1500000000000001
-2.0700000000000003
-2.62
-1.49
-1.06
-2.04
-0.6699999999999999
-2.54
-0.94
-1.8399999999999999
-1.75
-0.9800000000000002
-2.5
-1.45
-1
-1.87
-2.24
-2.35
-1.46
0.18000000000000016
-2.8099999999999996
-0.8500000000000001
-0.52
-0.8900000000000001
-0.6000000000000001
-0.5099999999999998
-1.58
-1.39
-0.98
-1.8399999999999999
-0.73
-1.72
-2.0700000000000003
-1.34
-0.6999999999999997
-1.57
-0.6499999999999999
-1.9
-0.3999999999999999
-0.9000000000000004
-1.2000000000000002
-1.67
-1.5000000000000002
-1.69
0.1299999999999999
-1.5700000000000003
-1.36
-1.2699999999999998
-0.3599999999999999
-0.41999999999999993
-1.2400000000000002
-1.4
-1.2600000000000002
0.17999999999999972
-0.6400000000000001
0.1599999999999997
-0.029999999999999805
-2.46
-0.9699999999999998
-0.6000000000000001
-1.5400000000000003
-2.75
-0.7000000000000002
-0.81
-0.3500000000000001
-1.9600000000000002
-0.3500000000000001
-2.09
-1.02
-1.6699999999999997
-1.3399999999999999
-1
-2.08
-0.20999999999999996
-1.9700000000000002
-1.25
-0.8700000000000001
-0.03000000000000025
-1.4600000000000002
-0.6599999999999997
-1.83
-1.2600000000000002
-2.0700000000000003
-0.52
-0.54
-1.2100000000000004
-1.1099999999999999
-0.8500000000000001
-1.27
-1.5900000000000003
-0.6699999999999999
-0.79
-0.04999999999999982
-0.8999999999999999
-1.04
-0.5100000000000002
-1.25
-0.8200000000000003
-1.9200000000000002
-0.96
-0.52
-0.5299999999999998
-0.9500000000000002
-1.23
-2.38
-1.2500000000000002
-1.97
-0.79
-1.2699999999999998
-0.9299999999999997
-1.3000000000000003
-0.5299999999999998
-0.25
-1.2699999999999998
-1.6199999999999999
-0.8799999999999999
-0.73
-1
0.48
-2.69
-1.1800000000000002
-1.3800000000000001
-1.33
-1.2899999999999998
-0.9299999999999997
0.1200000000000001
-0.5899999999999999
-0.27
-0.6299999999999999
-1.8199999999999998
-0.20999999999999996
-1.13
-2.11
-1.1300000000000003
-0.9100000000000001
-1.5799999999999998
-3.13
-1.58
-0.7600000000000002
-0.77
-1.0099999999999998
-0.33000000000000007
-1.0299999999999998
-0.9099999999999997
-1.5100000000000002
-0.8900000000000001
-1
-2.5599999999999996
-0.8500000000000001
-0.04999999999999982
-1.1
-1.9999999999999998
-0.5399999999999996
-1.1400000000000001
-0.27
-0.9000000000000004
-0.8400000000000003
-1.1600000000000001
-0.6699999999999999
-1.04
-0.5699999999999998
-1.2999999999999998
