blocks_percentage_last20,corsi_last20,fenwick,fenwick_last20,goals_percentage_last20,hits_percentage_last20,misses_percentage_last20,sog_last20
-1.7900000000000063,3.4100000000000037,6.989999999999995,5.189999999999998,6.310000000000002,7.419999999999995,5.990000000000002,4.6200000000000045
9.25,-1.009999999999998,-0.6200000000000045,-3.480000000000004,-9.79,-6.030000000000001,-4.350000000000001,-3.8100000000000023
-5.469999999999999,1.6999999999999957,-3.4599999999999937,3.8800000000000026,4.109999999999999,9.990000000000002,8.740000000000002,1.4500000000000028
8.410000000000004,-1.9500000000000028,-3.6600000000000037,-5.329999999999998,-5.82,-3.6799999999999997,-8.79,-4.039999999999999
-6.43,6.1199999999999974,7.6199999999999974,9.969999999999999,17.940000000000005,-5.850000000000001,8.400000000000006,11.079999999999998
-0.9600000000000009,0.3999999999999986,4.910000000000004,0.75,-3.3599999999999994,8.100000000000001,4.790000000000006,0.17999999999999972
-1.1299999999999955,-0.29999999999999716,-1.2199999999999989,-0.12000000000000455,-0.6099999999999994,-1.9200000000000017,2.710000000000001,-1.5300000000000011
7.060000000000002,2.1299999999999955,-2.539999999999999,0.22999999999999687,4.439999999999998,4.1299999999999955,-0.030000000000001137,0.5399999999999991
-0.1600000000000037,2.6700000000000017,6.939999999999998,3.75,0.14000000000000057,7.8699999999999974,9.280000000000001,1.25
8.509999999999998,-2.509999999999998,-1.4300000000000068,-5.5,-9.340000000000003,-4.219999999999999,-8.560000000000002,-4.039999999999999
-4.490000000000002,0.740000000000002,0.8599999999999994,2.3400000000000034,12.600000000000001,-4.640000000000001,-4.799999999999997,5.880000000000003
-6.990000000000002,0.7999999999999972,4.32,3.0500000000000043,3.509999999999998,13.800000000000004,6.840000000000003,2.030000000000001
2.719999999999999,-1.1899999999999977,-1.5200000000000031,-1.9299999999999997,-4.520000000000003,3.8900000000000006,0.7299999999999969,-3
-3.0900000000000034,0.7999999999999972,2.1599999999999966,1.980000000000004,10.89,0.6000000000000014,-2.0899999999999963,4.170000000000002
7.43,-1.8200000000000003,-2.3700000000000045,-4.25,-1.7899999999999991,-4.350000000000001,-6.469999999999999,-3.039999999999999
-2.4099999999999966,2.7099999999999937,2.3100000000000023,4.68,14.21,-8.07,-1.5,7.410000000000004
0.4099999999999966,4.530000000000001,2.4399999999999977,5.670000000000002,2.5,-1.5600000000000023,6.240000000000002,4.07
7.810000000000002,-2.25,-2.200000000000003,-5.710000000000001,-14.909999999999997,1.7899999999999991,2.3599999999999994,-10.199999999999996
-8.519999999999996,4.8799999999999955,6.039999999999999,9.259999999999998,13.089999999999996,-0.259999999999998,5.329999999999998,10.440000000000005
-5.439999999999998,7.690000000000005,9.049999999999997,10.799999999999997,9.170000000000002,-8.519999999999996,10.329999999999998,11.239999999999995
-4.57,-4.049999999999997,3.1999999999999957,-4.43,-9.660000000000004,6.479999999999997,-3.0700000000000003,-5.539999999999999
-10.360000000000007,-0.6499999999999986,0.0800000000000054,2.269999999999996,11.36,-0.6799999999999997,-6,6.859999999999999
-2.950000000000003,-7.25,-1.5900000000000034,-8.280000000000001,-14.64,-3.1199999999999974,-5.399999999999999,-9.82
1.7100000000000009,-2.0700000000000003,0.9399999999999977,-3.520000000000003,-6.209999999999994,-10.600000000000001,-2.960000000000001,-4.8899999999999935
2.9499999999999957,-4.839999999999996,-3.3699999999999974,-7.289999999999999,-18.879999999999995,2.6499999999999986,1.259999999999998,-11.740000000000002
-8.170000000000002,-2.1099999999999994,5.589999999999996,-0.5600000000000023,-9.560000000000002,-8.269999999999996,3.6300000000000026,-2.280000000000001
1.4200000000000017,-1.6799999999999997,1.8499999999999943,-2.8699999999999974,-5.289999999999999,13.729999999999997,-2.799999999999997,-3.1000000000000014
2.25,-3.3500000000000014,-1.5799999999999983,-5.109999999999999,-1.8999999999999986,-5.520000000000003,-6.75,-4.079999999999998
0.7000000000000028,3.719999999999999,4.82,4.229999999999997,2.3999999999999986,-11.989999999999995,5.829999999999998,3.8699999999999974
-7.090000000000003,-4.199999999999996,0.0799999999999983,-3.6499999999999986,-5.829999999999998,8.229999999999997,-0.4299999999999997,-4.780000000000001
-9.900000000000006,-3.5,-2.6799999999999997,-1.0700000000000003,9.060000000000002,3.3999999999999986,-6.759999999999998,2.059999999999995
-7.489999999999995,0.04000000000000625,-2.5500000000000043,2.460000000000001,18.82,-4.759999999999998,-5.399999999999999,6.770000000000003
6.8600000000000065,8.229999999999997,7.32,9.019999999999996,17.89,-0.1600000000000037,4.790000000000006,11.469999999999999
3.5600000000000023,-1.7100000000000009,-2.210000000000001,-3.6199999999999974,-12.68,3.9199999999999946,-0.8999999999999986,-5.740000000000002
0.09000000000000341,7.420000000000002,8.810000000000002,9.199999999999996,5.6199999999999974,-5.470000000000006,12.57,7.660000000000004
-1.4699999999999989,5.980000000000004,2.210000000000001,8.530000000000001,5.039999999999999,-4.339999999999996,9.68,8.61
