rpi,penaltykill_post_allstar
0.03799999999999992,NA
0.017000000000000015,NA
0.0010000000000000009,NA
0.02300000000000002,NA
0.03500000000000003,NA
0.02400000000000002,NA
0.0050000000000000044,NA
0.0030000000000000027,NA
0.0040000000000000036,NA
0.017000000000000015,NA
0.007000000000000006,NA
0.007000000000000006,NA
-0.007000000000000006,NA
0.009000000000000008,NA
0.018000000000000016,NA
0.03299999999999992,NA
0.02299999999999991,NA
0.0030000000000000027,NA
0.007000000000000006,NA
0.020000000000000018,NA
0.0050000000000000044,NA
-0.0030000000000000027,NA
0.0040000000000000036,NA
0.03199999999999992,NA
-0.0020000000000000018,NA
0.008000000000000007,NA
0.0050000000000000044,NA
0.009000000000000008,NA
0.006000000000000005,NA
0.0030000000000000027,NA
0.016999999999999904,1.3999999999999915
0.010999999999999899,1.1000000000000085
-0.01100000000000001,-2.299999999999997
0,-2.299999999999997
0.03199999999999992,-0.5
0.020000000000000018,1.2999999999999972
0.0040000000000000036,2.799999999999997
0.0040000000000000036,1.7000000000000028
0.0119999999999999,-1.7999999999999972
0.006000000000000005,-2.8999999999999915
0.025000000000000022,1.3999999999999915
0.014000000000000012,0.20000000000000284
0.008999999999999897,-2.3999999999999915
0.020000000000000018,0
0.018000000000000016,1.3999999999999915
0.03599999999999992,0.29999999999999716
0.016999999999999904,-2.0999999999999943
0.013000000000000012,-3.3000000000000114
0.0020000000000000018,1.8999999999999915
0.03599999999999992,-0.5
0.029999999999999916,-3.4000000000000057
0.0050000000000000044,-2.200000000000003
0.013000000000000012,-1.1000000000000085
0.031000000000000028,-1.2000000000000028
0.010000000000000009,-1.7999999999999972
0.03199999999999992,-1.4000000000000057
-0.01100000000000001,2.4000000000000057
0.006000000000000005,1.3999999999999915
0.010000000000000009,-0.09999999999999432
0.02100000000000002,-4.299999999999997
0.04999999999999993,-1.2000000000000028
0.02199999999999991,0.30000000000001137
0.014999999999999902,-0.9000000000000057
0.010999999999999899,-0.30000000000001137
0.03400000000000003,2
0.018000000000000016,0.9000000000000057
-0.0010000000000000009,0.8000000000000114
0.006000000000000005,-0.29999999999999716
0.02199999999999991,0.09999999999999432
0.0010000000000000009,-0.19999999999998863
0.017000000000000015,-2.3999999999999915
0.017000000000000015,1.5
0.0050000000000000044,1.0999999999999943
0.0040000000000000036,-2
0.04499999999999993,-0.19999999999998863
0.02399999999999991,NA
0.03299999999999992,NA
0.008000000000000007,NA
0.0010000000000000009,NA
0.027000000000000024,NA
0.0010000000000000009,NA
0.009000000000000008,NA
0,NA
0.0040000000000000036,NA
0.01100000000000001,NA
0.031000000000000028,NA
-0.007000000000000006,NA
0.0020000000000000018,NA
0.02200000000000002,NA
0.02400000000000002,NA
0.030999999999999917,0
0.013999999999999901,-0.5
-0.017999999999999905,-4.900000000000006
0.007000000000000006,2.700000000000003
0.020000000000000018,-0.4000000000000057
0.02100000000000002,7
-0.007000000000000006,2.0999999999999943
0.0040000000000000036,1.6999999999999886
0.029999999999999916,-0.5
0.0020000000000000018,-3.700000000000003
0.02100000000000002,0.8999999999999915
-0.013000000000000012,-0.29999999999999716
0.01100000000000001,-3
0.0030000000000000027,-1.1000000000000085
0.013000000000000012,0.5999999999999943
0.04599999999999993,0.3999999999999915
0.016999999999999904,-8.600000000000009
-0.0050000000000000044,-1.9000000000000057
0.008000000000000007,-2.8000000000000114
0.061999999999999944,5.599999999999994
0.02300000000000002,-0.29999999999999716
-0.0030000000000000027,0.10000000000000853
0.007000000000000006,3.299999999999997
0.041999999999999926,-9.400000000000006
0.013999999999999901,4.099999999999994
0.052000000000000046,1.3999999999999915
0.0050000000000000044,-3.0999999999999943
0.028000000000000025,-6.799999999999997
0.04500000000000004,2.3999999999999915
0.04700000000000004,0
0.03499999999999992,NA
0.0020000000000000018,NA
0.02399999999999991,NA
0.0020000000000000018,NA
0.02100000000000002,NA
0.006000000000000005,NA
0.03300000000000003,NA
0.016000000000000014,NA
0.02400000000000002,NA
0.020000000000000018,NA
0.013000000000000012,NA
0.02400000000000002,NA
0.0040000000000000036,NA
0.013000000000000012,NA
0.010000000000000009,NA
0.018000000000000016,-0.29999999999999716
0.015000000000000013,9.899999999999991
0.02300000000000002,5.800000000000011
-0.0020000000000000018,0.5
0.013000000000000012,-3.3999999999999915
0.0020000000000000018,8.200000000000003
0.008000000000000007,3.299999999999997
0.0050000000000000044,-4.200000000000003
0.0030000000000000027,-4.199999999999989
0.018000000000000016,3.3000000000000114
0.0030000000000000027,-15.200000000000003
0.017000000000000015,-4.599999999999994
0.007000000000000006,0.8000000000000114
0.0040000000000000036,6.1000000000000085
0.0040000000000000036,10.5
0.0040000000000000036,-5.6000000000000085
0.006999999999999895,5.599999999999994
0.03700000000000003,1.2000000000000028
0.0040000000000000036,9.5
0.03199999999999992,10.299999999999997
0.007000000000000006,8.599999999999994
0.006000000000000005,-0.7000000000000028
0.006000000000000005,-2.4000000000000057
-0.006000000000000005,7.8999999999999915
0.02400000000000002,0.10000000000000853
0.0030000000000000027,0.5999999999999943
-0.0010000000000000009,-2.3999999999999915
0.014000000000000012,-2.5
0.018000000000000016,2.5999999999999943
0.015000000000000013,3.1999999999999886
-0.0030000000000000027,10
0.0040000000000000036,-9.200000000000003
0.038000000000000034,4
0.0030000000000000027,1
0.019999999999999907,3.5999999999999943
0.009000000000000008,-6.800000000000011
0.017999999999999905,3.700000000000003
0.0050000000000000044,-0.5
-0.010000000000000009,-1.0999999999999943
0.01100000000000001,0.09999999999999432
0.006999999999999895,10.400000000000006
0.0040000000000000036,9
0.02200000000000002,7.400000000000006
0.016999999999999904,8.299999999999997
0.030999999999999917,3.9000000000000057
0.02200000000000002,-7.099999999999994
0.010000000000000009,6.1000000000000085
0.01200000000000001,6.300000000000011
0.0040000000000000036,-2.299999999999997
0.03400000000000003,-1.5
0.019000000000000017,1.9000000000000057
0.016000000000000014,-2.8999999999999915
0.0020000000000000018,-3.1000000000000085
0.0010000000000000009,-12.299999999999997
0.007000000000000006,6
0.006000000000000005,-0.20000000000000284
0.013000000000000012,-7.299999999999997
0.010000000000000009,-9
0.01100000000000001,0.5999999999999943
0.007000000000000006,0
0.04400000000000004,-2.8999999999999915
0.010000000000000009,3.799999999999997
0.0050000000000000044,5.699999999999989
0.007000000000000006,-2.5999999999999943
0.02399999999999991,-1.2999999999999972
0.0119999999999999,4.700000000000003
0.009999999999999898,2.5999999999999943
0,-7.099999999999994
0.01200000000000001,-8.399999999999991
0.006000000000000005,-2.9000000000000057
0.007999999999999896,3.0999999999999943
0.014999999999999902,-2.299999999999997
0.01100000000000001,-3.299999999999997
0.0020000000000000018,-5.299999999999997
0.013000000000000012,-3.5999999999999943
