"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"Daniel Sprong","15-16","PIT","R","18","148.93","2","--","2","2","0.81","0.81","2.48","1","121","139","-18","46.54","-4.4","2","3","-1","40","-7.92","3.97","6.1","-2.13","39.42","-12.82","--","1","1","39","15.71","1.22","0.49","8.7","98.93","52.53","17.73","28.09","50.78","27.82","49.14"
"Daniel Winnik","15-16","TOR/ WSH","C","76","866.55","5","9","14","9","0.97","0.62","18.32","1.27","786","773","13","50.42","-2.24","24","24","--","50","4.63","30.76","30.16","0.6","50.49","-1.5","11","9","-2","156","10.8","6.33","0.44","5.26","100.07","41.57","24.1","28.7","49.64","28.63","49.86"
"Danny Dekeyser","15-16","DET","D","78","1363.8","6","9","15","11","0.66","0.48","13.3","0.59","1111","1164","-53","48.84","-5.05","40","47","-7","45.98","-2.49","47.36","49.39","-2.03","48.95","-0.86","18","9","-9","131","5.76","2.42","0.11","9.38","99.28","46.6","37.15","28","52.97","29.47","49.81"
"Darnell Nurse","15-16","EDM","D","69","1176.47","3","3","6","5","0.31","0.26","3.12","0.16","1000","1196","-196","45.54","-5.33","41","56","-15","42.27","-5.76","40.44","49.91","-9.47","44.76","-6.69","18","10","-8","222","11.32","4.85","0.25","2.75","99.04","46.58","35.59","27.48","50.26","28.93","49.97"
"Darren Dietz","15-16","MTL","D","13","174.83","1","4","5","3","1.72","1.03","4.72","1.62","156","149","7","51.15","3.15","9","8","1","52.94","7.49","6.44","6.46","-0.02","49.92","0.54","5","1","-4","24","8.24","0.39","0.13","7.69","99.5","50.46","27.57","25.56","48.47","28.01","49.86"
"Darren Helm","15-16","DET","C","77","931.33","10","11","21","16","1.35","1.03","30.77","1.98","835","773","62","51.93","-0.09","32","35","-3","47.76","-0.04","32.96","35.94","-2.98","47.84","-2.23","11","24","13","246","15.85","11.75","0.76","6.9","99.71","44.92","25.71","29.68","51.69","29.04","49.62"
"Dave Bolland","15-16","FLA","C","25","273.02","1","1","2","2","0.44","0.44","-0.64","-0.14","196","254","-58","43.56","-5.73","8","10","-2","44.44","-16.27","6.3","11.2","-4.9","36","-13.97","7","4","-3","41","9.01","1.35","0.3","4.76","100.31","44.17","22.97","29.06","49.27","28.61","49.95"
"Dave Dziurzynski","15-16","OTT","L","14","137.38","1","3","4","2","1.75","0.87","-0.88","-0.38","76","156","-80","32.76","-15.9","4","8","-4","33.33","-14.04","3.3","5.67","-2.37","36.79","-10.38","3","1","-2","20","8.73","0.81","0.35","7.69","99.79","25.88","20.51","28.56","47.47","28.36","50.63"
"David Backes","15-16","STL","R","79","1107.45","8","16","24","20","1.3","1.08","29.09","1.58","1017","967","50","51.26","-0.89","35","31","4","53.03","-0.98","40.59","36.92","3.67","52.37","0.13","25","9","-16","211","11.43","11.41","0.62","6.4","99.98","37.85","29.44","30","51.17","29.22","49.82"
"David Clarkson","15-16","CBJ","R","23","204.53","2","2","4","3","1.17","0.88","-0.05","-0.01","149","222","-73","40.16","-7.89","4","12","-8","25","-21.84","7.22","8.92","-1.7","44.73","-5.15","5","6","1","31","9.09","3.03","0.89","9.09","95.66","51.81","18.58","27.78","47.27","28.11","49.6"
"David Desharnais","15-16","MTL","C","64","833.22","7","15","22","16","1.58","1.15","23.84","1.72","773","742","31","51.02","-1.47","28","30","-2","48.28","-1.14","33.69","29.42","4.27","53.38","2.41","5","15","10","114","8.21","7.07","0.51","9.59","99.27","53.16","27.34","29.49","51.56","28.85","49.54"
"David Jones","15-16","CGY/ MIN","R","75","883.88","10","7","17","16","1.15","1.09","9.37","0.64","693","911","-218","43.2","-5.53","31","35","-4","46.97","0.33","29.55","36.24","-6.69","44.92","-3.12","5","12","7","153","10.39","9.59","0.65","12.5","101.27","39.86","24.26","29.75","48.26","28.83","49.91"
"David Krejci","15-16","BOS","C","72","1045.95","11","26","37","32","2.12","1.84","36.37","2.09","976","972","4","50.1","0.84","50","36","14","58.14","10.03","35.96","35.49","0.47","50.33","1.14","14","13","-1","148","8.49","8.01","0.46","13.1","102.47","49.77","30.14","30.71","50.48","29.4","50.19"
"David Legwand","15-16","BUF","C","79","562.22","4","6","10","8","1.07","0.85","4.82","0.51","422","508","-86","45.38","-2.28","17","24","-7","41.46","-4.87","15.1","18.19","-3.09","45.36","-1.98","6","2","-4","75","8","3.6","0.38","8.51","97.88","51.7","14.66","27.65","47.25","27.42","49.48"
"David Pastrnak","15-16","BOS","R","51","670.43","15","9","24","20","2.15","1.79","28.64","2.56","662","632","30","51.16","2.34","30","24","6","55.56","6.58","24.84","25.86","-1.02","48.99","-0.64","9","17","8","158","14.14","7.43","0.66","15.31","101.82","49.61","27.4","31.04","49.7","29.08","50.11"
"David Perron","15-16","PIT/ ANA","L","71","891.92","7","13","20","15","1.35","1.01","24.38","1.64","859","798","61","51.84","1.04","33","36","-3","47.83","-5.51","37.07","31.52","5.55","54.05","2.34","25","14","-11","185","12.45","11.41","0.77","5.98","98.69","55","26.71","30.52","52.86","29.48","50.23"
"David Rundblad","15-16","CHI","D","9","108.1","--","--","--","--","--","--","1.8","1","100","79","21","55.87","2.76","1","2","-1","33.33","-16.67","4.06","3.99","0.07","50.43","-0.75","1","1","--","20","11.1","0.41","0.23","--","98.19","59.62","25.04","26.99","50.51","28.02","49.62"
"David Savard","15-16","CBJ","D","65","1124.48","3","12","15","10","0.8","0.53","13.93","0.74","980","1084","-104","47.48","-1.16","43","45","-2","48.86","2.29","45.56","44.09","1.47","50.82","-1.4","9","2","-7","191","10.19","3.08","0.16","3.45","100.22","44.23","36.36","28.12","48.19","28.92","49.95"
"David Schlemko","15-16","N.J","D","67","956.73","5","2","7","7","0.44","0.44","9.03","0.57","706","747","-41","48.59","3.03","26","41","-15","38.81","-9.68","31.03","31.1","-0.07","49.94","3.26","7","5","-2","126","7.9","3.18","0.2","6.85","96.81","57.96","30.14","26.64","46.07","28.39","49.86"
"David Warsofsky","15-16","PIT/ N.J","D","22","318.22","--","--","--","--","--","--","4.33","0.82","306","273","33","52.85","6.65","5","13","-8","27.78","-27.54","11.22","11.8","-0.58","48.74","-0.26","1","3","2","64","12.07","1.12","0.21","--","94.44","64.25","29.81","26.32","49.04","28.2","50.72"
"Dean Kukan","15-16","CBJ","D","8","131.83","--","--","--","--","--","--","1.75","0.8","112","117","-5","48.91","4.86","10","2","8","83.33","39.33","5","4.18","0.82","54.47","7.39","--","1","1","5","2.28","0.07","0.03","--","113.81","44.29","32.78","27.89","48.03","27.81","49.8"
"Dennis Everberg","15-16","COL","R","15","119.75","--","--","--","--","--","--","-2.38","-1.19","79","137","-58","36.57","-11.85","1","7","-6","12.5","-45.28","3.85","5.07","-1.22","43.16","-11.19","--","2","2","16","8.02","0.81","0.41","--","92.59","28.77","17.11","27.81","45.02","27.79","49.31"
"Dennis Rasmussen","15-16","CHI","C","44","398.77","4","5","9","5","1.35","0.75","11.55","1.74","338","352","-14","48.99","-0.94","19","9","10","67.86","20.49","15.13","13.01","2.12","53.77","7.43","1","7","6","66","9.93","3.81","0.57","9.52","105.74","52.42","18.58","27.56","49.99","27.63","49.27"
"Dennis Seidenberg","15-16","BOS","D","61","1009.65","1","9","10","7","0.59","0.42","9.1","0.54","875","980","-105","47.17","-2.69","40","41","-1","49.38","-1.99","31.31","37.42","-6.11","45.56","-3.33","8","3","-5","121","7.19","2.05","0.12","1.72","99.82","50.78","34.16","26.68","49.28","28.25","49.84"
"Dennis Wideman","15-16","CGY","D","51","785.25","--","7","7","4","0.53","0.31","2.12","0.16","663","817","-154","44.8","-3.62","26","35","-9","42.62","-5.63","28.08","33.86","-5.78","45.33","-3.75","6","6","--","112","8.56","1.85","0.14","--","99.1","51.24","31.29","27.16","48.48","28.49","49.59"
"Derek Dorsett","15-16","VAN","R","71","816.12","4","9","13","8","0.96","0.59","8.81","0.65","647","755","-108","46.15","-1.24","23","37","-14","38.33","-8.69","22.91","30.54","-7.63","42.86","-2.37","42","40","-2","139","10.22","7.14","0.52","4.76","97.71","46.34","23.98","28.87","46.87","28.2","49.94"
"Derek Forbort","15-16","L.A","D","14","143.85","1","1","2","1","0.83","0.42","5.1","2.13","175","106","69","62.28","5.47","4","5","-1","44.44","-11.44","6.69","4.97","1.72","57.38","3.6","7","1","-6","30","12.51","0.55","0.23","7.14","95.44","56.1","21.62","26.77","55.77","28.1","47.56"
"Derek Grant","15-16","CGY","C","15","142.4","--","--","--","--","--","--","-0.14","-0.06","127","149","-22","46.01","-0.99","--","8","-8","--","-46.3","5.19","6.35","-1.16","44.97","-4.2","--","--","--","33","13.9","2.65","1.12","--","90.7","40.48","19.11","28.49","47.72","28.28","50.24"
"Derek Mackenzie","15-16","FLA","C","64","640.05","6","6","12","7","1.12","0.66","11.21","1.05","417","503","-86","45.33","-3.33","17","10","7","62.96","7.07","17.31","19.47","-2.16","47.06","-1.96","12","11","-1","99","9.28","5.41","0.51","9.23","103.59","48.31","21.23","27.34","47.8","28.15","49.84"
"Derek Ryan","15-16","CAR","C","6","65.42","1","--","1","1","0.92","0.92","1.82","1.67","56","43","13","56.57","14.66","3","2","1","60","17.89","1.76","1.63","0.13","51.92","7.82","1","--","-1","8","7.34","0.28","0.26","25","100.57","50","21.55","27.91","49.88","28.26","48.92"
"Derek Stepan","15-16","NYR","C","72","930.98","13","21","34","26","2.19","1.68","34.54","2.23","846","875","-29","49.16","2.63","46","35","11","56.79","-1.59","39.83","39.48","0.35","50.22","2.55","7","9","2","214","13.79","13","0.84","9.7","102.68","49.65","26.52","30.16","47.8","29.55","50.28"
"Derick Brassard","15-16","NYR","C","80","1133.48","16","15","31","27","1.64","1.43","27.61","1.46","1008","1118","-110","47.41","0.21","49","35","14","58.33","3.16","38.88","44.7","-5.82","46.52","-1.46","12","8","-4","205","10.85","11.28","0.6","13.56","103.28","58.23","29.07","30.4","48.69","29.39","49.96"
"Derrick Pouliot","15-16","PIT","D","22","307.18","--","5","5","2","0.98","0.39","10.88","2.13","337","239","98","58.51","6.91","13","9","4","59.09","4.02","15.33","8.69","6.64","63.82","9.66","2","1","-1","49","9.57","1.36","0.27","--","100.24","45.6","28.07","26.22","51.06","27.96","49.17"
"Deryk Engelland","15-16","CGY","D","69","947.87","3","8","11","5","0.7","0.32","7.67","0.49","789","954","-165","45.27","-3.73","35","36","-1","49.3","2.53","31.93","38.47","-6.54","45.36","-2.43","14","8","-6","142","8.99","2.27","0.14","4.35","100.45","46.7","28.3","26.64","48.85","28.38","49.77"
"Devante Smith-pelly","15-16","MTL/ N.J","R","63","693.7","14","9","23","17","1.99","1.47","20.34","1.76","530","600","-70","46.9","-3.73","27","28","-1","49.09","-1.2","21.52","23.51","-1.99","47.79","-2.33","10","15","5","133","11.5","8.34","0.72","16.47","100.57","40.23","23.08","29.18","49.41","28.7","49.54"
"Devin Shore","15-16","DAL","C","3","35.58","--","--","--","--","--","--","-0.78","-1.32","20","40","-20","33.33","-16.43","2","1","1","66.67","--","2.1","1.78","0.32","54.12","0.45","--","--","--","2","3.37","0.43","0.73","--","115.24","45","23.61","29.28","53.26","27.68","51.03"
"Dion Phaneuf","15-16","TOR/ OTT","D","71","1179.92","3","12","15","10","0.76","0.51","20.95","1.07","1172","1130","42","50.91","1.2","34","43","-9","44.16","-4.21","44.17","45.84","-1.67","49.07","-0.66","30","28","-2","225","11.44","3.33","0.17","3.06","98.96","52.31","35.17","28.04","50.34","28.87","49.95"
"Dmitrij Jaskin","15-16","STL","R","65","747.7","4","9","13","9","1.04","0.72","22.45","1.8","679","556","123","54.98","3.07","23","19","4","54.76","-0.34","26.64","22.83","3.81","53.85","0.81","11","8","-3","157","12.6","8.62","0.69","4.4","99.77","47.16","24.06","29.11","49.81","28.43","49.56"
"Dmitry Kulikov","15-16","FLA","D","74","1210.92","1","9","10","7","0.5","0.35","10.53","0.52","929","1036","-107","47.28","-3.39","44","43","1","50.57","-10","37.52","40.74","-3.22","47.94","-2.57","18","9","-9","150","7.43","2.75","0.14","1.3","100.7","48.98","34.79","27.78","50.08","28.98","49.83"
"Dmitry Orlov","15-16","WSH","D","82","1217.05","8","17","25","17","1.23","0.84","35.8","1.76","1169","1028","141","53.21","3.19","59","47","12","55.66","-0.32","45.6","43.21","2.39","51.35","-0.61","10","17","7","179","8.82","3.42","0.17","9.76","101.2","63.1","30.89","26.79","49.95","28.18","49.22"
"Dominic Moore","15-16","NYR","C","80","861.08","6","8","14","10","0.98","0.7","6.61","0.46","625","839","-214","42.69","-6.21","23","25","-2","47.92","-8.68","26.23","34.51","-8.28","43.18","-6.18","11","10","-1","129","8.99","6.27","0.44","7.41","101.15","22.73","22.04","27.8","47.05","28.05","49.71"
"Dominik Simon","15-16","PIT","C","3","18.22","--","1","1","1","3.29","3.29","1.2","3.95","19","13","6","59.38","3.77","1","1","--","50","-20","1.48","0.45","1.03","76.68","16.66","--","--","--","2","6.59","0.24","0.79","--","92.86","85.71","13.38","27.95","51.94","27.54","49.01"
"Dougie Hamilton","15-16","CGY","D","82","1309.58","6","15","21","11","0.96","0.5","22.82","1.05","1243","1287","-44","49.13","1.56","45","56","-11","44.55","-3.63","49.68","53.49","-3.81","48.15","0.11","10","6","-4","247","11.32","5.71","0.26","4.72","98.01","49.65","33.11","27.9","47.48","28.88","49.91"
"Drew Doughty","15-16","L.A","D","82","1694.93","4","13","17","9","0.6","0.32","52.58","1.86","1779","1241","538","58.91","4.31","61","45","16","57.55","5.93","66.99","53.82","13.17","55.45","1.36","18","11","-7","283","10.02","4.6","0.16","3.1","100.23","56.84","43.07","27.84","53.86","29.07","49.6"
"Drew Miller","15-16","DET/ EDM","L/L/C/C","34","439.15","1","--","1","1","0.14","0.14","-3.79","-0.52","255","385","-130","39.84","-12.06","5","12","-7","29.41","-24.26","9.79","15.45","-5.66","38.79","-12.83","--","1","1","74","10.11","3.3","0.45","3.57","98.43","39.72","19.85","28.45","50.05","28.45","50.16"
"Drew Shore","15-16","CGY","C","2","17.97","--","1","1","1","3.34","3.34","0.99","3.31","14","12","2","53.85","-2.59","1","1","--","50","-21.43","0.32","0.4","-0.08","44.44","-24.24","--","--","--","2","6.68","0.1","0.33","--","96.83","37.5","24.69","28.48","46.5","27.63","46.19"
"Drew Stafford","15-16","WPG","R","78","1087.47","12","12","24","18","1.32","0.99","28.02","1.55","970","917","53","51.4","0.34","37","57","-20","39.36","-16.49","42.16","43.87","-1.71","49.01","-1.57","6","7","1","226","12.47","10.49","0.58","8","95.36","54.02","29.61","30.9","51.88","29.14","49.89"
"Duncan Keith","15-16","CHI","D","67","1231.43","4","14","18","11","0.88","0.54","27.65","1.35","1159","1062","97","52.18","2.29","41","40","1","50.62","0.98","45.83","46.31","-0.48","49.74","1.65","8","5","-3","208","10.13","3.37","0.16","4.17","99.68","45.64","37.7","29.16","50.64","29.74","50.2"
"Dustin Brown","15-16","L.A","L","82","1082.25","9","11","20","17","1.11","0.94","46.38","2.57","1152","820","332","58.42","2.78","29","33","-4","46.77","-9.51","41.93","34.52","7.41","54.85","0.24","11","17","6","335","18.57","13.26","0.74","4.57","97.75","56.05","27.5","30.08","55","28.85","49.5"
"Dustin Byfuglien","15-16","WPG","D","81","1490.63","14","16","30","25","1.21","1.01","46.5","1.87","1512","1284","228","54.08","4.51","73","61","12","54.48","8.59","64.38","59.8","4.58","51.84","3.05","33","12","-21","299","12.04","8.7","0.35","9.09","100.38","51.91","39.05","28.48","50.09","29.25","50"
"Dustin Jeffrey","15-16","ARI","C","7","71.25","1","1","2","2","1.68","1.68","0.62","0.52","41","70","-29","36.94","-5.95","4","2","2","66.67","26.67","1.68","2.68","-1","38.53","-10.38","1","--","-1","5","4.21","0.28","0.24","25","117.46","50","21.06","29.08","46.61","28.53","51.06"
"Dwight King","15-16","L.A","L","47","583.93","6","6","12","9","1.23","0.92","12.51","1.29","570","518","52","52.39","-5.27","16","21","-5","43.24","-15.43","20.26","22.5","-2.24","47.38","-11.46","8","2","-6","86","8.84","4.73","0.49","14.29","97.8","55.11","25.91","29.88","56.21","28.57","49.48"
"Dylan Demelo","15-16","S.J","D","45","550.93","--","--","--","--","--","--","6.33","0.69","472","430","42","52.33","-0.26","14","15","-1","48.28","-4.8","22.09","16.18","5.91","57.72","2.79","4","5","1","80","8.71","1.48","0.16","--","98.23","55.59","25.3","26.8","49.99","27.99","49.34"
"Dylan Larkin","15-16","DET","C","80","1074.58","18","18","36","30","2.01","1.68","44.93","2.51","1006","933","73","51.88","0.1","47","37","10","55.95","11.07","42.55","45.14","-2.59","48.52","-0.62","9","15","6","302","16.86","14.31","0.8","10.59","102.08","60.63","28.54","30.39","51.5","29.25","49.74"
"Dylan Mcilrath","15-16","NYR","D","34","442.65","2","2","4","3","0.54","0.41","6.78","0.92","403","381","22","51.4","1.61","17","10","7","62.96","14.58","15.96","16.83","-0.87","48.67","-0.13","22","11","-11","68","9.22","0.95","0.13","7.41","103.69","49.04","27.05","26.93","47.3","28.07","49.07"
"Dylan Olsen","15-16","FLA","D","8","108.78","--","1","1","1","0.55","0.55","0.22","0.12","72","96","-24","42.86","-1.51","3","4","-1","42.86","-29.37","2.56","3.9","-1.34","39.63","-9.33","1","--","-1","13","7.17","0.26","0.14","--","99.74","46.75","27.52","27.49","48.51","28.88","49.85"
"Elias Lindholm","15-16","CAR","C","82","1129.98","8","12","20","14","1.06","0.74","30.55","1.62","1135","984","151","53.56","3","32","47","-15","40.51","-6.66","49.34","44.4","4.94","52.63","3.96","10","12","2","223","11.84","10.46","0.56","6.06","96.41","54.08","27.99","30.45","51.07","29.38","49.97"
"Emerson Etem","15-16","NYR/ VAN","R","58","727.08","6","7","13","12","1.07","0.99","11.46","0.95","624","741","-117","45.71","-1.49","24","35","-11","40.68","-7.12","26.62","33.66","-7.04","44.16","-0.12","3","9","6","171","14.11","8.89","0.73","6.52","98.02","41.5","25.95","28.67","47.08","28.33","49.54"
"Emile Poirier","15-16","CGY","R","2","26.85","--","--","--","--","--","--","0.98","2.19","32","15","17","68.09","19.6","--","1","-1","--","-40","1.03","0.89","0.14","53.65","14.76","1","1","--","8","17.88","0.43","0.96","--","83.33","73.68","26.2","28.16","49.98","27.6","49.14"
"Eric Boulton","15-16","NYI","L","6","51.98","--","--","--","--","--","--","-1.27","-1.47","24","45","-21","34.78","-9.71","1","4","-3","20","-30","1.07","2.43","-1.36","30.57","-19.48","1","1","--","5","5.77","0.39","0.45","--","93.33","65.22","17.14","27.23","48.26","27.47","48.71"
"Eric Fehr","15-16","PIT","C","55","544.85","3","5","8","4","0.88","0.44","9.56","1.05","439","459","-20","48.89","-5.9","14","21","-7","40","-17.32","20.5","14.62","5.88","58.37","1.67","6","11","5","106","11.67","6.33","0.7","5.08","96.96","29.6","21.1","27.84","51.58","28.39","49.62"
"Eric Gelinas","15-16","N.J/ COL","D","40","486.98","--","2","2","2","0.25","0.25","5.15","0.63","384","374","10","50.66","5.09","13","15","-2","46.43","-5.47","15.42","15.02","0.4","50.66","3.02","7","2","-5","86","10.6","1.35","0.17","--","98.37","66.15","25.26","26.6","46.14","27.91","48.88"
"Eric Gryba","15-16","EDM","D","53","810.4","1","3","4","3","0.3","0.22","6.92","0.51","747","761","-14","49.54","1.23","26","29","-3","47.27","4.32","29.1","30.36","-1.26","48.94","0.5","23","10","-13","141","10.44","2.03","0.15","1.75","99.45","50.72","31.82","26.79","48.53","28.56","49.94"
"Eric Nystrom","15-16","NSH","L","46","452.48","5","--","5","5","0.66","0.66","1.28","0.17","318","386","-68","45.17","-9.47","7","16","-9","30.43","-23.17","11.02","12.93","-1.91","46.01","-8.72","6","4","-2","44","5.83","1.64","0.22","23.81","95.65","15.85","20.31","27.86","49.17","28.57","49.47"
"Eric Selleck","15-16","ARI","L","1","9.18","--","--","--","--","--","--","-0.08","-0.52","8","11","-3","42.11","-2.89","--","--","--","--","--","0.33","0.36","-0.03","47.83","-6.74","1","1","--","1","6.54","0.05","0.33","--","100","40","18.58","25.95","45.19","28.46","52.7"
"Eric Staal","15-16","CAR/ NYR","C","83","1224.18","10","17","27","19","1.32","0.93","44.3","2.17","1265","1036","229","54.98","5.68","44","42","2","51.16","5.71","57.01","47.74","9.27","54.42","6.23","12","18","6","303","14.85","18.39","0.9","6.45","99.23","56.39","30.06","29.98","49.89","29.13","50.13"
"Eric Tangradi","15-16","DET","L","1","6.92","--","--","--","--","--","--","0.14","1.21","7","4","3","63.64","20.26","--","--","--","--","--","0.28","0.06","0.22","82.35","36.08","--","--","--","--","--","--","--","--","100","33.33","12.54","27.65","49.58","27.59","49.05"
"Erik Condra","15-16","T.B","R","54","506.78","6","5","11","9","1.3","1.07","14.72","1.74","468","384","84","54.93","3.02","19","23","-4","45.24","-12.21","15.41","12.54","2.87","55.13","4.31","15","7","-8","88","10.42","4.43","0.52","11.32","96.78","47.83","20.12","27.61","50.22","27.83","49.8"
"Erik Gudbranson","15-16","FLA","D","64","1016.65","2","4","6","4","0.35","0.24","5.6","0.33","809","921","-112","46.76","-2.81","37","35","2","51.39","-5.02","33.48","38.25","-4.77","46.68","-3.47","15","13","-2","140","8.26","2.25","0.13","3.03","101.26","42.72","33.67","27.84","49.42","29.18","49.82"
"Erik Gustafsson","15-16","CHI","D","41","549.72","--","12","12","6","1.31","0.65","18.35","2","564","488","76","53.61","4.39","28","18","10","60.87","14.38","21.84","21.45","0.39","50.45","3.85","2","2","--","112","12.22","1.5","0.16","--","102.49","59.68","27.72","27.54","49.84","28.02","49.46"
"Erik Haula","15-16","MIN","L","76","793.13","10","16","26","20","1.97","1.51","22.07","1.67","593","727","-134","44.92","-3.12","36","20","16","64.29","15.08","23.25","24.38","-1.13","48.81","-1.15","10","7","-3","143","10.82","6.01","0.45","11.9","105.14","36.48","21.72","28.77","46.9","28.58","49.91"
"Erik Johnson","15-16","COL","D","73","1238.63","6","11","17","12","0.82","0.58","12.52","0.61","1047","1322","-275","44.2","0.58","40","52","-12","43.48","-8","39.43","48.09","-8.66","45.05","1.53","15","12","-3","228","11.04","5.12","0.25","4.51","98.63","42.42","35.93","29.02","44.25","29.89","50.52"
"Erik Karlsson","15-16","OTT","D","81","1719.52","13","32","45","29","1.57","1.01","53.34","1.86","1659","1550","109","51.7","7.31","77","77","--","50","-1.45","65.61","66.93","-1.32","49.5","3.38","21","12","-9","396","13.82","7","0.24","7.83","100.01","55.1","44.06","28.1","44.38","29.05","49.97"
"Esa Lindell","15-16","DAL","D","4","53.48","--","--","--","--","--","--","0.25","0.28","54","52","2","50.94","-12.5","1","4","-3","20","-65.71","1.99","2.51","-0.52","44.22","-22.23","--","--","--","9","10.1","0.08","0.09","--","85.98","50","27.78","27.28","52.32","28.92","49.14"
"Evander Kane","15-16","BUF","L","65","1048.78","13","7","20","17","1.14","0.97","27.95","1.6","978","951","27","50.7","5.28","26","46","-20","36.11","-11.44","37.52","40.21","-2.69","48.27","2.78","26","24","-2","349","19.97","13.03","0.75","6.53","96.06","51.41","33.47","30.68","46.36","29.3","50.09"
"Evan Rodrigues","15-16","BUF","C","2","21.07","1","--","1","1","2.85","2.85","2.38","6.78","31","12","19","72.09","23.1","1","--","1","100","71.43","0.95","0.69","0.26","57.93","5.04","--","--","--","11","31.32","0.33","0.94","14.29","106.25","61.11","19.98","28.28","47.35","28.26","48.2"
"Evgeni Malkin","15-16","PIT","C","57","807.5","13","12","25","22","1.86","1.63","29.79","2.21","809","678","131","54.4","3.54","32","29","3","52.46","-1.64","35.53","28.05","7.48","55.88","2.67","21","13","-8","160","11.89","9.04","0.67","15.48","99.86","65.36","29.91","30.27","52.04","29.32","49.81"
"Evgeny Kuznetsov","15-16","WSH","C","82","1159.75","11","38","49","39","2.54","2.02","53.55","2.77","1137","1032","105","52.42","2.05","64","46","18","58.18","3.74","49.16","42.51","6.65","53.63","2.76","10","15","5","223","11.54","10.52","0.54","7.75","101.36","56.33","29.44","30.4","50.94","29.15","49.79"
"Evgeny Medvedev","15-16","PHI","D","45","695.95","1","4","5","3","0.43","0.26","11.2","0.97","690","606","84","53.24","4.75","27","24","3","52.94","2.94","28.9","29","-0.1","49.91","0.49","15","4","-11","139","11.98","2.31","0.2","2.08","100.91","53.11","33.29","27.06","49.66","28.43","49.48"
"Fedor Tyutin","15-16","CBJ","D","61","921.68","1","2","3","3","0.2","0.2","5.38","0.35","775","754","21","50.69","2.71","29","38","-9","43.28","-4.6","37.02","33.98","3.04","52.14","0.23","12","6","-6","72","4.69","1.12","0.07","4.35","97.91","50.09","31.83","26.97","46.84","28.7","49.63"
"Filip Forsberg","15-16","NSH","L","82","1120.52","21","13","34","30","1.82","1.61","55.2","2.96","1203","933","270","56.32","5.5","54","42","12","56.25","7.9","49.77","33.96","15.81","59.44","8.3","12","23","11","351","18.79","16.95","0.91","12.35","100.57","76.86","28.56","31.14","51.7","29.39","49.84"
"Francois Beauchemin","15-16","COL","D","82","1489.15","6","11","17","8","0.68","0.32","4.15","0.17","1204","1590","-386","43.09","-1.78","47","54","-7","46.53","-2.13","45.83","60.97","-15.14","42.91","-1.98","15","6","-9","179","7.21","2.56","0.1","7.14","100.03","42.87","38.27","28.44","45.52","29.8","50.47"
"Frank Corrado","15-16","TOR","D","39","502.7","1","3","4","2","0.48","0.24","9","1.07","518","428","90","54.76","2.02","17","28","-11","37.78","0.04","16.92","19","-2.08","47.1","-0.52","11","5","-6","93","11.1","1.72","0.21","2.78","95.44","57.83","27.64","26.41","51.55","28.04","49.13"
"Frank Vatrano","15-16","BOS","C","39","440.05","7","2","9","9","1.23","1.23","13.17","1.8","377","389","-12","49.22","-2.14","13","18","-5","41.94","-13.33","14.3","14.05","0.25","50.44","-1.26","6","5","-1","134","18.27","6.75","0.92","7.61","96.28","63.4","23.51","29.27","48.51","28.04","49.18"
"Frans Nielsen","15-16","NYI","C","81","977.68","8","14","22","17","1.35","1.04","31.66","1.94","946","900","46","51.25","2.22","35","32","3","52.24","0.92","38.17","36.74","1.43","50.95","2.37","3","11","8","215","13.19","9.36","0.57","6.72","99.9","46.05","24.66","30.62","48.1","29.29","49.95"
"Freddie Hamilton","15-16","CGY","C","4","46.9","--","1","1","1","1.28","1.28","1.89","2.42","49","37","12","56.98","8.66","1","1","--","50","11.54","1.97","2.05","-0.08","49","6.5","--","--","--","9","11.51","0.41","0.52","--","99.73","43.48","23.09","28.82","48.61","29.37","48.67"
"Frederik Gauthier","15-16","TOR","C","7","74.98","--","--","--","--","--","--","-1.87","-1.5","50","74","-24","40.32","-11.46","1","8","-7","11.11","-41.06","2.14","3.85","-1.71","35.73","-9.49","--","1","1","6","4.8","0.38","0.3","--","87.15","39.66","22.66","26.31","51.94","28.66","49.15"
"Fredrik Claesson","15-16","OTT","D","16","279.98","--","2","2","--","0.43","--","2.55","0.55","241","241","--","50","2.67","6","11","-5","35.29","-17.21","8.96","10.07","-1.11","47.08","-0.78","1","--","-1","34","7.29","0.38","0.08","--","95.71","45.51","34.9","29.74","48.57","29","50.47"
"Gabriel Bourque","15-16","NSH","L","22","212.17","1","3","4","3","1.13","0.85","4.4","1.24","181","188","-7","49.05","-5.25","7","8","-1","46.67","-8.69","7.51","6.39","1.12","54.03","-2.39","4","4","--","36","10.18","1.69","0.48","5","99.19","29.57","20.56","28.62","51.49","28.35","49.78"
