"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"Joel Lundqvist","8-9","DAL","C","43","420.12","1","5","6","3","0.86","0.43","2.65","0.38","312","361","-49","46.36","-3.83","8","16","-8","33.33","-18.1","10.89","14.2","-3.31","43.4","-5.71","8","7","-1","69","9.85","2.54","0.36","3.45","96.62","54.97","21.74","28.36","49.89","28.4","50.12"
"Joel Perrault","8-9","ARI","C","7","76.95","1","--","1","1","0.78","0.78","1.61","1.26","67","68","-1","49.63","8.12","2","1","1","66.67","43.94","2.25","2.17","0.08","50.9","11.72","2","1","-1","18","14.04","0.85","0.66","8.33","102.28","45.71","23.81","29.04","45.93","29.29","51.75"
"Joel Rechlicz","8-9","NYI","R","17","81.7","--","1","1","--","0.73","--","-2.33","-1.71","48","95","-47","33.57","-13.21","2","3","-1","40","3.33","1.52","3.82","-2.3","28.46","-14.4","15","7","-8","14","10.28","0.38","0.28","--","102.71","59.52","10.52","27.85","45.97","27.92","49.47"
"Joel Ward","8-9","NSH","R","79","936.9","11","15","26","22","1.67","1.41","28.4","1.82","793","803","-10","49.69","1.1","34","34","--","50","1.55","36.12","33.95","2.17","51.55","4.56","8","12","4","191","12.23","10.97","0.7","9.82","100.21","43.55","26.15","30.37","48.36","29.39","50.55"
"Joe Motzko","8-9","ATL","R","6","59.27","1","--","1","1","1.01","1.01","1.74","1.76","58","63","-5","47.93","0.14","3","--","3","100","100","2.66","3.1","-0.44","46.18","0.19","--","2","2","11","11.14","0.92","0.93","16.67","110","35.71","21.86","30.2","46.91","28.4","50.58"
"Joe Pavelski","8-9","S.J","C","80","1037.65","13","16","29","22","1.68","1.27","48.8","2.82","1019","816","203","55.53","2.02","38","32","6","54.29","2.89","49.77","33.22","16.55","59.97","5.14","14","18","4","291","16.83","16.81","0.97","7.26","98.88","49.28","28.45","30.78","54.36","29.41","49.81"
"Joe Sakic","8-9","COL","C","15","175.92","2","3","5","3","1.71","1.02","3.77","1.29","133","161","-28","45.24","-3.32","7","14","-7","33.33","-17.89","6.06","7.51","-1.45","44.66","-5.65","1","3","2","42","14.32","2.19","0.75","6.9","91.9","43.75","25.67","30.83","46.5","29.85","51.23"
"Joe Thornton","8-9","S.J","C","82","1182.55","11","30","41","32","2.08","1.62","52.06","2.64","1189","955","234","55.46","1.85","55","41","14","57.29","8.88","55.2","40.28","14.92","57.81","1.99","15","25","10","169","8.57","8.68","0.44","12.5","100.75","54.37","31.61","30.57","52.08","30.06","49.72"
"Joffrey Lupul","8-9","PHI","R","79","991.05","19","15","34","29","2.06","1.76","30.16","1.83","921","1045","-124","46.85","-1.28","46","46","--","50","0.48","35.76","43.88","-8.12","44.9","-4.24","18","19","1","252","15.26","11.98","0.73","13.67","101.28","46.79","28.6","31.19","47.28","29.16","49.54"
"Johan Franzen","8-9","DET","C","70","952.58","21","12","33","32","2.08","2.02","58.79","3.7","991","635","356","60.95","5.65","48","27","21","64","11.89","38.62","28.39","10.23","57.63","7.12","13","12","-1","267","16.82","13.03","0.82","12.07","100.83","47.07","29.91","31.02","57.13","29.65","49.91"
"John Erskine","8-9","WSH","D","52","768.53","--","2","2","1","0.16","0.08","9.88","0.77","746","672","74","52.61","-3.78","22","23","-1","48.89","-4.26","30.09","26.59","3.5","53.09","-2.21","21","10","-11","119","9.29","2.36","0.18","--","99.5","52.67","33.23","27.94","54.79","28.7","49.23"
"John Madden","8-9","N.J","C","76","945.48","6","13","19","13","1.21","0.82","16.59","1.05","741","857","-116","46.37","-8.07","25","36","-11","40.98","-17","30.5","35.04","-4.54","46.54","-9.24","8","11","3","177","11.23","8.5","0.54","5.22","98.27","48.95","27.24","28.85","51.93","29.03","49.62"
"John-michael Liles","8-9","COL","D","75","1197.72","4","11","15","9","0.75","0.45","12.55","0.63","1045","1134","-89","47.96","2.32","40","55","-15","42.11","-0.16","41.14","44.24","-3.1","48.18","0.8","11","4","-7","187","9.37","3.82","0.19","5","97.02","51.58","34.96","27.92","46.08","28.9","50.2"
"John Mitchell","8-9","TOR","C","76","828.02","8","11","19","18","1.38","1.3","17.53","1.27","747","807","-60","48.07","-2.86","23","40","-17","36.51","-13.29","25.4","36.38","-10.98","41.11","-10.18","13","24","11","156","11.3","5.89","0.43","10","96.59","53.59","23.73","28.94","50.01","28.72","49.31"
"John Negrin","8-9","CGY","D","3","27.37","--","1","1","--","2.19","--","1.23","2.7","45","30","15","60","-0.18","1","3","-2","25","-19.44","1.53","1.8","-0.27","45.95","-5.7","1","--","-1","7","15.35","0.09","0.2","--","90.96","56.25","19.22","29.65","53.25","28.97","46.83"
"Johnny Boychuk","8-9","BOS","D","1","13.37","--","--","--","--","--","--","-0.1","-0.45","9","12","-3","42.86","-4.2","--","--","--","--","--","0.47","0.43","0.04","52.22","10.19","--","--","--","1","4.49","--","--","--","100","28.57","26.12","26.35","50.33","29.75","48.68"
"Johnny Oduya","8-9","N.J","D","82","1319.55","3","16","19","8","0.86","0.36","35.58","1.62","1309","1073","236","54.95","3.83","64","48","16","57.14","4.28","55.85","45.2","10.65","55.27","2.91","13","7","-6","187","8.5","3.04","0.14","3.8","100.59","50.98","35.19","28.08","51.11","29.3","49.53"
"John Scott","8-9","MIN","D","20","179.42","--","1","1","1","0.33","0.33","-0.12","-0.04","123","170","-47","41.98","-5.99","6","8","-2","42.86","-13.66","4.82","6.22","-1.4","43.66","-3.77","6","9","3","13","4.35","0.3","0.1","--","101.17","38.27","19.55","27.7","46.83","27.64","49.59"
"John Zeiler","8-9","L.A","R","27","175.78","--","1","1","1","0.34","0.34","-1.47","-0.5","93","142","-49","39.57","-11.02","2","4","-2","33.33","-18.06","2.58","5.25","-2.67","32.95","-18.62","11","10","-1","9","3.07","0.54","0.18","--","98.59","48.98","14.46","26.56","49.82","27.11","48.85"
"Jonas Frogren","8-9","TOR","D","41","453.12","1","3","4","1","0.53","0.13","0.59","0.08","402","454","-52","46.96","-4.49","13","16","-3","44.83","5","16.36","19.19","-2.83","46.02","-4.87","11","5","-6","27","3.58","0.6","0.08","8.33","99.62","42.52","24.32","27.93","50.76","28.58","49.51"
"Jonas Junland","8-9","STL","D","1","10.23","--","--","--","--","--","--","-0.4","-2.35","4","10","-6","28.57","-17.91","--","--","--","--","--","--","0.51","-0.51","--","-43.25","1","--","-1","--","--","--","--","--","--","33.33","23.61","27.9","48.03","27.46","53.98"
"Jonathan Cheechoo","8-9","S.J","R","66","825.22","6","11","17","14","1.24","1.02","27.58","2.01","747","592","155","55.79","3.03","28","28","--","50","-5.7","31.73","24","7.73","56.94","0.4","15","9","-6","221","16.07","9.36","0.68","5.45","98.1","54.02","27.39","29.92","53.49","29.26","49.96"
"Jonathan Ericsson","8-9","DET","D","19","282.47","1","2","3","1","0.64","0.21","5.1","1.08","266","230","36","53.63","-5.25","9","12","-3","42.86","-10.08","8.64","9.57","-0.93","47.45","-8.66","5","3","-2","40","8.5","0.64","0.14","4.55","97.29","58.33","32.22","27.26","57.11","28.46","49.45"
"Jonathan Toews","8-9","CHI","C","82","1062.47","18","18","36","29","2.03","1.64","50.65","2.86","994","730","264","57.66","3.33","44","39","5","53.01","-1.53","42.19","32.2","9.99","56.71","4.32","12","19","7","182","10.28","11.13","0.63","15","98.99","61.95","29.13","30.63","52.9","29.66","50.11"
"Jonathon Kalinski","8-9","PHI","L","12","87.63","1","2","3","1","2.05","0.68","1","0.68","45","76","-31","37.19","-13.26","3","5","-2","37.5","-18.75","1.56","2.56","-1","37.86","-12.68","--","1","1","11","7.53","0.64","0.44","14.29","96.37","67.5","16.55","26.37","47.07","26.68","49.51"
"Joni Pitkanen","8-9","CAR","D","71","1233.3","4","12","16","11","0.78","0.54","35.33","1.72","1367","1112","255","55.14","5.5","48","39","9","55.17","9.13","57.46","48.45","9.01","54.25","6.39","20","8","-12","222","10.8","5.11","0.25","3.88","99.74","55.94","39.15","28.37","50.79","29.04","49.15"
"Jon Sim","8-9","NYI","L","49","504.1","6","6","12","10","1.43","1.19","5.04","0.6","407","577","-170","41.36","-5.77","19","28","-9","40.43","3.15","17.82","22.91","-5.09","43.75","-3.38","12","14","2","117","13.93","6.15","0.73","8.7","98.94","42.66","23.32","29.57","45.84","28.73","49.66"
"Jordan Hendry","8-9","CHI","D","9","75.4","--","--","--","--","--","--","-0.78","-0.62","47","60","-13","43.93","-8.66","1","3","-2","25","-25","2.08","2.06","0.02","50.24","-4.75","2","1","-1","8","6.37","0.03","0.02","--","94","65.52","19.81","25.49","53.4","28.37","49.29"
"Jordan Lavallee-smotherman","8-9","ATL","L","2","13.32","--","--","--","--","--","--","-0.38","-1.71","6","12","-6","33.33","-9.05","--","1","-1","--","-33.33","0.25","0.44","-0.19","36.23","-6.96","--","--","--","2","9.01","0.11","0.5","--","83.33","33.33","13.87","27.91","45.92","27.11","50.68"
"Jordan Leopold","8-9","COL/ CGY","D","83","1191.5","6","9","15","10","0.76","0.5","17.95","0.9","1093","1070","23","50.53","2.61","46","62","-16","42.59","-3","42.04","42.68","-0.64","49.62","1.58","8","7","-1","146","7.35","3.48","0.18","8.82","96.33","58.97","31.75","27.32","48.5","28.44","49.98"
"Jordan Staal","8-9","PIT","C","82","1059.87","14","18","32","26","1.81","1.47","33.98","1.92","910","916","-6","49.84","2.38","43","37","6","53.75","-1.75","34.61","32.26","2.35","51.76","2.85","8","18","10","203","11.49","10.81","0.61","12.61","101.23","40.07","29.29","29.48","47.4","28.96","49.79"
"Jordin Tootoo","8-9","NSH","R","72","807.42","4","11","15","8","1.11","0.59","14.76","1.1","687","747","-60","47.91","-1.94","19","32","-13","37.25","-13.26","23.99","34.88","-10.89","40.75","-9.55","41","40","-1","229","17.02","7.44","0.55","3.15","97.81","47.05","24.74","29.17","48.02","28.48","50.46"
"Josef Melichar","8-9","CAR/ T.B","D","39","447.57","--","8","8","4","1.07","0.54","5.7","0.76","391","414","-23","48.57","0.23","19","20","-1","48.72","6.56","15.57","16.51","-0.94","48.53","0.94","12","4","-8","45","6.03","0.48","0.06","--","99.98","47.93","25.78","25.98","48.46","28.31","49.68"
"Joseph Crabb","8-9","ATL","R","29","285.3","3","5","8","6","1.68","1.26","5.42","1.14","221","253","-32","46.62","-0.36","11","14","-3","44","3.77","10.5","11.73","-1.23","47.23","2.69","6","5","-1","43","9.04","2.28","0.48","12","99.13","44","21.8","27.76","46.14","28.61","49.14"
"Josh Bailey","8-9","NYI","C","26","314.13","3","2","5","4","0.96","0.76","0.18","0.03","270","348","-78","43.69","-4.33","11","18","-7","37.93","-10.64","9.88","14.65","-4.77","40.28","-6.45","2","2","--","30","5.73","2.09","0.4","20","98.7","54.65","26.71","29.97","46.37","29.23","50.23"
"Josh Gorges","8-9","MTL","D","81","1209.28","2","14","16","8","0.79","0.4","12.88","0.64","1054","1146","-92","47.91","0.07","57","50","7","53.27","6.57","41.41","47.78","-6.37","46.43","-1.11","16","4","-12","123","6.1","2.72","0.13","4.44","102.26","48.37","34.03","27.54","48.28","29.12","49.71"
"Josh Gratton","8-9","PHI","L","19","116.62","1","2","3","3","1.54","1.54","0.88","0.45","68","98","-30","40.96","-6.98","5","7","-2","41.67","-12.04","2.26","4.05","-1.79","35.82","-12.69","15","13","-2","21","10.8","0.78","0.4","7.69","99.36","68.75","13.9","27.16","46.65","26.97","49.53"
"Josh Hennessy","8-9","OTT","C","1","11.1","--","--","--","--","--","--","0.32","1.73","12","5","7","70.59","26.4","--","--","--","--","--","0.33","0.18","0.15","64.71","35.26","--","--","--","--","--","--","--","--","100","33.33","25.39","28.38","48.42","29.55","48.32"
"Joshua Bailey","8-9","NYI","C","42","482.77","1","7","8","5","0.99","0.62","3.17","0.39","404","491","-87","45.14","0.16","14","16","-2","46.67","10.06","14.69","19.03","-4.34","43.56","-3.17","3","4","1","46","5.72","2.73","0.34","3.85","100.61","49.38","25.18","30.32","45.86","28.85","49.56"
"J-p Dumont","8-9","NSH","R","82","1093.3","11","30","41","27","2.25","1.48","40.34","2.21","1014","1002","12","50.3","1.74","58","45","13","56.31","12.26","47.68","45.98","1.7","50.91","4.26","10","15","5","227","12.46","13","0.71","8.87","102.58","54.51","29.47","30.57","48.09","29.43","50.33"
"Jussi Jokinen","8-9","T.B/ CAR","L","71","801","5","13","18","14","1.35","1.05","17.96","1.35","687","711","-24","49.14","-1.11","25","32","-7","43.86","-7.28","26.48","29.35","-2.87","47.43","-2.03","10","12","2","128","9.59","5.76","0.43","6.41","98.55","50.59","25.65","29.76","49.01","28.52","49.29"
"Justin Abdelkader","8-9","DET","L","2","18.58","--","--","--","--","--","--","0.81","2.62","22","9","13","70.97","11.51","--","--","--","--","--","0.86","0.24","0.62","78.18","25.03","--","--","--","7","22.6","0.34","1.1","--","100","66.67","21.13","28.78","57.49","28.03","52.09"
"Justin Williams","8-9","CAR/ L.A","R","44","540.43","1","7","8","6","0.89","0.67","15.44","1.71","535","467","68","53.39","2.27","16","18","-2","47.06","0.82","22.18","18.52","3.66","54.5","4.41","6","11","5","133","14.77","7.12","0.79","1.28","97.77","53.16","27.28","30.86","51.18","29.2","49.38"
"Kamil Kreps","8-9","FLA","C","66","704.18","3","14","17","11","1.45","0.94","10.19","0.87","560","703","-143","44.34","-2.78","20","22","-2","47.62","-4.44","22.52","27.85","-5.33","44.71","-3.04","7","7","--","116","9.88","4.71","0.4","4.35","100.58","45.71","23.09","28.81","45.99","28.67","49.99"
"Karl Alzner","8-9","WSH","D","30","454.12","1","3","4","3","0.53","0.4","11.7","1.55","484","379","105","56.08","0.4","19","20","-1","48.72","-14.92","19.52","14.88","4.64","56.74","1.03","1","3","2","56","7.4","0.99","0.13","3.85","97.68","53.06","34.01","27.27","53.51","28.89","48.65"
"Karlis Skrastins","8-9","FLA","D","80","1313.57","4","9","13","6","0.59","0.27","4.72","0.22","1101","1360","-259","44.74","-2.73","50","48","2","51.02","-0.54","46.47","54.39","-7.92","46.07","-0.77","10","4","-6","143","6.53","3.2","0.15","8.16","102.19","41.7","35.65","28.73","47.06","29.67","50.01"
"Keith Aucoin","8-9","WSH","C","12","113.73","1","4","5","1","2.64","0.53","6.85","3.61","124","87","37","58.77","1.33","7","2","5","77.78","39.32","4.63","3.63","1","56.05","-2.19","--","3","3","19","10.02","0.92","0.49","8.33","106.77","60","21.87","28.35","53.72","27.75","47.66"
"Keith Ballard","8-9","FLA","D","82","1358.38","4","19","23","17","1.02","0.75","24.18","1.07","1224","1284","-60","48.8","3.32","61","51","10","54.46","5","48.96","53.2","-4.24","47.92","1.91","17","20","3","157","6.93","3.64","0.16","5.8","102.28","48.2","36.04","27.25","44.91","28.82","49.65"
"Keith Tkachuk","8-9","STL","C","79","926.87","9","14","23","19","1.49","1.23","26.77","1.73","815","776","39","51.23","4.47","32","35","-3","47.76","-0.69","35.55","30","5.55","54.23","6.74","24","20","-4","197","12.75","10.44","0.68","7.63","98.66","45.85","26.69","30.55","47.34","29.57","50.34"
"Keith Yandle","8-9","ARI","D","68","886.47","3","11","14","8","0.95","0.54","15.62","1.06","802","842","-40","48.78","4.73","38","39","-1","49.35","9.11","32.07","32.49","-0.42","49.67","5.19","13","12","-1","139","9.41","3.09","0.21","3.7","99.87","59.27","28.49","26.76","45.59","28.43","50.54"
"Ken Klee","8-9","ANA/ ARI","D","70","915.4","1","8","9","3","0.59","0.2","8.9","0.58","725","807","-82","47.32","2.06","36","28","8","56.25","13.47","28.37","28.99","-0.62","49.46","4.02","11","5","-6","102","6.69","1.82","0.12","2.17","102.21","49.04","28.62","26.83","46.4","28.46","49.96"
"Kenndal Mcardle","8-9","FLA","L","3","20.4","--","--","--","--","--","--","-0.57","-1.68","11","19","-8","36.67","-12.32","--","1","-1","--","-57.14","0.25","0.79","-0.54","24.04","-31.1","1","--","-1","1","2.94","0.02","0.06","--","87.5","71.43","15.48","27.16","45.66","27.71","51.08"
"Kent Huskins","8-9","ANA","D","33","472.17","2","4","6","4","0.76","0.51","2.87","0.36","354","436","-82","44.81","-5.73","22","15","7","59.46","4.91","14.73","19.86","-5.13","42.58","-7.01","10","6","-4","34","4.32","0.47","0.06","18.18","104.97","50.57","33.03","28.37","50.25","28.8","50.82"
"Kevin Bieksa","8-9","VAN","D","71","1118.68","5","8","13","8","0.7","0.43","18.52","0.99","953","906","47","51.26","1.7","40","42","-2","48.78","-11.09","38.38","40.09","-1.71","48.91","-2.47","28","22","-6","188","10.08","4.29","0.23","5.88","99.93","53.02","36.37","28.66","48.32","29.05","50.06"
"Kevin Klein","8-9","NSH","D","63","723.15","3","7","10","6","0.83","0.5","11.47","0.95","618","619","-1","49.96","0.71","26","22","4","54.17","7.72","25.77","26.73","-0.96","49.09","0.1","7","4","-3","80","6.64","2.13","0.18","8.57","101.77","50.5","24.93","26.31","47.61","27.86","50.09"
"Kevin Porter","8-9","ARI","C","34","381.67","4","4","8","5","1.26","0.79","4.38","0.69","289","366","-77","44.12","-2.99","15","16","-1","48.39","8.61","10.06","13.13","-3.07","43.38","-1.37","2","7","5","46","7.23","2.06","0.32","13.79","100.35","48.86","24.76","29.32","45.64","28.49","50.62"
"Kevin Quick","8-9","T.B","D","6","68.63","--","--","--","--","--","--","-0.3","-0.26","54","65","-11","45.38","-0.93","2","3","-1","40","-7.06","2.39","3.3","-0.91","42","-3.4","--","--","--","8","6.99","0.17","0.15","--","96.93","44.83","25.64","25.4","47.22","28.08","49.81"
"Kevin Westgarth","8-9","L.A","R","9","44.97","--","--","--","--","--","--","-0.68","-0.91","17","33","-16","34","-13.22","1","--","1","100","54.84","0.49","1.1","-0.61","30.82","-17.13","2","1","-1","3","4","0.03","0.04","--","109.09","63.64","11.44","27.36","49.74","27.03","48.73"
"Kim Johnsson","8-9","MIN","D","81","1497.73","1","14","15","9","0.6","0.36","7.65","0.31","1113","1336","-223","45.45","-2.93","45","55","-10","45","-3.72","40.89","46.9","-6.01","46.58","-0.38","10","9","-1","158","6.33","3.17","0.13","1.43","100.08","35.57","40.29","28.34","47.89","29.36","50.44"
"Kimmo Timonen","8-9","PHI","D","77","1097.48","--","11","11","6","0.6","0.33","7.53","0.41","945","1102","-157","46.17","-2.32","45","44","1","50.56","0.31","40.54","43.38","-2.84","48.31","-0.1","17","4","-13","114","6.23","2.4","0.13","--","100.84","46.96","32.37","28.98","47.21","29.67","49.76"
"Kirk Maltby","8-9","DET","L","77","602.97","5","5","10","9","1","0.9","13.94","1.39","492","448","44","52.34","-6.14","17","26","-9","39.53","-17.27","17.42","21.78","-4.36","44.44","-9.64","9","18","9","100","9.95","4.28","0.43","9.62","96.3","58.97","17.26","26.71","54.64","27.29","49.23"
"Kris Chucko","8-9","CGY","R","2","12.77","--","--","--","--","--","--","-0.86","-4.04","3","17","-14","15","-40.9","--","--","--","--","--","0.09","1.19","-1.1","7.03","-51.92","1","--","-1","--","--","--","--","--","100","100","14.11","28.12","55.24","27.04","49.66"
"Kris Draper","8-9","DET","C","78","738.67","5","8","13","9","1.06","0.73","12.29","1","576","610","-34","48.57","-10.77","21","37","-16","36.21","-24.21","20.7","30.47","-9.77","40.45","-15.1","15","9","-6","123","9.99","5.5","0.45","5.95","96.55","46.85","20.96","26.65","57.27","27.65","49.46"
"Kris Letang","8-9","PIT","D","74","1114.62","5","14","19","5","1.02","0.27","25.59","1.38","1023","992","31","50.77","3.47","54","50","4","51.92","-5.48","39.7","37.43","2.27","51.47","1.88","9","16","7","171","9.2","4.16","0.22","6.1","100.71","52.43","34.06","28.26","46.52","29.11","49.74"
"Kris Newbury","8-9","TOR","C","1","4.92","--","--","--","--","--","--","-0.26","-3.17","2","7","-5","22.22","-30.24","--","--","--","--","--","0.02","0.65","-0.63","2.99","-57.64","1","1","--","--","--","--","--","--","--","50","13.11","24.3","48.65","26.93","49.1"
"Kris Russell","8-9","CBJ","D","66","783.65","1","8","9","4","0.69","0.31","18.95","1.45","704","564","140","55.52","5.48","24","26","-2","48","-5.98","28.04","22.87","5.17","55.08","4.65","10","13","3","94","7.2","2.07","0.16","2.08","98.16","71.83","26.17","26.43","51.36","27.91","49.91"
"Kristian Huselius","8-9","CBJ","L","74","1069.8","13","25","38","26","2.13","1.46","46.1","2.59","992","819","173","54.78","3.12","50","47","3","51.55","-1.79","39.6","36.15","3.45","52.28","-1.14","14","13","-1","229","12.84","11.41","0.64","8.72","99.3","52.95","32.13","31.47","50.47","29.85","49.96"
"Kris Versteeg","8-9","CHI","R","78","916.25","10","16","26","17","1.7","1.11","34.97","2.29","848","685","163","55.32","-0.09","35","30","5","53.85","0.51","33.72","29.75","3.97","53.13","-0.62","12","16","4","165","10.8","8.15","0.53","9.71","100.15","60.1","26.48","30.24","54.25","29.24","50.06"
"Krys Barch","8-9","DAL","R","72","454.82","4","5","9","6","1.19","0.79","4.97","0.66","297","365","-68","44.86","-5.46","17","16","1","51.52","2.81","12.88","14.21","-1.33","47.55","-1.59","31","28","-3","40","5.28","3.35","0.44","15.38","101.68","58.64","14.29","27.85","49.5","27.43","49.84"
"Krystofer Kolanos","8-9","MIN","C","21","177.18","2","2","4","3","1.35","1.02","3.04","1.03","140","168","-28","45.45","-1.81","6","3","3","66.67","16.67","4.85","7.01","-2.16","40.89","-6.06","5","2","-3","34","11.51","1.63","0.55","10","106.25","57.65","18.22","28.24","46.13","27.6","50.05"
"Kurtis Foster","8-9","MIN","D","10","105.28","1","1","2","1","1.14","0.57","1.8","1.03","91","95","-4","48.92","6.28","7","4","3","63.64","19.64","3.27","3.41","-0.14","48.95","5.92","3","--","-3","18","10.26","0.11","0.06","25","107.94","34.43","22.28","27.84","46.6","28.69","50.82"
"Kurtis Mclean","8-9","NYI","R","4","41.97","1","--","1","1","1.43","1.43","1.42","2.03","39","39","--","50","5.48","1","--","1","100","37.5","0.92","1.5","-0.58","38.02","-12.82","1","2","1","9","12.87","0.3","0.43","20","105.56","53.57","22.67","28.59","45.96","28.99","49.89"
"Kurt Sauer","8-9","ARI","D","67","1107.43","1","1","2","1","0.11","0.05","-12.07","-0.65","756","1100","-344","40.73","-8.26","29","41","-12","41.43","-6.94","29.94","38.21","-8.27","43.93","-4.04","11","6","-5","84","4.55","1.65","0.09","3.45","99.29","29.31","36.01","28.46","48.2","29.72","50.69"
"Kyle Brodziak","8-9","EDM","C","79","760.73","8","12","20","15","1.58","1.18","12.77","1.01","573","757","-184","43.08","-5.67","29","31","-2","48.33","-3.45","26.85","31.01","-4.16","46.41","-2.26","6","7","1","137","10.81","7.81","0.62","9.88","101.7","35.46","21.66","28.23","46.74","28.2","50.01"
"Kyle Calder","8-9","L.A","L","74","848.55","6","16","22","16","1.56","1.13","25.44","1.8","823","737","86","52.76","2.14","29","27","2","51.79","8.31","32.35","28.67","3.68","53.02","1.52","17","15","-2","137","9.69","7.2","0.51","7.5","100.17","50.22","26.12","30.38","50.02","29.22","50.14"
"Kyle Chipchura","8-9","MTL","C","13","120.75","--","2","2","1","0.99","0.5","-0.82","-0.41","81","118","-37","40.7","-4.49","3","8","-5","27.27","-23.89","3.13","4.63","-1.5","40.34","-6.29","1","2","1","11","5.47","0.27","0.13","--","95.72","56.45","20.7","28.53","48.72","28.49","49.84"
"Kyle Cumiskey","8-9","COL","D","6","48.58","--","--","--","--","--","--","0.75","0.93","52","39","13","57.14","9.48","1","2","-1","33.33","-14.49","1.84","1.52","0.32","54.76","8.03","--","--","--","3","3.71","0.05","0.06","--","91.27","70.37","17.51","26.9","47.41","27.86","48.42"
"Kyle Greentree","8-9","CGY","L","2","15.32","--","--","--","--","--","--","0.08","0.31","12","19","-7","38.71","-19.56","--","1","-1","--","-50","0.48","1.1","-0.62","30.38","-29.37","--","2","2","5","19.58","0.15","0.59","--","88.89","40","16.76","30.44","53.93","27.77","48.29"
"Kyle Okposo","8-9","NYI","R","65","813.62","9","14","23","17","1.7","1.25","21.08","1.55","692","773","-81","47.24","1.05","27","31","-4","46.55","1.15","26.68","31.09","-4.41","46.18","-0.95","14","21","7","195","14.38","7.98","0.59","8.65","99.7","44.99","28.01","30.17","45.05","29.29","49.71"
"Kyle Quincey","8-9","L.A","D","72","1091.27","2","7","9","7","0.49","0.38","21.95","1.21","1057","870","187","54.85","5.08","43","40","3","51.81","10.93","41.6","34.03","7.57","55","3.67","22","7","-15","178","9.79","3.27","0.18","2.7","98.87","54.59","34.57","28.28","48.82","29.16","50.05"
"Kyle Turris","8-9","ARI","C","62","614.35","4","4","8","7","0.78","0.68","1.23","0.12","491","642","-151","43.34","-3.46","17","33","-16","34","-12.82","16.24","24.38","-8.14","39.98","-8.12","8","13","5","98","9.57","3.89","0.38","6.35","96.48","60.35","21.66","29.2","46.21","28.59","50.21"
"Kyle Wellwood","8-9","VAN","C","73","753.7","8","6","14","12","1.11","0.96","13.84","1.1","583","644","-61","47.51","-2.86","27","22","5","55.1","-1.08","23.57","25.91","-2.34","47.64","-3.87","1","8","7","94","7.48","5.72","0.46","15.38","102.13","54.86","23.62","29.54","48.6","28.34","49.93"
"Ladislav Smid","8-9","EDM","D","60","817.23","--","11","11","5","0.81","0.37","1.2","0.09","580","753","-173","43.51","-5.96","29","33","-4","46.77","-4.88","26.88","30.99","-4.11","46.45","-1.6","22","15","-7","64","4.7","2.69","0.2","--","100.44","49.89","30.93","27.25","47.64","28.56","49.89"
"Landon Wilson","8-9","DAL","R","27","236.52","2","5","7","6","1.78","1.52","6.17","1.57","174","193","-19","47.41","-2.37","10","6","4","62.5","16.25","8.4","7.04","1.36","54.4","4.92","9","3","-6","61","15.47","2.8","0.71","6.25","103.82","47.06","19.63","27.58","48.89","28.3","49.8"
"Lasse Kukkonen","8-9","PHI","D","22","201.75","--","2","2","1","0.59","0.3","2.42","0.72","185","187","-2","49.73","2.72","7","9","-2","43.75","0.11","7.04","7.18","-0.14","49.51","6.92","4","3","-1","13","3.87","0.29","0.09","--","97.7","54.31","22.05","26.62","46.82","27.87","48.75"
"Lauri Korpikoski","8-9","NYR","L","68","651.55","6","8","14","13","1.29","1.2","10.1","0.93","523","614","-91","46","-8.15","20","27","-7","42.55","-6.1","23.63","29.76","-6.13","44.26","-8.96","7","15","8","98","9.02","5.63","0.52","10.53","98.51","61.87","21.65","29.54","52.38","28.57","49.6"
"Lawrence Nycholat","8-9","VAN/ COL","D","19","173.8","--","1","1","1","0.35","0.35","0.12","0.04","129","159","-30","44.79","-2.77","7","6","1","53.85","6.39","7.26","7.34","-0.08","49.73","1.24","3","2","-1","18","6.21","0.38","0.13","--","102.19","50","19.7","27.51","47.66","28.24","49.31"
"Lee Stempniak","8-9","STL/ TOR","R","75","952.12","10","18","28","20","1.76","1.26","27.54","1.74","900","937","-37","48.99","-0.12","36","40","-4","47.37","1.46","34.62","38.36","-3.74","47.44","-0.57","12","17","5","236","14.87","10.11","0.64","8.4","99.79","50.66","28.07","30.33","50.35","29.15","49.43"
"Liam Reddox","8-9","EDM","L","46","412.78","4","7","11","10","1.6","1.45","2.68","0.39","281","429","-148","39.58","-9.99","16","22","-6","42.11","-13.45","12.63","15.8","-3.17","44.42","-3.96","5","5","--","60","8.72","3.99","0.58","12.12","101.2","45.79","20.06","28.84","47.79","28.45","49.93"
"Loui Eriksson","8-9","DAL","L","82","1124.77","21","19","40","29","2.13","1.55","46.4","2.48","1012","913","99","52.57","3.92","53","43","10","55.21","10.02","43.86","40.65","3.21","51.9","4.06","5","16","11","205","10.94","11.5","0.61","17.21","101.35","45.49","30.89","30.32","48.13","29.67","50.38"
