"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"Chad Ruhwedel","14-15","BUF","D","4","48.52","--","1","1","1","1.24","1.24","1.15","1.42","39","47","-8","45.35","12.98","3","--","3","100","100","1.34","1.34","--","50","17.74","--","--","--","6","7.42","0.08","0.1","--","113.04","56.25","23.14","25.88","38.05","28.31","50.4"
"Charlie Coyle","14-15","MIN","C","82","1032.9","10","20","30","20","1.74","1.16","33.06","1.92","935","919","16","50.43","-0.85","50","38","12","56.82","4.57","40.72","32.44","8.28","55.66","0.62","11","18","7","177","10.28","10.26","0.6","10.2","101.91","45.19","26.4","29.92","50.55","28.71","50.07"
"Chris Brown","14-15","WSH","C","5","31.97","1","--","1","1","1.88","1.88","0.34","0.64","18","36","-18","33.33","-21.97","1","--","1","100","41.67","0.45","1.36","-0.91","24.86","-33.92","--","--","--","4","7.51","0.21","0.39","25","110","73.91","14.39","27.29","52.12","27.3","48.45"
"Chris Butler","14-15","STL","D","33","524.82","2","5","7","4","0.8","0.46","11.3","1.29","468","457","11","50.59","-0.36","31","26","5","54.39","-0.74","17.4","16.69","0.71","51.04","-0.23","6","6","--","83","9.49","1.51","0.17","4","101.14","51.56","32.87","27.92","52.4","28.67","50.13"
"Chris Conner","14-15","WSH","R","2","17.63","--","--","--","--","--","--","0.57","1.94","25","15","10","62.5","6.4","1","--","1","100","66.67","0.77","0.35","0.42","68.75","13.37","2","--","-2","7","23.82","0.27","0.92","--","108.33","75","17.57","28.19","50.74","27.36","42.44"
"Chris Higgins","14-15","VAN","L","77","903.45","8","19","27","19","1.79","1.26","31.01","2.06","864","844","20","50.59","0.99","42","36","6","53.85","7.47","35.29","36.04","-0.75","49.47","1.47","6","12","6","206","13.68","9.75","0.65","6.67","100.75","48.66","24.77","29.15","49.36","28.89","49.97"
"Chris Kelly","14-15","BOS","C","80","1019.1","5","16","21","14","1.24","0.82","26.23","1.54","893","836","57","51.65","--","32","30","2","51.61","1.38","33.4","30.16","3.24","52.55","2.18","13","15","2","165","9.71","8.15","0.48","5.32","100.18","46.96","26.03","29.82","50.55","28.73","49.7"
"Chris Kreider","14-15","NYR","C","80","1077.28","14","21","35","28","1.95","1.56","39.98","2.23","1023","1016","7","50.17","0.9","52","26","26","66.67","13.6","49.5","46.68","2.82","51.47","2.42","25","20","-5","253","14.09","16.52","0.92","9.15","104.61","54.69","27.55","30.31","47.77","29.28","50.07"
"Chris Kunitz","14-15","PIT","L","74","1022.6","7","15","22","18","1.29","1.06","38.98","2.29","1093","835","258","56.69","5.4","43","36","7","54.43","2.74","41.83","35.86","5.97","53.84","2.64","16","12","-4","224","13.14","8.08","0.47","5.79","99.54","59.28","29.24","31.34","51.78","29.17","50"
"Chris Mueller","14-15","NYR","C","7","58.65","--","--","--","--","--","--","0.16","0.16","50","55","-5","47.62","-2.81","2","3","-1","40","-28.42","2.16","3.14","-0.98","40.75","-14.13","--","1","1","7","7.16","0.33","0.34","--","95.69","37.5","17.8","27.21","50.62","28.38","49.92"
"Chris Neil","14-15","OTT","R","38","360.02","1","3","4","3","0.67","0.5","2.41","0.4","271","327","-56","45.32","-4","10","7","3","58.82","13.06","10.2","10.86","-0.66","48.43","0.78","17","17","--","43","7.17","2.15","0.36","5","103.46","43.56","20.26","27.88","49.63","28.37","49.87"
"Chris Phillips","14-15","OTT","D","36","592.8","--","2","2","2","0.2","0.2","-1.6","-0.16","473","594","-121","44.33","-5.79","17","20","-3","45.95","-3.01","19.56","25.16","-5.6","43.74","-6.13","6","3","-3","63","6.38","0.71","0.07","--","100.92","47.81","35.7","28.2","51.12","28.78","49.9"
"Chris Porter","14-15","STL","L","24","222.67","1","1","2","2","0.54","0.54","3.09","0.83","188","171","17","52.37","1.38","3","7","-4","30","-30","7.48","5.34","2.14","58.35","7.07","3","--","-3","44","11.86","2.68","0.72","4.17","96.53","46.28","19.62","28.15","51.01","28.15","49.81"
"Chris Stewart","14-15","BUF/ MIN","R","81","1087.85","9","16","25","22","1.38","1.21","1.82","0.1","773","1188","-415","39.42","-0.76","33","53","-20","38.37","-9.02","30.69","47.11","-16.42","39.45","-3.79","29","20","-9","181","9.98","9.54","0.53","7.63","99.15","41.91","27.79","30.22","41.73","28.76","50.26"
"Chris Summers","14-15","ARI/ NYR","D","20","252.13","--","2","2","1","0.48","0.24","-2.45","-0.58","194","267","-73","42.08","-10.27","3","15","-12","16.67","-28.23","7.14","11.52","-4.38","38.26","-13.86","3","1","-2","32","7.62","0.57","0.14","--","92.62","44.96","26.72","26.82","49.08","28.33","50.92"
"Chris Tanev","14-15","VAN","D","70","1177.08","1","8","9","4","0.46","0.2","18.75","0.96","1070","987","83","52.02","3.59","36","39","-3","48","-0.59","40.74","38.54","2.2","51.39","4.4","5","7","2","106","5.4","1.85","0.09","2.38","98.46","48.29","35.57","28","49.85","29.29","50.22"
"Chris Terry","14-15","CAR","L","57","638.72","7","8","15","14","1.41","1.32","17.98","1.69","615","572","43","51.81","0.12","21","22","-1","48.84","6.37","24.7","23.84","0.86","50.89","0.83","6","6","--","111","10.43","5.65","0.53","11.86","98.47","53.57","23.18","28.64","51.83","28.67","49.81"
"Chris Thorburn","14-15","WPG","R","81","638.5","7","7","14","9","1.32","0.85","13.39","1.26","539","560","-21","49.04","-4.18","20","26","-6","43.48","-12.03","22.19","25.09","-2.9","46.93","-7.5","21","18","-3","124","11.65","5.7","0.54","10.77","98.39","51.88","17.15","27.47","51.85","27.86","49.51"
"Christian Ehrhoff","14-15","PIT","D","49","825.65","3","8","11","8","0.8","0.58","18.27","1.33","783","740","43","51.41","-1.57","38","28","10","57.58","8.56","30.35","30.07","0.28","50.23","-1.63","13","8","-5","159","11.55","2.76","0.2","3.7","102.37","51.87","35.88","27.85","52.94","29.09","50.07"
"Christian Folin","14-15","MIN","D","40","562.57","2","7","9","7","0.96","0.75","11.7","1.25","494","477","17","50.88","-1.58","25","21","4","54.35","7.23","19.28","17","2.28","53.14","-3.34","5","3","-2","79","8.43","1.21","0.13","5.56","101.1","48.73","29.54","27.28","49.72","28.46","49.41"
"Christian Thomas","14-15","MTL","L","18","160.32","1","--","1","1","0.37","0.37","4.39","1.64","149","115","34","56.44","7.42","1","3","-2","25","-33.33","5.05","3.89","1.16","56.49","6.69","2","3","1","45","16.84","2.03","0.76","3.85","96.33","50.63","18.25","27.19","46.33","28.01","48.95"
"Chris Tierney","14-15","S.J","C","43","477.17","5","10","15","12","1.89","1.51","12.1","1.52","442","492","-50","47.32","-4.94","21","19","2","52.5","3.39","18.61","20.81","-2.2","47.21","-6.3","3","6","3","80","10.06","3.88","0.49","11.9","101.58","49.6","22.92","28.88","51.27","27.86","49.48"
"Chris Vandevelde","14-15","PHI","C","72","710.07","9","6","15","12","1.27","1.01","12.02","1.02","578","665","-87","46.5","-3.69","22","29","-7","43.14","-9.11","21.35","25.2","-3.85","45.86","-1.94","11","12","1","116","9.8","5.96","0.5","13.24","98.5","51.02","20.59","27.52","47.85","28.12","49.44"
"Chris Wagner","14-15","ANA","R","9","74.88","--","--","--","--","--","--","-0.06","-0.05","50","60","-10","45.45","-3.95","1","3","-2","25","-41.67","2.15","2.11","0.04","50.47","-1.35","1","1","--","13","10.42","0.29","0.23","--","92.17","44.44","16.48","28.06","49.67","27.55","50.02"
"Clarke Macarthur","14-15","OTT","L","62","795.82","9","14","23","19","1.73","1.43","24.73","1.86","757","743","14","50.47","0.88","33","33","--","50","1.68","32.49","31.97","0.52","50.4","1.07","13","14","1","166","12.52","8.79","0.66","9.28","101.16","48.77","27.51","31.39","50.32","29.22","49.68"
"Claude Giroux","14-15","PHI","R","81","1221.27","11","18","29","22","1.42","1.08","44.36","2.18","1246","1109","137","52.91","5.43","44","41","3","51.76","2.61","46.01","45.98","0.03","50.02","4.45","12","13","1","334","16.41","12.93","0.64","5.85","99.74","52.21","31.49","30.31","48.29","29.47","50.16"
"Clayton Stoner","14-15","ANA","D","69","1029.4","1","6","7","7","0.41","0.41","12.55","0.73","960","913","47","51.25","0.47","34","41","-7","45.33","-5.82","38.57","31.99","6.58","54.66","3.25","20","10","-10","140","8.16","1.93","0.11","1.61","98.05","51.41","31.46","27.03","51.01","28.64","50.39"
"Cody Ceci","14-15","OTT","D","81","1201.07","4","11","15","9","0.75","0.45","18.93","0.95","1095","1140","-45","48.99","-1.76","42","47","-5","47.19","-5.75","48.21","44.68","3.53","51.9","1.01","3","2","-1","199","9.94","3.89","0.19","3.88","99.97","50.46","31.46","26.98","50.91","28.73","49.88"
"Cody Eakin","14-15","DAL","C","78","1016.15","13","15","28","16","1.65","0.94","29.79","1.76","1009","1001","8","50.2","-2.82","48","49","-1","49.48","-1.37","41.86","42.06","-0.2","49.88","-2.08","10","10","--","214","12.64","11.33","0.67","11.61","99.99","44.36","27.66","29.86","52.6","29.25","50.24"
"Cody Franson","14-15","TOR/ NSH","D","78","1146.4","2","14","16","10","0.84","0.52","20.65","1.08","1073","1080","-7","49.84","1.92","52","53","-1","49.52","2.43","44.72","44.85","-0.13","49.93","4.11","5","--","-5","172","9","2.88","0.15","2.38","99.25","45.65","30.93","28.49","47.88","29.12","49.87"
"Cody Goloubef","14-15","CBJ","D","36","516.92","--","7","7","4","0.81","0.46","8.85","1.03","439","435","4","50.23","2.21","23","12","11","65.71","18.01","19.54","18.77","0.77","51","3.83","7","3","-4","64","7.43","1.2","0.14","--","104.66","49.03","30.23","26.92","47.25","28.41","49.01"
"Cody Hodgson","14-15","BUF","C","78","872","6","6","12","11","0.83","0.76","-2.97","-0.2","608","963","-355","38.7","1.27","18","41","-23","30.51","-9.59","21.75","37.13","-15.38","36.94","-4.12","3","10","7","190","13.07","7.22","0.5","5.66","97.25","43.2","23.01","29.07","37.84","28.55","50.38"
"Cody Mccormick","14-15","BUF","C","33","308.32","--","3","3","3","0.58","0.58","-4.07","-0.79","186","341","-155","35.29","-1.73","5","15","-10","25","-11.08","6.85","11.97","-5.12","36.4","0.41","12","11","-1","47","9.15","2.05","0.4","--","96.23","32.42","19.39","28.45","37.19","28.26","50.8"
"Cody Mcleod","14-15","COL","L","82","743.5","6","4","10","7","0.81","0.56","-3.29","-0.27","482","776","-294","38.31","-5.99","23","26","-3","46.94","-2.87","19.46","30.68","-11.22","38.81","-5.42","49","34","-15","109","8.8","5.89","0.48","7.79","101.33","45.27","19.05","27.45","42.84","27.64","50.03"
"Colby Robak","14-15","FLA/ ANA","D","12","155.22","--","1","1","--","0.39","--","1.85","0.72","128","130","-2","49.61","4.61","7","5","2","58.33","2.45","3.96","5.27","-1.31","42.9","1.98","1","1","--","16","6.18","0.45","0.17","--","102.21","55.1","27.45","27.61","51.4","28.46","50.97"
"Colin Fraser","14-15","STL","C","1","4.7","--","--","--","--","--","--","-0.32","-4.09","2","8","-6","20","-34.17","--","1","-1","--","-50","0.06","0.7","-0.64","7.89","-45.28","--","--","--","1","12.77","0.01","0.13","--","80","--","10.95","26.86","49.31","27.91","50.89"
"Colin Greening","14-15","OTT","C","26","251.65","--","--","--","--","--","--","2.9","0.69","233","221","12","51.32","1.38","2","9","-7","18.18","-31.82","7.88","8.15","-0.27","49.16","-1.35","9","7","-2","62","14.78","2.49","0.59","--","94.36","41.26","20.77","28.42","49.37","28.74","49.97"
"Colin Mcdonald","14-15","NYI","R","18","184.93","2","6","8","6","2.6","1.95","7.7","2.5","177","179","-2","49.72","-1.97","8","11","-3","42.11","-12.58","10.61","9.13","1.48","53.75","-0.99","--","3","3","47","15.25","3.46","1.12","7.14","96.46","44.57","21.55","28.08","51.22","28.19","48.81"
"Colin Smith","14-15","COL","C","1","6.1","--","--","--","--","--","--","--","--","4","5","-1","44.44","-2.68","--","--","--","--","--","0.11","0.15","-0.04","42.31","-9.99","--","--","--","1","9.84","0.02","0.2","--","100","85.71","11.71","24.63","43.44","25.05","44.92"
"Colin Wilson","14-15","NSH","C","77","994.25","16","17","33","30","1.99","1.81","48.49","2.93","1080","871","209","55.36","3.9","47","27","20","63.51","8.46","43.35","30.33","13.02","58.84","6.07","8","11","3","224","13.52","12.62","0.76","12.12","102.53","59.02","27.03","30.31","51.99","28.93","50.08"
"Colton Orr","14-15","TOR","R","1","6.1","--","--","--","--","--","--","-0.25","-2.46","--","5","-5","--","-46.99","--","--","--","--","--","--","0.04","-0.04","--","-48.81","--","--","--","--","--","--","--","--","--","--","13.31","26.02","46.43","27.8","46.56"
"Colton Sceviour","14-15","DAL","C","71","789.05","9","13","22","14","1.67","1.06","29.9","2.27","827","717","110","53.56","0.82","35","31","4","53.03","2.81","33.8","28.42","5.38","54.32","2.2","4","5","1","202","15.36","10.18","0.77","9.38","99.8","50.69","23.6","28.89","51.24","28.84","49.85"
"Connor Murphy","14-15","ARI","D","73","1060.23","4","3","7","5","0.4","0.28","2.05","0.12","872","1061","-189","45.11","-4.27","27","50","-23","35.06","-5.98","31.77","41.17","-9.4","43.56","-3.5","11","11","--","148","8.38","2.45","0.14","6.06","97.4","51.47","30.31","26.76","49.47","28.49","49.55"
"Conor Allen","14-15","NYR","D","4","46.02","--","--","--","--","--","--","0.1","0.13","42","34","8","55.26","8.5","1","2","-1","33.33","-23.81","2.3","1.14","1.16","66.86","18.76","2","--","-2","3","3.91","0.04","0.05","--","94.47","64.29","23.65","25.85","51.53","26.93","49.2"
"Corban Knight","14-15","CGY","C","2","12.8","--","--","--","--","--","--","0.32","1.5","11","10","1","52.38","8.72","--","--","--","--","--","0.24","0.28","-0.04","46.15","8.98","--","--","--","4","18.75","0.05","0.23","--","100","83.33","14.19","27.23","42.83","27.73","48.88"
"Corey Perry","14-15","ANA","R","67","940.12","22","15","37","31","2.36","1.98","39.95","2.55","876","850","26","50.75","0.12","50","40","10","55.56","5.56","39.87","32.66","7.21","54.97","4.23","24","23","-1","261","16.66","14.49","0.92","16.06","101.77","51.33","29.64","30.34","50.83","29.47","49.78"
"Corey Potter","14-15","CGY","D","6","54.72","--","--","--","--","--","--","0.35","0.38","49","47","2","51.04","8.73","1","2","-1","33.33","-19.61","1.83","1.36","0.47","57.37","11.32","--","--","--","5","5.48","0.09","0.1","--","91.5","70.59","17.23","24.32","45.15","26.71","49.03"
"Corey Tropp","14-15","CBJ","R","61","530.08","1","7","8","5","0.91","0.57","-4.75","-0.54","328","528","-200","38.32","-10.74","11","23","-12","32.35","-14.28","11.74","20.53","-8.79","36.38","-11.36","19","11","-8","46","5.21","3.14","0.36","4.55","98.33","47.37","18.4","27.87","47.47","27.97","49.84"
"Cory Conacher","14-15","NYI","C","15","178.15","1","2","3","1","1.01","0.34","3.62","1.22","170","173","-3","49.56","-2.13","8","9","-1","47.06","-5.44","8.88","8.33","0.55","51.6","-3.93","3","5","2","28","9.43","1.72","0.58","5.26","98.68","67.59","25.94","30.76","52.9","28.83","49.87"
"Craig Adams","14-15","PIT","R","69","492.95","1","5","6","3","0.73","0.37","4.45","0.54","351","387","-36","47.56","-5.85","10","14","-4","41.67","-12.18","12.61","15.21","-2.6","45.33","-7.54","11","6","-5","67","8.15","3.48","0.42","2.27","98.28","50.8","15.16","27.26","50.4","28.11","49.83"
"Craig Cunningham","14-15","BOS/ ARI","L","51","473.12","2","4","6","5","0.76","0.63","3.37","0.43","343","450","-107","43.25","-8.11","9","16","-7","36","-13.62","13.85","17.59","-3.74","44.05","-5.12","1","4","3","71","9","3.44","0.44","4.08","98.24","34.42","19.31","28.1","48.61","28.25","49.15"
"Craig Smith","14-15","NSH","C","82","1028.95","16","18","34","24","1.98","1.4","51.08","2.98","1141","925","216","55.23","3.51","59","40","19","59.6","4.1","46.62","36.15","10.47","56.32","2.28","16","14","-2","312","18.19","15.82","0.92","8.6","101.73","64.89","26.16","30.64","52.45","28.96","49.82"
"Curtis Glencross","14-15","CGY/ WSH","L","71","919.6","8","11","19","14","1.24","0.91","14.19","0.93","748","886","-138","45.78","-0.74","29","28","1","50.88","1.67","29.37","33.31","-3.94","46.86","-0.46","13","8","-5","151","9.85","7.71","0.5","9.52","101.5","41.22","26.68","30.82","46.08","29","50.31"
"Curtis Hamilton","14-15","EDM","L","1","7.72","--","--","--","--","--","--","-0.75","-5.83","4","17","-13","19.05","-19.69","--","--","--","--","--","0.09","0.87","-0.78","9.38","-20.96","1","--","-1","--","--","--","--","--","100","63.64","15.26","25.95","46.97","26.18","52.26"
"Curtis Lazar","14-15","OTT","C","67","799.4","6","7","13","11","0.98","0.83","18.7","1.4","738","711","27","50.93","1.23","31","33","-2","48.44","-4.82","33.09","26.72","6.37","55.33","5.33","6","8","2","158","11.86","9.11","0.68","6.74","99.54","47.95","25.19","29.32","49.65","28.32","49.59"
"Curtis Mckenzie","14-15","DAL","L","36","409.17","4","1","5","5","0.73","0.73","6.75","0.99","393","385","8","50.51","-2.96","8","16","-8","33.33","-15.91","14.94","17.39","-2.45","46.21","-5.34","13","14","1","77","11.29","4.78","0.7","9.76","96.44","54.15","23.84","28.62","52.77","28.43","49.95"
"Dainius Zubrus","14-15","N.J","C","74","940.12","4","4","8","6","0.51","0.38","3.86","0.25","661","770","-109","46.19","-1.41","24","31","-7","43.64","-7.88","25.86","35.22","-9.36","42.34","-6.86","18","11","-7","95","6.06","5.56","0.35","6.25","100.06","38.31","26.45","29.52","47.7","28.93","49.93"
"Dale Weise","14-15","MTL","R","79","891.35","10","18","28","25","1.88","1.68","24.91","1.68","756","888","-132","45.99","-3.27","41","22","19","65.08","14.04","29.31","32.74","-3.43","47.24","-2.06","14","21","7","151","10.16","8.74","0.59","11.24","105.64","46.86","23.47","29.51","48.41","28.78","49.87"
"Dalton Prout","14-15","CBJ","D","63","976.17","--","8","8","4","0.49","0.25","5.25","0.32","767","864","-97","47.03","-0.41","28","41","-13","40.58","-7.89","32.2","36.44","-4.24","46.91","-0.54","23","17","-6","121","7.44","1.52","0.09","--","98.02","44.93","32.86","27.34","47.12","28.73","49.92"
"Damien Brunner","14-15","N.J","C","17","199.33","2","1","3","3","0.9","0.9","4.54","1.37","166","149","17","52.7","0.65","4","3","1","57.14","11.9","6.1","6.8","-0.7","47.29","-3.07","2","--","-2","41","12.34","1.74","0.52","10","101.56","57.02","24.71","29.65","47.7","28.75","50.85"
"Damon Severson","14-15","N.J","D","51","899.03","4","4","8","4","0.53","0.27","9.62","0.64","754","752","2","50.07","1.73","23","32","-9","41.82","-6.67","28.92","32.49","-3.57","47.09","-1.36","9","2","-7","156","10.41","2.61","0.17","5.8","98.31","44.74","36.73","27.93","46.41","29.02","50.23"
"Dana Tyrell","14-15","CBJ","C","3","20.82","--","--","--","--","--","--","-0.92","-2.65","13","33","-20","28.26","-28.88","--","1","-1","--","-40","0.53","1.9","-1.37","21.81","-28.19","--","--","--","1","2.88","0.02","0.06","--","95","64.29","14.54","25.71","44.17","27.22","49.89"
"Dan Boyle","14-15","NYR","D","65","1051.83","6","6","12","7","0.68","0.4","24.62","1.4","1015","904","111","52.89","5.64","38","22","16","63.33","8.39","43.58","37.26","6.32","53.91","6.88","6","6","--","154","8.78","3.88","0.22","8.45","102.39","61.54","32.92","27.63","47.83","28.62","49.74"
"Dan Carcillo","14-15","CHI","L","39","317.52","4","4","8","7","1.51","1.32","10.39","1.96","293","295","-2","49.83","-3.93","11","8","3","57.89","2.52","11.05","12.7","-1.65","46.53","-4.05","13","19","6","72","13.61","3.46","0.65","9.52","101.73","41.78","16.82","28.86","52","28.25","49.1"
"Dan Cleary","14-15","DET","R","17","146.75","1","1","2","1","0.82","0.41","2.67","1.09","128","111","17","53.56","2.69","2","6","-4","25","-32.5","4.46","4.12","0.34","51.98","1.78","3","1","-2","26","10.63","0.8","0.33","6.67","93.5","61","18.49","28.07","51.52","28.26","48.93"
"Dan Girardi","14-15","NYR","D","82","1423.57","3","13","16","11","0.67","0.46","12.8","0.54","1224","1426","-202","46.19","-5.16","59","56","3","51.3","-8.4","57.15","62.61","-5.46","47.72","-3.5","10","8","-2","155","6.53","2.64","0.11","4.41","101.05","42.38","35.5","28.03","51.86","29.47","50.27"
"Dan Hamhuis","14-15","VAN","D","59","960.32","--","12","12","6","0.75","0.37","14.18","0.89","848","833","15","50.45","0.99","38","45","-7","45.78","-3.21","32.78","37.77","-4.99","46.46","-1.37","16","11","-5","138","8.62","2.45","0.15","--","98.87","46.97","34.54","26.83","49.06","29","50.09"
"Daniel Briere","14-15","COL","C","57","602.85","7","4","11","8","1.09","0.8","2.61","0.26","437","617","-180","41.46","-2.44","14","22","-8","38.89","-12.9","15.54","23.99","-8.45","39.31","-4.14","7","8","1","96","9.55","5.52","0.55","11.29","98.55","50.63","22.22","28.93","43.65","28.38","50.25"
"Daniel Paille","14-15","BOS","L","71","701.78","5","6","11","10","0.94","0.85","6.57","0.56","543","646","-103","45.67","-7.69","12","22","-10","35.29","-18.07","20.37","21.98","-1.61","48.1","-3.26","6","4","-2","106","9.06","6.85","0.59","8.33","97.75","48.12","20.2","28.06","49.49","28.13","49.17"
"Daniel Sedin","14-15","VAN","L","82","1099.13","11","23","34","27","1.86","1.47","42.9","2.34","1015","887","128","53.36","5.32","39","39","--","50","2.4","37.17","41.99","-4.82","46.96","-0.97","7","11","4","269","14.68","11.26","0.61","6.96","98.29","54.39","28.23","30.29","47.56","29.7","50.22"
"Daniel Winnik","14-15","TOR/ PIT","C","79","1021.87","9","20","29","22","1.7","1.29","33.65","1.98","942","917","25","50.67","2.57","41","23","18","64.06","23.41","37.47","37.2","0.27","50.18","3.91","8","14","6","157","9.22","8.12","0.48","9.89","103.16","47.98","27.4","30.12","47.98","29.04","50.25"
"Daniil Tarasov","14-15","S.J","C","5","35.92","--","--","--","--","--","--","0.74","1.24","30","30","--","50","-0.84","2","--","2","100","43.48","1.07","0.68","0.39","61.14","7.36","--","--","--","7","11.69","0.22","0.37","--","111.76","56","14.7","27.91","49.98","26.91","49.01"
"Danny Biega","14-15","CAR","D","10","156.4","--","2","2","--","0.77","--","3.62","1.39","150","114","36","56.82","-0.12","5","8","-3","38.46","--","6.27","5.18","1.09","54.76","3.1","--","2","2","23","8.82","0.37","0.14","--","93.64","57","29.41","26.65","51.91","28.31","49.05"
"Danny Dekeyser","14-15","DET","D","80","1293.3","2","16","18","7","0.84","0.32","27.1","1.26","1119","968","151","53.62","0.08","52","42","10","55.32","5.32","45.86","39.77","6.09","53.56","2.76","15","9","-6","159","7.38","2.62","0.12","2.86","101.13","52.27","34.6","27.88","53.48","29.13","49.65"
"Dany Heatley","14-15","ANA","L","6","63.83","--","--","--","--","--","--","-0.57","-0.54","48","64","-16","42.86","-8.81","1","4","-3","20","-17.5","1.73","2.57","-0.84","40.23","-13.86","--","--","--","12","11.28","1.19","1.12","--","93.89","59.46","21.81","29.16","50.53","28.11","50.73"
"Darnell Nurse","14-15","EDM","D","2","31.73","--","--","--","--","--","--","0.2","0.38","31","24","7","56.36","3.94","2","4","-2","33.33","4.76","1.72","2.24","-0.52","43.43","-0.98","--","--","--","3","5.67","0.04","0.08","--","82.86","78.57","33.47","27.56","48.64","28.09","51.45"
"Darren Helm","14-15","DET","C","75","908.7","8","12","20","19","1.32","1.25","38.45","2.54","917","685","232","57.24","5.07","34","33","1","50.75","-1.32","33.97","31.03","2.94","52.26","0.87","4","17","13","219","14.46","9.74","0.64","6.4","99.35","55.69","25.94","30.18","53.69","29.14","49.6"
"Dave Bolland","14-15","FLA","C","53","648.65","4","9","13","11","1.2","1.02","12.41","1.15","565","571","-6","49.74","-2.62","26","25","1","50.98","-0.2","22.64","23.71","-1.07","48.85","-4.65","14","5","-9","104","9.62","5.6","0.52","6.25","100.49","44.01","25.59","29.23","51.55","29.07","49.76"
"David Backes","14-15","STL","R","80","1087.32","15","24","39","28","2.15","1.55","42.53","2.35","1018","1017","1","50.02","-2.32","55","44","11","55.56","2.4","43.93","39.02","4.91","52.96","-0.2","21","23","2","224","12.36","11.02","0.61","11.19","101.02","42.65","28.29","30.99","53.04","29.53","49.97"
"David Booth","14-15","TOR","L","59","612.85","7","5","12","11","1.17","1.08","12.08","1.18","503","561","-58","47.27","1.52","14","23","-9","37.84","-5.98","17.79","23.71","-5.92","42.87","-0.49","9","11","2","158","15.47","6.91","0.68","7.45","97.29","43.42","22.11","28.04","46.34","28.2","50.03"
"David Clarkson","14-15","TOR/ CBJ","R","61","706.63","8","5","13","9","1.1","0.76","6.86","0.58","593","704","-111","45.72","-1.03","24","28","-4","46.15","1.07","25.03","30.14","-5.11","45.37","1.3","31","17","-14","134","11.38","7.39","0.63","10.81","99.91","42.19","24.59","29.55","46.91","28.58","50.06"
"David Desharnais","14-15","MTL","C","82","1136.98","8","23","31","19","1.64","1","33.7","1.78","1130","1087","43","50.97","3.52","53","31","22","63.1","12.28","46.3","40.86","5.44","53.12","6.12","7","9","2","137","7.23","8.44","0.45","11.27","104.07","59.58","28.91","30.3","49.16","29.17","49.77"
"David Jones","14-15","CGY","R","67","871.32","11","14","25","20","1.72","1.38","16.77","1.15","755","964","-209","43.92","-1.04","33","35","-2","48.53","-2.28","34.55","32.07","2.48","51.86","5.84","10","11","1","188","12.95","10.99","0.76","10.48","100.24","35.59","26.52","31.05","44.52","29.32","50.44"
"David Krejci","14-15","BOS","C","47","673.88","5","14","19","11","1.69","0.98","20.14","1.79","649","613","36","51.43","-0.82","28","22","6","56","6.89","23","24.78","-1.78","48.14","-6.12","8","6","-2","91","8.1","5.3","0.47","9.8","102.33","52.5","29.3","29.68","52.08","29.32","49.33"
"David Legwand","14-15","OTT","C","80","763.07","3","7","10","6","0.79","0.47","10.37","0.82","652","668","-16","49.39","-1.16","22","21","1","51.16","0.13","25.69","25.02","0.67","50.66","-0.5","9","6","-3","106","8.33","4.25","0.33","5.26","101.03","44.63","20.23","28.18","50.4","28.14","49.31"
"David Moss","14-15","ARI","R","60","649.45","3","4","7","5","0.65","0.46","8.79","0.81","611","623","-12","49.51","0.84","11","25","-14","30.56","-6.57","26.26","24.26","2","51.98","7.14","9","6","-3","144","13.3","8.24","0.76","3.7","95.59","40.29","22.52","28.76","48.72","28.78","50.07"
"David Musil","14-15","EDM","D","4","71.33","--","1","1","1","0.84","0.84","0.22","0.19","72","85","-13","45.86","0.3","3","5","-2","37.5","-17.05","3.84","4.72","-0.88","44.86","0.58","1","--","-1","7","5.89","0.09","0.08","--","99.04","47.5","32.97","27.2","48.26","28.71","50.82"
"David Pastrnak","14-15","BOS","R","46","534.82","7","15","22","14","2.47","1.57","28.77","3.23","585","478","107","55.03","5.34","27","14","13","65.85","20.14","22.1","17.05","5.05","56.45","6.21","3","8","5","144","16.15","6.38","0.72","9.21","103.96","69","23.84","29.89","49.53","28.36","49.86"
"David Perron","14-15","EDM/ PIT","L","81","1129.37","14","16","30","23","1.59","1.22","40.2","2.14","1115","913","202","54.98","3.98","43","54","-11","44.33","0.17","44.7","40.28","4.42","52.6","3.22","23","19","-4","241","12.8","12.67","0.67","9.72","96.73","61.16","28.97","30.5","50.53","29.04","49.91"
"David Rundblad","14-15","CHI","D","49","581.18","3","7","10","7","1.03","0.72","21.73","2.24","623","471","152","56.95","4.09","31","16","15","65.96","18.06","22.41","21.37","1.04","51.19","1.18","6","3","-3","128","13.21","1.56","0.16","5.88","104.01","68.66","24.41","27.29","52.46","27.85","49.06"
