Variable,Importance
TOI% QoT_mean,0.08306318998246673
PC1,0.07351510136860936
Round_X2_x_VegasOpeningOdds,0.04849373504619828
H2H,0.043304799471560414
VegasOpeningOdds,0.03827586919052999
Q2Record,0.029979124305904496
PenaltyKillPercentage,0.028671215356712375
SRS_x_Fenwick_x_ELORating,0.028498954621313112
SOG_Last20,0.028296641986663696
Corsi_Last20,0.02740241240588081
WeightedGPS,0.027204192938764332
FaceoffWinPercentage,0.026167393893565625
Round_X3,0.02384601004920849
PPO_x_PenaltyKill,0.023650783635389017
PowerPlayOppurtunities,0.023277764992781065
SOS,0.023179225657992693
TOI% QoC_max,0.022649073752949996
TOI% QoT_sd,0.022633905263734672
Fenwick_Last20,0.022068211811672466
ZSR_max,0.021500116731708926
ZSR_mean,0.02077435992277619
SRStoSOS,0.02044425966870475
Q3Record,0.018894828598703617
WinPercent_Trail2P,0.018823037750494015
CorsiDifftoSOSlog,0.018241723961736286
Round_X3_x_VegasOpeningOdds,0.018129688091351518
PC4,0.01777726267667349
OT_Losses_Lead1P,0.016790837116379385
TakeAways,0.015362432778486916
SOG,0.015303229838556625
PenaltyMinstoPowerPlaylog,0.015115000988149843
Q1Record,0.01510329436467405
PowerPlayPercentage,0.014624278357592413
SCFtoGoalsAgainstlog,0.014399582709887747
TOI% QoC_mean,0.013811476907515234
GStoSOS,0.013494503083309867
SDRecord,0.01333821002874696
OTL,0.01316767824121059
PowerPlaytoPenaltyKill,0.012318422944686354
Ratio_of_GoalstoGoalsAgainstlog,0.012303379125079277
PC3,0.012263256758505908
Round_X4,0.01210099305710553
Round_X2,0.01186436847602787
WinPercent_Lead1P,0.011857803852564694
AverageAge,0.01169579702645305
WinPercent_Trail1P,0.011655718586916513
GiveAways,0.01165425468548886
PC5,0.011505618436371549
WinPercent_Lead2P,0.011457328926377179
Ratio_of_HitstoBlockslog,0.011033637399964859
PenaltiesDrawn,0.01076834257223589
PC2,0.010745317145045074
SDRecord_x_SOS,0.010735008393774222
CF% QoC_mean,0.010515327354934854
CA_Per60Team_log,0.010460554791288506
Round_X4_x_VegasOpeningOdds,0.00974018906633036
GoalsPercentage_Last20,0.009542438375772505
ESPNPower,0.009516613106417167
GS/60_sd,0.008714935692043516
PDO,0.008412382921997951
BlocksPercentage_Last20,0.008129331413343805
