Variable,Importance
knn_W,0.1730696731518951
TOI% QoT_mean,0.053611276356203455
PC1,0.04983419605834624
H2H,0.03422741972034389
Round_X2_x_VegasOpeningOdds,0.030909726822500354
FaceoffWinPercentage,0.02659143788509835
Q2Record,0.026081137668298445
VegasOpeningOdds,0.02493099823000078
PenaltyKillPercentage,0.023671115054070314
SOG_Last20,0.022558168442670664
Corsi_Last20,0.021820547715546874
TOI% QoC_max,0.02168747748944733
WeightedGPS,0.020892225716735307
SOS,0.02028457963160825
SRS_x_Fenwick_x_ELORating,0.01972035002326658
CorsiDifftoSOSlog,0.01969970375965803
Round_X3,0.01931867161121676
ZSR_max,0.018950802620908928
Fenwick_Last20,0.01890446487659798
SRStoSOS,0.018339355768440358
WinPercent_Trail2P,0.01831084664336985
PPO_x_PenaltyKill,0.0172706538475325
PowerPlayOppurtunities,0.016945799201918348
ZSR_mean,0.016550006675602295
PC4,0.016411264239717272
Q3Record,0.016057825297514122
TOI% QoT_sd,0.015451629389082728
SCFtoGoalsAgainstlog,0.014029063858354715
PenaltyMinstoPowerPlaylog,0.013662340942172124
TOI% QoC_mean,0.013617611849218662
Round_X3_x_VegasOpeningOdds,0.013570091910742887
Q1Record,0.013513257031382089
OT_Losses_Lead1P,0.012961052317092239
PowerPlayPercentage,0.012777367404876637
SDRecord,0.012287378686118062
SOG,0.011829830470213135
Round_X2,0.011402507674363275
Ratio_of_HitstoBlockslog,0.01126935087889107
CA_Per60Team_log,0.010717348236966174
PDO,0.010524944824953744
WinPercent_Lead2P,0.00998548013794643
TakeAways,0.0096765640849813
Round_X4,0.00961046894102895
GiveAways,0.009454056788665404
PC3,0.009329765971872338
Ratio_of_GoalstoGoalsAgainstlog,0.009216895826709696
WinPercent_Trail1P,0.009003128998272963
AverageAge,0.008858823627743474
PC5,0.008844627896917171
PC2,0.008514756772496041
SDRecord_x_SOS,0.008098540476215397
PenaltyKill_PostAllStar,0.007968924299967203
Round_X4_x_VegasOpeningOdds,0.00787958997331299
GStoSOS,0.007730503747903506
CF% QoC_mean,0.007696222376189515
OTL,0.0076553197459515825
BlocksPercentage_Last20,0.007502413343592417
H2H_x_VegasOpeningOdds,0.007449090875792246
ESPNPower,0.0074107223409967974
PowerPlaytoPenaltyKill,0.007161555676046784
GS/60_sd,0.007139440253427563
RegularSeasonWinPercentage_x_PlayerPoints,0.007110238302761442
Q4Record,0.007031212051656845
WinPercent_Lead1P,0.007003406800195431
xGDifftoSOS,0.006926354024319826
PenaltiesDrawn,0.006853288549625484
GoalsPercentage_Last20,0.0068426329395188485
RegularSeasonWinPercentage_x_Ratio_of_SRStoPoints,0.0067132699802056345
HitsPercentage_Last20,0.006646156853369411
FaceoffWinPercentage_x_ShotPercentage,0.006602089359021356
HDCA,0.006457004914304351
HitsatES,0.006454763712593173
GS/60_max,0.0064228122032826
Ratio_of_SRStoPoints,0.005903268408051292
BlocksatES,0.005664535549900852
CF% QoT_sd,0.005382161793892237
Rel CF%_max,0.005381666143435896
CF% QoC_sd,0.0052471961376620285
ixGF/60_mean,0.005193362856882966
CF% QoC_max,0.005006063736385133
OT_Losses_Lead2P,0.0049412443327666
iCF/60_max,0.00489623575383161
iCF/60_sd,0.004842920003544824
PenaltiesTaken,0.0046746263883068705
TOI% QoT_max,0.004664238986952566
CF_max,0.0046187358883522465
ZSR_sd,0.00460308702214302
ixGF/60_max.TO.Rel CF%_max,0.004501373341730805
Rel CF%_sd,0.004484493916895883
MissesPercentage_Last20,0.0042837450730056625
PenaltyMinsPG,0.0040899134465257414
AveragePenaltyDiff_PerGame,0.003978638247960932
GS_max,0.00396006476441283
SCA,0.0035779612164120347
TOI% QoC_sd,0.0035436939103238186
HighDangerSC_Percent,0.0034761932435571465
WAR.TOI_median,0.003467828327334034
Rel CF%_mean,0.0032710430134167035
xGF.60,0.0032560775080963996
ELORating_Q4,0.00324586113097324
xGA.60,0.0032375587160322606
CF% QoT_mean,0.0030294180665405403
GAR.TOI_max,0.002852795404634571
ixGF/60_max,0.002409984052233199
WAR.TOI_max,0.0023535442527480937
GAR.TOI_median,0.002278359720527888
GoalsAgainst,0.002261171450102588
SRS,0.00218185232007319
ixGF/60_sd,0.002132768168256485
CF_sd,0.0020119943530329033
RPI,0.0019309801502176746
ELORating,0.001911486213193307
GS_sd,0.0019080216842687686
P1_mean,0.001841228337209608
PlayerPoints,0.001828348558331422
WeightedGoalieSavePercntage,0.0018241739868307962
P1/60_mean,0.0018067507370653638
P1_max,0.0016560425553112247
P1/60_max,0.0016250783161875272
WAR.TOI_mean,0.0014609233600812713
PowerPlayGoals,0.0014544237463299961
iCF/60_mean,0.0013976021734053523
RegularSeasonWinPercentage_x_Points,0.0013883489427632682
RegularSeasonWinPercentage_x_PointsPercentage,0.0012796878370734907
GS_max_log,0.0012689262140454535
CA_Per60Team,0.0012495873929565405
ShotPercentage,0.0012347758338662187
RegularSeasonWinPercentage_x_PointsPercentageofMax,0.001204115467182135
GAR.TOI_mean,0.0011170240304795673
Fenwick,9.844735916881393e-4
CF_mean,9.214998113324299e-4
SCF,8.996972173016855e-4
GoalDiff,8.902167123607327e-4
CF% QoT_max,8.583683080916799e-4
P1_sd,8.002571455554664e-4
P1/60_sd,7.890568201676929e-4
RegularSeasonWinPercentage,7.453574480095791e-4
GAR.TOI_sd,7.392768143469868e-4
CF_Per60Team,6.260019843650545e-4
WAR.TOI_sd,5.110923078404531e-4
PointsPercentage,3.963834899477242e-4
GoalsFor,3.873121304457032e-4
AverageGoalDiff_PerGame,3.8419411546748613e-4
Points,3.7575075356206393e-4
PointsPercentageofMax,3.219071713863707e-4
GS_mean,1.7108606526039567e-4
GS/60_mean,4.999829189605084e-5
CF._Team,2.904306262432802e-5
