team,iCF/60_mean,P1_mean,P1/60_mean,GS_mean,GS/60_mean,CF_mean,Rel CF%_mean,ixGF/60_mean,ZSR_mean,CF% QoT_mean,CF% QoC_mean,TOI% QoT_mean,TOI% QoC_mean,iCF/60_sd,P1_sd,P1/60_sd,GS_sd,GS/60_sd,CF_sd,Rel CF%_sd,ixGF/60_sd,ZSR_sd,CF% QoT_sd,CF% QoC_sd,TOI% QoT_sd,TOI% QoC_sd,iCF/60_max,P1_max,P1/60_max,GS_max,GS/60_max,CF_max,Rel CF%_max,ixGF/60_max,ZSR_max,CF% QoT_max,CF% QoC_max,TOI% QoT_max,TOI% QoC_max,year
DAL,9.990666666666666,10.033333333333333,0.925,16.327,1.3786666666666667,541.8666666666667,-1.1276666666666668,0.4096666666666667,53.215666666666664,50.377,49.778333333333336,28.923666666666666,28.87,3.1557369032127585,9.625695974240292,0.6731744150689688,13.789058918652461,0.9738644433508129,319.28948418738076,5.035155501028765,0.2081525192361789,9.888227651705538,0.955297931501495,0.4253686703873794,1.396027574407378,0.5251272423800303,16.05,37,2.52,50.02,4.19,1011,8.32,0.9,73.08,52.2,50.46,31.27,29.71,2008
DET,11.367,9.233333333333333,0.9306666666666666,23.461666666666666,2.0086666666666666,585.9,-1.867,0.49466666666666664,60.470333333333336,57.49333333333333,49.464,28.148666666666667,28.668333333333333,3.925190221615007,9.810913463511222,1.0515798732788002,23.322462028213728,1.3336021568082732,426.02350186102524,5.169077920840827,0.2982909171670633,9.03360335304965,2.680512474590779,0.6049371583207973,2.1852621295196246,1.01013172010091,21.74,37,5.19,82.35,4.94,1256,7.77,1.33,81.97,60.8,50.89,33.08,30.19,2008
EDM,10.27625,9.125,0.74875,9.74125,0.5896875,485.25,-0.2809375,0.4471875,45.163125,46.5615625,49.875,28.565,28.8553125,4.79353378302816,9.040232654728134,0.6410412396778713,10.835446535002756,1.6229592334335134,329.67119494155617,8.140755437472736,0.28571624063271295,13.963257184828956,0.931540899574809,0.8293915375627152,1.3688657890337883,0.7511581783292837,22.64,32,1.94,36.22,2.59,1128,13.56,1.21,75,49.06,51.94,31.21,29.84,2008
FLA,9.228181818181818,7.484848484848484,0.6048484848484849,10.628787878787879,0.7548484848484849,500.90909090909093,-1.67,0.36727272727272725,50.74545454545454,48.516969696969696,49.53787878787879,28.475151515151516,28.54909090909091,3.8782361120629436,8.295786626810973,0.5109679613985182,12.775881270380077,1.0475242276796073,391.36846158993535,6.504382176655981,0.2376219782458149,6.0430001297519285,0.7777671761542975,1.4081565022569353,2.085625087971411,1.118342421947443,18.67,28,1.77,46.27,3.03,1307,16.09,0.9,68.75,49.72,52.29,31.72,30.26,2008
LAK,9.189032258064517,8.580645161290322,0.8838709677419355,7.88741935483871,0.6538709677419355,498.741935483871,-2.2706451612903225,0.44387096774193546,50.4158064516129,45.50064516129032,50.413548387096775,28.601612903225806,28.896129032258063,3.6573135448839222,8.90608104442647,0.7866709495053819,12.441660652217863,1.1316085230601463,371.2372078821424,8.622811581490836,0.2536490675369527,5.797954682008446,1.416022446818013,0.6661458718483854,1.6346805942327969,0.47963651111617733,15.83,37,3.5,37.54,2.35,1123,11.32,0.94,66.67,49.22,51.55,31.47,29.99,2008
MIN,9.668214285714285,9.035714285714286,0.8260714285714286,11.917142857142856,0.9682142857142857,527.2142857142857,-1.2539285714285715,0.38142857142857145,44.32142857142857,49.09607142857143,49.56857142857143,29.110714285714288,28.810714285714287,3.4435135518842643,8.787542288427378,0.644201137704759,11.24142532716574,0.8233223281829883,331.0906060551846,4.369121735022925,0.2040826681757553,12.42990620455232,0.7782713003389092,1.0683206422741227,1.109120200450618,0.7175004378443809,17.1,38,2.22,38.2,2.45,1050,6.27,0.9,70,50.54,51.72,30.73,30.1,2008
MTL,10.662068965517241,8.344827586206897,0.8103448275862069,8.752758620689654,0.6972413793103448,487.2413793103448,-1.7586206896551724,0.43896551724137933,49.30137931034483,46.3048275862069,50.345862068965516,28.63896551724138,29.048275862068966,5.38516771148199,7.498932600562779,0.5925820181847085,8.902681737444432,0.9908578410063391,329.4538397292028,6.255483151454256,0.32941880451557837,12.77557008069305,0.9095077973813848,0.4869476155558896,1.0485988775081394,0.639464446490282,28.71,26,1.95,29.61,1.97,1045,14.43,1.72,100,47.64,52.29,30.47,30.49,2008
NJD,9.124285714285714,7.607142857142857,0.7425,14.519285714285715,1.225,528.8214285714286,-1.4260714285714287,0.35214285714285715,57.73535714285714,51.89785714285714,49.302142857142854,28.435,29.12857142857143,4.954011041249848,7.09375983322163,1.0526426181195028,13.847461307260787,0.9144741455956878,317.94630965008196,9.827826080888412,0.29241468705649726,12.954643235118688,1.1292093502153433,0.7206496921778154,1.2300933418361506,1.0860213294601202,18.34,23,5.63,46.3,3.21,951,19.07,1.01,100,54.49,50.52,30.35,31.22,2008
NSH,10.697407407407407,10.814814814814815,0.8318518518518518,17.270370370370372,1.4607407407407407,588.2962962962963,0.5522222222222223,0.5148148148148148,50.559629629629626,49.351851851851855,49.973333333333336,28.787777777777777,28.912592592592592,3.518484805656453,11.418733046510212,0.676199999073084,16.318411848037336,0.8906563091162949,344.0140666639637,5.776955768284706,0.26617475997735557,8.702340746772359,1.2732878006805155,0.7919547384114245,1.2301855186338402,0.6390593603859238,18.73,43,2.46,52.47,3.03,1053,19.78,1.02,83.33,52.13,50.78,31.17,29.86,2008
NYI,10.157948717948718,5.512820512820513,0.686923076923077,9.098461538461539,1.0046153846153847,398.1025641025641,-0.12743589743589748,0.4128205128205128,47.58717948717949,50.12179487179487,49.95717948717949,27.99153846153846,28.955384615384617,4.153643409856979,7.239772440709195,0.92050945232619,10.265430115956518,1.1073411639785165,339.08738160196026,5.2233411962422736,0.28594210600959724,13.642230668949683,1.5940033543431515,1.5265353767306726,1.6053291816249142,0.5632090672577067,18.8,25,4.5,33.19,4.14,988,13.34,0.95,84.62,52.08,53.72,30.49,29.92,2008
NYR,10.23925925925926,9.407407407407407,0.8518518518518519,19.95259259259259,1.3944444444444444,625.8148148148148,-1.718148148148148,0.4388888888888889,59.02333333333333,52.67777777777778,48.95777777777778,28.673333333333332,28.99185185185185,4.185432544438577,8.4683086098849,0.9596274799550605,16.65490124040474,1.7781912446539891,359.8881276000424,11.41766783307514,0.28898141187670945,11.228860138054978,1.6444950904651865,1.2469018014920434,1.8009527393107154,0.5197043318970822,16.68,29,4.71,59.26,3.86,1232,20.55,0.94,100,55.01,50.39,31.59,29.73,2008
OTT,9.703448275862069,11.655172413793103,0.9206896551724137,18.4851724137931,1.2210344827586206,577.7586206896551,-2.8751724137931034,0.40758620689655173,54.30137931034483,50.65724137931034,49.843448275862066,29.18689655172414,28.842068965517242,3.923600092355114,11.625943470374983,0.715261845332996,16.440680951462543,1.422466029791689,381.25382013752744,7.784247197609898,0.25279374953300504,7.469715391469521,0.8073364343485323,1.4349571319183547,1.8715331825009067,0.7888525994413156,18.22,43,2.43,57.41,3.24,1136,7,0.84,83.33,52.09,56.03,32.83,30.02,2008
PHI,9.653428571428572,7.685714285714286,0.7474285714285714,8.632857142857143,0.6131428571428571,470.42857142857144,-1.1148571428571428,0.37942857142857145,45.29485714285714,46.65857142857143,49.92314285714286,28.919999999999998,28.828285714285716,4.57403345164929,8.834329524715528,0.675588383459593,11.83850362449693,1.227117069607056,351.2447852419504,5.400806242333351,0.2631812488531414,11.02468523531693,1.1957255805014566,0.6752244569229479,1.8435196516127388,0.6449828347660559,23.64,37,2.36,42.77,2.65,1037,10.27,0.92,71.43,49.78,52.05,33.4,29.68,2008
