team,iCF/60_mean,P1_mean,P1/60_mean,GS_mean,GS/60_mean,CF_mean,Rel CF%_mean,ixGF/60_mean,ZSR_mean,CF% QoT_mean,CF% QoC_mean,TOI% QoT_mean,TOI% QoC_mean,iCF/60_sd,P1_sd,P1/60_sd,GS_sd,GS/60_sd,CF_sd,Rel CF%_sd,ixGF/60_sd,ZSR_sd,CF% QoT_sd,CF% QoC_sd,TOI% QoT_sd,TOI% QoC_sd,iCF/60_max,P1_max,P1/60_max,GS_max,GS/60_max,CF_max,Rel CF%_max,ixGF/60_max,ZSR_max,CF% QoT_max,CF% QoC_max,TOI% QoT_max,TOI% QoC_max,year
ARI,10.213666666666667,11,0.7983333333333333,18.046,1.1406666666666667,674.6333333333333,-0.2636666666666667,0.396,49.83733333333333,50.11266666666667,49.887,28.691,28.733,4.0236083336960755,8.440460847035832,0.5267865060805048,13.886508361815027,1.2200337285708847,415.79118460520823,5.023533914338167,0.24043925320703902,8.777763808127009,0.8780775762340467,0.6744967472634437,1.308195255910297,0.848894412832321,18.1,26,1.88,43.27,2.86,1498,5.79,0.8,75,52.03,51.93,30.89,29.77,2011
ATL,10.037142857142857,9.285714285714286,0.7045714285714286,12.666571428571428,0.8922857142857142,604.5714285714286,-0.5911428571428571,0.4205714285714286,53.482,48.44171428571428,49.84685714285714,28.456285714285713,28.607714285714284,3.2672542631647246,8.508028832922978,0.502150334046681,13.554429912471452,0.7886290625632102,443.0154880916418,4.515120199968996,0.24020754331524688,11.21248379892593,1.1443274051092343,0.5826499879029964,1.3085242826632326,0.7606270080520092,17.64,29,1.66,48.1,2.5,1545,10.58,0.92,100,50.23,51.42,30.7,29.86,2011
BOS,11.643448275862069,13.379310344827585,0.8755172413793103,22.753793103448274,1.486206896551724,796.6206896551724,-1.2375862068965517,0.44448275862068964,48.91448275862069,49.90034482758621,49.936206896551724,28.930689655172415,28.77310344827586,2.698351713628775,10.359308419772072,0.6020535465441624,16.748036860180083,0.896749741300307,437.94229999861716,4.37287389577774,0.2425988194367776,3.701514734544394,1.0116269878574693,0.7521939994495311,1.3532868216586156,0.6986880739146342,17.97,34,1.91,53.32,3.02,1594,5.32,0.8,57.69,51.54,52.36,31.42,29.83,2011
BUF,11.181379310344827,11.482758620689655,0.8513793103448276,18.709655172413793,1.4458620689655173,655.5172413793103,0.5462068965517242,0.4806896551724138,55.55655172413793,49.96344827586207,49.96310344827586,28.688275862068966,28.913103448275862,4.055714420188886,9.504212185188406,0.6005754629515822,14.96931086369677,0.7970459622944289,384.43071275121076,4.129230656285488,0.2807252219632312,8.482458065182886,0.7022630554249449,0.2902843857849431,1.0848504471174067,0.4736793931423288,18.49,31,2.08,46.41,2.81,1246,10.52,1.02,90,51.02,51.14,30.53,30.09,2011
CAR,11.93,10.4375,0.7928125,15.715,1.20375,714.28125,-0.3459375,0.48875,49.0584375,49.32875,49.688125,28.7609375,28.6715625,3.637934543382479,9.455967564487791,0.5564590491555482,12.855510428882111,0.5986907759113133,444.9660541148236,2.9713403724364813,0.26754258027100003,4.8026512230393426,1.2817572363373753,0.622634555997803,1.4670957911751608,0.5962739648257604,22.9,31,1.8,47.91,2.78,1349,7.29,1,62.5,52.38,50.23,31.42,29.64,2011
CBJ,10.728235294117647,8.794117647058824,0.8202941176470588,14.544117647058824,1.223529411764706,557,-0.5591176470588235,0.4338235294117647,52.61941176470588,50.81764705882353,49.66264705882353,28.37294117647059,28.785,4.529898300141591,8.878914115167891,0.6033667425579201,14.382955004184863,1.0310009327595966,392.6949621950011,5.264491899075989,0.27256375074002187,9.750299744009885,0.9327738328088466,0.7297750123342471,1.3106730387921908,0.6355491540964611,22.81,35,2.04,53.26,3.1,1167,5.36,1,69.57,52.82,50.92,30.61,29.92,2011
CGY,11.2546875,10.1875,0.828125,18.1775,1.5740625,620.9375,0.3021875,0.43,54.1534375,51.4678125,49.0471875,28.274375,28.635625,4.120371095388093,10.875950088271859,0.6415275997884444,14.96194937273409,0.825469013798783,446.5726063496679,3.809858802205396,0.240630891214016,5.4492270001527325,1.1724849111760387,1.1124753984231626,1.7496984763279977,1.0111090605162554,19.27,40,1.97,57.52,3.03,1376,7.29,0.85,76.47,53.67,50.38,31.89,30.15,2011
CHI,10.415625,10.65625,0.736875,20.3953125,1.294375,633.28125,-5.1425,0.4190625,55.4246875,51.619375,49.76,28.658125,28.7734375,4.4364036128523106,11.041298938895936,0.6376996840964987,19.132067487618958,1.090891726095911,473.9219504527805,11.60871641372092,0.2714520022326765,17.962505569958957,0.8208726179126147,0.7305852713473474,1.7924922953899292,0.7276280925919726,19.91,41,2.07,68.67,3.47,1668,6.09,1.01,100,53.18,52.85,31.54,29.97,2011
COL,10.05638888888889,9.083333333333334,0.9086111111111111,11.119166666666667,1.101388888888889,559.1666666666666,0.3883333333333333,0.4502777777777778,48.10027777777778,48.02583333333333,49.68833333333333,28.756944444444443,28.94388888888889,3.942307629351677,9.302457432620388,1.0018758200147155,11.032788632073036,1.8292936228856642,384.8150947440305,6.355089973511672,0.3650165249575195,8.952386907926083,1.1045732854171075,0.4645581618207624,1.40078512565417,0.6304342167009191,24.83,35,5.32,39.23,9.83,1165,28.45,2.06,78.57,50.82,50.94,31.75,29.99,2011
DAL,9.772903225806452,9.483870967741936,0.6390322580645161,13.09,0.9041935483870968,578.8387096774194,0.68,0.3596774193548387,50.597096774193545,48.130322580645164,49.901935483870965,28.67258064516129,28.823870967741936,3.590843163333079,11.389676517917254,0.6235081118890097,14.982447063146926,1.1466640722651316,428.52274126928927,8.57872640120121,0.2289320695602044,8.873572446145308,1.1783080634847227,0.6793694103349992,1.7709130747384436,0.7709893099965992,15.28,36,2.01,42.38,2.5,1275,23.01,0.74,65.17,51.4,51.68,31.76,30.4,2011
DET,12.461538461538462,12.26923076923077,1.0703846153846155,23.120384615384616,2,732.1153846153846,1.0046153846153847,0.5007692307692307,52.355384615384615,53.31346153846154,49.71576923076923,28.491923076923076,28.737692307692306,3.9734203828013896,9.306160077315207,0.743190316240629,14.572112676141161,0.8903302757965719,396.253386299532,4.110279047236799,0.26774499923506434,4.495655886092023,0.9304448067787461,0.481897691025164,1.634618045246704,1.0277054351994357,19.1,28,3.6,52.01,4.89,1278,10.85,0.92,60.87,54.82,50.96,31.07,30.36,2011
EDM,9.4246875,7.78125,0.6871875,7.2240625000000005,0.511875,500.71875,-1.3515625,0.376875,49.020625,46.183125,49.7796875,28.8903125,28.715,3.53769196162167,7.661105685381233,0.5282364718204247,9.831078718541587,0.8900903814202096,346.46158232074384,5.047934812072704,0.23894171917287768,4.694334222264386,0.7663884195872348,0.358315812900008,1.584799741852009,0.7532381707902781,17.92,23,2.01,28.64,1.8,1166,7.49,0.8,58.49,47.54,50.41,31.44,29.78,2011
FLA,10.832105263157894,8.868421052631579,0.7921052631578948,14.708684210526316,1.2307894736842104,592.5,-0.38526315789473686,0.493421052631579,47.55973684210526,50.24763157894737,49.82052631578947,28.337105263157895,28.673947368421054,4.125296489193878,7.623473892937626,0.5542667807977264,11.887913728510176,1.0849072237802302,408.0087273841353,6.073589141851083,0.3100939379536769,7.68627329895142,0.770462950371228,0.8999908328915149,1.3863580675002047,0.5628332741161871,19.91,25,1.9,41.13,2.84,1257,9.21,1.42,59.76,52.5,51.31,30.89,29.7,2011
LAK,10.780344827586207,10.655172413793103,0.8993103448275862,18.413793103448274,1.4513793103448276,643.2413793103449,-0.5420689655172413,0.4327586206896552,51.75482758620689,50.57137931034483,49.62655172413793,29.04241379310345,28.81551724137931,3.445760835285895,9.842603684525777,0.5724941112266243,16.95563084174043,1.0451272107736491,434.72533653630194,4.97463162980102,0.23041726980979743,5.541658223137635,1.161205420912531,0.3723312260231761,1.8877644661882362,0.9443462826092092,17.3,39,2.1,60.62,4.24,1370,7.24,0.83,75,52.78,50.59,32.02,29.93,2011
MIN,9.329705882352942,7.235294117647059,0.655,6.265294117647059,0.4411764705882353,444.8529411764706,-1.535,0.36176470588235293,43.3235294117647,44.56,49.79911764705882,28.399117647058823,28.800588235294118,3.81015905600876,8.370434344942602,0.5706468950129132,10.98952427770499,1.1565983685343226,377.3749949443778,6.625553035807881,0.23260671175385536,9.256159908768025,1.1027129080480358,0.756516608990936,1.4772360916888794,0.7785026076773461,16.65,35,2.04,39.7,3.47,1244,15.17,0.85,70,47.07,51.03,30.75,30.03,2011
MTL,11.42375,8.625,0.6771875,15.3253125,1.235625,670.65625,-0.8540625,0.4121875,50.540625,50.1975,49.7734375,28.3796875,28.8959375,3.8005566230700065,8.3617794062454,0.5669683633149208,14.058577678798322,0.9824227376663627,404.80784843333487,5.229664677694836,0.260529663656869,4.765940950658252,1.1458170771085359,0.5565365789502766,1.5901582075378535,0.5720752227494836,20.31,27,1.87,51.2,2.97,1339,8.87,0.93,61.54,52.11,51.09,31.67,29.92,2011
NJD,9.075555555555555,6.805555555555555,0.6361111111111111,12.553055555555556,0.8927777777777778,480.55555555555554,-1.5855555555555556,0.37916666666666665,53.31861111111111,50.24861111111111,49.60944444444444,28.0325,28.54611111111111,3.870095195908859,7.3633045549029115,0.543566412174671,12.515979459291104,1.8137342869042485,380.7445671271297,5.065023167028921,0.2697445881887955,6.5269748638259575,8.65157100606681,0.36636394429929875,5.0061427266908805,0.7834512575877798,16.52,26,1.99,45.44,2.73,1308,7.08,1.03,75,53.25,50.1,32.5,29.63,2011
NSH,10.501875,9.6875,0.8190625,14.2640625,1.0321875,549.21875,-1.526875,0.4653125,47.2275,48.9721875,49.8878125,28.7753125,28.66,3.910316741151416,7.99369711387585,0.5976154733875773,12.914518426542902,1.1250340048624192,387.90077999530723,7.588944606592901,0.27137623419133616,11.895003559369764,0.8350071831833191,0.706329605847563,1.4633434636960443,0.9966395148601349,22.06,26,2.21,46.4,2.77,1341,15.26,1.17,66.67,50.83,50.96,31.02,29.69,2011
NYI,10.019166666666667,7.388888888888889,0.6169444444444444,7.644722222222222,0.23972222222222223,491.8888888888889,-2.3922222222222222,0.36916666666666664,48.316944444444445,45.746944444444445,50.07805555555556,28.644444444444446,28.81361111111111,4.680411688241598,8.858499640064105,0.5167083700527211,12.626356670781078,1.3655945562514122,387.03833533110515,6.739485826556,0.26255203565878404,10.912810773043487,1.0352110052529506,0.3509319791188234,1.4007558050555513,0.587187742076114,27.09,30,1.98,40.34,2.66,1215,9.07,1.08,100,48.93,51.2,31.56,29.73,2011
NYR,10.656875,9.75,0.8265625,14.72125,1.0659375,587.6875,-1.2540625,0.518125,53.2453125,48.6825,49.755,28.5571875,28.645625,3.8971837950317494,8.64347600328449,0.6116746414029961,12.325754769796506,1.2968942040941132,394.8831135755197,6.3366674152468825,0.3122905749871527,8.415284858757444,0.6731965154300021,0.7255253936108598,1.5619037894763703,0.8193976446146282,18.67,27,1.79,37.3,2.68,1274,11.26,0.97,67.4,50.29,52.15,31.64,29.96,2011
OTT,10.882,7.228571428571429,0.65,11.06,1.0125714285714287,530.9714285714285,0.5314285714285715,0.4674285714285714,55.650571428571425,50.097142857142856,49.749428571428574,28.350571428571428,28.514285714285712,3.6389023878410507,6.8817136814370095,0.5736313634874495,9.66089479475344,0.8120791864356682,380.7579504182712,4.894932038738183,0.3037931073952145,8.75598012213137,0.8435275072350541,0.34183710307984,1.3715447342260456,0.8570513256450376,16.4,27,1.89,36.81,2.57,1256,14.87,1.11,85,51.78,50.2,31.07,30.02,2011
PHI,10.767037037037037,12.962962962962964,0.8596296296296296,19.42888888888889,1.17,712.6666666666666,-1.2248148148148148,0.46185185185185185,47.321851851851854,49.06666666666667,49.79962962962963,29.055185185185184,28.69962962962963,4.6226048391113315,12.386349438864238,0.6703012037164365,18.48026813269792,1.1643519161384948,458.44117146293445,6.64896080392115,0.33227695858722617,8.30323247390253,1.0999125839391475,0.4661832050029056,1.7184034861785349,0.6196554966051173,22.18,39,2.1,54.78,3.03,1474,10.52,1.18,62.8,51.6,50.28,31.84,29.51,2011
PIT,10.928857142857144,9.257142857142858,0.9811428571428571,17.243714285714287,1.6177142857142857,578.0285714285715,-0.7065714285714285,0.4554285714285714,54.17257142857143,52.48057142857143,49.662285714285716,28.891714285714286,28.91,4.01938667506592,8.50378067181214,0.8048776722129213,14.56107928403545,1.186554789677899,420.28117239003967,5.194912637467965,0.3015581385477264,6.159725615956083,1.3776662766243135,0.48028842874872146,1.4324259260476422,0.6001568422455228,20.07,31,3.12,44.54,4.77,1355,7.84,1.16,75,55.28,50.62,31.66,30,2011
SJS,11.227931034482758,10.586206896551724,0.7858620689655172,22.112068965517242,1.4582758620689655,720.5172413793103,-2.189655172413793,0.4782758620689655,50.33379310344827,51.94068965517241,49.458275862068966,28.59896551724138,28.68103448275862,3.5173746087005058,9.9660754612095,0.5172973532931886,18.387787558072016,1.1807536000535457,464.11348832937523,7.161509459184575,0.29363569466647954,5.4990365479477425,1.0951677335148349,0.4673104578750709,1.6353534891523478,0.9927931191038251,17.71,33,1.79,59.29,3.27,1434,7.95,1,60.85,54.14,50.23,31.17,30.19,2011
STL,10.826666666666666,10.484848484848484,0.9230303030303031,17.5330303030303,1.3212121212121213,619.5757575757576,-1.9587878787878787,0.4578787878787879,55.736666666666665,51.02121212121212,49.75090909090909,28.58969696969697,28.723636363636363,2.5374256967774773,9.937684627596902,0.6865151347953157,16.618874902661222,1.1092614591918737,419.9085488459832,6.656573235144978,0.23918817873901055,9.1257358150818,0.8723200300626401,0.4382876027533441,1.7386497721804213,0.8989675264637561,17.16,31,2.79,52.34,3.18,1239,14.68,0.88,76.47,52.31,50.39,31.99,29.92,2011
TBL,10.836428571428572,11,0.8739285714285714,19.93357142857143,1.227142857142857,668.7857142857143,-0.18250000000000002,0.4407142857142857,49.485,50.68142857142857,49.681785714285716,28.301785714285714,28.810714285714287,4.599097507511434,11.211766306149254,0.744606977045307,16.887782174474143,2.2713707024008363,423.88768228832413,4.831948173164542,0.30734139024662815,14.568108624282319,0.8191174757954066,0.4427527825491629,1.1916376952855245,0.5417114755580896,18.41,42,2.64,60.15,2.95,1275,7.87,0.93,87.5,52.53,50.21,30.63,29.5,2011
TOR,11.408484848484848,9.030303030303031,0.7784848484848484,11.047272727272727,0.9678787878787879,576.6969696969697,-0.3248484848484848,0.46545454545454545,49.85030303030303,46.765151515151516,49.99,28.78787878787879,28.563939393939393,5.551262312085042,10.224006212356437,0.8455845655969353,15.354955892302181,1.183120232625782,474.0629892778282,6.879299165436532,0.37192985653455973,7.291077803061975,1.1638892806344416,0.3014962686336262,1.689881204359787,0.6493792198801263,35.77,33,4.22,52.26,4.26,1398,27.6,2.06,69.23,49.6,50.55,31.88,29.47,2011
VAN,11.192432432432433,9.297297297297296,0.8848648648648648,16.87891891891892,1.3297297297297297,527.4594594594595,-3.4756756756756757,0.43864864864864866,49.824864864864864,50.68648648648649,49.236486486486484,28.203513513513514,28.68918918918919,4.596484408645255,11.702005680093345,0.8271759910201214,21.07662393687795,1.7095946343545343,461.74623830475167,10.272975210213916,0.309508231466217,15.08626428643354,2.1445631725834526,0.749596988818422,1.9544496471957071,0.7619943801862553,27.18,45,3.02,72.25,6.34,1426,20.22,1.36,100,54.49,51.29,32.19,30,2011
WSH,10.1340625,9.8125,0.8503125,16.8934375,1.5159375,648.65625,-0.7875000000000001,0.4059375,49.9421875,50.91625,49.8459375,28.766875,28.8034375,5.422173031457454,9.18426951105056,0.5882038508555433,15.199994611496285,0.8819621064751391,431.07581919560425,6.836389822592888,0.2895141578241816,10.40629453879842,0.9260591146740956,0.5653366646121921,1.5475880036470488,0.6534849968660584,23.29,38,1.98,64.14,3.36,1334,13.76,0.99,64.29,52.75,52.65,31.83,29.76,2011
ANA,9.9,8.59375,0.8059375,11.23875,0.7634375,538,-2.493125,0.4253125,51.13625,47.815625,49.879374999999996,28.4996875,28.4425,4.0431016519179845,9.671572494487597,0.7255425528304608,13.131452208220315,1.047610520384057,442.0639276496469,6.0484327148817325,0.28268281980499493,6.511620258207381,1.0477685582288214,0.3421840431037644,2.120393275109368,1.0870053565467332,19.35,40,3.18,45.58,3.31,1336,9.64,1.04,65.71,50.54,50.6,33.12,30.15,2012
ARI,10.3096875,10.84375,0.8225,16.724375,0.98375,641.40625,-0.8653125,0.4325,51.3640625,48.705,50.1609375,28.4009375,28.649375,3.2218362670147616,10.103047687734882,0.5512039608453598,15.25161566005174,1.4082447322132796,406.42388958351546,5.465688271964504,0.24544889751294988,10.11108362125285,1.173483922399039,0.9751339341424488,1.4114996814758596,0.8700906052189751,16.87,40,2.11,56.62,2.99,1393,7.37,0.83,83.33,52.31,54.75,30.53,30.05,2012
BOS,10.867096774193548,12.193548387096774,0.9170967741935484,23.310645161290324,1.5512903225806451,684.3548387096774,-2.5116129032258065,0.46096774193548384,52.35387096774193,52.05225806451613,49.77548387096774,28.533225806451615,28.65774193548387,3.422698928767946,12.245868295983778,0.8137452244545467,22.90768239921328,1.3192491347618511,502.75670380991085,8.68399911591205,0.3659176122089932,9.996878071818006,2.0649305229271344,1.3341759971599885,1.6061992136651344,0.8179719215939685,18.73,39,2.99,74.47,3.97,1603,7.66,1.88,90,54.71,55.17,31.7,29.99,2012
BUF,10.305151515151515,9.484848484848484,0.9290909090909091,13.44030303030303,1.1724242424242424,557.7575757575758,-0.4036363636363635,0.4266666666666667,51.25939393939394,48.980303030303034,49.82878787878788,28.432727272727274,28.625757575757575,3.527004856471814,9.414487546201109,0.8267268428733112,11.699527363543494,1.3519962793565445,355.94144798539463,6.84790059898918,0.2484535503201085,7.183770745312807,0.793955622376358,0.7311282273640408,1.1962082613598077,0.9107518539063972,16.42,34,4.06,41.16,3.57,1213,23.89,0.93,62.88,50.77,50.91,30.45,29.85,2012
CAR,11.004827586206897,9.655172413793103,0.8141379310344827,13.204137931034483,1.0572413793103448,659.448275862069,-0.20862068965517247,0.48413793103448277,50.16551724137931,48.18896551724138,49.70103448275862,28.78551724137931,28.797241379310346,3.421527040758321,8.41883883267998,0.48643394237611187,11.743676267081355,0.625499209498896,413.5059669812082,3.0844908402915325,0.2887722439345497,6.901098559653331,0.5935567419474989,0.42202187508965316,1.3787017345700279,0.8248328685762609,18.2,32,1.6,40.09,2.39,1261,5.51,1.03,63.01,50.07,50.44,31.44,31.11,2012
CBJ,9.177894736842106,7.473684210526316,0.6263157894736842,9.258684210526315,0.7378947368421053,484.3421052631579,-0.7076315789473684,0.3726315789473684,42.891052631578944,47.78947368421053,50.27473684210526,28.322894736842105,28.83421052631579,3.4552069268770453,7.776391305446225,0.461381129035899,10.94703987412533,0.7256726903260616,357.17746942622006,4.438450200793263,0.26742702172516314,12.573206989354587,1.4005750698608728,0.7610190069086611,1.5968362435203556,0.9656131830840242,18.38,30,1.65,37.31,2.24,1221,9.18,1.07,62.5,53.41,52.28,31.99,30.87,2012
CGY,10.647837837837837,7.837837837837838,0.8275675675675676,9.216216216216216,1.0302702702702702,495.3243243243243,-0.6510810810810811,0.5029729729729729,49.374054054054056,47.59945945945946,49.630810810810814,28.334054054054054,28.487297297297296,4.305368828654608,8.789240624237724,1.0805230354000002,8.924224009636589,1.5879205243309853,370.7777152339582,6.392419461876432,0.32726870428564475,6.6179266052558,0.9122345761490961,1.0239042337444844,1.8361636629116147,1.0808012682178816,20.58,35,5.62,33.2,8.65,1267,13.06,1.32,66.67,49.62,51.19,31.77,30.11,2012
CHI,10.507741935483871,10.806451612903226,0.7745161290322581,19.60516129032258,1.3087096774193547,632.483870967742,-2.6103225806451613,0.44483870967741934,56.034193548387094,52.9141935483871,49.74516129032258,28.940322580645162,28.663548387096775,3.9248453979551177,11.568403389804805,0.6797540668490697,20.046653897174913,1.1554818387018864,461.60537771042357,6.037319760661441,0.3011519103679729,9.545753252692547,1.0435221581852765,0.5118520031398517,1.8515227676536374,0.9484708689502865,19.44,40,2.28,64.75,3.69,1436,6.66,1,75.38,54.35,50.8,31.71,30.14,2012
COL,10.62516129032258,9.935483870967742,0.812258064516129,17.099354838709676,1.3461290322580646,668.483870967742,-0.07999999999999995,0.43290322580645163,53.25064516129032,50.792258064516126,49.45258064516129,28.469677419354838,28.66741935483871,3.636752095820062,7.822767983567657,0.4725936216061276,14.238259944127975,0.649084881040761,420.3666551133459,4.780434429351931,0.25339289056571285,12.543969583159305,1.0222677720878528,0.8895690632433039,1.4133069585690807,0.7596883911268507,18.19,26,1.53,52.65,2.68,1238,12,0.91,100,52.53,50.35,31.02,29.89,2012
DAL,10.761,9.4,0.641,14.412333333333335,0.9486666666666667,612.7333333333333,0.42999999999999994,0.36833333333333335,43.46033333333333,50.16566666666667,50.13,28.341333333333335,28.603666666666665,4.138940685731072,10.797828645069153,0.5891744662866322,14.617691143536183,1.2605601746933737,410.4290382055086,8.223841287211311,0.24572318787096845,11.179140206076962,1.1842054904779664,1.2264751849549769,1.6634586597338925,1.1694870179089079,19.32,37,1.94,49.77,3,1212,30.13,0.8,53.36,52.51,52.81,31.42,29.87,2012
DET,12.205862068965518,12.310344827586206,0.9482758620689655,25.324827586206897,2.013793103448276,665.6551724137931,-0.4210344827586207,0.49,57.54689655172414,54.31896551724138,49.66241379310345,28.165172413793105,28.47310344827586,5.099820387062231,12.473123816189355,0.7304649642791972,20.425241670311774,0.9617707396594184,454.3632338513561,3.927249441700883,0.3194191156279966,9.258061006283071,1.4110820185425745,0.7500269289090025,2.1270798572718945,1.2567449549424894,29.75,41,2.49,67.78,3.57,1342,6.83,1.49,78.57,58.16,52.11,31.59,30.3,2012
EDM,9.605588235294118,7.911764705882353,0.7097058823529412,8.787058823529412,0.643235294117647,511.52941176470586,0.06411764705882357,0.39705882352941174,48.81294117647059,46.78911764705882,49.90676470588235,28.401470588235295,28.484117647058824,4.8624698744421435,9.925075824636162,0.6403904362757461,13.16556839211069,1.1288092964746022,386.1761440848587,8.267672025002714,0.3110347287611846,10.413205639638766,0.8518691308192711,0.9639901941794599,1.9343891563487539,1.0709246009366236,21.74,43,2.42,47.13,2.69,1106,40.22,1.08,63.64,48.95,53.94,31.39,29.64,2012
FLA,10.344594594594595,7.081081081081081,0.6081081081081081,11.084864864864866,1.1389189189189188,512.3783783783783,0.772162162162162,0.377027027027027,50.88675675675675,48.91972972972973,49.351351351351354,28.221621621621622,28.514054054054053,4.3500074039493795,7.551226458067657,0.44694542195911374,11.96247689458389,1.083340471216956,399.8922321042224,6.973906977335483,0.2611817679623062,14.225547451690577,0.8580646391297833,1.0337772222995365,1.812695220924898,0.9098029684725375,18.14,27,1.43,36.8,5.1,1509,21.54,0.98,100,51.1,50.37,32.17,30.1,2012
LAK,11.86037037037037,9.222222222222221,0.7959259259259259,21.42925925925926,1.651851851851852,729.1111111111111,-0.9411111111111111,0.47185185185185186,51.48555555555556,53.3537037037037,49.68037037037037,28.952222222222222,28.691111111111113,2.83736128970547,7.127052111137663,0.36135704971526067,16.48904133191448,0.7664555636526692,426.9307576116668,4.469252504470736,0.22705534799720323,4.763169059269206,1.1331615002968405,0.3472472127758941,1.8481848336914735,1.072001482968741,17.43,30,1.51,63.04,3.37,1362,8.11,0.86,65.31,55.54,50.27,32.11,30.21,2012
MIN,9.32840909090909,5.045454545454546,0.6077272727272727,3.4477272727272728,0.30113636363636365,408.40909090909093,-1.6004545454545454,0.3577272727272727,45.40863636363636,44.92068181818182,49.969545454545454,28.52409090909091,28.55409090909091,3.7616973798525914,6.250412248560539,0.5455693149164784,7.602745484404581,0.9059550168746916,349.2814097132101,6.795442711777404,0.2565138704837002,8.824978975114051,1.4229847401938378,0.8795505050360046,1.5045548181590678,0.8134889492876393,17.07,23,1.92,24.66,2.52,1136,18.96,0.85,72.73,48.93,52.04,31.92,30.18,2012
MTL,9.94,9.59375,0.75,12.0578125,0.9228125,590.8125,0.2121875,0.358125,49.5296875,47.6034375,49.8215625,28.2553125,28.720625,3.9733507432684894,9.853309170674756,0.5434121586729067,13.635280077886897,0.8300456045574612,352.9824483893891,4.815632966385155,0.2376828667811172,7.423324394129888,0.8370825271489449,0.6079214156292277,1.6156392610277188,0.8504645315090095,19.24,39,2.08,55.52,2.97,1226,18.07,0.88,75,49.8,50.92,30.92,30.01,2012
NJD,9.12,7.916666666666667,0.6947222222222222,12.053611111111111,0.9069444444444444,472.72222222222223,-0.7124999999999999,0.4263888888888889,52.881388888888885,49.47888888888889,49.882222222222225,28.163055555555555,28.560555555555556,3.980076094032087,10.15135458941318,0.9898585356680625,16.01784989187782,1.3228860645129419,375.34027313215495,5.880917991995079,0.5722045227652574,9.488302317749781,1.788015304788728,0.6470641880772441,1.8175082148675725,0.9195152276978639,22.6,34,5.65,48.41,6.33,1106,22.03,3.45,100,52.69,52.3,31.77,30.03,2012
NSH,9.143142857142857,9.571428571428571,0.7522857142857143,10.795714285714286,0.7131428571428572,525.9428571428572,-0.16800000000000007,0.4034285714285714,49.28342857142857,46.35028571428571,50.215714285714284,28.110857142857142,28.519142857142857,3.4271440446122203,8.762506068759212,0.5683209828044345,11.472658106716747,0.9965138393082021,371.53354237436446,5.452619338176728,0.2683384918689217,10.786329567847371,1.4120583343105195,0.9904968619907111,2.05095439968319,1.0973453835307745,17.76,26,1.95,43.35,2.75,1300,17.74,1.22,100,49.18,53.27,31.78,30.32,2012
NYI,9.944516129032259,8.806451612903226,0.5674193548387096,11.233870967741936,0.5787096774193549,596.483870967742,-1.8041935483870968,0.4232258064516129,48.461290322580645,47.29774193548387,49.88967741935484,28.54290322580645,28.804193548387097,3.368781024554408,11.246982869014872,0.5797296366522098,15.142447991748089,1.2670773244899298,441.91378276520123,9.076639530205567,0.27696434303322864,9.579400378567712,1.1463033620510161,0.6670006690199928,1.552529534981299,0.6461721865135144,15.48,40,1.81,54.7,3.15,1357,24.59,1.1,75,49.02,52,32.49,29.89,2012
NYR,9.591666666666667,9.9,0.742,13.029333333333334,0.9446666666666667,558.4666666666667,0.09066666666666662,0.442,50.33833333333333,47.617,49.660666666666664,28.484,28.533666666666665,4.252488993951444,10.018431290239077,0.5211684485117436,13.467643454958447,0.9245529519284119,411.18170606472614,4.182924182033865,0.3078557656010248,12.712784790376844,1.263946064977621,0.8607852603105004,2.299042679329662,0.9353313384270188,21,40,1.99,45.68,2.56,1447,9.66,1.05,100,52.23,50.86,32.01,30.07,2012
OTT,11.563870967741936,10.290322580645162,0.7735483870967742,18.488709677419354,1.4083870967741936,654.1612903225806,0.772258064516129,0.42129032258064514,56.09451612903226,52.21322580645161,49.48612903225806,28.95935483870968,28.67290322580645,4.100551733136534,11.00967316616649,0.6105437379205346,17.916286397564924,0.8789997981577075,483.26335793051766,5.029927573817486,0.2708473362798543,10.738050673100053,1.2105849470311838,0.6111228868203993,1.5237649326232945,0.6238119029984766,17.57,42,2.09,63.9,2.91,1727,14.98,0.9,100,54.68,51.61,32.01,29.76,2012
PHI,10.702903225806452,11,0.8206451612903226,17.576451612903227,1.2790322580645161,630.0645161290323,-0.9761290322580646,0.47322580645161294,51.21,49.51032258064516,49.77193548387097,28.753548387096775,28.731612903225805,3.426495968720219,10.279429296739517,0.6395672259889026,16.034885624451686,1.045365501754322,412.27708607067245,5.028068998080911,0.3115914750307331,6.382520923062716,0.8791226075694931,0.39833335582849577,1.4312641228114793,0.7839264284110407,17.83,35,1.93,55.1,3.05,1364,15.8,1.02,68.18,51.11,50.69,31.78,30.13,2012
PIT,10.57125,11.9375,1.04,22.635625,1.9375,624.84375,-0.31906249999999997,0.4290625,55.4503125,53.5403125,49.539375,28.5959375,28.7621875,4.702200411475188,13.583522988319103,0.974911079485317,21.697143997800502,1.3884384359137358,448.4332661090453,5.212065010472059,0.2862477989773107,8.08097905453533,1.4674654128473443,0.4672012586980398,1.6467874089150942,0.8180020284500442,22.11,59,3.72,83.36,5.4,1333,16.23,0.96,70.97,55.35,50.33,31.82,29.91,2012
