year,team,WAR_mean,GAR_mean,WAR_median,GAR_median,WAR_max,GAR_max,WAR_sd,GAR_sd
2009,NYI,0.1303030303030303,0.7272727272727273,0.2,1.1,3.2,17.3,0.9455437749269096,5.10087447939522
2009,NYR,0.03599999999999999,0.21999999999999997,-0.1,-0.3,2.3,12.7,0.7658764043020692,4.201686169464191
2009,OTT,0.6384615384615384,3.4615384615384612,0.6499999999999999,3.5999999999999996,2.8,15,0.8899783921318195,4.828919293015937
2009,PHI,0.4392857142857143,2.3464285714285715,0.45,2.5,2.4,13.3,0.8460537088783894,4.64562575164408
2009,PIT,0.7034482758620689,3.8310344827586205,0.4,2.3,4,21.6,1.013650671942294,5.504485407911565
2009,SJS,0.7666666666666667,4.192592592592593,0.4,2.3,3.7,20.1,1.3260699598669516,7.207844333989182
2009,STL,0.5620689655172414,3.0241379310344825,0.3,1.9,1.8,10,0.7939115608822327,4.364111362041024
2009,TBL,0.25675675675675674,1.3567567567567569,0,0,3.1,16.8,0.8077886620413304,4.357977394040379
2009,TOR,0.3,1.6558823529411764,0.15000000000000002,0.65,2.4,12.8,0.8903523306687485,4.864727167065197
2009,VAN,0.7416666666666667,4.016666666666667,0.55,3.05,2.8,15.5,1.06726658854032,5.79089740486077
2009,WSH,0.6620689655172414,3.579310344827586,0.2,1,3.5,18.8,1.17819892605604,6.446670198656536
2010,ANA,0.24838709677419354,1.3161290322580645,0,0,2.7,14.1,0.9069623173877126,4.76809513147501
2010,ARI,0.4785714285714286,2.5571428571428574,0.3,1.7,1.9,10.3,0.7440415872771383,3.9410873261283252
2010,ATL,0.3333333333333333,1.7481481481481482,0.4,2.1,2.8,14.8,0.7980746061134115,4.203512301577773
2010,BOS,0.6192307692307693,3.2884615384615383,0.6,3,2.9,15.4,1.0376971545761242,5.495913166932456
2010,BUF,0.616,3.2840000000000003,0.4,2.2,2.5,13,0.8198983676854915,4.312644200487677
2010,CAR,0.23448275862068965,1.1793103448275861,0.1,0.6,1.5,7.9,0.6136983100543352,3.2237266933013182
2010,CBJ,0.43448275862068964,2.3344827586206898,0.3,1.7,2.1,10.9,0.8256062110737459,4.35900347901321
2010,CGY,0.4774193548387097,2.509677419354839,0.3,1.3,2.9,15.3,0.7986278555202687,4.260700633988865
2010,CHI,1.028,5.444,0.5,2.6,4.1,21.7,1.3318283172641534,7.0226466995475905
2010,COL,0.48965517241379314,2.6482758620689655,0.1,0.8,2.2,11.8,0.8503548954853274,4.537826783955318
2010,DAL,0.6875,3.6125,0.55,3.15,2.7,14.2,1.1195156173056742,5.886115756222618
2010,DET,0.776,4.12,0.4,2.3,4,21.3,1.1833145538415952,6.297883242275402
2010,EDM,0.27666666666666667,1.43,0.1,0.44999999999999996,2.9,15.2,1.0321331554478388,5.457873148978897
2010,FLA,0.4785714285714286,2.5714285714285716,0.2,1.25,2.5,13.4,0.7166574381096477,3.8142867051105465
2010,LAK,0.6923076923076923,3.646153846153846,0.55,3.05,3,16,1.0244698441332774,5.4882587963200695
2010,MIN,0.7892857142857143,4.185714285714286,0.45,2.3,2.8,14.6,1.0286054153702966,5.440772976518187
2010,MTL,0.45666666666666667,2.41,0.35,1.7999999999999998,2.4,12.9,0.9679994775338192,5.134021076485088
2010,NJD,0.5375,2.853125,0.30000000000000004,1.5,4.6,24.3,1.051189802081432,5.579801382463532
2010,NSH,0.6392857142857143,3.3714285714285714,0.35,1.85,2.9,15.2,1.1039790945800745,5.805416190322373
2010,NYI,0.425,2.232142857142857,0.2,1.2,2.3,12.2,0.8338331834232658,4.376033513602165
2010,NYR,0.23461538461538461,1.2153846153846153,0.3,1.6,2.9,15.2,1.1156853705923755,5.904282669906128
2010,OTT,0.624,3.352,0.7,3.7,1.7,9.2,0.6546500337330372,3.517707586862027
2010,PHI,0.6153846153846154,3.292307692307692,0.3,1.6,3.6,19,1.0298319504432973,5.462594480788269
2010,PIT,0.5964285714285714,3.1607142857142856,0.35,2.1,4,21,1.0472122225955154,5.529137585000254
2010,SJS,0.6,3.1884615384615387,0.35,1.8,3.9,20.8,1.2204917041913885,6.465435912485836
2010,STL,0.5875,3.05,0.5,2.4,2.3,12.1,0.9763786239934303,5.169896138894526
2010,TBL,0.31785714285714284,1.7428571428571429,0.1,0.75,3.1,16.6,1.1182173549494092,5.9013136372762505
2010,TOR,0.3758620689655172,1.9413793103448276,0.1,0.5,2.3,12.3,1.0719325579844075,5.696209092857867
2010,VAN,0.8275862068965517,4.358620689655172,0.3,1.6,4.6,24.3,1.3902457520997957,7.3191293998954405
2010,WSH,0.8129032258064516,4.296774193548387,0.3,1.5,5,26.4,1.4136812312738376,7.467863767324082
2011,ANA,0.29696969696969694,1.5212121212121212,-0.1,-0.7,4.3,22.7,1.3965325024155473,7.333431903607511
2011,ARI,0.45925925925925926,2.3925925925925924,0.5,2.7,1.8,9.2,0.7953031638985995,4.140413015994895
2011,ATL,0.39,2.02,0.1,0.6,4.3,22.4,1.0758637267891737,5.653342008234507
2011,BOS,0.604,3.196,0.4,2.3,2.4,12.6,0.9453747052536011,4.930895794207513
2011,BUF,0.6814814814814815,3.551851851851852,0.5,2.7,3.1,16.4,0.89830482963834,4.684292112218515
2011,CAR,0.3233333333333333,1.6333333333333333,0.2,1,2.7,14.3,0.8865599278938375,4.652424902270252
2011,CBJ,0.3689655172413793,1.910344827586207,0.1,0.7,1.7,8.8,0.7616258212702717,3.968478012285081
2011,CGY,0.8307692307692308,4.334615384615384,0.8500000000000001,4.3,2.7,14.3,0.9934864793319458,5.2230215245730935
2011,CHI,0.888888888888889,4.711111111111111,0.7,3.9,4.9,25.6,1.1153934570825508,5.793785353113171
2011,COL,0.3225806451612903,1.7161290322580645,0.4,1.8,3.5,18.5,0.9958947994707591,5.209996594636991
2011,DAL,0.7384615384615385,3.8461538461538463,0.45,2.3,3.1,16.4,1.0511239405805284,5.520451486552943
2011,DET,0.8666666666666667,4.55,0.75,3.9499999999999997,3.2,16.6,1.1024347231653127,5.749404506026084
2011,EDM,0.010000000000000004,0.05333333333333333,-0.05,-0.35,1.3,7,0.6624666549838697,3.421608145134474
2011,FLA,0.42647058823529416,2.235294117647059,0.5,2.7,2.1,10.7,0.599145261654701,3.0973969866149904
2011,LAK,0.7428571428571429,3.8607142857142858,0.4,1.95,3.9,20.3,1.2327111257617172,6.411929812103679
2011,MIN,0.5592592592592592,2.933333333333333,0.5,2.5,2.5,13.1,0.8386157363634154,4.335985381752253
2011,MTL,0.5296296296296297,2.8074074074074074,0.6,3.3,2.5,12.8,0.8080436083123688,4.19871096756776
2011,NJD,0.4290322580645161,2.2451612903225806,0.3,1.3,3.8,19.9,0.9133066474399847,4.789908747194628
2011,NSH,0.7769230769230769,4.019230769230769,0.75,3.95,2.4,12.5,0.7757874411500574,4.019753149711483
2011,NYI,0.178125,0.953125,-0.1,-0.7,2.9,15,0.9677824252282353,5.052497585832052
2011,NYR,0.4310344827586207,2.213793103448276,0.1,0.7,2.2,11.3,0.8771314644403825,4.563654874418955
2011,OTT,0.27,1.3866666666666667,0.3,1.45,2.2,11.4,0.8221712213653426,4.266851648288906
2011,PHI,0.7136363636363636,3.690909090909091,0.4,2.1500000000000004,3.6,18.9,1.3688004670567286,7.162462272212385
2011,PIT,0.5451612903225806,2.8129032258064517,0.1,0.4,3,15.7,0.9982780874009738,5.219753629912934
2011,SJS,0.8111111111111111,4.225925925925926,0.8,4,3.4,17.7,1.2876135747765,6.704510111891534
2011,STL,0.5566666666666666,2.92,0.3,1.45,4,20.9,1.1927029093135715,6.204747903962265
2011,TBL,1.024,5.372,0.5,2.4,4.1,21.5,1.2914075008816286,6.727339741680956
2011,TOR,0.6,3.1370370370370373,0.8,4,2.6,13.5,0.9770442081172093,5.101519241902218
2011,VAN,0.6551724137931034,3.410344827586207,0.1,0.5,3.5,18.2,1.2275370832037598,6.394827420188143
2011,WSH,0.5482758620689655,2.8482758620689657,0.2,1.1,3,15.9,0.9466560280629817,4.976130215456813
2012,ANA,0.332,1.66,0.2,1,2,10.2,0.8905616205518851,4.531188217969616
2012,ARI,0.38620689655172413,1.989655172413793,0.2,1,3.3,16.8,0.9314827419346896,4.763128085886581
2012,BOS,1.0958333333333332,5.566666666666666,0.6,3.25,3.8,19.2,1.245680944099553,6.336688661154641
2012,BUF,0.4517241379310345,2.303448275862069,0.2,1.2,2.7,13.8,1.0564836181730317,5.372714315250764
2012,CAR,0.26153846153846155,1.3192307692307692,0.15000000000000002,0.9,1.6,8.3,0.674137625757188,3.393761244491926
2012,CBJ,0.4852941176470588,2.4823529411764707,0.35,1.65,3.6,18.6,0.9464870784439263,4.862688531095286
2012,CGY,0.38064516129032255,1.8903225806451613,0.2,1.1,1.8,9.3,0.6877108669776419,3.5235734549563626
2012,CHI,0.65,3.3321428571428573,0.4,2,3.5,17.6,1.2087642909645833,6.080268851964468
2012,COL,0.44482758620689655,2.2620689655172415,0.2,1,3.3,16.7,1.033574313762182,5.192261672988773
2012,DAL,0.6291666666666667,3.2041666666666666,0.35,1.9,3,15.2,1.038594018965969,5.264192342087507
2012,DET,0.9461538461538461,4.803846153846154,0.5,2.45,3.7,18.7,1.0366217320626727,5.30799252216736
2012,EDM,0.23214285714285715,1.1964285714285714,-0.1,-0.45,3,15.5,1.0346062308482646,5.287615309511053
2012,FLA,0.3548387096774194,1.835483870967742,0.1,0.6,2.3,11.6,0.8925016189256725,4.530529651677735
2012,LAK,0.5962962962962963,3.051851851851852,0.1,0.3,4.6,23.2,1.3760259058052986,7.0151687501151825
2012,MIN,0.2657894736842105,1.3394736842105264,0.1,0.5,1.9,9.5,0.6548267011468383,3.3071208572039863
2012,MTL,0.4612903225806452,2.370967741935484,0.1,0.5,3,15.5,1.0487063202997104,5.339487712529926
2012,NJD,0.6066666666666667,3.0733333333333333,0.35,1.65,2.9,15,1.1270753526604655,5.79987712909883
2012,NSH,0.7333333333333333,3.7266666666666666,0.6499999999999999,3.4000000000000004,3.2,16.4,0.9714309861845771,4.980370664320376
2012,NYI,0.21851851851851853,1.1037037037037036,0,0,3.3,16.9,1.346516027793733,6.848496830101393
2012,NYR,0.5653846153846154,2.9,0.45,2.2,2.3,11.5,0.8064451910414285,4.089009660052175
2012,OTT,0.41428571428571426,2.142857142857143,0.3,1.5,3.3,16.9,0.9845902647385812,4.995881902010493
2012,PHI,0.7928571428571429,4.082142857142857,0.8500000000000001,4.25,3.6,18.4,1.1004808953626597,5.584903830295629
2012,PIT,0.9,4.589655172413793,0.6,3,3.9,20.1,1.1931351258643879,6.119894071654824
2012,SJS,0.8730769230769231,4.415384615384616,0.45,2.3,3.5,17.8,1.3358316337945264,6.772337399019178
2012,STL,0.6730769230769231,3.419230769230769,0.25,1.35,3.3,16.8,1.1711729820338896,5.974346439956038
2012,TBL,0.4838709677419355,2.432258064516129,0.3,1.5,3.6,18.4,1.0711665834324582,5.455296331503553
2012,TOR,0.5222222222222223,2.637037037037037,0.7,3.3,2.3,11.7,0.9137131907069063,4.636323821250903
2012,VAN,0.6689655172413793,3.420689655172414,0.4,1.8,3.7,18.6,1.133295903950654,5.748190976941281
2012,WPG,0.37857142857142856,1.8785714285714286,0.1,0.5,3.3,16.9,1.1396416405094492,5.825573069432877
2012,WSH,0.8869565217391304,4.495652173913044,0.9,4.5,2.9,14.8,1.100125756376014,5.578976629916473
2013,ANA,0.35,1.8269230769230769,0.3,1.65,1.9,9.4,0.6395310782127792,3.1943146610573847
2013,ARI,0.25769230769230766,1.353846153846154,0.25,1.2,1.4,7.3,0.5185927704263351,2.654691058369055
2013,BOS,0.376,1.9000000000000001,0.2,1.1,1.8,9.1,0.7037281672161015,3.592237000347648
2013,BUF,0.12307692307692307,0.573076923076923,0.05,0.25,1.3,6.6,0.6389414322503698,3.2571837764925324
2013,CAR,0.07142857142857142,0.3392857142857143,0,0,1.3,6.5,0.47520533016802946,2.4270602986167638
2013,CBJ,0.34074074074074073,1.6962962962962962,0.3,1.7,1.2,6.1,0.5093429094727828,2.5388491459232045
2013,CGY,0.30344827586206896,1.513793103448276,0.1,0.3,2.2,11.3,0.6795391077890797,3.4741621947838053
2013,CHI,0.6391304347826087,3.256521739130435,0.6,2.9,3.4,17.5,0.959990118526219,4.872168276590519
2013,COL,0.08846153846153847,0.4807692307692307,0.1,0.65,1.6,8.2,0.7010431787426067,3.5751385126475004
2013,DAL,0.23846153846153845,1.1846153846153846,0.25,1.2,2.1,10.7,0.6940183992240685,3.533462019911045
2013,DET,0.376,1.932,0.2,0.8,3.1,15.9,0.851606325324873,4.33846362975036
2013,EDM,0.13846153846153847,0.676923076923077,0.05,0.09999999999999999,1.8,9,0.6794567966114832,3.3962694465907965
2013,FLA,0.05666666666666666,0.30666666666666664,0.1,0.45,1,4.8,0.5210621336524434,2.6301872666164408
2013,LAK,0.5666666666666667,2.870833333333333,0.25,1.2999999999999998,2.3,11.5,0.8898786759839874,4.526394012193722
2013,MIN,0.484,2.52,0.3,1.7,2,10.4,0.6731022705849883,3.4007352146263905
2013,MTL,0.5777777777777777,2.988888888888889,0.4,2.2,2.3,11.5,0.6801206529463008,3.4381718457671133
2013,NJD,0.28076923076923077,1.4384615384615385,0.15000000000000002,0.75,2.1,10.5,0.765255110806445,3.859852528071705
2013,NSH,0.4142857142857143,2.0642857142857145,0.2,1.05,1.6,8.2,0.570713838726805,2.897791532735881
2013,NYI,0.32916666666666666,1.6291666666666667,0.25,1.3,1.7,8.5,0.6209944105795273,3.1325054795977847
2013,NYR,0.3423076923076923,1.7769230769230768,0.25,1.35,2.1,10.7,0.8343491244907382,4.237197912989923
2013,OTT,0.25517241379310346,1.3379310344827586,0.2,0.8,1.6,8.3,0.477034145900144,2.4766644898075905
2013,PHI,0.35714285714285715,1.8107142857142857,0.25,1.3,2.5,12.9,0.6935835934176942,3.5559380994606427
2013,PIT,0.5961538461538461,2.9653846153846155,0.3,1.4,2.8,14.4,1.0089522364238137,5.12546133008082
2013,SJS,0.452,2.2520000000000002,0.3,1.5,2.4,12.4,0.901443287178955,4.626294413458789
2013,STL,0.5333333333333333,2.6958333333333333,0.55,2.7,2.1,10.4,0.5600207035510358,2.7635011137680223
2013,TBL,0.46,2.356,0.4,2.1,2.1,10.5,0.6898067362191627,3.4632691684784382
2013,TOR,0.512,2.66,0.1,0.5,3.4,17.2,0.9955400544428133,5.026015651918858
2013,VAN,0.3730769230769231,1.9038461538461537,0.1,0.6,2.1,10.7,0.8960168267650744,4.571606349565174
2013,WPG,0.24000000000000002,1.212,0.3,1.4,1.5,7.8,0.5377421934967226,2.7565558220358977
2013,WSH,0.4666666666666667,2.325925925925926,0.4,1.8,2.2,11.2,0.8301992346604333,4.19336404266336
2014,ANA,0.7407407407407407,3.8185185185185184,0.3,1.7,3.8,19.4,1.1649560108100678,5.928810818435491
2014,ARI,0.4928571428571429,2.492857142857143,0.5,2.55,2.2,11.1,0.7721679779966184,3.9323848735405837
2014,BOS,1.0807692307692307,5.4423076923076925,0.9,4.550000000000001,3.2,16.1,1.1596617543988352,5.875452192090279
2014,BUF,-0.09473684210526316,-0.5236842105263159,-0.1,-0.55,1.3,6.8,0.5867673089242366,3.0222091625011855
2014,CAR,0.33076923076923076,1.726923076923077,0.15000000000000002,0.8999999999999999,2.6,13.4,0.9246704194551617,4.702217152987105
2014,CBJ,0.884,4.556,0.8,4.3,2.4,12.3,0.7318242047559418,3.756558708889472
2014,CGY,0.3515151515151515,1.7303030303030302,0.1,0.3,3.4,17.1,1.0857374257046486,5.544281110324676
2014,CHI,1.0958333333333334,5.6125,0.75,3.85,3.3,16.7,1.1671143033574087,5.9993704379854655
2014,COL,0.7333333333333333,3.7083333333333335,0.3,1.45,3.5,18,1.2750674889782403,6.560217166783605
2014,DAL,0.4576923076923077,2.319230769230769,0,-0.15,4.2,21.6,1.2205484265437652,6.245639709798779
2014,DET,0.5964285714285714,3.05,0.35,1.55,2.8,14.2,1.1266081979756901,5.775587191568265
2014,EDM,0.15517241379310345,0.7655172413793104,0,-0.1,2,10,0.7380409429682997,3.766513721701216
2014,FLA,0.11875,0.61875,0.2,0.95,1.3,6.8,0.6050526503350097,3.0977033636280056
2014,LAK,0.6833333333333333,3.475,0.45,2.15,4,20.5,1.0905390237487333,5.587738906476977
2014,MIN,0.762962962962963,3.937037037037037,0.7,3.5,3,15.5,0.9190915866927216,4.7412387336375215
2014,MTL,0.4666666666666667,2.388888888888889,0.3,1.3,2.7,13.8,0.9306738666975913,4.721092876518948
2014,NJD,0.5655172413793104,2.9206896551724135,0.3,1.3,2.9,15,1.0184988470675027,5.1952849028397745
2014,NSH,0.9615384615384616,4.930769230769231,0.6,3.25,3.9,19.9,1.2374415293101888,6.306426514644833
2014,NYI,0.184375,0.93125,0.15000000000000002,0.8,2.3,11.8,0.8894033429505495,4.585562019235817
2014,NYR,0.5615384615384615,2.8653846153846154,0.30000000000000004,1.6,2.9,14.7,0.9499797568693442,4.843712816234448
2014,OTT,0.35185185185185186,1.7925925925925925,0.1,0.5,2.3,12,0.9237758512549585,4.712089682273584
2014,PHI,0.692,3.544,0.5,2.4,3.3,16.9,1.1112755433884671,5.705485664399365
2014,PIT,0.6735294117647058,3.441176470588235,0.15000000000000002,0.7,4.3,21.9,1.4769560883748447,7.517136690823207
2014,SJS,1.028,5.26,0.6,3.1,3.7,18.9,1.2762314314679244,6.4673539153711594
2014,STL,1.108,5.628,0.7,3.5,3.4,17.6,1.2883840007285612,6.602431370336235
2014,TBL,0.6103448275862069,3.127586206896552,0.4,2,3.5,17.7,1.0390053030203616,5.272089349430109
2014,TOR,0.3535714285714286,1.8285714285714285,0.2,1.15,1.9,9.8,0.869858286822307,4.428013277679008
2014,VAN,0.5035714285714286,2.5535714285714284,0.4,1.95,2.5,12.6,0.9792219673677983,5.013351222105875
2014,WPG,0.3730769230769231,1.8615384615384616,0.2,0.8,2.1,10.5,0.6925649094822476,3.5661830489280177
2014,WSH,0.5033333333333333,2.6166666666666667,0.35,1.9,2.2,11.5,0.8980758486258593,4.595281187849368
2015,ANA,0.4575757575757576,2.381818181818182,0.2,1.1,2.4,12.1,0.8849542018624124,4.504959388375115
2015,ARI,-0.015151515151515152,-0.060606060606060594,-0.1,-0.3,1.5,7.7,0.7093664480194687,3.5574692017236242
2015,BOS,0.5533333333333333,2.856666666666667,0.2,0.9500000000000001,2.1,10.7,0.8931669084985078,4.540749090056681
2015,BUF,-0.032258064516129024,-0.14516129032258066,0,-0.2,1.5,7.6,0.7133896068648574,3.6278403777525288
2015,CAR,0.4444444444444445,2.2444444444444445,0.4,2.2,1.6,8,0.6308317667561757,3.164385143014885
2015,CBJ,0.4,2.04375,0.2,0.9,4.3,21.7,1.1799398563130787,5.95347215036413
2015,CGY,0.7346153846153846,3.776923076923077,0.4,2.1,3.3,16.6,1.2451320597245283,6.302780827051355
2015,CHI,0.6148148148148148,3.1037037037037036,0.3,1.5,2.3,11.6,0.8921468073842589,4.553399531498119
2015,COL,0.38846153846153847,1.9807692307692308,0.2,0.9,4,20.5,1.219615323969627,6.191027005644168
2015,DAL,0.6892857142857143,3.4499999999999997,0.5,2.3,3.4,17.1,1.1870721172869876,6.084132367615506
2015,DET,0.7074074074074074,3.6222222222222222,0.5,2.6,3.2,16.1,1.1661659487152847,5.881217386623109
2015,EDM,0.08235294117647059,0.47647058823529415,0,0,1.8,9.3,0.571797054607449,2.8903243839685677
2015,FLA,0.6,3.051851851851852,0.6,3.3,2.5,12.9,0.8646920305474705,4.43928011925447
2015,LAK,0.78,3.972,0.8,4,2.5,13,1.0766460266339475,5.532368389758585
2015,MIN,0.9296296296296296,4.737037037037037,0.8,3.9,2.6,13.1,0.900775228009747,4.591140980037043
2015,MTL,0.4967741935483871,2.5387096774193547,0.2,1.1,2.9,15,0.9181444588472055,4.681714601820921
2015,NJD,0.24666666666666667,1.2466666666666666,0.1,0.55,1.9,9.7,0.735190959633235,3.7577261405172195
2015,NSH,1.0384615384615385,5.276923076923077,1.1,5.55,3.6,18.5,1.1419551385503455,5.8466611115957585
2015,NYI,0.6192307692307693,3.1423076923076922,0.45,2.15,2.7,14,0.941921113796365,4.861701190071071
2015,NYR,0.7115384615384616,3.646153846153846,0.75,3.75,2.5,12.8,0.9052411493417313,4.612264586446078
2015,OTT,0.7625,3.904166666666667,0.45,2.3,4,20.1,1.1339858522236854,5.750574955501457
2015,PHI,0.6,3.068,0.4,2,2.7,13.5,0.8827041784576907,4.452501169754666
2015,PIT,0.43142857142857144,2.1742857142857144,0.1,0.7,3.5,17.7,1.0194495136711625,5.174845428617558
2015,SJS,0.5241379310344827,2.682758620689655,0.3,1.4,3.9,19.7,1.0207333401648726,5.154475791936089
2015,STL,0.9517241379310345,4.862068965517241,0.6,3.3,4.1,20.6,1.3631949576677713,6.938372276854043
2015,TBL,0.948,4.924,0.5,2.7,3.3,17,1.319760079206318,6.676156578950696
2015,TOR,0.19999999999999998,1.009090909090909,0,0,2,10.1,0.8003905296791061,4.025261143420049
2015,VAN,0.536,2.7079999999999997,0.3,1.5,2.1,10.7,0.8143913882976251,4.170823260061095
2015,WPG,0.48928571428571427,2.45,0.4,1.8,3.3,16.9,0.9908243054309902,5.059241635455449
2015,WSH,0.9608695652173913,4.943478260869565,1,5.1,2.9,14.7,1.0499952945499684,5.36891948558439
2016,ANA,0.6107142857142858,3.157142857142857,0.45,2.45,2.9,14.7,1.0816103514579327,5.493931235761913
2016,ARI,0.409375,2.078125,0.1,0.35,4.8,24.4,1.1462025309409694,5.815204452345648
2016,BOS,0.7555555555555555,3.8296296296296295,0.4,2.3,3.3,16.9,1.0437850255139607,5.372208743210448
2016,BUF,0.45925925925925926,2.3296296296296295,0.4,2,2.3,11.6,0.8932478591587769,4.531582743947435
2016,CAR,0.4230769230769231,2.1999999999999997,0.4,2.2,2.5,12.6,0.9335128032577559,4.732272181521261
2016,CBJ,0.41379310344827586,2.1344827586206896,0.4,2,2.4,12.2,0.9314827419346895,4.709358150235776
2016,CGY,0.5724137931034483,2.962068965517241,0.3,1.4,3.1,15.6,1.0582656133383452,5.3350869448734946
2016,CHI,0.4088235294117647,2.0823529411764707,0.05,0.25,3.3,16.9,0.9163060382826397,4.6705051694998065
2016,COL,0.34,1.6966666666666665,0.3,1.45,2.2,11,0.7867874444591885,3.987262766336838
