year,team,blocks_at_ES,hits_at_ES,faceoff_win_percentage,give_aways,take_aways,win_percent_lead_1P,win_percent_lead_2P,win_percent_trail_1P,win_percent_trail_2P,ot_losses_lead_1P,ot_losses_lead_2P
2010,Philadelphia Flyers,15.14,21.82,49.4,0.08902439024390243,0.08231707317073171,0.786,0.882,0.28,0.1,0.024390243902439025,0.036585365853658534
2011,Atlanta Thrashers,15.46,18.1,50.8,0.08499999999999999,0.12036585365853658,0.5,0.741,0.241,0.176,0.06097560975609756,0.06097560975609756
2011,Pittsburgh Penguins,12.94,27.27,51.2,0.06853658536585366,0.06475609756097561,0.793,0.889,0.435,0,0.024390243902439025,0.012195121951219513
2011,Florida Panthers,13.49,22.72,53.7,0.06378048780487805,0.08231707317073171,0.583,0.75,0.172,0.065,0.024390243902439025,0.036585365853658534
2011,Ottawa Senators,13.45,20.01,51.5,0.10353658536585367,0.09451219512195122,0.667,0.862,0.148,0.061,0.024390243902439025,0.012195121951219513
2011,Vancouver Canucks,12.89,21.56,51.1,0.07451219512195123,0.08731707317073172,0.914,0.927,0.235,0.238,0.012195121951219513,0.036585365853658534
2011,Columbus Blue Jackets,13.33,27.71,50,0.052073170731707315,0.07609756097560975,0.773,0.826,0.222,0.081,0.012195121951219513,0.024390243902439025
2011,St Louis Blues,13.22,23.55,47.7,0.054878048780487805,0.06987804878048781,0.567,0.839,0.19,0.08,0.06097560975609756,0.012195121951219513
2011,Toronto Maple Leafs,15.89,24.6,54.9,0.1223170731707317,0.08548780487804877,0.75,0.857,0.242,0.128,0.04878048780487805,0.04878048780487805
2011,New York Islanders,16.6,21.64,44.2,0.10085365853658536,0.1278048780487805,0.722,0.704,0.146,0.139,0.012195121951219513,0.06097560975609756
2011,Los Angeles Kings,12.4,25.55,50.6,0.11621951219512194,0.06609756097560976,0.731,0.963,0.263,0.148,0.024390243902439025,0.012195121951219513
2011,Chicago Blackhawks,13.73,21.87,48.1,0.08621951219512196,0.11158536585365854,0.703,0.825,0.333,0.1,0.036585365853658534,0.036585365853658534
2011,Washington Capitals,15.05,22.57,47.3,0.09548780487804878,0.09597560975609756,0.778,0.906,0.517,0.267,0.06097560975609756,0.036585365853658534
2011,Boston Bruins,14.12,20.91,50.2,0.07670731707317073,0.062195121951219505,0.8,0.882,0.19,0.192,0.024390243902439025,0.024390243902439025
2011,Nashville Predators,12.1,20.23,51.9,0.09939024390243903,0.1048780487804878,0.694,0.795,0.4,0.273,0.08536585365853659,0.06097560975609756
2011,Dallas Stars,14.44,26.53,50.8,0.09707317073170732,0.09329268292682927,0.897,0.889,0.259,0.265,0.012195121951219513,0.036585365853658534
2011,Colorado Avalanche,14.14,20.75,51.6,0.07548780487804879,0.1002439024390244,0.714,0.944,0.108,0.111,0,0
2011,Edmonton Oilers,14.66,21.57,50.4,0.13134146341463415,0.09109756097560975,0.75,0.682,0.132,0.08,0.04878048780487805,0.06097560975609756
2011,Tampa Bay Lightning,14.95,19.71,51.9,0.09146341463414634,0.08353658536585365,0.724,0.872,0.333,0.167,0.07317073170731707,0.036585365853658534
2011,Buffalo Sabres,14.02,18.06,44.6,0.09646341463414634,0.08256097560975609,0.69,0.833,0.407,0.167,0.036585365853658534,0.036585365853658534
2011,Minnesota Wild,13.59,22.45,48.7,0.08304878048780487,0.07865853658536585,0.793,0.962,0.148,0.03,0.036585365853658534,0.012195121951219513
2011,San Jose Sharks,13.69,21.6,50.5,0.11548780487804879,0.09951219512195122,0.773,0.806,0.318,0.143,0,0.036585365853658534
2011,New York Rangers,15.63,28.04,50.8,0.06121951219512194,0.08853658536585365,0.739,1,0.364,0.222,0.024390243902439025,0
2011,Phoenix Coyotes,12.68,22.59,49,0.07585365853658536,0.06914634146341464,0.72,0.889,0.375,0.226,0.06097560975609756,0.024390243902439025
2011,Carolina Hurricanes,14.44,25.55,47.7,0.08109756097560976,0.10292682926829268,0.95,0.964,0.148,0.143,0.012195121951219513,0
2011,Montreal Canadiens,15.34,20,51.9,0.09536585365853659,0.07621951219512195,0.833,0.833,0.148,0.033,0.036585365853658534,0.06097560975609756
2011,Philadelphia Flyers,15.84,22.91,49.2,0.08792682926829268,0.08329268292682927,0.735,0.864,0.348,0.045,0.04878048780487805,0.06097560975609756
2011,Calgary Flames,14.45,19.89,50.3,0.10975609756097561,0.08426829268292683,0.731,0.833,0.241,0.139,0.012195121951219513,0.04878048780487805
2011,New Jersey Devils,10.55,18.55,47.7,0.0951219512195122,0.07536585365853658,0.76,0.917,0.138,0.103,0.024390243902439025,0.024390243902439025
