Year,Up.To.Round,Team,CF.Playoff,CA.Playoff,FenFor.Playoff,FenAga.Playoff,SCF.Playoff,SCA.Playoff,HDSV.Playoff,HDCF.Playoff,HDCA.Playoff,SavePercentage.Playoff,PDO.Playoff,xGF.Playoff,xGA.Playoff
2011,finals,Anaheim Ducks,49.91,59.21,36.9,43.53,22.21,25.81,71.67,10.19,12.31,89.4,0.978,2.16,2.58
2012,quarter-finals,Ottawa Senators,68.36,51.96,47,40.32,33.71,28.81,87.08,11.27,11.23,94,0.985,2.62,2.31
2012,quarter-finals,New York Rangers,51.96,68.36,40.32,47,28.81,33.71,89.13,11.23,11.27,95.52,1.015,2.31,2.62
2012,quarter-finals,Washington Capitals,46.9,60.67,35.06,44.32,15.43,23.52,79.91,5.66,7.53,94.53,1.018,1.38,1.94
2012,quarter-finals,Boston Bruins,60.67,46.9,44.32,35.06,23.52,15.43,78.06,7.53,5.66,92.74,0.982,1.94,1.38
2012,quarter-finals,New Jersey Devils,50.11,40.38,37.53,32.16,20.89,16.87,87.36,8.76,6.66,95.68,1.036,2.09,1.59
2012,quarter-finals,Florida Panthers,40.38,50.11,32.16,37.53,16.87,20.89,83.52,6.66,8.76,92.07,0.964,1.59,2.09
2012,quarter-finals,Philadelphia Flyers,45.87,59.53,32.22,40.45,21.53,27.3,67.45,9.83,10.24,87.96,0.997,1.74,2.41
2012,quarter-finals,Pittsburgh Penguins,59.53,45.87,40.45,32.22,27.3,21.53,77.34,10.24,9.83,88.22,1.003,2.41,1.74
2012,quarter-finals,Los Angeles Kings,58.67,68.47,44.67,48.22,29.37,28.86,93.88,12.5,11.48,96.27,1.016,2.69,2.04
2012,quarter-finals,Vancouver Canucks,68.47,58.67,48.22,44.67,28.86,29.37,87.49,11.48,12.5,94.67,0.984,2.04,2.69
2012,quarter-finals,San Jose Sharks,53.21,50.76,35.2,37.27,27.21,21.48,79.59,8.58,6.6,94.16,0.973,1.93,1.83
2012,quarter-finals,St Louis Blues,50.76,53.21,37.27,35.2,21.48,27.21,96.43,6.6,8.58,96.91,1.027,1.83,1.93
2012,quarter-finals,Chicago Blackhawks,67.41,42.61,47.35,32.49,29.27,19.03,74.72,11.57,6.18,90.76,0.946,2.49,1.53
2012,quarter-finals,Phoenix Coyotes,42.61,67.41,32.49,47.35,19.03,29.27,100,6.18,11.57,96.16,1.054,1.53,2.49
2012,quarter-finals,Detroit Red Wings,55.52,44.04,42.93,31.84,20.39,19.22,71.89,7.9,8.6,86.99,0.906,2,1.56
2012,quarter-finals,Nashville Predators,44.04,55.52,31.84,42.93,19.22,20.39,91.06,8.6,7.9,96.36,1.094,1.56,2
2012,semi-finals,Ottawa Senators,68.36,51.96,47,40.32,33.71,28.81,87.08,11.27,11.23,94,0.985,2.62,2.31
2012,semi-finals,New York Rangers,55.61,56.37,39.39,39,28.57,25.66,87.34,10.38,9.95,94.58,1.001,2.22,2.17
2012,semi-finals,Washington Capitals,46.88,59.55,33.82,41.39,17.42,26.03,81.91,7.34,8.66,94.73,1.016,1.6,2.05
2012,semi-finals,Boston Bruins,60.67,46.9,44.32,35.06,23.52,15.43,78.06,7.53,5.66,92.74,0.982,1.94,1.38
2012,semi-finals,New Jersey Devils,52.88,41.07,39.35,31.56,22.52,16.68,85.22,10.03,6.51,94.65,1.028,2.23,1.61
2012,semi-finals,Florida Panthers,40.38,50.11,32.16,37.53,16.87,20.89,83.52,6.66,8.76,92.07,0.964,1.59,2.09
2012,semi-finals,Philadelphia Flyers,43.98,58.15,31.49,41.14,19.02,26.05,74.62,8.11,11,89.82,0.992,1.69,2.41
2012,semi-finals,Pittsburgh Penguins,59.53,45.87,40.45,32.22,27.3,21.53,77.34,10.24,9.83,88.22,1.003,2.41,1.74
2012,semi-finals,Los Angeles Kings,55.93,57.59,41.47,42.95,26.71,23.66,87.26,10.91,9.15,94.51,1.038,2.44,1.9
2012,semi-finals,Vancouver Canucks,68.47,58.67,48.22,44.67,28.86,29.37,87.49,11.48,12.5,94.67,0.984,2.04,2.69
2012,semi-finals,San Jose Sharks,53.21,50.76,35.2,37.27,27.21,21.48,79.59,8.58,6.6,94.16,0.973,1.93,1.83
2012,semi-finals,St Louis Blues,47.81,52.86,36.78,36.03,19.64,25.63,89.96,6.4,8.68,91.83,0.988,1.79,2.01
2012,semi-finals,Chicago Blackhawks,67.41,42.61,47.35,32.49,29.27,19.03,74.72,11.57,6.18,90.76,0.946,2.49,1.53
2012,semi-finals,Phoenix Coyotes,49.36,62.89,36.01,46.75,20.68,27.13,94.85,6.83,11.68,95.75,1.047,1.64,2.47
2012,semi-finals,Detroit Red Wings,55.52,44.04,42.93,31.84,20.39,19.22,71.89,7.9,8.6,86.99,0.906,2,1.56
2012,semi-finals,Nashville Predators,51.16,56.77,39.49,41.59,22.04,21.66,81.54,10.33,7.76,93.74,1.019,2.04,1.88
2012,finals,Ottawa Senators,68.36,51.96,47,40.32,33.71,28.81,87.08,11.27,11.23,94,0.985,2.62,2.31
2012,finals,New York Rangers,52.43,55.67,37.63,38.57,26.82,25.67,83.43,9.82,9.84,93.7,0.995,2.11,2.19
2012,finals,Washington Capitals,46.88,59.55,33.82,41.39,17.42,26.03,81.91,7.34,8.66,94.73,1.016,1.6,2.05
2012,finals,Boston Bruins,60.67,46.9,44.32,35.06,23.52,15.43,78.06,7.53,5.66,92.74,0.982,1.94,1.38
2012,finals,New Jersey Devils,53.23,42.2,38.77,32.12,23.53,18.54,84.68,9.88,7.12,94.21,1.024,2.24,1.69
2012,finals,Florida Panthers,40.38,50.11,32.16,37.53,16.87,20.89,83.52,6.66,8.76,92.07,0.964,1.59,2.09
2012,finals,Philadelphia Flyers,43.98,58.15,31.49,41.14,19.02,26.05,74.62,8.11,11,89.82,0.992,1.69,2.41
2012,finals,Pittsburgh Penguins,59.53,45.87,40.45,32.22,27.3,21.53,77.34,10.24,9.83,88.22,1.003,2.41,1.74
2012,finals,Los Angeles Kings,62,55.25,46.65,41.4,27.68,22.65,87.88,12.66,8.84,94.47,1.023,2.63,1.92
2012,finals,Vancouver Canucks,68.47,58.67,48.22,44.67,28.86,29.37,87.49,11.48,12.5,94.67,0.984,2.04,2.69
2012,finals,San Jose Sharks,53.21,50.76,35.2,37.27,27.21,21.48,79.59,8.58,6.6,94.16,0.973,1.93,1.83
2012,finals,St Louis Blues,47.81,52.86,36.78,36.03,19.64,25.63,89.96,6.4,8.68,91.83,0.988,1.79,2.01
2012,finals,Chicago Blackhawks,67.41,42.61,47.35,32.49,29.27,19.03,74.72,11.57,6.18,90.76,0.946,2.49,1.53
2012,finals,Phoenix Coyotes,49.96,65.53,36.85,49.19,20.77,27.76,91.73,7.27,12.79,95.13,1.031,1.73,2.6
2012,finals,Detroit Red Wings,55.52,44.04,42.93,31.84,20.39,19.22,71.89,7.9,8.6,86.99,0.906,2,1.56
2012,finals,Nashville Predators,51.16,56.77,39.49,41.59,22.04,21.66,81.54,10.33,7.76,93.74,1.019,2.04,1.88
2013,quarter-finals,New York Islanders,59.58,53.6,43.2,39.8,30.1,28.07,78.75,13.03,12.07,86.62,0.954,2.66,2.35
2013,quarter-finals,Pittsburgh Penguins,53.6,59.58,39.8,43.2,28.07,30.1,83.59,12.07,13.03,91.19,1.046,2.35,2.66
2013,quarter-finals,Ottawa Senators,60.67,60.53,42.52,45.79,22.7,28.8,88.36,9.09,13.94,95.33,1.05,2,2.42
2013,quarter-finals,Montreal Canadiens,60.53,60.67,45.79,42.52,28.8,22.7,73.08,13.94,9.09,90.28,0.95,2.42,2
2013,quarter-finals,New York Rangers,56.27,67.83,40.08,45.44,26.44,31.84,89.35,12.49,13.64,95.16,1.041,2.46,2.6
2013,quarter-finals,Washington Capitals,67.83,56.27,45.44,40.08,31.84,26.44,80.68,13.64,12.49,91.07,0.959,2.6,2.46
2013,quarter-finals,Toronto Maple Leafs,55.33,71.1,41.99,52.74,25.33,29.94,92.1,9.6,10.86,93.54,1.002,2.18,2.6
2013,quarter-finals,Boston Bruins,71.1,55.33,52.74,41.99,29.94,25.33,84.33,10.86,9.6,93.35,0.998,2.6,2.18
2013,quarter-finals,Minnesota Wild,40.76,62.74,30.61,45.63,16.89,23.69,77.26,6.99,7.89,91.29,0.981,1.47,2.03
2013,quarter-finals,Chicago Blackhawks,62.74,40.76,45.63,30.61,23.69,16.89,85.1,7.89,6.99,93.2,1.019,2.03,1.47
2013,quarter-finals,Detroit Red Wings,61.37,50.27,45.07,38.77,29.11,28.78,83.65,11.68,11.49,92.98,0.993,2.34,2.27
2013,quarter-finals,Anaheim Ducks,50.27,61.37,38.77,45.07,28.78,29.11,87.82,11.49,11.68,93.66,1.007,2.27,2.34
2013,quarter-finals,San Jose Sharks,50.8,59.35,40.69,41.14,27.45,19.99,94.62,12.82,7.84,94.03,1.012,2.67,1.87
2013,quarter-finals,Vancouver Canucks,59.35,50.8,41.14,40.69,19.99,27.45,86.99,7.84,12.82,92.83,0.988,1.87,2.67
2013,quarter-finals,Los Angeles Kings,50.72,51.84,39.27,41.27,22.73,24.59,91.67,7.91,9.02,95.84,1.018,1.9,2.15
2013,quarter-finals,St Louis Blues,51.84,50.72,41.27,39.27,24.59,22.73,86.67,9.02,7.91,94.06,0.982,2.15,1.9
2013,semi-finals,New York Islanders,59.58,53.6,43.2,39.8,30.1,28.07,78.75,13.03,12.07,86.62,0.954,2.66,2.35
2013,semi-finals,Pittsburgh Penguins,56.18,58.5,43.48,42.42,26.95,26.53,82.45,10.82,10.48,92.62,1.032,2.31,2.29
2013,semi-finals,Ottawa Senators,58.84,59.9,41.96,46.93,22.42,27.12,80.55,8.19,11.5,93.53,1.011,1.92,2.34
2013,semi-finals,Montreal Canadiens,60.53,60.67,45.79,42.52,28.8,22.7,73.08,13.94,9.09,90.28,0.95,2.42,2
2013,semi-finals,New York Rangers,56.04,68.08,39.51,47.86,26,30.93,86.23,11.27,13.23,94.45,1.022,2.24,2.64
2013,semi-finals,Washington Capitals,67.83,56.27,45.44,40.08,31.84,26.44,80.68,13.64,12.49,91.07,0.959,2.6,2.46
2013,semi-finals,Toronto Maple Leafs,55.33,71.1,41.99,52.74,25.33,29.94,92.1,9.6,10.86,93.54,1.002,2.18,2.6
2013,semi-finals,Boston Bruins,69.96,55.5,52.04,40.61,29.84,25.36,84.37,11.63,9.61,93.49,0.999,2.63,2.08
2013,semi-finals,Minnesota Wild,40.76,62.74,30.61,45.63,16.89,23.69,77.26,6.99,7.89,91.29,0.981,1.47,2.03
2013,semi-finals,Chicago Blackhawks,60.19,43.88,45.85,33.36,26.72,21.01,83.05,9.76,8.85,92.9,0.997,2.22,1.8
2013,semi-finals,Detroit Red Wings,54.11,54.09,40.46,42.28,26.77,28.94,85.1,11.02,11.37,93.94,1.007,2.21,2.32
2013,semi-finals,Anaheim Ducks,50.27,61.37,38.77,45.07,28.78,29.11,87.82,11.49,11.68,93.66,1.007,2.27,2.34
2013,semi-finals,San Jose Sharks,54.27,57.36,41.49,40.45,27.04,20.44,94.26,12.4,7.63,94.27,0.99,2.59,1.8
2013,semi-finals,Vancouver Canucks,59.35,50.8,41.14,40.69,19.99,27.45,86.99,7.84,12.82,92.83,0.988,1.87,2.67
2013,semi-finals,Los Angeles Kings,53.49,54.15,39.66,41.63,21.7,25.71,94.33,7.7,10.61,96.39,1.021,1.83,2.35
2013,semi-finals,St Louis Blues,51.84,50.72,41.27,39.27,24.59,22.73,86.67,9.02,7.91,94.06,0.982,2.15,1.9
2013,finals,New York Islanders,59.58,53.6,43.2,39.8,30.1,28.07,78.75,13.03,12.07,86.62,0.954,2.66,2.35
2013,finals,Pittsburgh Penguins,55.74,57.09,42.67,41.47,25.54,24.6,78.77,9.43,10.07,91.41,0.999,2.18,2.14
2013,finals,Ottawa Senators,58.84,59.9,41.96,46.93,22.42,27.12,80.55,8.19,11.5,93.53,1.011,1.92,2.34
2013,finals,Montreal Canadiens,60.53,60.67,45.79,42.52,28.8,22.7,73.08,13.94,9.09,90.28,0.95,2.42,2
2013,finals,New York Rangers,56.04,68.08,39.51,47.86,26,30.93,86.23,11.27,13.23,94.45,1.022,2.24,2.64
2013,finals,Washington Capitals,67.83,56.27,45.44,40.08,31.84,26.44,80.68,13.64,12.49,91.07,0.959,2.6,2.46
2013,finals,Toronto Maple Leafs,55.33,71.1,41.99,52.74,25.33,29.94,92.1,9.6,10.86,93.54,1.002,2.18,2.6
2013,finals,Boston Bruins,65.8,55.27,48.77,40.58,27.25,24.47,87.09,10.97,8.64,94.51,1.021,2.41,2.02
2013,finals,Minnesota Wild,40.76,62.74,30.61,45.63,16.89,23.69,77.26,6.99,7.89,91.29,0.981,1.47,2.03
2013,finals,Chicago Blackhawks,56.26,44.4,42.84,34.21,25.33,20.98,84.9,9.21,7.88,93.43,1.012,2.15,1.74
2013,finals,Detroit Red Wings,54.11,54.09,40.46,42.28,26.77,28.94,85.1,11.02,11.37,93.94,1.007,2.21,2.32
2013,finals,Anaheim Ducks,50.27,61.37,38.77,45.07,28.78,29.11,87.82,11.49,11.68,93.66,1.007,2.27,2.34
2013,finals,San Jose Sharks,54.27,57.36,41.49,40.45,27.04,20.44,94.26,12.4,7.63,94.27,0.99,2.59,1.8
2013,finals,Vancouver Canucks,59.35,50.8,41.14,40.69,19.99,27.45,86.99,7.84,12.82,92.83,0.988,1.87,2.67
2013,finals,Los Angeles Kings,51.15,52.26,38.6,40.07,21.47,24.71,89,7.13,9.84,94.4,1,1.76,2.25
2013,finals,St Louis Blues,51.84,50.72,41.27,39.27,24.59,22.73,86.67,9.02,7.91,94.06,0.982,2.15,1.9
2014,quarter-finals,Detroit Red Wings,50.37,50.94,37.61,37.76,18.58,20.85,79.03,6.79,7.53,94.89,0.985,1.68,1.69
2014,quarter-finals,Boston Bruins,50.94,50.37,37.76,37.61,20.85,18.58,85.84,7.53,6.79,96.41,1.015,1.69,1.68
2014,quarter-finals,Montreal Canadiens,62.35,50.56,48.11,35.6,31.17,23.63,80.28,10.72,8.36,92.14,1.025,2.52,1.95
2014,quarter-finals,Tampa Bay Lightning,50.56,62.35,35.6,48.11,23.63,31.17,83.23,8.36,10.72,89.62,0.975,1.95,2.52
2014,quarter-finals,Columbus Blue Jackets,50.57,62.17,37.17,47.19,19.79,25.2,83.98,8.41,7.12,92.74,0.98,1.75,2.13
2014,quarter-finals,Pittsburgh Penguins,62.17,50.57,47.19,37.17,25.2,19.79,79.83,7.12,8.41,94.76,1.02,2.13,1.75
2014,quarter-finals,Philadelphia Flyers,56.49,61.56,39.37,46.74,25.43,27.16,80.24,12.14,13.76,91.5,0.957,2.12,2.81
2014,quarter-finals,New York Rangers,61.56,56.49,46.74,39.37,27.16,25.43,88.96,13.76,12.14,95.77,1.043,2.81,2.12
2014,quarter-finals,Minnesota Wild,62.28,42.81,45.81,30.45,23.72,15.27,80.3,8.9,5.65,91.06,0.999,2.08,1.3
2014,quarter-finals,Colorado Avalanche,42.81,62.28,30.45,45.81,15.27,23.72,81.94,5.65,8.9,91.18,1.001,1.3,2.08
2014,quarter-finals,Chicago Blackhawks,55.93,53.94,39,39.29,27.56,20.54,81.11,8.85,8.9,92.91,1.03,2.1,1.9
2014,quarter-finals,St Louis Blues,53.94,55.93,39.29,39,20.54,27.56,83.55,8.9,8.85,89.94,0.97,1.9,2.1
2014,quarter-finals,Dallas Stars,62.48,55.42,44.49,38.9,28.94,24.03,82.88,10.47,11.65,91.01,1.005,2.6,2.48
2014,quarter-finals,Anaheim Ducks,55.42,62.48,38.9,44.49,24.03,28.94,78.38,11.65,10.47,90.46,0.995,2.48,2.6
2014,quarter-finals,Los Angeles Kings,62.68,56.25,46.17,45,26.1,30.18,79.37,10.68,12.99,90.25,0.999,2.46,2.78
2014,quarter-finals,San Jose Sharks,56.25,62.68,45,46.17,30.18,26.1,76.3,12.99,10.68,90.39,1.001,2.78,2.46
2014,semi-finals,Detroit Red Wings,50.37,50.94,37.61,37.76,18.58,20.85,79.03,6.79,7.53,94.89,0.985,1.68,1.69
2014,semi-finals,Boston Bruins,58.26,50.55,40.96,36.58,24.72,18.97,82.51,7.65,7.48,94.4,0.998,1.95,1.67
2014,semi-finals,Montreal Canadiens,55.04,58.53,40.45,40.34,23.7,25.97,89.02,8.98,7.97,93.66,1.022,1.98,2.07
2014,semi-finals,Tampa Bay Lightning,50.56,62.35,35.6,48.11,23.63,31.17,83.23,8.36,10.72,89.62,0.975,1.95,2.52
2014,semi-finals,Columbus Blue Jackets,50.57,62.17,37.17,47.19,19.79,25.2,83.98,8.41,7.12,92.74,0.98,1.75,2.13
2014,semi-finals,Pittsburgh Penguins,59.95,49.22,43.58,36.84,27.12,20.96,79.24,10.13,8.5,93.21,1.004,2.17,1.8
2014,semi-finals,Philadelphia Flyers,56.49,61.56,39.37,46.74,25.43,27.16,80.24,12.14,13.76,91.5,0.957,2.12,2.81
2014,semi-finals,New York Rangers,54.76,57.25,41.62,39.88,24.56,27.13,88.78,11.16,12.47,94.3,1.027,2.33,2.16
2014,semi-finals,Minnesota Wild,56.42,45.18,40.86,31.06,23.26,16.55,79.94,9.35,5.33,91.32,0.995,1.98,1.37
2014,semi-finals,Colorado Avalanche,42.81,62.28,30.45,45.81,15.27,23.72,81.94,5.65,8.9,91.18,1.001,1.3,2.08
2014,semi-finals,Chicago Blackhawks,51.95,52.05,35.46,37.44,22.88,21.62,84.76,6.96,9.36,92.81,1.022,1.78,1.89
2014,semi-finals,St Louis Blues,53.94,55.93,39.29,39,20.54,27.56,83.55,8.9,8.85,89.94,0.97,1.9,2.1
2014,semi-finals,Dallas Stars,62.48,55.42,44.49,38.9,28.94,24.03,82.88,10.47,11.65,91.01,1.005,2.6,2.48
2014,semi-finals,Anaheim Ducks,51.52,62.23,37.36,44.99,24.88,28.28,81.12,10.44,10.26,91.68,0.997,2.22,2.37
2014,semi-finals,Los Angeles Kings,62.35,52.31,45.77,40.51,26.94,27.81,81.37,10.39,11.22,91.32,0.999,2.33,2.39
2014,semi-finals,San Jose Sharks,56.25,62.68,45,46.17,30.18,26.1,76.3,12.99,10.68,90.39,1.001,2.78,2.46
2014,finals,Detroit Red Wings,50.37,50.94,37.61,37.76,18.58,20.85,79.03,6.79,7.53,94.89,0.985,1.68,1.69
2014,finals,Boston Bruins,58.26,50.55,40.96,36.58,24.72,18.97,82.51,7.65,7.48,94.4,0.998,1.95,1.67
2014,finals,Montreal Canadiens,53.32,58.59,39.17,40.66,24.16,26.02,86.49,9.95,8.75,92.61,1.015,2.07,2.16
2014,finals,Tampa Bay Lightning,50.56,62.35,35.6,48.11,23.63,31.17,83.23,8.36,10.72,89.62,0.975,1.95,2.52
2014,finals,Columbus Blue Jackets,50.57,62.17,37.17,47.19,19.79,25.2,83.98,8.41,7.12,92.74,0.98,1.75,2.13
2014,finals,Pittsburgh Penguins,59.95,49.22,43.58,36.84,27.12,20.96,79.24,10.13,8.5,93.21,1.004,2.17,1.8
2014,finals,Philadelphia Flyers,56.49,61.56,39.37,46.74,25.43,27.16,80.24,12.14,13.76,91.5,0.957,2.12,2.81
2014,finals,New York Rangers,55.92,55.02,41.54,38.87,25.02,26.55,88,10.94,12.34,93.21,1.019,2.34,2.19
2014,finals,Minnesota Wild,56.42,45.18,40.86,31.06,23.26,16.55,79.94,9.35,5.33,91.32,0.995,1.98,1.37
2014,finals,Colorado Avalanche,42.81,62.28,30.45,45.81,15.27,23.72,81.94,5.65,8.9,91.18,1.001,1.3,2.08
2014,finals,Chicago Blackhawks,51.95,53.24,35.94,38.3,23.22,22.26,80.94,7.81,9.58,91.23,1.004,1.91,2.02
2014,finals,St Louis Blues,53.94,55.93,39.29,39,20.54,27.56,83.55,8.9,8.85,89.94,0.97,1.9,2.1
2014,finals,Dallas Stars,62.48,55.42,44.49,38.9,28.94,24.03,82.88,10.47,11.65,91.01,1.005,2.6,2.48
2014,finals,Anaheim Ducks,51.52,62.23,37.36,44.99,24.88,28.28,81.12,10.44,10.26,91.68,0.997,2.22,2.37
2014,finals,Los Angeles Kings,59.81,52.18,43.62,39.16,25.66,26.36,81.76,10.23,10.52,91.25,1.008,2.3,2.3
2014,finals,San Jose Sharks,56.25,62.68,45,46.17,30.18,26.1,76.3,12.99,10.68,90.39,1.001,2.78,2.46
2015,quarter-finals,Ottawa Senators,61.52,59.78,42.61,43.54,22.72,22.25,87.5,8.55,10.14,94.69,0.994,1.91,1.95
2015,quarter-finals,Montreal Canadiens,59.78,61.52,43.54,42.61,22.25,22.72,93.58,10.14,8.55,95.27,1.006,1.95,1.91
2015,quarter-finals,Detroit Red Wings,42.5,43.46,31.58,33.52,19.86,19.13,74.45,6.31,6.96,90.4,0.957,1.46,1.73
2015,quarter-finals,Tampa Bay Lightning,43.46,42.5,33.52,31.58,19.13,19.86,84.9,6.96,6.31,94.68,1.043,1.73,1.46
2015,quarter-finals,Pittsburgh Penguins,52.43,52.03,36.2,37.72,24.8,21.54,84.01,12.92,10.56,93.67,0.994,2.23,2.23
2015,quarter-finals,New York Rangers,52.03,52.43,37.72,36.2,21.54,24.8,83.18,10.56,12.92,94.28,1.006,2.23,2.23
2015,quarter-finals,New York Islanders,62.87,61.38,44.95,42.24,26.12,27.34,85.19,10,8.61,92.67,1.004,2.16,2.16
2015,quarter-finals,Washington Capitals,61.38,62.87,42.24,44.95,27.34,26.12,84.52,8.61,10,92.27,0.996,2.16,2.16
2015,quarter-finals,Minnesota Wild,42.65,55.36,30.68,37.8,20.36,25.28,72.89,6.77,8.76,91.86,0.999,1.72,1.83
2015,quarter-finals,St Louis Blues,55.36,42.65,37.8,30.68,25.28,20.36,87.53,8.76,6.77,91.95,1.001,1.83,1.72
2015,quarter-finals,Chicago Blackhawks,61.23,55.67,41.78,41.59,24.71,23.04,78.86,8.59,8.87,92.41,1.005,1.95,2.17
2015,quarter-finals,Nashville Predators,55.67,61.23,41.59,41.78,23.04,24.71,86.74,8.87,8.59,91.93,0.995,2.17,1.95
2015,quarter-finals,Winnipeg Jets,52.17,58.21,39.28,46.56,23.24,27.27,77.91,9.1,14.13,89.96,0.973,1.96,2.6
2015,quarter-finals,Anaheim Ducks,58.21,52.17,46.56,39.28,27.27,23.24,80.38,14.13,9.1,92.61,1.027,2.6,1.96
2015,quarter-finals,Calgary Flames,51.62,62.5,36.7,40.74,26.77,28.6,90.86,10.67,11.34,93.2,1.017,2.03,2.27
2015,quarter-finals,Vancouver Canucks,62.5,51.62,40.74,36.7,28.6,26.77,86.31,11.34,10.67,91.5,0.983,2.27,2.03
2015,semi-finals,Ottawa Senators,61.52,59.78,42.61,43.54,22.72,22.25,87.5,8.55,10.14,94.69,0.994,1.91,1.95
2015,semi-finals,Montreal Canadiens,59.18,54.55,42.92,37.09,23.73,20.32,85.2,9.43,8.01,94.12,1.003,1.93,1.73
2015,semi-finals,Detroit Red Wings,42.5,43.46,31.58,33.52,19.86,19.13,74.45,6.31,6.96,90.4,0.957,1.46,1.73
2015,semi-finals,Tampa Bay Lightning,45.72,50.66,32.67,37.03,18.57,22.53,88.23,7.24,7.55,93.68,1.021,1.64,1.69
2015,semi-finals,Pittsburgh Penguins,52.43,52.03,36.2,37.72,24.8,21.54,84.01,12.92,10.56,93.67,0.994,2.23,2.23
2015,semi-finals,New York Rangers,58.13,57.34,41.3,40.89,28.07,27.64,83.29,11.26,12.74,94.28,0.999,2.39,2.59
2015,semi-finals,New York Islanders,62.87,61.38,44.95,42.24,26.12,27.34,85.19,10,8.61,92.67,1.004,2.16,2.16
2015,semi-finals,Washington Capitals,60.97,62.5,43.11,44.3,28.42,29.24,85.43,10.61,10.86,93.63,1.001,2.49,2.33
2015,semi-finals,Minnesota Wild,46.31,55.83,34.47,39.61,20.81,25.03,81.65,7.68,8.92,92.16,0.977,1.87,1.89
2015,semi-finals,St Louis Blues,55.36,42.65,37.8,30.68,25.28,20.36,87.53,8.76,6.77,91.95,1.001,1.83,1.72
2015,semi-finals,Chicago Blackhawks,59.48,54.19,41.97,41.02,24.69,22.46,81.93,8.8,8.92,94.06,1.019,1.96,2.14
2015,semi-finals,Nashville Predators,55.67,61.23,41.59,41.78,23.04,24.71,86.74,8.87,8.59,91.93,0.995,2.17,1.95
2015,semi-finals,Winnipeg Jets,52.17,58.21,39.28,46.56,23.24,27.27,77.91,9.1,14.13,89.96,0.973,1.96,2.6
2015,semi-finals,Anaheim Ducks,60.73,49.95,45.16,36.33,28.75,20.05,86.4,11.41,8.32,93.58,1.031,2.41,1.82
2015,semi-finals,Calgary Flames,50.04,62.67,35.42,42.18,22.57,29.23,86.18,9.33,10.35,92.19,0.994,1.88,2.26
2015,semi-finals,Vancouver Canucks,62.5,51.62,40.74,36.7,28.6,26.77,86.31,11.34,10.67,91.5,0.983,2.27,2.03
2015,finals,Ottawa Senators,61.52,59.78,42.61,43.54,22.72,22.25,87.5,8.55,10.14,94.69,0.994,1.91,1.95
2015,finals,Montreal Canadiens,59.18,54.55,42.92,37.09,23.73,20.32,85.2,9.43,8.01,94.12,1.003,1.93,1.73
2015,finals,Detroit Red Wings,42.5,43.46,31.58,33.52,19.86,19.13,74.45,6.31,6.96,90.4,0.957,1.46,1.73
2015,finals,Tampa Bay Lightning,48.34,50.93,35.45,37.19,21.17,22.74,82.08,8.85,8.29,92.69,1.005,1.9,1.79
2015,finals,Pittsburgh Penguins,52.43,52.03,36.2,37.72,24.8,21.54,84.01,12.92,10.56,93.67,0.994,2.23,2.23
2015,finals,New York Rangers,55.75,55.85,39.95,40.76,26.33,27.03,85.71,10.69,12.4,93.84,1.006,2.25,2.51
2015,finals,New York Islanders,62.87,61.38,44.95,42.24,26.12,27.34,85.19,10,8.61,92.67,1.004,2.16,2.16
2015,finals,Washington Capitals,60.97,62.5,43.11,44.3,28.42,29.24,85.43,10.61,10.86,93.63,1.001,2.49,2.33
2015,finals,Minnesota Wild,46.31,55.83,34.47,39.61,20.81,25.03,81.65,7.68,8.92,92.16,0.977,1.87,1.89
2015,finals,St Louis Blues,55.36,42.65,37.8,30.68,25.28,20.36,87.53,8.76,6.77,91.95,1.001,1.83,1.72
2015,finals,Chicago Blackhawks,60.38,55.78,41.29,42.33,25.42,24.09,81.84,8.84,9.84,93.35,1.011,2.04,2.2
2015,finals,Nashville Predators,55.67,61.23,41.59,41.78,23.04,24.71,86.74,8.87,8.59,91.93,0.995,2.17,1.95
2015,finals,Winnipeg Jets,52.17,58.21,39.28,46.56,23.24,27.27,77.91,9.1,14.13,89.96,0.973,1.96,2.6
2015,finals,Anaheim Ducks,59.33,55.7,44.62,38.33,27.53,23.18,80.96,11.24,8.6,92.95,1.015,2.35,1.98
2015,finals,Calgary Flames,50.04,62.67,35.42,42.18,22.57,29.23,86.18,9.33,10.35,92.19,0.994,1.88,2.26
2015,finals,Vancouver Canucks,62.5,51.62,40.74,36.7,28.6,26.77,86.31,11.34,10.67,91.5,0.983,2.27,2.03
2016,quarter-finals,New York Islanders,50.17,63.86,39.59,47.73,25.42,33.57,86.61,9.4,12.51,94.72,0.992,2.06,2.61
2016,quarter-finals,Florida Panthers,63.86,50.17,47.73,39.59,33.57,25.42,87.24,12.51,9.4,95.51,1.008,2.61,2.06
2016,quarter-finals,Detroit Red Wings,56.24,54.86,42.88,42.11,26.65,24.67,83.76,9.73,8.69,93.5,0.993,2.21,2.01
2016,quarter-finals,Tampa Bay Lightning,54.86,56.24,42.11,42.88,24.67,26.65,85.41,8.69,9.73,94.23,1.007,2.01,2.21
2016,quarter-finals,Philadelphia Flyers,53.61,63.32,37.16,42.92,21.61,28.58,94.29,9.03,12.37,95.11,0.978,1.66,2.31
2016,quarter-finals,Washington Capitals,63.32,53.61,42.92,37.16,28.58,21.61,91.99,12.37,9.03,97.31,1.022,2.31,1.66
