"player","position","season","Team","GP","TOI","rel_TM_GF60","rel_TM_GA60","rel_TM_G_diff60","rel_TM_xGF60","rel_TM_xGA60","rel_TM_xG_diff60","rel_TM_SF60","rel_TM_SA60","rel_TM_S_diff60","rel_TM_FF60","rel_TM_FA60","rel_TM_F_diff60","rel_TM_CF60","rel_TM_CA60","rel_TM_C_diff60"
"ADAM.PARDY","D","20102011","CGY",30,413.08,0.5,0.4,0.11,0.08,-0.16,0.24,2.06,-2.4,4.46,2.04,-3.82,5.87,4.5,-3.46,7.97
"ADRIAN.AUCOIN","D","20102011","ARI",75,1316.05,0.23,0.05,0.18,-0.01,0.07,-0.08,-0.26,-0.85,0.59,-0.85,-0.21,-0.64,-0.69,-0.82,0.13
"ALEC.MARTINEZ","D","20102011","L.A",60,803.52,0.3,-0.44,0.74,0.14,-0.26,0.39,2.93,-2.82,5.75,2.79,-3.98,6.77,3.09,-4.35,7.44
"ALES.HEMSKY","F","20102011","EDM",47,649.68,0.55,0.12,0.42,0.18,0.08,0.1,1.62,1.58,0.04,1.19,1.62,-0.44,0.97,1.5,-0.52
"ALES.KOTALIK","F","20102011","CGY",26,281.17,-1.02,0.51,-1.53,-0.27,0.14,-0.41,0.6,2.1,-1.5,2.46,0.96,1.5,3.87,1.12,2.75
"ALEX.BOLDUC","F","20102011","VAN",24,163.17,0.17,-0.03,0.2,-0.3,0.31,-0.6,-1.98,0.88,-2.86,-5.5,4.39,-9.89,-9.47,6.98,-16.45
"ALEX.BURMISTROV","F","20102011","ATL",74,863.82,-0.31,0.01,-0.32,-0.33,0.02,-0.35,-3.02,-1.19,-1.82,-3.75,-2.5,-1.25,-4.65,-3.01,-1.64
"ALEX.BURROWS","F","20102011","VAN",72,966.63,0.35,0.14,0.21,0.21,0.09,0.12,1,0.41,0.59,0.45,0.52,-0.07,1.09,-0.17,1.26
"ALEX.EDLER","D","20102011","VAN",51,907.27,0.33,0.07,0.26,0.09,-0.04,0.14,1.89,1.7,0.19,4.22,1.71,2.51,3.84,2.76,1.08
"ALEXEI.PONIKAROVSKY","F","20102011","L.A",61,648.23,-0.35,-0.56,0.21,-0.16,-0.25,0.09,0.14,-2.18,2.32,0.12,-3.54,3.66,1.25,-3.26,4.51
"ALEX.FROLOV","F","20102011","NYR",43,513.15,-0.08,-0.72,0.64,0.22,-0.05,0.27,0.76,-0.1,0.85,1.57,-0.25,1.82,3.26,-0.43,3.69
"ALEX.GIROUX","F","20102011","EDM",8,90.07,0.43,0.01,0.42,0.6,0.13,0.47,2.17,2.01,0.16,3.05,-0.31,3.36,2.76,-6.85,9.61
"ALEX.GOLIGOSKI","D","20102011","DAL",23,438.05,-0.21,-0.08,-0.13,-0.06,-0.12,0.06,2.74,-3.38,6.12,3.4,-1.9,5.29,4.07,-3.8,7.88
"ALEX.GOLIGOSKI","D","20102011","PIT",60,931.78,1,-0.22,1.22,0.29,0.08,0.21,2.13,0.4,1.72,2.85,0.62,2.23,3.44,1.54,1.9
"ALEX.KOVALEV","F","20102011","OTT",54,731.32,-0.39,-0.28,-0.1,-0.06,0.34,-0.41,-1.88,3.36,-5.24,-1.9,5.64,-7.54,-1.11,5.17,-6.29
"ALEX.KOVALEV","F","20102011","PIT",20,267.45,0.33,-0.06,0.39,-0.04,0.08,-0.12,-0.82,-1.01,0.19,1.64,-2.91,4.55,4.49,-3.72,8.21
"ALEX.OVECHKIN","F","20102011","WSH",78,1280.08,0.46,0.07,0.39,0.35,-0.02,0.37,3.41,0.02,3.4,4.4,1.24,3.16,5.24,0.2,5.04
"ALEX.PICARD","D","20102011","MTL",43,634.58,0.09,0.06,0.03,0.32,-0.39,0.71,2.01,-5.23,7.24,4.37,-6.1,10.47,6.52,-7.24,13.75
"ALEX.PIETRANGELO","D","20102011","STL",79,1317.28,0.71,-0.1,0.82,0.08,-0.13,0.21,1.3,-1.77,3.07,1.27,-1.53,2.8,2.62,-1.66,4.28
"ALEX.SEMIN","F","20102011","WSH",64,873.52,0.83,-0.3,1.13,0.02,-0.26,0.28,-0.43,-0.9,0.47,1.75,-1.36,3.11,3.3,-1.88,5.17
"ALEX.STEEN","F","20102011","STL",72,1081.18,-0.18,-0.07,-0.11,0.05,-0.14,0.19,1.38,-2.75,4.13,2.64,-4.67,7.31,4.29,-5.74,10.03
"ALEX.SULZER","D","20102011","FLA",9,140.05,-0.56,0.18,-0.73,0.35,0.04,0.31,-3.77,-0.97,-2.8,-2.19,-3.45,1.26,-4.19,-3.38,-0.81
"ALEX.SULZER","D","20102011","NSH",31,464.92,-0.59,0.19,-0.77,-0.02,0.2,-0.23,-2.27,-0.05,-2.22,0.78,0.61,0.17,2.14,1.43,0.7
"ALEX.TANGUAY","F","20102011","CGY",79,1141.17,0.66,0.28,0.38,0.01,-0.05,0.05,-0.12,-0.3,0.18,-1.03,0.29,-1.32,-1.35,0.82,-2.17
"ALEX.URBOM","D","20102011","N.J",8,96.52,-1.28,-0.46,-0.81,-0.24,-0.44,0.2,-1.68,-4.37,2.69,-1.75,-3.86,2.11,-2.95,-1.78,-1.17
"ALEX.VASYUNOV","F","20102011","N.J",18,201.35,0.01,-0.54,0.55,-0.34,-0.5,0.17,-2.67,-6.18,3.51,-5.15,-8.49,3.34,-2.64,-9.6,6.96
"ANDREAS.LILJA","D","20102011","ANA",52,717.77,-0.64,0.18,-0.82,-0.38,0.04,-0.42,-3.93,-0.08,-3.84,-3.02,0.24,-3.26,-4.59,0.09,-4.68
"ANDREAS.NODL","F","20102011","PHI",67,818.67,-0.43,-0.6,0.17,0.03,0,0.02,-0.04,-0.04,0,-0.16,0.23,-0.39,-1.18,-1.07,-0.1
"ANDRE.BENOIT","D","20102011","OTT",8,115.52,-0.43,-0.44,0.01,-0.37,-0.53,0.17,-0.24,-0.59,0.35,-2.76,2.94,-5.7,-5.32,7.72,-13.05
"ANDREI.KOSTITSYN","F","20102011","MTL",81,1090.62,0.06,-0.01,0.07,-0.08,0.2,-0.29,-0.51,2.18,-2.69,-0.88,2.93,-3.81,0.35,2.88,-2.53
"ANDREI.LOKTIONOV","F","20102011","L.A",19,230.88,-0.39,-0.81,0.43,-0.24,-0.13,-0.11,-3.96,0.56,-4.52,-4.04,-2.07,-1.97,-3.7,-2.35,-1.35
"ANDREI.MARKOV","D","20102011","MTL",7,117.5,0.38,-0.7,1.08,-0.01,-0.13,0.12,3.98,5.66,-1.68,6.62,2.89,3.72,4.72,-2.26,6.98
"ANDREJ.MESZAROS","D","20102011","PHI",81,1324.52,0.52,-0.3,0.82,0.17,0.04,0.13,0.92,1.07,-0.15,0.94,0.91,0.03,2.05,0.1,1.94
"ANDREJ.SEKERA","D","20102011","BUF",76,1287.93,0.25,-0.05,0.3,0.01,-0.01,0.02,-1.31,-0.81,-0.5,-0.85,-0.6,-0.25,0.75,-2.38,3.13
"ANDREW.ALBERTS","D","20102011","VAN",42,554.52,-0.15,0.4,-0.55,-0.38,-0.14,-0.24,-6.1,-0.05,-6.04,-7.53,-0.61,-6.91,-6.3,2.02,-8.32
"ANDREW.BRUNETTE","F","20102011","MIN",82,1098.42,-0.26,-0.4,0.13,0.03,-0.12,0.15,-0.7,-0.03,-0.67,-0.87,-0.33,-0.55,-1.14,-0.56,-0.58
"ANDREW.COGLIANO","F","20102011","EDM",82,1099.83,-0.17,-0.04,-0.13,0.08,0.08,0,0.68,-0.18,0.86,0.39,-0.62,1.01,0.08,-1.13,1.21
"ANDREW.DESJARDINS","F","20102011","S.J",17,115.8,0.32,1.16,-0.84,-0.11,-0.1,-0.01,2.26,-2.25,4.51,3.37,-0.79,4.16,0.62,0.76,-0.14
"ANDREW.EBBETT","F","20102011","ARI",33,297.23,-0.92,-0.21,-0.71,-0.22,-0.09,-0.13,0.74,-0.46,1.2,-0.49,-0.33,-0.16,0,-1.84,1.85
"ANDREW.FERENCE","D","20102011","BOS",70,1099.17,0.23,-0.01,0.24,-0.16,0.01,-0.17,-1.43,-0.73,-0.7,-1.84,-0.4,-1.43,-2.81,-0.72,-2.09
"ANDREW.GORDON","F","20102011","WSH",9,71.4,0.37,1.87,-1.5,-0.54,-0.4,-0.15,-8.85,-3.28,-5.57,-5.34,-10.35,5,-7.85,-18.55,10.7
"ANDREW.HUTCHINSON","D","20102011","PIT",5,64.02,-2.34,0.78,-3.12,-0.2,-0.9,0.7,-9.83,-0.37,-9.46,-9.37,-7.49,-1.88,-16.46,-3.68,-12.78
"ANDREW.LADD","F","20102011","ATL",81,1198.02,0.16,0.06,0.1,0.27,0.07,0.2,2.85,-0.1,2.95,4.24,0.46,3.77,5.25,1.63,3.62
"ANDREW.MACDONALD","D","20102011","NYI",60,1062.35,0.37,-0.48,0.85,-0.02,-0.07,0.05,-0.14,0.04,-0.19,-0.53,0.08,-0.61,-1.01,1.12,-2.12
"ANDREW.MURRAY","F","20102011","CBJ",29,287.75,-0.69,-1.34,0.65,-0.23,-0.57,0.34,2.49,-3.66,6.15,1.75,-3.08,4.82,2.31,-5.11,7.42
"ANDREY.ZUBAREV","D","20102011","ATL",4,72.2,-0.13,2.52,-2.66,0.27,0.18,0.09,-1.81,-1.39,-0.43,-0.36,-5.96,5.6,-1.44,-3.86,2.42
"ANDY.GREENE","D","20102011","N.J",82,1506.12,-0.24,0.34,-0.58,0.07,0.06,0.01,0.1,0.12,-0.02,0.22,0.64,-0.42,-0.01,1.03,-1.04
"ANDY.MCDONALD","F","20102011","STL",58,891.8,0.41,-0.38,0.79,0.42,-0.08,0.5,2.73,-1.04,3.78,3.42,-1.01,4.42,4.64,0.33,4.31
"ANDY.SUTTON","D","20102011","ANA",39,476.73,0.21,-0.18,0.4,0.16,-0.16,0.32,-0.01,-1.84,1.84,-0.74,-2.47,1.72,-2.06,1.47,-3.52
"ANSSI.SALMELA","D","20102011","N.J",48,790.13,-0.14,0.08,-0.23,-0.17,0.09,-0.26,-2.38,1.56,-3.94,-2.73,2.33,-5.06,-3.95,2.25,-6.2
"ANTHONY.STEWART","F","20102011","ATL",80,1042.03,0.27,0.37,-0.1,0.02,0,0.01,-0.93,0.98,-1.92,-2.28,1.33,-3.62,-2.8,1.44,-4.24
"ANTOINE.VERMETTE","F","20102011","CBJ",82,1158.23,0.04,-0.29,0.33,0.1,0.01,0.08,1.77,-0.38,2.14,2.31,-0.75,3.05,3.63,-0.5,4.13
"ANTON.BABCHUK","D","20102011","CAR",16,231.45,-0.64,0.53,-1.17,0.45,0.25,0.2,3.54,-0.84,4.38,3.71,-0.94,4.65,6.14,0.32,5.81
"ANTON.BABCHUK","D","20102011","CGY",65,819.05,0.74,-0.55,1.3,-0.03,-0.02,-0.01,2.08,-0.31,2.39,2.42,0.39,2.03,4.02,4.78,-0.76
"ANTON.STRALMAN","D","20102011","CBJ",51,828.73,-0.3,-0.06,-0.24,0.02,0.14,-0.13,1.64,0.39,1.25,1.96,-0.63,2.6,0.56,-2.37,2.93
"ANTON.VOLCHENKOV","D","20102011","N.J",57,890.6,0.3,-0.1,0.4,0.1,-0.18,0.28,0.58,-2.13,2.71,0.33,-1.13,1.45,0.2,0.6,-0.4
"ANTTI.MIETTINEN","F","20102011","MIN",73,931.35,-0.17,-0.4,0.23,0.04,-0.3,0.34,0.24,-2.29,2.53,1.11,-2.61,3.72,1.71,-3.06,4.77
"ANZE.KOPITAR","F","20102011","L.A",75,1162.88,0.91,-0.31,1.22,0.34,-0.02,0.36,2.66,-0.99,3.66,3.66,-0.58,4.25,5.31,-0.27,5.58
"ARRON.ASHAM","F","20102011","PIT",44,418.35,-0.2,0.16,-0.36,-0.28,-0.02,-0.26,-1.78,-0.72,-1.06,-4.58,-0.36,-4.23,-8.59,0.72,-9.31
"ARTEM.ANISIMOV","F","20102011","NYR",82,1064.4,0.09,-0.17,0.26,0.18,-0.12,0.3,0.36,-1.01,1.37,0.43,-0.81,1.25,0.36,-2.32,2.67
"BARRET.JACKMAN","D","20102011","STL",60,1068.37,0.08,0.2,-0.12,-0.04,0.08,-0.12,-1,-0.15,-0.85,-1.9,0.77,-2.67,-1.93,1.87,-3.8
"BEN.EAGER","F","20102011","ATL",34,404.2,0.21,-0.87,1.08,-0.21,-0.1,-0.11,-3.12,3.06,-6.19,-6.74,3.06,-9.8,-7.15,3.9,-11.05
"BEN.EAGER","F","20102011","S.J",34,303.68,-0.79,-0.38,-0.42,-0.33,0,-0.32,2.74,1.14,1.61,2.18,4.26,-2.08,1.12,6.07,-4.96
"BEN.LOVEJOY","D","20102011","PIT",47,657.43,0.51,-0.16,0.67,0.08,0.12,-0.04,1.78,0.84,0.94,2.5,0.9,1.6,2.57,1.57,0.99
"BEN.MAXWELL","F","20102011","ATL",12,130.88,-0.97,1.24,-2.21,0,0.22,-0.22,1.26,-1.09,2.35,1.66,-5.27,6.93,0.28,-5.49,5.77
"BENN.FERRIERO","F","20102011","S.J",33,396.93,0.39,-0.52,0.9,0.18,-0.05,0.23,-0.85,-1.58,0.73,-0.09,-1.1,1.01,0.55,-1.02,1.57
"BENOIT.POULIOT","F","20102011","MTL",79,840.5,0.27,0.18,0.1,0.11,-0.12,0.23,2.4,-0.57,2.97,3.5,-1.53,5.03,5.42,-1.32,6.74
"BEN.SMITH","F","20102011","CHI",6,79.57,-0.1,-1.31,1.21,0.34,-0.35,0.69,-1.85,0.78,-2.62,-4.79,-0.89,-3.9,-14.3,3.67,-17.97
"BILL.THOMAS","F","20102011","FLA",24,197.02,0.15,-0.5,0.65,-0.19,0.01,-0.2,-1.56,-3.62,2.06,-2.6,-1.51,-1.09,-5.11,-1.77,-3.35
"B.J..CROMBEEN","F","20102011","STL",80,872.62,-0.71,0.52,-1.23,-0.33,0.02,-0.35,-1.95,1.77,-3.72,-2.01,2.16,-4.17,-1.56,3.2,-4.76
"BLAIR.BETTS","F","20102011","PHI",75,502.02,-1.24,0.03,-1.27,-0.9,-0.1,-0.8,-7.94,-3.21,-4.73,-10.52,-3.24,-7.29,-12.68,-1,-11.67
"BLAIR.JONES","F","20102011","T.B",18,143.52,-0.57,0.12,-0.69,-0.31,-0.24,-0.07,-1.31,-1.75,0.44,-5.29,-6.68,1.38,-2.18,-10.02,7.84
"BLAKE.COMEAU","F","20102011","NYI",77,1048.48,0.06,-0.11,0.17,-0.16,0.02,-0.18,-0.45,-2.76,2.3,-0.61,-2.82,2.21,-0.38,-3.96,3.58
"BLAKE.GEOFFRION","F","20102011","NSH",20,162.55,0.93,-0.03,0.96,0.22,-0.04,0.27,-0.38,-0.45,0.06,-4.17,-1.87,-2.3,-5.77,-1.96,-3.81
"BLAKE.WHEELER","F","20102011","ATL",23,348.3,0.52,-0.54,1.06,1.03,0.16,0.87,7.45,-1.66,9.11,12.14,-3.2,15.35,14.18,-5.91,20.08
"BLAKE.WHEELER","F","20102011","BOS",58,733.82,-0.15,-0.04,-0.1,0.08,-0.03,0.1,0.08,-0.63,0.72,-0.8,-0.45,-0.35,-1.67,1.99,-3.66
"BOBBY.BUTLER","F","20102011","OTT",36,468.37,0.34,1.21,-0.86,0.21,0.45,-0.24,0.29,4.17,-3.88,2.12,3.09,-0.97,2.26,3.76,-1.5
"BOBBY.RYAN","F","20102011","ANA",82,1334.07,0.9,0.01,0.89,0.32,-0.04,0.35,2.84,-0.1,2.93,4.11,-1.39,5.5,5.22,-1.4,6.62
"BOYD.GORDON","F","20102011","WSH",60,634.13,-0.62,0.09,-0.71,-0.32,-0.08,-0.25,-4.32,-1.96,-2.37,-5.06,-3.46,-1.59,-8.55,-3.16,-5.39
"BRAD.BOYES","F","20102011","BUF",21,298.5,0.88,0.68,0.2,0.12,0.52,-0.4,2.05,4.71,-2.66,1.1,7.72,-6.62,-0.02,7.55,-7.57
"BRAD.BOYES","F","20102011","STL",62,877.52,0.13,-0.57,0.7,0.12,0.16,-0.04,1.58,-0.49,2.07,1.49,-0.51,2,3.6,-1.28,4.88
"BRAD.LUKOWICH","D","20102011","DAL",5,51.25,1.55,-1.07,2.62,0.96,0.26,0.7,19.54,0.05,19.49,15.5,0.39,15.11,22.53,3.23,19.3
"BRAD.MARCHAND","F","20102011","BOS",77,906.4,0.42,0.02,0.4,0.1,0.09,0.01,2.91,0.55,2.36,2.97,1.64,1.33,2.14,1.24,0.89
"BRAD.RICHARDS","F","20102011","DAL",72,1124.03,0.55,-0.05,0.6,0.18,0.16,0.02,1.34,2.52,-1.18,1.52,2.27,-0.75,1.17,2.6,-1.44
"BRAD.RICHARDSON","F","20102011","L.A",68,725.02,-0.18,0.9,-1.07,0.09,0.08,0.01,1,0.33,0.66,1.97,0.53,1.44,3.83,0.05,3.78
"BRAD.STAUBITZ","F","20102011","MIN",71,457.03,-0.07,-0.19,0.12,-0.43,-0.09,-0.35,-6.59,0.64,-7.23,-10.59,0.28,-10.87,-11.75,0.62,-12.36
"BRAD.STUART","D","20102011","DET",67,1149.22,0,0.16,-0.16,-0.06,0.03,-0.09,-2.02,1.54,-3.56,-2.73,2.43,-5.17,-3.11,3.4,-6.52
"BRAD.WINCHESTER","F","20102011","ANA",19,176.33,-1.27,0.99,-2.26,-0.29,-0.3,0.01,-2.4,-1.82,-0.59,-5.36,-0.7,-4.66,-8.22,1.55,-9.77
"BRAD.WINCHESTER","F","20102011","STL",57,525.68,-0.43,0.26,-0.69,-0.35,0.09,-0.44,-3.76,0.13,-3.89,-5.63,0.41,-6.04,-8.24,-0.93,-7.31
"BRANDON.DUBINSKY","F","20102011","NYR",77,1110.17,0.28,0.58,-0.3,0.14,0.17,-0.03,0.77,0.77,0,1.36,1.53,-0.17,1.44,1.75,-0.32
"BRANDON.MASHINTER","F","20102011","S.J",13,79.92,-0.84,1,-1.84,-0.75,0.2,-0.96,-9.25,7.24,-16.49,-3.95,6.03,-9.98,-5.97,-0.02,-5.95
"BRANDON.MCMILLAN","F","20102011","ANA",60,693.32,-0.08,0.05,-0.13,-0.28,-0.01,-0.27,-4.75,-2.4,-2.35,-5.04,-0.26,-4.78,-5.12,3.25,-8.36
"BRANDON.PRUST","F","20102011","NYR",82,952.15,-0.4,0.09,-0.49,-0.06,0.09,-0.15,-0.43,0.81,-1.24,-0.41,0.46,-0.87,-0.67,0.64,-1.31
"BRANDON.SEGAL","F","20102011","DAL",46,365.55,0.21,-0.09,0.3,-0.08,-0.14,0.07,-2.12,-1.87,-0.25,-2.39,-2.99,0.6,-3.76,-4.26,0.5
"BRANDON.SUTTER","F","20102011","CAR",82,1100.6,-0.08,-0.67,0.59,-0.29,-0.19,-0.1,-2.04,-0.78,-1.27,-3.81,-0.22,-3.59,-7.09,-0.78,-6.31
"BRANDON.YIP","F","20102011","COL",71,801.73,-0.39,0.54,-0.92,-0.43,0.22,-0.65,-1.15,2.5,-3.64,-3.1,2.89,-5.99,-5.25,4.34,-9.59
"BRAYDEN.SCHENN","F","20102011","L.A",8,76.23,0.43,0.11,0.32,-0.01,0.31,-0.32,-6.09,7.03,-13.11,-12.74,10.69,-23.42,-19.86,12.66,-32.52
"BRAYDON.COBURN","D","20102011","PHI",82,1469.07,-0.06,0.21,-0.27,-0.11,0.06,-0.17,-0.57,-0.56,-0.01,-0.45,-0.31,-0.15,-1.39,-1.36,-0.03
"BRENDAN.MIKKELSON","D","20102011","ANA",5,73.22,-0.64,-0.04,-0.6,-0.4,1.21,-1.6,-6.58,9.04,-15.62,-5.3,17.79,-23.09,-10.72,18.47,-29.19
"BRENDAN.MIKKELSON","D","20102011","CGY",19,230.8,-1.06,0.66,-1.72,-0.16,0.45,-0.6,-2.18,4.37,-6.55,-4.06,4.7,-8.76,-3.2,6.06,-9.26
"BRENDAN.MORRISON","F","20102011","CGY",66,806.5,0.24,-0.23,0.47,-0.06,-0.12,0.05,-1.25,1.31,-2.56,-2.77,1.39,-4.17,-4.27,2.06,-6.33
"BRENDEN.MORROW","F","20102011","DAL",82,1166.8,0.57,0.43,0.13,0.16,0.23,-0.07,1.44,0.58,0.86,0.94,1.7,-0.76,1.49,1.08,0.41
"BRENT.BURNS","D","20102011","MIN",80,1513.85,0.37,0.21,0.16,0.16,-0.18,0.35,2.13,-1.33,3.46,2.61,-2.02,4.63,3.86,-1.87,5.73
"BRENT.SEABROOK","D","20102011","CHI",82,1531.08,-0.27,0.17,-0.44,-0.07,0.03,-0.1,-0.24,0.55,-0.79,-0.14,0.11,-0.25,0.38,-0.24,0.62
"BRENT.SOPEL","D","20102011","ATL",59,750.52,0.14,-0.38,0.53,-0.2,-0.14,-0.06,-2.22,-0.98,-1.25,-3.33,-0.29,-3.04,-3.73,2.68,-6.41
"BRENT.SOPEL","D","20102011","MTL",12,156.92,0.43,1.35,-0.92,-0.76,0.36,-1.12,-10.51,8.62,-19.13,-12.51,12.06,-24.57,-12.74,12.97,-25.71
"BRETT.CARSON","D","20102011","CAR",13,127.05,2.8,-0.23,3.03,-0.66,-1.1,0.44,-1.67,-13.45,11.79,-5.24,-14.54,9.3,-9.32,-12.97,3.65
"BRETT.CARSON","D","20102011","CGY",6,72.92,0.87,-0.5,1.37,0.24,-0.64,0.88,6.8,-7.11,13.91,3.03,-8.56,11.59,2.97,-8.25,11.22
"BRETT.CLARK","D","20102011","T.B",82,1186.68,-0.01,-0.52,0.51,0,-0.18,0.18,0.49,-1.76,2.25,1.06,-2.39,3.45,1.26,-1.29,2.54
"BRETT.LEBDA","D","20102011","TOR",41,456.2,-0.39,1.11,-1.5,0.15,0.42,-0.27,0.02,1.61,-1.59,1.44,2.88,-1.44,4.49,1.91,2.58
"BRETT.MACLEAN","F","20102011","ARI",13,91.08,0.53,0.76,-0.23,-0.54,0.22,-0.76,-4.34,-1.79,-2.55,-9.33,-1.62,-7.7,-6.16,-2.51,-3.64
"BRETT.STERLING","F","20102011","PIT",7,74.85,0.6,0.23,0.38,0.34,0.93,-0.59,2,6.66,-4.66,5.8,7.97,-2.18,13.06,12.75,0.31
"BRIAN.BOYLE","F","20102011","NYR",82,1051.13,-0.42,-0.11,-0.32,-0.08,0.05,-0.13,1.52,-0.01,1.53,1.19,0.34,0.85,0.59,2.14,-1.55
"BRIAN.CAMPBELL","D","20102011","CHI",65,1225.9,0.32,-0.72,1.04,0.18,-0.07,0.25,0.06,-1.66,1.73,1.52,-1.73,3.25,1.8,-3.06,4.86
"BRIAN.FAHEY","D","20102011","WSH",7,77.15,0.13,0.92,-0.79,0.72,0.27,0.45,5.5,-3.73,9.23,1.97,-3.76,5.72,-1.72,-6.33,4.6
"BRIAN.GIONTA","F","20102011","MTL",82,1185.03,0.13,-0.08,0.22,0.25,-0.1,0.35,3.21,-1.32,4.52,4.46,-0.35,4.81,5.55,-1.39,6.94
"BRIAN.LEE","D","20102011","OTT",50,749.95,-0.06,-0.11,0.05,-0.06,-0.03,-0.02,-1.78,-1.88,0.1,-1.51,-1.19,-0.31,-4.05,-0.52,-3.53
"BRIAN.RAFALSKI","D","20102011","DET",63,1033.38,1.06,0.25,0.81,0.19,0.08,0.11,3.29,-1.09,4.38,2.44,-2.01,4.45,2.64,-4.73,7.37
"BRIAN.ROLSTON","F","20102011","N.J",65,857.02,0.05,-0.04,0.09,-0.06,-0.18,0.12,0.06,-1.54,1.59,0.47,-3.72,4.19,-0.46,-5.67,5.21
"BRIAN.SUTHERBY","F","20102011","DAL",51,339.25,-0.86,0.62,-1.48,-0.54,0.16,-0.7,-7.26,-0.08,-7.18,-10.42,0.22,-10.64,-10.87,-0.6,-10.27
"BROOKS.LAICH","F","20102011","WSH",81,1033.83,-0.17,-0.56,0.39,-0.1,-0.16,0.06,-0.41,-0.11,-0.3,-0.71,-1.22,0.51,-0.19,-2.12,1.93
"BROOKS.ORPIK","D","20102011","PIT",63,1058.57,-0.1,-0.25,0.15,-0.2,0.06,-0.26,-2.46,1.01,-3.47,-2.98,2.14,-5.12,-3.09,2.46,-5.55
"BRUNO.GERVAIS","D","20102011","NYI",53,739.58,-0.67,-0.17,-0.51,-0.19,-0.08,-0.11,-2.77,0.86,-3.63,-2.42,0.75,-3.17,-2.68,2.16,-4.84
"BRYAN.ALLEN","D","20102011","CAR",19,258.97,0.19,-0.8,0.98,0.19,-0.04,0.23,1.31,4.18,-2.87,1,2.86,-1.86,2.51,2.87,-0.36
"BRYAN.ALLEN","D","20102011","FLA",53,883.97,0.56,0.65,-0.09,-0.03,-0.07,0.04,-0.66,1.48,-2.14,-0.9,1.66,-2.56,-1.18,2.86,-4.03
"BRYAN.BICKELL","F","20102011","CHI",78,997.13,0.33,0.21,0.11,-0.44,0.17,-0.61,-4.66,1.5,-6.16,-5.22,2.82,-8.04,-6.3,3.36,-9.66
"BRYAN.LITTLE","F","20102011","ATL",76,1063.58,0.6,-0.5,1.1,0.1,-0.25,0.34,0.53,-0.47,1,1.59,-0.79,2.38,2.19,-2.15,4.34
"BRYAN.MCCABE","D","20102011","FLA",48,760.98,0.48,-0.31,0.78,0.04,0.2,-0.16,1.69,2.23,-0.54,1.3,2.35,-1.04,2.32,1.48,0.84
"BRYAN.MCCABE","D","20102011","NYR",19,221.3,-0.5,0.17,-0.67,-0.29,-0.33,0.03,-6.31,0.28,-6.59,-8.25,-0.08,-8.18,-9.71,-3.25,-6.46
"CAL.CLUTTERBUCK","F","20102011","MIN",76,919.67,0.24,-0.02,0.26,0.06,-0.11,0.17,2.23,-0.61,2.84,3.82,-1.11,4.93,2.87,0.31,2.56
"CAL.O'REILLY","F","20102011","NSH",38,538.73,0.32,0.03,0.29,0.04,-0.06,0.09,2.18,-1.88,4.07,0.9,-0.67,1.57,0.26,0.08,0.18
