"player","position","season","Team","GP","TOI","rel_TM_GF60","rel_TM_GA60","rel_TM_G_diff60","rel_TM_xGF60","rel_TM_xGA60","rel_TM_xG_diff60","rel_TM_SF60","rel_TM_SA60","rel_TM_S_diff60","rel_TM_FF60","rel_TM_FA60","rel_TM_F_diff60","rel_TM_CF60","rel_TM_CA60","rel_TM_C_diff60"
"AARON.GAGNON","F","20122013","WPG",10,73.27,1.93,0.75,1.19,0.17,-0.2,0.37,-1.44,-3.6,2.17,-2.22,-3.89,1.67,-1.21,-4.4,3.19
"AARON.JOHNSON","D","20122013","BOS",10,138.4,-0.61,-0.16,-0.45,-0.15,-0.13,-0.01,-1.15,-5.45,4.3,-0.33,-6.55,6.22,2.38,-8.2,10.57
"AARON.PALUSHAJ","F","20122013","COL",25,263.12,0.68,0.68,0,0.43,-0.12,0.55,3.98,2.96,1.02,3.25,1.84,1.41,2.59,-0.28,2.87
"AARON.ROME","D","20122013","DAL",27,366.13,-0.29,0.26,-0.55,-0.12,-0.08,-0.04,-2.01,3.15,-5.15,-4.2,3.21,-7.41,-4.25,3.97,-8.22
"AARON.VOLPATTI","F","20122013","VAN",16,114.73,-0.67,-1.14,0.47,-0.62,-1.07,0.45,-4.06,-7.12,3.06,-3.67,-7.39,3.72,-5.8,-8.39,2.59
"AARON.VOLPATTI","F","20122013","WSH",17,156.35,-1.05,-0.16,-0.89,-0.3,0.17,-0.48,-4.18,1.83,-6.01,-4.08,-0.53,-3.55,-9.58,1.69,-11.27
"ADAM.BURISH","F","20122013","S.J",46,422.57,-1.13,-0.47,-0.66,-0.44,0.08,-0.52,-5.92,2.47,-8.39,-6.82,4.47,-11.29,-8.52,5.8,-14.32
"ADAM.CRACKNELL","F","20122013","STL",20,170.95,0.08,-0.65,0.73,0.23,0,0.22,2.37,-2.03,4.4,4.56,-1.07,5.62,6.13,-2.9,9.04
"ADAM.HALL","F","20122013","CAR",6,56.57,-1.93,-0.44,-1.49,-0.4,-0.57,0.17,-8.43,-1.65,-6.78,-6.83,-4.31,-2.52,-9.62,-3.36,-6.26
"ADAM.HALL","F","20122013","PHI",11,92.22,-0.92,-0.16,-0.77,-0.32,-0.01,-0.3,-1.8,-1.22,-0.58,-2.02,-2.95,0.93,-7.38,-1.4,-5.98
