"player","position","season","Team","GP","TOI","rel_TM_GF60","rel_TM_GA60","rel_TM_G_diff60","rel_TM_xGF60","rel_TM_xGA60","rel_TM_xG_diff60","rel_TM_SF60","rel_TM_SA60","rel_TM_S_diff60","rel_TM_FF60","rel_TM_FA60","rel_TM_F_diff60","rel_TM_CF60","rel_TM_CA60","rel_TM_C_diff60"
"AARON.JOHNSON","D","20092010","CGY",22,253.17,0.56,0.52,0.03,0.32,0.32,0.01,4.9,1.11,3.79,5.42,0.94,4.47,4.21,0.04,4.17
"AARON.JOHNSON","D","20092010","EDM",19,301.17,-0.01,-0.19,0.18,0.06,0.31,-0.25,-0.65,1.92,-2.57,-0.09,1.98,-2.07,-1.09,5.2,-6.28
"AARON.ROME","D","20092010","VAN",49,665.23,-0.57,0.52,-1.09,-0.04,0.2,-0.24,-0.41,0.73,-1.13,-1.58,1.85,-3.43,-1.08,1.98,-3.05
"AARON.VOROS","F","20092010","NYR",41,247.82,-0.36,0.1,-0.45,-0.7,-0.12,-0.58,-4.75,0.92,-5.68,-6.26,0.78,-7.03,-8,3.99,-11.99
"AARON.WARD","D","20092010","ANA",17,216.15,0.28,-0.15,0.43,0.07,0.61,-0.54,0.48,0.86,-0.38,1.83,3.05,-1.22,1.72,3.1,-1.38
"AARON.WARD","D","20092010","CAR",59,897.58,-0.28,0.78,-1.06,-0.29,0.05,-0.34,-1.55,0.76,-2.31,-1.94,-0.08,-1.86,-2.27,1.7,-3.97
"ADAM.BURISH","F","20092010","CHI",13,112.12,0.58,0,0.58,-0.07,0.63,-0.7,-0.13,7.65,-7.79,-0.39,9.23,-9.62,-0.67,12.87,-13.54
"ADAM.FOOTE","D","20092010","COL",67,1093.4,0.12,0.16,-0.04,-0.15,0.22,-0.38,-0.54,2.93,-3.47,-0.28,4.42,-4.7,-0.03,3.48,-3.5
"ADAM.MAIR","F","20092010","BUF",69,617.9,-0.32,-0.1,-0.22,-0.25,-0.09,-0.16,-2.37,-0.78,-1.59,-3.15,-1.58,-1.57,-2.73,-3.4,0.67
"ADAM.MCQUAID","D","20092010","BOS",19,196.65,-0.71,0.82,-1.53,-0.21,-0.16,-0.04,-2.73,2.86,-5.59,-2.6,1.28,-3.88,-4.43,1.44,-5.87
"ADAM.PARDY","D","20092010","CGY",57,818.77,-0.12,0.17,-0.28,0.01,-0.16,0.17,3.15,-2.92,6.07,3.4,-3.64,7.04,4.78,-1.8,6.58
"ADRIAN.AUCOIN","D","20092010","ARI",82,1326.65,-0.28,-0.11,-0.18,-0.09,-0.05,-0.04,-0.83,-1.41,0.58,-0.69,-2.42,1.73,0,-4.11,4.11
"ALEC.MARTINEZ","D","20092010","L.A",4,59.18,-1.18,0.94,-2.12,-1,-1.62,0.61,1.7,-0.88,2.57,2.64,-7.96,10.59,3.26,-7.09,10.35
"ALES.HEMSKY","F","20092010","EDM",22,298.77,0.94,-1.09,2.04,0.24,-0.39,0.62,0.6,-2.27,2.87,0.04,-6.29,6.33,2.17,-7,9.17
"ALES.KOTALIK","F","20092010","CGY",26,315.67,0.28,-0.2,0.48,0.48,0.04,0.44,5.76,0.17,5.6,3.19,-1.01,4.2,2.19,-2.03,4.23
"ALES.KOTALIK","F","20092010","NYR",45,450.43,-0.71,0.81,-1.52,-0.25,0.11,-0.35,-2.41,-0.63,-1.77,-3.04,0.11,-3.15,-1.95,-1.13,-0.82
"ALEX.BOLDUC","F","20092010","VAN",15,117.03,-1.77,0.05,-1.82,-0.66,-0.5,-0.16,-1.66,-0.37,-1.28,-7.35,-0.97,-6.38,-10.29,2.18,-12.46
"ALEX.BURROWS","F","20092010","VAN",82,1102.92,0.21,-0.21,0.42,0.27,0,0.27,1.16,-0.17,1.32,2.5,-0.65,3.15,3.62,-0.28,3.9
"ALEX.EDLER","D","20092010","VAN",76,1272.62,-0.65,0.07,-0.72,-0.09,-0.05,-0.04,1.04,0.84,0.2,1.18,0.74,0.44,1.69,2.38,-0.69
"ALEXEI.PONIKAROVSKY","F","20092010","PIT",16,185.58,-0.91,0.38,-1.29,-0.32,-0.69,0.37,2.53,-3.59,6.12,3.37,-8.42,11.78,1.93,-14.67,16.61
"ALEXEI.PONIKAROVSKY","F","20092010","TOR",61,809.3,0.86,0.24,0.62,0.45,-0.28,0.73,2.65,-1.81,4.47,4.03,-3.57,7.6,5.23,-3.21,8.44
"ALEX.FROLOV","F","20092010","L.A",81,1164.15,0.18,0.33,-0.15,0.04,0.09,-0.05,0.54,-2.11,2.65,1.39,-3.51,4.9,2.33,-4.05,6.38
"ALEX.GIROUX","F","20092010","WSH",9,78.55,1.72,-0.19,1.91,0.42,1.19,-0.77,2.23,8,-5.77,-0.38,10.09,-10.47,0.73,11.72,-10.99
"ALEX.GOLIGOSKI","D","20092010","PIT",68,1081.7,0.17,-0.08,0.25,0.14,0.02,0.12,1.13,0.73,0.4,1.03,1.28,-0.25,1.33,1.7,-0.38
"ALEX.KOVALEV","F","20092010","OTT",77,1120.18,0.2,0.35,-0.14,-0.05,0.21,-0.26,-0.25,1.43,-1.68,-0.07,2.02,-2.1,0.6,3.35,-2.75
"ALEX.OVECHKIN","F","20092010","WSH",72,1169.83,0.5,-0.32,0.82,0.29,-0.09,0.39,2.74,-1.73,4.46,3.96,-2.46,6.42,7.29,-1.96,9.25
"ALEX.PICARD","D","20092010","CAR",9,116.57,1.42,0.61,0.81,-0.2,-0.04,-0.16,-1.83,0.36,-2.19,-4.01,2.36,-6.37,-4.38,1.39,-5.78
"ALEX.PICARD","D","20092010","CBJ",9,63.82,-1.99,0.18,-2.17,0.01,-0.63,0.64,0.42,-10.09,10.5,-4.29,-7.84,3.55,3.4,-3.82,7.22
"ALEX.PICARD","D","20092010","OTT",45,696.32,0.28,0.37,-0.09,-0.19,0.05,-0.24,0.93,0.75,0.18,0.24,1.31,-1.07,-0.35,2.62,-2.97
"ALEX.PIETRANGELO","D","20092010","STL",9,117.17,-1.27,3.03,-4.31,-0.04,0.93,-0.97,0,6.4,-6.4,-0.78,10.08,-10.87,0.69,9.06,-8.37
"ALEX.PLANTE","D","20092010","EDM",4,53.98,-0.04,-1.92,1.87,-0.07,-0.56,0.49,-5.89,-4.69,-1.2,-0.36,-3.78,3.42,-1.71,0.47,-2.18
"ALEX.SEMIN","F","20092010","WSH",73,1054.37,0.65,0.04,0.61,0.21,0.2,0.02,3.2,2.42,0.78,3.93,2.14,1.8,4.63,2.52,2.11
"ALEX.STEEN","F","20092010","STL",68,824.38,0.45,-0.25,0.7,-0.16,-0.09,-0.07,-0.63,-2.02,1.38,-1.34,-1.53,0.2,-1.66,-1.68,0.01
"ALEX.SULZER","D","20092010","NSH",20,248,-0.29,-1,0.71,0.2,0.2,0,1.85,0.05,1.8,2.17,1.14,1.03,3.11,0.95,2.16
"ALEX.TANGUAY","F","20092010","T.B",80,1055.42,0.43,0.09,0.34,0.18,0.08,0.1,1.23,1.6,-0.37,1.79,0.86,0.93,3.12,-0.27,3.4
"ANDERS.ERIKSSON","D","20092010","ARI",12,154.63,0.04,0.41,-0.37,-0.24,0.84,-1.08,-1.67,8.39,-10.07,-7.79,7.34,-15.12,-10.1,7.48,-17.58
"ANDERS.ERIKSSON","D","20092010","NYR",8,96.67,-0.01,-1.46,1.45,-0.1,-0.58,0.49,1.92,-0.29,2.21,2.48,-0.64,3.12,2.35,-2.16,4.51
"ANDREAS.LILJA","D","20092010","DET",20,243.75,-0.22,0.21,-0.43,-0.26,-0.31,0.05,-4.05,-1.56,-2.49,-6.48,-1.57,-4.92,-9.29,-3.75,-5.54
"ANDREAS.NODL","F","20092010","PHI",10,78.85,-0.56,0.58,-1.14,-0.69,-0.05,-0.64,-5.01,-1.08,-3.93,-4.75,-4.84,0.08,-1.28,-9.57,8.28
"ANDREAS.THURESSON","F","20092010","NSH",22,207.68,-1.18,0.17,-1.35,-0.23,0.42,-0.65,0.83,2.06,-1.23,1.49,-0.69,2.18,1.82,-1.95,3.77
"ANDREI.KOSTITSYN","F","20092010","MTL",59,794.57,0.21,-0.34,0.54,-0.14,-0.28,0.14,-0.7,-2.12,1.42,-0.58,-3.33,2.75,-0.28,-3.5,3.22
"ANDREI.MARKOV","D","20092010","MTL",45,794.08,0.92,-0.06,0.98,0.46,0.28,0.18,4.04,2.98,1.05,4.51,3.09,1.43,4.86,1.49,3.37
"ANDREJ.MESZAROS","D","20092010","T.B",81,1281.37,-0.44,-0.17,-0.26,-0.03,0.04,-0.07,-0.33,0.15,-0.48,0.29,-0.1,0.4,0.47,-0.95,1.42
"ANDREJ.SEKERA","D","20092010","BUF",49,742.58,-0.04,0.14,-0.18,-0.04,0.17,-0.21,-1.17,2.62,-3.8,-0.57,2.03,-2.6,-0.24,2.97,-3.21
