"player","position","season","Team","GP","TOI","rel_TM_GF60","rel_TM_GA60","rel_TM_G_diff60","rel_TM_xGF60","rel_TM_xGA60","rel_TM_xG_diff60","rel_TM_SF60","rel_TM_SA60","rel_TM_S_diff60","rel_TM_FF60","rel_TM_FA60","rel_TM_F_diff60","rel_TM_CF60","rel_TM_CA60","rel_TM_C_diff60"
"CHRIS.KELLY","F","20072008","OTT",75,927.63,-0.34,-0.13,-0.22,-0.2,0.07,-0.28,-2.75,-1.02,-1.73,-3.65,-0.52,-3.13,-5.07,-1.24,-3.83
"CHRIS.KUNITZ","F","20072008","ANA",82,1001.52,0.18,0.21,-0.02,0.22,0.08,0.14,4.1,-0.22,4.32,5.12,-1.05,6.17,7.7,-2.42,10.12
"CHRIS.NEIL","F","20072008","OTT",68,756.63,0.28,0.31,-0.03,0.24,-0.2,0.44,-0.21,-1.73,1.52,-0.23,-2.5,2.27,-0.25,-1.06,0.81
"CHRIS.PHILLIPS","D","20072008","OTT",81,1408.85,-0.2,-0.19,-0.01,-0.19,0.01,-0.2,-2.71,-0.29,-2.42,-3.49,-0.15,-3.34,-4.86,1.64,-6.5
"CHRIS.PRONGER","D","20072008","ANA",72,1155.03,-0.17,0.03,-0.2,-0.04,-0.04,0.01,0.5,-0.75,1.25,-0.09,-0.74,0.65,0.87,-0.11,0.98
"CHRIS.SIMON","F","20072008","MIN",10,61.52,-0.21,-0.28,0.08,-0.08,-0.48,0.4,-2.59,-1.25,-1.34,-0.38,-2.28,1.9,-0.7,-3.86,3.15
"CHRIS.SIMON","F","20072008","NYI",28,183.68,-0.65,-0.69,0.04,-0.1,-0.38,0.28,-6.78,-2.03,-4.75,-7.18,-5.88,-1.3,-6.82,-6.34,-0.48
"CHRIS.THORBURN","F","20072008","ATL",73,632.95,0.16,-0.11,0.27,0.02,-0.17,0.19,0.31,-0.8,1.11,-0.01,-0.12,0.12,-0.72,-0.22,-0.49
"CHRISTIAN.BACKMAN","D","20072008","NYR",18,279.5,-0.44,-0.32,-0.12,-0.15,-0.16,0.01,2.41,0.53,1.88,-0.66,1.45,-2.11,-0.18,-0.94,0.76
"CHRISTIAN.BACKMAN","D","20072008","STL",45,677.03,-0.28,0,-0.29,-0.07,-0.11,0.04,-0.54,0.42,-0.95,0.4,0.39,0.01,1.03,-1.07,2.1
"CHRISTIAN.EHRHOFF","D","20072008","S.J",77,1251.5,-0.03,-0.38,0.34,0.04,0.03,0,-0.35,0.18,-0.52,1.09,-0.41,1.49,1.31,0.03,1.28
"CHRISTOPH.SCHUBERT","D","20072008","OTT",82,762.32,-0.02,-0.36,0.34,-0.32,0.14,-0.46,1.99,1.72,0.27,1.4,1.94,-0.53,0.17,0.15,0.02
"CHUCK.KOBASEW","F","20072008","BOS",73,938.93,-0.06,0.12,-0.17,-0.11,-0.05,-0.06,-1.69,-0.12,-1.57,-4.36,0.54,-4.89,-7.04,1.43,-8.47
"CLARKE.MACARTHUR","F","20072008","BUF",37,467.03,0.28,0.02,0.26,-0.12,0.64,-0.76,-0.16,3.9,-4.06,0.37,6.33,-5.96,-0.1,6.27,-6.37
"CLAY.WILSON","D","20072008","CBJ",7,84.97,1.18,-1.35,2.53,1,0.04,0.96,10.62,-5.22,15.84,15.83,-4.75,20.57,19.3,-3.64,22.94
"CODY.BASS","F","20072008","OTT",21,104.25,-0.7,0.55,-1.25,-1.1,-0.57,-0.53,-8.15,0.37,-8.52,-13.58,1.7,-15.27,-16.21,3.93,-20.13
"CODY.MCCORMICK","F","20072008","COL",40,408.92,-1.06,-1.35,0.29,-0.62,-0.63,0.01,-4.53,-6.67,2.15,-5.02,-6.68,1.67,-3.99,-7.1,3.11
"CODY.MCLEOD","F","20072008","COL",49,469.92,-0.65,-0.06,-0.59,-0.22,-0.02,-0.2,-0.7,0.35,-1.05,-2.57,-1.34,-1.23,-4.85,-0.83,-4.02
"COLBY.ARMSTRONG","F","20072008","ATL",18,229.07,0.18,-0.29,0.46,-0.25,0.13,-0.39,0.24,5.32,-5.08,2.09,3.31,-1.22,2.23,3.52,-1.29
"COLBY.ARMSTRONG","F","20072008","PIT",54,657.27,0.29,0.26,0.03,0.41,-0.03,0.44,2.43,1.46,0.97,3.35,-0.45,3.81,4.04,-0.93,4.98
"COLIN.STUART","F","20072008","ATL",18,207.88,0.04,-0.97,1.01,-0.19,0.07,-0.26,-0.9,-3.23,2.33,-2.64,0.15,-2.79,-4.26,-0.64,-3.61
"COLIN.WHITE","F","20072008","N.J",57,887.88,-0.2,0.03,-0.24,-0.16,0.23,-0.39,-3.32,2.77,-6.09,-3.36,2.58,-5.94,-4.28,3.66,-7.94
"COLTON.ORR","F","20072008","NYR",74,564.9,-1.02,0.14,-1.16,-0.49,-0.12,-0.37,-4.34,-0.36,-3.98,-7.26,-1.8,-5.46,-9.22,-0.58,-8.64
"CONNOR.JAMES","F","20072008","PIT",13,88.87,-2.23,-0.41,-1.82,-0.64,-0.28,-0.36,-6.22,0.09,-6.31,-8.66,1.51,-10.16,-10.66,0.07,-10.73
"COREY.PERRY","F","20072008","ANA",70,954.95,0.68,0.44,0.24,0.14,-0.14,0.28,0.84,-0.61,1.46,2.93,-1.97,4.89,3.94,-3.15,7.09
"CORY.MURPHY","D","20072008","FLA",47,507.62,-0.16,-0.38,0.21,-0.12,-0.39,0.27,0.07,-0.57,0.64,0.47,-0.68,1.15,3.26,0.36,2.89
"CORY.SARICH","D","20072008","CGY",79,1167.9,-0.41,0.06,-0.46,-0.28,-0.03,-0.25,-2.28,-0.11,-2.16,-2.53,-1.75,-0.78,-4.3,-2.14,-2.17
"CORY.STILLMAN","F","20072008","CAR",55,769.03,-0.38,0.08,-0.46,-0.1,0.17,-0.27,-1.88,0.9,-2.78,-2.2,1.88,-4.07,-2.18,2.86,-5.04
"CORY.STILLMAN","F","20072008","OTT",24,294.93,-1.04,-0.28,-0.75,-0.17,0.02,-0.19,-2.4,2.88,-5.28,-0.75,0.37,-1.11,-1.27,0.65,-1.91
"CRAIG.ADAMS","F","20072008","CAR",40,297.92,-0.62,0.99,-1.61,-0.57,0.24,-0.81,-3.08,0.16,-3.24,-3.36,-0.86,-2.5,-3.85,-0.26,-3.58
"CRAIG.ADAMS","F","20072008","CHI",35,308.57,-1.83,0.19,-2.02,-0.63,0.25,-0.88,-4.83,-0.04,-4.79,-6.81,1.98,-8.79,-9.33,3.71,-13.04
"CRAIG.CONROY","F","20072008","CGY",78,966.25,0.02,-0.13,0.15,-0.04,-0.04,0,-1.12,1.25,-2.37,-1.68,0.39,-2.07,-1.67,0.16,-1.83
"CRAIG.MACDONALD","F","20072008","T.B",65,562.18,-0.24,0.09,-0.33,-0.16,-0.05,-0.11,0.06,2.7,-2.63,-1.94,1.22,-3.15,-4.06,1.4,-5.46
"CRAIG.RIVET","D","20072008","S.J",74,1088.08,-0.16,-0.14,-0.01,0,-0.03,0.03,0.81,0.75,0.06,0.16,0.88,-0.72,0.82,1.33,-0.51
"CRAIG.WELLER","F","20072008","ARI",59,585.25,-0.17,0.22,-0.39,-0.38,-0.27,-0.11,-0.73,-4.53,3.79,-1.9,-5.32,3.42,-3.19,-4.68,1.49
"CURTIS.BROWN","F","20072008","S.J",33,268.33,0.81,-0.24,1.05,0.25,-0.07,0.32,-2.73,-0.8,-1.93,-0.26,-0.13,-0.13,-1.42,1.71,-3.14
"CURTIS.GLENCROSS","F","20072008","CBJ",35,357.92,0,-0.4,0.4,0.41,0.03,0.38,3.87,-2.51,6.38,2.89,-1.99,4.88,4.13,-0.23,4.36
"CURTIS.GLENCROSS","F","20072008","EDM",26,264.68,1.23,-0.37,1.61,0.29,-0.14,0.43,1.97,-2.83,4.8,2.71,-3.79,6.5,4.33,-4.76,9.09
"DAINIUS.ZUBRUS","F","20072008","N.J",82,1021.93,0.45,0.06,0.38,0.17,0.02,0.15,-0.02,0.59,-0.61,0.75,-0.18,0.93,0.96,-0.56,1.51
"DALLAS.DRAKE","F","20072008","DET",65,562.77,-1.17,0.56,-1.73,-0.44,0.15,-0.59,-3.98,2.27,-6.24,-6.13,3,-9.13,-6.58,1.98,-8.57
"DAN.BOYLE","D","20072008","T.B",37,728,-0.07,0.38,-0.45,0.13,-0.14,0.28,1.45,-0.94,2.39,2.87,-0.87,3.74,4.59,-0.95,5.54
"DAN.CARCILLO","F","20072008","ARI",57,610.37,-0.24,-0.67,0.43,0.19,0.1,0.09,-0.03,0.72,-0.76,-1.16,1.9,-3.05,-2.81,0.89,-3.7
"DAN.FRITSCHE","F","20072008","CBJ",68,726.47,0.42,0.16,0.26,0.11,0.07,0.04,1.98,1.26,0.72,1.94,1.28,0.66,2.85,2.6,0.25
"DAN.GIRARDI","D","20072008","NYR",82,1275.38,0.13,0.24,-0.1,-0.12,0.07,-0.2,0.3,-0.66,0.96,0.06,-1.18,1.24,0.12,-0.2,0.32
"DAN.HAMHUIS","D","20072008","NSH",80,1290.72,-0.22,0.09,-0.31,0,0.01,-0.02,-0.1,0.28,-0.38,-0.51,0.6,-1.11,-0.58,-0.52,-0.06
"DAN.HINOTE","F","20072008","STL",58,485.63,-0.6,-0.47,-0.13,-0.31,-0.05,-0.26,-4.96,0.3,-5.26,-8.2,1.21,-9.41,-8.69,2.56,-11.24
"DANIEL.ALFREDSSON","F","20072008","OTT",70,1037.43,0.42,0.63,-0.22,0.13,0.16,-0.03,1.16,0.34,0.81,2.13,0.14,1.99,4.18,-1.36,5.54
"DANIEL.BRIERE","F","20072008","PHI",79,1060.8,-0.28,0.44,-0.72,0.06,0.29,-0.23,-0.97,3.75,-4.71,-1.05,4.02,-5.07,-0.14,4.33,-4.48
"DANIEL.CLEARY","F","20072008","DET",63,761.4,1.04,0.11,0.93,0.26,0.02,0.24,2.46,1.1,1.36,2.99,0.72,2.27,3.31,0.59,2.73
"DANIEL.PAILLE","F","20072008","BUF",77,855.52,0.17,-0.28,0.45,-0.06,-0.14,0.08,-0.92,0.24,-1.16,-1.34,-1.21,-0.13,-2.94,-1.26,-1.68
"DANIEL.SEDIN","F","20072008","VAN",82,1136.95,0.12,-0.04,0.15,0.36,-0.17,0.52,3.56,-2.79,6.35,5.36,-4.27,9.63,6.14,-4.63,10.77
"DANIEL.WINNIK","F","20072008","ARI",79,882.97,0.04,-0.31,0.35,-0.02,-0.13,0.11,1.39,-2.17,3.57,0.22,-1.3,1.52,0.08,-0.57,0.65
"DANNY.RICHMOND","D","20072008","CHI",7,59.95,-1.16,3.75,-4.92,0.32,0.98,-0.67,4.6,4.54,0.05,3.96,3.47,0.49,6.86,1.38,5.48
"DANY.HEATLEY","F","20072008","OTT",71,1167.5,0.98,-0.18,1.16,0.3,0.11,0.19,2.76,1.02,1.74,3.62,2.34,1.29,5.19,2.16,3.03
"DARCY.HORDICHUK","F","20072008","NSH",44,222.88,-0.6,-0.99,0.39,-0.44,0.1,-0.54,-2.82,-3.27,0.46,-4.94,-2.64,-2.3,-9.2,-4.1,-5.09
"DARCY.TUCKER","F","20072008","TOR",74,902.28,-0.42,-0.12,-0.3,-0.09,-0.09,0.01,-0.19,-0.38,0.19,-2.35,-0.7,-1.65,-0.8,0.69,-1.49
"DARREN.HAYDAR","F","20072008","ATL",16,148.83,0.8,-0.99,1.79,0.23,-0.64,0.87,4.13,-7.07,11.2,4.05,-8.43,12.48,8.68,-5.27,13.95
"DARRYL.SYDOR","D","20072008","PIT",74,1029.12,-0.09,-0.11,0.02,0,-0.03,0.03,-0.04,1.14,-1.18,0.24,1.87,-1.63,0.77,2.03,-1.26
"DAVE.BOLLAND","F","20072008","CHI",39,415.97,0.69,-0.12,0.8,0.38,0.07,0.31,4.05,1.24,2.81,4.79,1.69,3.11,2.46,2.16,0.3
"DAVID.BACKES","F","20072008","STL",72,848.77,0.24,0.6,-0.35,0.26,-0.15,0.41,2.03,-1.48,3.51,2.83,-1.98,4.81,2.9,-2.35,5.25
"DAVID.BOOTH","F","20072008","FLA",73,973.2,0.54,-0.18,0.72,0.06,-0.12,0.18,2.21,-1.57,3.78,2.45,-1.1,3.55,3.42,-1.75,5.17
"DAVID.BRINE","F","20072008","FLA",9,52.13,-0.64,-0.16,-0.48,-0.44,-0.4,-0.04,-8.58,0.12,-8.7,-8.84,2.29,-11.12,-7.2,3.24,-10.44
"DAVID.CLARKSON","F","20072008","N.J",81,897.53,0.6,0.55,0.05,-0.12,-0.13,0,-1.13,0.04,-1.16,-2.25,-1.96,-0.3,-2.49,-1.64,-0.85
"DAVID.HALE","D","20072008","CGY",57,727.38,-0.44,-0.27,-0.17,0,0.08,-0.09,-0.63,-1.48,0.85,-1.4,-0.01,-1.39,-2.72,-0.42,-2.3
"DAVID.JONES","F","20072008","COL",27,281.57,-1.11,0.34,-1.45,-0.14,-0.3,0.15,-2.78,-0.2,-2.58,-4.81,0.09,-4.9,-3.21,1.9,-5.11
"DAVID.KOCI","F","20072008","CHI",17,58.1,-1.88,1.84,-3.73,-0.71,-0.4,-0.32,-3.27,-0.29,-2.98,-5.37,-2.89,-2.48,-5.71,-5.23,-0.48
"DAVID.KREJCI","F","20072008","BOS",56,672.9,-0.39,-0.02,-0.37,-0.02,-0.34,0.32,-0.93,-4.41,3.47,0.48,-4.31,4.79,1.15,-4.41,5.56
"DAVID.LEGWAND","F","20072008","NSH",65,786.22,0.03,0.43,-0.39,-0.09,0.33,-0.43,-1.31,3.13,-4.44,-2.71,3.42,-6.13,-1.65,3.96,-5.61
"DAVID.MOSS","F","20072008","CGY",40,416.45,-0.18,0.11,-0.29,-0.12,-0.15,0.02,-0.77,-4.62,3.85,-0.18,-6.97,6.78,1.08,-7.5,8.58
"DAVID.PERRON","F","20072008","STL",62,644.22,0.79,-0.97,1.76,0.1,-0.43,0.54,-0.04,-2.78,2.74,-1.1,-3,1.9,-1.69,-4.63,2.94
"DAVID.STECKEL","F","20072008","WSH",67,634.98,-0.54,-0.12,-0.42,-0.22,0.07,-0.29,-2.36,-1.03,-1.33,-4.55,-0.57,-3.98,-3.53,-0.28,-3.25
"DAVID.TANABE","D","20072008","CAR",18,176.85,0,-0.44,0.44,-0.7,-0.13,-0.57,-1.91,-0.4,-1.51,-4.61,0.91,-5.52,-4.36,1.47,-5.83
"DAVID.VYBORNY","F","20072008","CBJ",65,704.47,-0.5,-0.11,-0.39,-0.24,-0.15,-0.09,-3.28,-2.1,-1.18,-2.62,-3.66,1.04,-2.22,-4.13,1.9
"DAYMOND.LANGKOW","F","20072008","CGY",79,1129.68,0.36,-0.03,0.39,0.12,-0.02,0.14,2.98,-2.15,5.12,3.19,-2.36,5.54,4.43,-2.89,7.32
"DEAN.MCAMMOND","F","20072008","OTT",68,672.03,-0.27,0.05,-0.32,-0.42,-0.31,-0.12,-4.17,-4.15,-0.01,-5.11,-4.54,-0.57,-3.37,-4.84,1.47
"DENIS.GREBESHKOV","D","20072008","EDM",71,957.6,0.56,0.01,0.55,0.31,-0.15,0.45,1.19,-1.65,2.84,1.77,-1.89,3.66,2.29,-1.73,4.02
"DENIS.TOLPEKO","F","20072008","PHI",26,201.88,-0.68,0.46,-1.15,-0.13,0.35,-0.48,1.24,0.4,0.83,1.98,-0.5,2.47,1.85,-1.62,3.47
"DENNIS.SEIDENBERG","D","20072008","CAR",47,661.32,-0.18,-0.43,0.25,0.5,0.04,0.46,-0.12,0.57,-0.69,1.89,1.55,0.34,2.33,3.4,-1.07
"DENNIS.WIDEMAN","D","20072008","BOS",81,1447.98,-0.04,-0.13,0.08,0.12,-0.01,0.13,1.52,-0.52,2.05,2.71,-1.4,4.11,2.48,-2.07,4.55
"DEREK.ARMSTRONG","F","20072008","L.A",77,874.02,0.46,-0.4,0.85,0.43,-0.15,0.58,4.58,-2.97,7.55,5.3,-5.24,10.54,6.32,-5.37,11.68
"DEREK.BOOGAARD","F","20072008","MIN",33,126.72,-1.58,0.57,-2.15,-0.34,0.1,-0.44,-2.99,5.43,-8.41,-6.89,6.96,-13.86,-8.79,4.67,-13.46
"DEREK.MACKENZIE","F","20072008","CBJ",17,127.37,-0.83,-0.11,-0.72,0.02,0.07,-0.05,1.54,-1.56,3.11,3.28,-3.04,6.32,1.68,-0.46,2.14
"DEREK.MEECH","D","20072008","DET",32,342.43,-1.12,0.14,-1.27,-0.57,-0.05,-0.52,-2.36,0.24,-2.6,-2.64,-0.18,-2.46,-2.79,-0.43,-2.36
"DEREK.MORRIS","D","20072008","ARI",82,1319.87,0.17,-0.12,0.28,-0.01,0.05,-0.06,-0.7,0.6,-1.3,-0.92,1.13,-2.06,-1.47,1.35,-2.82
"DEREK.ROY","F","20072008","BUF",78,1096.33,1.09,0.55,0.54,0.5,0.02,0.48,4.02,0.1,3.92,5.38,-1.36,6.75,5.49,-1.4,6.88
"DERIAN.HATCHER","D","20072008","PHI",44,718.27,-0.1,0.13,-0.23,0.11,0.42,-0.31,1.21,4.16,-2.95,0.24,5.03,-4.79,-0.51,3.64,-4.15
"DERICK.BRASSARD","F","20072008","CBJ",17,124.12,-0.43,1.26,-1.69,0.3,-0.03,0.33,0.53,4.49,-3.96,-1.68,2.99,-4.67,0.72,-0.14,0.86
"DEVIN.SETOGUCHI","F","20072008","S.J",44,514.87,0.11,-0.88,0.99,0.22,-0.14,0.36,-0.09,0.6,-0.7,0.95,2.11,-1.16,0.9,3.03,-2.13
"DICK.TARNSTROM","D","20072008","CBJ",19,260.97,-0.21,0.45,-0.66,0.02,-0.26,0.28,1.64,1.95,-0.31,3.7,-1.7,5.41,6.12,-1.84,7.96
"DICK.TARNSTROM","D","20072008","EDM",29,420.97,-0.47,0.22,-0.69,-0.07,0.26,-0.33,-1.88,0.5,-2.38,-3.84,-1.48,-2.37,-4,-0.48,-3.52
"DION.PHANEUF","D","20072008","CGY",81,1464.72,0.23,0,0.23,0.18,0.11,0.07,2.74,2.18,0.56,3.52,2.25,1.27,4.81,1.56,3.25
"DJ.KING","F","20072008","STL",61,334.38,-0.38,0.03,-0.41,-0.22,-0.35,0.13,-1.91,-3.63,1.71,-3.91,-4.68,0.78,-5.44,-6.13,0.69
"DMITRI.KALININ","D","20072008","BUF",46,642.37,-0.77,-0.47,-0.31,-0.08,0.07,-0.15,-1.02,0.56,-1.58,-1.35,0.27,-1.62,-2.42,1.71,-4.13
"DOMINIC.MOORE","F","20072008","MIN",29,302.42,-0.91,0.45,-1.37,-0.48,0.08,-0.56,-5.76,1.45,-7.21,-7.87,2.15,-10.01,-8.74,2.64,-11.38
"DOMINIC.MOORE","F","20072008","TOR",38,455.65,-0.08,-1.02,0.94,-0.23,-0.37,0.14,-1.25,-3.23,1.97,-1.06,-4.25,3.18,-2.72,-5.25,2.53
"DONALD.BRASHEAR","F","20072008","WSH",80,609.68,-0.87,-0.06,-0.81,-0.42,-0.1,-0.32,-4.4,-1.96,-2.44,-4.39,-1.04,-3.35,-7.03,-0.01,-7.02
"DOUG.JANIK","D","20072008","T.B",61,547.33,-0.35,-0.6,0.24,-0.2,-0.18,-0.01,-1.8,-0.14,-1.67,-2.85,-1.72,-1.12,-2.07,-0.94,-1.13
"DOUGLAS.MURRAY","D","20072008","S.J",66,961.52,0.66,-0.36,1.02,-0.1,-0.25,0.16,-1.92,-1.01,-0.91,-3.65,-1.2,-2.46,-5.4,-1.35,-4.04
"DOUG.WEIGHT","F","20072008","ANA",38,386.07,-0.69,-0.28,-0.41,-0.11,0.19,-0.3,0.74,0.36,0.38,-1.52,1.68,-3.2,-0.98,3.5,-4.48
"DOUG.WEIGHT","F","20072008","STL",29,352.18,0.22,-1.29,1.51,0.13,0.12,0.01,1.94,-1.18,3.12,3.99,-0.43,4.42,3.65,-0.55,4.2
"DREW.FATA","D","20072008","NYI",5,75.25,-1.15,-0.52,-0.63,-0.25,0.91,-1.16,-8.54,12.23,-20.78,-7.98,18.75,-26.73,-9.24,16.32,-25.56
"DREW.MILLER","F","20072008","ANA",26,254.13,-0.36,-0.03,-0.34,-0.03,-0.49,0.46,-1.42,-2.43,1,-1.56,-2.26,0.7,-1.99,-0.73,-1.26
"DREW.STAFFORD","F","20072008","BUF",64,723.25,0.4,0.12,0.28,0.13,0.02,0.11,-0.74,0.28,-1.03,-0.93,0.41,-1.34,-1.12,1.61,-2.73
"DUNCAN.KEITH","D","20072008","CHI",81,1493.95,0.04,-0.47,0.51,0.09,-0.02,0.1,1.39,0.16,1.23,1.53,0.05,1.48,1.85,0.26,1.59
"DUSTIN.BOYD","F","20072008","CGY",47,408.1,-0.06,1.38,-1.43,0.26,0.78,-0.52,0.99,5.02,-4.03,1.4,7.09,-5.69,1.68,6.33,-4.65
"DUSTIN.BROWN","F","20072008","L.A",78,1113.93,-0.16,0.09,-0.25,-0.08,-0.12,0.04,-0.35,-0.63,0.28,1.16,-0.46,1.62,1.24,-1.37,2.61
"DUSTIN.BYFUGLIEN","D","20072008","CHI",67,855.88,-0.43,-0.21,-0.22,-0.02,-0.19,0.18,1.36,-2.26,3.62,2.29,-3.42,5.71,2.15,-5.08,7.24
"DUSTIN.PENNER","F","20072008","EDM",82,1070.22,0.02,-0.1,0.12,0.04,-0.18,0.22,1.74,-1.94,3.68,2.81,-3.15,5.96,3.77,-2.51,6.28
"DUVIE.WESTCOTT","D","20072008","CBJ",23,265.53,-0.65,0.64,-1.29,-0.03,-0.17,0.14,-1.62,2.06,-3.67,-1.91,0.79,-2.7,-1.05,1.16,-2.22
"ED.JOVANOVSKI","D","20072008","ARI",80,1381.92,-0.11,-0.15,0.04,0.12,-0.02,0.14,2.31,-0.33,2.64,3.07,-1.67,4.74,4.55,-3.2,7.75
"ENVER.LISIN","F","20072008","ARI",13,159.58,-0.44,0.28,-0.72,0.2,0.67,-0.47,0.68,4.58,-3.9,5.09,6.28,-1.19,5.19,7.82,-2.63
"ERIC.BELANGER","F","20072008","MIN",74,894.4,-0.31,0.39,-0.7,-0.02,0.19,-0.22,0.3,0.99,-0.69,1.45,0.22,1.24,1.25,0.6,0.65
"ERIC.BOULTON","F","20072008","ATL",74,541.02,-0.47,-0.2,-0.27,-0.07,0.21,-0.27,0.26,2.36,-2.1,-1.01,3.8,-4.81,-3.46,5.19,-8.65
"ERIC.BREWER","D","20072008","STL",77,1352.98,-0.14,0.13,-0.27,-0.14,0.1,-0.23,-1.64,-0.7,-0.94,-2.04,1.29,-3.33,-1.87,1.08,-2.96
"ERIC.FEHR","F","20072008","WSH",23,208.1,0.14,-0.79,0.94,0.75,-0.19,0.94,7.92,-2.97,10.89,8.48,-1.22,9.7,6.87,-1.9,8.77
"ERIC.GODARD","F","20072008","CGY",74,342.88,-0.9,0.46,-1.36,-0.48,0.11,-0.59,-6.03,1.35,-7.38,-7.61,2.73,-10.34,-11.25,4.3,-15.55
"ERIC.NYSTROM","F","20072008","CGY",43,404.02,-0.64,-0.14,-0.5,-0.46,0.24,-0.7,-5.11,0.2,-5.31,-5.75,0.12,-5.88,-5.65,1.57,-7.22
"ERIC.PERRIN","F","20072008","ATL",81,1036.72,0.04,0.09,-0.04,0.2,-0.05,0.25,0.8,-1.04,1.85,1.49,-0.62,2.11,2.29,-0.17,2.46
"ERIC.STAAL","F","20072008","CAR",82,1242.08,0.35,0.37,-0.02,0.3,0.12,0.18,1.33,1.96,-0.62,2.67,2,0.67,3.53,2.1,1.43
"ERIK.CHRISTENSEN","F","20072008","ATL",10,131.52,-0.26,2.41,-2.67,0,0.58,-0.58,-1.99,1.8,-3.79,-1.99,4.25,-6.25,-4.32,3.93,-8.25
"ERIK.CHRISTENSEN","F","20072008","PIT",49,496.55,0.12,0.61,-0.49,-0.04,-0.09,0.05,-1.39,-0.26,-1.13,-2.01,0.39,-2.4,-2.87,1.06,-3.93
"ERIK.COLE","F","20072008","CAR",73,1011.6,0.53,0.11,0.42,0.18,-0.01,0.19,0.05,0.41,-0.36,0.57,-0.25,0.82,0.62,-0.8,1.42
"ERIK.JOHNSON","D","20072008","STL",69,958.88,0.15,0.15,0,0.06,-0.08,0.15,1.48,0.18,1.3,1.31,-1.53,2.84,1.63,-2.23,3.85
"ETHAN.MOREAU","F","20072008","EDM",25,297.58,-0.51,-0.52,0.01,-0.29,0.52,-0.81,-3.04,1.76,-4.81,-4.38,5.19,-9.57,-5.26,10.83,-16.09
"EVGENI.MALKIN","F","20072008","PIT",82,1227.13,0.82,0.39,0.43,0.31,0.11,0.2,4.11,1.48,2.63,4.42,1.05,3.37,4.72,0.95,3.77
"FEDOR.TYUTIN","D","20072008","NYR",82,1272.52,0.07,0.18,-0.12,-0.16,0.13,-0.29,0.29,-0.07,0.36,0.25,-0.53,0.78,0.86,-0.06,0.92
"FERNANDO.PISANI","F","20072008","EDM",56,669.15,-0.14,-0.06,-0.08,-0.16,0.11,-0.27,-1.01,2.25,-3.27,-1.75,2.8,-4.55,-0.5,3.3,-3.8
"FILIP.KUBA","D","20072008","T.B",75,1327.78,0.21,0.28,-0.07,0,0.07,-0.07,0.45,-0.17,0.62,0.41,0.07,0.34,0.56,-0.39,0.95
"FRANCIS.BOUILLON","D","20072008","MTL",74,1053.63,0.03,-0.21,0.24,-0.06,-0.06,0,-0.76,-2.17,1.41,-2.08,-1.54,-0.54,-3.63,-2.15,-1.49
"FRANCOIS.BEAUCHEMIN","D","20072008","ANA",82,1478.43,-0.22,0.48,-0.7,0.02,0.16,-0.13,0.68,1.69,-1,1.74,1.96,-0.22,1.74,1.12,0.62
"FRANS.NIELSEN","F","20072008","NYI",16,132.65,-0.11,-0.84,0.73,-0.58,-0.41,-0.17,-3.68,-6.55,2.87,-8.18,-6.12,-2.05,-10.27,-3,-7.27
"FRANTISEK.KABERLE","D","20072008","CAR",80,1075.68,-0.07,-0.18,0.11,-0.15,0,-0.15,-0.32,-0.49,0.17,-1.11,0.06,-1.17,-0.35,-0.77,0.43
"FREDDY.MEYER","D","20072008","NYI",52,826.68,0.38,-0.12,0.5,0.3,-0.39,0.69,2,-3.96,5.97,2.27,-4.58,6.84,1.81,-5.77,7.58
"FREDRIK.MODIN","F","20072008","CBJ",23,271.67,0.47,-0.42,0.89,-0.25,-0.19,-0.06,-4.96,-2.71,-2.25,-3.02,-1.47,-1.55,-2.17,-1.22,-0.96
"FREDRIK.SJOSTROM","F","20072008","ARI",51,551.72,-0.27,0.21,-0.48,-0.17,-0.07,-0.1,-0.82,0.45,-1.27,-0.05,2.27,-2.32,-0.31,0.87,-1.18
"FREDRIK.SJOSTROM","F","20072008","NYR",18,137.97,-0.89,-0.87,-0.02,-0.56,-0.68,0.13,-2.29,-3.94,1.66,-2.7,-6.1,3.4,-8.07,-7.14,-0.93
"GARNET.EXELBY","D","20072008","ATL",79,1255.55,-0.19,0.3,-0.49,-0.04,-0.01,-0.03,-2.15,0.8,-2.95,-2.37,0.38,-2.75,-2.07,1.03,-3.1
"GARY.ROBERTS","F","20072008","PIT",38,403.87,-0.58,0.26,-0.84,-0.18,0.23,-0.41,-2.71,-1.71,-1,-3.11,-3.31,0.21,-5.05,-2.84,-2.21
"GEOFF.SANDERSON","F","20072008","EDM",41,372.1,-0.46,0.74,-1.19,0.05,0.09,-0.04,-1.28,1.51,-2.79,-1.99,0.95,-2.94,-3.95,1.1,-5.06
"GEORGE.PARROS","F","20072008","ANA",68,388.82,-0.48,-0.63,0.15,-0.33,-0.23,-0.11,-1.67,-2.36,0.69,-4.42,-2.88,-1.54,-7.66,-2.61,-5.05
"GEORGES.LARAQUE","F","20072008","PIT",71,518.95,-0.29,-0.19,-0.1,-0.2,-0.07,-0.14,-2.68,0.21,-2.89,-4.53,0.4,-4.93,-5.92,0.36,-6.28
"GILBERT.BRULE","F","20072008","CBJ",60,534.83,-0.47,-0.3,-0.17,-0.03,0.09,-0.12,-0.14,0.21,-0.35,-0.54,0.42,-0.96,-2.37,-1.64,-0.73
