"player","position","season","Team","GP","TOI","rel_TM_GF60","rel_TM_GA60","rel_TM_G_diff60","rel_TM_xGF60","rel_TM_xGA60","rel_TM_xG_diff60","rel_TM_SF60","rel_TM_SA60","rel_TM_S_diff60","rel_TM_FF60","rel_TM_FA60","rel_TM_F_diff60","rel_TM_CF60","rel_TM_CA60","rel_TM_C_diff60"
"ALEX.SEMIN","F","20072008","WSH",63,772.07,-0.07,0.59,-0.66,0.12,0.11,0.01,0.9,0.68,0.22,1.94,0.92,1.01,1.14,1.03,0.11
"ALEX.STEEN","F","20072008","TOR",76,976.53,0.34,0.06,0.28,-0.08,0.19,-0.26,0.22,2.19,-1.97,0.34,2.48,-2.14,0.49,1.96,-1.47
"ALEX.TANGUAY","F","20072008","CGY",77,1049.93,0.56,0.2,0.35,0.28,0.14,0.15,2.28,1.24,1.04,2.36,2.11,0.25,2.35,2.7,-0.35
"ALLAN.ROURKE","D","20072008","EDM",13,137.05,-0.28,-0.44,0.16,-0.87,-0.44,-0.43,-6.38,-0.73,-5.66,-9,-1.93,-7.07,-11.65,4.68,-16.33
"ANDERS.ERIKSSON","D","20072008","CGY",60,959.88,0.21,0.68,-0.47,0.32,0.07,0.25,2.28,0.68,1.6,3.33,1.28,2.04,4.62,2.97,1.65
"ANDREAS.KARLSSON","F","20072008","T.B",58,430.17,-0.45,-0.56,0.11,-0.21,-0.04,-0.16,-4.81,-3.46,-1.35,-4.61,-4.56,-0.05,-4.53,-5.28,0.75
"ANDREAS.LILJA","D","20072008","DET",79,1184.82,-0.29,0.44,-0.73,-0.11,-0.07,-0.04,-0.22,-1.45,1.23,-0.8,-1.6,0.8,-2.52,-0.88,-1.63
"ANDREI.KOSTITSYN","F","20072008","MTL",78,949.53,0.5,0.05,0.45,0.1,-0.08,0.18,0.44,-0.93,1.37,0.37,-1.81,2.18,1.7,-2.01,3.71
"ANDREI.MARKOV","D","20072008","MTL",82,1319.87,0.08,0.26,-0.18,0.01,0.28,-0.27,-0.25,3.15,-3.4,0.34,3.5,-3.15,1.22,2.97,-1.76
"ANDREI.ZYUZIN","D","20072008","CHI",32,366.2,-0.61,1.21,-1.82,-0.1,0.1,-0.2,-1.45,3.7,-5.15,-3.3,3.89,-7.18,-2.98,6.48,-9.46
"ANDREJ.MESZAROS","D","20072008","OTT",82,1303.6,0.02,0.12,-0.1,0.05,0.01,0.04,0.5,1.18,-0.68,1.11,1.21,-0.1,1.55,0.57,0.98
"ANDREJ.SEKERA","D","20072008","BUF",37,596.53,0.07,0.15,-0.07,-0.11,-0.2,0.09,-3.2,-2.02,-1.18,-3.88,-2.32,-1.57,-3.98,-2.44,-1.54
"ANDRE.ROY","F","20072008","T.B",63,333.1,0.06,-0.59,0.65,-0.32,-0.19,-0.12,-1.97,-0.1,-1.86,-4.61,-2.12,-2.49,-3.45,-3.38,-0.07
"ANDREW.ALBERTS","D","20072008","BOS",35,606.65,-0.34,-0.72,0.38,-0.32,-0.06,-0.26,-3.58,-2.64,-0.94,-3.9,-2.03,-1.87,-6.07,-1.33,-4.74
"ANDREW.BRUNETTE","F","20072008","COL",82,991.85,0.7,0.29,0.41,0.2,0.16,0.04,0.29,2.26,-1.97,0.34,3.4,-3.06,0.28,3.54,-3.26
"ANDREW.COGLIANO","F","20072008","EDM",82,876.85,0.67,0.18,0.49,0.05,0.15,-0.1,-0.86,3.25,-4.1,-2,4.07,-6.06,-2.87,3.74,-6.61
"ANDREW.FERENCE","D","20072008","BOS",59,1005.65,-0.4,0.66,-1.06,-0.07,0.24,-0.31,0.15,1.25,-1.1,-0.51,2.98,-3.49,-0.83,4.46,-5.29
"ANDREW.LADD","F","20072008","CAR",43,437.67,0.5,-0.57,1.07,-0.09,0.28,-0.37,-0.98,1.13,-2.11,-1.79,3.13,-4.92,0.33,2.97,-2.64
"ANDREW.LADD","F","20072008","CHI",20,245.03,0.26,0.22,0.04,0.01,0.14,-0.13,3.9,0.66,3.25,3.49,1.36,2.14,4.77,0.72,4.05
"ANDREW.MURRAY","F","20072008","CBJ",39,399.53,0.64,0.26,0.37,-0.18,-0.02,-0.16,-3.95,-1.13,-2.82,-3.51,-2.09,-1.42,-5.97,-1.48,-4.49
"ANDREW.PETERS","F","20072008","BUF",44,136.33,-1.56,0.31,-1.86,-0.82,0.2,-1.02,-1.37,4.87,-6.24,-5.24,4.45,-9.7,-5.88,3.73,-9.61
"ANDY.GREENE","D","20072008","N.J",59,878.38,-0.33,-0.16,-0.18,0.06,0.24,-0.18,1.27,0.92,0.35,0.25,2.25,-1.99,-0.22,2.51,-2.73
"ANDY.HILBERT","F","20072008","NYI",70,731,0.1,-0.17,0.27,-0.29,-0.09,-0.2,0.98,-2.39,3.37,-0.16,-1.5,1.34,-1.47,-1.49,0.02
"ANDY.MCDONALD","F","20072008","ANA",33,420.18,0,0.39,-0.39,0.02,-0.08,0.11,-0.06,0.7,-0.76,-0.59,0.08,-0.68,1.45,-0.33,1.78
"ANDY.MCDONALD","F","20072008","STL",49,692.75,-0.16,0.32,-0.48,0.05,-0.11,0.16,-0.23,-1.25,1.02,0.26,-2.16,2.43,0.67,-2.86,3.53
"ANDY.SUTTON","D","20072008","NYI",58,807.13,-0.02,0.42,-0.43,-0.03,-0.01,-0.02,-0.29,-0.87,0.58,0.83,-0.73,1.56,0.3,-0.87,1.17
"ANDY.WOZNIEWSKI","D","20072008","TOR",48,531.18,0.76,0.03,0.73,0.34,0.21,0.13,-0.6,2.3,-2.9,-0.99,3.63,-4.62,-1.69,3.74,-5.43
"ANTHONY.STEWART","F","20072008","FLA",26,151.63,-0.38,0.17,-0.55,-0.21,0.19,-0.41,-0.64,1.12,-1.76,-0.38,2.69,-3.07,-3.81,3.02,-6.83
"ANTOINE.VERMETTE","F","20072008","OTT",81,992.13,0.21,0.24,-0.03,0.09,0.05,0.04,0.7,1.28,-0.57,0.24,0.22,0.02,-1.92,0.2,-2.12
"ANTON.STRALMAN","D","20072008","TOR",50,546,-0.49,0.18,-0.66,-0.38,-0.13,-0.24,-4.22,-2.17,-2.05,-5.34,-1.9,-3.44,-7.17,-4.09,-3.09
"ANTON.VOLCHENKOV","D","20072008","OTT",66,1062.92,-0.56,-0.44,-0.13,-0.17,0.05,-0.22,-3.09,-0.56,-2.53,-2.95,-0.3,-2.65,-4.13,3.58,-7.7
"ANTTI.MIETTINEN","F","20072008","DAL",69,765.88,0.14,0,0.14,0.06,0.18,-0.12,-1.29,2.82,-4.11,-0.02,3.47,-3.49,-0.12,4.51,-4.63
"ANZE.KOPITAR","F","20072008","L.A",82,1229.22,0.01,0.17,-0.16,-0.07,-0.02,-0.05,0.44,1.05,-0.6,1.25,1.02,0.23,1.45,0.73,0.73
"ARRON.ASHAM","F","20072008","N.J",77,580.37,-0.8,-0.29,-0.51,-0.25,-0.18,-0.08,-1.46,-0.94,-0.53,-3.73,-1.03,-2.69,-4.99,-1.64,-3.34
"BARRET.JACKMAN","D","20072008","STL",78,1330.93,-0.19,0.09,-0.28,0.04,0.01,0.03,0.9,0.17,0.73,0.45,-0.92,1.37,0.08,-1.56,1.64
"BATES.BATTAGLIA","F","20072008","TOR",13,56.9,-2.34,3.69,-6.04,-1.19,-0.38,-0.82,-6.51,0.99,-7.5,-12.9,-1.44,-11.46,-16.54,-2.12,-14.42
"BEN.EAGER","F","20072008","CHI",9,52.78,1.5,2.32,-0.81,0.13,0.18,-0.05,-1.18,-6.54,5.37,-2.98,-1.79,-1.19,-7.58,-0.96,-6.63
"BEN.EAGER","F","20072008","PHI",23,116.1,-1.91,0.97,-2.89,-0.41,-0.03,-0.37,-10.11,-3.84,-6.26,-10.19,-3.69,-6.5,-11.71,-2.03,-9.68
"BEN.GUITE","F","20072008","COL",79,794.03,-0.5,-0.08,-0.41,-0.38,0.11,-0.49,-2.24,-1.01,-1.23,-3.03,-0.3,-2.73,-3.45,1.04,-4.49
"BENOIT.POULIOT","F","20072008","MIN",11,85.25,0.09,0.48,-0.39,-0.2,0.64,-0.84,-4.42,4.15,-8.57,0.02,5.06,-5.04,0.35,7.82,-7.47
"BILL.GUERIN","F","20072008","NYI",81,1079.88,0.1,-0.21,0.31,0.01,0.19,-0.18,-0.45,1.81,-2.25,-0.64,2.58,-3.22,-2.54,2.74,-5.28
"BILL.THOMAS","F","20072008","ARI",7,82.98,-1.93,-0.62,-1.31,-0.71,-0.38,-0.32,-2.29,1.91,-4.2,-4.46,5.36,-9.82,-7.04,9.36,-16.4
"B.J..CROMBEEN","F","20072008","DAL",8,52.55,2.47,2.27,0.21,0.62,0.83,-0.21,0.77,7.23,-6.46,-1.27,8.63,-9.89,-3.93,3.36,-7.28
"BLAIR.BETTS","F","20072008","NYR",75,654.55,-0.54,-0.58,0.04,-0.44,-0.34,-0.1,-2.86,-2.45,-0.4,-4.62,-4.03,-0.59,-5.29,-3.69,-1.61
"BLAKE.COMEAU","F","20072008","NYI",51,550.12,0.32,-0.35,0.67,-0.14,-0.04,-0.11,0.81,-1.09,1.9,0.1,-1.38,1.48,0.38,-1.05,1.43
"BOBBY.ALLEN","D","20072008","BOS",19,167.17,-1.24,-0.49,-0.76,-0.56,-0.56,0,-4.83,-0.65,-4.18,-6.98,-1,-5.99,-8.29,-4.59,-3.71
"BOBBY.HOLIK","F","20072008","ATL",82,1044.77,0.14,0.21,-0.08,-0.07,0.02,-0.09,0.73,-1.47,2.2,1.6,-1.56,3.16,1.91,-2.4,4.31
"BOBBY.RYAN","F","20072008","ANA",23,195.65,-0.04,0.47,-0.5,0.06,-0.38,0.44,4.87,-6.6,11.47,5.3,-5.5,10.8,2.84,-4.34,7.18
"BORIS.VALABIK","D","20072008","ATL",7,99.02,-0.18,1.2,-1.37,-0.2,-0.01,-0.18,4.05,3.22,0.83,2.37,2.35,0.01,-1.32,2.93,-4.25
"BOYD.DEVEREAUX","F","20072008","TOR",62,689.05,-0.19,0.26,-0.44,-0.38,0.28,-0.66,-1.59,-0.55,-1.04,-1.99,-1.33,-0.66,-3.38,-2.09,-1.29
"BOYD.GORDON","F","20072008","WSH",67,752.12,-0.62,-0.7,0.07,-0.25,-0.38,0.14,-1.79,-2.86,1.07,-2.65,-4.15,1.5,-5.4,-3.08,-2.32
"BRAD.BOYES","F","20072008","STL",82,1116.22,0.7,-0.11,0.81,0.17,0.12,0.06,1.42,1.43,-0.01,2.45,2.48,-0.03,2.27,1.48,0.79
"BRAD.ISBISTER","F","20072008","VAN",55,543.65,-0.64,-0.13,-0.51,-0.16,-0.13,-0.03,-0.72,-0.5,-0.22,-1.68,-1.48,-0.21,-2.6,-1.98,-0.62
"BRAD.LARSEN","F","20072008","ATL",62,523.13,-0.82,0.22,-1.04,-0.14,-0.02,-0.12,-0.94,-1.1,0.16,-2.15,-2.25,0.1,-2.86,-3.2,0.34
"BRAD.LUKOWICH","D","20072008","T.B",59,823.72,-0.57,0.09,-0.65,-0.22,0.04,-0.27,-2.51,-0.47,-2.04,-2.53,-0.48,-2.05,-1.71,1.12,-2.83
"BRAD.MAY","F","20072008","ANA",60,382.9,-0.37,-0.08,-0.29,-0.47,-0.17,-0.31,-6.54,-1.05,-5.49,-6.65,-0.59,-6.06,-6.65,-0.57,-6.08
"BRAD.RICHARDS","F","20072008","DAL",12,162.42,0.26,0.59,-0.33,-0.22,0.04,-0.27,-5.05,2.8,-7.86,-4.68,1.85,-6.53,-2.15,-1.41,-0.74
"BRAD.RICHARDS","F","20072008","T.B",62,999.52,-0.18,0.19,-0.37,0.12,-0.06,0.18,0.66,-1.67,2.33,2.21,-0.89,3.11,3.74,-1.97,5.71
"BRAD.RICHARDSON","F","20072008","COL",22,251.82,-0.6,0.78,-1.37,-0.43,-0.04,-0.39,0.5,-0.18,0.68,-1.38,-2.18,0.8,-3.14,-4.07,0.92
"BRAD.STUART","D","20072008","DET",9,143.62,1.64,0.02,1.62,0.38,0.66,-0.28,0.29,2.57,-2.29,-2.25,4.64,-6.9,-4.55,5.59,-10.14
"BRAD.STUART","D","20072008","L.A",63,939.2,-0.15,0.24,-0.39,0.26,0.24,0.02,1.33,2.34,-1.01,1.34,2.6,-1.27,1.8,2.55,-0.75
"BRAD.WINCHESTER","F","20072008","DAL",41,286.83,-0.9,1.17,-2.08,-0.26,0.21,-0.47,-0.67,3.24,-3.92,-1.5,2.75,-4.24,-2.92,3.02,-5.94
"BRANDON.BOCHENSKI","F","20072008","ANA",12,103.18,-0.7,-1.07,0.37,0.27,-0.07,0.34,6.21,1.88,4.33,3.08,1.72,1.36,6.16,4.73,1.43
"BRANDON.BOCHENSKI","F","20072008","BOS",20,228.1,0.11,-0.37,0.48,0.33,-0.11,0.44,2.73,0.34,2.38,5.09,0.98,4.11,8.15,1.99,6.17
"BRANDON.BOCHENSKI","F","20072008","NSH",8,67.77,0.51,-1.32,1.83,0.47,-0.37,0.84,-0.05,-3.64,3.59,-0.58,-3.54,2.97,-2.15,-8.86,6.71
"BRANDON.DUBINSKY","F","20072008","NYR",82,959.78,0.39,0.2,0.19,0.2,-0.16,0.36,1.94,-2.3,4.24,2.36,-1.47,3.83,2.97,-3.4,6.37
"BRANISLAV.MEZEI","D","20072008","FLA",57,717.28,-0.56,0.32,-0.88,-0.04,0.04,-0.07,-0.2,1.08,-1.28,-0.94,2.97,-3.92,-1.41,3.88,-5.3
"BRANKO.RADIVOJEVIC","F","20072008","MIN",72,898.53,-0.51,0.23,-0.73,-0.24,-0.12,-0.12,-0.92,-2.58,1.66,-0.96,-3.66,2.7,-0.11,-4.52,4.41
"BRAYDON.COBURN","D","20072008","PHI",78,1248.82,0.67,-0.26,0.93,0.28,-0.05,0.33,2.65,-1.35,4,3.48,-1.63,5.11,3.24,-4.57,7.81
"BRENDAN.MORRISON","F","20072008","VAN",39,409.13,0.27,0.11,0.16,-0.1,-0.04,-0.07,-4.6,1.83,-6.43,-5.69,4.48,-10.17,-3.18,7.39,-10.57
"BRENDAN.SHANAHAN","F","20072008","NYR",73,842.53,0.17,0.45,-0.27,-0.01,0.25,-0.26,-0.37,2.22,-2.59,0.45,2.45,-2,0.8,5.51,-4.71
"BRENDAN.WITT","D","20072008","NYI",59,1001.65,-0.18,0.18,-0.36,-0.04,0.27,-0.32,-0.12,2.16,-2.28,-0.34,2.9,-3.24,-0.18,4.34,-4.52
"BRENDEN.MORROW","F","20072008","DAL",81,1144.28,0.71,-0.33,1.04,0.14,-0.03,0.18,0.16,-0.76,0.92,0.06,-1.42,1.47,1.26,-1.29,2.55
"BRENT.BURNS","D","20072008","MIN",81,1336.53,0.44,-0.13,0.56,0.12,0,0.12,0.91,-0.47,1.38,1.39,-0.72,2.1,1.85,-1.02,2.87
"BRENT.SEABROOK","D","20072008","CHI",81,1277.18,-0.09,-0.09,0,-0.12,-0.06,-0.06,0.63,-0.3,0.93,0.25,0.29,-0.04,0,0.55,-0.55
"BRENT.SOPEL","D","20072008","CHI",57,827.1,-0.28,-0.24,-0.04,0.18,0.01,0.17,0.57,-0.42,0.99,0.58,-0.39,0.97,-0.45,1.73,-2.17
"BRET.HEDICAN","D","20072008","CAR",66,1073.28,0.77,0.13,0.64,0.38,0.14,0.24,3.87,3.53,0.34,5.29,3.64,1.65,4.85,4.98,-0.13
"BRETT.CLARK","D","20072008","COL",57,927.15,0.18,0.13,0.06,0.08,0.01,0.06,0.8,0.98,-0.18,0.51,1.96,-1.45,0.28,2.26,-1.98
"BRETT.LEBDA","D","20072008","DET",78,1134.6,-0.55,0.05,-0.6,-0.12,0.09,-0.2,-1.86,0.72,-2.58,-1.43,0.11,-1.54,-0.38,-0.89,0.51
"BRETT.MCLEAN","F","20072008","FLA",67,787.28,0.08,0.32,-0.24,0.2,0,0.2,1.28,0.86,0.42,1.03,-0.56,1.59,1.77,1.02,0.76
"BRETT.STERLING","F","20072008","ATL",13,139.47,0.03,-0.5,0.53,0.2,-0.46,0.66,2.03,-4.24,6.27,1.35,-6.73,8.08,2.41,-2.99,5.4
"BRIAN.BOYLE","F","20072008","L.A",8,85.82,3.3,0.05,3.24,-0.13,0.22,-0.35,1.69,2.9,-1.21,-4.7,5.68,-10.38,-9.67,5.88,-15.54
"BRIAN.CAMPBELL","D","20072008","BUF",63,1117.42,0.32,0.35,-0.03,0.05,0.08,-0.03,0.5,0.92,-0.42,1.27,1.09,0.18,2.43,-0.21,2.63
"BRIAN.CAMPBELL","D","20072008","S.J",20,368.1,0.49,-0.64,1.13,0.65,-0.12,0.78,5.29,-2.31,7.6,5.39,-1.56,6.95,3.96,-5.33,9.29
"BRIAN.GIONTA","F","20072008","N.J",82,1080,-0.09,-0.35,0.26,0.44,0.05,0.39,3.24,0.26,2.99,4.71,0.78,3.93,5.16,1.28,3.87
"BRIAN.LEE","D","20072008","OTT",6,88.72,-0.02,-0.37,0.35,-0.27,-0.43,0.16,-2.23,-1.06,-1.16,-2.02,-1.15,-0.88,0.6,3.64,-3.05
"BRIAN.MCGRATTAN","F","20072008","OTT",38,108.23,-0.84,-0.76,-0.07,-0.79,-0.1,-0.69,-2.82,3.7,-6.52,-5.2,5.75,-10.95,-9.97,7,-16.98
"BRIAN.POTHIER","D","20072008","WSH",38,580.23,0.09,-0.12,0.21,-0.17,-0.14,-0.03,0.29,-1.88,2.17,-0.02,-1.56,1.53,-0.54,-2,1.45
"BRIAN.RAFALSKI","D","20072008","DET",73,1286.45,-0.08,-0.08,0.01,0.09,0.02,0.07,-0.17,0.7,-0.87,-0.01,1.71,-1.71,1.02,1.42,-0.4
"BRIAN.ROLSTON","F","20072008","MIN",80,1089.45,-0.38,-0.29,-0.1,0.03,0.1,-0.07,2.33,0.85,1.48,3.6,1.29,2.32,5.27,1.06,4.21
"BRIAN.SUTHERBY","F","20072008","ANA",45,316.62,-1.07,-0.38,-0.69,0.03,-0.26,0.29,-1.03,-1.45,0.42,-0.86,-1.86,1,-2.75,-0.95,-1.8
"BRIAN.WILLSIE","F","20072008","L.A",53,532.73,-0.03,0.18,-0.22,0.11,-0.22,0.33,2.7,-2.69,5.39,1.52,-3.94,5.46,3.13,-5,8.13
"BROOKS.LAICH","F","20072008","WSH",82,819.3,-0.5,0.04,-0.53,-0.25,0.08,-0.33,-1.15,1.4,-2.55,-2.89,1.74,-4.62,-4.68,1.91,-6.59
"BROOKS.ORPIK","D","20072008","PIT",78,1143.28,-0.12,-0.08,-0.03,0.01,0.14,-0.13,-1.05,0.68,-1.74,-0.04,1.98,-2.02,0.81,2.35,-1.54
"BRUNO.GERVAIS","D","20072008","NYI",60,884.95,0.03,-0.01,0.04,-0.04,-0.06,0.02,-1.68,1.29,-2.97,-1.07,-0.4,-0.68,-2.13,-0.73,-1.4
"BRYAN.ALLEN","D","20072008","FLA",73,1236.77,0.14,-0.1,0.24,0.1,0.17,-0.07,-0.69,0.63,-1.32,-0.1,0.88,-0.99,-0.3,1.35,-1.65
"BRYAN.BERARD","D","20072008","NYI",54,697.25,-0.06,-0.05,-0.01,-0.04,0.05,-0.09,-1.11,1.18,-2.29,0.39,1.46,-1.08,1.02,1.74,-0.71
"BRYAN.LITTLE","F","20072008","ATL",48,584.8,-0.12,-0.61,0.49,0.04,-0.34,0.38,0.82,-0.68,1.5,1.91,-0.55,2.46,1.94,0.75,1.18
"BRYAN.MCCABE","D","20072008","TOR",54,915.2,-0.32,-0.43,0.1,-0.17,0.08,-0.26,-1.31,2.22,-3.53,-2.96,1.22,-4.18,-1.91,1.74,-3.65
"BRYAN.SMOLINSKI","F","20072008","MTL",64,668.68,-0.22,0.03,-0.25,-0.16,0.17,-0.33,1.49,-1.53,3.02,1.05,-0.73,1.78,2.1,-0.72,2.82
"BRYCE.SALVADOR","D","20072008","N.J",8,144.18,0.14,0.1,0.04,-0.87,0.06,-0.93,-2.1,-0.48,-1.62,-3.2,3.36,-6.56,-4.06,5.62,-9.68
"BRYCE.SALVADOR","D","20072008","STL",56,874.3,0.48,-0.22,0.7,-0.1,0.04,-0.14,-2.83,-0.28,-2.55,-3.33,-0.57,-2.76,-4.22,0,-4.21
"BYRON.RITCHIE","F","20072008","VAN",71,626.25,-0.69,0.33,-1.02,-0.59,0.32,-0.91,-3.95,3.98,-7.93,-6.66,4.09,-10.75,-10.07,4.59,-14.66
"CAM.BARKER","D","20072008","CHI",45,599.77,0.24,0.19,0.05,0.02,0.44,-0.43,-3.11,2.84,-5.96,-2.69,3.56,-6.25,-2.73,2.66,-5.39
"CAM.JANSSEN","F","20072008","STL",12,84.85,0.1,0.52,-0.41,-0.16,-0.1,-0.06,2.73,-3.48,6.21,4.84,-8.03,12.87,1.4,-7.51,8.91
"CARLO.COLAIACOVO","D","20072008","TOR",28,406.92,-0.06,0.53,-0.6,0.13,0,0.14,2.24,0.66,1.58,1.1,-1.5,2.6,1.69,-0.44,2.12
"CASEY.BORER","D","20072008","CAR",11,136.28,-0.3,1.6,-1.9,0.01,0.29,-0.28,1.92,1.23,0.69,1.9,-1.47,3.37,2.02,-3.64,5.65
"CHAD.KILGER","F","20072008","TOR",53,528.18,0.19,0.08,0.11,-0.25,-0.04,-0.21,-3.09,1.85,-4.94,-2.87,2.67,-5.54,-5.02,4.12,-9.14
"CHAD.LAROSE","F","20072008","CAR",58,671.32,0.17,-0.27,0.43,0.11,0.02,0.09,-0.56,0.35,-0.91,-1.24,-0.74,-0.5,-0.67,0.4,-1.06
"CHRIS.CAMPOLI","D","20072008","NYI",46,634.6,0.5,-0.5,1,0.08,-0.24,0.32,-2,-3.4,1.4,-2.72,-2.86,0.14,-2.59,-3.69,1.1
"CHRIS.CHELIOS","D","20072008","DET",69,858.8,-0.13,-0.13,0,-0.17,-0.03,-0.14,-1.12,-0.17,-0.94,-0.36,-0.92,0.57,-0.38,-0.9,0.52
"CHRIS.CLARK","F","20072008","WSH",18,230.1,-0.42,-0.61,0.18,-0.13,0.22,-0.34,-4.93,2.83,-7.77,-5.82,4.32,-10.14,-7.86,5.19,-13.05
"CHRIS.CONNER","F","20072008","DAL",22,240.88,-0.23,-0.16,-0.07,-0.06,0.04,-0.1,-1.25,3.07,-4.32,-2.24,5.93,-8.17,-2.81,5.01,-7.82
"CHRIS.DRURY","F","20072008","NYR",82,1009.6,-0.15,0.15,-0.3,0.07,0.14,-0.07,-1.13,2.88,-4.01,-1.8,2.88,-4.69,-2.62,4.38,-7
"CHRIS.GRATTON","F","20072008","T.B",60,613.57,0.24,0.1,0.13,-0.05,-0.15,0.1,-0.59,0.81,-1.4,-1.22,-0.61,-0.61,-1.26,0.47,-1.73
"CHRIS.HIGGINS","F","20072008","MTL",82,1046.88,-0.11,-0.29,0.18,0.06,0.02,0.03,0.3,1.57,-1.26,0.74,0.39,0.35,1.94,1.26,0.68
