"player","position","season","Team","GP","TOI","rel_TM_GF60","rel_TM_GA60","rel_TM_G_diff60","rel_TM_xGF60","rel_TM_xGA60","rel_TM_xG_diff60","rel_TM_SF60","rel_TM_SA60","rel_TM_S_diff60","rel_TM_FF60","rel_TM_FA60","rel_TM_F_diff60","rel_TM_CF60","rel_TM_CA60","rel_TM_C_diff60"
"AARON.EKBLAD","D","20142015","FLA",81,1477.17,0.28,-0.29,0.57,0.08,-0.13,0.21,2.09,-0.74,2.82,1.48,-1.25,2.73,1.69,-2.4,4.09
"ADAM.BURISH","F","20142015","S.J",20,188.32,-0.79,0.69,-1.48,-0.8,0.6,-1.4,-7.42,5.02,-12.44,-11.06,8.75,-19.82,-13.97,10.52,-24.5
"ADAM.CLENDENING","D","20142015","VAN",17,262.68,0.51,-0.12,0.64,-0.01,0.09,-0.09,3.13,-0.5,3.64,3.27,-1.3,4.57,1.77,-2.54,4.31
"ADAM.CRACKNELL","F","20142015","CBJ",17,157.73,-1.49,0.86,-2.36,-0.72,0.13,-0.85,-3.79,3.79,-7.57,-4.68,6.17,-10.85,-5.7,6.37,-12.07
"ADAM.HENRIQUE","F","20142015","N.J",75,1026.02,0.25,0.3,-0.05,0.31,0.19,0.13,0.89,2.61,-1.72,1.29,3.02,-1.73,2.39,6.4,-4.01
"ADAM.LARSSON","D","20142015","N.J",64,1091.87,-0.05,-0.01,-0.04,0,-0.08,0.08,0.5,-1.18,1.67,-0.14,-0.64,0.51,-0.33,0.5,-0.82
"ADAM.LOWRY","F","20142015","WPG",80,987.3,-0.32,-0.08,-0.24,-0.19,-0.09,-0.1,-1.39,-2.17,0.78,-1.09,-2.89,1.8,-0.8,-4.25,3.44
"ADAM.MCQUAID","D","20142015","BOS",63,1022.48,-0.64,-0.13,-0.5,-0.11,-0.09,-0.02,-2.15,-1.34,-0.81,-2.97,-1.9,-1.07,-3.96,-0.41,-3.56
"ADAM.PARDY","D","20142015","WPG",55,672.98,0.2,-0.14,0.34,-0.12,0.02,-0.14,-0.19,-0.78,0.59,-2.37,-0.57,-1.8,-2.86,-1.59,-1.27
"ALEC.MARTINEZ","D","20142015","L.A",56,902.48,0.26,-0.01,0.26,0.1,0.13,-0.03,-2.54,1.3,-3.84,-1.03,1.53,-2.57,-0.9,3.67,-4.58
"ALEKSANDER.BARKOV","F","20142015","FLA",71,1032.22,-0.22,0.09,-0.31,-0.1,-0.07,-0.03,-1.5,-0.98,-0.52,-1.79,-1.09,-0.7,-1.2,-0.98,-0.22
"ALES.HEMSKY","F","20142015","DAL",76,871.3,-0.01,0.27,-0.27,-0.07,0.1,-0.17,1.11,1.45,-0.34,-0.04,2.05,-2.09,1.51,2.59,-1.09
"ALEX.BIEGA","D","20142015","VAN",7,106.03,-0.07,1.31,-1.38,-0.58,-0.21,-0.37,-5.69,0.81,-6.5,-6.69,-0.09,-6.6,-10.4,-2.64,-7.76
"ALEX.BURROWS","F","20142015","VAN",70,823.35,-0.08,0.36,-0.44,0.09,-0.09,0.18,2.26,-2,4.26,1.82,-2.18,4.01,2.14,-2.94,5.08
"ALEX.CHIASSON","F","20142015","OTT",76,793.87,-0.69,0.1,-0.78,-0.3,-0.07,-0.22,-0.77,-0.45,-0.32,-0.95,-2.08,1.14,-0.31,-2.34,2.03
"ALEX.EDLER","D","20142015","VAN",74,1316.17,-0.18,-0.55,0.36,0,-0.23,0.23,0.24,-2.35,2.59,0.5,-2.7,3.2,0.98,-2.3,3.27
"ALEXEI.EMELIN","D","20142015","MTL",68,1171.22,-0.06,0.06,-0.12,-0.28,-0.05,-0.22,-4.23,0.11,-4.33,-4.33,0.17,-4.5,-4.8,-0.33,-4.48
"ALEXEY.MARCHENKO","D","20142015","DET",13,188.52,-0.47,-0.32,-0.14,-0.33,-0.46,0.13,0.84,-6.86,7.7,1.41,-6.3,7.71,4.77,-6.49,11.26
"ALEX.GALCHENYUK","F","20142015","MTL",80,1113.92,0.33,0.15,0.17,0.04,0.17,-0.13,1.45,0.82,0.63,1.6,1.32,0.27,3.04,1.51,1.53
