"player","position","season","Team","GP","TOI","rel_TM_GF60","rel_TM_GA60","rel_TM_G_diff60","rel_TM_xGF60","rel_TM_xGA60","rel_TM_xG_diff60","rel_TM_SF60","rel_TM_SA60","rel_TM_S_diff60","rel_TM_FF60","rel_TM_FA60","rel_TM_F_diff60","rel_TM_CF60","rel_TM_CA60","rel_TM_C_diff60"
"ANTON.BABCHUK","D","20112012","CGY",32,379.7,0.26,-0.49,0.74,-0.32,-0.06,-0.26,-1.63,-0.8,-0.83,-1.95,-1.08,-0.87,0.04,2.86,-2.81
"ANTON.LANDER","F","20112012","EDM",56,493.68,-0.7,-0.08,-0.63,-0.34,-0.12,-0.22,-2.17,-1.18,-1,-4.38,-0.78,-3.61,-4.69,0.61,-5.3
"ANTON.STRALMAN","D","20112012","NYR",53,802.17,0.02,-0.16,0.18,0.02,-0.13,0.15,-0.92,-0.01,-0.91,-0.87,-1.05,0.18,-0.72,-1.9,1.17
"ANTON.VOLCHENKOV","D","20112012","N.J",72,1059.6,-0.15,-0.09,-0.06,0.04,-0.16,0.2,-0.8,-2.35,1.55,-0.11,-2.72,2.61,-0.34,-2,1.66
"ANTTI.MIETTINEN","F","20112012","WPG",45,446.42,-0.66,-0.26,-0.4,-0.42,0.33,-0.75,-1.92,1.05,-2.97,-3.47,1.69,-5.16,-1.21,3.64,-4.86
"ANZE.KOPITAR","F","20112012","L.A",82,1250.95,0.52,0.36,0.15,0.2,-0.08,0.28,3.11,-0.31,3.42,4.06,-0.65,4.71,5.81,-0.87,6.68
"ARRON.ASHAM","F","20112012","PIT",64,584.82,-0.16,0.38,-0.53,-0.39,0,-0.39,-5.17,1.74,-6.91,-5.78,1.18,-6.96,-7.78,-0.02,-7.76
"ARTEM.ANISIMOV","F","20112012","NYR",79,989,0.01,-0.32,0.33,0.08,-0.25,0.33,0.26,-1.71,1.96,1.91,-1.42,3.33,1.37,-0.81,2.17
"ARTURS.KULDA","D","20112012","WPG",9,97.63,0.87,-1.02,1.89,0.15,-0.22,0.37,-0.06,-2.32,2.26,-2.65,5.5,-8.14,-7.25,4.38,-11.62
"BARRET.JACKMAN","D","20112012","STL",80,1348.68,-0.18,-0.24,0.05,-0.04,0.08,-0.12,1.22,-0.16,1.37,1.41,1.38,0.04,0.41,0.94,-0.53
"BEN.EAGER","F","20112012","EDM",63,532.77,0,-0.73,0.72,-0.24,-0.08,-0.16,-1.68,0.05,-1.74,-2.45,1.24,-3.69,-2.65,1.44,-4.08
"BEN.LOVEJOY","D","20112012","PIT",34,428.3,-0.66,-0.72,0.07,0.01,-0.22,0.23,2.57,0.36,2.22,2.32,-0.1,2.42,1.62,0.8,0.82
"BENN.FERRIERO","F","20112012","S.J",35,403.17,-0.3,-0.27,-0.03,-0.08,-0.23,0.16,0.07,0.12,-0.05,-0.86,3.16,-4.01,-0.68,4.23,-4.91
"BENOIT.POULIOT","F","20112012","BOS",74,818.1,0.14,-0.31,0.45,0.04,-0.09,0.13,-0.13,-0.91,0.78,1.42,-1.32,2.74,2.42,-1.89,4.3
"BEN.SMITH","F","20112012","CHI",13,121.93,-0.23,2.48,-2.7,0.03,-0.07,0.1,0.2,2.35,-2.16,-2.01,2.24,-4.25,-2.63,4.39,-7.02
"BILL.THOMAS","F","20112012","FLA",7,57.73,-0.69,-1.21,0.51,-0.63,-0.19,-0.44,2.95,0.92,2.04,3.5,-2.49,6,4.64,-9.11,13.75
"B.J..CROMBEEN","F","20112012","STL",39,314.18,-1.04,-0.36,-0.67,-0.67,-0.43,-0.24,-5.26,-4.74,-0.52,-5.85,-5.43,-0.42,-5.43,-6.38,0.96
"BLAIR.JONES","F","20112012","CGY",21,247.98,-0.7,-1.53,0.83,0,-0.1,0.1,0.11,-3.32,3.43,-1.72,-1.72,0,-1.01,0.64,-1.65
"BLAIR.JONES","F","20112012","T.B",22,167.65,-1.01,-0.42,-0.6,-0.06,-0.34,0.28,-0.72,-3.75,3.04,-0.52,-4.88,4.36,-4.38,-6.72,2.34
"BLAKE.COMEAU","F","20112012","CGY",58,792.37,-0.42,-0.66,0.23,-0.22,-0.17,-0.05,-0.05,-2.63,2.58,-0.33,-3.01,2.68,0.93,-5.96,6.9
"BLAKE.COMEAU","F","20112012","NYI",16,194.87,-1.7,0.78,-2.48,-0.99,0.57,-1.56,-4.08,6.61,-10.69,-4.47,5.35,-9.82,-1.56,4.57,-6.12
"BLAKE.GEOFFRION","F","20112012","MTL",13,153.62,-0.37,-1.41,1.03,-0.13,-0.1,-0.04,-4.12,0.33,-4.45,-5.4,-1.22,-4.18,-3.47,-3.29,-0.19
"BLAKE.GEOFFRION","F","20112012","NSH",22,192.42,-0.78,-0.44,-0.34,-0.3,-0.01,-0.29,-4.04,0.93,-4.98,-2.97,3.28,-6.25,-2.87,3.68,-6.55
"BLAKE.WHEELER","F","20112012","WPG",80,1270.1,0.68,0.29,0.4,0.46,0.16,0.31,3.26,1.56,1.7,4.52,1.03,3.48,5.6,1.62,3.98
"BOBBY.BUTLER","F","20112012","OTT",55,576.55,0.84,-0.21,1.06,0.27,0.21,0.07,1.68,-0.3,1.98,2.34,-0.12,2.47,2.32,-0.25,2.57
"BOBBY.RYAN","F","20112012","ANA",82,1232.63,0.39,-0.03,0.42,0.1,0.04,0.06,0.63,-0.18,0.82,0.56,0.32,0.24,0.67,-0.14,0.81
"BOYD.GORDON","F","20112012","ARI",73,923.62,-0.35,-0.34,-0.01,-0.05,-0.08,0.02,-0.82,1.4,-2.23,-2.7,2.02,-4.71,-4.07,3.08,-7.15
"BRAD.BOYES","F","20112012","BUF",65,709.82,-0.43,-0.73,0.31,0.15,0.01,0.14,0.1,0.06,0.04,1.99,0.71,1.27,1.88,1,0.88
"BRAD.MALONE","F","20112012","COL",9,89.42,-0.69,-1.63,0.94,-0.06,-0.64,0.58,-5.01,-8.63,3.62,-7.86,-9.88,2.01,-13.69,-11.55,-2.14
"BRAD.MARCHAND","F","20112012","BOS",76,1051.63,0.21,-0.09,0.3,0.2,-0.04,0.25,1.86,-1.39,3.25,3.09,-1.42,4.5,4.51,-2.03,6.55
"BRAD.MILLS","F","20112012","N.J",27,171.22,-0.85,1.93,-2.78,-0.67,-0.1,-0.56,-1.92,3.95,-5.88,-2.47,2.39,-4.86,-3.83,2.46,-6.29
"BRAD.RICHARDS","F","20112012","NYR",82,1274.93,0.02,0.39,-0.38,0.02,0.07,-0.05,1.22,1.33,-0.11,1.45,2.29,-0.84,2.14,2.13,0
"BRAD.RICHARDSON","F","20112012","L.A",59,694.6,-0.38,0.15,-0.54,0.06,-0.06,0.12,2.8,-2.26,5.06,3.25,-3.01,6.26,7.52,-3.06,10.58
"BRAD.STAUBITZ","F","20112012","MIN",43,278.87,-0.96,-0.33,-0.63,-0.79,0.23,-1.02,-10.03,-0.79,-9.23,-10.49,-1.1,-9.39,-14.82,0.93,-15.75
"BRAD.STAUBITZ","F","20112012","MTL",19,123.67,-0.89,-1.66,0.77,-0.48,-0.48,0,-2.39,-4.9,2.51,-3.41,-4.92,1.51,-4.14,-9.32,5.18
"BRAD.STUART","D","20112012","DET",81,1407.03,-0.05,0.07,-0.12,-0.11,0.2,-0.31,-1.17,0.74,-1.91,-2.46,0.72,-3.19,-3,1.32,-4.32
"BRAD.WINCHESTER","F","20112012","S.J",67,502.78,-0.66,-0.06,-0.6,-0.4,-0.19,-0.21,-2.42,-2.19,-0.23,-5.34,-2.37,-2.97,-5.02,-2.04,-2.98
"BRANDON.BOLLIG","F","20112012","CHI",18,102.92,-1.33,-0.48,-0.85,-0.81,-0.18,-0.63,-3.17,-1.71,-1.46,-7.82,-1.12,-6.7,-10.81,2.02,-12.83
"BRANDON.DUBINSKY","F","20112012","NYR",77,1003.38,-0.05,-0.32,0.27,0.33,-0.1,0.43,1.45,-0.85,2.3,1.55,-1.22,2.77,3.25,-2.24,5.49
"BRANDON.MANNING","D","20112012","PHI",4,54.52,-0.48,-0.87,0.38,0.42,-0.14,0.55,5.78,-5.03,10.8,7.29,-7.26,14.54,2.44,-7.65,10.09
"BRANDON.MCMILLAN","F","20112012","ANA",25,211.63,0.21,2.37,-2.16,-0.44,0.3,-0.74,-6.77,4.63,-11.41,-8.67,6.21,-14.88,-10.2,10.05,-20.25
"BRANDON.PIRRI","F","20112012","CHI",5,61.52,0.33,-0.41,0.74,-0.99,0.88,-1.87,-5.49,3.76,-9.25,-10.92,6.98,-17.91,-13.75,10.01,-23.76
"BRANDON.PRUST","F","20112012","NYR",82,830.47,-0.36,0.03,-0.39,-0.44,0.1,-0.54,-4.3,-0.41,-3.89,-5.81,-1.2,-4.61,-6.58,-0.92,-5.66
"BRANDON.SEGAL","F","20112012","T.B",10,65.28,-2.46,-0.9,-1.56,-0.17,-0.73,0.56,-3.64,-8.8,5.16,2.15,-5.16,7.3,-2.94,-3.79,0.85
"BRANDON.SUTTER","F","20112012","CAR",82,1171.92,-0.22,-0.48,0.26,-0.13,-0.06,-0.08,-0.71,-0.8,0.09,-1.78,-0.18,-1.59,-2.96,0.14,-3.1
"BRANDON.YIP","F","20112012","COL",10,94.43,-0.78,-1.63,0.85,-0.01,-0.44,0.42,-3.56,-0.87,-2.69,-3.94,-2.83,-1.12,-8.64,-5.35,-3.29
"BRANDON.YIP","F","20112012","NSH",25,259.1,-0.18,-0.4,0.22,-0.26,0.05,-0.31,-1.24,3.53,-4.77,-2.52,3.16,-5.68,-2.66,6.45,-9.11
"BRAYDEN.MCNABB","D","20112012","BUF",25,396.18,-0.03,-0.29,0.26,0.08,-0.25,0.33,-2.13,-0.73,-1.4,-2.18,-0.52,-1.66,-3.32,-2.43,-0.89
"BRAYDEN.SCHENN","F","20112012","PHI",54,658.15,-0.75,0.24,-0.99,0.06,0.32,-0.26,0.53,2.68,-2.15,0.95,3.49,-2.54,0.37,3.02,-2.64
"BRAYDON.COBURN","D","20112012","PHI",81,1465.3,-0.23,0.19,-0.41,-0.17,0.1,-0.27,-1.42,-0.13,-1.29,-0.77,0.73,-1.5,-1.53,0.41,-1.95
"BRENDAN.MIKKELSON","D","20112012","T.B",41,526.58,-0.64,-0.42,-0.22,-0.03,-0.07,0.05,-1.13,-1.43,0.3,-1.62,-0.65,-0.98,-1.41,-1.47,0.06
"BRENDAN.MORRISON","F","20112012","CGY",28,341.75,0.12,-0.01,0.13,-0.14,0.1,-0.24,-0.33,0.01,-0.34,-1.28,-0.2,-1.08,-3.13,-1.13,-2
"BRENDAN.MORRISON","F","20112012","CHI",11,120.87,-1.91,0.11,-2.02,-0.77,-0.07,-0.7,-3.71,3.56,-7.27,-8.73,0.45,-9.18,-5.52,5.35,-10.87
"BRENDAN.SMITH","D","20112012","DET",14,191.93,0.25,-0.37,0.62,0.63,-0.1,0.74,0.3,-6.68,6.98,5.02,-5.06,10.08,5.24,-6.81,12.05
"BRENDEN.MORROW","F","20112012","DAL",57,786.7,-0.21,-0.32,0.11,-0.04,0.14,-0.18,-1.64,2.5,-4.13,-1.49,3.83,-5.31,-2.34,4.98,-7.32
"BRENT.BURNS","D","20112012","S.J",81,1420.57,0.08,0.06,0.02,0.3,0.13,0.17,3.07,1.54,1.54,5.13,1.8,3.32,5.88,1.69,4.19
"BRENT.SEABROOK","D","20112012","CHI",78,1517.17,0.39,0.07,0.32,0.26,0.02,0.23,2.37,-0.39,2.76,2.79,-0.85,3.64,3.07,0.51,2.56
"BRETT.BULMER","F","20112012","MIN",9,94.52,0.3,-0.88,1.18,-0.3,-0.18,-0.12,-6.68,-3.19,-3.5,-8.3,-6.02,-2.28,-8.73,-4.84,-3.89
"BRETT.CLARK","D","20112012","T.B",82,1200.63,-0.63,0.5,-1.12,-0.14,0.12,-0.26,-1.53,0.78,-2.31,-1.87,0.95,-2.82,-2,3.28,-5.29
"BRETT.CONNOLLY","F","20112012","T.B",68,691.82,-0.64,-0.51,-0.13,0,0.02,-0.01,-0.04,0.57,-0.61,0.48,1.39,-0.92,-1.33,0,-1.33
"BRETT.FESTERLING","D","20112012","WPG",5,59.23,-0.17,-0.49,0.32,0.3,-0.53,0.84,2.34,-1.3,3.64,0.4,-7.28,7.68,-7.41,-11.98,4.58
"BRETT.LEBDA","D","20112012","CBJ",30,446.55,0.96,0.39,0.58,-0.14,0.2,-0.34,-1.75,1.09,-2.84,-0.79,1.77,-2.56,-1.38,-0.66,-0.72
"BRETT.SUTTER","F","20112012","CAR",15,104.3,0.9,0.38,0.53,-0.52,-0.2,-0.32,-4.42,1.2,-5.62,-7.68,3.7,-11.38,-10.03,-1.82,-8.21
"BRIAN.BOYLE","F","20112012","NYR",82,997.25,-0.14,-0.02,-0.13,-0.03,0.06,-0.09,0.37,-1.13,1.51,0.05,-0.71,0.76,0.92,0.42,0.5
"BRIAN.CAMPBELL","D","20112012","FLA",82,1732.38,-0.32,-0.33,0.01,0.14,0,0.14,1.45,-0.91,2.36,2.24,-0.97,3.21,2.54,-1.14,3.67
"BRIAN.GIONTA","F","20112012","MTL",31,437.72,0.28,0.44,-0.15,0.22,0.15,0.07,-0.22,-1.4,1.18,3.35,-1.22,4.56,3.08,-1.85,4.93
"BRIAN.LEE","D","20112012","OTT",35,442.43,-0.48,-0.29,-0.2,-0.52,-0.17,-0.35,-5.43,-0.36,-5.07,-4.57,-2.03,-2.54,-6.52,-3.93,-2.59
"BRIAN.LEE","D","20112012","T.B",20,311.18,-0.21,0.26,-0.46,-0.27,0.03,-0.29,-2.79,3.52,-6.31,-2.35,2.88,-5.22,-3.96,3.34,-7.3
"BRIAN.MCGRATTAN","F","20112012","NSH",30,158.68,-0.88,-0.76,-0.12,-0.51,-0.79,0.28,-3.69,-3.08,-0.61,-0.42,-4.78,4.36,-1.24,-5.34,4.1
"BRIAN.ROLSTON","F","20112012","BOS",21,255.32,0.67,-0.18,0.85,-0.18,-0.13,-0.06,-5.62,-2.3,-3.33,-4.05,-2.85,-1.2,-8.4,-2.66,-5.74
"BRIAN.ROLSTON","F","20112012","NYI",49,561.27,-0.5,-0.28,-0.22,-0.47,-0.5,0.02,-0.07,-4.57,4.5,-0.38,-4.6,4.22,-0.89,-3.84,2.94
"BRIAN.STRAIT","D","20112012","PIT",9,111.77,-1.26,0.34,-1.6,-0.14,-0.15,0.01,-1.94,1.2,-3.14,-4.26,3.17,-7.43,-12.67,4.22,-16.89
"BROOKS.LAICH","F","20112012","WSH",82,1100.9,-0.2,-0.06,-0.15,0.09,0.1,-0.02,0.52,1.12,-0.59,-0.1,1.91,-2.01,-0.84,2.08,-2.92
"BROOKS.ORPIK","D","20112012","PIT",73,1380.92,0.12,0.16,-0.04,-0.08,0.04,-0.12,-2.05,0.62,-2.66,-2.8,1.8,-4.59,-2.84,2.25,-5.09
"BRUNO.GERVAIS","D","20112012","T.B",50,633.5,-0.12,0.02,-0.14,-0.13,-0.2,0.06,-1.12,-1.97,0.85,0.14,-3.13,3.27,0.96,-3.97,4.93
"BRYAN.ALLEN","D","20112012","CAR",82,1333.62,-0.07,0.17,-0.24,-0.16,-0.16,0,-1.59,-1.32,-0.27,-2.44,-2.77,0.32,-1.92,-1.66,-0.26
"BRYAN.BICKELL","F","20112012","CHI",71,811.1,-0.17,0.07,-0.24,-0.49,0.1,-0.59,-2.35,0,-2.35,-2.96,0.24,-3.2,-3.01,0.24,-3.25
"BRYAN.LITTLE","F","20112012","WPG",74,1147.65,-0.12,0.42,-0.54,0.09,0.14,-0.05,0.42,0.68,-0.25,1,0.32,0.68,2.66,-1.92,4.58
"BRYCE.SALVADOR","D","20112012","N.J",82,1386.67,-0.47,-0.49,0.02,-0.24,0.05,-0.29,-2.68,0.86,-3.54,-3.92,1.2,-5.12,-4.75,1.37,-6.12
