"player","position","season","Team","GP","TOI","rel_TM_GF60","rel_TM_GA60","rel_TM_G_diff60","rel_TM_xGF60","rel_TM_xGA60","rel_TM_xG_diff60","rel_TM_SF60","rel_TM_SA60","rel_TM_S_diff60","rel_TM_FF60","rel_TM_FA60","rel_TM_F_diff60","rel_TM_CF60","rel_TM_CA60","rel_TM_C_diff60"
"BEAU.BENNETT","F","20162017","N.J",65,763,0.01,-0.65,0.66,0.02,-0.24,0.26,3.06,-2.3,5.36,5.04,-3.98,9.02,7.1,-5.39,12.49
"BEN.CHIAROT","D","20162017","WPG",59,774.68,0.1,0.08,0.01,-0.18,0.01,-0.19,-1.88,2.95,-4.83,-3.49,2.39,-5.88,-3.56,3.25,-6.82
"BEN.HARPUR","D","20162017","OTT",6,100.42,0.52,0.42,0.11,-0.1,-0.22,0.12,-3.46,-6.04,2.58,-2.92,-5.23,2.31,-3.33,-11.65,8.32
"BEN.HUTTON","D","20162017","VAN",71,1243.18,-0.32,0.07,-0.39,0.12,0.09,0.03,-0.82,-0.47,-0.36,-0.43,-1.4,0.97,-0.7,-0.52,-0.17
"BEN.LOVEJOY","D","20162017","N.J",82,1408.78,-0.4,-0.49,0.09,-0.17,-0.07,-0.1,-1.33,0.71,-2.04,-2.66,2.12,-4.78,-4.18,3.43,-7.61
"BENOIT.POULIOT","F","20162017","EDM",67,784.18,-0.66,-0.06,-0.59,-0.33,0.15,-0.48,-1.31,1.53,-2.84,-2,0.39,-2.39,-2.34,1.41,-3.75
"BEN.SMITH","F","20162017","TOR",36,332.88,-0.91,0.05,-0.95,-0.11,-0.28,0.17,-4.44,3.85,-8.3,-6.82,3.94,-10.76,-9.38,8.07,-17.45
"BLAKE.COLEMAN","F","20162017","N.J",23,268.7,-0.95,-0.31,-0.64,-0.25,-0.26,0.01,-4.02,-1.5,-2.52,-4.69,-2.36,-2.33,-7.02,-2.2,-4.82
"BLAKE.COMEAU","F","20162017","COL",76,931.3,0.08,0.4,-0.32,0.02,-0.02,0.04,0.32,-2.33,2.65,0.92,-2.3,3.22,2.69,-4.08,6.77
"BLAKE.PIETILA","F","20162017","N.J",10,116.77,0.04,1.15,-1.11,-0.74,0.01,-0.75,-1.42,0.87,-2.29,-3.62,-0.67,-2.95,-4.97,1.87,-6.85
"BLAKE.WHEELER","F","20162017","WPG",82,1232.13,0,-0.13,0.13,0.41,-0.28,0.68,3.17,-3.01,6.18,4.87,-2.98,7.85,6.41,-3.75,10.16
"BOBBY.RYAN","F","20162017","OTT",62,795.58,0.35,0.4,-0.06,-0.1,0.09,-0.19,0.11,1.19,-1.08,0.71,2.07,-1.36,2.68,2.11,0.57
"BO.HORVAT","F","20162017","VAN",81,1111.67,0.4,0.01,0.4,0.37,-0.02,0.39,0.36,0.39,-0.04,1.06,0.46,0.6,1.09,1.7,-0.61
"BOONE.JENNER","F","20162017","CBJ",82,1121.82,0,-0.06,0.06,0.01,0.23,-0.22,1.16,1.66,-0.49,1.16,1.28,-0.12,2.25,3.47,-1.23
"BOYD.GORDON","F","20162017","PHI",13,84.37,-0.99,3.03,-4.03,-0.18,0.84,-1.02,-2.62,-0.84,-1.78,-4.5,0.48,-4.99,-6.53,4.44,-10.97
"BRAD.HUNT","D","20162017","STL",9,114.25,0.85,0.94,-0.09,-0.1,-0.17,0.08,3.22,1.37,1.86,5.24,3.22,2.02,6.2,-2.77,8.97
"BRAD.MARCHAND","F","20162017","BOS",80,1135.78,0.71,0.17,0.54,0.39,0.04,0.35,3.83,-1.26,5.09,4.79,-1.92,6.71,5.99,-3.29,9.28
"BRAD.RICHARDSON","F","20162017","ARI",16,205.72,-0.19,0.53,-0.72,-0.56,-0.22,-0.34,-2.7,0.35,-3.05,-3.87,0.38,-4.25,-1.48,1.2,-2.69
"BRADY.AUSTIN","D","20162017","BUF",5,77.38,0.44,-0.02,0.46,0.88,0.24,0.64,10.14,0.15,10,9.4,-1.99,11.39,7.2,-6.27,13.47
"BRADY.SKJEI","D","20162017","NYR",80,1237.17,0.62,0.05,0.57,-0.02,-0.03,0.01,0.24,-0.82,1.07,0.44,-2.48,2.92,0.35,-4.52,4.87
"BRANDON.CARLO","D","20162017","BOS",82,1456.63,0.27,0.37,-0.09,0.1,0.24,-0.14,0.12,2.29,-2.17,-1.21,2.26,-3.47,-2.14,2.35,-4.49
"BRANDON.DAVIDSON","D","20162017","EDM",28,393.95,-0.21,-0.06,-0.15,-0.5,-0.16,-0.34,-2.43,-0.22,-2.21,-2.52,-0.16,-2.36,-3.84,-0.18,-3.66
"BRANDON.DAVIDSON","D","20162017","MTL",10,162.87,-0.07,1.25,-1.32,-0.28,-0.25,-0.03,0.49,-5.23,5.72,2.34,-4.58,6.92,3.52,-7,10.51
"BRANDON.DUBINSKY","F","20162017","CBJ",80,1141.88,0.08,0.13,-0.04,0.09,0.15,-0.06,0.24,1.07,-0.83,1.1,1.32,-0.22,3.01,3.01,0
"BRANDON.MANNING","D","20162017","PHI",65,1044.52,-0.24,0.26,-0.5,-0.13,0.18,-0.32,-0.33,1.42,-1.75,-0.47,1.12,-1.59,0.34,-0.28,0.62
"BRANDON.MONTOUR","D","20162017","ANA",27,409.4,0.12,-1.4,1.51,0.16,0.21,-0.05,-0.46,1.32,-1.78,1.22,4.99,-3.78,1.49,3.73,-2.23
"BRANDON.PIRRI","F","20162017","NYR",60,571.43,-0.07,0.63,-0.7,-0.16,0.2,-0.36,-1.04,1.35,-2.39,-0.92,0.81,-1.72,-0.89,-1.02,0.14
"BRANDON.SAAD","F","20162017","CBJ",82,1198.62,0.37,-0.35,0.72,0.25,-0.28,0.53,3.04,-2.96,6,3.84,-3.42,7.26,4.03,-4.71,8.74
"BRANDON.SUTTER","F","20162017","VAN",81,1124.27,0,0.1,-0.1,-0.06,0.03,-0.1,-1.34,0.74,-2.08,-2.01,1.72,-3.73,-3.07,1.92,-4.99
"BRANDON.TANEV","F","20162017","WPG",51,450.95,-1.16,-0.59,-0.57,-0.71,-0.23,-0.48,-7.3,-1.98,-5.33,-9.29,-1.64,-7.64,-10.41,-0.86,-9.55
"BRAYDEN.MCNABB","D","20162017","L.A",49,705.68,-0.34,-0.51,0.16,0.1,-0.24,0.34,1.88,-2.41,4.29,3.86,-4.08,7.93,6.76,-4.16,10.92
"BRAYDEN.POINT","F","20162017","T.B",68,959.02,0.34,-0.18,0.52,0.04,-0.13,0.16,0.2,-0.02,0.22,0.93,0.36,0.57,2.51,-0.04,2.55
"BRAYDEN.SCHENN","F","20162017","PHI",79,1085.45,0.04,-0.02,0.06,0.06,0.09,-0.03,-0.45,2.71,-3.16,-0.63,4.28,-4.91,-1.23,5.75,-6.98
"BRAYDON.COBURN","D","20162017","T.B",80,1163.77,-0.14,-0.08,-0.05,0.03,-0.06,0.09,0.36,-0.31,0.67,-0.68,-0.55,-0.13,-0.55,-1.2,0.66
"BRENDAN.GALLAGHER","F","20162017","MTL",64,819.25,-0.17,-0.22,0.05,0.44,0.11,0.33,5.48,-0.87,6.35,6.02,-0.46,6.48,7.62,-0.57,8.19
"BRENDAN.GAUNCE","F","20162017","VAN",57,505.92,-0.45,-0.65,0.2,-0.11,-0.2,0.09,1.01,-3.48,4.49,1.17,-4.32,5.49,1.54,-5.6,7.14
"BRENDAN.PERLINI","F","20162017","ARI",57,734.45,0,-0.5,0.5,-0.17,-0.14,-0.03,-2.94,-1.53,-1.41,-3.49,-0.15,-3.34,-3.83,0.35,-4.18
"BRENDAN.SMITH","D","20162017","DET",33,499.33,-0.1,-0.24,0.13,0.03,0.11,-0.08,1.64,0.95,0.69,0.66,-0.57,1.23,2.12,-1.25,3.37
"BRENDAN.SMITH","D","20162017","NYR",18,321.43,-0.32,-0.62,0.31,-0.38,-0.19,-0.19,-0.9,-2.25,1.36,0.88,-3.26,4.13,-1.33,-4.78,3.46
"BRENDEN.DILLON","D","20162017","S.J",80,1241.08,-0.7,-0.19,-0.51,0.03,-0.21,0.24,0.33,-1.45,1.78,-0.32,-3.44,3.12,0.06,-4,4.06
"BRENT.BURNS","D","20162017","S.J",81,1529.58,0.81,-0.04,0.85,0.41,0.32,0.09,3.7,1.54,2.16,6.32,2.63,3.69,7.92,2.1,5.82
"BRENT.SEABROOK","D","20162017","CHI",79,1324.92,0.15,0.16,-0.01,-0.02,0.23,-0.26,1.64,2.61,-0.97,1.73,3.97,-2.24,3.72,4.9,-1.18
"BRETT.CONNOLLY","F","20162017","WSH",66,670.82,0.38,-0.43,0.81,0.06,-0.19,0.25,1.48,-0.98,2.45,1.29,-1.4,2.69,2.41,-0.92,3.33
"BRETT.KULAK","D","20162017","CGY",21,290.37,-0.64,0.08,-0.72,-0.05,0.13,-0.18,-0.97,3.29,-4.26,-1.82,2.86,-4.68,0.14,1.53,-1.39
"BRETT.PESCE","D","20162017","CAR",82,1476.15,0.51,-0.35,0.86,0.01,-0.37,0.38,0.18,-2.54,2.71,-0.11,-3.35,3.24,0.97,-3.42,4.4
"BRETT.RITCHIE","F","20162017","DAL",78,872.6,0.02,-0.98,1,-0.04,-0.38,0.34,-1.38,-1.03,-0.36,-0.08,-1.43,1.35,1.15,-0.31,1.46
"BRIAN.BOYLE","F","20162017","T.B",54,583.62,0.65,-0.3,0.95,0.12,-0.46,0.57,2.78,-3.11,5.89,3.07,-3.26,6.33,1.98,-4.28,6.25
"BRIAN.BOYLE","F","20162017","TOR",21,208.17,-0.96,-0.8,-0.16,-0.36,-0.24,-0.11,-1.15,-4.53,3.38,-1.16,-5.96,4.8,-3.5,-6.56,3.06
"BRIAN.CAMPBELL","D","20162017","CHI",80,1321.03,0.12,-0.15,0.27,0.04,-0.01,0.05,-1.23,1.11,-2.34,-1.89,1.87,-3.76,-2.87,0.78,-3.64
"BRIAN.DUMOULIN","D","20162017","PIT",70,1258.13,-0.46,0.34,-0.8,-0.22,0.03,-0.26,-0.92,-0.66,-0.26,-1.22,-1.79,0.58,-1.54,-3.46,1.92
"BRIAN.FLYNN","F","20162017","MTL",51,528.28,-0.04,0,-0.04,-0.6,-0.44,-0.16,-5.73,-1.77,-3.96,-6.01,-2.82,-3.19,-8.09,0.63,-8.73
"BRIAN.GIONTA","F","20162017","BUF",82,1068.33,-0.1,0.04,-0.14,0.03,-0.01,0.04,-1.5,0.34,-1.84,-1.24,1.74,-2.97,-1.65,2.76,-4.42
"BRIAN.LASHOFF","D","20162017","DET",5,60.72,-1.2,1.57,-2.76,-0.21,-0.61,0.4,-1.85,-8.38,6.53,-4.13,-12.46,8.34,-2.21,-14.45,12.25
"BRIAN.STRAIT","D","20162017","WPG",5,76.38,-0.27,-0.16,-0.11,0.2,0.45,-0.25,-6.84,-1.79,-5.04,-1.56,4.91,-6.48,0.17,13.64,-13.47
"BROCK.BOESER","F","20162017","VAN",9,126.98,0.78,0.34,0.44,0.19,-0.16,0.35,4.29,-1.23,5.51,2.94,-2.72,5.66,2.83,-5,7.83
"BROCK.MCGINN","F","20162017","CAR",57,617.9,-0.31,0.47,-0.79,-0.12,0.24,-0.36,-2.15,0.18,-2.34,-2.54,0.2,-2.73,0.34,3.09,-2.75
"BROCK.NELSON","F","20162017","NYI",81,1048.9,-0.15,0.23,-0.38,-0.24,0.07,-0.31,-2.56,0.85,-3.4,-4.02,0.04,-4.06,-4.4,1.19,-5.59
"BROOKS.ORPIK","D","20162017","WSH",79,1196.42,-0.04,-0.18,0.14,0.02,-0.1,0.13,0.82,-0.38,1.2,0.15,-1.02,1.17,0.24,-0.74,0.98
"BRYAN.BICKELL","F","20162017","CAR",11,99.3,0.01,0.18,-0.17,-0.47,0.27,-0.74,-4.57,3.17,-7.74,-3.23,3.79,-7.02,-5.8,3.51,-9.3
"BRYAN.LITTLE","F","20162017","WPG",59,801.8,0.42,0.18,0.24,0.29,0.18,0.12,3.24,0.14,3.1,3.35,1.27,2.07,2.78,0.59,2.19
"BRYAN.RUST","F","20162017","PIT",57,717.57,-0.04,0.5,-0.53,-0.02,0.12,-0.14,-0.21,1.52,-1.73,0.32,0.43,-0.12,0.7,-1.28,1.97
"CAL.CLUTTERBUCK","F","20162017","NYI",66,745.13,-0.27,-0.4,0.13,-0.08,-0.24,0.16,-1.09,-1.96,0.87,-2.23,-1.63,-0.6,-2.19,-2.95,0.77
"CALLE.JARNKROK","F","20162017","NSH",81,1030.37,-0.19,0.25,-0.44,-0.06,-0.35,0.28,-2.13,-3.18,1.05,-3.42,-3.23,-0.2,-3.65,-3.23,-0.42
"CAL.O'REILLY","F","20162017","BUF",11,77.15,-1.06,3.15,-4.21,-0.64,0.33,-0.97,-8.57,3.32,-11.9,-12.28,4.71,-16.99,-14.74,6.21,-20.95
"CALVIN.DE HAAN","D","20162017","NYI",82,1407.05,0.2,-0.2,0.39,-0.01,-0.3,0.29,0.37,-2.69,3.06,-0.14,-2.7,2.56,0.17,-1.58,1.75
"CAM.ATKINSON","F","20162017","CBJ",82,1097.85,0,-0.17,0.18,0.14,0.28,-0.13,-0.11,3.16,-3.27,0.09,4.81,-4.72,1.64,5.66,-4.01
"CAMERON.GAUNCE","D","20162017","PIT",12,137.83,0.04,-0.12,0.17,-0.07,-0.45,0.38,2.54,-3.34,5.88,2.85,-2.62,5.46,6.66,2.35,4.32
"CAM.FOWLER","D","20162017","ANA",80,1479.62,0.2,0.3,-0.1,-0.01,0,-0.02,-0.83,0.72,-1.55,0.02,0.66,-0.65,0.1,0.54,-0.44
"CARL.GUNNARSSON","D","20162017","STL",56,711.15,-1.13,-0.34,-0.78,-0.28,-0.33,0.06,-3.75,-3.19,-0.56,-4.76,-3.93,-0.83,-6.22,-4.04,-2.18
"CARL.HAGELIN","F","20162017","PIT",61,791.58,-0.26,-0.19,-0.07,-0.09,-0.26,0.17,1.66,-1.67,3.33,3.52,-2.48,6,3.11,-4.19,7.3
