Year,Up.To.Round,Team,CF.Playoff,CA.Playoff,FenFor.Playoff,FenAga.Playoff,SCF.Playoff,SCA.Playoff,HDCF.Playoff,HDCA.Playoff,SavePercentage.Playoff,PDO.Playoff,xGF.Playoff,xGA.Playoff
2012,quarter-finals,Phoenix Coyotes,42.66,68.63,32.61,48.16,18.96,29.77,90,15.52,1.14,0,1.53,2.53
2012,quarter-finals,Detroit Red Wings,57.69,43.97,44.25,31.93,21.01,19.32,30.77,7.84,0.56,1.96,2.05,1.58
2012,quarter-finals,Nashville Predators,43.97,57.69,31.93,44.25,19.32,21.01,69.23,20.45,1.96,0.56,1.58,2.05
2012,semi-finals,Ottawa Senators,70.46,51.08,48.15,39.73,33.86,28.77,43.75,8.33,0.78,1.17,2.63,2.31
2012,semi-finals,New York Rangers,55.54,57.35,39.27,39.53,28.72,25.78,51.52,9.24,1.12,0.78,2.24,2.17
2012,semi-finals,Washington Capitals,46.79,60.63,33.75,41.99,17.52,26.4,54.05,15.63,0.88,1.12,1.61,2.08
2012,semi-finals,Boston Bruins,62.3,46.6,45.28,34.87,23.96,15.53,45,10.84,1.16,0.99,1.97,1.39
2012,semi-finals,New Jersey Devils,52.61,42.15,39.09,32.28,22.31,17.18,68.75,14.38,1.48,0.79,2.21,1.66
2012,semi-finals,Florida Panthers,41.08,49.94,32.73,37.33,17.39,20.62,25,5.56,0.68,1.19,1.64,2.08
2012,semi-finals,Philadelphia Flyers,45.06,58.25,32.11,41.05,19.38,26.03,38.46,15.15,1.26,1.95,1.72,2.4
2012,semi-finals,Pittsburgh Penguins,60.12,46.44,40.61,32.53,27.37,21.76,60.87,21.54,2.02,1.57,2.42,1.76
2012,semi-finals,Los Angeles Kings,54.82,59.68,40.72,44.33,26.16,24.43,65,13.13,1.1,0.94,2.38,1.98
2012,semi-finals,Vancouver Canucks,69.63,58.58,48.91,44.49,29.56,29.01,28.57,3.57,0.55,1.11,2.09,2.66
2012,semi-finals,San Jose Sharks,55.54,50.28,36.39,37.11,27.77,21.31,33.33,4.76,0.24,0.96,1.99,1.83
2012,semi-finals,St Louis Blues,48.83,53.3,37.6,36.16,19.88,25.64,50,13.25,1.15,0.58,1.83,2
2012,semi-finals,Chicago Blackhawks,68.63,42.66,48.16,32.61,29.77,18.96,10,1,0,1.14,2.53,1.53
2012,semi-finals,Phoenix Coyotes,49,64.31,35.9,47.62,20.59,27.56,75,15.79,1.37,0.42,1.64,2.51
2012,semi-finals,Detroit Red Wings,57.69,43.97,44.25,31.93,21.01,19.32,30.77,7.84,0.56,1.96,2.05,1.58
2012,semi-finals,Nashville Predators,52.02,57.3,40.04,41.98,22.28,21.89,51.85,13.46,1.42,1.16,2.06,1.9
2012,finals,Ottawa Senators,70.46,51.08,48.15,39.73,33.86,28.77,43.75,8.33,0.78,1.17,2.63,2.31
2012,finals,New York Rangers,52.95,56.02,37.9,38.76,27.21,25.62,47.92,9.35,1.11,0.98,2.15,2.19
2012,finals,Washington Capitals,46.79,60.63,33.75,41.99,17.52,26.4,54.05,15.63,0.88,1.12,1.61,2.08
2012,finals,Boston Bruins,62.3,46.6,45.28,34.87,23.96,15.53,45,10.84,1.16,0.99,1.97,1.39
2012,finals,New Jersey Devils,52.66,43.57,38.39,33,23.23,19.19,65.96,14.69,1.48,0.88,2.21,1.75
2012,finals,Florida Panthers,41.08,49.94,32.73,37.33,17.39,20.62,25,5.56,0.68,1.19,1.64,2.08
2012,finals,Philadelphia Flyers,45.06,58.25,32.11,41.05,19.38,26.03,38.46,15.15,1.26,1.95,1.72,2.4
2012,finals,Pittsburgh Penguins,60.12,46.44,40.61,32.53,27.37,21.76,60.87,21.54,2.02,1.57,2.42,1.76
2012,finals,Los Angeles Kings,61.09,56.81,46.11,42.41,27.24,23.35,65.63,12.21,1.26,0.88,2.59,1.98
2012,finals,Vancouver Canucks,69.63,58.58,48.91,44.49,29.56,29.01,28.57,3.57,0.55,1.11,2.09,2.66
2012,finals,San Jose Sharks,55.54,50.28,36.39,37.11,27.77,21.31,33.33,4.76,0.24,0.96,1.99,1.83
2012,finals,St Louis Blues,48.83,53.3,37.6,36.16,19.88,25.64,50,13.25,1.15,0.58,1.83,2
2012,finals,Chicago Blackhawks,68.63,42.66,48.16,32.61,29.77,18.96,10,1,0,1.14,2.53,1.53
2012,finals,Phoenix Coyotes,49.9,66.36,36.88,49.75,20.87,27.98,61.11,13.25,1.2,0.75,1.74,2.63
2012,finals,Detroit Red Wings,57.69,43.97,44.25,31.93,21.01,19.32,30.77,7.84,0.56,1.96,2.05,1.58
2012,finals,Nashville Predators,52.02,57.3,40.04,41.98,22.28,21.89,51.85,13.46,1.42,1.16,2.06,1.9
2013,quarter-finals,New York Islanders,62.23,52.06,44.68,38.69,31.12,27.33,48,11.76,1.8,1.99,2.76,2.3
2013,quarter-finals,Pittsburgh Penguins,52.06,62.23,38.69,44.68,27.33,31.12,52,16.67,1.99,1.8,2.3,2.76
2013,quarter-finals,Ottawa Senators,60.22,61.3,42.21,46.51,22.32,29.31,61.54,17.02,1.61,1.08,1.97,2.47
2013,quarter-finals,Montreal Canadiens,61.3,60.22,46.51,42.21,29.31,22.32,38.46,7.69,1.08,1.61,2.47,1.97
2013,quarter-finals,New York Rangers,54.76,70.97,39.07,47.26,25.93,32.76,60,14.63,1.71,1.02,2.41,2.67
2013,quarter-finals,Washington Capitals,70.97,54.76,47.26,39.07,32.76,25.93,40,7.55,1.02,1.71,2.67,2.41
2013,quarter-finals,Toronto Maple Leafs,55.36,72.96,41.98,53.83,25.06,30.47,50,10.42,1.19,0.68,2.14,2.67
2013,quarter-finals,Boston Bruins,72.96,55.36,53.83,41.98,30.47,25.06,50,9.9,0.68,1.19,2.67,2.14
2013,quarter-finals,Minnesota Wild,42.84,60.44,31.72,44.23,17.37,23.39,31.25,10.2,0.93,1.62,1.52,1.99
2013,quarter-finals,Chicago Blackhawks,60.44,42.84,44.23,31.72,23.39,17.37,68.75,16.92,1.62,0.93,1.99,1.52
2013,quarter-finals,Detroit Red Wings,60.4,51.97,44.4,39.92,28.91,29.42,40,8.51,1.03,1.55,2.31,2.33
2013,quarter-finals,Anaheim Ducks,51.97,60.4,39.92,44.4,29.42,28.91,60,10.81,1.55,1.03,2.33,2.31
2013,quarter-finals,San Jose Sharks,49.57,61.59,39.96,42.36,27.04,20.73,66.67,11.11,1.2,0.3,2.62,1.92
2013,quarter-finals,Vancouver Canucks,61.59,49.57,42.36,39.96,20.73,27.04,33.33,8.33,0.3,1.2,1.92,2.62
2013,quarter-finals,Los Angeles Kings,50.63,52.9,39.11,41.94,22.48,25.13,50,10,0.76,0.57,1.88,2.18
2013,quarter-finals,St Louis Blues,52.9,50.63,41.94,39.11,25.13,22.48,50,8.33,0.57,0.76,2.18,1.88
2013,semi-finals,New York Islanders,62.23,52.06,44.68,38.69,31.12,27.33,48,11.76,1.8,1.99,2.76,2.3
2013,semi-finals,Pittsburgh Penguins,54.12,61.68,42.07,44.26,26.19,27.61,57.14,15.79,2.08,1.53,2.26,2.39
2013,semi-finals,Ottawa Senators,60.64,58.85,43.02,46.34,22.85,26.94,46.67,13.59,1.4,1.66,1.95,2.33
2013,semi-finals,Montreal Canadiens,61.3,60.22,46.51,42.21,29.31,22.32,38.46,7.69,1.08,1.61,2.47,1.97
2013,semi-finals,New York Rangers,55.47,69.8,39.09,48.84,25.83,31.39,55.56,13.89,1.46,1.27,2.23,2.66
2013,semi-finals,Washington Capitals,70.97,54.76,47.26,39.07,32.76,25.93,40,7.55,1.02,1.71,2.67,2.41
2013,semi-finals,Toronto Maple Leafs,55.36,72.96,41.98,53.83,25.06,30.47,50,10.42,1.19,0.68,2.14,2.67
2013,semi-finals,Boston Bruins,70.95,55.81,52.6,40.76,30.09,25.33,50,10.4,1.07,1.16,2.66,2.07
2013,semi-finals,Minnesota Wild,42.84,60.44,31.72,44.23,17.37,23.39,31.25,10.2,0.93,1.62,1.52,1.99
2013,semi-finals,Chicago Blackhawks,59.3,44.96,45.27,33.9,26.73,21.2,60,11.93,1.43,1.23,2.21,1.82
2013,semi-finals,Detroit Red Wings,53.75,55.08,40.15,42.91,26.65,29.41,43.59,9.55,1.24,1.42,2.19,2.35
2013,semi-finals,Anaheim Ducks,51.97,60.4,39.92,44.4,29.42,28.91,60,10.81,1.55,1.03,2.33,2.31
2013,semi-finals,San Jose Sharks,54.25,58.66,41.45,41.11,26.95,20.95,52.94,6.04,0.68,0.34,2.57,1.83
2013,semi-finals,Vancouver Canucks,61.59,49.57,42.36,39.96,20.73,27.04,33.33,8.33,0.3,1.2,1.92,2.62
2013,semi-finals,Los Angeles Kings,53.82,55.03,39.74,42.15,21.77,26.03,55,9.17,0.56,0.46,1.83,2.37
2013,semi-finals,St Louis Blues,52.9,50.63,41.94,39.11,25.13,22.48,50,8.33,0.57,0.76,2.18,1.88
2013,finals,New York Islanders,62.23,52.06,44.68,38.69,31.12,27.33,48,11.76,1.8,1.99,2.76,2.3
2013,finals,Pittsburgh Penguins,55.11,58.62,42.21,42.29,25.25,25.17,48.15,13.13,1.51,1.75,2.17,2.19
2013,finals,Ottawa Senators,60.64,58.85,43.02,46.34,22.85,26.94,46.67,13.59,1.4,1.66,1.95,2.33
2013,finals,Montreal Canadiens,61.3,60.22,46.51,42.21,29.31,22.32,38.46,7.69,1.08,1.61,2.47,1.97
2013,finals,New York Rangers,55.47,69.8,39.09,48.84,25.83,31.39,55.56,13.89,1.46,1.27,2.23,2.66
2013,finals,Washington Capitals,70.97,54.76,47.26,39.07,32.76,25.93,40,7.55,1.02,1.71,2.67,2.41
2013,finals,Toronto Maple Leafs,55.36,72.96,41.98,53.83,25.06,30.47,50,10.42,1.19,0.68,2.14,2.67
2013,finals,Boston Bruins,65.83,56.29,48.72,41.22,27.23,24.69,58.33,12.9,1.38,0.87,2.41,2.04
2013,finals,Minnesota Wild,42.84,60.44,31.72,44.23,17.37,23.39,31.25,10.2,0.93,1.62,1.52,1.99
2013,finals,Chicago Blackhawks,55.65,45.28,42.48,34.63,25.44,21.1,62.26,13.69,1.54,0.98,2.15,1.76
2013,finals,Detroit Red Wings,53.75,55.08,40.15,42.91,26.65,29.41,43.59,9.55,1.24,1.42,2.19,2.35
2013,finals,Anaheim Ducks,51.97,60.4,39.92,44.4,29.42,28.91,60,10.81,1.55,1.03,2.33,2.31
2013,finals,San Jose Sharks,54.25,58.66,41.45,41.11,26.95,20.95,52.94,6.04,0.68,0.34,2.57,1.83
2013,finals,Vancouver Canucks,61.59,49.57,42.36,39.96,20.73,27.04,33.33,8.33,0.3,1.2,1.92,2.62
2013,finals,Los Angeles Kings,51.51,52.88,38.7,40.46,21.51,25.04,44.74,9.39,0.52,0.85,1.77,2.27
2013,finals,St Louis Blues,52.9,50.63,41.94,39.11,25.13,22.48,50,8.33,0.57,0.76,2.18,1.88
2014,quarter-finals,Detroit Red Wings,52.7,49.28,39.04,36.6,19.03,20.25,44.44,9.09,0.73,1.22,1.72,1.64
2014,quarter-finals,Boston Bruins,49.28,52.7,36.6,39.04,20.25,19.03,55.56,10,1.22,0.73,1.64,1.72
2014,quarter-finals,Montreal Canadiens,59.2,53.58,46.01,37.31,30.02,24.41,68.75,15.07,1.4,1.12,2.43,2.02
2014,quarter-finals,Tampa Bay Lightning,53.58,59.2,37.31,46.01,24.41,30.02,31.25,11.11,1.12,1.4,2.02,2.43
2014,quarter-finals,Columbus Blue Jackets,52.19,61.83,37.94,46.95,20.12,25.15,35.29,9.52,1.26,1.05,1.78,2.13
2014,quarter-finals,Pittsburgh Penguins,61.83,52.19,46.95,37.94,25.15,20.12,64.71,13.75,1.05,1.26,2.13,1.78
2014,quarter-finals,Philadelphia Flyers,57.5,61.62,40.08,46.64,25.66,27.16,29.41,8.47,0.75,2.06,2.14,2.8
2014,quarter-finals,New York Rangers,61.62,57.5,46.64,40.08,27.16,25.66,70.59,12.5,2.06,0.75,2.8,2.14
2014,quarter-finals,Minnesota Wild,62.04,43.55,45.51,30.93,23.64,15.64,59.09,15.66,1.24,0.89,2.07,1.33
2014,quarter-finals,Colorado Avalanche,43.55,62.04,30.93,45.51,15.64,23.64,40.91,16.07,0.89,1.24,1.33,2.07
2014,quarter-finals,Chicago Blackhawks,54.98,55.71,38.36,40.37,27.03,21.01,55,12.94,1.1,1.28,2.05,1.95
2014,quarter-finals,St Louis Blues,55.71,54.98,40.37,38.36,21.01,27.03,45,13.64,1.28,1.1,1.95,2.05
2014,quarter-finals,Dallas Stars,63.69,55.16,45.22,38.59,29.36,23.91,57.89,16.42,1.42,1.42,2.65,2.46
2014,quarter-finals,Anaheim Ducks,55.16,63.69,38.59,45.22,23.91,29.36,42.11,13.33,1.42,1.42,2.46,2.65
2014,quarter-finals,Los Angeles Kings,61.84,57.86,45.53,45.91,25.61,30.73,51.72,16.67,2.09,2.09,2.43,2.82
2014,quarter-finals,San Jose Sharks,57.86,61.84,45.91,45.53,30.73,25.61,48.28,13.73,2.09,2.09,2.82,2.43
2014,semi-finals,Detroit Red Wings,52.7,49.28,39.04,36.6,19.03,20.25,44.44,9.09,0.73,1.22,1.72,1.64
2014,semi-finals,Boston Bruins,59.13,50.49,41.34,36.57,25.04,18.88,50,9.03,0.7,0.99,1.97,1.67
2014,semi-finals,Montreal Canadiens,52.79,61.29,39.04,41.88,22.98,26.87,60.61,14.49,1.26,0.63,1.93,2.14
2014,semi-finals,Tampa Bay Lightning,53.58,59.2,37.31,46.01,24.41,30.02,31.25,11.11,1.12,1.4,2.02,2.43
2014,semi-finals,Columbus Blue Jackets,52.19,61.83,37.94,46.95,20.12,25.15,35.29,9.52,1.26,1.05,1.78,2.13
2014,semi-finals,Pittsburgh Penguins,60.74,49.42,44.2,36.82,27.37,20.87,58.33,12.35,1.08,1.28,2.21,1.8
2014,semi-finals,Philadelphia Flyers,57.5,61.62,40.08,46.64,25.66,27.16,29.41,8.47,0.75,2.06,2.14,2.8
2014,semi-finals,New York Rangers,54.26,58.64,41.21,40.93,24.33,27.5,58.33,12.57,1.68,0.93,2.31,2.21
2014,semi-finals,Minnesota Wild,56.81,45.52,40.99,31.27,23.41,16.75,56.76,14.09,1.11,0.93,1.99,1.39
2014,semi-finals,Colorado Avalanche,43.55,62.04,30.93,45.51,15.64,23.64,40.91,16.07,0.89,1.24,1.33,2.07
2014,semi-finals,Chicago Blackhawks,51.42,53.49,35.09,38.28,22.61,22.05,51.43,12.86,1.03,1.13,1.76,1.93
2014,semi-finals,St Louis Blues,55.71,54.98,40.37,38.36,21.01,27.03,45,13.64,1.28,1.1,1.95,2.05
2014,semi-finals,Dallas Stars,63.69,55.16,45.22,38.59,29.36,23.91,57.89,16.42,1.42,1.42,2.65,2.46
2014,semi-finals,Anaheim Ducks,52.23,63.18,37.88,45.52,25.19,28.49,44.74,12.5,1.24,1.34,2.24,2.4
2014,semi-finals,Los Angeles Kings,62.32,53.84,45.65,41.55,26.73,28.41,52.08,15.15,1.68,1.58,2.32,2.44
2014,semi-finals,San Jose Sharks,57.86,61.84,45.91,45.53,30.73,25.61,48.28,13.73,2.09,2.09,2.82,2.43
2014,finals,Detroit Red Wings,52.7,49.28,39.04,36.6,19.03,20.25,44.44,9.09,0.73,1.22,1.72,1.64
2014,finals,Boston Bruins,59.13,50.49,41.34,36.57,25.04,18.88,50,9.03,0.7,0.99,1.97,1.67
2014,finals,Montreal Canadiens,52.31,60.05,38.48,41.42,23.79,26.59,57.41,15.9,1.22,0.86,2.04,2.2
2014,finals,Tampa Bay Lightning,53.58,59.2,37.31,46.01,24.41,30.02,31.25,11.11,1.12,1.4,2.02,2.43
2014,finals,Columbus Blue Jackets,52.19,61.83,37.94,46.95,20.12,25.15,35.29,9.52,1.26,1.05,1.78,2.13
2014,finals,Pittsburgh Penguins,60.74,49.42,44.2,36.82,27.37,20.87,58.33,12.35,1.08,1.28,2.21,1.8
2014,finals,Philadelphia Flyers,57.5,61.62,40.08,46.64,25.66,27.16,29.41,8.47,0.75,2.06,2.14,2.8
2014,finals,New York Rangers,55.17,56.49,40.98,39.86,24.81,26.93,54.39,12.92,1.58,0.99,2.32,2.23
2014,finals,Minnesota Wild,56.81,45.52,40.99,31.27,23.41,16.75,56.76,14.09,1.11,0.93,1.99,1.39
2014,finals,Colorado Avalanche,43.55,62.04,30.93,45.51,15.64,23.64,40.91,16.07,0.89,1.24,1.33,2.07
2014,finals,Chicago Blackhawks,51.74,54.37,35.77,38.94,23.15,22.55,49.21,13.3,1.14,1.44,1.9,2.05
2014,finals,St Louis Blues,55.71,54.98,40.37,38.36,21.01,27.03,45,13.64,1.28,1.1,1.95,2.05
2014,finals,Dallas Stars,63.69,55.16,45.22,38.59,29.36,23.91,57.89,16.42,1.42,1.42,2.65,2.46
2014,finals,Anaheim Ducks,52.23,63.18,37.88,45.52,25.19,28.49,44.74,12.5,1.24,1.34,2.24,2.4
2014,finals,Los Angeles Kings,60.01,53.28,43.64,39.89,25.54,26.85,52.63,16.33,1.79,1.49,2.3,2.34
2014,finals,San Jose Sharks,57.86,61.84,45.91,45.53,30.73,25.61,48.28,13.73,2.09,2.09,2.82,2.43
2015,quarter-finals,Ottawa Senators,61.04,61.85,42.53,44.76,22.79,22.59,40,6.06,0.41,1.02,1.92,2
2015,quarter-finals,Montreal Canadiens,61.85,61.04,44.76,42.53,22.59,22.79,60,8.82,1.02,0.41,2,1.92
2015,quarter-finals,Detroit Red Wings,42.44,44.22,31.33,34.11,19.63,19.24,33.33,8.7,0.79,1.39,1.45,1.74
2015,quarter-finals,Tampa Bay Lightning,44.22,42.44,34.11,31.33,19.24,19.63,66.67,19.35,1.39,0.79,1.74,1.45
2015,quarter-finals,Pittsburgh Penguins,54.1,51.13,37.05,37.05,24.95,21.49,50,10.71,1.48,1.24,2.25,2.21
2015,quarter-finals,New York Rangers,51.13,54.1,37.05,37.05,21.49,24.95,50,10.71,1.24,1.48,2.21,2.25
2015,quarter-finals,New York Islanders,62,63.46,44.36,43.39,25.9,28.33,57.14,15.79,0.97,0.97,2.15,2.21
2015,quarter-finals,Washington Capitals,63.46,62,43.39,44.36,28.33,25.9,42.86,9.89,0.97,0.97,2.21,2.15
2015,quarter-finals,Minnesota Wild,42.65,56.8,30.63,38.38,20.16,25.59,43.75,10.45,0.78,1.36,1.71,1.85
2015,quarter-finals,St Louis Blues,56.8,42.65,38.38,30.63,25.59,20.16,56.25,15,1.36,0.78,1.85,1.71
2015,quarter-finals,Chicago Blackhawks,62.65,54.84,42.62,41.09,25.13,22.75,47.83,12.09,0.85,1.53,1.99,2.16
2015,quarter-finals,Nashville Predators,54.84,62.65,41.09,42.62,22.75,25.13,52.17,13.95,1.53,0.85,2.16,1.99
2015,quarter-finals,Winnipeg Jets,52.13,59.36,39.17,47.3,23.2,27.72,37.5,13.95,1.21,2.41,1.96,2.64
2015,quarter-finals,Anaheim Ducks,59.36,52.13,47.3,39.17,27.72,23.2,62.5,16.95,2.41,1.21,2.64,1.96
2015,quarter-finals,Calgary Flames,51.75,62.83,36.76,40.86,26.69,28.75,47.06,10.26,1.23,0.82,2.04,2.3
2015,quarter-finals,Vancouver Canucks,62.83,51.75,40.86,36.76,28.75,26.69,52.94,10.84,0.82,1.23,2.3,2.04
2015,semi-finals,Ottawa Senators,61.04,61.85,42.53,44.76,22.79,22.59,40,6.06,0.41,1.02,1.92,2
2015,semi-finals,Montreal Canadiens,60.37,54.42,43.52,37.17,23.79,20.32,50,8.84,0.79,0.89,1.94,1.73
2015,semi-finals,Detroit Red Wings,42.44,44.22,31.33,34.11,19.63,19.24,33.33,8.7,0.79,1.39,1.45,1.74
2015,semi-finals,Tampa Bay Lightning,46.2,50.8,33.09,36.9,18.6,22.32,61.76,18.1,1.37,0.69,1.64,1.68
2015,semi-finals,Pittsburgh Penguins,54.1,51.13,37.05,37.05,24.95,21.49,50,10.71,1.48,1.24,2.25,2.21
2015,semi-finals,New York Rangers,57.87,58.46,41.03,41.42,28.1,27.71,45.16,9.21,1.17,1.37,2.39,2.6
2015,semi-finals,New York Islanders,62,63.46,44.36,43.39,25.9,28.33,57.14,15.79,0.97,0.97,2.15,2.21
2015,semi-finals,Washington Capitals,62.39,62.15,43.84,44,28.93,29.17,50,10.93,1.13,1.05,2.52,2.33
2015,semi-finals,Minnesota Wild,47.94,55.45,35.47,39.16,21.14,24.84,43.48,8.47,0.81,1.16,1.91,1.87
2015,semi-finals,St Louis Blues,56.8,42.65,38.38,30.63,25.59,20.16,56.25,15,1.36,0.78,1.85,1.71
2015,semi-finals,Chicago Blackhawks,59.23,55.18,41.76,41.65,24.61,22.69,50,10.71,0.85,1.28,1.95,2.17
2015,semi-finals,Nashville Predators,54.84,62.65,41.09,42.62,22.75,25.13,52.17,13.95,1.53,0.85,2.16,1.99
2015,semi-finals,Winnipeg Jets,52.13,59.36,39.17,47.3,23.2,27.72,37.5,13.95,1.21,2.41,1.96,2.64
2015,semi-finals,Anaheim Ducks,60.89,51.2,45.25,36.95,29.06,20.34,64.52,15.87,1.94,0.83,2.42,1.85
2015,semi-finals,Calgary Flames,51.15,62.54,36,42.04,22.78,29.39,40.63,10.57,0.91,1.14,1.91,2.27
2015,semi-finals,Vancouver Canucks,62.83,51.75,40.86,36.76,28.75,26.69,52.94,10.84,0.82,1.23,2.3,2.04
2015,finals,Ottawa Senators,61.04,61.85,42.53,44.76,22.79,22.59,40,6.06,0.41,1.02,1.92,2
2015,finals,Montreal Canadiens,60.37,54.42,43.52,37.17,23.79,20.32,50,8.84,0.79,0.89,1.94,1.73
2015,finals,Detroit Red Wings,42.44,44.22,31.33,34.11,19.63,19.24,33.33,8.7,0.79,1.39,1.45,1.74
2015,finals,Tampa Bay Lightning,49.14,51.16,36.05,37.12,21.38,22.7,56.9,15.71,1.2,1.08,1.91,1.79
2015,finals,Pittsburgh Penguins,54.1,51.13,37.05,37.05,24.95,21.49,50,10.71,1.48,1.24,2.25,2.21
2015,finals,New York Rangers,55.73,57.05,39.79,41.43,26.44,27.26,47.27,11.66,1.39,1.2,2.25,2.53
2015,finals,New York Islanders,62,63.46,44.36,43.39,25.9,28.33,57.14,15.79,0.97,0.97,2.15,2.21
2015,finals,Washington Capitals,62.39,62.15,43.84,44,28.93,29.17,50,10.93,1.13,1.05,2.52,2.33
2015,finals,Minnesota Wild,47.94,55.45,35.47,39.16,21.14,24.84,43.48,8.47,0.81,1.16,1.91,1.87
2015,finals,St Louis Blues,56.8,42.65,38.38,30.63,25.59,20.16,56.25,15,1.36,0.78,1.85,1.71
2015,finals,Chicago Blackhawks,60.15,56.93,41.05,43.06,25.24,24.45,50,11.52,1.22,1.34,2.02,2.24
2015,finals,Nashville Predators,54.84,62.65,41.09,42.62,22.75,25.13,52.17,13.95,1.53,0.85,2.16,1.99
2015,finals,Winnipeg Jets,52.13,59.36,39.17,47.3,23.2,27.72,37.5,13.95,1.21,2.41,1.96,2.64
2015,finals,Anaheim Ducks,60.08,56.23,45.09,38.51,27.94,23.18,57.89,13.92,1.68,1.26,2.38,1.98
2015,finals,Calgary Flames,51.15,62.54,36,42.04,22.78,29.39,40.63,10.57,0.91,1.14,1.91,2.27
2015,finals,Vancouver Canucks,62.83,51.75,40.86,36.76,28.75,26.69,52.94,10.84,0.82,1.23,2.3,2.04
2016,quarter-finals,New York Islanders,52.2,62.87,40.89,47.03,26.34,32.97,41.18,6.54,0.97,1.29,2.13,2.56
2016,quarter-finals,Florida Panthers,62.87,52.2,47.03,40.89,32.97,26.34,58.82,8.06,1.29,0.97,2.56,2.13
2016,quarter-finals,Detroit Red Wings,56.87,54.26,43.23,41.78,26.69,24.66,46.15,8.96,1.16,1.16,2.24,2.01
2016,quarter-finals,Tampa Bay Lightning,54.26,56.87,41.78,43.23,24.66,26.69,53.85,14.89,1.16,1.16,2.01,2.24
2016,quarter-finals,Philadelphia Flyers,55.21,64.11,38.1,43.35,21.9,28.97,60,6.52,0.46,0.46,1.69,2.33
2016,quarter-finals,Washington Capitals,64.11,55.21,43.35,38.1,28.97,21.9,40,3.39,0.46,0.46,2.33,1.69
2016,quarter-finals,New York Rangers,63.8,52.73,45.08,38.49,29.26,25.05,41.18,9.72,1.32,2.37,2.43,2.5
2016,quarter-finals,Pittsburgh Penguins,52.73,63.8,38.49,45.08,25.05,29.26,58.82,14.93,2.37,1.32,2.5,2.43
2016,quarter-finals,Minnesota Wild,49.88,63.63,34.28,40.44,19.71,23.61,47.83,19.3,2.05,1.64,1.69,1.83
2016,quarter-finals,Dallas Stars,63.63,49.88,40.44,34.28,23.61,19.71,52.17,20,1.64,2.05,1.83,1.69
2016,quarter-finals,Chicago Blackhawks,57.69,51.51,43.27,37.72,26.94,23.14,46.67,6.31,0.95,0.95,2.3,2.08
2016,quarter-finals,St Louis Blues,51.51,57.69,37.72,43.27,23.14,26.94,53.33,8.99,0.95,0.95,2.08,2.3
2016,quarter-finals,Nashville Predators,57.31,53.99,41.82,39.83,22.13,21.91,47.62,16.95,1.77,1.99,2.01,2.05
2016,quarter-finals,Anaheim Ducks,53.99,57.31,39.83,41.82,21.91,22.13,52.38,19.64,1.99,1.77,2.05,2.01
2016,quarter-finals,San Jose Sharks,51.53,61.38,37.89,39.15,26.52,25.26,57.14,16.33,1.01,1.26,2.21,1.96
2016,quarter-finals,Los Angeles Kings,61.38,51.53,39.15,37.89,25.26,26.52,42.86,15.38,1.26,1.01,1.96,2.21
2016,semi-finals,New York Islanders,52.39,61.57,40.42,45.8,26.05,32.03,36.36,7.06,0.8,1.3,2.12,2.46
2016,semi-finals,Florida Panthers,62.87,52.2,47.03,40.89,32.97,26.34,58.82,8.06,1.29,0.97,2.56,2.13
2016,semi-finals,Detroit Red Wings,56.87,54.26,43.23,41.78,26.69,24.66,46.15,8.96,1.16,1.16,2.24,2.01
2016,semi-finals,Tampa Bay Lightning,57.01,54.67,42.86,41.35,27.75,26.1,62.07,15.79,1.24,0.82,2.15,2.18
2016,semi-finals,Philadelphia Flyers,55.21,64.11,38.1,43.35,21.9,28.97,60,6.52,0.46,0.46,1.69,2.33
2016,semi-finals,Washington Capitals,64.99,60.13,45.12,43.72,29.58,23.75,42.86,6.12,0.86,0.97,2.33,1.94
2016,semi-finals,New York Rangers,63.8,52.73,45.08,38.49,29.26,25.05,41.18,9.72,1.32,2.37,2.43,2.5
2016,semi-finals,Pittsburgh Penguins,59.38,64.91,44.28,46,25.25,29.75,57.58,14.18,1.84,1.27,2.32,2.37
2016,semi-finals,Minnesota Wild,49.88,63.63,34.28,40.44,19.71,23.61,47.83,19.3,2.05,1.64,1.69,1.83
2016,semi-finals,Dallas Stars,60.79,51.86,42.01,37.46,26.02,22.68,46.94,14.38,1.49,1.86,2.2,1.99
2016,semi-finals,Chicago Blackhawks,57.69,51.51,43.27,37.72,26.94,23.14,46.67,6.31,0.95,0.95,2.3,2.08
2016,semi-finals,St Louis Blues,52.47,58.05,38.86,43.29,24.1,27.47,56.1,13.14,1.31,1.15,2.16,2.4
2016,semi-finals,Nashville Predators,58.16,56.89,40.04,39.28,22.86,23.2,48.89,14.38,1.61,1.52,1.92,2.03
2016,semi-finals,Anaheim Ducks,56.32,55.94,40.29,41.24,21.96,21.58,47.83,16.67,1.72,1.91,2,1.94
2016,semi-finals,San Jose Sharks,55.16,60.47,38.26,39.11,25.06,24.4,55.56,15.38,1.23,1.33,2.11,1.92
2016,semi-finals,Los Angeles Kings,61.38,51.53,39.15,37.89,25.26,26.52,42.86,15.38,1.26,1.01,1.96,2.21
2016,finals,New York Islanders,52.39,61.57,40.42,45.8,26.05,32.03,36.36,7.06,0.8,1.3,2.12,2.46
2016,finals,Florida Panthers,62.87,52.2,47.03,40.89,32.97,26.34,58.82,8.06,1.29,0.97,2.56,2.13
