Year,Up.To.Round,Team,CF.Playoff,CA.Playoff,FenFor.Playoff,FenAga.Playoff,SCF.Playoff,SCA.Playoff,HDCF.Playoff,HDCA.Playoff,SavePercentage.Playoff,PDO.Playoff,xGF.Playoff,xGA.Playoff
2016,finals,Detroit Red Wings,56.87,54.26,43.23,41.78,26.69,24.66,46.15,8.96,1.16,1.16,2.24,2.01
2016,finals,Tampa Bay Lightning,54.07,57.7,39.62,44.49,25.1,28.66,54.39,16.23,1.24,1.16,1.93,2.45
2016,finals,Philadelphia Flyers,55.21,64.11,38.1,43.35,21.9,28.97,60,6.52,0.46,0.46,1.69,2.33
2016,finals,Washington Capitals,64.99,60.13,45.12,43.72,29.58,23.75,42.86,6.12,0.86,0.97,2.33,1.94
2016,finals,New York Rangers,63.8,52.73,45.08,38.49,29.26,25.05,41.18,9.72,1.32,2.37,2.43,2.5
2016,finals,Pittsburgh Penguins,60.25,59.14,45.96,41.84,27.9,26.57,55.74,13.03,1.74,1.26,2.5,2.08
2016,finals,Minnesota Wild,49.88,63.63,34.28,40.44,19.71,23.61,47.83,19.3,2.05,1.64,1.69,1.83
2016,finals,Dallas Stars,60.79,51.86,42.01,37.46,26.02,22.68,46.94,14.38,1.49,1.86,2.2,1.99
2016,finals,Chicago Blackhawks,57.69,51.51,43.27,37.72,26.94,23.14,46.67,6.31,0.95,0.95,2.3,2.08
2016,finals,St Louis Blues,51.34,57.14,36.95,42.1,22.15,27.77,49.15,13.18,1.24,1.3,2,2.4
2016,finals,Nashville Predators,58.16,56.89,40.04,39.28,22.86,23.2,48.89,14.38,1.61,1.52,1.92,2.03
2016,finals,Anaheim Ducks,56.32,55.94,40.29,41.24,21.96,21.58,47.83,16.67,1.72,1.91,2,1.94
2016,finals,San Jose Sharks,55.04,56.75,38.49,36.91,26.14,22.13,59.26,15.53,1.38,1.25,2.2,1.82
2016,finals,Los Angeles Kings,61.38,51.53,39.15,37.89,25.26,26.52,42.86,15.38,1.26,1.01,1.96,2.21
2017,quarter-finals,New York Rangers,56.28,62.63,38.7,41.88,19.26,23.37,64.29,16.98,0.93,0.75,1.47,1.89
2017,quarter-finals,Montreal Canadiens,62.63,56.28,41.88,38.7,23.37,19.26,35.71,6.85,0.75,0.93,1.89,1.47
2017,quarter-finals,Boston Bruins,52.73,53.46,36.98,39.55,22.34,19.77,53.33,13.56,0.92,0.92,1.69,1.82
2017,quarter-finals,Ottawa Senators,53.46,52.73,39.55,36.98,19.77,22.34,46.67,10.45,0.92,0.92,1.82,1.69
2017,quarter-finals,Toronto Maple Leafs,62.6,65.11,43.94,46.46,27.8,28.88,57.14,13.95,1.43,0.72,2.28,2.23
2017,quarter-finals,Washington Capitals,65.11,62.6,46.46,43.94,28.88,27.8,42.86,11.25,0.72,1.43,2.23,2.28
2017,quarter-finals,Columbus Blue Jackets,65.73,56.54,47.34,40.91,31.49,29.19,42.86,11.54,1.61,2.3,2.77,2.81
2017,quarter-finals,Pittsburgh Penguins,56.54,65.73,40.91,47.34,29.19,31.49,57.14,16.22,2.3,1.61,2.81,2.77
2017,quarter-finals,Nashville Predators,57.51,56.42,39.25,38.98,25.62,20.72,90.91,17.86,2.18,0.27,2.26,2.05
2017,quarter-finals,Chicago Blackhawks,56.42,57.51,38.98,39.25,20.72,25.62,9.09,2.27,0.27,2.18,2.05,2.26
2017,quarter-finals,St Louis Blues,43.11,67.04,31.74,48.09,15.87,25.35,77.78,15.56,0.95,0.24,1.45,2.16
2017,quarter-finals,Minnesota Wild,67.04,43.11,48.09,31.74,25.35,15.87,22.22,3.17,0.24,0.95,2.16,1.45
2017,quarter-finals,Calgary Flames,62.27,59.43,46.78,44.57,27.18,23.39,33.33,4,0.32,1.26,2.44,2.24
2017,quarter-finals,Anaheim Ducks,59.43,62.27,44.57,46.78,23.39,27.18,66.67,8.33,1.26,0.32,2.24,2.44
2017,quarter-finals,San Jose Sharks,55.94,60.77,38.23,39.64,24.75,24.95,58.33,10.77,1.01,0.8,2.05,2.21
2017,quarter-finals,Edmonton Oilers,60.77,55.94,39.64,38.23,24.95,24.75,41.67,7.58,0.8,1.01,2.21,2.05
2017,semi-finals,New York Rangers,56.03,61.91,40.55,41.97,23.64,23.27,57.89,15.38,1.33,0.85,1.91,1.9
2017,semi-finals,Montreal Canadiens,62.63,56.28,41.88,38.7,23.37,19.26,35.71,6.85,0.75,0.93,1.89,1.47
2017,semi-finals,Boston Bruins,52.73,53.46,36.98,39.55,22.34,19.77,53.33,13.56,0.92,0.92,1.69,1.82
2017,semi-finals,Ottawa Senators,57.21,54.21,40.77,39.65,21.42,25.18,46.15,13.24,0.94,1.32,1.86,2.02
2017,semi-finals,Toronto Maple Leafs,62.6,65.11,43.94,46.46,27.8,28.88,57.14,13.95,1.43,0.72,2.28,2.23
2017,semi-finals,Washington Capitals,67.67,53.5,46.87,38.42,31.7,23.89,51.16,12.94,0.73,1.09,2.35,1.92
2017,semi-finals,Columbus Blue Jackets,65.73,56.54,47.34,40.91,31.49,29.19,42.86,11.54,1.61,2.3,2.77,2.81
2017,semi-finals,Pittsburgh Penguins,49.67,68.27,36.38,47.32,24.02,33.22,48.84,15.79,1.43,1.12,2.11,2.61
2017,semi-finals,Nashville Predators,55.28,54.68,38.13,39.33,26.5,22.9,62.96,14.41,1.44,0.96,2.11,2.08
2017,semi-finals,Chicago Blackhawks,56.42,57.51,38.98,39.25,20.72,25.62,9.09,2.27,0.27,2.18,2.05,2.26
2017,semi-finals,St Louis Blues,48.47,59.94,35.87,42.4,20.47,26.32,64,14.04,1.24,0.56,1.79,2.07
2017,semi-finals,Minnesota Wild,67.04,43.11,48.09,31.74,25.35,15.87,22.22,3.17,0.24,0.95,2.16,1.45
2017,semi-finals,Calgary Flames,62.27,59.43,46.78,44.57,27.18,23.39,33.33,4,0.32,1.26,2.44,2.24
2017,semi-finals,Anaheim Ducks,65.46,56.74,50.33,41.72,29.36,26.6,59.38,12.42,1.21,1.1,2.67,2.34
2017,semi-finals,San Jose Sharks,55.94,60.77,38.23,39.64,24.75,24.95,58.33,10.77,1.01,0.8,2.05,2.21
2017,semi-finals,Edmonton Oilers,56.97,62.86,39.3,46.48,25.68,28.99,42.11,10.81,1.2,1.1,2.25,2.51
2017,finals,New York Rangers,56.03,61.91,40.55,41.97,23.64,23.27,57.89,15.38,1.33,0.85,1.91,1.9
2017,finals,Montreal Canadiens,62.63,56.28,41.88,38.7,23.37,19.26,35.71,6.85,0.75,0.93,1.89,1.47
2017,finals,Boston Bruins,52.73,53.46,36.98,39.55,22.34,19.77,53.33,13.56,0.92,0.92,1.69,1.82
2017,finals,Ottawa Senators,52.81,54.36,37.9,39.57,20.73,24.54,50.88,13.74,1.19,1.19,1.77,2.02
2017,finals,Toronto Maple Leafs,62.6,65.11,43.94,46.46,27.8,28.88,57.14,13.95,1.43,0.72,2.28,2.23
2017,finals,Washington Capitals,67.67,53.5,46.87,38.42,31.7,23.89,51.16,12.94,0.73,1.09,2.35,1.92
2017,finals,Columbus Blue Jackets,65.73,56.54,47.34,40.91,31.49,29.19,42.86,11.54,1.61,2.3,2.77,2.81
2017,finals,Pittsburgh Penguins,51.59,59.35,37.56,41.76,23.79,27.92,45.9,12.17,1.25,1.31,2.08,2.22
2017,finals,Nashville Predators,57.87,55.54,41.28,40.23,26.57,22.74,62.22,14.58,1.43,1.05,2.34,2.21
2017,finals,Chicago Blackhawks,56.42,57.51,38.98,39.25,20.72,25.62,9.09,2.27,0.27,2.18,2.05,2.26
2017,finals,St Louis Blues,48.47,59.94,35.87,42.4,20.47,26.32,64,14.04,1.24,0.56,1.79,2.07
2017,finals,Minnesota Wild,67.04,43.11,48.09,31.74,25.35,15.87,22.22,3.17,0.24,0.95,2.16,1.45
2017,finals,Calgary Flames,62.27,59.43,46.78,44.57,27.18,23.39,33.33,4,0.32,1.26,2.44,2.24
2017,finals,Anaheim Ducks,62.45,58.68,47.28,43.44,26.92,26.63,52,11.56,1.21,1.21,2.59,2.48
2017,finals,San Jose Sharks,55.94,60.77,38.23,39.64,24.75,24.95,58.33,10.77,1.01,0.8,2.05,2.21
2017,finals,Edmonton Oilers,56.97,62.86,39.3,46.48,25.68,28.99,42.11,10.81,1.2,1.1,2.25,2.51
2018,quarter-finals,New Jersey Devils,50.17,57.91,40.03,46.43,19.75,26.95,36.36,7.84,0,1.07,1.84,2.41
2018,quarter-finals,Tampa Bay Lightning,57.91,50.17,46.43,40.03,26.95,19.75,63.64,10.77,1.07,0,2.41,1.84
2018,quarter-finals,Toronto Maple Leafs,56.28,61.71,42.25,47.51,27.88,29.8,50,14.89,1.58,1.23,2.26,2.49
2018,quarter-finals,Boston Bruins,61.71,56.28,47.51,42.25,29.8,27.88,50,12.73,1.23,1.58,2.49,2.26
2018,quarter-finals,Columbus Blue Jackets,60.01,58.18,43.18,40.43,25.61,26.34,57.89,15.28,1.28,0.73,2.03,2.14
2018,quarter-finals,Washington Capitals,58.18,60.01,40.43,43.18,26.34,25.61,42.11,9.3,0.73,1.28,2.14,2.03
2018,quarter-finals,Philadelphia Flyers,51.51,54.98,35.11,41.35,23.33,27.49,25,9.84,0.69,2.77,1.89,2.26
2018,quarter-finals,Pittsburgh Penguins,54.98,51.51,41.35,35.11,27.49,23.33,75,23.68,2.77,0.69,2.26,1.89
2018,quarter-finals,Colorado Avalanche,54.62,66.46,36.63,48.7,22.81,24.79,45,14.06,1.75,1.32,1.94,2.32
2018,quarter-finals,Nashville Predators,66.46,54.62,48.7,36.63,24.79,22.81,55,17.46,1.32,1.75,2.32,1.94
2018,quarter-finals,Minnesota Wild,46.64,67,33.14,49.72,18.23,27.46,38.46,11.11,0.71,0.95,1.55,2.38
2018,quarter-finals,Winnipeg Jets,67,46.64,49.72,33.14,27.46,18.23,61.54,12.31,0.95,0.71,2.38,1.55
2018,quarter-finals,Los Angeles Kings,56.39,63.37,39.21,45.11,20.41,29.27,20,2.33,0,0.54,1.67,2.28
2018,quarter-finals,Vegas Golden Knights,63.37,56.39,45.11,39.21,29.27,20.41,80,6.67,0.54,0,2.28,1.67
2018,quarter-finals,San Jose Sharks,58.25,66.48,42.78,47.06,28.63,26.99,81.82,18,2.63,0.33,2.34,2.41
2018,quarter-finals,Anaheim Ducks,66.48,58.25,47.06,42.78,26.99,28.63,18.18,4.08,0.33,2.63,2.41,2.34
2018,semi-finals,New Jersey Devils,50.17,57.91,40.03,46.43,19.75,26.95,36.36,7.84,0,1.07,1.84,2.41
2018,semi-finals,Tampa Bay Lightning,58.52,49.18,45.02,36.95,26.36,19.8,66.67,12.5,1.26,0.25,2.23,1.67
2018,semi-finals,Toronto Maple Leafs,56.28,61.71,42.25,47.51,27.88,29.8,50,14.89,1.58,1.23,2.26,2.49
2018,semi-finals,Boston Bruins,56.04,57.45,41.88,42.89,25.59,27.01,43.9,11.39,0.91,1.52,2.08,2.18
2018,semi-finals,Columbus Blue Jackets,60.01,58.18,43.18,40.43,25.61,26.34,57.89,15.28,1.28,0.73,2.03,2.14
2018,semi-finals,Washington Capitals,57.82,58.49,39.95,41.96,26.95,26.28,54.29,12.58,1.15,0.86,2.04,2.13
2018,semi-finals,Philadelphia Flyers,51.51,54.98,35.11,41.35,23.33,27.49,25,9.84,0.69,2.77,1.89,2.26
2018,semi-finals,Pittsburgh Penguins,55.97,54.69,40.96,37.42,27.24,25.63,57.5,15.65,1.5,1.18,2.25,1.92
2018,semi-finals,Colorado Avalanche,54.62,66.46,36.63,48.7,22.81,24.79,45,14.06,1.75,1.32,1.94,2.32
2018,semi-finals,Nashville Predators,64.53,58.97,47.49,42.12,27.87,26.01,51.16,12.64,1.48,1.57,2.38,2.33
2018,semi-finals,Minnesota Wild,46.64,67,33.14,49.72,18.23,27.46,38.46,11.11,0.71,0.95,1.55,2.38
2018,semi-finals,Winnipeg Jets,64.11,56.46,47.58,41.18,27.99,25.32,55.56,11.76,1.24,1.24,2.53,2.07
2018,semi-finals,Los Angeles Kings,56.39,63.37,39.21,45.11,20.41,29.27,20,2.33,0,0.54,1.67,2.28
2018,semi-finals,Vegas Golden Knights,62.31,57.2,43.48,39.41,28.02,23.37,63.16,8.57,0.93,0.58,2.22,2.02
2018,semi-finals,San Jose Sharks,57.98,63.41,40.8,44.09,26.78,27.03,60,12.71,1.64,0.88,2.31,2.27
2018,semi-finals,Anaheim Ducks,66.48,58.25,47.06,42.78,26.99,28.63,18.18,4.08,0.33,2.63,2.41,2.34
2018,finals,New Jersey Devils,50.17,57.91,40.03,46.43,19.75,26.95,36.36,7.84,0,1.07,1.84,2.41
2018,finals,Tampa Bay Lightning,57.03,51.53,42.22,39.73,25.58,23.16,55.81,11.48,1.1,0.37,2.13,1.85
2018,finals,Toronto Maple Leafs,56.28,61.71,42.25,47.51,27.88,29.8,50,14.89,1.58,1.23,2.26,2.49
2018,finals,Boston Bruins,56.04,57.45,41.88,42.89,25.59,27.01,43.9,11.39,0.91,1.52,2.08,2.18
2018,finals,Columbus Blue Jackets,60.01,58.18,43.18,40.43,25.61,26.34,57.89,15.28,1.28,0.73,2.03,2.14
2018,finals,Washington Capitals,56.75,57.25,41.23,40.68,27.26,25.66,55.56,11.81,0.93,0.87,2.07,2.08
2018,finals,Philadelphia Flyers,51.51,54.98,35.11,41.35,23.33,27.49,25,9.84,0.69,2.77,1.89,2.26
2018,finals,Pittsburgh Penguins,55.97,54.69,40.96,37.42,27.24,25.63,57.5,15.65,1.5,1.18,2.25,1.92
2018,finals,Colorado Avalanche,54.62,66.46,36.63,48.7,22.81,24.79,45,14.06,1.75,1.32,1.94,2.32
2018,finals,Nashville Predators,64.53,58.97,47.49,42.12,27.87,26.01,51.16,12.64,1.48,1.57,2.38,2.33
2018,finals,Minnesota Wild,46.64,67,33.14,49.72,18.23,27.46,38.46,11.11,0.71,0.95,1.55,2.38
2018,finals,Winnipeg Jets,63.64,55.83,47.26,40.35,27.71,25.84,47.92,9.96,1.11,1.38,2.61,2.13
2018,finals,Los Angeles Kings,56.39,63.37,39.21,45.11,20.41,29.27,20,2.33,0,0.54,1.67,2.28
2018,finals,Vegas Golden Knights,59.73,58.86,41.8,41.64,27.76,24.51,67.74,10.4,1.19,0.63,2.24,2.28
2018,finals,San Jose Sharks,57.98,63.41,40.8,44.09,26.78,27.03,60,12.71,1.64,0.88,2.31,2.27
2018,finals,Anaheim Ducks,66.48,58.25,47.06,42.78,26.99,28.63,18.18,4.08,0.33,2.63,2.41,2.34
