"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"John Gilmour","18-19","NYR","D","5","78.97","--","--","--","--","--","--","-0.82","-0.62","61","92","-31","39.87","-12.96","1","4","-3","20","-17.5","2.98","3.55","-0.57","45.64","-4.94","1","--","-1","19","14.44","0.26","0.2","--","94.47","66.67","32.51","26.46","45.65","28.22","49.5"
"John Hayden","18-19","CHI","C","53","451.77","3","2","5","4","0.66","0.53","3.25","0.43","366","428","-62","46.1","-3.15","12","20","-8","37.5","-13.21","16.26","18.38","-2.12","46.94","2.11","8","8","--","87","11.55","4.09","0.54","7.32","98.42","44.88","17.35","27.53","49.7","28.33","49.86"
"John Klingberg","18-19","DAL","D","64","1247.28","4","15","19","9","0.91","0.43","27.93","1.34","1247","1189","58","51.19","4.6","46","35","11","56.79","8.93","51.01","47.14","3.87","51.97","2.3","4","6","2","238","11.45","4.24","0.2","3.88","101.54","55.57","39.83","29.11","46.08","29.32","50.19"
"John Moore","18-19","BOS","D","61","947.48","1","7","8","5","0.51","0.32","13.35","0.85","908","894","14","50.39","-3.71","30","35","-5","46.15","-11.09","32.73","37.74","-5.01","46.45","-7.36","13","4","-9","165","10.45","3.04","0.19","1.14","98.88","52.59","32","27","53.62","28.39","49.46"
"John Quenneville","18-19","N.J","C","19","194.78","1","--","1","1","0.31","0.31","1.34","0.41","169","195","-26","46.43","-1.71","6","5","1","54.55","-3.95","7.39","8.91","-1.52","45.34","-4.53","2","4","2","31","9.55","1.24","0.38","6.67","101.84","48.31","22.54","29.29","46.51","28.62","50.2"
"John Tavares","18-19","TOR","C","82","1248.63","33","27","60","50","2.88","2.4","74.77","3.59","1468","1272","196","53.58","2.66","84","55","29","60.43","9.57","65.21","55.34","9.87","54.09","3.51","17","20","3","350","16.82","22.54","1.08","16.5","103.56","51.32","30.73","31.37","46.33","29.9","50.27"
"Johnny Boychuk","18-19","NYI","D","73","1180.48","2","13","15","8","0.76","0.41","15.9","0.81","1058","1244","-186","45.96","-2.98","47","45","2","51.09","-8.68","46.27","51.39","-5.12","47.38","-5.85","7","8","1","296","15.04","4.48","0.23","1.39","101.35","48.43","33.08","27.47","47.97","28.61","49.82"
"Johnny Gaudreau","18-19","CGY","L","81","1251.45","24","33","57","46","2.73","2.21","70.88","3.4","1295","1075","220","54.64","0.98","71","55","16","56.35","1.72","58.44","49.58","8.86","54.1","1.37","5","30","25","316","15.15","16.93","0.81","13.04","101.04","56.71","32.4","31.26","54.21","29.37","49.7"
"Jon Merrill","18-19","VGK","D","57","917.6","2","12","14","7","0.92","0.46","31.68","2.07","1014","699","315","59.19","4.77","41","31","10","56.94","8.62","45.9","29.47","16.43","60.9","4.3","17","2","-15","149","9.74","2.63","0.17","3.08","99.5","65.52","32.88","26.98","53.26","28.08","49.27"
"Jonas Brodin","18-19","MIN","D","82","1417.58","3","11","14","9","0.59","0.38","24.65","1.04","1319","1230","89","51.75","1.25","41","50","-9","45.05","-3.7","50.74","43.8","6.94","53.67","-0.7","13","7","-6","197","8.34","3.47","0.15","2.88","97.42","45.15","36.02","27.58","50.53","29.44","50.07"
"Jonas Siegenthaler","18-19","WSH","D","26","336.27","--","3","3","2","0.54","0.36","3.83","0.68","291","315","-24","48.02","-2.09","14","8","6","63.64","10.39","13.44","10.53","2.91","56.07","7.84","4","--","-4","38","6.78","0.54","0.1","--","103.94","45.61","26.75","26.34","49.05","28.34","49.68"
"Jonathan Drouin","18-19","MTL","L","80","1060.18","12","22","34","30","1.92","1.7","38.98","2.21","1113","1027","86","52.01","-3.46","51","51","--","50","-5.37","43.84","45.1","-1.26","49.29","-7.4","11","12","1","229","12.96","9.14","0.52","9.02","99.66","51.12","27.29","29.87","54.9","29.33","49.53"
"Jonathan Ericsson","18-19","DET","D","52","757.68","3","2","5","4","0.4","0.32","-2.23","-0.18","635","786","-151","44.69","-4.02","21","34","-13","38.18","-11.49","22.48","38.28","-15.8","37","-11.11","15","5","-10","100","7.92","1.47","0.12","6.98","99.14","42.21","29.84","27.56","47.55","29.13","50.3"
"Jonathan Huberdeau","18-19","FLA","C","82","1154.17","16","32","48","41","2.5","2.13","50.32","2.62","1130","1076","54","51.22","2.58","58","56","2","50.88","6.94","51.13","50.5","0.63","50.31","3.38","10","14","4","243","12.63","15.02","0.78","10.53","99.27","45.84","29.04","31.68","48.21","29.67","50.2"
"Jonathan Marchessault","18-19","VGK","C","82","1191.3","15","22","37","26","1.86","1.31","47.62","2.4","1232","1096","136","52.92","-2.03","59","57","2","50.86","-1.45","55.14","46.93","8.21","54.02","-2.93","17","16","-1","337","16.97","15.57","0.78","7.39","99.22","51.06","29.81","30.48","54.23","29.77","49.93"
"Jonathan Toews","18-19","CHI","C","80","1193.13","20","24","44","36","2.21","1.81","45.98","2.31","1199","1192","7","50.15","1.32","63","58","5","52.07","2.89","48.39","60.37","-11.98","44.49","-0.75","12","13","1","231","11.62","14.26","0.72","13.42","101.26","55.51","30.35","31.25","49.33","29.7","50.06"
"Jonny Brodzinski","18-19","L.A","C","13","125.12","2","1","3","3","1.44","1.44","2.67","1.28","99","122","-23","44.8","-2.82","5","4","1","55.56","17.56","3.75","5.37","-1.62","41.12","-9.26","1","--","-1","32","15.35","1.59","0.76","11.76","102.72","52.63","19.22","28.15","48.72","28.4","50.35"
"Joonas Donskoi","18-19","S.J","R","80","1005.98","13","19","32","23","1.91","1.37","43.76","2.61","1017","848","169","54.53","-0.59","51","41","10","55.43","5.43","48.28","36.15","12.13","57.18","4.16","3","19","16","174","10.38","12.79","0.76","12.15","99.35","55.9","25.88","30.64","55.22","29.13","49.79"
"Jordan Eberle","18-19","NYI","C","77","1005.38","11","12","23","19","1.37","1.13","25.25","1.51","964","995","-31","49.21","2.33","39","37","2","51.32","-4.07","43.52","42.67","0.85","50.49","-0.69","6","10","4","185","11.04","11.36","0.68","10.09","100.66","51.6","26.75","30.36","47.29","29.18","50.17"
"Jordan Greenway","18-19","MIN","L","81","1019.37","11","12","23","18","1.35","1.06","21.86","1.29","898","942","-44","48.8","-2.99","31","39","-8","44.29","-4.35","38","33.23","4.77","53.35","-1.17","15","16","1","192","11.3","9.99","0.59","11.11","98.32","53.8","26.16","30.05","51.89","28.97","50.03"
"Jordan Kyrou","18-19","STL","C","16","148.28","1","2","3","3","1.21","1.21","0.97","0.39","113","161","-48","41.24","-10.71","4","5","-1","44.44","-0.38","4.73","6.93","-2.2","40.57","-16.01","2","2","--","24","9.71","0.9","0.36","6.25","100.73","54.55","19.68","29.35","51.65","28.59","49.51"
"Jordan Martinook","18-19","CAR","L","81","1013.35","12","8","20","19","1.18","1.12","34.49","2.04","1100","891","209","55.25","0.79","37","48","-11","43.53","-11.47","56.42","37.73","18.69","59.93","4.71","15","15","--","240","14.21","17.81","1.05","9.38","95.71","50.63","25.87","29.31","53.74","28.65","49.56"
"Jordan Nolan","18-19","STL","C","14","107.02","--","2","2","1","1.12","0.56","3.27","1.83","111","97","14","53.37","0.38","7","5","2","58.33","2.24","5.22","4","1.22","56.62","-3.35","3","--","-3","28","15.7","0.73","0.41","--","103.09","18.18","15.97","27.12","50.6","28.19","48.81"
"Jordan Oesterle","18-19","ARI","D","70","1076.88","3","8","11","6","0.61","0.33","8.18","0.46","971","1129","-158","46.24","-2.77","40","49","-9","44.94","-3.82","40.49","43.14","-2.65","48.42","-0.98","4","4","--","160","8.91","2.57","0.14","5.08","99.12","53.35","31.92","27.09","49.55","28.63","50.03"
"Jordan Schmaltz","18-19","STL","D","20","213.28","--","1","1","1","0.28","0.28","-1.8","-0.51","163","228","-65","41.69","-7.63","5","13","-8","27.78","-21.5","7.33","8.99","-1.66","44.91","-3.34","--","1","1","16","4.5","0.44","0.12","--","94.39","55.12","22.71","27.55","51.41","27.69","50.33"
"Jordan Staal","18-19","CAR","C","49","664.1","9","11","20","14","1.81","1.26","34.09","3.08","770","525","245","59.46","4.69","26","24","2","52","5.17","36.1","21.69","14.41","62.47","6.77","10","6","-4","146","13.19","9.79","0.88","9.47","98.18","49.26","27.63","30.02","53.74","29.6","49.98"
"Jordan Weal","18-19","PHI/ ARI/ MTL","C","62","747.23","4","8","12","9","0.96","0.72","19.51","1.57","748","630","118","54.28","3.28","24","31","-7","43.64","-2.83","30.87","22.73","8.14","57.59","5.19","4","3","-1","108","8.67","5.31","0.43","6.25","96.51","52.82","24.2","28.73","49.24","28.25","50.24"
"Jordie Benn","18-19","MTL","D","80","1201.07","3","17","20","9","1","0.45","32.25","1.61","1254","1066","188","54.05","-0.65","59","54","5","52.21","-2.72","50.96","40.74","10.22","55.57","1.09","11","6","-5","179","8.94","2.66","0.13","3.85","99.53","50.19","30.89","27.31","54.11","28.66","49.36"
"Jori Lehtera","18-19","PHI","C","27","197.2","1","1","2","2","0.61","0.61","-0.16","-0.05","155","180","-25","46.27","-2.66","5","12","-7","29.41","-27.73","6.6","6.96","-0.36","48.67","1.5","10","3","-7","23","7","1.14","0.35","5.88","93.05","35.64","15.6","27.47","47.94","27.95","50.2"
"Joseph Blandisi","18-19","PIT/ ANA","C","9","64.87","--","--","--","--","--","--","-0.8","-0.74","56","76","-20","42.42","-6.82","1","3","-2","25","-31","2","3.51","-1.51","36.3","-12.26","3","2","-1","15","13.87","0.59","0.55","--","96.56","26.92","14.89","26.65","46.6","27.73","50.28"
"Joseph Gambardella","18-19","EDM","C","15","121.4","--","3","3","2","1.48","0.99","0.44","0.22","78","127","-49","38.05","-8.17","6","4","2","60","13.45","2.71","4.67","-1.96","36.72","-5.48","1","--","-1","13","6.43","0.67","0.33","--","108.92","26.32","15.69","28.9","47.9","28.02","49.9"
"Josh Anderson","18-19","CBJ","R","81","1124.13","18","12","30","24","1.6","1.28","39.67","2.12","1072","1068","4","50.09","--","56","36","20","60.87","12.62","46.97","43.61","3.36","51.85","2.1","20","16","-4","327","17.45","16.11","0.86","9.23","103.29","46.53","27.86","30.68","48.27","28.97","49.93"
"Josh Archibald","18-19","ARI","R","67","770.63","9","8","17","13","1.32","1.01","9.93","0.77","666","861","-195","43.61","-5.95","28","29","-1","49.12","-0.05","24.05","29.5","-5.45","44.91","-5.83","4","9","5","146","11.37","7.36","0.57","11.54","100.61","40.13","23.9","29.04","50.12","28.74","50.25"
"Josh Bailey","18-19","NYI","C","81","1097.45","12","23","35","28","1.91","1.53","29.64","1.62","979","1065","-86","47.9","0.11","49","40","9","55.06","-0.56","46.49","42.83","3.66","52.05","1.2","5","4","-1","161","8.8","9.11","0.5","12.77","102.22","56.11","27.63","30.01","48.94","28.95","49.93"
"Josh Brown","18-19","FLA","D","37","456.5","1","1","2","1","0.26","0.13","2.52","0.33","361","379","-18","48.78","1.1","11","15","-4","42.31","-9.14","14.81","15.62","-0.81","48.67","0.33","8","4","-4","61","8.02","0.94","0.12","3.7","97.88","56.6","25.02","25.73","48.69","27.81","50.59"
"Josh Currie","18-19","EDM","R","21","181.65","2","3","5","4","1.65","1.32","4.76","1.57","161","183","-22","46.8","-0.47","7","5","2","58.33","10.39","5.72","6.23","-0.51","47.87","2.54","1","--","-1","34","11.23","1.29","0.43","10.53","102.88","36.84","16.96","28.17","47.88","27.87","49.17"
"Josh Jacobs","18-19","N.J","D","1","14.9","--","--","--","--","--","--","-0.22","-0.89","8","12","-4","40","2.71","--","1","-1","--","-25","0.25","0.45","-0.2","35.71","-9.95","--","--","--","2","8.05","0.03","0.12","--","80","57.14","28.84","25.17","44.46","28.35","52.87"
"Josh Leivo","18-19","TOR/ VAN","L","76","852.85","11","6","17","16","1.2","1.13","28.36","2","854","753","101","53.14","5.59","37","27","10","57.81","7.81","32.89","29.93","2.96","52.36","5.6","7","8","1","206","14.49","9.53","0.67","9.91","101.83","55.63","22.89","29.05","47.97","28.5","49.97"
"Josh Mahura","18-19","ANA","D","17","218.47","1","1","2","1","0.55","0.27","0.6","0.16","192","233","-41","45.18","-6.83","6","9","-3","40","-11.16","7.66","12.12","-4.46","38.73","-13.41","2","--","-2","37","10.16","0.65","0.18","6.25","99.55","67.86","26.42","26.17","48.43","28.06","49.59"
"Josh Manson","18-19","ANA","D","73","1340.43","3","11","14","12","0.63","0.54","7.33","0.33","1178","1345","-167","46.69","-0.97","44","55","-11","44.44","-3.98","46.37","56.15","-9.78","45.23","0.9","23","8","-15","174","7.79","3.66","0.16","3.37","99.2","41.72","37.91","27.87","48.03","29.51","50.35"
"Josh Morrissey","18-19","WPG","D","59","989.53","1","15","16","7","0.97","0.42","22.82","1.38","1003","954","49","51.25","2.15","49","44","5","52.69","4.37","40.81","40.35","0.46","50.28","2.21","4","3","-1","153","9.28","3.2","0.19","1.3","100.79","52.77","35.07","29.32","48.24","29.67","49.73"
"Josh Teves","18-19","VAN","D","1","13.28","--","--","--","--","--","--","-0.35","-1.58","11","13","-2","45.83","-12.9","--","2","-2","--","-66.67","0.95","0.37","0.58","71.97","28.38","--","--","--","--","--","--","--","--","60","55.56","25.32","26.9","48.71","27.48","47.67"
"Joshua Ho-sang","18-19","NYI","C","10","124.85","1","1","2","2","0.96","0.96","4.19","2.01","126","89","37","58.6","9.84","3","1","2","75","2.59","4.27","3.01","1.26","58.65","7.11","3","2","-1","12","5.77","0.57","0.27","12.5","102.32","40.3","25.11","29.52","46.97","28.98","49.53"
"Juho Lammikko","18-19","FLA","L","40","360.9","--","4","4","3","0.67","0.5","2.74","0.46","310","345","-35","47.33","-4.59","7","14","-7","33.33","-10","11.78","11.83","-0.05","49.89","1.6","3","2","-1","69","11.47","3.16","0.53","--","96","45.05","18.91","27.3","49.44","27.85","49.02"
"Jujhar Khaira","18-19","EDM","L","60","649.65","2","13","15","12","1.39","1.11","9.3","0.86","508","581","-73","46.65","-1.8","21","33","-12","38.89","-6.87","21.08","24.91","-3.83","45.84","-0.6","11","8","-3","93","8.59","5.31","0.49","3.7","97.49","44.8","22.32","29.35","47.76","28.28","50.35"
"Julius Honka","18-19","DAL","D","29","366.53","--","4","4","4","0.65","0.65","5.64","0.92","318","329","-11","49.15","1.66","15","18","-3","45.45","-1.52","15.33","11.55","3.78","57.03","8.26","5","3","-2","61","9.99","1.31","0.21","--","97.74","58.33","26.04","27.21","47.31","28.24","49.83"
"Justin Abdelkader","18-19","DET","L","71","887.5","3","9","12","7","0.81","0.47","7.02","0.47","753","877","-124","46.2","-1.95","23","37","-14","38.33","-8.36","30.45","41.9","-11.45","42.09","-4.5","12","11","-1","138","9.33","8.53","0.58","3.57","98.39","43.22","25.59","30.03","47.88","29.12","49.94"
"Justin Bailey","18-19","PHI","R","10","55.03","--","1","1","1","1.09","1.09","0.98","1.07","52","62","-10","45.61","1.79","2","1","1","66.67","31.37","1.07","2","-0.93","34.85","-8.35","--","1","1","12","13.08","0.11","0.12","--","106.88","47.83","11.45","26.16","46.06","28.01","49.49"
"Justin Braun","18-19","S.J","D","78","1348.25","2","12","14","7","0.62","0.31","16.93","0.75","1197","1166","31","50.66","-6.15","39","59","-20","39.8","-14.47","51.88","49.21","2.67","51.32","-4.1","13","3","-10","209","9.3","3.37","0.15","2.06","96.04","42.01","35.51","27.74","56.62","29.32","49.9"
"Justin Dowling","18-19","DAL","C","11","127.02","--","1","1","1","0.47","0.47","0.66","0.31","112","119","-7","48.48","3.31","2","6","-4","25","-25","4.34","3.18","1.16","57.71","7.15","--","--","--","19","8.97","1.32","0.62","--","92.98","44.44","23.16","29.18","47.59","28.58","49.81"
"Justin Falk","18-19","OTT","D","10","117.17","--","--","--","--","--","--","-2.12","-1.09","79","121","-42","39.5","-2.31","2","6","-4","25","-17.42","2.87","4.67","-1.8","38.06","-7.95","4","2","-2","15","7.68","0.34","0.17","--","95.21","39.44","23.64","26.68","44.27","28.17","52.04"
"Justin Faulk","18-19","CAR","D","81","1361.28","4","17","21","16","0.93","0.71","39.35","1.73","1433","1232","201","53.77","-1.37","57","46","11","55.34","5.34","64.57","56.31","8.26","53.42","-4.63","16","3","-13","290","12.78","5.5","0.24","2.86","100.39","53.8","34.75","27.86","55.35","29.1","49.58"
"Justin Holl","18-19","TOR","D","11","135.77","--","1","1","--","0.44","--","1.25","0.55","131","119","12","52.4","-1.8","6","11","-5","35.29","-13.54","5.21","6.52","-1.31","44.42","-12.7","1","2","1","14","6.19","0.15","0.07","--","93.59","58.44","24.97","26.33","51.75","27.7","48.32"
"Justin Kloos","18-19","ANA","C","1","7.07","--","--","--","--","--","--","0.5","4.24","6","2","4","75","37.96","--","--","--","--","--","0.2","0.03","0.17","86.96","46.25","--","1","1","3","25.46","0.16","1.36","--","--","66.67","15.61","28.19","46.87","27.6","46.99"
"Justin Schultz","18-19","PIT","D","29","490.83","1","6","7","4","0.86","0.49","4.9","0.6","438","532","-94","45.15","-8.62","19","16","3","54.29","-0.64","17.98","22.15","-4.17","44.8","-13.06","2","2","--","78","9.53","1.48","0.18","2.78","102.46","55.7","34.65","28.33","50.42","29.16","50.27"
"Justin Williams","18-19","CAR","R","81","1134.65","12","21","33","25","1.75","1.32","55.2","2.92","1340","986","354","57.61","4.23","49","44","5","52.69","1.27","63.61","41.59","22.02","60.47","5.69","14","17","3","279","14.75","18.99","1","7.06","98.21","54.64","28.96","30.17","53.35","29.6","49.7"
"Juuso Riikola","18-19","PIT","D","37","551.28","--","3","3","1","0.33","0.11","1.2","0.13","485","587","-102","45.24","-3.46","21","18","3","53.85","-3.3","19.83","22.19","-2.36","47.19","-3.03","4","2","-2","80","8.71","1.51","0.16","--","102.15","44.13","30.03","27.34","49.54","28.45","49.86"
"Juuso Valimaki","18-19","CGY","D","24","331.07","1","2","3","2","0.54","0.36","4.67","0.85","300","303","-3","49.75","-5.12","10","13","-3","43.48","-17.09","12.86","12.18","0.68","51.36","-2.29","6","3","-3","60","10.87","0.88","0.16","4","97.84","61.63","29","26.3","52.88","28.05","50.31"
"Kailer Yamamoto","18-19","EDM","R","17","195.88","1","--","1","1","0.31","0.31","2.33","0.71","189","179","10","51.36","3.67","4","9","-5","30.77","-10.41","7.72","8.65","-0.93","47.16","-1.05","--","3","3","20","6.13","1.53","0.47","9.09","94.2","46.67","25","31.41","47.96","29.44","50.75"
"Kalle Kossila","18-19","ANA","C","8","65.38","1","--","1","1","0.92","0.92","1.24","1.14","50","53","-3","48.54","0.36","1","2","-1","33.33","-7.84","1.35","2","-0.65","40.3","-12.68","1","--","-1","17","15.6","0.53","0.49","9.09","97.18","80.65","16.93","27.44","46.61","26.46","49.87"
"Karl Alzner","18-19","MTL","D","9","133.2","--","--","--","--","--","--","1.73","0.78","129","117","12","52.44","-3.7","4","3","1","57.14","2.98","3.65","3.68","-0.03","49.8","-3.72","1","1","--","18","8.11","0.18","0.08","--","102.28","52.87","32.92","27.52","54.18","28.66","50.34"
"Karson Kuhlman","18-19","BOS","C","11","124.6","3","2","5","4","2.41","1.93","6.63","3.19","117","92","25","55.98","6.75","9","4","5","69.23","10.26","4.84","3.96","0.88","55","4.6","1","--","-1","30","14.45","0.84","0.4","20","105.04","54.79","23.32","29.82","53.79","28.1","50.77"
"Kasperi Kapanen","18-19","TOR","R","78","1071.58","14","20","34","24","1.9","1.34","42.38","2.37","1199","1075","124","52.73","1.65","55","48","7","53.4","-3.99","50.03","46.66","3.37","51.74","-0.37","9","8","-1","288","16.13","14.57","0.82","9.03","101.18","55.11","27.76","30.63","51.47","29.19","49.99"
"Keith Yandle","18-19","FLA","D","82","1414.52","2","15","17","10","0.72","0.42","19.82","0.84","1362","1398","-36","49.35","-0.11","65","70","-5","48.15","3.19","59.73","65.62","-5.89","47.65","-0.59","15","9","-6","233","9.88","4.48","0.19","1.65","99.12","47.74","35.6","28.54","49.42","29.28","50.16"
"Kenny Agostino","18-19","MTL/ N.J","L","63","714.22","6","10","16","11","1.34","0.92","18.27","1.53","678","610","68","52.64","2.89","26","27","-1","49.06","0.07","26.53","24.6","1.93","51.89","1.66","10","3","-7","123","10.33","6.07","0.51","9.23","99.5","54.84","23.48","28.18","47.88","28.46","49.84"
"Kerby Rychel","18-19","CGY","L","2","17.85","--","--","--","--","--","--","-0.54","-1.82","11","21","-10","34.38","-16.39","--","1","-1","--","-40","0.14","1.29","-1.15","9.79","-36.48","--","--","--","1","3.36","0.01","0.03","--","90","35.71","18.71","26.97","53.03","27.74","50.14"
"Kevan Miller","18-19","BOS","D","39","602.72","--","5","5","4","0.5","0.4","8.5","0.85","568","570","-2","49.91","-3.29","23","18","5","56.1","-1.63","20.62","22.44","-1.82","47.89","-4.95","10","5","-5","76","7.57","1.11","0.11","--","100.85","46.45","31.48","27.11","53.22","28.73","49.58"
"Kevin Connauton","18-19","ARI","D","50","747.98","1","3","4","2","0.32","0.16","4.4","0.35","729","820","-91","47.06","-4.79","25","32","-7","43.86","-0.88","26.63","31.78","-5.15","45.59","-6.06","10","7","-3","158","12.67","2.4","0.19","1.43","99.43","47.12","31.23","27.2","49","28.67","49.98"
"Kevin Fiala","18-19","NSH/ MIN","L","82","1061.02","10","15","25","22","1.41","1.24","30.14","1.7","1089","1005","84","52.01","0.26","36","48","-12","42.86","-11.94","44.22","42.61","1.61","50.93","-0.83","13","6","-7","247","13.97","13.02","0.74","7.3","97.56","61.75","27.13","30.18","51.75","28.93","50.01"
"Kevin Gravel","18-19","EDM","D","36","467.47","--","3","3","2","0.39","0.26","6.6","0.85","420","436","-16","49.07","1.17","16","18","-2","47.06","4.33","16.98","17.77","-0.79","48.86","3.3","2","4","2","94","12.06","1.34","0.17","--","99.8","48.26","26.51","27.01","47.47","28.42","50.59"
"Kevin Hayes","18-19","NYR/ WPG","R","71","948.85","10","25","35","25","2.21","1.58","35.12","2.22","891","873","18","50.51","5.83","45","41","4","52.33","5.18","39.87","35.87","4","52.64","7.07","4","12","8","216","13.66","10.41","0.66","9.09","100.56","54.58","27.39","29.61","46.38","29.24","50.38"
"Kevin Labanc","18-19","S.J","R","82","929.78","13","20","33","23","2.13","1.48","39.26","2.53","998","798","200","55.57","0.82","46","46","--","50","-1.76","39.87","38.64","1.23","50.78","-4.67","16","11","-5","185","11.94","10.41","0.67","13.83","99.05","57.57","23.36","29.57","55.02","28.58","49.69"
"Kevin Rooney","18-19","N.J","C","41","420.68","5","4","9","6","1.28","0.86","4.47","0.64","299","384","-85","43.78","-1.39","15","20","-5","42.86","1.39","14.42","15.71","-1.29","47.86","0.4","5","7","2","52","7.42","3.89","0.55","15.62","99.21","38.16","21.6","27.83","46.02","28.19","49.84"
"Kevin Roy","18-19","ANA","C","3","35.77","--","--","--","--","--","--","1.05","1.76","39","20","19","66.1","17.85","--","1","-1","--","-83.33","1.16","0.88","0.28","56.86","11.1","--","--","--","5","8.39","0.27","0.45","--","87.5","52.94","27.61","30.41","47.65","28.99","50.03"
"Kevin Shattenkirk","18-19","NYR","D","73","1121.07","1","16","17","9","0.91","0.48","20.82","1.11","1024","1045","-21","49.49","4.22","39","46","-7","45.88","1.21","44.89","44.19","0.7","50.39","4.05","9","5","-4","214","11.45","4.01","0.21","0.93","98.56","55.59","31.96","26.96","45.23","28.57","49.7"
"Kevin Stenlund","18-19","CBJ","C","4","43.77","--","--","--","--","--","--","-0.02","-0.03","36","36","--","50","-1.83","--","--","--","--","--","1.56","0.73","0.83","68.12","10.82","2","--","-2","9","12.34","0.17","0.23","--","100","50","21.89","28.29","49.33","28","48.99"
"Kiefer Sherwood","18-19","ANA","L","49","533.23","6","5","11","7","1.24","0.79","7.54","0.85","467","567","-100","45.16","-2.15","20","20","--","50","2.24","19.55","26.47","-6.92","42.48","-2.51","4","4","--","103","11.59","6.03","0.68","10.53","101.96","49.49","22.36","28.36","46.94","28.04","49.97"
"Kole Sherwood","18-19","CBJ","R","2","16.9","--","--","--","--","--","--","0.15","0.53","11","15","-4","42.31","-11.83","1","--","1","100","44.44","0.48","0.54","-0.06","47.06","-13.06","--","--","--","3","10.65","0.05","0.18","--","114.29","66.67","16.46","27.09","49.42","27.67","50.77"
"Korbinian Holzer","18-19","ANA","D","22","290.22","1","3","4","1","0.83","0.21","3.75","0.78","249","274","-25","47.61","-1.68","16","12","4","57.14","10.87","11.24","11.62","-0.38","49.17","2.85","4","2","-2","32","6.62","0.79","0.16","7.14","104.13","45.14","27.37","25.65","48.35","27.92","50.13"
"Kris Letang","18-19","PIT","D","65","1241.38","10","21","31","23","1.5","1.11","49.92","2.41","1355","1170","185","53.66","6.9","73","47","26","60.83","11.15","61.02","52.58","8.44","53.71","4.86","12","7","-5","292","14.11","6.19","0.3","6.06","102.06","51.57","38.95","29.16","48.35","29.69","50.01"
"Kris Russell","18-19","EDM","D","72","1278.2","3","11","14","7","0.66","0.33","9.2","0.43","1037","1264","-227","45.07","-4.99","50","49","1","50.51","7.25","45.16","54.2","-9.04","45.45","-3.6","8","8","--","134","6.29","2.23","0.1","5.36","101.39","45.42","36.14","29.07","48.81","28.9","50.24"
"Kristian Vesalainen","18-19","WPG","L","5","32.87","--","1","1","--","1.83","--","0.45","0.82","32","35","-3","47.76","-3.19","1","1","--","50","8.33","1.04","1.17","-0.13","47.06","3.92","--","--","--","1","1.83","0.01","0.02","--","101.26","57.89","14.06","27.89","49.67","27.24","50.31"
"Kurtis Gabriel","18-19","N.J","R","22","160.45","2","2","4","4","1.5","1.5","-1.12","-0.42","102","174","-72","36.96","-8.13","6","6","--","50","10","3.27","6.55","-3.28","33.3","-14.45","16","7","-9","13","4.86","0.52","0.19","28.57","104.46","36.36","15.63","27.69","45.36","27.17","49.64"
"Kurtis Macdermid","18-19","L.A","D","11","96.68","--","1","1","1","0.62","0.62","1.18","0.73","80","76","4","51.28","6.84","4","5","-1","44.44","-5.56","3.92","3.28","0.64","54.44","5.48","4","3","-1","17","10.55","0.37","0.23","--","96.74","60.78","17.35","27.09","48.36","27.44","49.49"
"Kyle Brodziak","18-19","EDM","C","70","681.13","5","2","7","6","0.62","0.53","4.05","0.36","578","674","-96","46.17","-3.1","14","31","-17","31.11","-17.61","22.31","28.13","-5.82","44.23","-4.54","10","4","-6","118","10.39","5.91","0.52","7.69","95.88","31.55","19.83","28.97","47.84","28.09","49.89"
"Kyle Capobianco","18-19","ARI","D","2","26.75","--","--","--","--","--","--","-0.48","-1.08","15","25","-10","37.5","-9.38","--","1","-1","--","-44.44","0.57","1.64","-1.07","25.79","-21.3","--","--","--","2","4.49","0.02","0.04","--","93.75","66.67","28.23","26.63","49.13","28.74","51.6"
"Kyle Clifford","18-19","L.A","L","72","729.7","9","10","19","15","1.56","1.23","24.8","2.04","730","668","62","52.22","5.26","27","24","3","52.94","9.36","30.05","27.35","2.7","52.35","5.97","24","15","-9","187","15.38","10.93","0.9","8.11","99.96","42.97","20.7","28.44","47.55","28.09","50.03"
"Kyle Connor","18-19","WPG","L","82","1167.35","18","17","35","30","1.8","1.54","32.51","1.67","1118","1189","-71","48.46","-0.69","58","63","-5","47.93","-4.22","46.1","52.14","-6.04","46.93","-1.23","8","8","--","244","12.54","12.64","0.65","11.84","100.05","59.04","29.49","31.35","48.77","29.38","50.1"
"Kyle Okposo","18-19","BUF","R","78","901.9","7","9","16","13","1.06","0.86","15.31","1.02","757","829","-72","47.73","-2.75","30","35","-5","46.15","0.81","27.09","35.17","-8.08","43.51","-5.42","16","10","-6","172","11.44","7.9","0.53","6.36","99.5","47.39","23.47","28.81","50.14","28.44","49.84"
