"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"Brent Seabrook","12-13","CHI","D","47","766.32","4","5","9","6","0.7","0.47","15.78","1.24","710","658","52","51.9","-3.36","33","25","8","56.9","-5.6","29.84","27.5","2.34","52.04","-1.53","7","2","-5","96","7.52","1.88","0.15","10.26","101.18","55.58","33.95","27.9","56.12","28.85","49.11"
"Brett Bellemore","12-13","CAR","D","8","93.77","--","2","2","1","1.28","0.64","2.27","1.45","97","86","11","53.01","-0.67","2","4","-2","33.33","2.9","3.98","4.06","-0.08","49.5","-2.83","2","3","1","18","11.52","0.41","0.26","--","95.02","49.25","25.02","27.78","51.35","28.74","50.37"
"Brett Carson","12-13","CGY","D","10","105.45","--","1","1","--","0.57","--","0.7","0.4","88","103","-15","46.07","2.01","3","4","-1","42.86","-1.97","3.24","3.79","-0.55","46.09","-3.59","--","--","--","11","6.26","0.17","0.1","--","97.96","63.64","21.68","26.37","46.74","27.88","48.87"
"Brett Clark","12-13","MIN","D","8","98.7","--","1","1","1","0.61","0.61","-0.2","-0.12","82","95","-13","46.33","-8.53","2","10","-8","16.67","-38.33","2.83","3.93","-1.1","41.86","-11.69","--","--","--","17","10.33","0.24","0.15","--","84.55","66.67","24.93","27.34","48.75","28.49","49.46"
"Brett Connolly","12-13","T.B","R","5","42.18","--","--","--","--","--","--","-0.34","-0.48","41","51","-10","44.57","1.52","--","3","-3","--","-60","2.23","2.06","0.17","51.98","2.31","--","--","--","16","22.76","1.03","1.47","--","89.66","37.5","17.66","28.21","48.91","28.69","50.87"
"Brett Sutter","12-13","CAR","L","3","24.23","--","--","--","--","--","--","-0.53","-1.31","20","28","-8","41.67","-11.4","--","1","-1","--","-72.73","0.53","1.1","-0.57","32.52","-19.96","2","1","-1","3","7.43","0.13","0.32","--","94.44","53.85","16.58","26.4","51.12","27.51","49.04"
"Brian Boyle","12-13","NYR","C","38","438.9","1","2","3","2","0.41","0.27","5.66","0.77","402","400","2","50.12","-3","5","17","-12","22.73","-35.05","15.18","16.75","-1.57","47.54","-6.45","8","9","1","91","12.44","3.81","0.52","2","94.09","39.76","23.83","29.73","49.83","28.3","49.37"
"Brian Campbell","12-13","FLA","D","48","939.9","2","4","6","5","0.38","0.32","8.8","0.56","841","795","46","51.41","3.75","23","44","-21","34.33","-3.06","30.43","34.6","-4.17","46.79","2.13","4","5","1","88","5.62","1.42","0.09","5","95.25","60.91","40.2","27.99","47.5","29.74","50.01"
"Brian Flynn","12-13","BUF","C","26","324.7","5","5","10","7","1.85","1.29","10.74","1.98","246","270","-24","47.67","5","14","8","6","63.64","20.3","8.69","10.32","-1.63","45.71","6.21","--","3","3","64","11.83","2.56","0.47","12.2","104","53.53","26.39","29.74","42.65","28.95","50.75"
"Brian Gionta","12-13","MTL","R","48","645.13","8","8","16","12","1.49","1.12","22.06","2.05","595","558","37","51.6","-1.75","24","21","3","53.33","-3.26","24.64","20.46","4.18","54.63","-1.29","3","11","8","158","14.69","8.5","0.79","8.89","100.42","47.52","29.5","30.81","51.1","30.09","49.69"
"Brian Lashoff","12-13","DET","D","31","459.93","1","3","4","3","0.52","0.39","2.23","0.29","367","404","-37","47.6","-7.41","10","19","-9","34.48","-20.45","14.35","18.27","-3.92","43.99","-8.79","2","1","-1","44","5.74","0.78","0.1","4.35","96.85","55.6","31.22","27.21","52.93","29.02","49.39"
"Brian Lee","12-13","T.B","D","22","292.12","--","--","--","--","--","--","-2.12","-0.44","243","288","-45","45.76","0.04","8","19","-11","29.63","-28.94","9.32","10.23","-0.91","47.67","1.74","6","2","-4","34","6.98","0.65","0.13","--","93.92","44.12","28.74","26.84","47.78","28.72","50.08"
"Brian Mcgrattan","12-13","CGY/ NSH","R","21","148.63","3","--","3","3","1.21","1.21","0.69","0.28","113","162","-49","41.09","-7.32","3","7","-4","30","-8.55","4.02","6.27","-2.25","39.07","-10.09","7","6","-1","31","12.51","1.23","0.5","16.67","96.27","57.14","14.07","25.79","47.11","27.16","48.42"
"Brian Strait","12-13","NYI","D","19","283.1","--","4","4","1","0.85","0.21","4.7","1","248","243","5","50.51","1.6","19","13","6","59.38","26.68","13.06","12.13","0.93","51.85","3.25","4","--","-4","29","6.15","0.41","0.09","--","103.66","57.72","31.38","27.86","50.8","29.25","50.26"
"Brooks Laich","12-13","WSH","C","9","110.52","1","2","3","3","1.63","1.63","3.24","1.76","97","95","2","50.52","0.17","5","3","2","62.5","5.36","3.01","5.03","-2.02","37.44","-14.87","1","1","--","20","10.86","0.67","0.36","16.67","106.1","42.86","26","31.2","49.37","29.79","49.43"
"Brooks Orpik","12-13","PIT","D","46","828.87","--","7","7","3","0.51","0.22","4.2","0.3","687","853","-166","44.61","-7.51","40","28","12","58.82","-0.58","30.24","30.6","-0.36","49.7","-3.79","9","5","-4","67","4.85","0.83","0.06","--","104.51","45.11","38.33","28.46","50.92","29.77","50.08"
"Bruno Gervais","12-13","PHI","D","37","569.53","1","5","6","2","0.63","0.21","3.83","0.4","506","547","-41","48.05","-0.85","17","32","-15","34.69","-11.97","19.8","21.57","-1.77","47.86","-0.29","5","2","-3","100","10.54","1.79","0.19","2.33","95.2","45.21","33.49","27.94","47.46","29.12","49.97"
"Bryan Allen","12-13","ANA","D","41","658.13","--","6","6","1","0.55","0.09","1.62","0.15","526","625","-99","45.7","-4.56","23","22","1","51.11","-6.18","21.04","22.81","-1.77","47.98","-4.23","12","5","-7","83","7.57","1.33","0.12","--","101.42","49.33","33.46","27.32","48.57","28.67","49.59"
"Bryan Bickell","12-13","CHI","L","48","592.03","9","13","22","17","2.23","1.72","29.08","2.95","553","441","112","55.63","2.04","24","13","11","64.86","5.31","21.02","18.72","2.3","52.89","-0.7","7","8","1","146","14.8","4.89","0.5","11.25","102.84","57.76","25.73","28.45","53.74","27.92","48.89"
"Bryan Little","12-13","WPG","R","48","716.4","5","17","22","18","1.84","1.51","21.98","1.84","717","737","-20","49.31","-0.25","36","30","6","54.55","11.24","29.92","31.82","-1.9","48.46","-0.25","1","10","9","111","9.3","7.61","0.64","7.69","101.74","44.81","30.42","32.2","51.44","30.09","50.15"
"Bryce Salvador","12-13","N.J","D","39","648.9","--","2","2","2","0.18","0.18","2.95","0.27","513","527","-14","49.33","-7.96","14","24","-10","36.84","-14.55","20.54","24.3","-3.76","45.81","-12.73","10","5","-5","75","6.93","0.91","0.08","--","97.23","47.59","35.65","27.53","58.43","29.53","49.42"
"Cal Clutterbuck","12-13","MIN","R","42","484.62","4","4","8","7","0.99","0.87","9.68","1.2","364","392","-28","48.15","-1.72","9","16","-7","36","-13.15","12.89","13.18","-0.29","49.44","-3.66","8","12","4","121","14.98","4.64","0.57","5.63","96.65","41.49","24.13","30.37","48.25","28.96","49.77"
"Cam Atkinson","12-13","CBJ","R","35","452.52","7","8","15","13","1.99","1.72","21.4","2.84","415","362","53","53.41","9.82","21","12","9","63.64","13.64","15.82","13.47","2.35","54.01","10.28","2","2","--","126","16.71","7.04","0.93","8.54","103.17","51.33","26.31","29.71","45.79","29.36","49.91"
"Cam Barker","12-13","VAN","D","14","183.75","--","2","2","1","0.65","0.33","1.98","0.65","164","176","-12","48.24","-3.41","6","9","-3","40","-10","6.28","6.38","-0.1","49.61","-1.05","2","1","-1","33","10.78","0.65","0.21","--","96.84","55.2","27.59","27.24","51.39","28.22","48.68"
"Cameron Schilling","12-13","WSH","D","1","11.9","--","--","--","--","--","--","-0.35","-1.76","8","13","-5","38.1","-8.57","--","1","-1","--","--","0.35","0.39","-0.04","47.3","1.64","--","--","--","--","--","--","--","--","80","58.33","23.61","27.69","50.78","27.92","51.43"
"Cam Fowler","12-13","ANA","D","37","609.75","--","5","5","--","0.49","--","3.98","0.39","506","569","-63","47.07","-2.58","19","18","1","51.35","-3.82","18.38","20.19","-1.81","47.65","-3.95","1","4","3","80","7.87","1.27","0.12","--","101.73","50.71","33.85","27.32","47.47","28.66","49.52"
"Cam Janssen","12-13","N.J","R","4","15.88","--","--","--","--","--","--","-0.75","-2.83","4","16","-12","20","-33.23","--","1","-1","--","-45.45","0.16","1.48","-1.32","9.76","-44.5","1","1","--","--","--","--","--","--","90","66.67","8.44","27.06","53.97","25.75","47.62"
"Carl Gunnarsson","12-13","TOR","D","37","625.03","1","10","11","3","1.06","0.29","4.47","0.43","508","638","-130","44.33","0.28","30","24","6","55.56","5.56","19.22","24.78","-5.56","43.68","-1.8","5","--","-5","48","4.61","0.74","0.07","5.26","103.99","40.44","35.48","28.95","44.02","29.7","50.53"
"Carl Hagelin","12-13","NYR","L","48","724.62","9","14","23","18","1.9","1.49","37.89","3.14","801","645","156","55.39","5.12","34","19","15","64.15","10.3","34.99","27.97","7.02","55.57","2.39","8","18","10","197","16.31","11.23","0.93","7.14","102.28","50.76","31.11","32.62","49.4","29.6","49.98"
"Carlo Colaiacovo","12-13","DET","D","6","89.48","--","--","--","--","--","--","1.75","1.17","92","75","17","55.09","3.15","1","3","-2","25","-30.56","3.57","2.88","0.69","55.35","1.32","1","2","1","21","14.08","0.56","0.38","--","95.22","59.32","33.07","27.65","52.83","28.43","50.35"
"Carl Soderberg","12-13","BOS","C","6","72.78","--","2","2","--","1.65","--","0.36","0.3","53","62","-9","46.09","-14.14","2","5","-3","28.57","-35.06","2.6","2.43","0.17","51.69","-6.54","3","1","-2","7","5.77","0.27","0.22","--","92.07","41.67","24.68","29.56","52.56","28.37","48.74"
"Carter Bancks","12-13","CGY","C","2","26.23","--","--","--","--","--","--","-0.85","-1.94","10","30","-20","25","-11.77","--","--","--","--","--","0.29","0.83","-0.54","25.89","-10.98","--","--","--","--","--","--","--","--","100","47.37","25.04","27.34","46.46","26.36","51.32"
"Casey Cizikas","12-13","NYI","C","45","447.15","4","7","11","8","1.48","1.07","9.37","1.26","370","401","-31","47.99","-2.59","18","21","-3","46.15","-5.27","16.1","15.76","0.34","50.53","-2.19","7","6","-1","74","9.93","3.75","0.5","10","98","45.24","20.27","27.33","49.91","27.98","49.69"
"Chad Larose","12-13","CAR","R","35","389.95","1","2","3","1","0.46","0.15","6.1","0.94","393","366","27","51.78","0.25","7","15","-8","31.82","-13.06","14.52","17.21","-2.69","45.76","-2.91","8","6","-2","102","15.69","4.33","0.67","1.79","94.68","54.3","23.93","28.86","51.73","28.78","49.6"
"Chad Ruhwedel","12-13","BUF","D","7","96.3","--","--","--","--","--","--","-0.62","-0.39","68","98","-30","40.96","-5.91","3","3","--","50","16.67","1.69","3.71","-2.02","31.3","-8.61","--","--","--","13","8.1","0.16","0.1","--","103.56","53.85","26.96","27.1","44.68","28.18","49.35"
"Charlie Coyle","12-13","MIN","C","37","491.02","7","6","13","12","1.59","1.47","18.48","2.26","439","350","89","55.64","7.29","17","16","1","51.52","8.36","17.1","13.05","4.05","56.72","5.27","6","13","7","81","9.9","3.98","0.49","15.56","98.49","64.38","28.13","32.46","48.85","29.61","50.08"
"Chris Bourque","12-13","BOS","L","18","177.67","1","--","1","1","0.34","0.34","2.37","0.8","155","143","12","52.01","-1.8","2","8","-6","20","-41.22","5.58","6.77","-1.19","45.18","-7.57","1","3","2","30","10.13","1.84","0.62","5.88","90.98","53.77","21.46","28.77","51.33","28.66","49.26"
"Chris Brown","12-13","ARI","C","5","30.3","--","--","--","--","--","--","0.08","0.16","27","30","-3","47.37","-5.32","--","--","--","--","--","1.01","1.2","-0.19","45.7","-4.36","1","--","-1","9","17.82","0.48","0.95","--","100","42.86","12.97","27.43","50.78","27.02","48.67"
"Chris Butler","12-13","CGY","D","44","645.43","--","6","6","3","0.56","0.28","0.05","--","521","666","-145","43.89","-4.9","19","34","-15","35.85","-6.37","23.19","28","-4.81","45.3","-3.83","6","5","-1","73","6.79","1.44","0.13","--","96.86","46.15","30.4","26.68","49","28.21","49.62"
