"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"Kris Fredheim","11-12","MIN","D","3","33.22","--","--","--","--","--","--","-1.6","-2.89","14","41","-27","25.45","-26.7","--","2","-2","--","-33.33","0.63","1.73","-1.1","26.69","-26.07","1","--","-1","2","3.61","0.01","0.02","--","88.24","36.36","22.37","28.25","45.01","28.32","50.36"
"Kris Letang","11-12","PIT","D","51","893.25","3","19","22","13","1.48","0.87","34.12","2.29","911","767","144","54.29","2.02","59","36","23","62.11","13.64","38.72","34.51","4.21","52.87","1.24","12","11","-1","164","11.02","2.85","0.19","3.61","103.32","51.54","37.06","28.86","54.05","29.58","49.69"
"Kris Newbury","11-12","NYR","C","7","40.8","--","--","--","--","--","--","-1.14","-1.68","25","45","-20","35.71","-7.48","2","3","-1","40","8.75","0.96","2.29","-1.33","29.54","-11.89","5","3","-2","4","5.88","0.06","0.09","--","106.32","37.5","12.37","26.35","46.86","27.57","48.59"
"Kris Russell","11-12","CBJ/ STL","D","55","777.92","5","4","9","8","0.69","0.62","17.43","1.34","696","645","51","51.9","-0.65","34","23","11","59.65","7.86","30.17","22.91","7.26","56.84","2.57","8","9","1","96","7.4","1.96","0.15","11.63","101.4","55.8","30.29","27.29","51.31","28.41","50"
"Kristian Huselius","11-12","CBJ","L","2","23.08","--","--","--","--","--","--","0.3","0.78","29","20","9","59.18","9.18","--","1","-1","--","-37.5","1.54","1.44","0.1","51.68","-0.57","1","--","-1","5","13","0.17","0.44","--","90.91","62.5","24.28","31.99","47.98","30.87","48.08"
"Kristopher Foucault","11-12","MIN","L","1","8.42","--","--","--","--","--","--","-0.05","-0.36","4","5","-1","44.44","5.46","--","--","--","--","--","0.04","0.2","-0.16","16.67","-15.69","--","--","--","--","--","--","--","--","100","33.33","18.57","27.03","44.64","27.42","47.74"
"Kris Versteeg","11-12","FLA","R","71","1052.12","10","19","29","25","1.65","1.43","32.52","1.85","937","898","39","51.06","1.96","43","39","4","52.44","9.78","33.29","34.47","-1.18","49.13","3.04","14","13","-1","211","12.03","8","0.46","8.06","100.51","56.76","30.73","32.17","48.45","30.06","49.84"
"Krys Barch","11-12","DAL/ FLA","R","51","368.27","2","3","5","3","0.81","0.49","1.17","0.19","265","320","-55","45.3","-3.65","7","7","--","50","4.42","8.91","10.24","-1.33","46.53","1.27","24","14","-10","43","7.01","2.32","0.38","8.33","100.82","51.27","15.09","26.96","48.5","27.28","49.72"
"Krys Kolanos","11-12","CGY","C","13","114.18","--","1","1","--","0.53","--","2.95","1.55","105","96","9","52.24","11.54","2","3","-1","40","-15.1","5.18","3.6","1.58","59","14.76","1","2","1","38","19.97","2.24","1.18","--","98.03","59.72","17.48","27.09","46.65","27.45","49.13"
"Kurtis Foster","11-12","ANA/ N.J/ MIN","D","51","618.37","2","1","3","2","0.29","0.19","0.62","0.06","494","587","-93","45.7","-1.52","18","24","-6","42.86","2.43","19.91","21.7","-1.79","47.85","0.61","9","1","-8","88","8.54","1.67","0.16","4.08","98.61","59.08","25.6","26.94","48.48","28.41","50.03"
"Kyle Brodziak","11-12","MIN","C","82","1134.82","15","14","29","23","1.53","1.22","17.91","0.95","941","1181","-240","44.34","0.08","32","43","-11","42.67","0.95","38.92","40.87","-1.95","48.78","2.72","16","15","-1","227","12","13.88","0.73","11.9","99.14","37.76","29.36","30.16","43.79","29.27","50.44"
"Kyle Chipchura","11-12","ARI","C","53","534.37","3","13","16","12","1.8","1.35","13.45","1.51","478","504","-26","48.68","0.29","20","19","1","51.28","0.61","18.14","20.05","-1.91","47.5","-1.6","9","11","2","76","8.53","4.19","0.47","7.32","101.15","49.13","20.7","28.33","49.19","27.75","50.16"
"Kyle Clifford","11-12","L.A","L","81","724.48","5","7","12","10","0.99","0.83","15.96","1.32","602","557","45","51.94","-3.54","17","22","-5","43.59","-6.93","20.81","22.88","-2.07","47.63","-6.33","31","26","-5","142","11.76","6.83","0.57","5.75","97.95","49.85","19.27","27.45","53.65","27.3","49.23"
"Kyle Okposo","11-12","NYI","R","79","1150.33","20","16","36","30","1.88","1.56","33.19","1.73","1066","1121","-55","48.74","1.68","47","52","-5","47.47","6.42","49.2","48.17","1.03","50.53","2.71","12","11","-1","234","12.21","14.9","0.78","15.04","98.94","48.21","29.72","30.75","47.78","29.44","49.95"
"Kyle Palmieri","11-12","ANA","C","18","189.18","4","3","7","6","2.22","1.9","7.75","2.46","167","176","-9","48.69","0.58","11","7","4","61.11","17.36","6.62","7.75","-1.13","46.07","-2.86","--","1","1","61","19.35","2.85","0.9","13.79","105.11","50.52","21.35","29.31","47.98","28.86","50.6"
"Kyle Quincey","11-12","COL/ DET","D","72","1167.58","2","7","9","5","0.46","0.26","22.36","1.15","1124","971","153","53.65","1.57","44","42","2","51.16","6.25","45.42","42.07","3.35","51.91","1.72","34","10","-24","229","11.77","3.78","0.19","1.71","99.53","57.34","33.92","27.62","51.92","29.13","50"
"Kyle Turris","11-12","ARI/ OTT","C","55","784.57","9","11","20","17","1.53","1.3","30.43","2.33","853","714","139","54.44","1.79","29","24","5","54.72","1.86","30.9","31.94","-1.04","49.17","-0.55","13","11","-2","198","15.14","8.58","0.66","7.69","100.79","52.02","29.78","30.44","52.31","29.2","49.73"
"Kyle Wellwood","11-12","WPG","C","77","962.95","12","20","32","21","1.99","1.31","40.06","2.5","970","779","191","55.46","6.84","41","34","7","54.67","7.55","41.96","34.93","7.03","54.57","5.23","2","12","10","135","8.41","9.7","0.6","15.19","99.7","60.2","26.43","30.21","48.94","28.93","49.64"
"Kyle Wilson","11-12","NSH","C","5","39.18","--","--","--","--","--","--","-0.66","-1.01","23","34","-11","40.35","-3.54","--","2","-2","--","-44.44","0.98","1.26","-0.28","43.75","0.69","--","--","--","4","6.13","0.37","0.57","--","89.47","59.09","15.22","25.94","44.66","27.52","49.98"
"Ladislav Smid","11-12","EDM","D","78","1304.78","5","7","12","6","0.55","0.28","12.07","0.56","1078","1187","-109","47.59","0.01","50","50","--","50","3.85","46.79","52.53","-5.74","47.11","0.48","15","13","-2","89","4.09","1.96","0.09","11.11","100.24","49.79","35.62","28.91","47.42","29.6","50.29"
"Lance Bouma","11-12","CGY","L","27","256.07","1","1","2","2","0.47","0.47","1.37","0.32","184","240","-56","43.4","-1.83","3","8","-5","27.27","-29.87","10.59","8.23","2.36","56.27","10.08","2","5","3","46","10.78","3.27","0.77","4.17","95.9","44.03","19.58","27.86","49.47","27.86","50"
"Lane Macdermid","11-12","BOS","L","5","42.48","--","--","--","--","--","--","0.75","1.06","34","30","4","53.12","-7.74","1","3","-2","25","-32.69","0.74","1.31","-0.57","36.1","-21.51","1","3","2","6","8.47","0.19","0.27","--","90","68.42","16.99","27.42","50.97","27.66","49.18"
"Lars Eller","11-12","MTL","C","79","986.07","12","10","22","20","1.34","1.22","17.79","1.08","820","909","-89","47.43","-0.66","31","38","-7","44.93","-5.8","28.91","34.29","-5.38","45.74","-2.15","21","11","-10","219","13.33","9.49","0.58","11.65","99.64","48.02","27.12","28.82","47.34","28.95","50.04"
"Lauri Korpikoski","11-12","ARI","L","82","1077.7","13","18","31","25","1.73","1.39","24.34","1.36","967","1143","-176","45.83","-5.49","42","42","--","50","-3.95","42.15","48.02","-5.87","46.75","-3.58","5","14","9","236","13.14","12.55","0.7","10.57","101.56","43.55","27.23","29.76","49.63","29.33","50.2"
"Lee Stempniak","11-12","CGY","R","61","754.58","11","10","21","16","1.67","1.27","27.3","2.17","702","646","56","52.08","4.85","30","26","4","53.57","10.42","28.36","29.8","-1.44","48.76","-0.7","6","11","5","185","14.71","9.73","0.77","10.68","101.18","49.07","25.97","29.59","46.32","28.99","50.07"
"Lennart Petrell","11-12","EDM","C","60","499.85","3","4","7","7","0.84","0.84","-1.22","-0.15","330","503","-173","39.62","-7.34","9","20","-11","31.03","-19.23","12.28","18.46","-6.18","39.95","-6.97","8","6","-2","69","8.28","3.01","0.36","8.82","96.39","48.67","17.61","27.83","47.23","27.61","49.68"
"Linus Omark","11-12","EDM","L","14","161.13","2","--","2","2","0.74","0.74","0.72","0.27","137","161","-24","45.97","-4.31","2","8","-6","20","-45.52","4.1","7.65","-3.55","34.89","-19.32","7","4","-3","42","15.64","1.32","0.49","10","93.36","56.73","24.07","30.03","46.99","28.25","48.55"
"Logan Couture","11-12","S.J","C","80","1098.93","17","15","32","28","1.75","1.53","49.36","2.69","1156","966","190","54.48","3.94","37","34","3","52.11","0.35","46.03","36.99","9.04","55.44","1.41","5","8","3","302","16.49","15.16","0.83","9.66","99.04","55.16","28.36","31.44","50.46","29.75","50.18"
"Loui Eriksson","11-12","DAL","L","82","1167.97","14","31","45","33","2.31","1.7","44.92","2.31","1105","1077","28","50.64","1.13","56","49","7","53.33","7.88","40.05","41.98","-1.93","48.82","1.72","4","11","7","212","10.89","11.18","0.57","11.2","101.12","51.68","30.23","31.12","49.55","29.7","50.13"
"Louis Leblanc","11-12","MTL","C","42","444.85","5","5","10","8","1.35","1.08","7.71","1.04","343","413","-70","45.37","-0.29","16","13","3","55.17","11.58","12.23","14.96","-2.73","44.98","1.05","14","5","-9","97","13.08","3.51","0.47","8.62","102.66","47.98","23","28.79","47.71","28.84","49.92"
"Lubomir Visnovsky","11-12","ANA","D","68","1096.5","5","11","16","11","0.88","0.6","19","1.04","972","957","15","50.39","2.2","47","39","8","54.65","8.34","38.83","43.27","-4.44","47.3","-0.3","16","3","-13","150","8.21","2.85","0.16","7.81","101.77","52.51","33.63","27.8","47.33","28.9","50.02"
"Luca Sbisa","11-12","ANA","D","80","1196.12","4","11","15","10","0.75","0.5","12.82","0.64","1031","1103","-72","48.31","-0.13","41","49","-8","45.56","-1.62","40.11","47.31","-7.2","45.88","-1.31","18","11","-7","168","8.43","3.04","0.15","5.8","99.74","51.77","31.62","27.37","47.84","28.6","49.73"
"Luke Adam","11-12","BUF","C","52","549.53","10","7","17","13","1.86","1.42","16.92","1.85","471","479","-8","49.58","1.4","20","22","-2","47.62","-0.24","18.33","21.14","-2.81","46.44","-0.32","4","5","1","132","14.41","6.47","0.71","14.29","100.25","57.24","22.33","28.94","48.95","28.62","49.86"
"Luke Schenn","11-12","TOR","D","79","1125.98","1","18","19","8","1.01","0.43","12.85","0.68","1048","1183","-135","46.97","-3.09","50","59","-9","45.87","-2.47","39.81","52.59","-12.78","43.08","-7.03","17","11","-6","177","9.43","3.02","0.16","1.35","100.5","50.46","29.41","28.19","50","28.57","49.7"
"Magnus Paajarvi","11-12","EDM","L","41","477.1","2","4","6","3","0.75","0.38","9.54","1.2","400","385","15","50.96","2.95","8","13","-5","38.1","-14.54","16.22","17.86","-1.64","47.59","-0.54","2","6","4","111","13.96","4.66","0.59","3.08","97.48","47.51","24.72","29.1","46.11","28.52","49.77"
"Maksim Mayorov","11-12","CBJ","R","10","103.68","1","1","2","2","1.16","1.16","1.12","0.65","66","80","-14","45.21","-3.72","2","5","-3","28.57","-26.98","3.34","2.56","0.78","56.61","2.45","1","1","--","10","5.79","0.96","0.56","11.11","90.99","20.34","23.41","28.84","47.29","29.02","51.95"
"Manny Malhotra","11-12","VAN","C","78","755.63","6","10","16","10","1.27","0.79","2.43","0.19","508","770","-262","39.75","-15.82","24","37","-13","39.34","-20.09","17.66","30.78","-13.12","36.46","-15.24","7","8","1","93","7.38","4.46","0.35","11.11","100.06","12.94","20.69","28.11","53.55","28.21","49.55"
"Marc-andre Bergeron","11-12","T.B","D","43","658.2","3","10","13","9","1.19","0.82","17.85","1.63","630","569","61","52.54","5.46","36","28","8","56.25","13.88","23","24.63","-1.63","48.29","1.22","5","2","-3","130","11.85","1.85","0.17","6.25","101.87","70.95","32.83","28.65","47.33","28.73","49.55"
"Marc-andre Bourdon","11-12","PHI","D","45","662.52","4","3","7","4","0.63","0.36","12.03","1.09","631","604","27","51.09","-1.09","29","26","3","52.73","1.92","26.79","26.76","0.03","50.03","-2.7","16","8","-8","95","8.6","1.85","0.17","9.76","100.56","48.97","32.53","28.24","49.72","28.72","49.75"
"Marc-andre Gragnani","11-12","BUF/ VAN","D","58","750.83","1","6","7","3","0.56","0.24","13.34","1.07","735","642","93","53.38","5.75","31","22","9","58.49","13.97","29.39","29.74","-0.35","49.7","4.17","12","2","-10","58","4.63","1.11","0.09","2.86","101.69","62.88","27.32","27.55","49.3","28.36","49.6"
"Marc-antoine Pouliot","11-12","ARI","C","13","143.75","--","4","4","2","1.67","0.83","4.04","1.69","143","135","8","51.44","1.59","6","7","-1","46.15","-9.66","5.71","6.58","-0.87","46.46","-4.82","1","1","--","32","13.36","1.99","0.83","--","99.04","47.54","21.13","29.04","47.77","27.94","50.05"
"Marc-edouard Vlasic","11-12","S.J","D","82","1576.87","3","15","18","9","0.68","0.34","36.23","1.38","1588","1425","163","52.7","1.61","60","51","9","54.05","3.74","65.3","50.74","14.56","56.27","2.94","12","14","2","255","9.7","6.09","0.23","2.86","99.9","46.99","39.66","29.1","52.14","29.63","50.08"
"Marcel Goc","11-12","FLA","C","57","776.7","7","13","20","16","1.54","1.24","24.99","1.93","719","653","66","52.41","4.41","28","22","6","56","9.33","25.61","22.17","3.44","53.6","9.62","3","3","--","126","9.73","5.11","0.39","8.75","100.37","37.81","27.87","29.88","49","29.51","49.99"
"Marc Methot","11-12","CBJ","D","46","767.63","1","5","6","4","0.47","0.31","-1.6","-0.13","555","693","-138","44.47","-8.08","16","30","-14","34.78","-11.65","20.72","27.65","-6.93","42.84","-12.12","10","1","-9","75","5.86","1.13","0.09","2.78","97.71","46.42","35.93","27.8","48.13","29.16","49.91"
"Marco Scandella","11-12","MIN","D","63","1030.08","1","3","4","2","0.23","0.12","-5.55","-0.32","821","1074","-253","43.32","-0.47","22","44","-22","33.33","-7.16","32.88","39.57","-6.69","45.38","-0.65","7","8","1","124","7.22","2.03","0.12","1.85","97.36","43.97","35.07","28.36","45.36","29.35","50.32"
"Marco Sturm","11-12","VAN/ FLA","L","48","489.13","3","2","5","5","0.61","0.61","9.05","1.11","444","408","36","52.11","2.32","11","22","-11","33.33","-21.07","16.68","16.43","0.25","50.38","3.59","5","7","2","92","11.29","4.85","0.59","5.17","94.6","47.88","21.59","28.54","48.07","28.38","49.72"
"Marc Staal","11-12","NYR","D","46","774.33","1","1","2","2","0.15","0.15","-0.25","-0.02","568","721","-153","44.07","-7.28","25","31","-6","44.64","-7.78","28.95","29.91","-0.96","49.18","-6.35","8","10","2","93","7.21","2.66","0.21","2.08","98.3","51.12","34.73","26.5","49.21","28.66","50.39"
"Marcus Foligno","11-12","BUF","L","14","199.8","4","6","10","5","3","1.5","10.23","3.07","201","193","8","51.02","-1.36","18","10","8","64.29","11.16","9.18","8.31","0.87","52.49","2.14","3","3","--","40","12.01","2.17","0.65","20","108.03","55.79","28.08","30.45","48.36","28.56","49.18"
"Marcus Johansson","11-12","WSH","C","80","1061.33","13","21","34","27","1.92","1.53","24.14","1.36","935","1087","-152","46.24","-3.63","49","46","3","51.58","1.84","38.89","43.24","-4.35","47.35","-3.43","2","14","12","141","7.97","7.51","0.42","17.57","102.21","51.74","27.52","29.69","49.58","28.97","49.65"
"Marcus Kruger","11-12","CHI","C","71","858.9","9","12","21","16","1.47","1.12","28.08","1.96","796","693","103","53.46","0.72","37","27","10","57.81","8.26","36.18","29.21","6.97","55.33","4.19","6","8","2","115","8.03","9.59","0.67","11.54","100.92","45.19","25.11","29.94","53.26","28.66","49.75"
"Marek Zidlicky","11-12","MIN/ N.J","D","63","1031.25","--","11","11","8","0.64","0.47","12.28","0.71","870","855","15","50.43","4.22","34","35","-1","49.28","1","40.48","33.5","6.98","54.72","7.54","12","5","-7","100","5.82","2.02","0.12","--","99.6","51.4","34.37","28.35","46.49","28.86","50.08"
"Marian Gaborik","11-12","NYR","R","82","1204.17","26","20","46","40","2.29","1.99","45.68","2.28","1039","1126","-87","47.99","0.43","57","41","16","58.16","7.61","56.5","48.61","7.89","53.75","2.68","11","6","-5","294","14.65","21.07","1.05","13.98","102.5","62.95","30.99","31.14","47.61","29.46","50.14"
"Marian Hossa","11-12","CHI","R","81","1138.48","16","27","43","32","2.27","1.69","52.64","2.77","1090","951","139","53.41","0.71","54","44","10","55.1","7.07","45.35","43.92","1.43","50.8","-1","8","15","7","297","15.65","13.99","0.74","9.64","100.73","60.16","29.22","31.08","53.69","29.71","49.86"
"Mark Bell","11-12","ANA","L","5","32.18","--","--","--","--","--","--","-0.78","-1.45","17","33","-16","34","-16","--","--","--","--","--","0.35","0.96","-0.61","26.72","-26.3","1","1","--","3","5.59","--","--","--","100","40","13.09","24.49","46.73","26.75","50.01"
"Mark Borowiecki","11-12","OTT","D","2","24.22","--","--","--","--","--","--","-0.08","-0.2","21","21","--","50","8.33","--","1","-1","--","-50","0.65","0.74","-0.09","46.76","5.3","1","1","--","2","4.95","0.01","0.02","--","91.67","45.45","26.75","27.44","52.55","27.22","51.61"
"Mark Cullen","11-12","FLA","C","6","47.08","--","1","1","--","1.27","--","1.05","1.34","36","38","-2","48.65","1.81","2","--","2","100","63.16","1.04","1.25","-0.21","45.41","3.06","1","2","1","5","6.37","0.21","0.27","--","110.53","42.86","16.53","26.63","48.02","27.25","49.06"
"Mark Eaton","11-12","NYI","D","62","841.02","--","3","3","2","0.21","0.14","-4.28","-0.31","672","884","-212","43.19","-6.28","22","41","-19","34.92","-6.14","31.69","37.6","-5.91","45.74","-3.27","3","--","-3","78","5.56","1.84","0.13","--","96.86","47.63","27.41","26.77","48.46","28.57","49.81"
"Mark Fayne","11-12","N.J","D","82","1339.63","3","8","11","5","0.49","0.22","16.8","0.75","1036","995","41","51.01","1.06","51","53","-2","49.04","0.15","43.19","41.94","1.25","50.73","-1.73","11","4","-7","167","7.48","2.33","0.1","4.05","99.42","49.56","33.95","28.9","50.23","29.54","49.96"
"Mark Fistric","11-12","DAL","D","60","833.67","--","2","2","--","0.14","--","3.55","0.26","700","740","-40","48.61","-2.12","22","25","-3","46.81","-2.29","24.66","25.09","-0.43","49.57","0.76","17","9","-8","86","6.19","1.03","0.07","--","100.24","44.87","29.29","27.6","50.37","28.49","50.11"
"Mark Flood","11-12","WPG","D","33","421.35","2","2","4","3","0.57","0.43","2.17","0.31","345","409","-64","45.76","-4.75","12","13","-1","48","-1.4","15.49","16.01","-0.52","49.17","-1.98","4","1","-3","55","7.83","1.11","0.16","10.53","99.75","53.11","27.09","26.89","50.49","28.26","49.35"
"Mark Fraser","11-12","N.J","D","4","45.32","--","--","--","--","--","--","-0.45","-0.6","35","39","-4","47.3","-9.35","2","4","-2","33.33","-16.67","2.8","2.01","0.79","58.21","-3.01","3","3","--","4","5.3","0.02","0.03","--","93.86","57.69","24.32","25.76","49.88","29.03","51.33"
"Mark Giordano","11-12","CGY","D","61","999.37","4","9","13","10","0.78","0.6","14.57","0.87","863","942","-79","47.81","0.49","40","38","2","51.28","2.1","34.67","35.46","-0.79","49.44","-0.89","26","19","-7","178","10.69","3.21","0.19","4.94","100.95","51.79","34.16","28.11","46.65","29.37","50.43"
"Mark Letestu","11-12","PIT/ CBJ","C","62","730.02","7","9","16","13","1.32","1.07","18.39","1.51","662","628","34","51.32","4.36","31","38","-7","44.93","-0.82","27.03","29.66","-2.63","47.68","0.48","2","2","--","128","10.52","6.24","0.51","9.59","98.72","48.23","25.26","30.21","48.3","28.98","50.33"
"Mark Mancari","11-12","VAN","R","6","49.52","--","--","--","--","--","--","0.5","0.61","41","38","3","51.9","-3.28","--","--","--","--","--","1.31","1.65","-0.34","44.26","-7.22","--","--","--","10","12.12","0.24","0.29","--","100","32.14","17.27","26.94","48.39","27.54","48.49"
"Mark Olver","11-12","COL","C","24","289.02","4","3","7","6","1.45","1.25","7.5","1.56","284","264","20","51.82","0.79","8","9","-1","47.06","-6.67","9.02","11.69","-2.67","43.55","-7.51","6","4","-2","38","7.89","2","0.42","16","98.21","51.41","24.83","29.53","51.52","28.45","48.94"
"Mark Scheifele","11-12","WPG","C","7","60.53","--","--","--","--","--","--","0.73","0.72","52","45","7","53.61","0.96","1","1","--","50","15.22","1.65","1.54","0.11","51.72","-0.58","--","2","2","9","8.92","0.2","0.2","--","99.23","75","21.09","30","51.06","27.97","50.35"
"Mark Streit","11-12","NYI","D","82","1471.6","2","19","21","11","0.86","0.45","23.86","0.97","1357","1332","25","50.46","4.53","54","64","-10","45.76","4.9","62.8","62.7","0.1","50.04","2.61","18","12","-6","195","7.95","4.8","0.2","2.15","97.89","52.66","36.72","27.86","45.97","29.18","50.05"
"Mark Stuart","11-12","WPG","D","80","1108.97","1","10","11","5","0.6","0.27","11.43","0.62","1013","1067","-54","48.7","-2.3","36","48","-12","42.86","-8.07","40.75","44.91","-4.16","47.57","-4.82","29","21","-8","158","8.55","2.29","0.12","1.89","98.37","51.56","29.25","27.76","50.39","28.7","49.47"
"Martin Erat","11-12","NSH","R","71","1002.32","10","21","31","20","1.86","1.2","19.68","1.18","797","954","-157","45.52","-2.56","43","39","4","52.44","3.82","33.8","37.28","-3.48","47.55","-6.71","9","8","-1","137","8.2","6.62","0.4","13.33","102.56","41.49","28.87","31.45","46.97","30.32","50.75"
"Martin Hanzal","11-12","ARI","C","64","848.12","4","16","20","13","1.41","0.92","30.42","2.15","891","754","137","54.16","5.33","37","27","10","57.81","6.56","34.23","32.1","2.13","51.61","3.29","16","13","-3","188","13.3","9.38","0.66","3.7","101.39","51.32","27.87","30.53","47.22","30.05","50.39"
"Martin Havlat","11-12","S.J","R","39","548.93","2","10","12","9","1.31","0.98","14.83","1.62","535","536","-1","49.95","0.09","20","12","8","62.5","7.44","22.56","21.3","1.26","51.44","-2.34","9","6","-3","133","14.54","5.25","0.57","2.7","102.65","55.74","28.94","31.22","52.06","29.45","50.61"
"Martin St. Louis","11-12","T.B","R","77","1336.23","19","31","50","39","2.25","1.75","41.8","1.88","1169","1315","-146","47.06","-0.03","74","69","5","51.75","6.77","46.61","51","-4.39","47.75","0.8","4","18","14","254","11.41","13","0.58","13.67","102.17","53.88","36.32","30.34","48.96","29.42","49.77"
"Marty Reasoner","11-12","NYI","C","61","617.23","1","5","6","2","0.58","0.19","-2.13","-0.21","455","607","-152","42.84","-5.55","7","31","-24","18.42","-29.85","17.96","23.25","-5.29","43.58","-4.89","12","5","-7","102","9.92","5.68","0.55","1.54","93.34","42.71","20.98","27.47","47.03","28.23","49.95"
"Mason Raymond","11-12","VAN","L","55","699.03","8","9","17","15","1.46","1.29","22.73","1.95","695","660","35","51.29","-0.37","28","26","2","51.85","-4.79","25.3","31.46","-6.16","44.57","-2.75","7","9","2","171","14.68","7.03","0.6","7.55","101.34","61.11","26.78","30.1","53.41","29.29","49.9"
"Mat Clark","11-12","ANA","D","2","22.05","--","--","--","--","--","--","0.1","0.27","23","20","3","53.49","9.64","--","2","-2","--","-50","1.04","0.93","0.11","52.79","10.16","--","--","--","3","8.16","0.06","0.16","--","83.33","63.64","23.03","29.27","49.22","28.24","49.12"
"Mathieu Darche","11-12","MTL","L","61","587.55","3","5","8","5","0.82","0.51","10.2","1.04","496","511","-15","49.26","0.34","12","18","-6","40","-12.15","15.98","15.85","0.13","50.2","2.4","7","8","1","116","11.85","5.62","0.57","4.62","97.45","52.4","20.81","27.81","46.73","28.38","49.94"
"Mathieu Perreault","11-12","WSH","C","64","687.25","14","13","27","22","2.36","1.92","33.02","2.88","695","565","130","55.16","6.38","39","26","13","60","12.02","27.15","22.45","4.7","54.74","4.07","11","13","2","112","9.78","6.7","0.58","27.45","102.95","52.38","22.19","29.32","47.22","28.27","49.5"
"Mats Zuccarello","11-12","NYR","C","10","69.6","1","--","1","1","0.86","0.86","1.8","1.55","58","43","15","57.43","6.62","2","2","--","50","5.88","3.38","2.45","0.93","57.98","6.61","3","1","-2","11","9.48","0.72","0.62","16.67","98.32","45","14.9","27.07","47.43","27.69","50.86"
"Matt Bartkowski","11-12","BOS","D","3","18.25","--","--","--","--","--","--","-0.25","-0.82","15","16","-1","48.39","-3.01","--","2","-2","--","-25","0.54","0.49","0.05","52.43","6.25","--","--","--","1","3.29","0.01","0.03","--","66.67","60","13.55","26.15","51.14","28.08","50.08"
"Matt Beleskey","11-12","ANA","L","70","690.22","4","10","14","9","1.22","0.78","10.61","0.92","564","657","-93","46.19","-2.71","24","26","-2","48","-0.1","20.65","26.86","-6.21","43.46","-4.8","21","19","-2","153","13.3","5.83","0.51","5.33","100.84","48.95","20.74","28.35","47.88","28.31","49.81"
"Matt Bradley","11-12","FLA","R","45","460.07","2","4","6","3","0.78","0.39","0.1","0.01","316","451","-135","41.2","-10.27","10","12","-2","45.45","-2.13","9.51","15.33","-5.82","38.29","-10.65","8","11","3","57","7.43","1.94","0.25","6.45","100.57","50.44","21.26","27.85","49.53","27.99","49.36"
"Matt Calvert","11-12","CBJ","L","13","115.4","--","3","3","--","1.56","--","2.12","1.1","93","80","13","53.76","5.56","4","8","-4","33.33","-9.91","4.26","3.64","0.62","53.92","5.09","2","3","1","11","5.72","0.29","0.15","--","93.09","47.37","19.88","28.36","47.26","28.03","49.21"
"Matt Carkner","11-12","OTT","D","29","317.53","1","1","2","1","0.38","0.19","3.42","0.65","309","300","9","50.74","-1.89","12","12","--","50","1.09","7.82","12.83","-5.01","37.87","-10.07","11","6","-5","52","9.83","0.54","0.1","5.88","100.81","49.17","22.94","27.14","52.47","28.03","50.04"
"Matt Carle","11-12","PHI","D","82","1416.85","1","23","24","10","1.02","0.42","32.17","1.36","1364","1280","84","51.59","0.98","61","56","5","52.14","-2.5","62.32","53.79","8.53","53.67","1.79","14","6","-8","212","8.98","4.13","0.17","1.05","99.96","48.86","38.24","27.62","49.62","29.04","49.9"
"Matt Cooke","11-12","PIT","L","82","965.88","16","11","27","19","1.68","1.18","33.52","2.08","882","791","91","52.72","-1.99","40","41","-1","49.38","-6.09","36.06","32.66","3.4","52.47","-1.73","15","19","4","189","11.74","11.06","0.69","13.56","98.99","47.76","24.96","29.5","53.89","29.11","49.82"
"Matt Cullen","11-12","MIN","C","73","958.58","10","14","24","21","1.5","1.31","22.47","1.41","834","923","-89","47.47","4.67","33","41","-8","44.59","2.59","34.98","33.97","1.01","50.73","5.91","9","9","--","178","11.14","10.78","0.67","8.47","98.7","41.8","27.9","29.97","44.22","29.26","50.16"
"Matt D'agostini","11-12","STL","R","55","643.57","4","8","12","9","1.12","0.84","21.26","1.98","631","525","106","54.58","1.01","23","13","10","63.89","7.59","26.37","19.86","6.51","57.04","1.7","8","5","-3","163","15.2","7.11","0.66","5","102.26","54.81","25.26","29.89","51.91","28.88","49.71"
"Matt Donovan","11-12","NYI","D","3","50.35","--","--","--","--","--","--","0.25","0.3","37","36","1","50.68","-0.18","1","3","-2","25","-28.33","1.93","1.51","0.42","56.1","3.72","--","--","--","8","9.53","0.38","0.45","--","88.6","43.48","32.55","27.14","47.3","28.97","49.65"
"Matt Duchene","11-12","COL","C","58","748.57","8","9","17","10","1.36","0.8","25.74","2.06","772","690","82","52.8","0.96","23","27","-4","46","-2.65","31.31","27.36","3.95","53.37","3.95","2","13","11","186","14.91","8.57","0.69","8","98.5","57.21","27.22","29.84","50.58","29.33","49.92"
"Matt Ellis","11-12","BUF","L","60","558.85","3","5","8","4","0.86","0.43","11.38","1.22","476","469","7","50.37","2.62","15","18","-3","45.45","-2.06","18.97","17.9","1.07","51.45","6.47","5","3","-2","138","14.82","6","0.64","3.61","98.33","45.94","19.39","27.74","48.17","28.05","49.83"
