"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"David Desharnais","10-11","MTL","C","43","412.6","4","8","12","8","1.75","1.16","12.48","1.81","397","380","17","51.09","1.21","16","17","-1","48.48","-1.52","14.7","15.01","-0.31","49.48","2.25","6","6","--","62","9.02","3.11","0.45","10","98.87","46.67","20.65","27.37","50.45","28.13","49.53"
"David Hale","10-11","OTT","D","25","364.22","1","3","4","2","0.66","0.33","4.97","0.82","310","316","-6","49.52","1.22","15","11","4","57.69","10.82","12.65","13.54","-0.89","48.3","-0.37","2","--","-2","34","5.6","0.74","0.12","5.26","102.61","52.75","30.51","27.02","50.6","28.17","49.69"
"David Jones","10-11","COL","R","77","1012.67","18","14","32","27","1.9","1.6","24.98","1.48","870","1023","-153","45.96","-1.89","44","41","3","51.76","8.77","40.07","40.47","-0.4","49.75","-0.07","8","5","-3","202","11.97","13.39","0.79","15.52","102.17","50.48","28.02","30.8","48.04","29.61","49.89"
"David Koci","10-11","COL","L","35","142.43","1","--","1","1","0.42","0.42","-2.02","-0.85","104","151","-47","40.78","-7.14","3","8","-5","27.27","-16.03","3.97","5.92","-1.95","40.14","-9.46","16","12","-4","15","6.32","1.12","0.47","11.11","96.76","46.15","8.57","27.15","47.7","27.41","48.11"
"David Krejci","10-11","BOS","C","75","1065.3","11","33","44","34","2.48","1.91","48.3","2.72","1083","1003","80","51.92","0.96","53","27","26","66.25","11.1","41.13","40.03","1.1","50.68","1.37","8","15","7","187","10.53","9.58","0.54","10.48","104.36","51.02","29.49","30.93","51.28","29.62","49.84"
"David Legwand","10-11","NSH","C","64","912.42","12","17","29","21","1.91","1.38","31.17","2.05","840","808","32","50.97","3.65","41","32","9","56.16","0.04","39.39","31.31","8.08","55.71","6.39","6","7","1","172","11.31","11.21","0.74","11.32","101.72","42.31","29.92","30.1","49.09","29.58","50.29"
"David Liffiton","10-11","COL","D","4","29.63","1","--","1","1","2.02","2.02","1.75","3.54","37","29","8","56.06","8.6","3","--","3","100","46.15","1.55","0.77","0.78","66.81","21.66","3","2","-1","5","10.12","0.1","0.2","50","113.64","60","16.8","27.5","48.75","27.66","50.94"
"David Moss","10-11","CGY","R","58","601.53","12","10","22","15","2.19","1.5","30.41","3.03","602","506","96","54.33","3.78","31","19","12","62","10.8","23","17.27","5.73","57.11","5.14","6","9","3","161","16.06","8.52","0.85","11.65","101.86","54.06","22.14","30.02","51.1","29.08","49.63"
"David Perron","10-11","STL","L","10","129.03","5","1","6","6","2.79","2.79","6.83","3.18","117","108","9","52","-4.09","7","2","5","77.78","13.49","5.78","4.72","1.06","55.05","-4.39","4","4","--","22","10.23","1.5","0.7","33.33","106.47","46.58","29.46","31.99","52.29","29.86","50.08"
"David Schlemko","10-11","ARI","D","43","577.43","4","4","8","6","0.83","0.62","13.38","1.39","558","510","48","52.25","2.21","24","15","9","61.54","5.29","21.45","20.9","0.55","50.65","1.17","10","3","-7","71","7.38","1.61","0.17","10.26","102.71","47.49","28.35","27.16","49.79","28.23","49.22"
"David Steckel","10-11","WSH/ N.J","C","75","738.77","4","6","10","10","0.81","0.81","13.3","1.08","593","615","-22","49.09","-3.43","16","24","-8","40","-12.02","21.79","21.57","0.22","50.25","-1.78","10","10","--","118","9.58","5.75","0.47","5.71","96.93","43.49","20.83","27.51","50.21","28.4","49.57"
"David Van Der Gulik","10-11","COL","L","6","33.83","1","2","3","3","5.32","5.32","5.54","9.83","57","18","39","76","28.45","4","--","4","100","62.5","3.56","0.66","2.9","84.36","41.6","1","--","-1","14","24.83","1.16","2.06","8.33","110","78.57","12.97","27.24","47.29","27.91","49.5"
"Davis Drewiske","10-11","L.A","D","38","461.22","--","4","4","2","0.52","0.26","5.05","0.66","367","385","-18","48.8","-3.13","15","17","-2","46.88","-6.34","13.34","13.87","-0.53","49.03","-4.03","7","3","-4","65","8.46","0.97","0.13","--","99.66","51.12","25.86","26.13","51.79","27.72","48.94"
"Daymond Langkow","10-11","CGY","C","4","50.92","--","1","1","--","1.18","--","2.4","2.83","49","37","12","56.98","5.69","3","--","3","100","42.86","2.59","1.22","1.37","67.98","9.99","--","2","2","12","14.14","0.21","0.25","--","110.71","53.57","27.59","29.35","51.6","29.31","49.62"
"Dennis Seidenberg","10-11","BOS","D","81","1481.43","6","14","20","15","0.81","0.61","24.07","0.97","1429","1510","-81","48.62","-3.39","57","58","-1","49.57","-14.72","54.85","60.58","-5.73","47.52","-3.28","16","7","-9","243","9.84","4.46","0.18","5.04","100.3","47.61","38.12","26.99","51.54","28.9","49.89"
"Dennis Wideman","10-11","FLA/ WSH","D","75","1238.5","1","14","15","5","0.73","0.24","18.16","0.88","1202","1176","26","50.55","0.52","49","65","-16","42.98","-11.29","47.21","44.69","2.52","51.37","-0.7","15","10","-5","207","10.03","3.34","0.16","1.16","97.79","50.49","34.85","27.88","50.4","29.01","49.94"
"Derek Boogaard","10-11","NYR","L","22","99.28","1","1","2","2","1.21","1.21","0.3","0.18","69","95","-26","42.07","-7.9","3","3","--","50","-5.84","4.04","3.42","0.62","54.16","2.05","9","8","-1","9","5.44","0.72","0.44","25","102.94","61.54","9.86","27.8","48.03","26.54","48.39"
"Derek Dorsett","10-11","CBJ","R","76","868.22","4","10","14","9","0.97","0.62","12.75","0.88","663","717","-54","48.04","-3.84","20","37","-17","35.09","-14.21","25.68","28.76","-3.08","47.17","-3.41","47","49","2","177","12.23","8.29","0.57","4","96.14","41.4","24.84","29.16","49.24","28.91","50.02"
"Derek Joslin","10-11","S.J/ CAR","D","34","423.95","1","5","6","3","0.85","0.42","6.95","0.98","400","407","-7","49.57","-2.31","17","14","3","54.84","5.84","16.51","16.46","0.05","50.08","-2.02","4","4","--","55","7.78","0.85","0.12","3.85","101.95","49.79","26.64","27.88","50.55","28.64","50.23"
"Derek Mackenzie","10-11","CBJ","C","63","535.58","6","12","18","12","2.02","1.34","23.04","2.58","500","440","60","53.19","3.25","25","18","7","58.14","14.07","19.29","16.33","2.96","54.15","6.16","7","14","7","120","13.44","4.54","0.51","9.52","102.04","62.01","18.59","27.43","50.45","28.01","49.65"
"Derek Morris","10-11","ARI","D","77","1299.03","4","7","11","10","0.51","0.46","11.8","0.55","1205","1314","-109","47.84","-4.24","44","42","2","51.16","-6.53","45.94","55.85","-9.91","45.13","-5.96","14","8","-6","149","6.88","3.05","0.14","6.25","101.25","49.94","35.97","29.11","52.03","29.57","49.83"
"Derek Roy","10-11","BUF","C","35","461.95","7","11","18","16","2.34","2.08","16.27","2.11","433","450","-17","49.04","-3.75","23","18","5","56.1","8.8","19.37","19.83","-0.46","49.41","-7.34","6","6","--","76","9.87","4.77","0.62","14.89","101.85","59.75","29.04","30.02","50.59","29.3","50.29"
"Derek Smith","10-11","OTT","D","9","126.82","--","1","1","1","0.47","0.47","4.35","2.06","124","91","33","57.67","9.3","4","1","3","80","39.09","4.43","2.71","1.72","62.04","15.71","--","2","2","18","8.52","0.22","0.1","--","104.1","74.19","29.57","26.77","49.98","28.03","49.97"
"Derek Stepan","10-11","NYR","C","82","1049.72","16","16","32","27","1.83","1.54","36.61","2.09","993","916","77","52.02","3.96","47","40","7","54.02","2.51","49.66","36.59","13.07","57.58","5.87","10","8","-2","241","13.78","13.84","0.79","12.12","100.19","63.77","27.41","29.53","48.22","28.82","49.78"
"Derick Brassard","10-11","CBJ","C","74","971.8","10","18","28","20","1.73","1.23","27.89","1.72","936","893","43","51.18","0.07","45","46","-1","49.45","4.56","37.03","37.93","-0.9","49.4","-0.24","19","8","-11","199","12.29","9.41","0.58","8.62","99.62","60.52","28.45","30.48","51.96","29.48","49.76"
"Deryk Engelland","10-11","PIT","D","63","801.78","3","5","8","6","0.6","0.45","8.18","0.61","705","734","-29","48.99","-5.18","23","28","-5","45.1","-14.77","25.49","28.88","-3.39","46.88","-6.62","34","24","-10","106","7.93","1.42","0.11","6.38","99.28","54.52","28.34","27.45","53.91","28.55","49.55"
"Devin Setoguchi","10-11","S.J","R","72","918.2","17","10","27","19","1.76","1.24","37.23","2.43","908","806","102","52.98","-0.88","41","38","3","51.9","-4.89","40.19","32.42","7.77","55.35","-1.9","15","19","4","271","17.71","15.08","0.99","11.26","99.57","55.22","26.89","31.03","52.81","29.78","49.58"
"Dion Phaneuf","10-11","TOR","D","66","1201.05","4","12","16","7","0.8","0.35","15.6","0.78","1130","1268","-138","47.12","-0.76","48","47","1","50.53","-0.41","41.36","45.63","-4.27","47.55","0.5","23","12","-11","285","14.24","5.36","0.27","3.39","101.02","48.9","39.25","28.67","47.38","29.23","50.1"
"Dj King","10-11","WSH","L","16","90.05","--","2","2","--","1.33","--","0.25","0.17","64","81","-17","44.14","-4.4","3","6","-3","33.33","-18.84","3.48","2.75","0.73","55.86","6.4","6","6","--","7","4.66","0.49","0.33","--","94.46","58.49","11.79","27.53","50.15","27.3","49.7"
"Dmitry Kulikov","10-11","FLA","D","72","1130.1","4","13","17","10","0.9","0.53","19.38","1.03","1085","1043","42","50.99","0.91","44","47","-3","48.35","-0.19","44.61","39.21","5.4","53.22","2.46","16","7","-9","157","8.34","2.51","0.13","6.56","99.17","52.12","32.81","27.1","50.29","28.49","49.77"
"Dominic Moore","10-11","T.B","C","77","921.73","12","9","21","20","1.37","1.3","32.77","2.13","898","755","143","54.33","3.17","32","43","-11","42.67","-10.82","38.01","27.14","10.87","58.34","3.3","19","18","-1","218","14.19","13.48","0.88","8.51","96.31","46.06","26.07","28.31","50.46","28.73","49.74"
"Doug Janik","10-11","DET","D","7","86.25","--","--","--","--","--","--","1.45","1.01","83","66","17","55.7","2.95","4","6","-2","40","-10","3.72","2.21","1.51","62.73","6.74","2","2","--","15","10.43","0.21","0.15","--","92.38","44.44","27.41","27.72","52.77","28.05","48.71"
"Douglas Murray","10-11","S.J","D","73","1201.08","1","8","9","3","0.45","0.15","22.3","1.11","1190","1088","102","52.24","-2.33","41","40","1","50.62","-3.87","49.36","37.5","11.86","56.83","0.91","12","11","-1","216","10.79","5.14","0.26","1.11","99.76","52.62","34.55","29.45","53.44","29.6","49.78"
"Doug Weight","10-11","NYI","C","18","219.25","1","3","4","3","1.09","0.82","2.44","0.67","187","228","-41","45.06","-1.76","7","7","--","50","27.27","7.02","9.87","-2.85","41.56","-1.86","3","2","-1","42","11.49","1.51","0.41","4.35","101.59","49.02","27.48","30.23","44.85","28.65","49.54"
"Drayson Bowman","10-11","CAR","L","22","205","--","1","1","1","0.29","0.29","2.5","0.73","198","197","1","50.13","-0.33","6","6","--","50","-3.97","7.02","7.74","-0.72","47.56","-3.11","7","3","-4","57","16.68","1.8","0.53","--","100.06","45.83","21.12","29.9","48.12","28.93","49.41"
"Drew Bagnall","10-11","MIN","D","2","24.15","--","--","--","--","--","--","-0.82","-2.04","11","21","-10","34.38","-17","--","2","-2","--","-100","0.18","0.7","-0.52","20.45","-35.1","1","--","-1","2","4.97","0.03","0.07","--","77.78","40","27.69","24.96","46.97","28.85","46.92"
"Drew Doughty","10-11","L.A","D","76","1376.7","6","16","22","14","0.96","0.61","36.1","1.57","1370","1150","220","54.37","4.04","67","49","18","57.76","9.13","53.22","44.94","8.28","54.22","2.74","20","11","-9","215","9.37","4.96","0.22","8.11","101.5","52.79","38.42","29.02","48.95","29.81","49.86"
"Drew Miller","10-11","DET","L","67","626.53","9","8","17","13","1.63","1.24","21.66","2.07","589","537","52","52.31","-0.88","24","28","-4","46.15","-5.78","23.6","20.1","3.5","54","2.32","5","9","4","141","13.5","7.57","0.72","11.84","97.02","57.14","19.82","27.56","54.2","27.67","49.55"
"Drew Stafford","10-11","BUF","R","62","771.32","16","12","28","21","2.18","1.63","31.18","2.43","710","704","6","50.21","-0.87","43","22","21","66.15","15.85","29.87","30.58","-0.71","49.41","-2.87","10","4","-6","187","14.55","9.69","0.75","13.01","104.77","56.19","26.62","30.06","50.21","29.3","49.88"
"Duncan Keith","10-11","CHI","D","82","1646.32","3","14","17","9","0.62","0.33","38.83","1.42","1668","1381","287","54.71","3.41","69","71","-2","49.29","-8.02","64.07","60.85","3.22","51.29","-0.72","8","5","-3","312","11.37","5.41","0.2","2.52","98.45","55.74","41.62","28.53","50.4","29.78","49.91"
"Dustin Boyd","10-11","MTL","C","10","84.67","1","--","1","1","0.71","0.71","-0.56","-0.4","68","91","-23","42.77","-12.67","1","7","-6","12.5","-45.56","2.75","3.87","-1.12","41.54","-10.57","1","1","--","18","12.76","0.97","0.69","12.5","89.57","55.56","18.38","28.11","50.2","28.24","51.09"
"Dustin Brown","10-11","L.A","L","82","1165.23","17","19","36","31","1.85","1.6","47.58","2.45","1120","1032","88","52.04","0.61","54","38","16","58.7","9.48","44.91","37.68","7.23","54.38","3.22","19","32","13","313","16.12","12.98","0.67","10.24","102.25","51.65","30.23","30.92","50.39","29.82","49.84"
"Dustin Byfuglien","10-11","ATL","R/D","81","1454.67","9","15","24","16","0.99","0.66","48.1","1.98","1545","1296","249","54.38","9.08","70","57","13","55.12","16.48","63.59","52.5","11.09","54.78","11.46","21","9","-12","408","16.83","10.49","0.43","4.13","100","55.18","37.69","27.96","45.24","29.31","50.05"
"Dustin Jeffrey","10-11","PIT","C","25","255.27","4","5","9","9","2.12","2.12","12.38","2.91","249","198","51","55.7","1.53","12","8","4","60","13.57","9.26","7.32","1.94","55.85","3.97","2","4","2","53","12.46","2.27","0.53","14.29","101.07","53.03","21.86","29.6","52.35","28.59","49.61"
"Dustin Penner","10-11","EDM/ L.A","R","81","1069.63","14","17","31","22","1.74","1.23","27.04","1.52","955","1025","-70","48.23","2.21","41","50","-9","45.05","0.28","39.97","48.58","-8.61","45.14","0.04","9","11","2","232","13.01","12.4","0.7","11.02","99.21","48.03","28.46","31.18","47.52","29.75","49.92"
"Dwight King","10-11","L.A","L","6","69.63","--","--","--","--","--","--","-0.48","-0.41","48","60","-12","44.44","-5.42","2","4","-2","33.33","-6.67","1.88","2.72","-0.84","40.87","-9.53","1","2","1","4","3.45","0.2","0.17","--","93.56","48.57","25.82","31","51.31","29.14","50.59"
"Dylan Reese","10-11","NYI","D","27","342.83","--","6","6","3","1.05","0.53","3.73","0.65","299","319","-20","48.38","0.85","11","19","-8","36.67","-5.23","14.94","16.85","-1.91","47","3.28","5","3","-2","40","7","0.81","0.14","--","95.72","49.23","27.15","27.37","45.87","28.71","50.2"
"Ed Jovanovski","10-11","ARI","D","50","786.63","4","5","9","6","0.69","0.46","12.95","0.99","724","750","-26","49.12","-2.43","24","25","-1","48.98","-6.3","27.77","30.4","-2.63","47.74","-2.14","9","10","1","126","9.61","2.45","0.19","6.25","99.94","43.69","33.58","28.42","50.52","29.37","49.82"
"Eric Belanger","10-11","ARI","C","82","1080.37","10","21","31","19","1.72","1.06","37.12","2.06","1059","977","82","52.01","2.44","48","36","12","57.14","4.2","41.37","41.01","0.36","50.22","2.25","14","18","4","197","10.94","8.93","0.5","10.2","102.05","46.21","27.96","30.81","49.69","29.63","49.91"
"Eric Boulton","10-11","ATL","L","69","608.65","6","4","10","10","0.99","0.99","8.02","0.79","469","548","-79","46.12","-3.15","20","19","1","51.28","5.58","19.05","21.94","-2.89","46.47","-1.09","20","19","-1","86","8.48","4.07","0.4","12","100.97","50.15","18.41","28.25","47.3","27.91","49.66"
"Eric Brewer","10-11","STL/ T.B","D","76","1314.6","8","7","15","11","0.68","0.5","22.07","1.01","1193","1161","32","50.68","-1.79","54","51","3","51.43","1.43","48.69","47.84","0.85","50.44","-1.47","22","11","-11","184","8.4","4.23","0.19","8.6","100.2","44.86","37.16","28.55","51.44","29.48","50.21"
"Eric Fehr","10-11","WSH","R","51","532.68","7","5","12","10","1.35","1.13","18.16","2.05","526","470","56","52.81","1.13","16","18","-2","47.06","-3.31","21","19.06","1.94","52.42","0.08","7","5","-2","162","18.25","8.79","0.99","8.05","98.48","55.33","22.58","29.02","50.08","28.71","49.47"
"Eric Godard","10-11","PIT","R","19","97.52","--","3","3","3","1.85","1.85","0.98","0.6","71","79","-8","47.33","-4.48","5","1","4","83.33","31.72","2.55","2.72","-0.17","48.39","-2.73","20","11","-9","3","1.85","0.06","0.04","--","112.12","50","12.03","27.88","51.64","28.11","48.95"
"Eric Nystrom","10-11","MIN","L","82","930.6","2","7","9","6","0.58","0.39","-4.2","-0.27","588","877","-289","40.14","-6.56","19","36","-17","34.55","-14.3","21.95","34.91","-12.96","38.6","-8.35","10","13","3","151","9.74","5.48","0.35","2.63","98.75","35.71","24.31","28.87","45.21","28.6","49.96"
"Eric Staal","10-11","CAR","C","81","1172.98","15","17","32","27","1.64","1.38","39.46","2.02","1300","1220","80","51.59","3.9","51","57","-6","47.22","-2.78","55.73","56.83","-1.1","49.51","2.34","17","20","3","331","16.93","16.38","0.84","8.52","99.66","49.09","31.8","31.01","48.02","29.64","50.03"
"Eric Tangradi","10-11","PIT","C","15","142.23","1","2","3","3","1.27","1.27","2.37","1","96","119","-23","44.65","-7.87","4","7","-3","36.36","-13.64","5.07","5.41","-0.34","48.38","-4.28","5","7","2","23","9.7","1.7","0.72","5.88","96.17","52.56","22.05","28.81","53.32","29.01","49.4"
"Eric Wellwood","10-11","PHI","L","3","38.25","--","1","1","1","1.57","1.57","1.3","2.04","32","36","-4","47.06","0.74","2","1","1","66.67","-33.33","1.69","1.13","0.56","59.93","1.98","1","1","--","12","18.82","0.75","1.18","--","105.56","58.33","28.43","30.4","49.57","28.99","47.94"
"Erik Christensen","10-11","NYR","C","63","631.35","7","13","20","18","1.9","1.71","13.69","1.3","501","620","-119","44.69","-4.91","29","22","7","56.86","4.54","23.89","27.47","-3.58","46.51","-8.01","8","10","2","105","9.98","5.55","0.53","13.46","104.97","52.81","21.48","29.45","49.59","28.61","49.61"
"Erik Cole","10-11","CAR","L","81","1079.47","18","19","37","30","2.06","1.67","35.49","1.97","1070","1140","-70","48.42","-0.87","48","50","-2","48.98","-0.29","49.28","52.42","-3.14","48.46","0.62","13","24","11","274","15.23","17.6","0.98","12.5","101.14","49.58","28.97","31.42","50.5","29.43","50.06"
"Erik Condra","10-11","OTT","R","26","331.62","5","4","9","9","1.63","1.63","10.8","1.95","313","302","11","50.89","3.74","9","10","-1","47.37","0.89","12.62","11.35","1.27","52.65","7.43","5","5","--","67","12.12","3.5","0.63","12.2","99.02","58.33","27.14","28.29","49.96","28.65","50.17"
"Erik Gustafsson","10-11","PHI","D","3","31.55","--","--","--","--","--","--","0.4","0.76","24","20","4","54.55","10.21","--","--","--","--","--","0.79","0.43","0.36","64.75","18.73","1","1","--","5","9.51","0.03","0.06","--","100","35.71","21.95","27.81","49.16","28.23","49.06"
"Erik Johnson","10-11","STL/ COL","D","77","1275.28","3","8","11","6","0.52","0.28","15.95","0.75","1152","1153","-1","49.98","-0.74","42","57","-15","42.42","-4.54","47.06","50.2","-3.14","48.39","0.72","12","9","-3","177","8.33","3.62","0.17","3.33","97.69","53.45","35.18","28.65","50.37","29.32","49.72"
"Erik Karlsson","10-11","OTT","D","75","1303.72","8","9","17","12","0.78","0.55","23.1","1.06","1256","1194","62","51.27","2.07","41","62","-21","39.81","-2.05","45.73","53.56","-7.83","46.06","-4.08","17","10","-7","266","12.24","4.78","0.22","6.35","97.22","57.49","36.7","27.77","48.96","29.25","50"
"Ethan Moreau","10-11","CBJ","L","37","386.93","--","4","4","2","0.62","0.31","-1.35","-0.21","268","384","-116","41.1","-11.74","6","16","-10","27.27","-18.95","9.83","13.73","-3.9","41.72","-10.84","9","1","-8","92","14.27","4.18","0.65","--","95.92","39.91","23.17","28.76","50.66","28.73","49.93"
"Evan Brophey","10-11","CHI","C","1","7.15","--","--","--","--","--","--","-0.1","-0.84","3","8","-5","27.27","-30.06","--","--","--","--","--","0.31","0.27","0.04","53.45","-3.17","--","--","--","1","8.39","0.12","1.01","--","100","100","15.66","25.59","50.07","28.62","50.6"
"Evander Kane","10-11","ATL","L","73","1010.17","13","16","29","26","1.72","1.54","34.05","2.02","937","959","-22","49.42","0.08","40","52","-12","43.48","-4.32","40.08","41.88","-1.8","48.9","0.88","19","30","11","297","17.64","14.36","0.85","7.18","97.86","53.86","29.12","29.95","47.63","29.35","49.98"
"Evan Oberg","10-11","VAN","D","2","19.65","--","--","--","--","--","--","0.78","2.38","27","17","10","61.36","8.34","1","1","--","50","--","1.22","0.87","0.35","58.37","7.84","--","1","1","4","12.21","0.03","0.09","--","96.93","62.5","19.97","28.42","52.84","27.47","48.74"
"Evgeni Malkin","10-11","PIT","C","43","567.72","7","13","20","13","2.11","1.37","29.82","3.15","626","479","147","56.65","6.67","27","28","-1","49.09","-6.58","27.99","18.73","9.26","59.91","11.39","6","19","13","173","18.28","10.43","1.1","7.22","97.1","53.96","29.58","30.33","52.03","29.36","49.55"
"Evgeny Dadonov","10-11","FLA","R","36","465.48","6","9","15","9","1.93","1.16","16.52","2.13","434","414","20","51.18","2.61","19","17","2","52.78","7.62","18.9","15.48","3.42","54.97","5.07","4","8","4","94","12.12","4.71","0.61","10.71","100.09","50.4","26.76","29.55","50.14","28.96","50.55"
"Evgeny Grachev","10-11","NYR","C","8","60.65","--","--","--","--","--","--","-0.74","-0.73","43","56","-13","43.43","-4.19","--","3","-3","--","-52.94","1.62","1.78","-0.16","47.65","-7.01","--","1","1","6","5.94","0.35","0.35","--","90.32","63.64","16.38","26.67","47.94","27.43","49.9"
"Fedor Tyutin","10-11","CBJ","D","80","1267.77","4","5","9","7","0.43","0.33","16.98","0.8","1166","1038","128","52.9","2.93","39","56","-17","41.05","-8.19","45.45","40.42","5.03","52.93","4.18","13","5","-8","150","7.1","2.71","0.13","5.8","96.27","48.55","34.4","27.63","49.73","29.24","49.95"
"Fernando Pisani","10-11","CHI","R","60","644.88","6","8","14","12","1.3","1.12","11.59","1.08","519","622","-103","45.49","-9.24","20","17","3","54.05","-0.29","17.95","24.16","-6.21","42.63","-11.53","3","9","6","114","10.61","4.36","0.41","8.96","101.65","35.89","22.2","29.54","52.29","29.11","50.04"
"Filip Kuba","10-11","OTT","D","64","983.08","1","6","7","3","0.43","0.18","8.47","0.52","918","922","-4","49.89","0.23","32","54","-22","37.21","-6.68","35.33","37.13","-1.8","48.76","0.98","2","--","-2","124","7.57","2.77","0.17","1.89","95.28","55.51","32.44","27.58","50.41","28.89","49.93"
"Francis Bouillon","10-11","NSH","D","44","733.67","1","7","8","5","0.65","0.41","5.35","0.44","572","674","-102","45.91","-5.77","33","34","-1","49.25","-6.17","24.19","28.12","-3.93","46.24","-4.42","7","8","1","86","7.03","1.77","0.14","2.5","101.09","42.89","35.34","28.03","49.75","29.2","49.87"
"Francis Lessard","10-11","OTT","R","24","92.47","--","--","--","--","--","--","-0.19","-0.12","70","64","6","52.24","4.69","1","1","--","50","2.44","2.73","2.33","0.4","53.95","8.1","13","6","-7","12","7.79","0.46","0.3","--","99.23","67.57","8.19","26.63","49.84","26.99","49.83"
"Francis Wathier","10-11","DAL","L","3","11.47","--","--","--","--","--","--","-0.65","-3.4","3","10","-7","23.08","-31.85","--","2","-2","--","-53.33","0.03","0.32","-0.29","8.57","-47.79","--","--","--","--","--","--","--","--","60","33.33","7.96","24.79","47.57","27.59","51.68"
"Francois Beauchemin","10-11","TOR/ ANA","D","81","1425.98","3","9","12","5","0.5","0.21","13","0.55","1244","1341","-97","48.12","-0.09","51","63","-12","44.74","-2.17","47.25","52.3","-5.05","47.46","-0.38","10","4","-6","182","7.66","4.19","0.18","3.95","98.79","50.76","37.64","28.34","46.18","29.26","50.1"
"Frans Nielsen","10-11","NYI","C","71","817.57","5","18","23","16","1.69","1.17","27.07","1.99","788","768","20","50.64","6.21","37","32","5","53.62","10.91","35.87","31.2","4.67","53.48","11.11","5","12","7","169","12.4","8.91","0.65","4.85","100.48","40.92","24.96","29.99","45.74","29.23","50.17"
"Frazer Mclaren","10-11","S.J","L","9","38.03","--","--","--","--","--","--","-0.57","-0.9","20","30","-10","40","-14.48","1","2","-1","33.33","-18.67","0.53","0.6","-0.07","46.9","-12.31","5","5","--","2","3.16","0.07","0.11","--","96.83","50","9.55","24.87","49.55","26.19","48.06"
"Freddy Meyer","10-11","ATL","D","15","206.73","1","1","2","2","0.58","0.58","-1.65","-0.48","154","227","-73","40.42","-6.54","4","11","-7","26.67","-10.83","5.61","9.11","-3.5","38.11","-5.41","4","1","-3","26","7.55","0.66","0.19","10","96.11","43.97","28.62","26.71","48.09","28.89","50.53"
"Fredrik Modin","10-11","ATL/ CGY","L","40","393.6","6","3","9","8","1.37","1.22","6.28","0.96","360","421","-61","46.09","0.41","14","23","-9","37.84","-11.37","12.67","19.99","-7.32","38.79","-10.38","4","2","-2","77","11.74","3.46","0.53","12.5","97.3","52.31","21.12","28.39","47.96","28.72","49.81"
"Fredrik Sjostrom","10-11","TOR","L","66","614.23","2","2","4","3","0.39","0.29","0.72","0.07","504","630","-126","44.44","-4.3","12","19","-7","38.71","-10.59","16.4","23.51","-7.11","41.09","-6.84","6","7","1","97","9.48","3.64","0.36","3.51","98.85","46.32","20.06","27.75","46.22","28.52","50.21"
"Garrett Stafford","10-11","ARI","D","2","24.8","--","--","--","--","--","--","-0.4","-0.97","16","27","-11","37.21","2.13","1","1","--","50","--","0.53","1.14","-0.61","31.74","-12.84","--","--","--","3","7.26","0.08","0.19","--","104.12","33.33","24.62","27.4","51.03","27.41","51.93"
"George Parros","10-11","ANA","R","78","498.25","3","1","4","4","0.48","0.48","0.9","0.11","350","451","-101","43.7","-0.74","5","9","-4","35.71","-10.74","12.94","17.82","-4.88","42.07","-2.62","37","37","--","63","7.59","2.45","0.3","9.09","98.64","64.26","13.59","25.78","43.21","27.25","49.35"
"Gilbert Brule","10-11","EDM","C","41","487.63","6","2","8","8","0.98","0.98","3.69","0.45","375","508","-133","42.47","-2.34","14","21","-7","40","-4.17","14.15","23.43","-9.28","37.65","-6.99","9","11","2","88","10.83","3.9","0.48","10.34","99.07","48.8","25.82","30","46.72","28.77","50.16"
"Grant Clitsome","10-11","CBJ","D","31","470.2","2","4","6","2","0.77","0.26","7.1","0.91","431","420","11","50.65","-0.88","21","19","2","52.5","5.75","16.35","17.42","-1.07","48.42","-5.02","5","--","-5","71","9.06","1.34","0.17","7.14","101.3","61.38","32.64","27.03","51.97","28.54","50.18"
"Greg Mauldin","10-11","COL","C","29","265.33","3","5","8","8","1.81","1.81","11.07","2.5","233","204","29","53.32","8.03","12","8","4","60","11.43","11.44","8.27","3.17","58.04","8.34","3","2","-1","66","14.92","3.32","0.75","7.5","101.9","46.96","19.43","28.86","47.57","28.07","49.81"
"Greg Nemisz","10-11","CGY","R","6","30.47","--","1","1","1","1.97","1.97","0.96","1.89","31","32","-1","49.21","-6.57","1","2","-1","33.33","-21.67","1.35","1.59","-0.24","45.92","-5.12","--","--","--","9","17.72","0.21","0.41","--","95.36","76.47","10.56","25.49","53.67","26.55","47.32"
"Gregory Campbell","10-11","BOS","C","80","895.27","7","12","19","11","1.27","0.74","14.14","0.95","811","933","-122","46.5","-5.07","29","24","5","54.72","-4.61","30.57","35.28","-4.71","46.42","-3.64","27","19","-8","151","10.12","7.54","0.51","8.24","101.58","41.74","23.3","28.03","50.52","28.3","49.83"
"Greg Zanon","10-11","MIN","D","82","1439.95","--","3","3","1","0.13","0.04","-10.12","-0.42","1068","1472","-404","42.05","-5.18","42","51","-9","45.16","-1.21","37.94","55.51","-17.57","40.6","-7.09","18","10","-8","123","5.13","2.1","0.09","--","100.71","37.7","37.62","27.42","47.07","29.28","50.08"
