"player","position","season","Team","GP","TOI_all","TOI_EV","TOI_PP","TOI_SH","EV_GAR","PP_GAR","SH_GAR","Pens_GAR","GAR","WAR"
"AARON.GAGNON","F","20122013","WPG",10,81.5,73.3,1.8,5.8,2,0,0,-0.1,2,0.4
"AARON.JOHNSON","D","20122013","BOS",10,148.7,138.4,0.1,9.5,-0.3,0,0.2,-0.5,-0.7,-0.1
"AARON.PALUSHAJ","F","20122013","COL",25,282.9,263.1,18.6,0,3.1,0,0,0.9,3.9,0.8
"AARON.ROME","D","20122013","DAL",27,414,366.1,2.4,42,0,0,-1.7,-0.1,-1.8,-0.4
"AARON.VOLPATTI","F","20122013","VAN",16,117,114.7,2.1,0,1.2,0,0,-0.3,0.9,0.2
"AARON.VOLPATTI","F","20122013","WSH",17,158.1,156.3,1.7,0.1,-1.7,0,0,0.1,-1.6,-0.3
"ADAM.BURISH","F","20122013","S.J",46,480.7,422.6,2.7,58.7,-3.8,0,0.2,2,-1.8,-0.3
"ADAM.CRACKNELL","F","20122013","STL",20,172.3,170.9,0.2,0.2,1.1,0,0,0.1,1.2,0.2
"ADAM.HALL","F","20122013","CAR",6,63.1,56.6,0,6.5,-0.5,0,0.1,0,-0.4,-0.1
"ADAM.HALL","F","20122013","PHI",11,120.8,92.2,3.2,23.2,-0.5,0,0.3,0.3,0.1,0
"ADAM.HALL","F","20122013","T.B",20,205.2,160.5,0.4,43.8,-0.1,0,0,0.4,0.3,0.1
"ADAM.HENRIQUE","F","20122013","N.J",42,768.1,564.5,110.3,72.9,1.5,-1.5,-0.4,0.7,0.3,0.1
"ADAM.LARSSON","D","20122013","N.J",37,669.2,615.3,5.7,42.3,1.9,0,0,1.2,3.1,0.6
"ADAM.MCQUAID","D","20122013","BOS",32,457.3,436.8,0.1,19.1,0.4,0,0.2,-1.4,-0.8,-0.2
"ADAM.PARDY","D","20122013","BUF",17,280.6,258.4,0.8,20,3,0,0.2,-0.1,3.2,0.6
"ADRIAN.AUCOIN","D","20122013","CBJ",36,588,533,0.5,54,-3.5,0,0.7,-0.1,-2.9,-0.6
"ALEC.MARTINEZ","D","20122013","L.A",27,432.6,374.8,33.7,19.4,-2.5,-1.1,-0.7,0,-4.2,-0.8
"ALES.HEMSKY","F","20122013","EDM",38,596.7,484.2,98.3,2,-1.8,3.3,0,-0.7,0.8,0.2
"ALEX.BOLDUC","F","20122013","ARI",14,106.5,104.7,0.5,0,-0.7,0,0,0.2,-0.5,-0.1
"ALEX.BURMISTROV","F","20122013","WPG",44,688.2,576.8,39.4,66.8,-0.1,-1.2,0.9,1.4,1,0.2
"ALEX.BURROWS","F","20122013","VAN",47,882.5,647.5,129.4,93.6,9.2,-1.1,0.4,0.6,9,1.8
"ALEX.CHIASSON","F","20122013","DAL",7,98.6,87,11.2,0,1,-0.1,0,0.1,1,0.2
"ALEX.EDLER","D","20122013","VAN",45,1073.2,809.5,160.1,88,-2.9,0,2.3,0.2,-0.5,-0.1
"ALEXEI.EMELIN","D","20122013","MTL",38,747.3,647.9,5.1,81.8,0.9,0,-1.2,0.9,0.6,0.1
"ALEXEI.PONIKAROVSKY","F","20122013","N.J",30,409.5,380.4,11.7,12.6,3.8,0.2,0,-0.2,3.7,0.7
"ALEXEI.PONIKAROVSKY","F","20122013","WPG",12,142.4,132.9,2.8,6.4,-0.4,0,0,-0.1,-0.6,-0.1
"ALEX.GALCHENYUK","F","20122013","MTL",48,591.4,535.7,49.3,0.9,6.6,-0.9,0,-0.7,5.1,1
"ALEX.GOLIGOSKI","D","20122013","DAL",47,1052.2,835.1,135.4,66.8,5.1,3.3,0.6,1.6,10.7,2.1
"ALEX.KILLORN","F","20122013","T.B",38,635.7,512.5,71.1,43.2,1.4,0.3,0,0.7,2.5,0.5
"ALEX.KOVALEV","F","20122013","FLA",14,215.3,174.3,42,0.3,0.6,0.1,0,-0.2,0.5,0.1
"ALEX.OVECHKIN","F","20122013","WSH",48,1002.4,759.4,218.2,2.8,5.6,3.6,0,1.2,10.5,2.1
"ALEX.PETROVIC","D","20122013","FLA",6,112.7,106.3,1.8,3.8,-1.9,0,0,-0.4,-2.2,-0.4
"ALEX.PIETRANGELO","D","20122013","STL",47,1180.3,876.1,131.3,136.1,4.4,1.3,2,2.7,10.4,2.1
"ALEX.SEMIN","F","20122013","CAR",44,921.5,706.9,153.1,34.4,5.9,0.9,0.8,-1,6.5,1.3
"ALEX.STEEN","F","20122013","STL",40,759.4,572.5,101.4,61.5,4.2,0.5,-0.5,0.3,4.5,0.9
"ALEX.SULZER","D","20122013","BUF",17,280.9,258.6,1,18.1,-0.3,0,0.1,-0.1,-0.3,-0.1
"ALEX.TANGUAY","F","20122013","CGY",40,773.5,584.6,119.2,49.9,-1.2,1.1,0.5,-1.3,-0.9,-0.2
"ANDREAS.LILJA","D","20122013","PHI",4,67.1,60.2,0.1,6.7,-1.1,0,0.1,0,-0.9,-0.2
"ANDREAS.NODL","F","20122013","CAR",8,67.7,62.2,0.2,1.6,0.8,0,0,-0.2,0.7,0.1
"ANDRE.BENOIT","D","20122013","OTT",33,541.8,459.3,51.9,19.6,0.5,1,0.2,0.5,2.2,0.4
"ANDREI.LOKTIONOV","F","20122013","N.J",28,398.9,348.8,40.8,1.4,3,0.8,0,0.7,4.5,0.9
"ANDREI.MARKOV","D","20122013","MTL",48,1158.1,799.6,223.1,106.3,-3.5,3.9,-2.7,1.9,-0.4,-0.1
"ANDREJ.MESZAROS","D","20122013","PHI",11,202,164.5,22,14.3,-3.5,-0.3,0,0.5,-3.3,-0.6
"ANDREJ.SEKERA","D","20122013","BUF",37,779.3,663.8,39.1,68.7,-2.9,-0.3,0.6,1.1,-1.5,-0.3
"ANDREW.ALBERTS","D","20122013","VAN",24,364.3,331.4,0.5,32.3,-3.2,0,0.4,0.2,-2.6,-0.5
"ANDREW.COGLIANO","F","20122013","ANA",48,737.7,637.8,6.8,72.5,4.3,-0.1,0.3,2.5,7,1.4
"ANDREW.DESJARDINS","F","20122013","S.J",42,425.2,375.3,1,48.4,-0.9,0,0.7,0.5,0.3,0.1
"ANDREW.EBBETT","F","20122013","VAN",28,345.1,306.8,8.2,28.4,-1.8,0.1,-0.8,0.2,-2.4,-0.5
"ANDREW.FERENCE","D","20122013","BOS",48,935.5,811.8,7.5,105,3.5,-0.1,-0.2,-0.3,3,0.6
"ANDREW.LADD","F","20122013","WPG",48,944.6,732,127,66.5,7.5,-0.1,0.2,0.2,7.8,1.5
"ANDREW.MACDONALD","D","20122013","NYI",48,1129.2,907.2,72.1,130.9,-3.2,1.3,-0.5,1,-1.5,-0.3
"ANDREW.SHAW","F","20122013","CHI",48,722.5,609.6,97.7,3.9,-0.8,-0.9,0,0.9,-0.8,-0.1
