"player","position","season","Team","GP","TOI_all","TOI_EV","TOI_PP","TOI_SH","EV_GAR","PP_GAR","SH_GAR","Pens_GAR","GAR","WAR"
"AARON.NESS","D","20132014","NYI",20,295.9,273,6,14.7,-4.5,-0.1,0.5,-0.3,-4.3,-0.8
"AARON.ROME","D","20132014","DAL",25,323.7,300,1.3,24.5,-0.8,0,-0.4,0.4,-0.8,-0.2
"AARON.VOLPATTI","F","20132014","WSH",41,301.9,299.5,0.8,0.2,-3.4,0,0,-0.7,-4.1,-0.8
"ADAM.BURISH","F","20132014","S.J",15,144.3,125.3,2,16.9,0.1,0,-0.4,-0.3,-0.7,-0.1
"ADAM.CRACKNELL","F","20132014","STL",19,155.5,150.8,2.2,2.1,0.5,0,0,0.6,1.1,0.2
"ADAM.HALL","F","20132014","PHI",80,787.1,539.5,4,236,-0.3,0,-0.7,-0.2,-1.2,-0.2
"ADAM.HENRIQUE","F","20132014","N.J",77,1390.3,1026,161.7,166.4,4.2,1.9,1.8,2.4,10.4,2
"ADAM.LARSSON","D","20132014","N.J",26,462.4,424.5,12.4,23.4,0.6,-0.3,-0.1,0,0.2,0
"ADAM.MCQUAID","D","20132014","BOS",30,475.8,424.1,0.8,54.4,6.1,0,0.8,-0.4,6.4,1.3
"ADAM.PARDY","D","20132014","WPG",60,865.3,799.8,1.5,59.7,4.2,0,-0.2,-0.5,3.4,0.7
"ALEC.MARTINEZ","D","20132014","L.A",61,955.6,803.6,120.5,26.3,8.3,0.4,-0.7,0.8,8.8,1.7
"ALEKSANDER.BARKOV","F","20132014","FLA",54,921,747.6,141.8,7,4.9,-0.4,0,0.3,4.8,0.9
"ALES.HEMSKY","F","20132014","EDM",55,882.4,726.1,127.1,12.3,4.2,-0.2,-0.1,0.4,4.2,0.8
"ALES.HEMSKY","F","20132014","OTT",20,312.6,261.4,47.2,0.9,3.8,1.1,0,0.7,5.6,1.1
"ALEX.BURROWS","F","20132014","VAN",49,873.1,650.1,114.2,89.5,-1.9,1.2,0.6,-0.4,-0.6,-0.1
"ALEX.CHIASSON","F","20132014","DAL",79,1194,865.4,263,43.9,-0.3,0.7,0.5,-0.1,0.9,0.2
"ALEX.EDLER","D","20132014","VAN",63,1466.9,1125.5,178.6,137,-6.5,1.3,0,-0.4,-5.7,-1.1
"ALEXEI.EMELIN","D","20132014","MTL",59,1136.1,988.5,35.9,100.6,-3.3,0.9,-1.6,-0.4,-4.4,-0.9
"ALEX.GALCHENYUK","F","20132014","MTL",65,935.7,791.2,132.2,1.3,-0.2,0.4,0,0.8,1.1,0.2
"ALEX.GOLIGOSKI","D","20132014","DAL",81,1969.4,1466.2,266.9,200.2,3.1,-0.2,-0.1,2.4,5.1,1
