"player","position","season","Team","GP","TOI_all","TOI_EV","TOI_PP","TOI_SH","EV_GAR","PP_GAR","SH_GAR","Pens_GAR","GAR","WAR"
"AARON.GAGNON","F","20112012","WPG",7,66.1,65.7,0,0.4,-1.1,0,0,0,-1.1,-0.2
"AARON.JOHNSON","D","20112012","CBJ",56,924.4,793.1,47.4,74.8,2.1,0.9,0.8,1.1,4.9,1
"AARON.NESS","D","20112012","NYI",9,152.4,149.2,0.6,2.4,-0.7,0,0,0,-0.8,-0.2
"AARON.PALUSHAJ","F","20112012","MTL",38,287.5,282.7,1.6,0.9,1.1,0,0,1.5,2.6,0.5
"AARON.ROME","D","20112012","VAN",43,654.8,598.7,23.1,29.7,-1.6,0.9,-1.1,-0.7,-2.5,-0.5
"AARON.VOLPATTI","F","20112012","VAN",23,206.3,202.9,1.9,0.5,0.6,0,0,-0.5,0.1,0
"ADAM.BURISH","F","20112012","DAL",65,831.1,689.8,33.4,93,3.2,1.9,-0.9,-0.3,3.9,0.8
"ADAM.HALL","F","20112012","T.B",57,673.9,499.6,2.4,161.5,0.6,0,-1.2,0.6,0,0
"ADAM.HENRIQUE","F","20112012","N.J",74,1337,1079.2,119.5,130.9,10.7,-0.1,1,2.6,14.2,2.8
"ADAM.LARSSON","D","20112012","N.J",65,1340.3,1194.5,105.1,28.6,4.8,-0.8,0.3,0.9,5.1,1
"ADAM.MCQUAID","D","20112012","BOS",72,1076.6,994.9,3.7,74.6,2.2,0,1.1,0,3.3,0.6
"ADAM.PARDY","D","20112012","DAL",36,592.9,556.5,3.3,29.4,-1.1,0,-1.4,0,-2.5,-0.5
"ADRIAN.AUCOIN","D","20112012","ARI",62,1253.2,1075.5,31.2,129.8,2.5,-0.4,-0.2,-0.3,1.6,0.3
"ALEC.MARTINEZ","D","20112012","L.A",51,750.7,650,90.8,6.1,3.9,2.4,0.1,1.4,7.9,1.5
"ALES.HEMSKY","F","20112012","EDM",69,1210.8,1037.6,144.6,2.4,-2.8,0,0,0.2,-2.5,-0.5
"ALEX.BURMISTROV","F","20112012","WPG",76,1266.4,1017.4,91.4,136.1,3.7,0,1.2,0.9,5.8,1.1
"ALEX.BURROWS","F","20112012","VAN",80,1478,1129.7,169.9,148.4,5.7,-0.5,-0.6,-0.4,4.2,0.8
"ALEX.EDLER","D","20112012","VAN",82,1956.9,1463.2,279.6,184.3,-1,2.6,0.5,1.5,3.7,0.7
"ALEXEI.EMELIN","D","20112012","MTL",67,1158.3,1050.6,11.4,87.4,-2.8,-0.2,-0.9,2.3,-1.6,-0.3
"ALEXEI.PONIKAROVSKY","F","20112012","CAR",49,728.7,596.8,103.7,11.9,-5.1,2.6,-0.1,0,-2.5,-0.5
"ALEXEI.PONIKAROVSKY","F","20112012","N.J",33,473.4,466.5,3.1,8.6,5.6,0,0.1,0.6,6.2,1.2
"ALEX.GIROUX","F","20112012","CBJ",9,109.8,89.3,18.4,0,1.6,-0.1,0,-0.5,0.9,0.2
"ALEX.GOLIGOSKI","D","20112012","DAL",71,1616.6,1275.3,218.4,90.3,11.7,0,0.8,2.7,15.2,3
"ALEX.OVECHKIN","F","20112012","WSH",78,1543.5,1233.3,280.1,2,6.3,4.2,0,4.2,14.8,2.9
"ALEX.PICARD","D","20112012","PIT",17,223.4,210.1,7.6,3.8,2.7,0,0,0.3,3,0.6
"ALEX.PIETRANGELO","D","20112012","STL",80,1978.9,1464.5,229.4,250.1,2.7,4.1,3.3,1.8,11.9,2.3
"ALEX.RADULOV","F","20112012","NSH",9,174.1,158.5,13.8,0.1,2.8,0.2,0,-0.1,2.9,0.6
"ALEX.SEMIN","F","20112012","WSH",77,1292.6,1077.9,192.7,1.1,8.3,1.4,0,-1.4,8.3,1.6
"ALEX.STEEN","F","20112012","STL",43,822.4,623.3,107.6,72.3,13.1,0.9,-0.8,0.7,13.9,2.7
"ALEX.SULZER","D","20112012","BUF",15,289.6,274.9,7.1,5,5,0.1,0,0,5.1,1
"ALEX.SULZER","D","20112012","VAN",12,191.7,180.5,2.5,8.4,0.2,0,-0.1,0.4,0.5,0.1
"ALEX.TANGUAY","F","20112012","CGY",64,1218.8,898.4,205,85.8,6.3,1.2,-1.2,0.7,7,1.4
"ALEX.URBOM","D","20112012","N.J",5,68,64.9,0.1,2.9,1.1,0,0,-0.3,0.9,0.2
"ANDREAS.ENGQVIST","F","20112012","MTL",12,79.1,65.9,0,12.1,-0.1,0,0.2,-0.4,-0.3,-0.1
"ANDREAS.LILJA","D","20112012","PHI",46,629.6,583.8,1,42,-1.2,0,-0.1,-1.7,-3,-0.6
"ANDREAS.NODL","F","20112012","CAR",48,579.3,566.8,3.6,7,-3.4,0,0,0.2,-3.2,-0.6
"ANDREAS.NODL","F","20112012","PHI",12,123.5,98.3,1.5,22.6,-0.6,0,-0.6,0.3,-0.9,-0.2
"ANDREI.KOSTITSYN","F","20112012","MTL",53,804.7,702.1,94.5,1.1,0.3,0.6,0,0.8,1.7,0.3
"ANDREI.KOSTITSYN","F","20112012","NSH",19,283.7,253.5,28.6,0,4.7,-0.2,0,-0.3,4.2,0.8
"ANDREI.LOKTIONOV","F","20112012","L.A",39,488.6,455.8,28,0.7,-3.3,-0.7,0,1,-3,-0.6
"ANDREI.MARKOV","D","20112012","MTL",13,234.1,176.6,48.6,6.3,-1.5,-0.2,0.1,0.2,-1.5,-0.3
"ANDREJ.MESZAROS","D","20112012","PHI",62,1281.3,1030.8,86.5,148.1,5.9,-0.1,-1.1,-0.2,4.5,0.9
"ANDREJ.SEKERA","D","20112012","BUF",69,1344.4,1166.8,60.8,111,9.3,0.4,1.1,2.7,13.5,2.6
"ANDREW.ALBERTS","D","20112012","VAN",44,629,573.4,2.8,50.8,1.7,0,0.4,0,2.1,0.4
"ANDREW.BRUNETTE","F","20112012","CHI",78,1056.9,864.6,171.8,1.5,-5.2,1.8,0,1.4,-2,-0.4
"ANDREW.COGLIANO","F","20112012","ANA",82,1204.2,1017.8,45,130.8,3.1,0.4,1.2,1.9,6.7,1.3
"ANDREW.DESJARDINS","F","20112012","S.J",76,725.4,657,2.2,62.2,3.7,0,0.2,-0.5,3.4,0.7
"ANDREW.EBBETT","F","20112012","VAN",18,172.5,151.6,14.2,6.4,1.3,0.6,0,-0.1,1.8,0.4
"ANDREW.FERENCE","D","20112012","BOS",72,1353,1165.1,45.9,139.8,0,0.5,-0.1,1.5,2,0.4
"ANDREW.GORDON","F","20112012","ANA",37,396.1,316.8,3.3,75.9,-4.9,0,-0.5,0.8,-4.5,-0.9
"ANDREW.LADD","F","20112012","WPG",82,1604,1224.4,209.2,125.5,1.5,-0.3,1.1,-0.3,2,0.4
"ANDREW.MACDONALD","D","20112012","NYI",75,1753.1,1464.3,100.6,165.1,-1.6,-1,-0.5,3.4,0.4,0.1
"ANDREW.MURRAY","F","20112012","S.J",39,300.4,279.2,1.6,14.8,1.9,0,-0.5,0.7,2.1,0.4
"ANDREW.SHAW","F","20112012","CHI",37,562.7,479,58.6,9.8,5.5,0.6,-0.1,2.4,8.4,1.7
"ANDY.GREENE","D","20112012","N.J",56,1090.6,948.1,23.9,100.9,6.1,-0.1,1.7,1.4,9,1.8
"ANDY.MCDONALD","F","20112012","STL",25,463.2,350.6,72.6,32.3,3.8,1.7,0.3,1.1,6.9,1.4
"ANDY.MIELE","F","20112012","ARI",7,62.6,50.9,5.9,0.1,-1.5,-0.1,0,-0.5,-2,-0.4
"ANDY.SUTTON","D","20112012","EDM",52,867,768,1.5,91.5,0.9,0,1.3,-3.1,-1,-0.2
"ANTHONY.STEWART","F","20112012","CAR",77,625.6,591.9,27.8,0.7,1.4,-0.2,0,0.6,1.8,0.4
"ANTOINE.VERMETTE","F","20112012","ARI",21,360,306.2,47.6,2.1,0.2,0.7,0,-0.1,0.8,0.2
"ANTOINE.VERMETTE","F","20112012","CBJ",60,1034.4,792.4,114,109.1,3.7,1.3,-0.2,1.7,6.4,1.3
"ANTON.BABCHUK","D","20112012","CGY",32,463.7,379.7,77.4,1.1,2,0,0,0.2,2.2,0.4
"ANTON.LANDER","F","20112012","EDM",56,594.4,493.7,5.8,90,-2.8,0.1,-1.3,-0.2,-4.2,-0.8
"ANTON.STRALMAN","D","20112012","NYR",53,906.3,802.2,64.2,31.6,3.2,0.4,0.5,0.1,4.1,0.8
"ANTON.VOLCHENKOV","D","20112012","N.J",72,1292.8,1059.6,1.8,221.5,4.3,0,-0.4,0.5,4.4,0.9
"ANTTI.MIETTINEN","F","20112012","WPG",45,526.8,446.4,37.4,40.8,-4.2,1.1,-0.1,0.5,-2.8,-0.5
"ANZE.KOPITAR","F","20112012","L.A",82,1749.8,1251,272.3,181.7,11.1,3.3,0.4,2.7,17.6,3.4
"ARRON.ASHAM","F","20112012","PIT",64,590.9,584.8,3.8,0,1.5,0,0,0.4,1.9,0.4
"ARTEM.ANISIMOV","F","20112012","NYR",79,1216.7,989,126.8,82.6,7.1,-1,-0.3,0.9,6.6,1.3
"ARTURS.KULDA","D","20112012","WPG",9,97.8,97.6,0,0.1,1.2,0,0,0.3,1.5,0.3
"BARRET.JACKMAN","D","20112012","STL",80,1652.2,1348.7,4.2,266.9,-0.8,0,1.4,2.1,2.7,0.5
"BEN.EAGER","F","20112012","EDM",63,532.8,532.8,3.2,0.4,0.7,0,0,-2.2,-1.5,-0.3
"BEN.LOVEJOY","D","20112012","PIT",34,450.5,428.3,1.3,18.3,0.5,0,0.1,0.2,0.8,0.2
"BENN.FERRIERO","F","20112012","S.J",35,421.8,403.2,11,0.5,1.2,-0.2,0,-0.1,0.9,0.2
"BENOIT.POULIOT","F","20112012","BOS",74,898.3,818.1,79.2,0.6,6.8,-0.6,0,1,7.1,1.4
"BEN.SMITH","F","20112012","CHI",13,127.6,121.9,1,4,0.2,0,0,0.4,0.6,0.1
"BILL.THOMAS","F","20112012","FLA",7,61.2,57.7,0.6,2.8,-0.3,0,0,0,-0.3,-0.1
"B.J..CROMBEEN","F","20112012","STL",39,321.7,314.2,1,0.7,-1,0,0,-0.6,-1.6,-0.3
"BLAIR.JONES","F","20112012","CGY",21,302.8,248,25,25.8,-0.7,-0.6,-1,0.1,-2.2,-0.4
"BLAIR.JONES","F","20112012","T.B",22,185.7,167.7,7.1,6.2,-0.3,-0.1,0,-0.5,-0.9,-0.2
"BLAKE.COMEAU","F","20112012","CGY",58,928.9,792.4,42.4,87.5,-0.3,-0.7,1.8,0,0.8,0.2
"BLAKE.COMEAU","F","20112012","NYI",16,208.9,194.9,5.6,7.1,-4.9,0.1,0,-0.3,-5.1,-1
"BLAKE.GEOFFRION","F","20112012","MTL",13,158.9,153.6,2.6,2.1,0.3,0,0,0.1,0.3,0.1
"BLAKE.GEOFFRION","F","20112012","NSH",22,227.6,192.4,6.7,23.1,-0.4,-0.1,0.9,-0.5,-0.1,0
"BLAKE.WHEELER","F","20112012","WPG",80,1518.2,1270.1,204.1,14.7,9,0.9,-0.4,1.6,11.2,2.2
"BOBBY.BUTLER","F","20112012","OTT",55,629.5,576.5,47.5,0,4.5,-1.3,0,0.3,3.6,0.7
"BOBBY.RYAN","F","20112012","ANA",82,1503,1232.6,170.1,57.4,6.3,-0.1,-1.1,3,8.1,1.6
"BOYD.GORDON","F","20112012","ARI",73,1160.5,923.6,8.8,208.5,1.4,-0.1,-2.8,1,-0.5,-0.1
"BRAD.BOYES","F","20112012","BUF",65,855.9,709.8,128.9,5.3,-1.5,-0.2,0,1,-0.7,-0.1
