"player","position","season","Team","GP","TOI_all","TOI_EV","TOI_PP","TOI_SH","EV_GAR","PP_GAR","SH_GAR","Pens_GAR","GAR","WAR"
"ANDREW.BRUNETTE","F","20072008","COL",82,1273.9,991.9,253.2,1.9,7.6,0.8,0,2.5,10.9,2.1
"ANDREW.COGLIANO","F","20072008","EDM",82,1119.7,876.9,165.4,64,5.5,-1.4,-1,2,5,1
"ANDREW.FERENCE","D","20072008","BOS",59,1312,1005.6,121.7,158.6,-5.7,-0.7,-2.1,1.3,-7.3,-1.4
"ANDREW.LADD","F","20072008","CAR",43,505,437.7,57.5,1.4,1.3,-1,0,-0.2,0.1,0
"ANDREW.LADD","F","20072008","CHI",20,293.8,245,51.1,1.3,1.2,0.1,0,0.2,1.5,0.3
"ANDREW.MURRAY","F","20072008","CBJ",39,456.1,399.5,18.1,28,4.6,-0.5,0.3,0.2,4.6,0.9
"ANDREW.PETERS","F","20072008","BUF",44,138.4,136.3,1.9,0,-2.5,0,0,-0.5,-3,-0.6
"ANDY.GREENE","D","20072008","N.J",59,1149.5,878.4,116,107.2,-5.6,0.8,1,1.3,-2.5,-0.5
"ANDY.HILBERT","F","20072008","NYI",70,942.1,731,13.1,181,3.3,-0.3,-0.4,1.2,3.8,0.7
"ANDY.MCDONALD","F","20072008","ANA",33,548.1,420.2,109.5,3.9,1.2,-0.2,0.1,1.2,2.3,0.4
"ANDY.MCDONALD","F","20072008","STL",49,913.4,692.8,162.9,24.1,1.6,1.6,-0.2,1.2,4.2,0.8
"ANDY.SUTTON","D","20072008","NYI",58,1053.4,807.1,48.4,177.9,0.2,-1.3,-0.3,-1.6,-2.9,-0.6
"ANDY.WOZNIEWSKI","D","20072008","TOR",48,679.5,531.2,9.5,112.9,2.3,-0.1,-3.5,-3.3,-4.7,-0.9
"ANTHONY.STEWART","F","20072008","FLA",26,159.6,151.6,3.2,0,-0.7,0,0,0.1,-0.6,-0.1
"ANTOINE.VERMETTE","F","20072008","OTT",81,1419.3,992.1,114.8,290.8,4.7,1.2,-0.6,-0.2,5.1,1
"ANTON.STRALMAN","D","20072008","TOR",50,640.6,546,70.4,2.4,-1,0.1,0,0.7,-0.3,0
"ANTON.VOLCHENKOV","D","20072008","OTT",67,1374.1,1062.9,7,278,-4.8,0.1,-2.8,1.7,-5.9,-1.1
"ANTTI.MIETTINEN","F","20072008","DAL",69,964.1,765.9,172.9,4.8,1,-0.4,0,-0.5,0.1,0
"ANZE.KOPITAR","F","20072008","L.A",82,1694,1229.2,324.4,93.2,1.5,4.9,0,6.3,12.7,2.4
"ARRON.ASHAM","F","20072008","N.J",77,658.6,580.4,52.8,1,-2.4,-1,0,1.3,-2.1,-0.4
"BARRET.JACKMAN","D","20072008","STL",78,1747.3,1330.9,122.3,258.8,1.4,-0.7,-1.5,3.5,2.7,0.5
"BATES.BATTAGLIA","F","20072008","TOR",13,61.9,56.9,0.9,2.5,-1.1,0,0,-0.1,-1.1,-0.2
"BEN.EAGER","F","20072008","PHI",23,126.2,116.1,0,0,-2.1,0,0,-0.4,-2.5,-0.5
"BEN.GUITE","F","20072008","COL",79,1031.3,794,4.2,217.1,-0.6,0,-2,-0.6,-3.3,-0.6
"BENOIT.POULIOT","F","20072008","MIN",11,97,85.2,11.4,0,-0.6,0,0,0.8,0.1,0
"BILL.GUERIN","F","20072008","NYI",81,1407.7,1079.9,286.5,5.3,-0.7,0.9,0,-0.6,-0.3,-0.1
"BILL.THOMAS","F","20072008","ARI",7,92,83,7.3,0.7,-1.2,0.2,0,0.3,-0.6,-0.1
"BLAIR.BETTS","F","20072008","NYR",75,886,654.5,7.8,199,2.4,0.1,0.3,-0.7,2,0.4
"BLAKE.COMEAU","F","20072008","NYI",51,595.3,550.1,34,5.5,2.8,0.7,-0.1,0.4,3.9,0.8
"BOBBY.ALLEN","D","20072008","BOS",19,187.5,167.2,13.5,6.7,-0.4,-0.2,0.1,0.4,-0.1,0
"BOBBY.HOLIK","F","20072008","ATL",82,1304.6,1044.8,141.8,102.8,6.3,-1.5,1.9,-3.8,2.9,0.5
"BOBBY.RYAN","F","20072008","ANA",23,259.1,195.7,54.2,0.6,1.2,0,0,0.4,1.7,0.3
"BORIS.VALABIK","D","20072008","ATL",7,116.8,99,0.3,17.3,0.1,0,0,-0.4,-0.3,-0.1
"BOYD.DEVEREAUX","F","20072008","TOR",62,866.4,689,6.3,138.8,-2.6,-0.1,0.2,-0.6,-3.1,-0.6
"BOYD.GORDON","F","20072008","WSH",67,1054.2,752.1,18.8,265.2,3.9,-0.4,-3.6,1.6,1.5,0.3
"BRAD.BOYES","F","20072008","STL",82,1470.2,1116.2,306.3,6,8.7,1.6,0,2.3,12.6,2.4
"BRAD.ISBISTER","F","20072008","VAN",55,595.2,543.6,25.2,10.2,-1.8,-1.2,0.1,0.8,-2.1,-0.4
"BRAD.LARSEN","F","20072008","ATL",62,558.1,523.1,2.8,27.2,-3.5,0,-2.4,0.1,-5.8,-1.1
"BRAD.LUKOWICH","D","20072008","T.B",59,978.6,823.7,8.1,132.3,-2.9,0,0.4,1.8,-0.8,-0.1
"BRAD.MAY","F","20072008","ANA",61,401.2,382.9,1.5,0.6,-0.3,0,0,-0.5,-0.8,-0.2
"BRAD.RICHARDS","F","20072008","DAL",12,231,162.4,48.6,14.7,0.7,0.2,0.2,0.7,1.8,0.3
"BRAD.RICHARDS","F","20072008","T.B",62,1502.6,999.5,306.9,151.6,2.5,2,-1.2,1.1,4.5,0.9
"BRAD.RICHARDSON","F","20072008","COL",22,296.6,251.8,0.8,39,-0.5,0,-0.8,0.8,-0.6,-0.1
"BRAD.STUART","D","20072008","DET",9,186.5,143.6,15.1,25.9,1.4,0,-1.4,0.2,0.2,0
"BRAD.STUART","D","20072008","L.A",63,1333.9,939.2,198.1,176.5,-3.6,2.5,-3.6,0.4,-4.3,-0.8
"BRAD.WINCHESTER","F","20072008","DAL",41,329.7,286.8,11.4,5,-2.7,0,0.1,0.4,-2.3,-0.4
"BRANDON.BOCHENSKI","F","20072008","ANA",12,149.7,103.2,35.6,0,-0.4,0,0,-0.3,-0.8,-0.2
"BRANDON.BOCHENSKI","F","20072008","BOS",20,255.9,228.1,25,0.2,1.3,-0.3,0,0.3,1.4,0.3
"BRANDON.BOCHENSKI","F","20072008","NSH",8,72.1,67.8,4.2,0,1,0,0,0.3,1.3,0.3
"BRANDON.DUBINSKY","F","20072008","NYR",82,1188.2,959.8,189.1,11,8,-1.8,0.1,2.8,9.1,1.8
"BRANISLAV.MEZEI","D","20072008","FLA",57,824.2,717.3,1.9,92.9,-3.1,0,-1.1,-1.3,-5.4,-1
"BRANKO.RADIVOJEVIC","F","20072008","MIN",72,1068.1,898.5,25.1,107.9,-0.2,1.4,1.9,0.2,3.2,0.6
"BRAYDON.COBURN","D","20072008","PHI",78,1656.2,1248.8,184.4,166.2,11.1,4.2,2.6,1.1,19.1,3.7
"BRENDAN.MORRISON","F","20072008","VAN",39,599.8,409.1,128.4,38.8,3.1,2.1,1.1,-0.6,5.6,1.1
"BRENDAN.SHANAHAN","F","20072008","NYR",73,1349.9,842.5,272.7,178.3,0.4,0.7,0.3,-1.4,0,0
"BRENDAN.WITT","D","20072008","NYI",59,1274.1,1001.6,9.5,239.9,-4.2,0.1,1.1,0,-3,-0.6
"BRENDEN.MORROW","F","20072008","DAL",82,1637.1,1144.3,332,105.4,12.7,5.3,0.4,2.6,20.9,4
"BRENT.BURNS","D","20072008","MIN",81,1862.9,1336.5,242.9,204.9,10,1.8,1.1,0.6,13.5,2.6
"BRENT.SEABROOK","D","20072008","CHI",81,1740.1,1277.2,179.9,246.8,2.8,1.6,-0.6,0.7,4.5,0.9
"BRENT.SOPEL","D","20072008","CHI",57,1156.5,827.1,56.3,247,-0.5,0,0.6,1.9,2,0.4
"BRET.HEDICAN","D","20072008","CAR",66,1272.4,1073.3,38.9,134.4,6.8,-0.1,-1.9,-1.5,3.3,0.6
"BRETT.CLARK","D","20072008","COL",57,1319.9,927.1,179.4,182,2.3,0.1,2.2,1.4,6,1.1
"BRETT.LEBDA","D","20072008","DET",78,1283.1,1134.6,105.4,30.2,-3.7,-1.1,0.7,0.1,-4,-0.8
"BRETT.MCLEAN","F","20072008","FLA",67,1087.6,787.3,127.3,149.1,2.3,3,-2.7,-0.9,1.6,0.3
"BRETT.STERLING","F","20072008","ATL",13,161.1,139.5,19.8,0.8,1.1,-0.2,0,-0.6,0.2,0
"BRIAN.BOYLE","F","20072008","L.A",8,108.8,85.8,13.7,0,2.8,-0.3,0,0.2,2.7,0.5
"BRIAN.CAMPBELL","D","20072008","BUF",63,1581.4,1117.4,251.3,184.3,5.8,1.3,2.6,3.2,12.8,2.5
"BRIAN.CAMPBELL","D","20072008","S.J",20,502.2,368.1,96.3,29.9,2.8,4.2,0.3,1,8.3,1.6
"BRIAN.GIONTA","F","20072008","N.J",82,1496,1080,272.7,58.9,0.4,2.2,2.1,-0.6,4.1,0.8
"BRIAN.LEE","D","20072008","OTT",6,100.9,88.7,8.9,2.7,0.9,-0.1,0,-0.1,0.8,0.1
"BRIAN.MCGRATTAN","F","20072008","OTT",38,109.1,108.2,0.7,0,-0.8,0,0,0,-0.8,-0.2
"BRIAN.POTHIER","D","20072008","WSH",38,710,580.2,67.8,48,4.3,1.1,0.8,1,7.3,1.4
"BRIAN.RAFALSKI","D","20072008","DET",73,1754.7,1286.5,317.4,115.3,2.9,6,0.5,1.8,11.3,2.2
"BRIAN.ROLSTON","F","20072008","MIN",80,1588.3,1089.5,287.2,153.6,-2,3.9,0.3,-1.7,0.6,0.1
"BRIAN.SUTHERBY","F","20072008","ANA",45,391.5,316.6,4.7,57.7,-1.3,0,-0.1,0.2,-1.2,-0.2
"BRIAN.WILLSIE","F","20072008","L.A",53,562.3,532.7,21.7,2.2,2.1,-0.7,0,-2.1,-0.7,-0.1
"BROOKS.LAICH","F","20072008","WSH",82,1151.7,819.3,103.6,209.2,-0.4,2.3,-1.2,1.4,2,0.4
"BROOKS.ORPIK","D","20072008","PIT",78,1321.9,1143.3,41,94.3,-0.4,-0.7,0.3,0.6,-0.2,0
"BRUNO.GERVAIS","D","20072008","NYI",60,1198.6,885,122.1,169.5,2.6,-1.5,2.2,0.6,3.9,0.8
"BRYAN.ALLEN","D","20072008","FLA",73,1554.1,1236.8,36.8,256.4,0.9,0.4,-0.7,1,1.6,0.3
"BRYAN.BERARD","D","20072008","NYI",54,952.7,697.2,217.3,16.3,0.1,0.1,0.6,-0.2,0.6,0.1
"BRYAN.LITTLE","F","20072008","ATL",48,744.6,584.8,148.2,1.8,2.2,-2.1,0,1.2,1.2,0.2
"BRYAN.MCCABE","D","20072008","TOR",54,1396,915.2,236.1,184.5,-2.9,2.4,-1.4,-0.8,-2.8,-0.5
"BRYAN.SMOLINSKI","F","20072008","MTL",64,840.3,668.7,34,115.9,-0.4,3.9,-1.3,-1.3,1,0.2
"BRYCE.SALVADOR","D","20072008","N.J",8,167.2,144.2,0.6,20.7,0.1,0,0.3,0.4,0.7,0.1
"BRYCE.SALVADOR","D","20072008","STL",56,1096.7,874.3,4.5,189.9,6.5,0,-0.1,1,7.3,1.4
"BYRON.RITCHIE","F","20072008","VAN",71,874.8,626.2,62.1,155.9,-5,-0.9,0.4,1.2,-4.3,-0.8
"CAM.BARKER","D","20072008","CHI",45,772.2,599.8,122.3,39.9,-1.3,0.9,0,0.1,-0.4,-0.1
"CAM.JANSSEN","F","20072008","STL",12,85.4,84.8,0,0.3,0.2,0,0,-0.8,-0.5,-0.1
"CARLO.COLAIACOVO","D","20072008","TOR",28,487.8,406.9,8.5,63,0.3,-0.1,-0.6,1,0.5,0.1
"CASEY.BORER","D","20072008","CAR",11,168.1,136.3,15.3,9.1,-0.8,0.2,-0.1,0,-0.7,-0.1
"CHAD.KILGER","F","20072008","TOR",53,615.8,528.2,5.3,65.9,2.2,0,-0.9,0.2,1.4,0.3
"CHAD.LAROSE","F","20072008","CAR",58,814.6,671.3,12.7,118.8,2.7,0,-0.7,1.3,3.3,0.6
"CHRIS.CAMPOLI","D","20072008","NYI",46,878.8,634.6,170.4,43.5,6.3,2.3,-1.8,2.2,9,1.7
"CHRIS.CHELIOS","D","20072008","DET",69,1167.2,858.8,21.1,273.3,2.4,0.2,-0.3,0.8,3.1,0.6
"CHRIS.CLARK","F","20072008","WSH",18,304.2,230.1,56.9,7.1,-0.9,-2.2,-0.1,-1.7,-4.9,-1
"CHRIS.CONNER","F","20072008","DAL",22,263.9,240.9,18.8,3.1,-0.2,-0.8,0,-0.6,-1.5,-0.3
"CHRIS.DRURY","F","20072008","NYR",82,1617,1009.6,306.8,244.4,0.4,5.9,1.1,-0.1,7.3,1.4
"CHRIS.GRATTON","F","20072008","T.B",60,762.2,613.6,105.3,28.1,5.1,0.6,0.2,-3.4,2.5,0.5
"CHRIS.HIGGINS","F","20072008","MTL",82,1470.9,1046.9,257.1,121.5,2.6,0.4,0.6,5.1,8.7,1.7
"CHRIS.KELLY","F","20072008","OTT",75,1240.8,927.6,18.9,277.4,-0.3,0.1,2.6,-0.5,1.9,0.4
"CHRIS.KUNITZ","F","20072008","ANA",82,1384.7,1001.5,245.7,71.7,2.4,2.2,-0.1,-0.2,4.3,0.8
"CHRIS.NEIL","F","20072008","OTT",68,867.5,756.6,94.7,1.6,6.3,-0.2,0,-2.7,3.4,0.7
"CHRIS.PHILLIPS","D","20072008","OTT",81,1817.3,1408.8,17.8,358.5,0.2,-0.1,-0.7,0.4,-0.2,0
"CHRIS.PRONGER","D","20072008","ANA",72,1867,1155,337.7,277.9,0,2.7,-0.9,-2,-0.1,0
"CHRIS.SIMON","F","20072008","MIN",10,77.3,61.5,14.7,0,0.4,-0.1,0,-0.3,0,0
"CHRIS.SIMON","F","20072008","NYI",28,194.9,183.7,6.1,0.5,0.1,-0.1,0,-0.9,-0.9,-0.2
"CHRIS.THORBURN","F","20072008","ATL",73,651.4,633,9.9,1.5,3.7,-0.2,0,-0.9,2.6,0.5
"CHRISTIAN.BACKMAN","D","20072008","NYR",18,338.6,279.5,39.1,17.9,0.2,0.4,0.3,-0.9,-0.1,0
"CHRISTIAN.BACKMAN","D","20072008","STL",45,871.3,677,122.8,53.3,0.7,1,0.2,0.2,2.1,0.4
"CHRISTIAN.EHRHOFF","D","20072008","S.J",77,1672.9,1251.5,175.1,190.2,3.4,-3.8,0.6,-1,-0.7,-0.1
"CHRISTOPH.SCHUBERT","D","20072008","OTT",82,1112.4,762.3,161.5,176.5,-2,0.4,2.1,-1.3,-0.9,-0.2
"CHUCK.KOBASEW","F","20072008","BOS",73,1290.3,938.9,154.6,161,3.5,1.1,-1.3,2.8,6.1,1.2
"CLARKE.MACARTHUR","F","20072008","BUF",37,538.8,467,53.4,12.4,-1.3,-1.1,0,-0.5,-2.9,-0.5
"CLAY.WILSON","D","20072008","CBJ",7,118.5,85,30.6,0.8,0.9,0.4,0,0.6,2,0.4
"CODY.BASS","F","20072008","OTT",21,111.5,104.2,1.4,5.8,0.3,0,0,0,0.3,0.1
"CODY.MCCORMICK","F","20072008","COL",40,438.9,408.9,2.1,22.5,1.4,0,0.4,-0.1,1.7,0.3
"CODY.MCLEOD","F","20072008","COL",49,496.1,469.9,5.5,16,-1,-0.1,-0.8,0.5,-1.5,-0.3
"COLBY.ARMSTRONG","F","20072008","ATL",18,324.6,229.1,28.9,62.6,0.7,-0.4,-0.1,0.7,0.8,0.2
"COLBY.ARMSTRONG","F","20072008","PIT",54,831.4,657.3,27.7,119.5,5.7,-1.4,-1.3,0.5,3.6,0.7
"COLIN.STUART","F","20072008","ATL",18,215.7,207.9,1,12.8,0.5,0,0.2,-0.4,0.3,0.1
"COLIN.WHITE","F","20072008","N.J",57,1119.5,887.9,6.5,180.1,-1.5,-0.1,-0.9,-1.7,-4.1,-0.8
"COLTON.ORR","F","20072008","NYR",74,573.4,564.9,5.7,0.6,-3.8,-0.1,0,-0.7,-4.6,-0.9
"CONNOR.JAMES","F","20072008","PIT",13,93,88.9,2.1,0.6,-1.6,0,0,0,-1.5,-0.3
"COREY.PERRY","F","20072008","ANA",70,1256.5,955,232.7,6.8,10,-1.2,0,-0.1,8.7,1.7
"CORY.MURPHY","D","20072008","FLA",47,719.5,507.6,187.5,6.5,2.9,3.6,0.1,0.5,7,1.4
"CORY.SARICH","D","20072008","CGY",79,1486,1167.9,34.6,252.6,-1.9,0,1.6,-3.7,-3.9,-0.8
"CORY.STILLMAN","F","20072008","CAR",55,1093.2,769,235,63.6,-2.7,1.7,1.2,2.4,2.6,0.5
"CORY.STILLMAN","F","20072008","OTT",24,405.7,294.9,82.5,19.5,-2.4,2.3,-0.3,0,-0.4,-0.1
"CRAIG.ADAMS","F","20072008","CAR",40,388.7,297.9,4.8,81.8,-2,0,-0.1,-0.1,-2.2,-0.4
"CRAIG.ADAMS","F","20072008","CHI",35,417.6,308.6,4.9,96.2,-6.4,0.1,2.7,0.6,-2.9,-0.6
"CRAIG.CONROY","F","20072008","CGY",78,1338.3,966.2,147.2,190.1,4.3,-0.9,-2.5,-2.5,-1.6,-0.3
"CRAIG.MACDONALD","F","20072008","T.B",65,706.5,562.2,3.9,134.6,1.6,0.1,1.8,0.8,4.3,0.8
"CRAIG.RIVET","D","20072008","S.J",74,1566.7,1088.1,258.9,162.6,0.9,3.7,0.2,0.7,5.5,1.1
"CRAIG.WELLER","F","20072008","ARI",59,612.6,585.2,20.8,1.2,2.3,0.5,0,-1.1,1.7,0.3
"CURTIS.BROWN","F","20072008","S.J",33,356.9,268.3,7.2,67.5,3.5,-0.1,-0.9,-0.8,1.8,0.3
"CURTIS.GLENCROSS","F","20072008","CBJ",35,424.2,357.9,55.5,0.1,0.9,0,0,0.1,1,0.2
"CURTIS.GLENCROSS","F","20072008","EDM",26,268.1,264.7,0.9,1.1,4.6,0,0,0.8,5.5,1.1
"DAINIUS.ZUBRUS","F","20072008","N.J",82,1280.5,1021.9,191,9,7,0,-0.1,1.1,7.9,1.5
"DALLAS.DRAKE","F","20072008","DET",65,695.3,562.8,6.2,122.4,-5.7,0,0.5,1.9,-3.4,-0.7
"DAN.BOYLE","D","20072008","T.B",37,1013.9,728,163.1,96.8,3.1,3,0.6,0.1,6.8,1.3
"DAN.CARCILLO","F","20072008","ARI",57,724.4,610.4,96,6.2,-2.3,0.7,0,-2,-3.7,-0.7
"DAN.FRITSCHE","F","20072008","CBJ",68,830.5,726.5,51,33.2,5.1,-0.6,0.4,-0.3,4.6,0.9
"DAN.GIRARDI","D","20072008","NYR",82,1738.1,1275.4,220.9,201.1,1.9,-1.1,1.8,5.6,8.2,1.6
"DAN.HAMHUIS","D","20072008","NSH",80,1815.3,1290.7,164.9,306.6,-0.5,-0.3,1.6,1.4,2.1,0.4
"DAN.HINOTE","F","20072008","STL",58,609,485.6,4,108.7,-1.6,0,1,-0.1,-0.7,-0.1
"DANIEL.ALFREDSSON","F","20072008","OTT",70,1555.2,1037.4,293,190.9,4.9,2.4,0.2,3.7,11.2,2.2
"DANIEL.BRIERE","F","20072008","PHI",79,1488.5,1060.8,361.9,3.4,-5.1,3.5,0,1.2,-0.4,-0.1
"DANIEL.CLEARY","F","20072008","DET",63,1093.8,761.4,161.9,149.1,11.5,3.2,0.5,0.9,16.1,3.1
"DANIEL.PAILLE","F","20072008","BUF",77,1002.8,855.5,12.9,132.9,6.1,0,-0.8,3.6,9,1.7
"DANIEL.SEDIN","F","20072008","VAN",82,1557.7,1137,332.5,21.2,6.9,4.9,0.3,2.2,14.3,2.8
"DANIEL.WINNIK","F","20072008","ARI",79,1113.8,883,44.4,166.1,3.4,0.5,-3.1,2.4,3.2,0.6
"DANNY.RICHMOND","D","20072008","CHI",7,65.8,60,0.8,5.1,-1.7,0,0.1,0.1,-1.5,-0.3
"DANY.HEATLEY","F","20072008","OTT",71,1539.2,1167.5,306.8,32.6,13.4,2.9,0,-0.1,16.2,3.1
"DARCY.HORDICHUK","F","20072008","NSH",45,231.6,222.9,1.5,0,-1.1,0,0,1,-0.1,0
"DARCY.TUCKER","F","20072008","TOR",74,1215.6,902.3,212.4,46,-0.1,1.7,0,2,3.5,0.7
"DARREN.HAYDAR","F","20072008","ATL",16,188.1,148.8,37.6,0.1,2.7,-0.3,0,0.6,3,0.6
"DARRYL.SYDOR","D","20072008","PIT",74,1298.6,1029.1,156,92.5,2.6,0.8,1,2.9,7.4,1.4
"DAVE.BOLLAND","F","20072008","CHI",39,535,416,40,73,4.1,-0.5,-0.4,0,3.2,0.6
"DAVID.BACKES","F","20072008","STL",72,1055.6,848.8,146.6,32.9,5.9,0.9,0.4,-1,6.1,1.2
"DAVID.BOOTH","F","20072008","FLA",73,1180.4,973.2,123,57.5,9.1,-3,-1.1,3.1,8.1,1.6
"DAVID.CLARKSON","F","20072008","N.J",81,973.7,897.5,40.6,0.7,9.2,-1.2,0,0.3,8.4,1.6
"DAVID.HALE","D","20072008","CGY",57,795.5,727.4,9.5,48.3,-2.1,-0.1,0.3,0.1,-1.8,-0.3
"DAVID.JONES","F","20072008","COL",27,306.7,281.6,20.1,0.6,-1.4,0.6,0,-0.2,-1,-0.2
"DAVID.KREJCI","F","20072008","BOS",56,820.4,672.9,114.8,14.4,2.3,3.4,-0.1,-0.1,5.5,1.1
"DAVID.LEGWAND","F","20072008","NSH",65,1167.9,786.2,222.2,116.2,-0.4,2.8,0.1,0.1,2.6,0.5
"DAVID.MOSS","F","20072008","CGY",40,505.8,416.4,32.6,45.1,1.5,-1.3,1.2,1.1,2.4,0.5
"DAVID.PERRON","F","20072008","STL",62,778.1,644.2,125.6,0.6,11.1,-1,0,1.4,11.6,2.2
"DAVID.STECKEL","F","20072008","WSH",67,908.8,635,6.4,250,-1.5,-0.1,0.3,0.6,-0.7,-0.1
"DAVID.TANABE","D","20072008","CAR",18,215.6,176.8,24.7,11.3,0.7,0,0,-0.1,0.5,0.1
"DAVID.VYBORNY","F","20072008","CBJ",65,1003.6,704.5,174.3,101,0.6,2.4,0.5,-0.3,3.2,0.6
"DAYMOND.LANGKOW","F","20072008","CGY",79,1482.2,1129.7,298.7,20.2,8.6,3.1,0.5,1.4,13.6,2.6
"DEAN.MCAMMOND","F","20072008","OTT",68,784.3,672,9.8,91.7,3.2,0.1,-0.9,-0.5,1.9,0.4
"DENIS.GREBESHKOV","D","20072008","EDM",71,1198.2,957.6,146.9,81.7,8.9,2.1,1,2.1,14.2,2.7
"DENIS.TOLPEKO","F","20072008","PHI",26,215.2,201.9,1.1,0.6,-2.5,0,0,0,-2.5,-0.5
