"player","position","season","Team","GP","TOI","G_60","A1_60","A2_60","Points_60","iSF_60","iFF_60","iCF_60","ixG_60","Sh_perc","F_Sh_perc","xFSH_perc","iBLK_60","iHF_60","iHA_60","GIVE_60","TAKE_60","iPENT2_60","iPEND2_60","iPENT5_60","iPEND5_60","FOW","FOL","FO_diff"
"BEN.LOVEJOY","D","20152016","PIT",66,1064.62,0.23,0.06,0.23,0.51,4.9,7.04,9.52,0.16,4.6,3.2,2.31,4.17,8,9.41,0.85,1.01,0.96,0.34,0,0,0,0,0
"BENOIT.POULIOT","F","20152016","EDM",55,706.23,0.59,0.93,0.51,2.04,6.12,8.58,10.28,0.6,9.72,6.93,6.99,2.04,2.97,2.8,2.04,2.21,1.27,1.19,0,0,20,26,-6
"BEN.SMITH","F","20152016","TOR",16,188.7,0.64,0,0.64,1.27,5.09,7.63,9.86,0.62,12.5,8.33,8.08,2.86,3.82,9.22,0,1.91,0,0,0,0,62,48,14
"BEN.STREET","F","20152016","COL",7,50.92,0,0,0,0,9.43,10.6,11.78,0.4,0,0,3.78,4.71,7.07,9.43,2.36,0,2.36,1.18,0,0,26,21,5
"BLAKE.COMEAU","F","20152016","COL",81,1077.42,0.33,0.5,0.33,1.17,6.18,7.96,11.08,0.45,5.41,4.2,5.66,1.67,8.58,4.4,1.17,1.5,0.95,0.78,0,0,164,173,-9
"BLAKE.PIETILA","F","20152016","N.J",7,73.5,0,0.82,0,0.82,7.35,7.35,10.61,0.25,0,0,3.44,1.63,14.69,10.61,0,0,0.82,1.63,0,0,0,0,0
"BLAKE.WHEELER","F","20152016","WPG",82,1194.48,0.9,1.31,0.35,2.56,10,13.66,17.03,0.76,9.05,6.62,5.56,2.21,4.27,4.17,1.86,1.56,0.85,1.16,0.05,0.05,9,15,-6
"BOBBY.FARNHAM","F","20152016","N.J",50,466.45,1.03,0.13,0.13,1.29,6.17,9.13,10.81,0.65,16.67,11.27,7.15,2.19,10.55,9.9,0.9,1.41,1.93,2.32,0.51,0.64,2,2,0
"BOBBY.RYAN","F","20152016","OTT",80,1092.02,0.77,0.93,0.27,1.98,7.69,10.33,13.63,0.76,10,7.45,7.32,1.21,5.27,5.27,2.03,2.64,0.66,1.15,0,0,2,7,-5
"BO.HORVAT","F","20152016","VAN",82,1042.45,0.63,0.35,0.46,1.44,6.5,8.46,10.82,0.64,9.73,7.48,7.54,2.07,3.34,3.45,0.69,1.27,0.29,0.69,0,0,567,509,58
"BOONE.JENNER","F","20152016","CBJ",82,1125.4,1.01,0.37,0.27,1.65,9.22,11.46,14.39,0.91,10.98,8.84,7.94,3.68,11.2,4,1.01,1.87,1.01,0.91,0.05,0.11,126,107,19
"BOYD.GORDON","F","20152016","ARI",65,597.8,0.1,0.1,0.1,0.3,5.02,6.42,7.63,0.36,2,1.56,5.53,3.41,1.91,5.52,1,0.7,0.4,0.4,0,0,371,255,116
"BRAD.BOYES","F","20152016","TOR",60,556.9,0.43,0.65,0.54,1.62,5.82,8.51,11.53,0.66,7.41,5.06,7.73,1.62,2.05,6.03,1.51,2.26,0.43,0.65,0,0,6,5,1
"BRAD.HUNT","D","20152016","EDM",7,81.3,0,0,0,0,7.38,8.12,11.81,0.15,0,0,1.82,4.43,5.17,2.21,3.69,1.48,0.74,0,0,0,0,0,0
"BRAD.MALONE","F","20152016","CAR",57,472.5,0.25,0.38,0.13,0.76,3.81,6.6,9.14,0.4,6.67,3.85,6.1,1.02,14.86,8.25,2.03,0.25,1.78,0.63,0.89,1.02,32,10,22
"BRAD.MARCHAND","F","20152016","BOS",77,1116.25,1.08,0.59,0.38,2.04,10.8,13.6,16.99,0.77,9.95,7.91,5.69,1.18,3.01,5.38,2.69,1.83,1.34,1.13,0.05,0.05,6,14,-8
"BRAD.RICHARDS","F","20152016","DET",68,808.45,0.45,0.3,0.15,0.89,8.46,11.21,14.62,0.51,5.26,3.97,4.56,0.89,1.19,2.52,1.34,1.04,0.22,0.15,0,0,103,115,-12
"BRAD.RICHARDSON","F","20152016","ARI",82,1103.07,0.54,0.6,0.38,1.52,5.87,7.72,10.44,0.56,9.26,7.04,7.29,2.34,3.05,4.46,0.76,1.25,0.82,0.71,0.11,0.11,466,395,71
"BRAD.STUART","D","20152016","COL",6,78.82,0,0,0,0,0,2.28,3.04,0.05,0,0,2,5.33,6.85,5.33,2.28,0,0,0,0,0,0,0,0
"BRADY.SKJEI","D","20152016","NYR",7,103.53,0,0,0,0,2.9,4.64,9.27,0.19,0,0,4,4.64,5.8,4.06,1.74,1.16,1.16,0,0,0,0,0,0
"BRANDON.BOLLIG","F","20152016","CGY",54,493.05,0.24,0,0.24,0.49,6.69,9.49,11.44,0.34,3.64,2.56,3.59,2.8,14.12,5.96,0.97,1.34,1.58,0.12,0.85,0.85,2,1,1
"BRANDON.DAVIDSON","D","20152016","EDM",51,791.62,0.15,0.08,0.3,0.53,4.09,6.82,10.91,0.19,3.7,2.22,2.78,4.85,5.23,8.94,2.65,1.14,0.45,0.15,0,0,0,0,0
"BRANDON.DUBINSKY","F","20152016","CBJ",75,1049.7,0.63,0.91,0.34,1.89,6.63,8.75,12.29,0.83,9.48,7.19,9.51,2.06,12.75,3.6,1.2,1.94,1.14,0.97,0.17,0.17,577,533,44
"BRANDON.GORMLEY","D","20152016","COL",26,308.15,0,0,0.19,0.19,2.14,4.09,6.23,0.08,0,0,2,3.5,3.5,5.84,2.34,0.97,0.78,0.19,0,0,0,0,0
"BRANDON.MANNING","D","20152016","PHI",56,837.05,0.07,0.14,0.29,0.5,4.52,6.52,10.25,0.16,1.59,1.1,2.42,3.37,6.02,5.38,1.22,0.5,0.86,1.29,0.29,0.22,0,1,-1
"BRANDON.MASHINTER","F","20152016","CHI",41,303.68,0.79,0,0.2,0.99,4.74,6.12,7.71,0.74,16.67,12.9,12.16,0.59,12.25,7.71,1.38,1.19,0.79,0.59,0.59,0.59,0,0,0
"BRANDON.PIRRI","F","20152016","ANA",9,97.73,1.84,0,0,1.84,8.6,11.05,17.8,0.85,21.43,16.67,7.67,1.84,6.75,5.53,2.46,1.23,0,0,0,0,0,2,-2
"BRANDON.PIRRI","F","20152016","FLA",52,641.95,0.56,0.37,0.28,1.22,7.57,11.03,15.05,0.57,7.41,5.08,5.17,0.84,4.86,4.77,1.78,1.59,1.12,1.03,0,0,47,64,-17
"BRANDON.PRUST","F","20152016","VAN",35,417.57,0.14,0.57,0.29,1.01,2.44,3.74,4.74,0.26,5.88,3.85,7.04,2.01,5.75,3.16,2.01,0.57,0.43,0.43,0.86,0.86,6,5,1
"BRANDON.SAAD","F","20152016","CBJ",78,1097.53,1.09,0.49,0.49,2.08,10.11,13.61,17.38,1.03,10.81,8.03,7.59,1.26,2.19,2.57,1.15,1.53,0.27,1.04,0,0,15,13,2
"BRANDON.SUTTER","F","20152016","VAN",20,263.48,0.68,0,0.68,1.37,7.06,9.34,10.48,0.56,9.68,7.32,6.02,1.82,2.5,4.1,1.14,0.68,0.23,1.37,0,0,101,86,15
"BRAYDEN.MCNABB","D","20152016","L.A",81,1352.43,0.09,0.22,0.22,0.53,3.77,6.12,9.67,0.14,2.35,1.45,2.22,3.15,8.12,6.61,2.04,0.71,1.15,0.58,0.09,0.09,0,0,0
"BRAYDEN.SCHENN","F","20152016","PHI",80,1041.65,0.81,0.69,0.46,1.96,6.91,9.27,12.79,0.82,11.67,8.7,8.8,1.73,10.43,5.41,1.61,1.56,0.4,0.63,0.17,0.17,47,54,-7
"BRAYDON.COBURN","D","20152016","T.B",80,1138.1,0.05,0.16,0.26,0.47,4.74,7.06,9.81,0.16,1.11,0.75,2.31,3.16,5.27,6.22,1.32,0.74,0.53,0.21,0.16,0.16,0,0,0
"BRENDAN.GALLAGHER","F","20152016","MTL",52,687.67,0.96,0.61,0.52,2.09,11.43,14.22,19.2,1.02,8.4,6.75,7.17,2.01,3.23,8.73,1.13,2.18,0.87,1.66,0,0,5,12,-7
"BRENDAN.GAUNCE","F","20152016","VAN",20,221.82,0.27,0,0,0.27,8.11,10.28,12.71,0.69,3.33,2.63,6.74,0.81,8.66,4.33,1.35,1.62,0,0,0,0,40,52,-12
"BRENDAN.LEIPSIC","F","20152016","TOR",6,70.72,0.85,0.85,0,1.7,7.64,10.18,13.57,1.05,11.11,8.33,10.33,5.09,8.48,8.48,0.85,2.55,0.85,0.85,0,0,1,1,0
"BRENDAN.SMITH","D","20152016","DET",63,986.7,0.12,0.36,0.24,0.73,4.26,6.08,9.3,0.21,2.86,2,3.47,1.82,4.99,6.38,1.82,0.61,1.4,0.73,0.12,0.12,0,0,0
"BRENDEN.DILLON","D","20152016","S.J",76,1178.6,0.1,0.25,0.2,0.56,4.58,6.52,10.33,0.15,2.22,1.56,2.27,4.07,7.28,5.96,1.99,0.51,0.87,0.25,0.15,0.15,0,0,0
"BRENT.BURNS","D","20152016","S.J",82,1557.77,0.65,0.46,0.31,1.43,9.51,13.48,20.03,0.4,6.88,4.86,2.96,4.39,3.12,3.08,3.2,1.58,0.65,0.5,0,0,1,0,1
"BRENT.REGNER","D","20152016","FLA",7,78.42,0,0,0,0,5.36,6.12,7.65,0.15,0,0,2.38,5.36,3.06,5.36,0.77,0,0.77,0,0,0,0,0,0
"BRENT.SEABROOK","D","20152016","CHI",81,1423.18,0.3,0.3,0.34,0.93,4.6,6.37,10.16,0.18,6.42,4.64,2.87,5.65,4.64,6.7,3.04,0.63,0.51,0.13,0,0,0,0,0
"BRETT.CONNOLLY","F","20152016","BOS",71,846.23,0.35,0.57,0.35,1.28,5.88,8.37,10.56,0.57,6.02,4.24,6.84,2.48,9.57,4.82,1.42,0.78,0.57,0.57,0,0,8,13,-5
"BRETT.KULAK","D","20152016","CGY",8,97.7,0,0,0,0,5.53,7.37,11.05,0.17,0,0,2.33,1.84,1.23,4.91,2.46,1.84,0,0,0,0,0,0,0
"BRETT.PESCE","D","20152016","CAR",69,1137.48,0.16,0.05,0.32,0.53,3.8,5.75,7.96,0.15,4.17,2.75,2.69,3.59,1.42,6.17,1.05,2.06,0.37,0.42,0,0,0,1,-1
"BRETT.RITCHIE","F","20152016","DAL",8,81.93,0,0,0.73,0.73,10.25,13.91,16.84,0.73,0,0,5.26,2.2,21.97,7.32,2.2,1.46,0.73,1.46,0,0.73,0,0,0
