"player","position","season","Team","GP","TOI","G_60","A1_60","A2_60","Points_60","iSF_60","iFF_60","iCF_60","ixG_60","Sh_perc","F_Sh_perc","xFSH_perc","iBLK_60","iHF_60","iHA_60","GIVE_60","TAKE_60","iPENT2_60","iPEND2_60","iPENT5_60","iPEND5_60","FOW","FOL","FO_diff"
"ADAM.PARDY","D","20102011","CGY",30,413.08,0.15,0.44,0.29,0.87,4.94,6.54,11.04,0.16,2.94,2.22,2.4,5.81,5.81,9.73,2.18,1.16,1.16,0.58,0,0,0,0,0
"ADRIAN.AUCOIN","D","20102011","ARI",75,1316.05,0.14,0.41,0.18,0.73,4.06,6.2,9.48,0.14,3.37,2.21,2.24,2.37,4.83,0.96,0.87,0.68,0.82,0.32,0,0,1,0,1
"ALEC.MARTINEZ","D","20102011","L.A",60,803.52,0.3,0.15,0.37,0.82,3.81,5.9,9.93,0.16,7.84,5.06,2.75,5.3,4.85,10.6,1.57,0.3,0.6,0.07,0,0,0,0,0
"ALES.HEMSKY","F","20102011","EDM",47,649.68,0.92,1.02,0.28,2.22,6.83,9.05,12.28,0.56,13.51,10.2,6.17,1.29,2.12,6.37,2.4,1.11,0.55,0.92,0,0,1,4,-3
"ALES.KOTALIK","F","20102011","CGY",26,281.17,0.64,0.21,0,0.85,11.52,16,19.21,0.71,5.56,4,4.44,0.85,7.47,3.84,1.92,1.49,0.85,0.64,0,0,4,4,0
"ALEX.BOLDUC","F","20102011","VAN",24,163.17,0.74,0.74,0,1.47,7.35,9.19,10.3,0.53,10,8,5.8,4.78,10.3,6.62,0.74,1.47,1.1,1.84,0.37,0.37,41,49,-8
"ALEX.BURMISTROV","F","20102011","ATL",74,863.82,0.42,0.35,0.49,1.25,5.9,8.27,11.04,0.48,7.06,5.04,5.78,1.18,3.96,4.17,2.15,2.99,0.69,1.39,0.07,0.07,252,360,-108
"ALEX.BURROWS","F","20102011","VAN",72,966.63,1.37,0.19,0.99,2.54,8.13,11.55,14.4,0.99,16.79,11.83,8.57,0.87,4.97,6.15,0.68,2.05,1.43,1.68,0,0,3,1,2
"ALEX.EDLER","D","20102011","VAN",51,907.27,0.2,0.46,0.4,1.06,5.29,8.66,12.04,0.24,3.75,2.29,2.79,4.83,4.76,7.74,1.12,1.32,0.53,0.26,0,0,0,1,-1
"ALEXEI.PONIKAROVSKY","F","20102011","L.A",61,648.23,0.37,0.46,0.28,1.11,7.68,10.18,13.05,0.5,4.82,3.64,4.9,2.13,12.13,7.03,2.04,1.11,1.57,0.93,0,0,1,4,-3
"ALEX.FROLOV","F","20102011","NYR",43,513.15,0.82,0.58,0.35,1.75,7.6,9.7,11.81,0.8,10.77,8.43,8.19,1.75,3.86,3.86,0.94,0.94,0.35,0.35,0,0,0,5,-5
"ALEX.GIROUX","F","20102011","EDM",8,90.07,0.67,0,0.67,1.33,6,6.66,11.99,0.75,11.11,10,11.3,2,10.66,6.66,0,0.67,0,2,0,0,0,1,-1
"ALEX.GOLIGOSKI","D","20102011","DAL",23,438.05,0.27,0.14,0.41,0.82,5.48,8.08,13.01,0.23,5,3.39,2.86,3.29,2.47,6.44,1.78,0.82,0.68,0.68,0,0,0,0,0
"ALEX.GOLIGOSKI","D","20102011","PIT",60,931.78,0.32,0.19,0.32,0.84,4.64,6.7,10.75,0.18,6.94,4.81,2.62,4.31,2.9,2.96,1.42,0.52,0.71,0.45,0,0,0,0,0
"ALEX.KOVALEV","F","20102011","OTT",54,731.32,0.57,0.66,0.08,1.31,7.3,9.76,13.7,0.65,7.87,5.88,6.69,0.25,0.57,3.36,3.61,2.46,0.49,0.49,0,0,1,2,-1
"ALEX.KOVALEV","F","20102011","PIT",20,267.45,0.45,0.45,0.45,1.35,4.94,7.63,10.77,0.35,9.09,5.88,4.65,0.67,0.9,4.26,2.24,1.12,1.35,0.67,0,0,1,2,-1
"ALEX.OVECHKIN","F","20102011","WSH",78,1280.08,0.89,1.08,0.42,2.39,11.62,16.26,23.86,0.89,7.66,5.48,5.46,0.98,10.5,6.47,2.16,1.55,0.56,1.36,0.05,0.05,6,12,-6
"ALEX.PICARD","D","20102011","MTL",43,634.58,0.09,0.38,0.09,0.57,3.97,5.96,9.64,0.16,2.38,1.59,2.76,5.01,4.82,7.94,2.55,0.85,0.28,0.47,0.09,0.09,0,0,0
"ALEX.PIETRANGELO","D","20102011","STL",79,1317.28,0.32,0.41,0.55,1.28,5.37,7.83,11.16,0.22,5.93,4.07,2.78,4.24,2.19,6.29,1.23,1.32,0.23,0.5,0.05,0.05,0,0,0
"ALEX.SEMIN","F","20102011","WSH",64,873.52,1.31,0.69,0.27,2.27,9.89,15.73,22.6,0.82,13.19,8.3,5.22,0.41,1.51,2.88,2.06,3.37,1.37,0.69,0,0,2,5,-3
"ALEX.STEEN","F","20102011","STL",72,1081.18,0.89,0.67,0.5,2.05,8.21,12.71,16.87,0.71,10.81,6.99,5.55,1.05,2.16,5.6,1.11,1.5,0.61,1.22,0,0,37,50,-13
"ALEX.SULZER","D","20102011","FLA",9,140.05,0,0.43,0,0.43,2.57,3.86,7.28,0.15,0,0,4,5.57,3.43,1.71,0.86,0.43,0,0.86,0,0,0,0,0
"ALEX.SULZER","D","20102011","NSH",31,464.92,0.13,0.13,0,0.26,2.84,4.78,7.23,0.12,4.55,2.7,2.57,4.13,3.36,5.42,1.03,0.77,0.52,0.65,0,0,0,0,0
"ALEX.TANGUAY","F","20102011","CGY",79,1141.17,0.89,1.1,0.42,2.42,4.26,6.2,6.99,0.52,20.99,14.41,8.45,1.42,1.42,2.63,2.16,2.21,0.47,0.63,0,0,25,38,-13
"ALEX.URBOM","D","20102011","N.J",8,96.52,0.62,0,0,0.62,3.11,7.46,9.95,0.16,20,8.33,2.08,3.73,3.11,4.35,3.11,0.62,0,1.24,0,0,0,0,0
"ALEX.VASYUNOV","F","20102011","N.J",18,201.35,0.3,1.19,0,1.49,5.07,6.56,9.24,0.38,5.88,4.55,5.82,0.3,1.79,8.94,1.49,1.49,0,0.6,0,0,0,0,0
"ANDREAS.LILJA","D","20102011","ANA",52,717.77,0.08,0.08,0.42,0.59,2.34,3.34,4.68,0.08,3.57,2.5,2.4,5.6,6.27,3.09,1.5,0.25,0.92,0.25,0,0,0,0,0
"ANDREAS.NODL","F","20102011","PHI",67,818.67,0.59,0.44,0.29,1.32,6.67,8.43,10.11,0.75,8.79,6.96,8.96,1.47,7.77,4.69,1.98,1.47,0.37,1.1,0,0,11,8,3
"ANDRE.BENOIT","D","20102011","OTT",8,115.52,0,0,0,0,6.75,8.31,10.91,0.15,0,0,1.81,6.23,2.6,4.16,1.56,1.56,1.04,0.52,0,0,0,0,0
"ANDREI.KOSTITSYN","F","20102011","MTL",81,1090.62,0.72,0.66,0.33,1.71,9.19,12.54,16.89,0.71,7.78,5.7,5.69,1.38,7.15,4.9,1.98,1.16,0.5,0.33,0,0,0,2,-2
"ANDREI.LOKTIONOV","F","20102011","L.A",19,230.88,1.04,0.52,0,1.56,6.24,9.88,12.73,0.73,16.67,10.53,7.37,2.08,1.56,3.9,2.08,2.34,0.26,0,0,0,19,27,-8
"ANDREI.MARKOV","D","20102011","MTL",7,117.5,0.51,0,0.51,1.02,7.15,9.7,13.79,0.35,7.14,5.26,3.63,2.55,0.51,2.55,3.57,1.02,1.02,1.02,0,0,0,0,0
"ANDREJ.MESZAROS","D","20102011","PHI",81,1324.52,0.23,0.54,0.41,1.18,4.71,6.84,10.6,0.22,4.81,3.31,3.18,5.25,7.43,4.21,1.54,1.18,0.77,0.09,0,0,0,0,0
"ANDREJ.SEKERA","D","20102011","BUF",76,1287.93,0.14,0.33,0.51,0.98,2.89,4.52,8.01,0.14,4.84,3.09,3.21,2.93,2.66,6.29,1.91,1.54,0.37,0.23,0,0,0,0,0
"ANDREW.ALBERTS","D","20102011","VAN",42,554.52,0.11,0.43,0.22,0.76,2.27,3.03,5.52,0.09,4.76,3.57,2.93,4.22,11.04,6.82,1.73,0.65,2.06,0.65,0.11,0.11,0,0,0
"ANDREW.BRUNETTE","F","20102011","MIN",82,1098.42,0.44,0.55,0.33,1.31,4.1,5.19,5.74,0.42,10.67,8.42,8,1.69,1.42,3.5,0.98,0.82,0.16,0.87,0,0,6,9,-3
"ANDREW.COGLIANO","F","20102011","EDM",82,1099.83,0.49,0.71,0.22,1.42,5.29,7.53,10.64,0.52,9.28,6.52,6.85,1.96,4.64,2.07,2.07,1.15,0.93,0.76,0.05,0.05,341,477,-136
"ANDREW.DESJARDINS","F","20102011","S.J",17,115.8,0.52,0.52,0.52,1.55,5.7,7.25,11.4,0.33,9.09,7.14,4.57,2.59,17.1,10.36,0.52,3.11,0.52,0,0,0,29,24,5
"ANDREW.EBBETT","F","20102011","ARI",33,297.23,0.2,0.2,0.4,0.81,4.44,6.06,8.48,0.48,4.55,3.33,7.9,1.82,2.62,6.86,1.01,1.41,0.4,0.81,0,0,97,113,-16
"ANDREW.FERENCE","D","20102011","BOS",70,1099.17,0.16,0.05,0.49,0.71,3.93,5.62,9.06,0.13,4.17,2.91,2.36,3.66,3.38,6.66,1.31,0.22,0.49,0.44,0.22,0.16,0,0,0
"ANDREW.GORDON","F","20102011","WSH",9,71.4,0.84,0.84,0,1.68,3.36,8.4,12.61,0.5,25,10,5.9,3.36,4.2,8.4,0.84,0,0,0.84,0,0,0,0,0
"ANDREW.HUTCHINSON","D","20102011","PIT",5,64.02,0,0,0.94,0.94,1.87,5.62,7.5,0.11,0,0,2,7.5,0,3.75,0,0,2.81,0,0,0,0,0,0
"ANDREW.LADD","F","20102011","ATL",81,1198.02,0.75,0.65,0.35,1.75,7.11,9.62,12.62,0.64,10.56,7.81,6.61,1.7,2.8,4.31,1.45,2.35,0.5,0.35,0.05,0.05,10,17,-7
"ANDREW.MACDONALD","D","20102011","NYI",60,1062.35,0.17,0.17,0.45,0.79,2.77,4.18,6.95,0.11,6.12,4.05,2.72,7.17,1.81,4.91,1.64,2.2,0.51,0.23,0,0,0,0,0
"ANDREW.MURRAY","F","20102011","CBJ",29,287.75,0.63,0.21,0.42,1.25,8.13,10.22,13.14,0.58,7.69,6.12,5.63,2.09,15.85,7.72,0.21,2.09,0.42,1.04,0,0,19,19,0
"ANDREY.ZUBAREV","D","20102011","ATL",4,72.2,0,0.83,0,0.83,1.66,1.66,3.32,0.06,0,0,3.5,4.99,11.63,4.16,0,1.66,1.66,0,0,0,0,0,0
"ANDY.GREENE","D","20102011","N.J",82,1506.12,0.08,0.2,0.36,0.64,2.91,4.06,6.49,0.1,2.74,1.96,2.44,4.78,1.87,4.58,1.2,1.12,0.4,0.16,0,0,0,0,0
"ANDY.MCDONALD","F","20102011","STL",58,891.8,0.87,0.61,0.54,2.02,9.22,12.51,14.6,0.84,9.49,6.99,6.68,1.61,2.56,5.11,0.61,1.48,0.67,0.4,0,0,149,101,48
"ANDY.SUTTON","D","20102011","ANA",39,476.73,0,0.13,0,0.13,3.65,5.16,6.17,0.11,0,0,2.2,8.43,7.05,6.29,1.51,0.5,2.77,0.76,0.13,0.13,0,0,0
"ANSSI.SALMELA","D","20102011","N.J",48,790.13,0.08,0.15,0.3,0.53,4.25,5.7,7.14,0.15,1.79,1.33,2.65,2.43,3.57,5.16,1.21,0.99,0.53,0.3,0,0,0,0,0
"ANTHONY.STEWART","F","20102011","ATL",80,1042.03,0.52,0.58,0.58,1.67,6.56,8.69,10.94,0.67,7.89,5.96,7.76,1.84,5.12,3.34,1.44,1.84,0.69,0.46,0.06,0.06,5,9,-4
"ANTOINE.VERMETTE","F","20102011","CBJ",82,1158.23,0.73,0.52,0.47,1.71,7.51,10.52,13.37,0.75,9.66,6.9,7.15,1.71,5.91,3.42,0.98,1.45,1.09,0.52,0,0,627,499,128
"ANTON.BABCHUK","D","20102011","CAR",16,231.45,0.52,0.52,0.26,1.3,7.78,11.15,15.04,0.29,6.67,4.65,2.6,4.67,0.26,5.44,1.56,1.3,1.3,0.26,0,0,0,0,0
"ANTON.BABCHUK","D","20102011","CGY",65,819.05,0.15,0.15,0.81,1.1,4.1,7.11,11.21,0.11,3.57,2.06,1.52,8.57,1.25,3.88,1.68,0.81,0.73,0.37,0,0,0,0,0
"ANTON.STRALMAN","D","20102011","CBJ",51,828.73,0,0.29,0.29,0.58,3.62,5.65,8.11,0.15,0,0,2.62,2.82,2.68,5.79,0.58,1.01,0.36,0.29,0,0,0,0,0
"ANTON.VOLCHENKOV","D","20102011","N.J",57,890.6,0,0.27,0.2,0.47,4.18,5.86,8.42,0.13,0,0,2.14,6.13,7.48,4.92,1.08,0.4,0.94,0.4,0,0,0,0,0
"ANTTI.MIETTINEN","F","20102011","MIN",73,931.35,0.52,0.32,0.52,1.35,8.12,11.15,14.11,0.57,6.35,4.62,5.1,0.71,6.57,4.19,0.97,1.22,0.77,0.64,0,0,29,52,-23
"ANZE.KOPITAR","F","20102011","L.A",75,1162.88,0.93,1.24,0.57,2.73,8.2,11.3,14.5,0.86,11.32,8.22,7.64,1.65,3.92,6.55,1.34,2.27,0.46,0.83,0,0,457,460,-3
"ARRON.ASHAM","F","20102011","PIT",44,418.35,0.72,0.57,0.29,1.58,8.61,9.47,11.62,0.54,8.33,7.58,5.74,2.29,15.35,4.3,1.15,0.86,1.15,0.57,0.86,0.86,3,6,-3
"ARTEM.ANISIMOV","F","20102011","NYR",82,1064.4,0.85,0.62,0.51,1.97,8.57,11.5,15.28,0.97,9.87,7.35,8.41,1.86,3.61,6.99,0.68,2.37,0.51,0.85,0,0,256,301,-45
"BARRET.JACKMAN","D","20102011","STL",60,1068.37,0,0.17,0.39,0.56,3.48,5.05,8.2,0.08,0,0,1.68,4.83,3.93,3.59,1.24,1.35,0.79,0.84,0,0,0,0,0
"BEN.EAGER","F","20102011","ATL",34,404.2,0.45,0.59,0.45,1.48,5.94,8.31,10.54,0.5,7.5,5.36,6.07,1.19,6.98,4.45,1.48,1.78,1.78,1.19,0.45,0.45,0,1,-1
"BEN.EAGER","F","20102011","S.J",34,303.68,0.79,0.59,0,1.38,8.5,10.87,12.84,0.63,9.3,7.27,5.82,3.75,7.71,4.94,3.16,1.58,1.19,0.99,0.59,0.59,0,0,0
"BEN.LOVEJOY","D","20102011","PIT",47,657.43,0.27,0.64,0.37,1.28,5.38,8.49,12.32,0.17,5.08,3.23,2.01,5.11,3.83,6.57,0.55,0.46,1.19,0.64,0.18,0.18,0,0,0
"BEN.MAXWELL","F","20102011","ATL",12,130.88,0.46,0,0.46,0.92,5.04,7.33,7.79,0.47,9.09,6.25,6.38,0.92,0.46,2.29,1.38,2.29,0.92,1.38,0.46,0.46,16,19,-3
"BENN.FERRIERO","F","20102011","S.J",33,396.93,0.6,0.45,0.15,1.21,7.26,10.88,15.42,0.61,8.33,5.56,5.62,1.21,6.95,6.8,1.36,1.66,0.3,0.6,0.15,0.15,2,7,-5
"BENOIT.POULIOT","F","20102011","MTL",79,840.5,0.86,0.86,0.36,2.07,8.14,11.14,13.99,0.65,10.53,7.69,5.86,1.43,7.85,4.5,0.86,1.86,1.78,0.93,0.14,0.14,10,10,0
"BEN.SMITH","F","20102011","CHI",6,79.57,0.75,0,0,0.75,3.77,3.77,4.52,0.26,20,20,7,3.77,5.28,11.31,0,2.26,0,0,0,0,4,2,2
"BILL.THOMAS","F","20102011","FLA",24,197.02,1.22,0.3,0.61,2.13,10.05,13.7,14.01,0.76,12.12,8.89,5.51,2.74,5.79,6.4,0.91,2.44,0.91,1.22,0,0,12,8,4
"B.J..CROMBEEN","F","20102011","STL",80,872.62,0.41,0.07,0.41,0.89,7.15,10.04,13.48,0.45,5.77,4.11,4.53,0.62,6.26,6.19,0.76,0.96,1.24,0.69,0.89,0.96,18,38,-20
"BLAIR.BETTS","F","20102011","PHI",75,502.02,0.36,0,0.48,0.84,4.54,5.98,8.37,0.41,7.89,6,6.82,5.02,9.2,6.93,0.24,0.72,0.48,0.48,0,0,249,225,24
"BLAIR.JONES","F","20102011","T.B",18,143.52,0.42,0.84,0,1.25,7.94,9.2,12.96,0.63,5.26,4.55,6.82,2.51,5.02,10.45,2.09,2.09,0,1.25,0,0,46,39,7
"BLAKE.COMEAU","F","20102011","NYI",77,1048.48,1.03,0.69,0.17,1.89,7.84,11.1,15.97,0.7,13.14,9.28,6.3,0.92,6.12,4.12,2.23,2.29,0.74,0.74,0.06,0.06,13,46,-33
"BLAKE.GEOFFRION","F","20102011","NSH",20,162.55,2.21,0,0.74,2.95,8.86,9.6,12.92,0.95,25,23.08,9.88,1.48,2.95,9.97,2.21,4.06,0.37,0.37,0.37,0.37,45,52,-7
"BLAKE.WHEELER","F","20102011","ATL",23,348.3,1.21,0.86,0.34,2.41,11.71,14.99,17.92,1,10.29,8.05,6.67,1.72,2.76,4.31,1.21,2.93,0.86,0.34,0,0,0,7,-7
"BLAKE.WHEELER","F","20102011","BOS",58,733.82,0.9,0.49,0.49,1.88,7.36,9.65,11.86,0.64,12.22,9.32,6.65,2.29,4.33,5.31,1.64,1.47,1.14,0.49,0,0,45,73,-28
"BOBBY.BUTLER","F","20102011","OTT",36,468.37,1.15,0.38,0.51,2.05,8.2,10.89,12.55,0.67,14.06,10.59,6.18,1.79,3.59,6.02,1.54,0.9,0.64,0.51,0,0,0,2,-2
"BOBBY.RYAN","F","20102011","ANA",82,1334.07,1.12,0.9,0.45,2.47,9.53,12.55,14.89,0.81,11.79,8.96,6.44,1.39,6.48,4.72,1.57,2.47,0.81,1.3,0,0,69,96,-27
"BOYD.GORDON","F","20102011","WSH",60,634.13,0.19,0.38,0.19,0.76,6.81,8.99,11.45,0.54,2.78,2.11,6.06,2.93,2.93,7.38,0.85,1.04,0.76,0.28,0,0,302,222,80
"BRAD.BOYES","F","20102011","BUF",21,298.5,0.4,0.8,0.6,1.81,7.44,8.64,10.05,0.62,5.41,4.65,7.21,2.61,2.21,4.42,2.01,1.81,0.6,0.2,0,0,70,95,-25
"BRAD.BOYES","F","20102011","STL",62,877.52,0.55,0.96,0.62,2.12,7.11,10.12,13.88,0.59,7.69,5.41,5.8,1.09,3.69,3.42,1.03,1.44,0.55,0.68,0,0,38,52,-14
"BRAD.LUKOWICH","D","20102011","DAL",5,51.25,0,0,0,0,3.51,4.68,7.02,0.05,0,0,1,7.02,5.85,4.68,0,1.17,0,1.17,0,0,0,0,0
"BRAD.MARCHAND","F","20102011","BOS",77,906.4,0.86,0.66,0.46,1.99,8.74,10.92,13.44,0.71,9.85,7.88,6.47,1.46,5.43,7.55,2.18,1.85,1.19,1.13,0.07,0.07,6,6,0
"BRAD.RICHARDS","F","20102011","DAL",72,1124.03,1.12,0.85,0.48,2.46,8.06,11.85,15.21,0.58,13.91,9.46,4.87,0.85,1.01,3.47,2.51,2.19,0.11,0.43,0,0,452,432,20
"BRAD.RICHARDSON","F","20102011","L.A",68,725.02,0.5,0.58,0.41,1.49,8.28,11.5,15.23,0.66,6,4.32,5.76,0.66,6.7,8.19,1.49,1.9,1.16,0.99,0.25,0.25,91,82,9
"BRAD.STAUBITZ","F","20102011","MIN",71,457.03,0.53,0.39,0.26,1.18,3.68,5.25,6.56,0.37,14.29,10,6.98,2.23,17.33,8.01,0.92,0.79,3.28,1.71,1.97,1.84,0,4,-4
"BRAD.STUART","D","20102011","DET",67,1149.22,0.1,0.31,0.47,0.89,3.71,5.27,7.57,0.15,2.82,1.98,2.79,4.65,5.43,6.32,2.3,0.63,0.63,0.31,0.1,0.1,0,0,0
"BRAD.WINCHESTER","F","20102011","ANA",19,176.33,0.34,0,0,0.34,6.12,8.51,9.19,0.6,5.56,4,7.08,2.38,16.67,7.15,1.02,1.02,3.06,2.38,0.34,0.34,0,1,-1
"BRAD.WINCHESTER","F","20102011","STL",57,525.68,0.68,0.23,0.34,1.26,6.39,8.45,10.96,0.56,10.71,8.11,6.65,1.26,12.67,6.16,0.46,1.83,1.37,1.94,0.91,0.91,2,5,-3
"BRANDON.DUBINSKY","F","20102011","NYR",77,1110.17,0.76,0.7,0.38,1.84,7.94,10.76,13.73,0.76,9.52,7.04,7.07,1.08,6.76,6,0.65,1.68,1.13,1.03,0.22,0.22,261,238,23
"BRANDON.MASHINTER","F","20102011","S.J",13,79.92,0,0,0,0,3.75,9.01,10.51,0.49,0,0,5.42,0.75,12.01,6.76,1.5,1.5,0.75,1.5,1.5,1.5,0,0,0
"BRANDON.MCMILLAN","F","20102011","ANA",60,693.32,0.61,0.35,0.26,1.21,5.37,7.7,9.87,0.62,11.29,7.87,8,1.73,4.41,8.39,1.47,0.78,0.52,0.43,0,0,100,153,-53
"BRANDON.PRUST","F","20102011","NYR",82,952.15,0.5,0.38,0.38,1.26,4.6,6.36,7.88,0.66,10.96,7.92,10.33,1.64,9.26,6.49,1.45,1.13,1.13,1.58,1.13,1.13,3,3,0
"BRANDON.SEGAL","F","20102011","DAL",46,365.55,0.82,0.33,0.49,1.64,6.57,9.85,12.47,0.62,12.5,8.33,6.27,1.15,14.28,8.04,1.64,1.31,0.98,0.82,0.82,0.66,2,2,0
"BRANDON.SUTTER","F","20102011","CAR",82,1100.6,0.71,0.55,0.05,1.31,6.98,9.49,11.61,0.67,10.16,7.47,7.03,2.67,3.49,4.63,1.2,2.02,0.38,0.93,0.05,0.05,464,572,-108
"BRANDON.YIP","F","20102011","COL",71,801.73,0.6,0.22,0.3,1.12,7.93,10.25,12.95,0.51,7.55,5.84,4.95,1.27,5.39,3.59,0.9,1.27,0.97,1.12,0.15,0.15,3,5,-2
"BRAYDEN.SCHENN","F","20102011","L.A",8,76.23,0,1.57,0,1.57,7.08,7.87,7.87,0.74,0,0,9.4,0.79,9.45,7.87,1.57,0,0,1.57,0,0,16,33,-17
"BRAYDON.COBURN","D","20102011","PHI",82,1469.07,0.08,0.25,0.2,0.53,4.29,6.37,9.23,0.15,1.9,1.28,2.42,3.88,6.33,5.43,1.76,1.14,0.69,0.2,0.04,0.04,0,0,0
"BRENDAN.MIKKELSON","D","20102011","ANA",5,73.22,0,0,0.82,0.82,3.28,3.28,4.92,0.17,0,0,5.25,4.1,3.28,5.74,1.64,0,0,1.64,0.82,0.82,0,0,0
"BRENDAN.MIKKELSON","D","20102011","CGY",19,230.8,0,0.26,0,0.26,2.34,4.94,7.28,0.11,0,0,2.26,3.38,3.9,8.84,1.82,0.52,0.26,0.52,0,0,0,0,0
"BRENDAN.MORRISON","F","20102011","CGY",66,806.5,0.37,1.04,0.67,2.08,5.06,6.62,8.48,0.48,7.35,5.62,7.3,0.97,1.49,2.16,1.93,2.31,0.6,0.97,0,0,256,254,2
"BRENDEN.MORROW","F","20102011","DAL",82,1166.8,1.13,0.62,0.36,2.11,7.15,9.87,12.6,0.75,15.83,11.46,7.57,1.8,10.39,5.09,2.37,1.85,1.03,1.34,0.1,0.1,1,8,-7
"BRENT.BURNS","D","20102011","MIN",80,1513.85,0.32,0.36,0.4,1.07,4.72,7.02,10.74,0.24,6.72,4.52,3.38,3.33,4.2,2.66,2.18,1.59,0.95,0.36,0.08,0.04,0,0,0
"BRENT.SEABROOK","D","20102011","CHI",82,1531.08,0.12,0.35,0.43,0.9,4.04,6.11,8.58,0.18,2.91,1.92,2.88,4.31,7.68,4.78,1.8,0.86,0.63,0.35,0.04,0.04,0,0,0
"BRENT.SOPEL","D","20102011","ATL",59,750.52,0.16,0.32,0,0.48,3.04,4.24,6.88,0.13,5.26,3.77,3.15,6.64,1.92,6,1.52,0.96,0.48,0.56,0,0,0,0,0
"BRENT.SOPEL","D","20102011","MTL",12,156.92,0,0,0,0,1.53,2.29,4.59,0.03,0,0,1.17,5.74,1.53,6.12,3.44,0.76,0,0,0,0,0,0,0
"BRETT.CARSON","D","20102011","CAR",13,127.05,0,0,0,0,3.78,4.25,6.61,0.08,0,0,1.78,3.31,6.14,7.56,0.94,0.47,0.47,0.94,0,0,0,0,0
"BRETT.CARSON","D","20102011","CGY",6,72.92,0,0,0,0,3.29,4.11,5.76,0.07,0,0,1.8,3.29,4.11,4.94,0,0,0,0.82,0,0,0,0,0
"BRETT.CLARK","D","20102011","T.B",82,1186.68,0.15,0.1,0.46,0.71,2.73,4.35,7.38,0.12,5.56,3.49,2.71,6.88,5.51,4.25,1.77,0.76,0.25,0.2,0,0,0,0,0
"BRETT.LEBDA","D","20102011","TOR",41,456.2,0.13,0,0.26,0.39,3.42,6.31,11.05,0.15,3.85,2.08,2.35,3.95,3.95,4.34,1.84,0.13,0.66,0.26,0,0,0,2,-2
"BRETT.MACLEAN","F","20102011","ARI",13,91.08,0.66,0,0.66,1.32,7.91,9.22,14.49,0.57,8.33,7.14,6.14,0,5.27,9.88,0,0.66,0.66,0.66,0,0,1,1,0
"BRETT.STERLING","F","20102011","PIT",7,74.85,1.6,0.8,0,2.4,6.41,9.62,12.83,0.63,25,16.67,6.5,0,3.21,4.01,0.8,1.6,2.4,0.8,0,0,1,1,0
"BRIAN.BOYLE","F","20102011","NYR",82,1051.13,0.86,0.23,0.34,1.43,11.13,14.73,18.89,0.99,7.69,5.81,6.75,3.2,13.07,5.48,0.86,1.43,0.86,1.08,0.23,0.11,433,439,-6
"BRIAN.CAMPBELL","D","20102011","CHI",65,1225.9,0.15,0.34,0.44,0.93,3.08,4.89,6.9,0.15,4.76,3,3.11,3.87,1.22,6.56,1.42,0.73,0.1,0.15,0,0,0,0,0
