"player","position","season","Team","GP","TOI","G_60","A1_60","A2_60","Points_60","iSF_60","iFF_60","iCF_60","ixG_60","Sh_perc","F_Sh_perc","xFSH_perc","iBLK_60","iHF_60","iHA_60","GIVE_60","TAKE_60","iPENT2_60","iPEND2_60","iPENT5_60","iPEND5_60","FOW","FOL","FO_diff"
"ANTHONY.MANTHA","F","20162017","DET",60,823.85,1.09,0.29,0.95,2.33,8.74,11.87,13.69,0.89,12.5,9.2,7.49,2.33,2.99,3.71,2.4,1.75,0.66,0.87,0.36,0.36,5,5,0
"ANTOINE.ROUSSEL","F","20162017","DAL",60,729.75,0.9,0.74,0.25,1.89,5.76,8.14,11.35,0.68,15.71,11.11,8.39,2.63,5.02,7.65,2.88,1.07,1.89,1.56,0.58,0.58,7,9,-2
"ANTOINE.VERMETTE","F","20162017","ANA",72,919.9,0.26,0.52,0.33,1.11,4.76,6.91,8.67,0.48,5.48,3.77,6.99,2.09,3.33,4.37,1.57,0.78,0.78,0.59,0,0,549,330,219
"ANTON.BLIDH","F","20162017","BOS",19,157.43,0.38,0.38,0,0.76,9.91,14.1,17.53,0.82,3.85,2.7,5.78,1.52,15.63,6.1,1.52,1.52,0.76,1.14,0,0,0,0,0
"ANTON.LANDER","F","20162017","EDM",22,169.9,0.35,0.35,0.71,1.41,3.88,5.65,6.71,0.22,9.09,6.25,3.81,0,9.18,4.24,1.41,1.77,0.35,0,0,0,61,44,17
"ANTON.LINDHOLM","D","20162017","COL",12,161.72,0,0,0,0,2.6,5.19,8.16,0.22,0,0,4.21,2.97,13.36,2.6,1.48,0.74,0.37,0,0,0,0,0,0
"ANTON.SLEPYSHEV","F","20162017","EDM",41,448.73,0.53,0.4,0.4,1.34,7.35,9.49,14.57,0.5,7.27,5.63,5.3,2.01,8.56,7.76,1.87,2.54,0.13,0,0,0,2,3,-1
"ANTON.STRALMAN","D","20162017","T.B",73,1315.8,0.14,0.18,0.27,0.59,5.15,6.93,9.67,0.2,2.65,1.97,2.89,3.42,4.29,3.37,1,0.87,0.27,0.41,0,0,0,0,0
"ANZE.KOPITAR","F","20162017","L.A",76,1175.05,0.36,0.66,0.56,1.58,5,7.81,9.96,0.57,7.14,4.58,7.28,2.3,3.47,3.63,1.28,1.02,0.51,1.12,0,0,683,602,81
"ARTEM.ANISIMOV","F","20162017","CHI",64,915,1.05,0.66,0.59,2.3,4.85,6.69,9.97,0.74,21.62,15.69,11.08,1.51,0.85,4.39,0.92,1.9,0.59,0.46,0,0,342,423,-81
"ARTEMI.PANARIN","F","20162017","CHI",82,1294.28,0.79,0.97,0.46,2.23,7.19,10.38,13.63,0.66,10.97,7.59,6.32,0.65,0.93,3.85,2.13,2.46,0.32,0.88,0.05,0.05,2,6,-4
"ARTTURI.LEHKONEN","F","20162017","MTL",73,902.42,1,0.2,0.33,1.53,9.57,12.57,17.15,0.87,10.42,7.94,6.95,1.53,4.45,7.38,1.26,1.6,0.27,0.47,0,0,2,1,1
"AUSTIN.CZARNIK","F","20162017","BOS",49,492.18,0.61,0.24,0.37,1.22,6.1,8.66,10.61,0.5,10,7.04,5.82,2.07,2.32,3.41,0.73,1.46,0.61,1.1,0,0,52,62,-10
"AUSTIN.WATSON","F","20162017","NSH",77,789.1,0.38,0.53,0.23,1.14,6.46,8.14,11.03,0.51,5.88,4.67,6.28,3.8,10.34,7.15,0.84,1.67,1.06,0.76,0.99,0.91,14,20,-6
"AUSTON.MATTHEWS","F","20162017","TOR",82,1207.22,1.49,0.55,0.2,2.24,11.23,15.46,18.44,1.29,13.27,9.65,8.36,2.98,0.99,5.07,1.89,3.48,0.35,0.75,0,0,462,538,-76
"BEAU.BENNETT","F","20162017","N.J",65,763,0.55,0.47,0.24,1.26,7,9.91,12.5,0.55,7.87,5.56,5.52,0.94,5.5,4.64,0.94,1.34,0.55,0.71,0,0,2,12,-10
"BEN.CHIAROT","D","20162017","WPG",59,774.68,0.15,0.23,0.46,0.85,3.56,4.41,7.59,0.15,4.35,3.51,3.42,5.73,5.5,8.67,2.87,0.93,0.93,0.15,0.08,0.08,0,0,0
"BEN.HARPUR","D","20162017","OTT",6,100.42,0,0,0,0,1.79,2.39,5.97,0.04,0,0,1.75,1.79,2.99,4.78,2.39,1.19,0,0.6,0,0,0,0,0
"BEN.HUTTON","D","20162017","VAN",71,1243.18,0.1,0.14,0.1,0.34,4.97,6.76,10.38,0.17,1.94,1.43,2.56,4.73,2.03,4.63,1.93,1.4,0.48,0.29,0.05,0.05,0,0,0
"BEN.LOVEJOY","D","20162017","N.J",82,1408.78,0.04,0.09,0.09,0.21,3.41,4.64,6.22,0.12,1.25,0.92,2.53,4.68,3.07,5.03,1.45,0.6,0.55,0.17,0,0,0,0,0
"BENOIT.POULIOT","F","20162017","EDM",67,784.18,0.61,0.38,0.08,1.07,4.9,7.19,9.33,0.53,12.5,8.51,7.37,2.3,2.83,4.06,3.14,2.52,1.22,1.07,0,0,7,20,-13
"BEN.SMITH","F","20162017","TOR",36,332.88,0.36,0.18,0.18,0.72,5.23,7.57,9.37,0.76,6.9,4.76,10.1,4.69,4.87,8.47,0.72,1.08,0.36,0.72,0,0,158,136,22
"BLAKE.COLEMAN","F","20162017","N.J",23,268.7,0.22,0.22,0,0.45,6.03,7.82,9.6,0.58,3.7,2.86,7.46,3.13,11.39,6.92,2.68,2.68,1.79,1.34,0.22,0.22,87,108,-21
"BLAKE.COMEAU","F","20162017","COL",76,931.3,0.32,0.26,0.32,0.9,5.93,8.25,11.4,0.42,5.43,3.91,5.12,0.9,7.15,4.12,0.97,1.8,1.48,1.35,0,0,75,83,-8
"BLAKE.PIETILA","F","20162017","N.J",10,116.77,0,0.51,0,0.51,4.11,5.65,8.74,0.32,0,0,5.64,2.57,8.22,7.71,0,1.03,1.03,0.51,0,0,18,15,3
"BLAKE.WHEELER","F","20162017","WPG",82,1232.13,0.73,0.88,0.39,2,9.06,12.08,14.66,0.75,8.06,6.05,6.23,1.85,4.67,4.48,1.66,1.51,0.63,0.63,0.05,0.05,39,45,-6
"BOBBY.RYAN","F","20162017","OTT",62,795.58,0.75,0.38,0.23,1.36,7.16,9.73,14.25,0.56,10.53,7.75,5.77,2.41,7.92,4.3,1.81,1.89,0.68,1.21,0,0,4,3,1
"BO.HORVAT","F","20162017","VAN",81,1111.67,0.76,0.81,0.27,1.84,6.64,10.2,12.25,0.93,11.38,7.41,9.13,1.84,3.29,3.56,0.97,1.67,0.59,0.65,0,0,580,579,1
"BOONE.JENNER","F","20162017","CBJ",82,1121.82,0.75,0.43,0.37,1.55,10.06,13.75,18.29,0.93,7.45,5.45,6.78,3.58,11.07,5.08,0.91,1.71,0.86,0.96,0.11,0.11,67,63,4
"BOYD.GORDON","F","20162017","PHI",13,84.37,0.71,0,0,0.71,5.69,7.11,8.53,0.61,12.5,10,8.6,3.56,2.84,7.11,0,1.42,0,0,0,0,37,25,12
"BRAD.HUNT","D","20162017","STL",9,114.25,0,1.05,0.53,1.58,4.2,6.83,9.45,0.16,0,0,2.38,0,0,3.68,0.53,1.05,0,0,0,0,0,0,0
"BRAD.MARCHAND","F","20162017","BOS",80,1135.78,1.16,0.79,0.58,2.54,8.4,12.04,15.64,0.95,13.84,9.65,7.89,1.32,2.32,5.28,3.7,2.8,1.64,1.16,0,0,9,21,-12
"BRAD.RICHARDSON","F","20162017","ARI",16,205.72,0.87,0,0.87,1.75,5.83,7.29,10.5,0.41,15,12,5.68,2.04,5.25,4.37,0.58,2.04,0.58,0,0,0,96,81,15
"BRADY.AUSTIN","D","20162017","BUF",5,77.38,0,0,0,0,6.2,6.98,7.75,0.09,0,0,1.22,0,4.65,6.2,1.55,0.78,1.55,0,0,0,0,0,0
"BRADY.SKJEI","D","20162017","NYR",80,1237.17,0.24,0.58,0.68,1.5,5.33,7.18,9.36,0.21,4.55,3.38,2.97,2.86,6.84,5.09,2.13,0.73,0.78,0.39,0,0,0,1,-1
"BRANDON.CARLO","D","20162017","BOS",82,1456.63,0.21,0.16,0.25,0.62,3.38,5.11,7.04,0.13,6.1,4.03,2.5,3.42,3.17,5.77,1.28,0.78,1.07,0.16,0,0,0,0,0
"BRANDON.DAVIDSON","D","20162017","EDM",28,393.95,0,0.15,0,0.15,4.42,6.24,8.99,0.12,0,0,1.93,6.4,4.57,7.01,2.28,0.46,0.3,0,0,0,0,0,0
"BRANDON.DAVIDSON","D","20162017","MTL",10,162.87,0,0.37,0.37,0.74,4.79,6.26,11.05,0.14,0,0,2.24,5.53,4.05,7,1.47,1.11,0.74,0,0,0,0,0,0
"BRANDON.DUBINSKY","F","20162017","CBJ",80,1141.88,0.42,1,0.26,1.68,4.94,6.94,8.99,0.54,8.51,6.06,7.83,2.21,12.66,3,1.37,1.73,1.1,1,0.26,0.26,634,587,47
"BRANDON.MANNING","D","20162017","PHI",65,1044.52,0.06,0.23,0.29,0.57,4.54,6.2,10.57,0.16,1.27,0.93,2.63,4.02,6.32,6.72,1.84,0.46,1.03,0.63,0.52,0.46,0,0,0
"BRANDON.MONTOUR","D","20162017","ANA",27,409.4,0.29,0.15,0.29,0.73,5.72,8.21,11.58,0.3,5.13,3.57,3.68,2.78,3.08,4.98,2.2,0.44,0.59,1.17,0,0,0,0,0
"BRANDON.PIRRI","F","20162017","NYR",60,571.43,0.31,0.42,0.21,0.94,5.56,8.61,11.76,0.56,5.66,3.66,6.48,1.89,3.67,4.72,1.99,2.2,0.84,0.73,0.1,0.1,115,79,36
"BRANDON.SAAD","F","20162017","CBJ",82,1198.62,1.1,0.7,0.55,2.35,9.31,12.86,16.27,0.99,11.83,8.56,7.72,1.2,1.15,2.45,1.25,2,0.1,0.45,0,0,3,4,-1
"BRANDON.SUTTER","F","20162017","VAN",81,1124.27,0.59,0.32,0.37,1.28,6.24,8.97,11.15,0.57,9.4,6.55,6.36,2.03,3.79,4.59,0.64,1.23,0.21,0.8,0,0.05,593,494,99
"BRANDON.TANEV","F","20162017","WPG",51,450.95,0.27,0,0.27,0.53,6.92,8.78,10.64,0.47,3.85,3.03,5.32,2.26,15.97,8.78,0.93,1.86,0.4,1.6,0.13,0,0,0,0
"BRAYDEN.MCNABB","D","20162017","L.A",49,705.68,0.17,0,0.17,0.34,3.91,6.21,10.46,0.21,4.35,2.74,3.34,4.08,9.01,7.23,2.64,0.85,1.02,0.34,0.51,0.51,0,0,0
"BRAYDEN.POINT","F","20162017","T.B",68,959.02,0.75,0.38,0.44,1.56,5.57,8.2,10.57,0.66,13.48,9.16,8.05,1.75,2.06,4.88,1.19,1.75,0.44,0.56,0,0,207,255,-48
"BRAYDEN.SCHENN","F","20162017","PHI",79,1085.45,0.33,0.66,0.33,1.33,5.25,8.02,10.28,0.57,6.32,4.14,7.08,2.16,9.84,5.8,1.82,0.99,0.61,0.61,0.11,0.11,217,251,-34
"BRAYDON.COBURN","D","20162017","T.B",80,1163.77,0.21,0.21,0.15,0.57,4.95,6.96,10.88,0.2,4.17,2.96,2.86,2.78,5.31,4.9,1.5,0.21,0.67,0.26,0.1,0.1,0,0,0
"BRENDAN.GALLAGHER","F","20162017","MTL",64,819.25,0.66,0.81,0.29,1.76,12.08,15.6,21.24,1.11,5.45,4.23,7.11,1.1,4.98,8.86,1.46,2.27,1.03,1.39,0.07,0.07,21,33,-12
"BRENDAN.GAUNCE","F","20162017","VAN",57,505.92,0,0.24,0.24,0.47,5.93,7.47,9.37,0.39,0,0,5.27,1.3,10.79,3.91,0.71,1.3,1.07,0.59,0.12,0.12,77,79,-2
"BRENDAN.PERLINI","F","20162017","ARI",57,734.45,0.9,0.16,0.25,1.31,5.8,8.33,11.68,0.51,15.49,10.78,6.08,1.23,3.19,2.86,0.65,0.65,0.74,0.65,0,0,1,1,0
"BRENDAN.SMITH","D","20162017","DET",33,499.33,0.12,0.12,0,0.24,3.12,4.69,7.45,0.14,3.85,2.56,2.92,3.72,4.21,5.29,2.76,0.48,0.96,0.96,0.24,0.24,0,0,0
"BRENDAN.SMITH","D","20162017","NYR",18,321.43,0.19,0.56,0,0.75,4.29,6.91,8.4,0.21,4.35,2.7,3.11,4.48,2.8,5.23,1.49,1.12,1.68,0.19,0.19,0.19,0,0,0
"BRENDEN.DILLON","D","20162017","S.J",80,1241.08,0.1,0.05,0.34,0.48,4.11,6.04,9.57,0.14,2.35,1.6,2.38,3.67,8.03,5.85,1.6,0.48,0.77,0.39,0.19,0.19,0,0,0
"BRENT.BURNS","D","20162017","S.J",81,1529.58,0.82,0.63,0.51,1.96,8.75,13.65,21.57,0.38,9.42,6.03,2.81,4.43,2.43,1.84,4.75,1.73,0.67,0.43,0,0,0,0,0
"BRENT.SEABROOK","D","20162017","CHI",79,1324.92,0.05,0.32,0.63,1,3.85,5.98,9.42,0.15,1.18,0.76,2.46,4.8,4.26,5.48,3.35,0.72,0.45,0.23,0,0,0,1,-1
"BRETT.CONNOLLY","F","20162017","WSH",66,670.82,1.25,0.63,0.09,1.97,6.62,8.05,10.73,0.6,18.92,15.56,7.43,1.07,7.78,3.94,1.07,1.34,1.79,0.63,0,0,2,7,-5
"BRETT.KULAK","D","20162017","CGY",21,290.37,0,0.41,0.21,0.62,3.72,5.99,10.54,0.12,0,0,2.07,2.69,2.89,3.1,1.86,0.83,1.24,0.21,0,0,0,0,0
"BRETT.PESCE","D","20162017","CAR",82,1476.15,0.08,0.28,0.33,0.69,3.86,5.85,9.8,0.15,2.11,1.39,2.62,4.92,2.07,5.16,1.3,1.83,0.28,0.33,0,0,0,0,0
"BRETT.RITCHIE","F","20162017","DAL",78,872.6,0.96,0.21,0.28,1.44,10.38,14.58,19.05,0.89,9.27,6.6,6.11,1.58,10.31,5.23,1.51,1.03,0.83,0.76,0.14,0.14,0,1,-1
"BRIAN.BOYLE","F","20162017","T.B",54,583.62,1.03,0.41,0.21,1.64,9.25,12.85,15.52,0.85,11.11,8,6.58,2.16,7.61,5.04,0.82,0.82,0.51,0.41,0.31,0.41,112,104,8
"BRIAN.BOYLE","F","20162017","TOR",21,208.17,0,0.58,0.29,0.86,5.76,8.36,10.66,0.45,0,0,5.34,2.02,8.94,5.76,1.15,2.88,0.86,0.86,0.29,0.29,100,93,7
"BRIAN.CAMPBELL","D","20162017","CHI",80,1321.03,0.14,0.18,0.14,0.45,2.59,4.04,6.09,0.1,5.26,3.37,2.57,3.63,1.86,6.72,2.45,0.5,0.45,0.41,0,0,0,0,0
"BRIAN.DUMOULIN","D","20162017","PIT",70,1258.13,0.05,0.24,0.19,0.48,3.43,4.53,8.06,0.15,1.39,1.05,3.23,4.01,5.06,8.44,1.53,1.05,0.24,0.33,0,0,0,0,0
"BRIAN.FLYNN","F","20162017","MTL",51,528.28,0.68,0.34,0.11,1.14,5,7.27,10.11,0.4,13.64,9.38,5.5,2.61,2.27,5.34,1.14,1.25,0.23,0.34,0,0,51,51,0
"BRIAN.GIONTA","F","20162017","BUF",82,1068.33,0.62,0.62,0.22,1.46,7.19,10.05,11.91,0.6,8.59,6.15,5.99,1.35,2.81,3.71,1.12,1.07,0.56,0.39,0,0,19,39,-20
"BRIAN.LASHOFF","D","20162017","DET",5,60.72,0,0,0,0,0.99,1.98,4.94,0.03,0,0,1.5,3.95,7.91,6.92,0.99,0,0,0,0,0,0,0,0
