"player","position","season","Team","GP","TOI","G_60","A1_60","A2_60","Points_60","iSF_60","iFF_60","iCF_60","ixG_60","Sh_perc","F_Sh_perc","xFSH_perc","iBLK_60","iHF_60","iHA_60","GIVE_60","TAKE_60","iPENT2_60","iPEND2_60","iPENT5_60","iPEND5_60","FOW","FOL","FO_diff"
"ALEX.OVECHKIN","F","20082009","WSH",79,1275.93,1.41,0.75,0.33,2.49,15.33,22.48,30.99,1.31,9.2,6.28,5.85,1.18,9.97,5.88,3.57,1.88,1.18,1.6,0,0,7,20,-13
"ALEX.PICARD","D","20082009","CBJ",15,100.32,0,0.6,0,0.6,5.98,7.18,8.37,0.63,0,0,8.75,1.79,16.75,8.37,1.79,1.79,1.79,3.59,1.2,1.2,0,0,0
"ALEX.PICARD","D","20082009","OTT",47,692.83,0,0.09,0.26,0.35,3.72,5.2,8.49,0.14,0,0,2.6,4.07,4.16,5.8,2.77,0.52,0.35,0.26,0,0,0,0,0
"ALEX.PIETRANGELO","D","20082009","STL",8,110.9,0,0,0,0,2.71,3.79,6.49,0.1,0,0,2.71,1.08,1.62,7.03,1.62,3.25,0,0,0,0,0,0,0
"ALEX.SEMIN","F","20082009","WSH",62,835.52,1.72,1.01,0.29,3.02,12.5,17.59,22.98,1.06,13.79,9.8,6.04,0.5,1.15,4.31,3.59,3.73,1.22,1.29,0.07,0.07,8,10,-2
"ALEX.STEEN","F","20082009","STL",61,762.5,0.16,0.63,0.16,0.94,7.16,10.15,12.67,0.46,2.2,1.55,4.53,2.05,1.97,5.35,0.39,1.42,0.63,0.55,0,0,41,56,-15
"ALEX.STEEN","F","20082009","TOR",19,229.97,0.26,0.26,0.26,0.78,7.04,9.65,12,0.43,3.7,2.7,4.43,2.35,2.87,8.09,1.04,2.09,0.78,0.78,0,0,28,29,-1
"ALEX.TANGUAY","F","20082009","MTL",50,584.37,1.13,0.92,0.51,2.57,4.93,7.29,9.24,0.6,22.92,15.49,8.28,1.13,4.31,6.26,1.85,2.36,1.13,1.85,0,0,3,4,-1
"ANDREAS.LILJA","D","20082009","DET",59,797.52,0.15,0.45,0.38,0.98,4.29,6.17,8.73,0.12,3.51,2.44,1.99,3.31,5.49,6.09,1.81,0.3,0.83,0.38,0.23,0.23,0,0,0
"ANDREAS.NODL","F","20082009","PHI",38,386.55,0.16,0.31,0,0.47,4.97,7.14,9.31,0.34,3.12,2.17,4.72,2.02,6.21,5.28,3.1,1.24,0.16,0.62,0,0,0,0,0
"ANDRE.DEVEAUX","F","20082009","TOR",21,148.2,0,0.4,0,0.4,5.67,6.88,8.91,0.43,0,0,6.29,4.05,17.81,10.12,1.21,0.81,4.86,3.64,2.83,2.83,2,4,-2
"ANDREI.KOSTITSYN","F","20082009","MTL",74,893.92,1.14,0.4,0.13,1.68,9.06,12.01,16.38,0.7,12.59,9.5,5.84,1.34,7.79,4.43,1.88,1.01,0.81,1.48,0.07,0.07,3,3,0
"ANDREI.MARKOV","D","20082009","MTL",78,1236.97,0.24,0.49,0.34,1.07,3.64,5.38,8.39,0.15,6.67,4.5,2.71,3.59,2.09,1.79,3.59,1.5,0.53,0.39,0,0,0,0,0
"ANDREJ.MESZAROS","D","20082009","T.B",52,903.87,0.07,0.2,0.27,0.53,3.85,5.78,8.56,0.17,1.72,1.15,2.94,4.12,3.52,2.19,1.79,0.93,0.86,0.4,0,0,0,0,0
"ANDREJ.SEKERA","D","20082009","BUF",69,1125.22,0.11,0.43,0.21,0.75,3.41,4.64,8.11,0.1,3.12,2.3,2.23,3.79,2.88,5.23,2.03,0.75,0.43,0.48,0,0,0,1,-1
"ANDRE.ROY","F","20082009","CGY",43,233.73,0.77,0,0,0.77,6.67,8.98,11.55,0.47,11.54,8.57,5.23,0,10.52,4.36,1.28,1.8,4.62,2.05,1.28,2.05,1,0,1
"ANDREW.ALBERTS","D","20082009","PHI",79,1032.65,0.06,0.23,0.41,0.7,2.61,3.95,6.8,0.11,2.22,1.47,2.72,5.69,7.73,5.58,2.91,1.05,1.1,0.46,0.17,0.17,0,0,0
"ANDREW.BRUNETTE","F","20082009","MIN",80,1056.38,0.74,0.8,0.17,1.7,4.77,5.96,7.16,0.5,15.48,12.38,8.46,0.74,1.08,3.69,1.25,0.85,0.45,0.62,0,0,2,4,-2
"ANDREW.COGLIANO","F","20082009","EDM",82,956.38,0.82,0.44,0.44,1.69,6.02,8.28,10.6,0.61,13.54,9.85,7.42,2.26,3.2,3.26,2.26,1.69,0.44,1,0,0,224,388,-164
"ANDREW.EBBETT","F","20082009","ANA",48,561.67,0.21,1.28,0.75,2.24,7.9,10.9,12.39,0.65,2.7,1.96,5.97,2.35,3.2,6.52,1.71,1.28,0.53,0.75,0,0,163,192,-29
"ANDREW.FERENCE","D","20082009","BOS",47,783.85,0,0.23,0.38,0.61,3.83,5.74,8.34,0.11,0,0,1.88,3.75,3.83,6.2,0.92,0.92,1,0.61,0.08,0.15,0,0,0
"ANDREW.HUTCHINSON","D","20082009","DAL",38,501.28,0.24,0.12,0.12,0.48,6.1,8.5,11.73,0.19,3.92,2.82,2.21,3.59,1.32,5.75,1.44,0.24,0.6,0.12,0,0,0,0,0
"ANDREW.LADD","F","20082009","CHI",82,1042.57,0.75,1.09,0.58,2.42,10.42,13.12,15.65,0.69,7.18,5.7,5.28,0.81,6.45,5.7,0.81,1.9,0.58,1.09,0,0,8,25,-17
"ANDREW.MURRAY","F","20082009","CBJ",67,629.43,0.67,0.1,0.1,0.86,7.63,9.72,11.92,0.63,8.75,6.86,6.44,2.38,13.73,9.53,0.48,1.43,0.38,0.48,0,0,33,43,-10
"ANDREW.PETERS","F","20082009","BUF",28,111.93,0,0.54,0,0.54,5.36,6.97,8.04,0.25,0,0,3.54,1.07,5.36,5.9,2.68,0,5.9,4.82,2.68,3.22,0,0,0
"ANDY.GREENE","D","20082009","N.J",49,699.53,0.17,0.09,0.51,0.77,2.57,4.63,7.12,0.12,6.67,3.7,2.59,4.97,3.17,3.86,1.2,1.12,0.6,0.43,0,0,0,0,0
"ANDY.HILBERT","F","20082009","NYI",67,814.33,0.59,0.74,0.07,1.4,10.54,13.78,18.71,0.73,5.59,4.28,5.28,4.05,2.95,5.97,1.33,2.28,0.74,0.81,0,0,42,52,-10
"ANDY.MCDONALD","F","20082009","STL",46,658.38,0.64,0.82,0.55,2,7.66,10.39,13.12,0.72,8.33,6.14,6.91,1.28,2.1,4.37,1.09,1.64,0.91,1,0,0,162,121,41
"ANDY.SUTTON","D","20082009","NYI",23,377.5,0.32,0.32,0.79,1.43,2.86,3.5,6.52,0.07,11.11,9.09,1.95,6.99,3.66,4.93,1.75,0.79,2.23,1.11,0,0,0,0,0
"ANSSI.SALMELA","D","20082009","ATL",9,141.95,0,0,0.85,0.85,1.69,2.96,5.49,0.13,0,0,4.29,4.65,2.96,5.92,3.38,2.11,0.42,0.42,0,0,0,0,0
"ANSSI.SALMELA","D","20082009","N.J",17,186.28,0,0.32,0.32,0.64,4.83,7.09,11.92,0.12,0,0,1.73,4.51,5.15,4.19,0.64,0,0.97,0.97,0,0,0,0,0
"ANTHONY.STEWART","F","20082009","FLA",59,444.55,0.27,0.13,0.4,0.81,7.56,10.39,11.74,0.72,3.57,2.6,6.9,0.94,10.39,6.21,1.21,1.89,0.27,0.94,0.81,0.67,1,2,-1
"ANTOINE.VERMETTE","F","20082009","CBJ",17,238.63,1.01,1.01,0.25,2.26,7.04,8.55,9.81,0.77,14.29,11.76,9.06,1.01,3.77,6.29,0,0.5,0.25,0.5,0,0,129,98,31
"ANTOINE.VERMETTE","F","20082009","OTT",62,779.75,0.54,0.54,0.31,1.39,7.62,10,12.85,0.67,7.07,5.38,6.74,1.31,4.77,5.54,1.39,1.54,1,0.69,0,0,242,169,73
"ANTON.BABCHUK","D","20082009","CAR",72,1012.52,0.41,0.3,0.36,1.07,5.21,8,11.44,0.17,7.95,5.19,2.17,5.81,1.24,3.73,1.19,1.07,0.36,0.47,0,0,0,0,0
"ANTON.STRALMAN","D","20082009","TOR",37,435.78,0.14,0.14,0.69,0.96,4.27,6.47,9.78,0.14,3.23,2.13,2.13,3.86,4.27,5.51,1.24,1.38,0.83,0.83,0,0,0,0,0
"ANTON.VOLCHENKOV","D","20082009","OTT",68,1112.6,0.11,0.27,0.05,0.43,3.83,5.99,8.9,0.21,2.82,1.8,3.59,7.01,7.93,5.34,1.08,0.92,0.92,0.16,0,0,0,0,0
"ANTTI.MIETTINEN","F","20082009","MIN",82,1075.08,0.45,0.73,0.33,1.51,7.48,10.66,13.28,0.51,5.97,4.19,4.75,0.78,3.24,3.63,1.9,0.61,0.45,0.28,0,0,17,15,2
"ANTTI.PIHLSTROM","F","20082009","NSH",53,567.95,0.11,0.32,0.21,0.63,8.87,12.36,15.21,0.57,1.19,0.85,4.58,1.69,10.25,6.02,0.85,1.48,0.21,0.63,0,0,0,1,-1
"ANZE.KOPITAR","F","20082009","L.A",82,1206.7,0.85,0.7,0.35,1.89,8.01,12.08,15.02,0.79,10.56,7,6.53,2.44,4.13,5.92,2.04,1.94,0.4,0.99,0,0,459,497,-38
"ARRON.ASHAM","F","20082009","PHI",78,660.87,0.73,0.64,0.45,1.82,6.26,7.63,9.53,0.57,11.59,9.52,7.46,0.91,12.8,2.45,0.91,1.09,1.91,2,1.09,1.09,7,8,-1
"BARRET.JACKMAN","D","20082009","STL",82,1491.35,0.08,0.28,0.28,0.64,3.06,4.39,6.24,0.09,2.63,1.83,2.12,3.74,3.82,3.38,1.57,1.17,1.13,0.44,0.08,0.08,0,0,0
"BEN.EAGER","F","20082009","CHI",75,620.32,0.97,0.29,0.1,1.35,7.35,9.38,12.19,0.61,13.16,10.31,6.46,0.97,9,5.71,0.77,1.16,2.61,1.55,1.26,1.26,0,0,0
"BEN.GUITE","F","20082009","COL",50,505.92,0.59,0.36,0.47,1.42,6.52,8.78,11.39,0.5,9.09,6.76,5.68,2.96,9.37,4.63,0.83,1.78,1.42,0.95,0,0,231,189,42
"BENJAMIN.ONDRUS","F","20082009","TOR",11,77.52,0,0,0,0,1.55,3.87,5.42,0.22,0,0,5.6,0.77,11.61,4.64,0.77,3.87,0.77,1.55,3.1,2.32,12,12,0
"BEN.MAXWELL","F","20082009","MTL",7,66.88,0,0,0,0,1.79,5.38,8.07,0.46,0,0,8.5,0,1.79,4.49,1.79,1.79,0.9,1.79,0,0,19,32,-13
"BENOIT.POULIOT","F","20082009","MIN",37,349.63,0.51,0.34,0.34,1.2,3.6,4.98,6.69,0.31,14.29,10.34,6.21,0.17,2.92,2.75,1.89,2.06,1.03,0.34,0,0,82,112,-30
"BILL.GUERIN","F","20082009","NYI",61,765.18,0.63,0.39,0.24,1.25,9.17,12.31,16.47,0.68,6.84,5.1,5.53,2.04,4.31,1.49,2.12,1.73,1.41,0.55,0.08,0.08,12,16,-4
"BILL.GUERIN","F","20082009","PIT",17,190.98,1.57,1.26,0,2.83,10.68,14.14,16.65,0.72,14.71,11.11,5.11,0.63,3.46,3.77,0.31,0.63,0.63,0.94,0.63,0.63,1,0,1
"BILL.THOMAS","F","20082009","PIT",16,113.8,0.53,0.53,0,1.05,5.8,8.44,11.6,0.19,9.09,6.25,2.25,3.69,7.38,4.22,1.05,0.53,0.53,1.58,0,0,38,33,5
"B.J..CROMBEEN","F","20082009","DAL",15,117.48,0.51,1.53,0.51,2.55,6.13,11.75,12.77,0.73,8.33,4.35,6.17,1.02,6.13,10.21,0.51,1.02,1.53,2.04,2.04,2.04,0,0,0
"B.J..CROMBEEN","F","20082009","STL",66,811.25,0.67,0.15,0.15,0.96,7.54,10.8,13.16,0.56,8.82,6.16,5.18,0.59,5.4,6.51,0.67,1.04,1.63,1.33,0.74,0.74,3,1,2
"BLAIR.BETTS","F","20082009","NYR",81,595.47,0.4,0.2,0.1,0.71,7.15,9.57,11.49,0.63,5.63,4.21,6.62,2.02,8.46,7.66,0.71,2.12,0.4,0.71,0,0,268,238,30
"BLAKE.COMEAU","F","20082009","NYI",53,682.73,0.44,0.62,0.44,1.49,5.19,7.73,10.9,0.56,8.47,5.68,7.22,1.41,7.73,3.87,1.58,2.11,0.62,0.7,0,0,9,18,-9
"BLAKE.WHEELER","F","20082009","BOS",80,910.32,0.99,0.79,0.59,2.37,8.5,10.94,12.85,0.8,11.63,9.04,7.28,1.19,2.97,5.73,1.58,2.04,1.19,0.86,0,0,11,18,-7
"BOBBY.HOLIK","F","20082009","N.J",62,600.85,0.4,0.1,0.3,0.8,7.59,9.59,11.68,0.49,5.26,4.17,5.12,0.6,13.18,3.5,1.1,1.3,3.2,1.1,0,0,272,192,80
"BOBBY.RYAN","F","20082009","ANA",64,787.88,1.45,0.61,0.53,2.59,9.67,13.48,16.22,0.82,14.96,10.73,6.11,0.76,5.48,5.71,1.68,1.45,0.84,1.45,0.08,0.08,5,7,-2
"BORIS.VALABIK","D","20082009","ATL",50,652.42,0,0.37,0.09,0.46,1.38,2.39,4.41,0.05,0,0,1.88,4.69,6.35,4.51,3.31,1.2,3.77,1.93,0.37,0.37,0,0,0
"BOYD.DEVEREAUX","F","20082009","TOR",23,259.55,0.69,0.69,0.46,1.85,8.32,9.94,12.71,0.46,8.33,6.98,4.67,3.01,4.85,11.1,0.92,1.62,0.23,0.92,0,0,2,3,-1
"BOYD.GORDON","F","20082009","WSH",63,600.3,0.4,0.5,0.3,1.2,6.4,8.8,10.59,0.59,6.25,4.55,6.69,2.6,3,9.9,1.1,2.4,0.5,0.6,0,0,264,184,80
"BRAD.BOYES","F","20082009","STL",82,1168.25,0.82,0.62,0.31,1.75,7.14,11.09,13.56,0.65,11.51,7.41,5.83,0.92,2.47,2.72,1.85,1.85,0.41,0.72,0,0,74,93,-19
"BRAD.LUKOWICH","D","20082009","S.J",58,841,0,0.36,0.21,0.57,3.07,4.35,6.42,0.11,0,0,2.57,5.21,7.35,5.99,2.07,1,0.36,0.29,0,0,0,0,0
"BRAD.MAY","F","20082009","ANA",20,125.87,0,1.43,0.95,2.38,2.38,3.81,6.2,0.19,0,0,5,0.48,9.06,5.24,0.95,1.43,1.91,0.48,1.91,1.91,1,2,-1
"BRAD.MAY","F","20082009","TOR",38,280.92,0,0,0.21,0.21,5.55,7.69,9.61,0.32,0,0,4.17,1.07,7.05,5.98,1.5,2.14,2.35,0.85,0.64,0.64,0,1,-1
"BRAD.RICHARDS","F","20082009","DAL",56,780.6,0.85,0.54,0.61,2,8.38,11.91,14.76,0.56,10.09,7.1,4.7,1.08,0.77,1.77,3.54,2.77,0.23,0.23,0,0,329,315,14
"BRAD.RICHARDSON","F","20082009","L.A",31,326.03,0,0.74,0.18,0.92,6.81,8.83,12.15,0.53,0,0,5.96,0.74,4.78,8.83,0.18,1.84,0.55,0.74,0.18,0,49,40,9
"BRAD.STAUBITZ","F","20082009","S.J",35,212.52,0.28,0.56,0,0.85,6.21,8.19,11.29,0.2,4.55,3.45,2.45,0.85,15.81,8.47,1.69,0.85,5.08,3.11,1.98,1.98,0,2,-2
"BRAD.STUART","D","20082009","DET",66,1111.9,0.05,0.32,0.32,0.7,4.75,6.85,9.82,0.18,1.14,0.79,2.57,4.16,6.64,6.42,1.13,0.16,0.54,0.38,0,0,0,0,0
"BRAD.WINCHESTER","F","20082009","STL",64,671.43,0.71,0.36,0.09,1.16,5.72,8.22,10.9,0.47,12.5,8.7,5.76,1.79,10.81,5,1.16,1.07,1.52,1.88,0.54,0.45,9,11,-2
"BRANDON.BOCHENSKI","F","20082009","T.B",7,63.02,0,0,0,0,8.57,8.57,11.42,0.35,0,0,4.11,2.86,2.86,3.81,1.9,2.86,0.95,0,0,0,0,0,0
"BRANDON.DUBINSKY","F","20082009","NYR",82,1061.05,0.51,0.62,0.34,1.47,8.6,11.31,13.91,0.72,5.92,4.5,6.38,1.07,12.89,6.67,1.13,1.41,1.36,1.64,0.34,0.34,357,322,35
"BRANDON.PRUST","F","20082009","ARI",11,106.98,0,0.56,0,0.56,4.49,6.73,7.29,0.53,0,0,7.92,2.8,6.73,6.17,2.24,0,1.68,0.56,2.24,2.8,9,7,2
"BRANDON.PRUST","F","20082009","CGY",25,155.75,0.39,0,0.39,0.77,5.78,7.7,9.25,0.67,6.67,5,8.7,1.54,3.85,3.85,1.93,1.54,2.7,1.93,4.24,4.24,8,7,1
"BRANDON.SUTTER","F","20082009","CAR",50,326.85,0.18,0.55,0.37,1.1,9.36,11.56,13.22,0.67,1.96,1.59,5.79,1.47,6.61,6.98,0.73,2.39,0.37,1.65,0.37,0.37,94,123,-29
"BRAYDON.COBURN","D","20082009","PHI",80,1411.07,0.17,0.13,0.26,0.55,3.61,5.19,7.57,0.15,4.71,3.28,2.97,3.44,5.4,4.08,1.91,1.28,1.19,0.55,0.09,0.09,0,0,0
"BRENDAN.BELL","D","20082009","OTT",53,754.92,0.08,0.16,0.24,0.48,4.13,5.72,8.03,0.15,1.92,1.39,2.57,2.7,2.15,4.21,1.99,1.27,0.72,0.4,0,0,0,0,0
"BRENDAN.MIKKELSON","D","20082009","ANA",34,438.97,0,0.14,0,0.14,2.19,3.28,5.06,0.08,0,0,2.33,2.6,2.46,7.79,1.78,0.27,0.68,0.41,0.14,0.14,0,0,0
"BRENDAN.MORRISON","F","20082009","ANA",62,708.27,0.68,0.42,0.25,1.36,5.85,7.88,9.4,0.53,11.59,8.6,6.67,0.85,2.29,2.29,1.44,0.85,0.59,0.59,0,0,128,153,-25
"BRENDAN.MORRISON","F","20082009","DAL",19,207.73,1.16,0.58,0.29,2.02,6.07,8.38,10.69,0.64,19.05,13.79,7.62,0.29,1.73,2.89,2.02,2.31,2.02,1.44,0,0,33,41,-8
"BRENDAN.SHANAHAN","F","20082009","N.J",34,366.18,0.49,0.82,0.33,1.64,8.36,10.81,12.45,0.61,5.88,4.55,5.61,2.79,2.46,1.15,0.82,1.64,1.47,0.16,0.16,0.16,1,7,-6
"BRENDAN.WITT","D","20082009","NYI",65,1046.95,0,0.06,0.4,0.46,2.64,3.9,6.02,0.1,0,0,2.49,5.85,7.22,4.58,1.89,1.32,1.2,0.52,0.11,0.11,0,0,0
"BRENDEN.MORROW","F","20082009","DAL",18,247.6,0.73,0.48,0.48,1.7,7.51,11.39,14.54,0.7,9.68,6.38,6.17,1.7,11.15,6.3,2.18,1.21,2.91,1.21,0.24,0,0,3,-3
"BRENT.BURNS","D","20082009","MIN",60,977.93,0.25,0.18,0.37,0.8,5.77,8.96,12.58,0.3,4.26,2.74,3.38,3.13,2.45,2.39,2.09,1.29,0.98,0.49,0.06,0,3,1,2
"BRENT.SEABROOK","D","20082009","CHI",82,1395.22,0.13,0.22,0.3,0.65,4.17,6.19,8.56,0.16,3.09,2.08,2.56,3.1,7.96,4.64,1.16,0.86,0.9,0.43,0.09,0.09,0,0,0
"BRENT.SOPEL","D","20082009","CHI",23,246.02,0.24,0,0,0.24,3.41,4.88,7.07,0.07,7.14,5,1.5,7.07,2.93,3.41,1.46,1.22,0.98,0.49,0,0,0,0,0
"BRET.HEDICAN","D","20082009","ANA",51,727.2,0.08,0.08,0.17,0.33,2.56,4.13,6.77,0.11,3.23,2,2.64,2.23,3.96,3.55,1.65,0.25,1.32,0.17,0,0,0,0,0
"BRETT.CLARK","D","20082009","COL",76,1252.3,0.1,0.19,0.19,0.48,2.78,4.26,6.61,0.11,3.45,2.25,2.53,8.29,2.83,3.31,1.58,0.81,0.43,0.1,0,0,0,0,0
"BRETT.FESTERLING","D","20082009","ANA",40,565.95,0,0.32,0.21,0.53,1.27,2.65,4.77,0.05,0,0,1.72,2.54,8.69,3.71,1.06,0.32,0.74,0.64,0,0,0,0,0
"BRETT.LEBDA","D","20082009","DET",64,848.97,0.42,0.42,0.28,1.13,4.88,7.07,10.32,0.19,8.7,6,2.75,1.06,2.12,5.87,0.85,0.71,1.34,0.35,0,0,0,0,0
"BRETT.MCLEAN","F","20082009","FLA",80,826.02,0.51,0.36,0.44,1.31,7.05,9.08,11.84,0.59,7.22,5.6,6.45,0.87,2.03,3.41,0.51,2.11,0.65,0.51,0.07,0.07,161,221,-60
"BRETT.SKINNER","D","20082009","NYI",11,117.88,0,0,0,0,2.54,3.05,4.58,0.05,0,0,1.5,5.09,0.51,3.56,1.53,2.04,0.51,0,0,0,0,0,0
"BRETT.STERLING","F","20082009","ATL",6,71.68,0.84,0,0,0.84,8.37,8.37,10.88,0.51,10,10,6.1,1.67,4.19,0.84,0.84,1.67,0.84,3.35,0,0,0,0,0
"BRIAN.BOYLE","F","20082009","L.A",28,268.03,0.9,0,0.22,1.12,8.06,10.07,12.98,0.6,11.11,8.89,5.91,1.79,14.55,7.83,2.46,2.46,2.46,1.57,0.45,0.45,97,119,-22
"BRIAN.CAMPBELL","D","20082009","CHI",82,1416.97,0.13,0.47,0.51,1.1,3.01,4.62,6.73,0.16,4.23,2.75,3.43,2.67,1.27,5.59,1.14,0.55,0.38,0.34,0,0,0,0,0
"BRIAN.GIONTA","F","20082009","N.J",81,1074.77,0.78,0.95,0.56,2.29,10.55,14.68,18.7,0.79,7.41,5.32,5.37,1,2.18,3.63,0.78,1.51,0.39,0.56,0,0,29,46,-17
"BRIAN.LEE","D","20082009","OTT",53,832.88,0.07,0.14,0.5,0.72,3.03,4.83,6.84,0.09,2.38,1.49,1.87,3.82,3.89,6.92,1.51,0.58,0.86,0.79,0.07,0.07,0,0,0
"BRIAN.POTHIER","D","20082009","WSH",9,136.33,0.44,0.44,0,0.88,3.08,4.4,6.6,0.11,14.29,10,2.5,3.96,3.96,3.52,0.44,0.88,0.44,0,0,0,0,0,0
"BRIAN.RAFALSKI","D","20082009","DET",77,1369.2,0.18,0.44,0.48,1.1,3.86,5.35,7.41,0.12,4.55,3.28,2.3,2.23,1.23,6.09,1.93,0.61,0.31,0.31,0,0,0,0,0
"BRIAN.ROLSTON","F","20082009","N.J",64,740.42,0.57,0.32,0.24,1.13,8.67,11.43,15.07,0.64,6.54,4.96,5.58,0.57,3.4,1.94,1.13,0.81,0.81,0.57,0,0,71,90,-19
"BRIAN.SUTHERBY","F","20082009","ANA",17,96.52,1.86,1.24,0.62,3.73,9.32,13.05,14.92,1.02,20,14.29,7.81,1.24,12.43,4.35,1.24,1.24,1.24,0.62,1.24,1.24,18,16,2
"BRIAN.SUTHERBY","F","20082009","DAL",42,439.6,0.55,0.14,0.41,1.09,6.41,8.74,10.51,0.57,8.51,6.25,6.47,1.5,10.92,8.05,1.64,0.82,1.09,0.82,0.27,0.41,67,96,-29
