"player","position","season","Team","GP","TOI","G_60","A1_60","A2_60","Points_60","iSF_60","iFF_60","iCF_60","ixG_60","Sh_perc","F_Sh_perc","xFSH_perc","iBLK_60","iHF_60","iHA_60","GIVE_60","TAKE_60","iPENT2_60","iPEND2_60","iPENT5_60","iPEND5_60","FOW","FOL","FO_diff"
"ADRIAN.AUCOIN","D","20072008","CGY",75,1101.48,0.22,0.22,0.33,0.76,3.65,6.16,9.53,0.16,5.97,3.54,2.55,2.02,3.1,0.87,1.25,1.31,0.6,0.33,0,0.05,0,0,0
"ALAIN.NASREDDINE","D","20072008","PIT",6,66.2,0,0,0,0,2.72,3.63,5.44,0.07,0,0,2,1.81,2.72,4.53,0.91,0,1.81,0.91,0,0,0,0,0
"ALES.HEMSKY","F","20072008","EDM",74,1044.58,0.57,1.26,0.34,2.18,7.93,11.09,14.93,0.58,7.25,5.18,5.25,1.55,1.26,6.03,2.81,2.07,0.57,1.32,0,0,1,3,-2
"ALES.KOTALIK","F","20072008","BUF",79,930.3,0.64,0.13,0.39,1.16,8.71,11.22,13.8,0.48,7.41,5.75,4.24,1.16,8,4.19,1.61,0.71,1.23,0.52,0,0,66,99,-33
"ALEX.BURROWS","F","20072008","VAN",82,940.43,0.45,0.7,0.38,1.53,7.08,10.08,12.57,0.54,6.31,4.43,5.32,1.6,4.79,4.4,1.79,2.23,1.85,2.68,0.32,0.32,1,12,-11
"ALEX.EDLER","D","20072008","VAN",75,1175.55,0.1,0.1,0.2,0.41,3.67,5.87,8.06,0.13,2.78,1.74,2.18,3.06,2.81,5.21,1.43,0.87,0.56,0.2,0,0,0,0,0
"ALEXEI.PONIKAROVSKY","F","20072008","TOR",66,832.53,0.94,0.43,0.36,1.73,8.58,12.83,16.58,0.9,10.92,7.3,7.03,1.3,4.61,6.34,1.8,1.44,0.94,1.01,0,0.07,1,2,-1
"ALEXEI.SEMENOV","D","20072008","S.J",22,273.27,0,0.22,0.44,0.66,3.29,5.93,7.9,0.09,0,0,1.52,3.73,4.61,5.05,2.42,0,1.76,0.66,0.44,0.44,0,0,0
"ALEXEI.ZHITNIK","D","20072008","ATL",65,1080.57,0.17,0,0.11,0.28,4.05,6.39,9,0.15,4.11,2.61,2.32,2.5,3.44,1.67,1.83,1.11,1.22,0.28,0,0,0,0,0
"ALEX.FROLOV","F","20072008","L.A",71,1035.65,0.98,1.27,0.35,2.61,6.84,9.44,12.05,0.68,14.41,10.43,7.23,0.98,1.1,3.19,2.38,2.26,0.46,0.41,0,0,1,1,0
"ALEX.KOVALEV","F","20072008","MTL",82,1107.67,0.92,0.6,0.33,1.84,7.75,10.02,13.49,0.6,11.89,9.19,6,1.84,3.41,5.42,2,1.68,0.98,1.73,0,0,20,19,1
"ALEX.OVECHKIN","F","20072008","WSH",82,1371.55,1.71,1.01,0.26,2.97,13.43,19.47,26.99,1.15,12.7,8.76,5.92,1.49,8.49,4.59,2.89,2.32,0.61,1.79,0,0,6,10,-4
"ALEX.PICARD","D","20072008","T.B",20,344.53,0.35,0,0.35,0.7,2.96,4.18,5.92,0.12,11.76,8.33,2.92,3.66,5.22,3.48,1.22,0.52,0.35,0.52,0,0,0,0,0
"ALEX.RADULOV","F","20072008","NSH",81,1034.4,1.22,1.16,0.58,2.96,8.24,10.44,12.53,0.71,14.79,11.67,6.84,2.03,0.93,3.6,2.38,2.73,1.04,1.04,0,0,0,0,0
"ALEX.SEMIN","F","20072008","WSH",63,772.07,1.24,0.23,0.23,1.71,9.56,14.84,19.51,0.85,13.01,8.38,5.72,1.01,1.32,4.51,5.13,2.64,1.17,1.63,0,0,2,4,-2
"ALEX.STEEN","F","20072008","TOR",76,976.53,0.74,0.74,0.43,1.9,8.29,12.23,15.79,0.57,8.89,6.03,4.65,1.41,3.19,7.43,2.09,1.17,0.55,1.17,0,0,41,81,-40
"ALEX.TANGUAY","F","20072008","CGY",77,1049.93,0.74,0.97,0.46,2.17,5.66,7.6,9.14,0.6,13.13,9.77,7.95,0.74,1.94,2.8,2.63,1.6,0.91,0.8,0,0,6,7,-1
"ALLAN.ROURKE","D","20072008","EDM",13,137.05,0,0,0,0,1.75,3.06,5.25,0.09,0,0,3,9.63,1.31,2.19,1.75,0.44,0,0.44,0.44,0.44,0,0,0
"ANDERS.ERIKSSON","D","20072008","CGY",60,959.88,0,0.19,0.56,0.75,2.38,3.94,5.88,0.14,0,0,3.52,3.56,3,2.81,2.31,1.25,0.88,0.5,0,0,0,0,0
"ANDREAS.KARLSSON","F","20072008","T.B",58,430.17,0.28,0.14,0.14,0.56,3.49,5.58,7.11,0.35,8,5,6.33,2.37,4.04,5.72,0.28,1.53,0.7,0.28,0,0,116,110,6
"ANDREAS.LILJA","D","20072008","DET",79,1184.82,0.1,0.25,0.2,0.56,3.44,4.81,6.33,0.12,2.94,2.11,2.46,3.8,5.67,4.61,1.47,0.71,1.52,0.35,0.05,0.05,0,0,0
"ANDREI.KOSTITSYN","F","20072008","MTL",78,949.53,0.88,0.76,0.57,2.21,7.27,10.49,13.27,0.6,12.17,8.43,5.75,1.33,5.81,5.31,1.39,1.26,0.57,1.2,0.06,0.06,3,2,1
"ANDREI.MARKOV","D","20072008","MTL",82,1319.87,0.18,0.32,0.36,0.86,3.18,5,8.05,0.13,5.71,3.64,2.66,4.45,1.91,2.09,2.68,1.73,0.73,0.73,0.05,0.05,0,0,0
"ANDREI.ZYUZIN","D","20072008","CHI",32,366.2,0.16,0,0.16,0.33,3.11,3.93,7.05,0.17,5.26,4.17,4.42,4.42,3.93,4.42,1.15,0.66,2.29,0.49,0,0,0,0,0
"ANDREJ.MESZAROS","D","20072008","OTT",82,1303.6,0.09,0.41,0.32,0.83,4.83,7.04,10.95,0.18,1.9,1.31,2.54,3.77,4.1,3.22,1.84,1.15,0.78,0.55,0,0,0,1,-1
"ANDREJ.SEKERA","D","20072008","BUF",37,596.53,0.1,0.2,0.1,0.4,2.21,3.52,5.83,0.08,4.55,2.86,2.23,4.02,1.61,7.04,1.51,1.31,0.5,0.2,0,0,0,0,0
"ANDRE.ROY","F","20072008","T.B",63,333.1,0.72,0.54,0,1.26,6.12,8.29,11.89,0.48,11.76,8.7,5.85,0.54,15.85,4.5,0.9,0.72,1.08,0.9,1.98,1.98,0,0,0
"ANDREW.ALBERTS","D","20072008","BOS",35,606.65,0,0.1,0.1,0.2,2.27,3.66,5.84,0.07,0,0,1.84,3.86,4.35,2.77,1.19,0.4,1.19,0.3,0.1,0.1,1,0,1
"ANDREW.BRUNETTE","F","20072008","COL",82,991.85,0.67,1.03,0.67,2.36,5.38,6.84,8.53,0.62,12.36,9.73,9.02,1.21,0.79,4.23,0.97,1.27,0.36,1.03,0,0,1,2,-1
"ANDREW.COGLIANO","F","20072008","EDM",82,876.85,1.03,0.68,0.68,2.39,5.47,7.12,8.42,0.62,18.75,14.42,8.67,1.71,1.57,2.46,2.33,2.05,0.48,1.3,0,0,173,283,-110
"ANDREW.FERENCE","D","20072008","BOS",59,1005.65,0,0.36,0.18,0.54,3.16,4.65,8.11,0.09,0,0,2,2.8,4.24,4,1.31,0.54,0.84,0.72,0.06,0.06,1,0,1
"ANDREW.LADD","F","20072008","CAR",43,437.67,1.23,0.14,0.69,2.06,9.46,12.34,15.49,0.78,13.04,10,6.36,1.37,12.2,7.13,0.82,1.1,1.23,0.41,0,0.14,3,2,1
"ANDREW.LADD","F","20072008","CHI",20,245.03,0.98,0.98,0.24,2.2,11.51,13.71,14.94,0.76,8.51,7.14,5.54,0.98,9.06,4.9,0.73,2.2,0.24,0.98,0,0,0,2,-2
"ANDREW.MURRAY","F","20072008","CBJ",39,399.53,0.9,0.15,0.45,1.5,6.16,8.26,9.31,0.57,14.63,10.91,6.87,1.95,6.76,6.61,0.15,1.2,0.9,1.05,0,0,13,15,-2
"ANDREW.PETERS","F","20072008","BUF",44,136.33,0.44,0,0.44,0.88,7.48,8.8,11.88,0.32,5.88,5,3.65,0.88,9.68,5.28,2.64,0.88,3.08,2.2,3.96,3.96,0,1,-1
"ANDY.GREENE","D","20072008","N.J",59,878.38,0,0.14,0,0.14,2.05,3.07,4.85,0.07,0,0,2.2,3.69,1.71,3.28,0.68,0.75,0.61,0.34,0,0,0,0,0
"ANDY.HILBERT","F","20072008","NYI",70,731,0.66,0.41,0.25,1.31,9.03,12.07,14.28,0.68,7.27,5.44,5.61,2.54,3.2,6.24,1.64,2.87,0.49,0.98,0,0,80,81,-1
"ANDY.MCDONALD","F","20072008","ANA",33,420.18,0.43,0.57,0.71,1.71,7.14,10,12.42,0.5,6,4.29,4.97,0.57,1.43,3.71,2.43,1.43,0.86,1.43,0,0,168,126,42
"ANDY.MCDONALD","F","20072008","STL",49,692.75,0.95,0.52,0.43,1.91,7.1,9.87,11.17,0.69,13.41,9.65,6.99,1.21,2.51,4.07,1.04,1.39,0.61,1.04,0,0,245,184,61
"ANDY.SUTTON","D","20072008","NYI",58,807.13,0.07,0.15,0.22,0.45,3.27,5.2,7.21,0.1,2.27,1.43,1.96,4.46,4.83,4.31,0.89,1.49,1.71,0.82,0.15,0.22,0,0,0
"ANDY.WOZNIEWSKI","D","20072008","TOR",48,531.18,0.23,0.23,0.56,1.02,2.94,4.97,7,0.18,7.69,4.55,3.68,4.97,4.41,3.28,3.28,0.45,2.49,0.23,0,0,0,0,0
"ANTHONY.STEWART","F","20072008","FLA",26,151.63,0,0.4,0,0.4,8.31,9.89,11.48,0.42,0,0,4.2,1.98,5.14,4.75,0.79,1.58,0,0,0,0,0,0,0
"ANTOINE.VERMETTE","F","20072008","OTT",81,992.13,0.97,0.73,0.42,2.12,7.74,10.4,12.4,0.76,12.5,9.3,7.26,0.67,2.48,5.2,2.18,1.15,0.91,1.03,0.06,0.06,448,315,133
"ANTON.STRALMAN","D","20072008","TOR",50,546,0.33,0.22,0.22,0.77,3.41,4.73,6.92,0.09,9.68,6.98,1.84,2.2,3.52,4.18,2.42,1.1,0.77,0.22,0,0,0,0,0
"ANTON.VOLCHENKOV","D","20072008","OTT",66,1062.92,0.06,0.23,0.4,0.68,3.67,5.76,9.03,0.16,1.54,0.98,2.75,7.39,5.93,4.74,1.35,1.07,0.96,0.45,0,0,0,0,0
"ANTTI.MIETTINEN","F","20072008","DAL",69,765.88,0.78,0.55,0.63,1.96,8.46,12.46,15.98,0.65,9.26,6.29,5.23,0.55,4.54,4.47,2.51,2.27,0.94,1.02,0,0,11,8,3
"ANZE.KOPITAR","F","20072008","L.A",82,1229.22,0.68,0.59,0.39,1.66,6.35,9.23,11.42,0.47,10.77,7.41,5.07,1.42,2.15,5.22,2.25,2.25,0.34,1.61,0,0,416,448,-32
"ARRON.ASHAM","F","20072008","N.J",77,580.37,0.41,0.21,0,0.62,6.1,7.03,9.1,0.48,6.78,5.88,6.81,0.52,8.48,3.31,1.55,2.17,1.76,1.76,0.62,0.72,0,3,-3
"BARRET.JACKMAN","D","20072008","STL",78,1330.93,0.05,0.23,0.27,0.54,2.89,3.97,5.64,0.11,1.56,1.14,2.67,3.65,5.23,3.47,1.4,0.99,1.22,1.26,0.18,0.14,0,0,0
"BATES.BATTAGLIA","F","20072008","TOR",13,56.9,0,0,0,0,6.33,7.38,8.44,0.3,0,0,4,0,1.05,5.27,1.05,0,1.05,1.05,1.05,1.05,0,1,-1
"BEN.EAGER","F","20072008","CHI",9,52.78,0,2.27,0,2.27,5.68,10.23,10.23,0.34,0,0,3.33,0,6.82,13.64,0,0,1.14,3.41,1.14,1.14,0,0,0
"BEN.EAGER","F","20072008","PHI",23,116.1,0,0,0,0,5.68,6.72,9.3,0.48,0,0,7.08,0,12.4,9.3,2.07,1.03,4.65,3.1,2.58,2.58,1,4,-3
"BEN.GUITE","F","20072008","COL",79,794.03,0.6,0.38,0.08,1.06,6.57,8.84,10.96,0.52,9.2,6.84,5.84,3.1,8.24,5.97,0.98,1.59,1.06,0.83,0.08,0.08,284,284,0
"BENOIT.POULIOT","F","20072008","MIN",11,85.25,1.41,0,0,1.41,4.93,9.15,9.85,0.51,28.57,15.38,5.62,0.7,4.22,1.41,1.41,4.93,0,2.11,0,0,26,39,-13
"BILL.GUERIN","F","20072008","NYI",81,1079.88,0.83,0.5,0.28,1.61,9.28,12.67,16.28,0.67,8.98,6.58,5.26,1.06,3.17,1.72,2.11,2.22,0.89,0.67,0.17,0.17,8,4,4
"BILL.THOMAS","F","20072008","ARI",7,82.98,0,0,0,0,6.51,10.85,11.57,0.28,0,0,2.6,1.45,6.51,5.06,0,0,0,1.45,0,0,0,0,0
"B.J..CROMBEEN","F","20072008","DAL",8,52.55,0,1.14,1.14,2.28,10.28,10.28,11.42,0.7,0,0,6.78,1.14,7.99,10.28,1.14,3.43,3.43,1.14,3.43,3.43,0,1,-1
"BLAIR.BETTS","F","20072008","NYR",75,654.55,0.09,0.27,0.09,0.46,7.06,8.89,10.91,0.49,1.3,1.03,5.46,2.2,7.42,6.87,0.82,2.38,0.64,0.55,0,0,277,259,18
"BLAKE.COMEAU","F","20072008","NYI",51,550.12,0.65,0.55,0.11,1.31,6.54,8.73,12,0.5,10,7.5,5.73,0.65,6.54,3.93,1.75,2.62,1.2,1.42,0,0,5,17,-12
"BOBBY.ALLEN","D","20072008","BOS",19,167.17,0,0,0,0,2.51,3.59,4.67,0.06,0,0,1.7,1.79,5.02,4.31,1.79,0,0.36,0.36,0,0,0,0,0
"BOBBY.HOLIK","F","20072008","ATL",82,1044.77,0.63,0.34,0.4,1.38,6.55,8.84,11.43,0.47,9.65,7.14,5.27,2.01,7.41,4.59,1.49,3.39,1.78,0.92,0,0,653,469,184
"BOBBY.RYAN","F","20072008","ANA",23,195.65,0.31,0.92,0.31,1.53,8.28,10.43,12.57,0.56,3.7,2.94,5.35,1.53,4.91,5.52,1.53,2.76,0.61,1.23,0,0,0,0,0
"BORIS.VALABIK","D","20072008","ATL",7,99.02,0,0,0,0,3.03,5.45,7.88,0.09,0,0,1.67,4.85,6.06,6.06,2.42,0.61,3.03,1.21,1.21,0.61,0,0,0
"BOYD.DEVEREAUX","F","20072008","TOR",62,689.05,0.52,0.61,0.35,1.48,6.27,8.71,11.15,0.45,8.33,6,5.19,1.13,3.74,8.45,2.09,1.31,0.61,0.61,0,0,1,1,0
"BOYD.GORDON","F","20072008","WSH",67,752.12,0.32,0.32,0.4,1.04,6.7,9.41,11.57,0.54,4.76,3.39,5.72,1.83,1.44,7.82,0.96,1.91,0.32,0.8,0,0,364,266,98
"BRAD.BOYES","F","20072008","STL",82,1116.22,1.72,0.43,0.32,2.47,8.12,11.93,14.35,0.67,21.19,14.41,5.64,0.91,2.85,3.12,1.45,1.61,0.43,0.91,0,0,83,115,-32
"BRAD.ISBISTER","F","20072008","VAN",55,543.65,0.55,0.22,0.22,0.99,6.95,8.83,10.6,0.5,7.94,6.25,5.66,0.88,2.87,3.09,1.1,0.88,0.88,0.99,0.33,0.44,4,5,-1
"BRAD.LARSEN","F","20072008","ATL",62,523.13,0.11,0.23,0.11,0.46,3.9,4.82,5.28,0.37,2.94,2.38,7.6,1.03,5.05,3.56,0.92,2.06,0.57,0.57,0,0,33,41,-8
"BRAD.LUKOWICH","D","20072008","T.B",59,823.72,0.07,0.15,0.22,0.44,1.82,2.77,4.73,0.06,4,2.63,2.03,6.19,8.81,3.57,0.8,0.95,0.58,0.66,0,0,0,0,0
"BRAD.MAY","F","20072008","ANA",60,382.9,0.31,0,0.16,0.47,4.86,6.89,8.93,0.43,6.45,4.55,6.2,0.31,5.64,5.64,1.1,0.78,1.41,1.1,0.78,0.94,0,3,-3
"BRAD.RICHARDS","F","20072008","DAL",12,162.42,0.37,1.11,0.74,2.22,5.17,8.13,11.08,0.33,7.14,4.55,4.05,0.74,0,4.06,2.96,1.85,0,1.11,0,0,57,43,14
"BRAD.RICHARDS","F","20072008","T.B",62,999.52,0.36,0.54,0.3,1.2,8.82,11.95,15.43,0.5,4.08,3.02,4.15,0.84,0.6,2.88,1.44,1.74,0.18,0.54,0,0,358,348,10
"BRAD.RICHARDSON","F","20072008","COL",22,251.82,0.48,0.48,0.24,1.19,6.91,9.29,11.68,0.57,6.9,5.13,6.13,0.48,3.1,6.67,0.48,1.19,0.95,1.67,0,0,22,19,3
"BRAD.STUART","D","20072008","DET",9,143.62,0.42,0,0.42,0.84,6.68,8.36,11.7,0.22,6.25,5,2.65,4.18,11.7,7.94,1.25,0.42,0.42,0,0,0,0,0,0
"BRAD.STUART","D","20072008","L.A",63,939.2,0.19,0.19,0.19,0.57,4.15,5.24,7.86,0.11,4.62,3.66,2.09,3.9,4.73,6.13,1.98,0.45,0.77,0.64,0.06,0.06,0,4,-4
"BRAD.WINCHESTER","F","20072008","DAL",41,286.83,0.21,0,0.42,0.63,7.11,8.99,11.71,0.43,2.94,2.33,4.77,0.84,11.51,9.41,1.26,1.26,1.26,2.51,1.05,1.05,0,2,-2
"BRANDON.BOCHENSKI","F","20072008","ANA",12,103.18,0,0,0.58,0.58,4.07,5.23,7.56,0.33,0,0,6.22,0.58,1.16,2.91,0.58,2.91,1.16,0.58,0,0,0,1,-1
"BRANDON.BOCHENSKI","F","20072008","BOS",20,228.1,0,0.79,0.53,1.32,6.84,9.47,12.36,0.54,0,0,5.69,1.05,2.1,1.05,0.79,1.84,0.53,0.79,0,0,2,4,-2
"BRANDON.BOCHENSKI","F","20072008","NSH",8,67.77,0.89,0,1.77,2.66,7.08,10.62,13.28,0.97,12.5,8.33,9.17,0,1.77,3.54,2.66,4.43,0,1.77,0,0,0,0,0
"BRANDON.DUBINSKY","F","20072008","NYR",82,959.78,0.81,0.63,0.56,2,7.81,10.75,12.69,0.68,10.4,7.56,6.31,1.63,11.75,6.5,0.94,2.25,0.69,1.63,0.38,0.25,404,378,26
"BRANISLAV.MEZEI","D","20072008","FLA",57,717.28,0.17,0,0.17,0.33,2.93,4.18,6.94,0.08,5.71,4,1.86,3.43,8.53,4.52,1.59,0.59,2.17,0.75,0.08,0.08,0,0,0
"BRANKO.RADIVOJEVIC","F","20072008","MIN",72,898.53,0.33,0.33,0.2,0.87,5.34,7.88,10.42,0.31,6.25,4.24,3.92,1.34,5.61,3.61,1.07,1.07,0.8,0.87,0,0,9,13,-4
"BRAYDON.COBURN","D","20072008","PHI",78,1248.82,0.19,0.14,0.58,0.91,4.04,6.01,8.26,0.17,4.76,3.2,2.81,3.03,3.07,3.65,2.02,1.3,1.39,0.86,0,0,0,0,0
"BRENDAN.MORRISON","F","20072008","VAN",39,409.13,0.88,0.15,0.59,1.61,5.57,8.07,10.71,0.64,15.79,10.91,7.98,1.32,2.05,2.05,2.49,1.91,0.88,0.88,0,0,113,158,-45
"BRENDAN.SHANAHAN","F","20072008","NYR",73,842.53,0.64,0.43,0.57,1.64,10.33,13.53,17.09,0.72,6.21,4.74,5.32,2.42,2.56,1.57,1.07,1.35,0.43,0.36,0.07,0.07,4,0,4
"BRENDAN.WITT","D","20072008","NYI",59,1001.65,0.12,0.12,0.12,0.36,3.35,4.55,6.89,0.12,3.57,2.63,2.66,5.75,6.41,3.89,1.26,0.66,1.02,0.48,0.06,0.06,0,0,0
"BRENDEN.MORROW","F","20072008","DAL",81,1144.28,0.84,0.84,0.42,2.1,6.55,9.12,12.32,0.63,12.8,9.2,6.89,1.26,11.59,4.72,2.67,2.31,1.42,1.57,0.05,0.05,12,15,-3
"BRENT.BURNS","D","20072008","MIN",81,1336.53,0.27,0.22,0.36,0.85,4.67,6.82,10.1,0.19,5.77,3.95,2.81,2.33,3.37,2.6,1.84,2.11,0.76,0.31,0.09,0.09,0,0,0
"BRENT.SEABROOK","D","20072008","CHI",81,1277.18,0.23,0.23,0.33,0.8,5.31,6.53,8.78,0.16,4.42,3.6,2.43,3.62,6.3,3.71,1.41,0.66,0.85,0.42,0.19,0.19,0,0,0
"BRENT.SOPEL","D","20072008","CHI",57,827.1,0.07,0.36,0.58,1.02,3.26,4.35,6.38,0.1,2.22,1.67,2.37,5.3,1.81,3.55,1.09,0.73,0.51,0.36,0,0,0,0,0
"BRET.HEDICAN","D","20072008","CAR",66,1073.28,0.11,0.22,0.5,0.84,4.08,5.25,7.88,0.13,2.74,2.13,2.5,4.75,3.35,4.42,1.06,1.4,1.57,0.73,0,0,0,0,0
"BRETT.CLARK","D","20072008","COL",57,927.15,0.19,0.13,0.52,0.84,3.49,4.72,6.15,0.18,5.56,4.11,3.85,6.34,3.62,3.24,1.29,1.23,0.71,0.39,0,0.06,0,0,0
"BRETT.LEBDA","D","20072008","DET",78,1134.6,0.16,0.16,0.21,0.53,4.81,7.14,9.84,0.22,3.3,2.22,3.01,1.85,2.27,4.28,1.22,0.42,1.06,0.63,0,0,0,1,-1
"BRETT.MCLEAN","F","20072008","FLA",67,787.28,0.69,0.53,0.46,1.68,8.08,10.29,13.18,0.58,8.49,6.67,5.62,1.14,1.37,3.12,1.3,1.3,0.61,0.61,0,0,179,173,6
"BRETT.STERLING","F","20072008","ATL",13,139.47,0.43,0,0.43,0.86,5.59,9.03,11.62,0.95,7.69,4.76,10.48,0.43,2.15,4.3,0.43,1.72,1.72,1.29,0,0,2,1,1
"BRIAN.BOYLE","F","20072008","L.A",8,85.82,2.8,0.7,0,3.5,10.49,11.19,12.58,0.93,26.67,25,8.31,1.4,6.99,5.59,0,0.7,2.1,1.4,0,0,29,37,-8
"BRIAN.CAMPBELL","D","20072008","BUF",63,1117.42,0.11,0.59,0.43,1.13,3.28,4.99,7.09,0.12,3.28,2.15,2.46,2.85,2.2,4.51,1.34,0.7,0.32,0.38,0,0,0,0,0
"BRIAN.CAMPBELL","D","20072008","S.J",20,368.1,0.16,0.49,0.49,1.14,3.75,6.03,8.31,0.2,4.35,2.7,3.24,2.12,0.65,5.05,1.79,0.65,0.49,0.16,0,0,0,0,0
"BRIAN.GIONTA","F","20072008","N.J",82,1080,0.72,0.61,0.22,1.56,9.83,13.89,16.94,0.82,7.34,5.2,5.91,0.61,2.5,2.56,1.56,1.83,0.89,1.11,0,0,22,18,4
"BRIAN.LEE","D","20072008","OTT",6,88.72,0,0,0,0,4.06,5.41,7.44,0.06,0,0,1.12,4.73,2.03,3.38,2.71,0.68,1.35,0.68,0,0,0,0,0
"BRIAN.MCGRATTAN","F","20072008","OTT",38,108.23,0,0.55,1.11,1.66,6.1,8.32,8.32,0.2,0,0,2.4,1.11,9.98,6.65,1.11,2.22,2.77,2.22,3.88,3.33,0,0,0
"BRIAN.POTHIER","D","20072008","WSH",38,580.23,0.41,0.31,0.21,0.93,5.69,7.34,10.65,0.13,7.27,5.63,1.82,2.9,2.38,3.31,2.38,1.65,0.93,0.52,0,0,0,0,0
"BRIAN.RAFALSKI","D","20072008","DET",73,1286.45,0.14,0.23,0.65,1.03,4.85,6.44,9.79,0.2,2.88,2.17,3.04,2.57,1.17,6.39,1.73,1.17,0.47,0.28,0,0,0,0,0
"BRIAN.ROLSTON","F","20072008","MIN",80,1089.45,0.94,0.22,0.22,1.38,10.02,14.15,17.84,0.65,9.34,6.61,4.62,0.72,2.7,1.82,1.27,1.1,0.66,0.55,0,0,36,45,-9
"BRIAN.SUTHERBY","F","20072008","ANA",45,316.62,0,0.19,0,0.19,7.39,9.1,11.56,0.51,0,0,5.65,1.9,10.23,7.2,0.95,0.95,0.95,1.14,1.14,0.95,90,112,-22
"BRIAN.WILLSIE","F","20072008","L.A",53,532.73,0.45,0.45,0.45,1.35,6.76,9.46,12.28,0.6,6.67,4.76,6.37,1.46,4.62,3.83,1.13,1.35,1.58,0.34,0,0,11,9,2
"BROOKS.LAICH","F","20072008","WSH",82,819.3,0.73,0.81,0.15,1.68,7.03,8.93,11.13,0.69,10.42,8.2,7.67,1.98,5.64,7.32,1.39,1.17,0.81,1.54,0.07,0.07,215,215,0
"BROOKS.ORPIK","D","20072008","PIT",78,1143.28,0.05,0.21,0.21,0.47,2.36,4.04,6.04,0.09,2.22,1.3,2.18,5.41,11.65,5.3,1.15,0.42,0.84,0.58,0.1,0.1,0,0,0
"BRUNO.GERVAIS","D","20072008","NYI",60,884.95,0,0.27,0.27,0.54,1.97,3.19,6.03,0.11,0,0,3.49,3.73,1.9,2.64,1.49,1.9,0.61,0.61,0,0,0,0,0
"BRYAN.ALLEN","D","20072008","FLA",73,1236.77,0.05,0.15,0.34,0.53,2.86,4.46,7.37,0.08,1.69,1.09,1.77,4.12,4.85,6.55,1.07,0.97,0.87,0.49,0.1,0.1,0,0,0
"BRYAN.BERARD","D","20072008","NYI",54,697.25,0.09,0.26,0.26,0.6,3.96,5.51,8.86,0.14,2.17,1.56,2.52,4.73,2.75,3.18,2.32,1.29,1.12,0.34,0,0,0,0,0
"BRYAN.LITTLE","F","20072008","ATL",48,584.8,0.41,0.92,0.1,1.44,6.46,7.8,9.64,0.53,6.35,5.26,6.82,0.82,1.44,2.05,1.03,2.46,0.62,0.82,0,0,182,239,-57
"BRYAN.MCCABE","D","20072008","TOR",54,915.2,0.07,0.13,0.26,0.46,3.54,5.11,8.46,0.13,1.85,1.28,2.47,4.52,5.77,3.02,2.03,0.33,1.51,0.52,0.07,0.13,0,0,0
