"player","position","season","Team","GP","TOI","G_60","A1_60","A2_60","Points_60","iSF_60","iFF_60","iCF_60","ixG_60","Sh_perc","F_Sh_perc","xFSH_perc","iBLK_60","iHF_60","iHA_60","GIVE_60","TAKE_60","iPENT2_60","iPEND2_60","iPENT5_60","iPEND5_60","FOW","FOL","FO_diff"
"AARON.JOHNSON","D","20092010","CGY",22,253.17,0.24,0.47,0,0.71,3.08,5.21,7.82,0.1,7.69,4.55,1.95,2.84,6.16,5.69,1.18,0.95,1.42,0.47,0,0,0,0,0
"AARON.JOHNSON","D","20092010","EDM",19,301.17,0.4,0.2,0.4,1,3.59,5.78,7.97,0.18,11.11,6.9,3.1,4.98,7.37,5.38,3.39,1.99,1,0.6,0,0,0,0,0
"AARON.ROME","D","20092010","VAN",49,665.23,0,0.09,0.27,0.36,3.79,5.59,9.47,0.13,0,0,2.39,3.88,4.87,6.67,1.35,0.54,0.63,0.27,0.18,0.09,0,0,0
"AARON.VOROS","F","20092010","NYR",41,247.82,0.48,0.73,0,1.21,5.08,6.54,8.72,0.38,9.52,7.41,5.78,2.66,13.56,10.9,0,0.24,2.18,1.45,3.15,2.66,3,3,0
"AARON.WARD","D","20092010","ANA",17,216.15,0,0,0.28,0.28,2.5,3.89,6.94,0.15,0,0,3.93,5.55,9.72,3.89,0.56,0.56,0.56,0,0,0,0,0,0
"AARON.WARD","D","20092010","CAR",59,897.58,0.07,0.07,0.47,0.6,1.8,2.81,5.41,0.06,3.7,2.38,1.98,6.08,7.75,5.28,1.27,0.67,1.34,0.6,0,0,0,0,0
"ADAM.BURISH","F","20092010","CHI",13,112.12,0.54,1.07,0.54,2.14,4.82,8.56,10.17,0.48,11.11,6.25,5.62,4.82,4.82,6.42,1.07,1.07,1.07,2.14,1.07,1.07,6,13,-7
"ADAM.FOOTE","D","20092010","COL",67,1093.4,0,0.11,0.16,0.27,1.37,2.52,4.17,0.06,0,0,2.3,4.39,4.88,3.07,1.04,0.38,1.04,0.49,0,0.05,0,0,0
"ADAM.MAIR","F","20092010","BUF",69,617.9,0.49,0.39,0.29,1.17,6.41,8.25,10,0.48,7.58,5.88,5.76,1.17,9.22,4.76,1.75,0.97,1.65,1.07,0.19,0.19,89,82,7
"ADAM.MCQUAID","D","20092010","BOS",19,196.65,0.31,0,0,0.31,3.05,5.8,7.63,0.09,10,5.26,1.47,4.88,8.85,9.76,1.53,0.61,1.22,0.92,0.61,0.61,0,0,0
"ADAM.PARDY","D","20092010","CGY",57,818.77,0.15,0.29,0.22,0.66,2.64,4.18,6.89,0.06,5.56,3.51,1.39,3.66,3.74,7.77,1.98,1.03,1.32,0.73,0.15,0.15,0,0,0
"ADRIAN.AUCOIN","D","20092010","ARI",82,1326.65,0.32,0,0.41,0.72,4.57,6.83,9.63,0.18,6.93,4.64,2.64,2.4,4.93,1.13,0.86,0.14,0.72,0.36,0,0,0,0,0
"ALEC.MARTINEZ","D","20092010","L.A",4,59.18,0,0,0,0,5.07,7.1,8.11,0.01,0,0,0.14,6.08,6.08,8.11,2.03,1.01,1.01,0,0,0,0,0,0
"ALES.HEMSKY","F","20092010","EDM",22,298.77,0.6,1,1,2.61,7.83,10.44,13.05,0.71,7.69,5.77,6.77,2.01,0.8,8.23,2.01,1,0.8,1,0,0,0,0,0
"ALES.KOTALIK","F","20092010","CGY",26,315.67,0.38,0,0.38,0.76,12.54,15.02,18.06,0.67,3.03,2.53,4.47,1.33,6.08,3.99,1.71,0.95,1.14,0.76,0.19,0.19,4,3,1
"ALES.KOTALIK","F","20092010","NYR",45,450.43,0.53,0.13,0.13,0.8,7.46,11.46,14.92,0.72,7.14,4.65,6.28,1.86,9.59,7.46,1.07,2,1.6,0.53,0,0,0,2,-2
"ALEX.BOLDUC","F","20092010","VAN",15,117.03,0,0,0,0,7.18,8.72,8.72,0.47,0,0,5.35,3.59,9.23,5.64,1.54,2.56,1.03,0.51,0.51,0.51,41,30,11
"ALEX.BURROWS","F","20092010","VAN",82,1102.92,1.09,0.71,0.49,2.28,9.03,11.64,14.09,0.76,12.05,9.35,6.5,1.69,4.84,5.66,1.03,2.67,1.96,1.9,0.05,0.05,10,10,0
"ALEX.EDLER","D","20092010","VAN",76,1272.62,0.09,0.38,0.52,0.99,5.23,7.92,11.41,0.18,1.8,1.19,2.32,4.34,3.58,7.92,2.07,0.47,0.75,0.38,0,0,0,1,-1
"ALEXEI.PONIKAROVSKY","F","20092010","PIT",16,185.58,0.32,0.32,0.97,1.62,9.38,12.61,14.23,0.64,3.45,2.56,5.1,0.65,8.73,2.59,1.29,0.32,0.65,0,0,0,0,1,-1
"ALEXEI.PONIKAROVSKY","F","20092010","TOR",61,809.3,1.11,1.04,0.22,2.37,9.12,13.34,16.38,0.82,12.2,8.33,6.16,2.67,7.04,4.74,1.48,1.19,1.33,0.74,0,0,8,17,-9
"ALEX.FROLOV","F","20092010","L.A",81,1164.15,0.52,0.77,0.41,1.7,6.8,9.43,11.65,0.65,7.58,5.46,6.92,0.52,2.73,3.76,1.55,1.19,0.46,0.62,0,0,3,0,3
"ALEX.GIROUX","F","20092010","WSH",9,78.55,0.76,0,1.53,2.29,8.4,10.69,13.75,0.73,9.09,7.14,6.79,0.76,10.69,4.58,0,3.06,1.53,2.29,0,0,0,0,0
"ALEX.GOLIGOSKI","D","20092010","PIT",68,1081.7,0.33,0.39,0.33,1.05,3.61,5.21,8.38,0.17,9.23,6.38,3.24,4.16,2.27,4.27,2.05,0.55,0.39,0.67,0,0,0,0,0
"ALEX.KOVALEV","F","20092010","OTT",77,1120.18,0.64,0.75,0.27,1.66,6.75,9.75,13.55,0.69,9.52,6.59,7.04,0.96,1.61,4.87,3.05,1.66,1.12,1.29,0,0,0,2,-2
"ALEX.OVECHKIN","F","20092010","WSH",72,1169.83,1.59,1.23,0.51,3.33,13.08,18.31,28.26,0.99,12.16,8.68,5.41,0.82,8.62,5.49,3.03,2.56,0.97,1.08,0,0,10,11,-1
"ALEX.PICARD","D","20092010","CAR",9,116.57,0,0,0,0,3.09,4.63,7.72,0.16,0,0,3.44,5.15,7.21,11.32,0.51,0,1.03,0.51,0,0,0,0,0
"ALEX.PICARD","D","20092010","CBJ",9,63.82,0,0,0,0,11.28,12.22,13.16,1.12,0,0,9.15,1.88,16.92,2.82,0.94,1.88,0,0,1.88,1.88,0,0,0
"ALEX.PICARD","D","20092010","OTT",45,696.32,0.26,0.09,0.43,0.78,3.96,5.77,8.19,0.14,6.52,4.48,2.51,4.31,4.39,6.29,2.33,1.03,0.86,0.17,0,0,0,0,0
"ALEX.PIETRANGELO","D","20092010","STL",9,117.17,0.51,0,0,0.51,3.58,3.58,8.19,0.13,14.29,14.29,3.71,3.07,1.54,4.1,0.51,1.02,1.02,0.51,0,0,0,0,0
"ALEX.PLANTE","D","20092010","EDM",4,53.98,0,0,1.11,1.11,4.45,7.78,8.89,0.16,0,0,2,2.22,7.78,6.67,2.22,1.11,1.11,1.11,0,0,0,0,0
"ALEX.SEMIN","F","20092010","WSH",73,1054.37,1.71,0.85,0.46,3.02,11.84,16.39,22.88,0.99,14.42,10.42,6.06,1.08,1.31,3.98,2.56,2.96,1.48,1.37,0,0,2,7,-5
"ALEX.STEEN","F","20092010","STL",68,824.38,1.02,0.66,0.36,2.04,8.95,12.08,15.5,0.62,11.38,8.43,5.13,1.97,2.98,8.66,0.95,1.38,0.95,1.31,0,0,20,35,-15
"ALEX.SULZER","D","20092010","NSH",20,248,0,0.24,0,0.24,3.15,4.84,8.47,0.08,0,0,1.75,4.11,2.42,3.63,2.42,0.97,0.48,0.73,0,0,0,0,0
