"player","position","season","Team","GP","TOI","G_60","A1_60","A2_60","Points_60","iSF_60","iFF_60","iCF_60","ixG_60","Sh_perc","F_Sh_perc","xFSH_perc","iBLK_60","iHF_60","iHA_60","GIVE_60","TAKE_60","iPENT2_60","iPEND2_60","iPENT5_60","iPEND5_60","FOW","FOL","FO_diff"
"AARON.GAGNON","F","20122013","WPG",10,73.27,2.46,0,0,2.46,9.01,11.46,13.92,0.99,27.27,21.43,8.64,2.46,5.73,5.73,0.82,3.28,0.82,0.82,0,0,27,24,3
"AARON.JOHNSON","D","20122013","BOS",10,138.4,0,0,0,0,3.47,4.77,9.97,0.1,0,0,2.18,1.73,7.8,9.1,3.03,0,1.73,0.43,0,0,0,0,0
"AARON.PALUSHAJ","F","20122013","COL",25,263.12,0.46,0.68,0.91,2.05,6.16,7.98,10.49,0.41,7.41,5.71,5.14,2.74,7.3,7.53,1.14,1.82,0.46,1.82,0,0,2,5,-3
"AARON.ROME","D","20122013","DAL",27,366.13,0,0.49,0.16,0.66,2.13,3.11,6.23,0.07,0,0,2.21,4.42,6.88,7.05,1.15,0.33,1.31,0.66,0,0,0,0,0
"AARON.VOLPATTI","F","20122013","VAN",16,114.73,0.52,0,0,0.52,5.23,7.32,10.46,0.37,10,7.14,5.07,2.09,21.96,12.03,1.05,0.52,2.61,2.09,1.57,1.05,0,2,-2
"AARON.VOLPATTI","F","20122013","WSH",17,156.35,0,0.38,0,0.38,3.84,6.52,8.06,0.45,0,0,6.82,2.69,14.58,13.43,1.15,1.15,0.38,0.38,0.38,0.38,1,1,0
"ADAM.BURISH","F","20122013","S.J",46,422.57,0,0.14,0.14,0.28,5.25,7.81,10.08,0.47,0,0,6.05,3.55,9.09,6.67,1.42,0.43,0.99,2.27,0.14,0.14,98,95,3
"ADAM.CRACKNELL","F","20122013","STL",20,170.95,0.7,0.7,0.7,2.11,7.37,10.18,13.69,0.55,9.52,6.9,5.41,2.46,7.72,10.18,0.35,2.11,0.7,0.7,0,0,6,19,-13
"ADAM.HALL","F","20122013","CAR",6,56.57,0,0,0,0,3.18,6.36,9.55,0.32,0,0,5,4.24,20.15,2.12,1.06,1.06,0,0,0,0,1,5,-4
"ADAM.HALL","F","20122013","PHI",11,92.22,0,0,0,0,7.81,11.71,12.36,0.59,0,0,5.06,3.9,7.16,6.51,1.3,1.95,0,0.65,0,0,23,16,7
"ADAM.HALL","F","20122013","T.B",20,160.53,0,0.75,0.37,1.12,5.61,6.73,7.1,0.29,0,0,4.28,2.24,10.47,5.98,1.12,2.24,0.75,1.5,0.37,0.37,69,51,18
"ADAM.HENRIQUE","F","20122013","N.J",42,564.55,0.53,0.32,0,0.85,5.74,8.4,10.2,0.65,9.26,6.33,7.73,1.17,2.76,3.29,0.64,1.81,0.74,0.74,0,0,257,249,8
"ADAM.LARSSON","D","20122013","N.J",37,615.33,0,0.29,0.29,0.59,2.93,3.9,6.53,0.08,0,0,2.05,3.71,3.51,5.95,1.85,1.66,0.59,0.49,0,0,0,0,0
"ADAM.MCQUAID","D","20122013","BOS",32,436.77,0.14,0.14,0.14,0.41,3.43,4.95,8.52,0.14,4,2.78,2.75,5.49,8.38,7.42,0.96,0.41,1.65,0.96,0.82,0.82,0,0,0
"ADAM.PARDY","D","20122013","BUF",17,258.35,0,0.23,0.7,0.93,1.39,2.55,3.95,0.06,0,0,2.36,3.48,5.34,7.2,3.02,0.7,1.39,0.7,0,0,0,0,0
"ADRIAN.AUCOIN","D","20122013","CBJ",36,532.97,0,0.23,0.23,0.45,2.81,4.17,7.2,0.07,0,0,1.59,1.35,4.05,1.01,0.56,0.34,0.9,0.34,0,0,0,0,0
"AKIM.ALIU","F","20122013","CGY",5,50.55,0,0,0,0,2.37,3.56,5.93,0.4,0,0,11.33,2.37,5.93,8.31,2.37,1.19,1.19,1.19,0,0,0,0,0
"ALEC.MARTINEZ","D","20122013","L.A",27,374.75,0,0,0.48,0.48,4.32,6.56,9.29,0.17,0,0,2.56,4.32,4.8,8.81,1.76,0.32,0.48,0.16,0,0,0,0,0
"ALES.HEMSKY","F","20122013","EDM",38,484.25,0.5,0.5,0.37,1.36,7.81,9.17,12.39,0.62,6.35,5.41,6.77,1.12,1.24,6.07,1.86,1.98,0.99,0.37,0,0,10,10,0
"ALEX.BOLDUC","F","20122013","ARI",14,104.68,0,0,0,0,9.74,11.46,13.76,0.68,0,0,5.9,1.72,12.04,9.17,0.57,1.15,0.57,0.57,0,0,6,13,-7
