"player","position","season","Team","GP","TOI","G_60","A1_60","A2_60","Points_60","iSF_60","iFF_60","iCF_60","ixG_60","Sh_perc","F_Sh_perc","xFSH_perc","iBLK_60","iHF_60","iHA_60","GIVE_60","TAKE_60","iPENT2_60","iPEND2_60","iPENT5_60","iPEND5_60","FOW","FOL","FO_diff"
"ALEX.EDLER","D","20132014","VAN",63,1125.55,0.16,0.05,0.32,0.53,7.04,9.65,15.62,0.23,2.27,1.66,2.38,6.02,5.33,7.89,1.28,1.23,1.01,0.59,0,0,1,0,1
"ALEXEI.EMELIN","D","20132014","MTL",59,988.48,0.12,0.12,0.55,0.79,3.16,4.98,7.28,0.12,3.85,2.44,2.37,6.31,10.38,5.83,2.37,0.3,1.09,0.91,0,0,0,0,0
"ALEX.GALCHENYUK","F","20132014","MTL",65,791.2,0.68,0.61,0.23,1.52,6.37,8.49,11.3,0.61,10.71,8.04,7.2,1.9,3.49,5.01,1.37,2.05,0.91,0.99,0,0,5,10,-5
"ALEX.GOLIGOSKI","D","20132014","DAL",81,1466.25,0.12,0.53,0.41,1.06,3.64,5.32,7.9,0.18,3.37,2.31,3.42,4.34,3.27,4.71,2.54,0.65,0.41,0.37,0,0,0,1,-1
"ALEX.KILLORN","F","20132014","T.B",82,1182.95,0.61,0.36,0.61,1.57,7.41,10.14,12.98,0.6,8.22,6,5.89,1.42,3.75,4.67,1.83,1.52,1.07,0.71,0,0,56,80,-24
"ALEX.OVECHKIN","F","20132014","WSH",78,1174.52,1.17,0.41,0.1,1.69,12,17.62,24.37,0.89,9.79,6.67,5.04,1.07,9.6,4.44,1.63,1.38,0.82,1.12,0,0,1,1,0
"ALEX.PETROVIC","D","20132014","FLA",7,81.22,0,0,0,0,2.95,5.17,8.13,0.19,0,0,3.71,3.69,17.73,7.39,0,0,2.95,1.48,0,0,0,0,0
"ALEX.PIETRANGELO","D","20132014","STL",81,1524.7,0.24,0.51,0.43,1.18,4.68,7.83,12.4,0.24,5.04,3.02,3.02,4.29,0.79,4.92,1.02,1.3,0.35,0.31,0,0,0,0,0
"ALEX.SEMIN","F","20132014","CAR",65,1008.7,0.77,0.59,0.24,1.61,9.16,14.81,20.58,0.8,8.44,5.22,5.37,1.67,1.19,3.57,2.5,2.56,0.89,0.83,0,0,0,5,-5
"ALEX.STEEN","F","20132014","STL",68,997.02,1.38,0.48,0.42,2.29,8.43,12.82,17.21,0.85,16.43,10.8,6.62,1.26,2.35,5.54,0.42,2.05,1.2,1.93,0,0,203,198,5
"ALEX.SULZER","D","20132014","BUF",25,386.92,0,0,0,0,2.64,4.81,6.67,0.11,0,0,2.19,6.36,1.55,5.43,1.4,0.16,0.62,0.16,0,0,0,0,0
"ALEX.TANGUAY","F","20132014","COL",16,204.9,0.88,0.29,1.17,2.34,5.56,6.15,7.61,0.46,15.79,14.29,7.48,1.76,1.76,4.98,2.05,2.05,0.29,0.29,0,0,1,2,-1
"ALEX.URBOM","D","20132014","WSH",20,252.68,0.24,0,0,0.24,3.56,5.7,7.84,0.18,6.67,4.17,3.21,2.85,4.99,7.6,2.14,0.71,0.24,0.24,0.24,0.24,0,0,0
"ANDERS.LEE","F","20132014","NYI",22,280.12,1.29,0.43,0.43,2.14,11.35,14.78,16.71,1.5,11.32,8.7,10.14,0.43,9.21,6.85,1.29,1.93,0.86,0.21,0,0,0,4,-4
"ANDRE.BENOIT","D","20132014","COL",79,1238.12,0.29,0.19,0.19,0.68,3.68,5.09,8.29,0.15,7.89,5.71,2.95,4.7,2.33,3.05,1.31,0.78,0.39,0.34,0,0,0,0,0
"ANDREI.LOKTIONOV","F","20132014","CAR",20,245.45,0.24,0.73,0,0.98,6.36,8.8,11.49,0.42,3.85,2.78,4.81,1.71,2.44,7.09,0.49,3.67,0.24,0.73,0,0,9,24,-15
"ANDREI.LOKTIONOV","F","20132014","N.J",48,535.52,0.45,0.67,0.22,1.34,4.48,7.39,9.75,0.58,10,6.06,7.82,0.78,2.58,4.26,0.78,1.57,0.45,0.34,0,0,131,171,-40
"ANDREI.MARKOV","D","20132014","MTL",81,1450,0.17,0.5,0.12,0.79,3.43,4.8,7.12,0.13,4.82,3.45,2.66,5.42,1.86,2.98,2.86,0.95,0.37,0.29,0,0,0,0,0
"ANDREJ.MESZAROS","D","20132014","BOS",14,233.45,0.26,0.26,0.51,1.03,4.88,4.88,8.74,0.12,5.26,5.26,2.42,3.6,3.34,3.34,2.06,0.77,0.77,0.26,0,0,0,0,0
"ANDREJ.MESZAROS","D","20132014","PHI",38,580.05,0.52,0.62,0.52,1.66,5.59,8.17,12.93,0.31,9.26,6.33,3.85,4.76,5.28,3.72,1.66,0.83,0.93,0.62,0,0,0,0,0
"ANDREJ.SEKERA","D","20132014","CAR",74,1336.83,0.27,0.27,0.58,1.12,4.44,6.51,9.83,0.2,6.06,4.14,3.1,4.58,2.06,5.88,1.39,2.24,0.45,0.22,0,0,0,0,0
"ANDREJ.SUSTR","D","20132014","T.B",43,612.98,0.1,0,0.29,0.39,3.82,4.89,7.15,0.11,2.56,2,2.26,3.13,2.25,5.97,2.06,0.39,0.78,0.1,0,0,0,0,0
"ANDREW.ALBERTS","D","20132014","VAN",10,70.12,0,0,0,0,4.28,5.99,11.12,0.18,0,0,3,5.99,5.13,7.7,3.42,0,0,0.86,0,0,0,0,0
"ANDREW.COGLIANO","F","20132014","ANA",82,1076.63,0.84,0.5,0.45,1.78,7.63,10.53,12.87,0.78,10.95,7.94,7.37,1.56,4.85,2.95,1.56,1.06,0.56,0.84,0,0,7,7,0
"ANDREW.DESJARDINS","F","20132014","S.J",81,789.02,0.23,0.38,0.68,1.29,6.62,8.59,11.33,0.51,3.45,2.65,5.99,2.59,7.76,7.83,1.9,2.59,0.84,1.14,0.68,0.68,343,274,69
"ANDREW.EBBETT","F","20132014","PIT",9,90.45,0,0.66,0,0.66,5.31,7.96,10.61,0.34,0,0,4.25,3.98,6.63,8.62,1.33,1.33,0,0.66,0,0,15,20,-5
"ANDREW.FERENCE","D","20132014","EDM",71,1252.62,0.14,0.19,0.43,0.77,3.59,4.6,6.75,0.13,4,3.12,2.85,4.07,5.75,6.27,2.11,0.43,0.91,0.48,0.14,0.14,2,1,1
"ANDREW.LADD","F","20132014","WPG",78,1134.5,1,0.53,0.53,2.06,8.04,11.16,14.49,0.85,12.5,9,7.58,1.53,6.98,4.02,1.69,1.53,0.85,0.58,0.05,0.05,17,28,-11
"ANDREW.MACDONALD","D","20132014","NYI",63,1187.08,0.1,0.1,0.35,0.56,1.97,3.84,6.12,0.11,5.13,2.63,2.99,8.19,1.87,4.2,2.07,0.81,0.71,0.51,0,0,0,0,0
"ANDREW.MACDONALD","D","20132014","PHI",19,361.88,0,0.17,0.5,0.66,2.82,3.65,7.3,0.1,0,0,2.86,6.3,3.48,5.8,0.99,0.17,0.99,0.5,0,0,0,0,0
"ANDREW.SHAW","F","20132014","CHI",80,1003.43,0.84,0.3,0.54,1.67,7.29,9.21,11.84,0.88,11.48,9.09,9.55,0.96,9.63,11.42,1.08,1.38,1.08,1.08,0.06,0.06,278,357,-79
"ANDY.GREENE","D","20132014","N.J",82,1492.27,0.2,0.12,0.32,0.64,3.9,6.63,10.01,0.2,5.15,3.03,3.04,3.42,3.06,4.74,1.49,1.25,0.6,0.44,0,0,0,0,0
"ANDY.MIELE","F","20132014","ARI",7,62.75,0,0,1.91,1.91,5.74,6.69,9.56,0.24,0,0,3.57,1.91,3.82,4.78,0.96,1.91,0.96,1.91,0,0,15,27,-12
"ANTHONY.PELUSO","F","20132014","WPG",53,301.8,0.2,0.4,0.2,0.8,4.57,5.77,5.96,0.56,4.35,3.45,9.76,0.6,16.9,7.95,0.4,1.39,0.99,0.6,1.59,1.59,1,2,-1
"ANTOINE.ROUSSEL","F","20132014","DAL",81,918.58,0.78,0.46,0.39,1.63,6.92,10.25,13.13,0.81,11.32,7.64,7.86,2.35,9.21,9.47,1.31,1.18,1.83,1.31,0.52,0.59,16,20,-4
"ANTOINE.VERMETTE","F","20132014","ARI",82,1146.58,0.68,0.58,0.21,1.47,5.91,7.74,9.37,0.61,11.5,8.78,7.89,2.46,4.24,5.08,0.78,1.78,0.84,0.63,0,0,697,535,162
"ANTON.BELOV","D","20132014","EDM",57,835.08,0.07,0.07,0.22,0.36,2.73,4.1,6.97,0.09,2.63,1.75,2.32,5.03,6.39,3.66,3.02,0.36,0.79,0.43,0,0,0,0,0
"ANTON.LANDER","F","20132014","EDM",27,283.95,0,0,0,0,3.38,5.07,6.76,0.28,0,0,5.5,1.27,5.49,5.71,1.27,1.27,0.42,1.48,0,0,59,68,-9
"ANTON.STRALMAN","D","20132014","NYR",81,1391.4,0.04,0.17,0.34,0.56,4.14,5.17,7.93,0.15,1.04,0.83,2.83,2.24,2.98,6.6,1.98,0.99,0.47,0.34,0,0,0,0,0
"ANTON.VOLCHENKOV","D","20132014","N.J",56,714.3,0,0.42,0.08,0.5,3.44,6.13,9.32,0.12,0,0,2.01,3.28,8.65,7.39,0.5,0.59,0.76,1.01,0,0,0,0,0
"ANZE.KOPITAR","F","20132014","L.A",82,1229.28,0.93,0.68,0.39,2,7.22,9.37,11.91,0.68,12.84,9.9,7.21,1.37,3.81,4.78,1.22,2.1,0.44,0.88,0,0,558,482,76
"ARTEM.ANISIMOV","F","20132014","CBJ",81,979.32,1.04,0.43,0.37,1.84,7.35,10.54,14.34,0.68,14.17,9.88,6.45,2.39,1.53,5.7,0.86,2.02,0.49,0.74,0,0,388,398,-10
"BARRET.JACKMAN","D","20132014","STL",79,1221.83,0.15,0.25,0.34,0.74,3.68,5.35,7.51,0.11,4,2.75,1.99,4.86,4.03,4.86,1.23,0.83,1.08,0.49,0.2,0.2,0,0,0
"BEAU.BENNETT","F","20132014","PIT",21,261.03,0.46,0.46,0.23,1.15,5.29,7.36,10.11,0.43,8.7,6.25,5.91,1.38,7.13,5.52,0.69,0.46,0,0.92,0,0,2,0,2
"BEN.EAGER","F","20132014","EDM",7,50.3,0,1.19,0,1.19,4.77,8.35,13.12,0.3,0,0,3.57,2.39,10.74,3.58,2.39,2.39,1.19,1.19,0,0,1,1,0
"BEN.HANOWSKI","F","20132014","CGY",11,78.1,0,0,1.54,1.54,7.68,7.68,9.99,0.49,0,0,6.4,0.77,9.99,2.3,2.3,1.54,0.77,0.77,0,0,1,0,1
"BEN.LOVEJOY","D","20132014","ANA",78,1313.2,0.23,0.37,0.14,0.73,4.43,6.35,9.23,0.15,5.15,3.6,2.32,5.3,9.41,6.85,1.14,0.64,0.78,0.46,0,0,0,0,0
"BENOIT.POULIOT","F","20132014","NYR",80,906.07,0.46,0.46,0.86,1.79,7.75,10.33,12.32,0.72,5.98,4.49,6.93,1.19,8.81,5.1,2.25,1.99,0.86,0.93,0.07,0.07,14,14,0
"BEN.SMITH","F","20132014","CHI",75,817.42,0.88,0.44,0.22,1.54,5.73,7.85,9.98,0.84,15.38,11.21,10.71,3.52,2.72,8.37,0.66,1.25,0.07,0.81,0,0,170,154,16
"BEN.STREET","F","20132014","CGY",13,114.18,0,0,0.53,0.53,8.93,12.09,14.19,0.47,0,0,3.91,2.1,6.83,6.83,1.05,1.58,1.05,1.05,0,0,55,54,1
"B.J..CROMBEEN","F","20132014","T.B",55,470.12,0.38,0,0.64,1.02,7.4,10.21,12.76,0.4,5.17,3.75,3.88,1.28,6.89,6.51,0.64,1.28,1.28,1.02,1.28,1.28,3,5,-2
"BLAIR.JONES","F","20132014","CGY",14,137.17,0.44,0,0,0.44,5.69,7.87,11.37,0.42,7.69,5.56,5.39,0.87,13.12,6.56,3.94,1.75,1.31,0.87,0.44,0.44,32,28,4
"BLAKE.COMEAU","F","20132014","CBJ",61,697.43,0.43,0.52,0.43,1.38,9.03,11.79,16.35,0.58,4.76,3.65,4.93,1.38,16.69,6.28,1.38,1.89,1.03,0.95,0.17,0.17,9,6,3
"BLAKE.WHEELER","F","20132014","WPG",82,1208.83,0.84,0.99,0.45,2.28,8.98,12.51,16.03,0.76,9.39,6.75,6.07,2.88,7.05,6.45,1.24,1.44,0.65,1.09,0,0,10,17,-7
"BOBBY.RYAN","F","20132014","OTT",70,971.78,0.86,0.8,0.43,2.1,9.01,12.9,17.04,0.83,9.59,6.7,6.42,1.79,6.11,5.37,1.54,2.72,0.74,0.49,0.06,0.06,7,3,4
"BOONE.JENNER","F","20132014","CBJ",72,933.1,0.64,0.39,0.26,1.29,6.94,9.52,12.09,0.6,9.26,6.76,6.28,2.25,13.44,5.66,1.41,1.74,0.96,1.61,0.06,0.06,14,15,-1
"BOYD.GORDON","F","20132014","EDM",74,830.15,0.36,0.36,0.29,1.01,4.77,6.79,8.82,0.41,7.58,5.32,5.98,4.84,1.81,7.01,1.08,1.23,0.58,0.14,0,0,619,421,198
"BRACKEN.KEARNS","F","20132014","S.J",25,290.02,0.41,0.41,0,0.83,7.03,9.31,10.55,0.69,5.88,4.44,7.4,2.9,9.31,7.65,0.62,0.83,0.62,0.62,0,0,25,36,-11
"BRAD.BOYES","F","20132014","FLA",78,1086.13,0.94,0.22,0.55,1.71,8.07,11.66,14.14,0.83,11.64,8.06,7.12,1.66,2.32,3.98,1.44,1.82,0.55,0.28,0,0,24,21,3
"BRAD.MALONE","F","20132014","COL",32,214.15,0.84,0,0.56,1.4,4.48,7,8.97,0.33,18.75,12,4.72,1.4,22.13,8.69,1.96,1.12,1.12,0.56,0.28,0.28,45,50,-5
"BRAD.MARCHAND","F","20132014","BOS",82,1126.62,0.96,0.96,0.37,2.29,7.03,9.69,11.77,0.68,13.64,9.89,7,0.91,3.51,5.59,2.56,2.13,1.54,1.07,0,0,5,16,-11
"BRAD.RICHARDS","F","20132014","NYR",82,1191.43,0.76,0.65,0.2,1.61,8.81,12.39,16.32,0.65,8.57,6.1,5.21,1.86,1.11,2.06,1.66,1.56,0.25,0.25,0,0,467,469,-2
"BRAD.RICHARDSON","F","20132014","VAN",73,915.75,0.52,0.66,0.07,1.24,4.91,7.47,10.42,0.57,10.67,7.02,7.61,3.08,3.8,5.05,0.98,1.24,0.79,0.92,0,0.07,456,346,110
"BRAD.STUART","D","20132014","S.J",61,1020.25,0.18,0.24,0.24,0.65,3.59,5.12,9.17,0.15,4.92,3.45,2.91,5.47,6.17,5.59,1.53,0.53,0.76,0.59,0.06,0.06,0,0,0
"BRANDON.BOLLIG","F","20132014","CHI",82,807.97,0.45,0.45,0.07,0.97,7.95,10.25,13.44,0.51,5.61,4.35,5,1.63,14.93,6.31,0.45,0.37,1.34,0.67,0.37,0.37,0,0,0
"BRANDON.DUBINSKY","F","20132014","CBJ",76,1032.18,0.58,0.93,0.41,1.92,7.79,10.87,14.13,0.64,7.46,5.35,5.88,1.45,12.73,4.07,1.05,1.1,1.45,1.05,0,0,450,380,70
"BRANDON.GORMLEY","D","20132014","ARI",5,67.2,0,0,0,0,3.57,6.25,9.82,0.1,0,0,1.57,4.46,4.46,1.79,0.89,0.89,0,0,0,0,0,0,0
"BRANDON.MCMILLAN","F","20132014","ARI",22,250.58,0.48,0.24,0.72,1.44,8.14,10.78,12.21,0.69,5.88,4.44,6.42,1.68,11.73,10.78,0.48,0.72,0.24,1.44,0,0,7,7,0
"BRANDON.PIRRI","F","20132014","CHI",28,314.3,0.95,0.38,0.57,1.91,5.92,10.12,13.55,0.65,16.13,9.43,6.47,1.91,2.48,4.01,0.57,2.1,0.38,0.76,0,0,94,133,-39
"BRANDON.PIRRI","F","20132014","FLA",21,242.83,0.99,0.49,0.49,1.98,7.41,10.87,14.58,0.69,13.33,9.09,6.34,0.99,2.22,3.71,0.74,0.99,0,0.74,0,0,82,100,-18
"BRANDON.PRUST","F","20132014","MTL",52,559.82,0.64,0.32,0.11,1.07,4.82,5.25,6.54,0.33,13.33,12.24,6.29,2.68,8.68,3.97,1.39,0.96,1.71,1.07,1.18,1.18,54,53,1
"BRANDON.SAAD","F","20132014","CHI",78,1049.68,0.86,0.91,0.23,2,7.6,10,13.2,0.77,11.28,8.57,7.67,0.91,2.52,5.6,1.2,2.52,0.57,0.86,0,0,36,54,-18
"BRANDON.SUTTER","F","20132014","PIT",81,990.4,0.42,0.42,0.18,1.03,7.03,9.15,11.27,0.49,6.03,4.64,5.39,1.7,3.88,5.63,0.48,1.15,0.36,0.97,0,0,427,435,-8
"BRAYDEN.MCNABB","D","20132014","BUF",12,169.27,0,0,0,0,3.54,4.96,8.51,0.17,0,0,3.43,3.9,7.44,5.32,1.42,0.71,0.35,2.13,0,0,0,0,0
"BRAYDEN.SCHENN","F","20132014","PHI",82,1080.27,0.83,0.39,0.39,1.61,8.16,10.72,13.94,0.77,10.2,7.77,7.14,1.78,10.83,6.67,0.83,1.89,0.61,0.78,0.17,0.22,271,363,-92
"BRAYDON.COBURN","D","20132014","PHI",82,1463.23,0.16,0.21,0.21,0.57,4.31,6.56,10.05,0.16,3.81,2.5,2.46,2.67,4.02,5.29,1.52,0.86,0.7,0.41,0.04,0.04,0,0,0
"BRENDAN.GALLAGHER","F","20132014","MTL",81,1073.78,0.61,0.39,0.73,1.73,9.89,13.58,18.66,0.99,6.21,4.53,7.32,2.01,2.07,7.54,1.12,2.24,1.34,1.4,0.06,0.06,28,59,-31
"BRENDAN.SMITH","D","20132014","DET",71,1219.85,0.2,0.34,0.34,0.89,4.28,6.64,9.25,0.19,4.6,2.96,2.81,2.95,2.75,6.79,2.21,0.89,1.38,0.84,0.05,0.1,0,0,0
"BRENDEN.DILLON","D","20132014","DAL",80,1465.33,0.16,0.2,0.25,0.61,3.73,5.36,7.98,0.13,4.4,3.05,2.35,5.08,5.77,5.04,2.01,0.57,0.82,0.49,0.12,0.12,0,0,0
"BRENDEN.MORROW","F","20132014","STL",71,764.08,0.71,0.47,0.24,1.41,3.85,4.95,6.05,0.42,18.37,14.29,8.59,1.41,8.4,5.03,0.94,0.86,2.04,1.49,0.08,0.08,8,19,-11
"BRENT.BURNS","D","20132014","S.J",69,977.45,1.1,0.43,0.49,2.03,12.15,17.8,22.71,1.2,9.09,6.21,6.76,1.29,8.59,2.39,1.72,2.52,0.86,0.86,0,0,55,57,-2
"BRENT.SEABROOK","D","20132014","CHI",82,1476.17,0.12,0.53,0.49,1.14,4.67,6.67,9.43,0.21,2.61,1.83,3.08,5,6.18,5.85,1.99,1.14,0.45,0.12,0,0,0,0,0
"BRETT.BELLEMORE","D","20132014","CAR",64,976.4,0.12,0.12,0.25,0.49,3.26,4.18,6.33,0.13,3.77,2.94,3.04,4.92,9.52,8.3,2.34,1.23,0.92,0.61,0.06,0.12,0,0,0
"BRETT.BULMER","F","20132014","MIN",5,53.38,0,0,0,0,7.87,11.24,13.49,0.2,0,0,1.8,2.25,15.74,2.25,0,1.12,1.12,3.37,0,0,0,0,0
"BRETT.CONNOLLY","F","20132014","T.B",11,117.77,0.51,0,0,0.51,5.09,7.64,8.15,0.56,10,6.67,7.27,0.51,4.59,6.11,0.51,1.53,1.02,0.51,0,0,24,27,-3
"BRETT.SUTTER","F","20132014","CAR",17,120.2,0.5,0.5,0,1,7.49,10.98,11.98,0.54,6.67,4.55,4.91,1,17.47,11.48,1,2,0.5,1.5,0,0,36,33,3
"BRIAN.BOYLE","F","20132014","NYR",82,830.4,0.36,0.22,0.36,0.94,8.74,11.13,13.37,0.78,4.13,3.25,7.01,2.53,10.48,7.23,1.08,1.16,0.87,0.72,0.14,0.14,187,159,28
"BRIAN.CAMPBELL","D","20132014","FLA",82,1686.47,0.14,0.18,0.32,0.64,2.7,4.2,6.44,0.13,5.26,3.39,2.99,3.27,1.35,4.16,1.17,1.1,0.28,0.21,0,0,0,1,-1
"BRIAN.DUMOULIN","D","20132014","PIT",6,91.95,0,0.65,0,0.65,1.96,4.57,6.53,0.14,0,0,3,5.22,0.65,5.22,1.96,0.65,1.31,0.65,0,0,0,0,0
"BRIAN.FLYNN","F","20132014","BUF",79,932.92,0.32,0.26,0.13,0.71,5.92,7.14,8.94,0.45,5.43,4.5,6.26,2.25,3.15,3.86,0.84,1.22,0.26,0.51,0,0,152,160,-8
"BRIAN.GIBBONS","F","20132014","PIT",41,446.68,0.54,0.81,0.67,2.01,3.49,4.7,6.58,0.49,15.38,11.43,10.49,2.42,3.09,5.51,1.48,1.07,0.27,1.61,0,0,8,11,-3
"BRIAN.GIONTA","F","20132014","MTL",81,1175.13,0.61,0.56,0.15,1.33,8.17,11.59,15.01,0.73,7.5,5.29,6.26,1.89,2.09,5.36,0.87,1.58,0.36,0.92,0,0,15,25,-10
"BRIAN.LASHOFF","D","20132014","DET",75,896.72,0,0.13,0.2,0.33,2.34,4.08,6.42,0.08,0,0,2,3.68,3.81,5.22,0.87,0.47,1.14,0.33,0,0,0,0,0
"BRIAN.MCGRATTAN","F","20132014","CGY",76,502.05,0.48,0.36,0.12,0.96,9.32,12.19,14.94,0.47,5.13,3.92,3.85,2.63,9.8,3.94,1.2,1.55,0.96,1.31,0.96,1.08,2,1,1
"BRIAN.STRAIT","D","20132014","NYI",47,701.32,0.26,0.17,0.17,0.6,3.42,4.71,6.59,0.2,7.5,5.45,4.18,5.9,5.3,6.67,1.54,1.28,0.6,0.68,0,0,0,0,0
"BROCK.NELSON","F","20132014","NYI",72,813.05,0.66,0.15,0.44,1.25,7.67,10.55,15.13,0.78,8.65,6.29,7.41,2.21,5.02,6.27,1.25,1.99,0.22,0.89,0,0,158,219,-61
"BROOKS.LAICH","F","20132014","WSH",51,649.37,0.55,0.18,0.09,0.83,5.45,6.47,9.33,0.56,10.17,8.57,8.59,1.76,5.54,7.3,1.29,1.29,0.28,0.18,0,0,116,162,-46
"BROOKS.ORPIK","D","20132014","PIT",72,1284.4,0.09,0.14,0.37,0.61,2.24,3.41,5.79,0.08,4.17,2.74,2.29,5,9.3,5.42,1.31,0.37,0.56,0.37,0,0,0,0,0
"BRYAN.ALLEN","D","20132014","ANA",68,1011.9,0,0,0.53,0.53,3.2,5.22,7.77,0.09,0,0,1.64,4.8,6.29,7.65,1.36,0.47,1.3,0.24,0.18,0.24,0,0,0
"BRYAN.BICKELL","F","20132014","CHI",59,636.05,0.94,0.38,0,1.32,8.68,11.79,16.13,0.74,10.87,8,6.31,0.94,9.62,7.55,0.75,0.85,0.66,0.57,0.09,0.09,1,1,0
"BRYAN.LITTLE","F","20132014","WPG",82,1206.32,0.55,0.9,0.6,2.04,6.32,8.31,10.3,0.64,8.66,6.59,7.75,1.49,3.98,2.84,1.14,1.54,0.8,0.9,0,0,552,618,-66
"BRYCE.SALVADOR","D","20132014","N.J",40,643.6,0.09,0.28,0,0.37,2.24,3.54,6.62,0.09,4.17,2.63,2.66,2.7,3.36,6.43,1.49,0.75,1.03,0.65,0.09,0.09,0,0,0
"BRYCE.VAN BRABANT","F","20132014","CGY",6,54.82,0,0,0,0,4.38,7.66,8.76,0.3,0,0,3.86,4.38,18.61,14.23,1.09,2.19,0,1.09,0,0,0,0,0
"CAL.CLUTTERBUCK","F","20132014","NYI",73,806.33,0.45,0.15,0.22,0.82,9.75,12.5,15.55,0.87,4.58,3.57,6.92,0.67,18.9,6.18,1.56,1.79,1.26,1.93,0,0,6,7,-1
"CALLE.JARNKROK","F","20132014","NSH",12,150.82,0.8,1.19,1.19,3.18,4.77,5.97,8.35,0.67,16.67,13.33,11.2,1.59,0.8,5.57,0.8,0.8,0.8,0.4,0,0,53,85,-32
"CALVIN.DE HAAN","D","20132014","NYI",51,909.3,0.13,0.4,0.33,0.86,3.63,5.28,8.38,0.14,3.64,2.5,2.7,5.81,6.8,3.7,1.78,1.72,0.73,0.46,0,0,0,0,0
"CAM.ATKINSON","F","20132014","CBJ",79,1036.53,0.93,0.46,0.29,1.68,10.01,13.37,16.73,1,9.25,6.93,7.46,2.14,3.07,3.24,0.81,1.45,0.35,0.52,0,0,0,0,0
"CAMERON.GAUNCE","D","20132014","DAL",9,114.32,0,0,0,0,4.72,5.25,7.35,0.12,0,0,2.2,2.1,5.77,6.82,5.25,0.52,0.52,0.52,0.52,0.52,0,0,0
