"player","position","season","Team","GP","TOI_EV","TOI_perc_EV","SPM_EVO_60","SPM_EVO_AA_60","team_EV_GF","team_skaters_EV","adj_EVO_60","SPM_EVO_AA","adj_EVO_total","EVO_AA"
"ALEXEI.ZHITNIK","D","20072008","ATL",65,1080.6,28,0.053,0.105,-0.1,4.96,-0.04,1.89,-0.72,1.2
"ALEX.FROLOV","F","20072008","L.A",71,1035.7,27.4,0.459,0.467,0,4.97,-0.025,8.06,-0.43,7.6
"ALEX.KOVALEV","F","20072008","MTL",82,1107.7,29.6,0.188,0.196,0.02,4.95,-0.006,3.62,-0.12,3.5
"ALEX.OVECHKIN","F","20072008","WSH",82,1371.5,36.2,0.643,0.652,0.09,4.97,-0.017,14.89,-0.39,14.5
"ALEX.PICARD","D","20072008","T.B",20,344.5,8.8,-0.263,-0.211,-0.04,4.97,-0.009,-1.21,-0.05,-1.3
"ALEX.RADULOV","F","20072008","NSH",81,1034.4,27.9,0.597,0.605,0.06,4.96,-0.014,10.44,-0.24,10.2
"ALEX.SEMIN","F","20072008","WSH",63,772.1,20.4,-0.008,0.001,0.09,4.97,0.03,0.01,0.39,0.4
"ALEX.STEEN","F","20072008","TOR",76,976.5,26.5,0.187,0.195,0.09,4.96,0.02,3.17,0.32,3.5
"ALEX.TANGUAY","F","20072008","CGY",77,1049.9,28.6,0.29,0.299,0.06,4.96,0.001,5.23,0.01,5.2
"ALLAN.ROURKE","D","20072008","EDM",13,137.1,3.6,-0.16,-0.107,0.04,4.96,0.015,-0.24,0.03,-0.2
"ANDERS.ERIKSSON","D","20072008","CGY",60,959.9,26.1,0.075,0.128,0.06,4.96,0.011,2.04,0.18,2.2
"ANDREAS.KARLSSON","F","20072008","T.B",58,430.2,11,-0.239,-0.231,-0.04,4.97,-0.008,-1.66,-0.06,-1.7
"ANDREAS.LILJA","D","20072008","DET",79,1184.8,31.8,-0.234,-0.182,0.05,4.96,0.028,-3.59,0.55,-3
"ANDREI.KOSTITSYN","F","20072008","MTL",78,949.5,25.4,0.304,0.312,0.02,4.95,-0.01,4.94,-0.17,4.8
"ANDREI.MARKOV","D","20072008","MTL",82,1319.9,35.3,0.024,0.076,0.02,4.95,0,1.68,0,1.7
"ANDREI.ZYUZIN","D","20072008","CHI",32,366.2,10.1,-0.429,-0.377,0.09,4.96,0.037,-2.3,0.23,-2.1
"ANDREJ.MESZAROS","D","20072008","OTT",82,1303.6,34.7,-0.01,0.043,0.18,4.96,0.054,0.93,1.18,2.1
"ANDREJ.SEKERA","D","20072008","BUF",37,596.5,15.8,-0.004,0.049,0.14,4.96,0.045,0.48,0.44,0.9
"ANDRE.ROY","F","20072008","T.B",63,333.1,8.5,0.045,0.054,-0.04,4.97,-0.014,0.3,-0.08,0.2
"ANDREW.ALBERTS","D","20072008","BOS",35,606.6,15.9,-0.243,-0.19,-0.1,4.96,-0.027,-1.92,-0.27,-2.2
"ANDREW.BRUNETTE","F","20072008","COL",82,991.9,25.7,0.406,0.414,0.08,4.97,0.006,6.84,0.09,6.9
"ANDREW.COGLIANO","F","20072008","EDM",82,876.9,23.1,0.394,0.402,0.04,4.96,-0.005,5.88,-0.07,5.8
"ANDREW.FERENCE","D","20072008","BOS",59,1005.6,26.4,-0.302,-0.249,-0.1,4.96,-0.02,-4.18,-0.34,-4.5
"ANDREW.LADD","F","20072008","CAR",43,437.7,12,0.297,0.305,0.11,4.96,0.027,2.23,0.2,2.4
"ANDREW.LADD","F","20072008","CHI",20,245,6.8,0.163,0.172,0.09,4.96,0.027,0.7,0.11,0.8
"ANDREW.MURRAY","F","20072008","CBJ",39,399.5,10.9,0.436,0.444,-0.13,4.95,-0.053,2.96,-0.35,2.6
"ANDREW.PETERS","F","20072008","BUF",44,136.3,3.6,-0.973,-0.964,0.14,4.96,0.053,-2.19,0.12,-2.1
"ANDY.GREENE","D","20072008","N.J",59,878.4,23.5,-0.314,-0.261,-0.09,4.96,-0.016,-3.83,-0.23,-4.1
"ANDY.HILBERT","F","20072008","NYI",70,731,19.5,0.074,0.082,-0.1,4.96,-0.037,1,-0.45,0.6
"ANDY.MCDONALD","F","20072008","ANA",33,420.2,11.6,-0.052,-0.044,-0.13,4.95,-0.042,-0.3,-0.29,-0.6
"ANDY.MCDONALD","F","20072008","STL",49,692.8,18.4,-0.163,-0.154,0.01,4.96,0.008,-1.78,0.09,-1.7
"ANDY.SUTTON","D","20072008","NYI",58,807.1,21.5,-0.065,-0.013,-0.1,4.96,-0.033,-0.17,-0.44,-0.6
"ANDY.WOZNIEWSKI","D","20072008","TOR",48,531.2,14.4,0.412,0.465,0.09,4.96,0.016,4.11,0.15,4.3
"ANTHONY.STEWART","F","20072008","FLA",26,151.6,4,-0.137,-0.128,-0.06,4.96,-0.018,-0.32,-0.05,-0.4
"ANTOINE.VERMETTE","F","20072008","OTT",81,992.1,26.4,0.129,0.137,0.18,4.96,0.05,2.26,0.82,3.1
"ANTON.STRALMAN","D","20072008","TOR",50,546,14.8,-0.311,-0.259,0.09,4.96,0.038,-2.36,0.34,-2
"ANTON.VOLCHENKOV","D","20072008","OTT",67,1062.9,28.3,-0.433,-0.381,0.18,4.96,0.079,-6.75,1.4,-5.4
"ANTTI.MIETTINEN","F","20072008","DAL",69,765.9,20.6,0.048,0.056,0.03,4.96,0.008,0.71,0.1,0.8
"ANZE.KOPITAR","F","20072008","L.A",82,1229.2,32.5,-0.06,-0.052,0,4.97,0.004,-1.06,0.08,-1
"ARRON.ASHAM","F","20072008","N.J",77,580.4,15.5,-0.502,-0.494,-0.09,4.96,-0.013,-4.78,-0.12,-4.9
"BARRET.JACKMAN","D","20072008","STL",78,1330.9,35.4,-0.175,-0.123,0.01,4.96,0.011,-2.72,0.24,-2.5
"BEN.EAGER","F","20072008","PHI",23,116.1,3.2,-1.125,-1.116,-0.02,4.94,0.002,-2.16,0,-2.2
"BEN.GUITE","F","20072008","COL",79,794,20.6,-0.248,-0.24,0.08,4.97,0.037,-3.17,0.49,-2.7
"BENOIT.POULIOT","F","20072008","MIN",11,85.2,2.3,-0.005,0.003,-0.02,4.96,-0.008,0,-0.01,0
"BILL.GUERIN","F","20072008","NYI",81,1079.9,28.8,0.022,0.03,-0.1,4.96,-0.035,0.55,-0.64,-0.1
"BILL.THOMAS","F","20072008","ARI",7,83,2.2,-1.258,-1.249,-0.11,4.96,-0.031,-1.73,-0.04,-1.8
"BLAIR.BETTS","F","20072008","NYR",75,654.5,17.3,-0.307,-0.299,-0.05,4.95,-0.006,-3.26,-0.07,-3.3
"BLAKE.COMEAU","F","20072008","NYI",51,550.1,14.7,0.207,0.215,-0.1,4.96,-0.04,1.97,-0.37,1.6
"BOBBY.ALLEN","D","20072008","BOS",19,167.2,4.4,-0.768,-0.715,-0.1,4.96,-0.027,-1.99,-0.08,-2.1
"BOBBY.HOLIK","F","20072008","ATL",82,1044.8,27,0.156,0.164,-0.1,4.96,-0.043,2.85,-0.75,2.1
"BOBBY.RYAN","F","20072008","ANA",23,195.7,5.4,-0.055,-0.047,-0.13,4.95,-0.042,-0.15,-0.14,-0.3
"BORIS.VALABIK","D","20072008","ATL",7,99,2.6,-0.146,-0.094,-0.1,4.96,-0.033,-0.16,-0.06,-0.2
"BOYD.DEVEREAUX","F","20072008","TOR",62,689,18.7,-0.131,-0.123,0.09,4.96,0.035,-1.41,0.4,-1
"BOYD.GORDON","F","20072008","WSH",67,752.1,19.8,-0.338,-0.33,0.09,4.97,0.043,-4.13,0.54,-3.6
"BRAD.BOYES","F","20072008","STL",82,1116.2,29.7,0.402,0.411,0.01,4.96,-0.022,7.64,-0.41,7.2
"BRAD.ISBISTER","F","20072008","VAN",55,543.6,14.8,-0.438,-0.43,-0.09,4.95,-0.017,-3.89,-0.16,-4
"BRAD.LARSEN","F","20072008","ATL",62,523.1,13.5,-0.477,-0.469,-0.1,4.96,-0.021,-4.09,-0.18,-4.3
"BRAD.LUKOWICH","D","20072008","T.B",59,823.7,21.1,-0.374,-0.321,-0.04,4.97,0,-4.41,0.01,-4.4
"BRAD.MAY","F","20072008","ANA",61,382.9,10.6,-0.231,-0.222,-0.13,4.95,-0.038,-1.42,-0.24,-1.7
"BRAD.RICHARDS","F","20072008","DAL",12,162.4,4.4,0.119,0.128,0.03,4.96,0.009,0.35,0.02,0.4
"BRAD.RICHARDS","F","20072008","T.B",62,999.5,25.6,-0.146,-0.137,-0.04,4.97,-0.006,-2.29,-0.1,-2.4
"BRAD.RICHARDSON","F","20072008","COL",22,251.8,6.5,-0.376,-0.368,0.08,4.97,0.032,-1.54,0.13,-1.4
"BRAD.STUART","D","20072008","DET",9,143.6,3.9,0.995,1.048,0.05,4.96,0.008,2.51,0.02,2.5
"BRAD.STUART","D","20072008","L.A",63,939.2,24.8,-0.121,-0.068,0,4.97,0.004,-1.07,0.06,-1
"BRAD.WINCHESTER","F","20072008","DAL",41,286.8,7.7,-0.532,-0.524,0.03,4.96,0.018,-2.5,0.09,-2.4
"BRANDON.BOCHENSKI","F","20072008","ANA",12,103.2,2.8,-0.439,-0.431,-0.13,4.95,-0.04,-0.74,-0.07,-0.8
"BRANDON.BOCHENSKI","F","20072008","BOS",20,228.1,6,0.065,0.074,-0.1,4.96,-0.034,0.28,-0.13,0.1
"BRANDON.BOCHENSKI","F","20072008","NSH",8,67.8,1.8,0.388,0.397,0.06,4.96,0.019,0.45,0.02,0.5
"BRANDON.DUBINSKY","F","20072008","NYR",82,959.8,25.3,0.197,0.206,-0.05,4.95,-0.027,3.29,-0.43,2.9
"BRANISLAV.MEZEI","D","20072008","FLA",57,717.3,18.8,-0.343,-0.29,-0.06,4.96,-0.008,-3.47,-0.1,-3.6
"BRANKO.RADIVOJEVIC","F","20072008","MIN",72,898.5,24.2,-0.341,-0.332,-0.02,4.96,0.008,-4.98,0.13,-4.9
"BRAYDON.COBURN","D","20072008","PHI",78,1248.8,34.3,0.342,0.394,-0.02,4.94,-0.032,8.21,-0.67,7.5
"BRENDAN.MORRISON","F","20072008","VAN",39,409.1,11.1,0.201,0.21,-0.09,4.95,-0.035,1.43,-0.24,1.2
"BRENDAN.SHANAHAN","F","20072008","NYR",73,842.5,22.2,0.067,0.076,-0.05,4.95,-0.02,1.06,-0.28,0.8
"BRENDAN.WITT","D","20072008","NYI",59,1001.6,26.7,-0.157,-0.104,-0.1,4.96,-0.028,-1.74,-0.47,-2.2
"BRENDEN.MORROW","F","20072008","DAL",82,1144.3,30.8,0.405,0.414,0.03,4.96,-0.015,7.89,-0.29,7.6
"BRENT.BURNS","D","20072008","MIN",81,1336.5,36,0.233,0.285,-0.02,4.96,-0.028,6.36,-0.63,5.7
"BRENT.SEABROOK","D","20072008","CHI",81,1277.2,35.2,-0.118,-0.066,0.09,4.96,0.034,-1.4,0.73,-0.7
"BRENT.SOPEL","D","20072008","CHI",57,827.1,22.8,-0.232,-0.18,0.09,4.96,0.038,-2.48,0.52,-2
"BRET.HEDICAN","D","20072008","CAR",66,1073.3,29.5,0.39,0.442,0.11,4.96,0.008,7.91,0.14,8.1
"BRETT.CLARK","D","20072008","COL",57,927.1,24,-0.005,0.047,0.08,4.97,0.025,0.73,0.38,1.1
"BRETT.LEBDA","D","20072008","DET",78,1134.6,30.5,-0.37,-0.318,0.05,4.96,0.036,-6,0.67,-5.3
"BRETT.MCLEAN","F","20072008","FLA",67,787.3,20.6,0.056,0.064,-0.06,4.96,-0.022,0.84,-0.28,0.6
"BRETT.STERLING","F","20072008","ATL",13,139.5,3.6,-0.003,0.005,-0.1,4.96,-0.034,0.01,-0.08,-0.1
"BRIAN.BOYLE","F","20072008","L.A",8,85.8,2.3,2.085,2.093,0,4.97,-0.009,2.99,-0.01,3
"BRIAN.CAMPBELL","D","20072008","BUF",63,1117.4,29.6,0.16,0.212,0.14,4.96,0.033,3.95,0.62,4.6
"BRIAN.CAMPBELL","D","20072008","S.J",20,368.1,9.8,0.183,0.236,-0.04,4.95,-0.016,1.45,-0.1,1.3
"BRIAN.GIONTA","F","20072008","N.J",82,1080,28.9,-0.124,-0.116,-0.09,4.96,-0.022,-2.08,-0.39,-2.5
"BRIAN.LEE","D","20072008","OTT",6,88.7,2.4,-0.043,0.009,0.18,4.96,0.057,0.01,0.08,0.1
"BRIAN.MCGRATTAN","F","20072008","OTT",38,108.2,2.9,-0.536,-0.527,0.18,4.96,0.06,-0.95,0.11,-0.8
"BRIAN.POTHIER","D","20072008","WSH",38,580.2,15.3,0.059,0.112,0.09,4.97,0.027,1.08,0.26,1.3
"BRIAN.RAFALSKI","D","20072008","DET",73,1286.5,34.6,-0.116,-0.064,0.05,4.96,0.021,-1.37,0.44,-0.9
"BRIAN.ROLSTON","F","20072008","MIN",80,1089.5,29.3,-0.261,-0.253,-0.02,4.96,0.007,-4.59,0.13,-4.5
"BRIAN.SUTHERBY","F","20072008","ANA",45,316.6,8.7,-0.617,-0.608,-0.13,4.95,-0.032,-3.21,-0.17,-3.4
"BRIAN.WILLSIE","F","20072008","L.A",53,532.7,14.1,-0.013,-0.005,0,4.97,0.001,-0.04,0.01,0
"BROOKS.LAICH","F","20072008","WSH",82,819.3,21.6,-0.263,-0.254,0.09,4.97,0.041,-3.47,0.56,-2.9
"BROOKS.ORPIK","D","20072008","PIT",78,1143.3,31.2,-0.12,-0.068,0.04,4.96,0.016,-1.29,0.31,-1
"BRUNO.GERVAIS","D","20072008","NYI",60,885,23.6,-0.008,0.044,-0.1,4.96,-0.036,0.65,-0.53,0.1
"BRYAN.ALLEN","D","20072008","FLA",73,1236.8,32.4,0.059,0.111,-0.06,4.96,-0.026,2.29,-0.54,1.7
"BRYAN.BERARD","D","20072008","NYI",54,697.2,18.6,-0.04,0.013,-0.1,4.96,-0.034,0.15,-0.4,-0.2
"BRYAN.LITTLE","F","20072008","ATL",48,584.8,15.1,-0.125,-0.117,-0.1,4.96,-0.03,-1.14,-0.3,-1.4
"BRYAN.MCCABE","D","20072008","TOR",54,915.2,24.8,-0.285,-0.232,0.09,4.96,0.042,-3.54,0.63,-2.9
"BRYAN.SMOLINSKI","F","20072008","MTL",64,668.7,17.9,-0.103,-0.095,0.02,4.95,0.009,-1.06,0.1,-1
"BRYCE.SALVADOR","D","20072008","N.J",8,144.2,3.9,-0.05,0.003,-0.09,4.96,-0.028,0.01,-0.07,-0.1
"BRYCE.SALVADOR","D","20072008","STL",56,874.3,23.2,0.267,0.32,0.01,4.96,-0.013,4.66,-0.19,4.5
"BYRON.RITCHIE","F","20072008","VAN",71,626.2,17,-0.389,-0.381,-0.09,4.95,-0.017,-3.97,-0.18,-4.1
"CAM.BARKER","D","20072008","CHI",45,599.8,16.5,0.103,0.155,0.09,4.96,0.025,1.55,0.25,1.8
"CAM.JANSSEN","F","20072008","STL",12,84.8,2.3,0.053,0.062,0.01,4.96,0.002,0.09,0,0.1
"CARLO.COLAIACOVO","D","20072008","TOR",28,406.9,11,-0.115,-0.062,0.09,4.96,0.031,-0.42,0.21,-0.2
"CASEY.BORER","D","20072008","CAR",11,136.3,3.7,-0.219,-0.167,0.11,4.96,0.035,-0.38,0.08,-0.3
"CHAD.KILGER","F","20072008","TOR",53,528.2,14.3,0.095,0.103,0.09,4.96,0.027,0.91,0.24,1.1
"CHAD.LAROSE","F","20072008","CAR",58,671.3,18.4,0.103,0.111,0.11,4.96,0.03,1.25,0.34,1.6
"CHRIS.CAMPOLI","D","20072008","NYI",46,634.6,16.9,0.293,0.345,-0.1,4.96,-0.045,3.65,-0.48,3.2
"CHRIS.CHELIOS","D","20072008","DET",69,858.8,23.1,-0.064,-0.011,0.05,4.96,0.017,-0.16,0.24,0.1
"CHRIS.CLARK","F","20072008","WSH",18,230.1,6.1,-0.312,-0.303,0.09,4.97,0.034,-1.16,0.13,-1
"CHRIS.CONNER","F","20072008","DAL",22,240.9,6.5,-0.186,-0.178,0.03,4.96,0.013,-0.72,0.05,-0.7
"CHRIS.DRURY","F","20072008","NYR",82,1009.6,26.6,-0.12,-0.111,-0.05,4.95,-0.01,-1.88,-0.18,-2.1
"CHRIS.GRATTON","F","20072008","T.B",60,613.6,15.7,0.185,0.193,-0.04,4.97,-0.019,1.97,-0.2,1.8
"CHRIS.HIGGINS","F","20072008","MTL",82,1046.9,28,-0.071,-0.062,0.02,4.95,0.009,-1.09,0.16,-0.9
"CHRIS.KELLY","F","20072008","OTT",75,927.6,24.7,-0.223,-0.214,0.18,4.96,0.068,-3.31,1.05,-2.3
"CHRIS.KUNITZ","F","20072008","ANA",82,1001.5,27.6,0.057,0.065,-0.13,4.95,-0.046,1.09,-0.77,0.3
"CHRIS.NEIL","F","20072008","OTT",68,756.6,20.1,0.166,0.175,0.18,4.96,0.05,2.2,0.63,2.8
"CHRIS.PHILLIPS","D","20072008","OTT",81,1408.8,37.5,-0.208,-0.155,0.18,4.96,0.069,-3.65,1.62,-2
"CHRIS.PRONGER","D","20072008","ANA",72,1155,31.8,-0.186,-0.133,-0.13,4.95,-0.034,-2.56,-0.66,-3.2
"CHRIS.SIMON","F","20072008","MIN",10,61.5,1.7,-0.128,-0.12,-0.02,4.96,-0.007,-0.12,-0.01,-0.1
"CHRIS.SIMON","F","20072008","NYI",28,183.7,4.9,-0.328,-0.32,-0.1,4.96,-0.03,-0.98,-0.09,-1.1
"CHRIS.THORBURN","F","20072008","ATL",73,633,16.4,0.139,0.147,-0.1,4.96,-0.039,1.56,-0.41,1.1
"CHRISTIAN.BACKMAN","D","20072008","NYR",18,279.5,7.4,-0.296,-0.244,-0.05,4.95,-0.013,-1.14,-0.06,-1.2
"CHRISTIAN.BACKMAN","D","20072008","STL",45,677,18,-0.244,-0.192,0.01,4.96,0.009,-2.17,0.1,-2.1
"CHRISTIAN.EHRHOFF","D","20072008","S.J",77,1251.5,33.4,-0.063,-0.01,-0.04,4.95,-0.011,-0.21,-0.23,-0.4
"CHRISTOPH.SCHUBERT","D","20072008","OTT",82,762.3,20.3,-0.08,-0.027,0.18,4.96,0.058,-0.35,0.74,0.4
"CHUCK.KOBASEW","F","20072008","BOS",73,938.9,24.6,-0.013,-0.004,-0.1,4.96,-0.033,-0.07,-0.52,-0.6
"CLARKE.MACARTHUR","F","20072008","BUF",37,467,12.4,0.13,0.138,0.14,4.96,0.043,1.08,0.33,1.4
"CLAY.WILSON","D","20072008","CBJ",7,85,2.3,0.68,0.733,-0.13,4.95,-0.047,1.04,-0.07,1
"CODY.BASS","F","20072008","OTT",21,104.2,2.8,-0.421,-0.412,0.18,4.96,0.059,-0.72,0.1,-0.6
"CODY.MCCORMICK","F","20072008","COL",40,408.9,10.6,-0.619,-0.611,0.08,4.97,0.04,-4.17,0.27,-3.9
"CODY.MCLEOD","F","20072008","COL",49,469.9,12.2,-0.347,-0.339,0.08,4.97,0.035,-2.65,0.28,-2.4
"COLBY.ARMSTRONG","F","20072008","ATL",18,229.1,5.9,0.151,0.159,-0.1,4.96,-0.036,0.61,-0.14,0.5
"COLBY.ARMSTRONG","F","20072008","PIT",54,657.3,17.9,0.23,0.238,0.04,4.96,0.003,2.61,0.04,2.6
"COLIN.STUART","F","20072008","ATL",18,207.9,5.4,0.081,0.089,-0.1,4.96,-0.035,0.31,-0.12,0.2
"COLIN.WHITE","F","20072008","N.J",57,887.9,23.8,-0.214,-0.206,-0.09,4.96,-0.018,-3.05,-0.27,-3.3
"COLTON.ORR","F","20072008","NYR",74,564.9,14.9,-0.631,-0.623,-0.05,4.95,0.002,-5.87,0.02,-5.8
"CONNOR.JAMES","F","20072008","PIT",13,88.9,2.4,-1.376,-1.368,0.04,4.96,0.019,-2.03,0.03,-2
"COREY.PERRY","F","20072008","ANA",70,955,26.3,0.388,0.396,-0.13,4.95,-0.064,6.31,-1.02,5.3
"CORY.MURPHY","D","20072008","FLA",47,507.6,13.3,-0.093,-0.041,-0.06,4.96,-0.018,-0.34,-0.15,-0.5
"CORY.SARICH","D","20072008","CGY",79,1167.9,31.8,-0.341,-0.289,0.06,4.96,0.036,-5.62,0.71,-4.9
"CORY.STILLMAN","F","20072008","CAR",55,769,21.1,-0.285,-0.276,0.11,4.96,0.046,-3.54,0.59,-3
"CORY.STILLMAN","F","20072008","OTT",24,294.9,7.9,-0.666,-0.658,0.18,4.96,0.068,-3.23,0.33,-2.9
"CRAIG.ADAMS","F","20072008","CAR",40,297.9,8.2,-0.338,-0.33,0.11,4.96,0.04,-1.64,0.2,-1.4
"CRAIG.ADAMS","F","20072008","CHI",35,308.6,8.5,-1.18,-1.171,0.09,4.96,0.05,-6.02,0.26,-5.8
"CRAIG.CONROY","F","20072008","CGY",78,966.2,26.3,-0.035,-0.026,0.06,4.96,0.019,-0.42,0.31,-0.1
"CRAIG.MACDONALD","F","20072008","T.B",65,562.2,14.4,-0.089,-0.08,-0.04,4.97,-0.011,-0.75,-0.1,-0.9
"CRAIG.RIVET","D","20072008","S.J",74,1088.1,29.1,-0.172,-0.119,-0.04,4.95,-0.005,-2.16,-0.08,-2.2
"CRAIG.WELLER","F","20072008","ARI",59,585.2,15.2,-0.074,-0.066,-0.11,4.96,-0.034,-0.64,-0.33,-1
"CURTIS.BROWN","F","20072008","S.J",33,268.3,7.2,0.526,0.534,-0.04,4.95,-0.019,2.39,-0.09,2.3
"CURTIS.GLENCROSS","F","20072008","CBJ",35,357.9,9.8,-0.013,-0.004,-0.13,4.95,-0.043,-0.02,-0.26,-0.3
"CURTIS.GLENCROSS","F","20072008","EDM",26,264.7,7,0.783,0.792,0.04,4.96,0.003,3.49,0.01,3.5
"DAINIUS.ZUBRUS","F","20072008","N.J",82,1021.9,27.4,0.238,0.246,-0.09,4.96,-0.042,4.19,-0.71,3.5
"DALLAS.DRAKE","F","20072008","DET",65,562.8,15.1,-0.728,-0.72,0.05,4.96,0.038,-6.75,0.36,-6.4
"DAN.BOYLE","D","20072008","T.B",37,728,18.7,-0.091,-0.039,-0.04,4.97,-0.012,-0.47,-0.14,-0.6
"DAN.CARCILLO","F","20072008","ARI",57,610.4,15.8,-0.153,-0.144,-0.11,4.96,-0.032,-1.47,-0.32,-1.8
"DAN.FRITSCHE","F","20072008","CBJ",68,726.5,19.9,0.262,0.271,-0.13,4.95,-0.054,3.28,-0.66,2.6
"DAN.GIRARDI","D","20072008","NYR",82,1275.4,33.7,0.022,0.075,-0.05,4.95,-0.022,1.59,-0.46,1.1
"DAN.HAMHUIS","D","20072008","NSH",80,1290.7,34.8,-0.211,-0.158,0.06,4.96,0.031,-3.41,0.67,-2.7
"DAN.HINOTE","F","20072008","STL",58,485.6,12.9,-0.358,-0.349,0.01,4.96,0.011,-2.83,0.09,-2.7
"DANIEL.ALFREDSSON","F","20072008","OTT",70,1037.4,27.6,0.19,0.198,0.18,4.96,0.046,3.43,0.8,4.2
"DANIEL.BRIERE","F","20072008","PHI",79,1060.8,29.1,-0.216,-0.208,-0.02,4.94,0.007,-3.68,0.13,-3.5
"DANIEL.CLEARY","F","20072008","DET",63,761.4,20.5,0.655,0.663,0.05,4.96,-0.011,8.41,-0.14,8.3
"DANIEL.PAILLE","F","20072008","BUF",77,855.5,22.7,0.099,0.108,0.14,4.96,0.041,1.53,0.59,2.1
"DANIEL.SEDIN","F","20072008","VAN",82,1137,30.9,0.036,0.044,-0.09,4.95,-0.033,0.84,-0.62,0.2
"DANIEL.WINNIK","F","20072008","ARI",79,883,22.9,0.037,0.045,-0.11,4.96,-0.038,0.66,-0.56,0.1
"DANNY.RICHMOND","D","20072008","CHI",7,60,1.7,-0.87,-0.817,0.09,4.96,0.032,-0.82,0.03,-0.8
"DANY.HEATLEY","F","20072008","OTT",71,1167.5,31.1,0.549,0.558,0.18,4.96,0.022,10.85,0.43,11.3
"DARCY.HORDICHUK","F","20072008","NSH",45,222.9,6,-0.276,-0.268,0.06,4.96,0.023,-0.99,0.09,-0.9
"DARCY.TUCKER","F","20072008","TOR",74,902.3,24.5,-0.285,-0.277,0.09,4.96,0.044,-4.16,0.66,-3.5
"DARREN.HAYDAR","F","20072008","ATL",16,148.8,3.9,0.499,0.507,-0.1,4.96,-0.038,1.26,-0.09,1.2
"DARRYL.SYDOR","D","20072008","PIT",74,1029.1,28.1,-0.084,-0.031,0.04,4.96,0.014,-0.54,0.24,-0.3
"DAVE.BOLLAND","F","20072008","CHI",39,416,11.5,0.419,0.427,0.09,4.96,0.02,2.96,0.14,3.1
"DAVID.BACKES","F","20072008","STL",72,848.8,22.5,0.134,0.142,0.01,4.96,-0.004,2.01,-0.06,2
"DAVID.BOOTH","F","20072008","FLA",73,973.2,25.5,0.335,0.344,-0.06,4.96,-0.037,5.58,-0.6,5
"DAVID.CLARKSON","F","20072008","N.J",81,897.5,24,0.371,0.379,-0.09,4.96,-0.047,5.67,-0.7,5
"DAVID.HALE","D","20072008","CGY",57,727.4,19.8,-0.312,-0.26,0.06,4.96,0.028,-3.15,0.34,-2.8
"DAVID.JONES","F","20072008","COL",27,281.6,7.3,-0.735,-0.727,0.08,4.97,0.038,-3.41,0.18,-3.2
