"player","position","season","Team","GP","TOI_EV","TOI_perc_EV","SPM_EVO_60","SPM_EVO_AA_60","team_EV_GF","team_skaters_EV","adj_EVO_60","SPM_EVO_AA","adj_EVO_total","EVO_AA"
"B.J..CROMBEEN","F","20092010","STL",79,799.5,20.8,-0.414,-0.429,0,4.95,0.018,-5.72,0.24,-5.5
"BLAIR.BETTS","F","20092010","PHI",63,580,15.2,-0.116,-0.131,-0.02,4.95,-0.002,-1.26,-0.02,-1.3
"BLAIR.JONES","F","20092010","T.B",14,155.8,4.1,-0.371,-0.386,-0.08,4.96,-0.021,-1,-0.06,-1.1
"BLAKE.COMEAU","F","20092010","NYI",60,745,19.4,0.384,0.369,-0.02,4.96,-0.02,4.59,-0.24,4.3
"BLAKE.WHEELER","F","20092010","BOS",82,1014,24.9,0.213,0.198,-0.14,4.96,-0.056,3.34,-0.94,2.4
"BOBBY.RYAN","F","20092010","ANA",81,1210.1,31,0.444,0.429,0,4.96,-0.028,8.65,-0.57,8.1
"BORIS.VALABIK","D","20092010","ATL",23,257.7,6.7,-0.246,-0.218,0.06,4.96,0.024,-0.94,0.1,-0.8
"BOYD.GORDON","F","20092010","WSH",36,267.1,6.7,-0.323,-0.338,0.35,4.96,0.117,-1.51,0.52,-1
"BRAD.BOYES","F","20092010","STL",82,1082.2,28.2,0.365,0.35,0,4.95,-0.02,6.32,-0.35,6
"BRAD.LUKOWICH","D","20092010","VAN",13,128.8,3.4,0.694,0.722,0.14,4.96,0.04,1.55,0.09,1.6
"BRAD.MARCHAND","F","20092010","BOS",20,213.9,5.2,-0.667,-0.682,-0.14,4.96,-0.039,-2.43,-0.14,-2.6
"BRAD.MAY","F","20092010","DET",40,278,6.9,-0.288,-0.303,-0.07,4.96,-0.018,-1.41,-0.09,-1.5
"BRAD.RICHARDS","F","20092010","DAL",79,1174.8,30,0.311,0.296,-0.02,4.96,-0.026,5.8,-0.5,5.3
"BRAD.RICHARDSON","F","20092010","L.A",81,897,22.8,0.101,0.086,-0.03,4.96,-0.014,1.29,-0.21,1.1
"BRAD.STAUBITZ","F","20092010","S.J",46,279.4,7.2,-0.405,-0.42,0.12,4.95,0.044,-1.95,0.21,-1.7
"BRAD.STUART","D","20092010","DET",82,1515.1,37.7,-0.187,-0.159,-0.07,4.96,-0.011,-4.01,-0.27,-4.3
"BRAD.WINCHESTER","F","20092010","STL",64,535.8,14,-0.221,-0.236,0,4.95,0.007,-2.1,0.06,-2
"BRANDON.BOCHENSKI","F","20092010","T.B",28,284.3,7.4,0.316,0.3,-0.08,4.96,-0.029,1.42,-0.14,1.3
"BRANDON.DUBINSKY","F","20092010","NYR",69,1010.1,25.9,0.129,0.114,-0.04,4.96,-0.018,1.93,-0.3,1.6
"BRANDON.PRUST","F","20092010","CGY",43,277.1,7,0.39,0.375,-0.1,4.97,-0.037,1.73,-0.17,1.6
"BRANDON.PRUST","F","20092010","NYR",26,226.7,5.8,0.253,0.238,-0.04,4.96,-0.014,0.9,-0.05,0.8
"BRANDON.SEGAL","F","20092010","DAL",19,209.1,5.3,0.667,0.652,-0.02,4.96,-0.015,2.27,-0.05,2.2
"BRANDON.SEGAL","F","20092010","L.A",25,166.9,4.2,-0.053,-0.068,-0.03,4.96,-0.009,-0.19,-0.03,-0.2
"BRANDON.SUTTER","F","20092010","CAR",72,910.7,23.9,0.039,0.024,-0.03,4.96,-0.01,0.37,-0.14,0.2
"BRANDON.YIP","F","20092010","COL",32,403.9,10.2,0.019,0.004,0.02,4.96,0.008,0.03,0.05,0.1
"BRAYDON.COBURN","D","20092010","PHI",81,1341.4,35.1,0.062,0.091,-0.02,4.95,-0.012,2.03,-0.27,1.8
"BRENDAN.MIKKELSON","D","20092010","ANA",28,373.6,9.6,-0.148,-0.12,0,4.96,0.001,-0.74,0,-0.7
"BRENDAN.MORRISON","F","20092010","WSH",74,951,24,-0.14,-0.155,0.35,4.96,0.12,-2.46,1.9,-0.6
"BRENDAN.WITT","D","20092010","NYI",41,524.7,13.7,-0.601,-0.573,-0.02,4.96,0.011,-5.01,0.09,-4.9
"BRENDEN.MORROW","F","20092010","DAL",75,1040.2,26.6,-0.089,-0.104,-0.02,4.96,-0.002,-1.81,-0.04,-1.8
"BRENT.BURNS","D","20092010","MIN",47,781.7,20,-0.089,-0.061,-0.07,4.96,-0.02,-0.8,-0.26,-1.1
"BRENT.SEABROOK","D","20092010","CHI",78,1439.7,35.5,0.139,0.167,0.21,4.96,0.057,4.01,1.37,5.4
"BRENT.SOPEL","D","20092010","CHI",73,900.9,22.2,-0.164,-0.136,0.21,4.96,0.075,-2.04,1.13,-0.9
"BRETT.CARSON","D","20092010","CAR",54,819.4,21.5,0.124,0.152,-0.03,4.96,-0.015,2.08,-0.2,1.9
"BRETT.CLARK","D","20092010","COL",64,927.4,23.5,-0.038,-0.01,0.02,4.96,0.008,-0.15,0.13,0
"BRETT.FESTERLING","D","20092010","ANA",42,499.4,12.8,-0.17,-0.142,0,4.96,0.002,-1.18,0.02,-1.2
"BRETT.LEBDA","D","20092010","DET",63,923.2,23,0.188,0.216,-0.07,4.96,-0.033,3.32,-0.5,2.8
"BRETT.SUTTER","F","20092010","CGY",10,77.2,2,-1.188,-1.203,-0.1,4.97,-0.026,-1.55,-0.03,-1.6
"BRIAN.BOYLE","F","20092010","NYR",71,478.4,12.2,-0.169,-0.184,-0.04,4.96,-0.007,-1.47,-0.06,-1.5
"BRIAN.CAMPBELL","D","20092010","CHI",68,1321,32.6,0.05,0.078,0.21,4.96,0.064,1.72,1.41,3.1
"BRIAN.GIONTA","F","20092010","MTL",61,933.3,23.2,0.292,0.277,-0.11,4.96,-0.047,4.31,-0.73,3.6
"BRIAN.LEE","D","20092010","OTT",23,336.9,8.5,-0.525,-0.497,-0.03,4.96,-0.001,-2.79,0,-2.8
"BRIAN.MCGRATTAN","F","20092010","CGY",34,116.8,3,0.651,0.636,-0.1,4.97,-0.035,1.24,-0.07,1.2
"BRIAN.POTHIER","D","20092010","CAR",20,340.2,8.9,-0.594,-0.565,-0.03,4.96,0.002,-3.21,0.01,-3.2
"BRIAN.POTHIER","D","20092010","WSH",41,661.2,16.7,-0.439,-0.411,0.35,4.96,0.126,-4.53,1.39,-3.1
"BRIAN.RAFALSKI","D","20092010","DET",78,1479.8,36.8,0.188,0.216,-0.07,4.96,-0.039,5.33,-0.95,4.4
"BRIAN.ROLSTON","F","20092010","N.J",80,1062.5,26.1,-0.137,-0.152,-0.09,4.97,-0.021,-2.69,-0.37,-3.1
"BRIAN.SUTHERBY","F","20092010","DAL",45,368.5,9.4,0.281,0.266,-0.02,4.96,-0.013,1.63,-0.08,1.6
"BROOKS.LAICH","F","20092010","WSH",78,1010.3,25.5,-0.015,-0.03,0.35,4.96,0.114,-0.51,1.92,1.4
"BROOKS.ORPIK","D","20092010","PIT",72,1219,31.9,-0.079,-0.051,0.15,4.95,0.053,-1.04,1.08,0
"BRUNO.GERVAIS","D","20092010","NYI",70,1126.5,29.3,-0.018,0.011,-0.02,4.96,-0.006,0.2,-0.11,0.1
"BRYAN.ALLEN","D","20092010","FLA",74,1228.9,31,-0.102,-0.074,-0.1,4.96,-0.027,-1.51,-0.55,-2.1
"BRYAN.BICKELL","F","20092010","CHI",16,150.5,3.7,-0.014,-0.03,0.21,4.96,0.069,-0.07,0.17,0.1
"BRYAN.LITTLE","F","20092010","ATL",79,991.4,25.7,-0.08,-0.095,0.06,4.96,0.026,-1.58,0.42,-1.2
"BRYAN.MCCABE","D","20092010","FLA",82,1444.6,36.4,0.096,0.124,-0.1,4.96,-0.041,3,-0.98,2
"BRYAN.RODNEY","D","20092010","CAR",22,302.1,7.9,0.197,0.225,-0.03,4.96,-0.012,1.13,-0.06,1.1
"BRYCE.SALVADOR","D","20092010","N.J",79,1306.7,32.1,-0.332,-0.304,-0.09,4.97,-0.009,-6.61,-0.2,-6.8
"BYRON.BITZ","F","20092010","BOS",45,470.8,11.5,0.082,0.067,-0.14,4.96,-0.047,0.53,-0.37,0.2
"BYRON.BITZ","F","20092010","FLA",7,71.9,1.8,0.282,0.267,-0.1,4.96,-0.033,0.32,-0.04,0.3
"CAL.CLUTTERBUCK","F","20092010","MIN",74,882.6,22.6,-0.295,-0.31,-0.07,4.96,-0.008,-4.56,-0.12,-4.7
"CAL.O'REILLY","F","20092010","NSH",31,337.9,8.4,0.221,0.206,-0.02,4.97,-0.011,1.16,-0.06,1.1
"CAM.BARKER","D","20092010","CHI",51,560.8,13.8,0.004,0.032,0.21,4.96,0.068,0.3,0.64,0.9
"CAM.BARKER","D","20092010","MIN",19,327.2,8.4,0.396,0.424,-0.07,4.96,-0.029,2.31,-0.16,2.2
"CAM.JANSSEN","F","20092010","STL",43,199.8,5.2,-0.269,-0.284,0,4.95,0.003,-0.95,0.01,-0.9
"CARL.GUNNARSSON","D","20092010","TOR",43,714.5,18.2,0.382,0.41,0,4.96,-0.014,4.88,-0.17,4.7
"CARLO.COLAIACOVO","D","20092010","STL",67,927.1,24.1,0.394,0.422,0,4.95,-0.02,6.52,-0.31,6.2
"CASEY.WELLMAN","F","20092010","MIN",12,133.9,3.4,-0.121,-0.136,-0.07,4.96,-0.021,-0.3,-0.05,-0.4
"CHAD.LAROSE","F","20092010","CAR",55,729.4,19.1,0.263,0.248,-0.03,4.96,-0.018,3.01,-0.22,2.8
"CHRIS.BOURQUE","F","20092010","PIT",19,159.8,4.2,-0.948,-0.963,0.15,4.95,0.058,-2.57,0.15,-2.4
"CHRIS.BUTLER","D","20092010","BUF",59,883.3,22.7,-0.25,-0.221,0.03,4.96,0.021,-3.26,0.31,-3
"CHRIS.CAMPOLI","D","20092010","OTT",67,1012.2,25.7,-0.168,-0.14,-0.03,4.96,-0.002,-2.36,-0.04,-2.4
"CHRIS.CHELIOS","D","20092010","ATL",7,68.5,1.8,-1.546,-1.517,0.06,4.96,0.026,-1.73,0.03,-1.7
"CHRIS.CLARK","F","20092010","CBJ",35,394.5,10.2,-0.164,-0.179,-0.1,4.96,-0.027,-1.18,-0.18,-1.4
"CHRIS.CLARK","F","20092010","WSH",38,403.9,10.2,-0.486,-0.501,0.35,4.96,0.123,-3.37,0.83,-2.5
"CHRIS.CONNER","F","20092010","PIT",8,75.7,2,-0.123,-0.138,0.15,4.95,0.05,-0.17,0.06,-0.1
"CHRIS.DRURY","F","20092010","NYR",77,953.6,24.4,-0.261,-0.276,-0.04,4.96,0.002,-4.38,0.03,-4.4
"CHRIS.DURNO","F","20092010","COL",41,300.5,7.6,-0.128,-0.143,0.02,4.96,0.01,-0.72,0.05,-0.7
"CHRIS.HIGGINS","F","20092010","CGY",12,150.5,3.8,-0.303,-0.318,-0.1,4.97,-0.029,-0.8,-0.07,-0.9
"CHRIS.HIGGINS","F","20092010","NYR",55,757.4,19.4,-0.401,-0.416,-0.04,4.96,0.005,-5.25,0.06,-5.2
"CHRIS.KELLY","F","20092010","OTT",81,949,24.1,0.054,0.039,-0.03,4.96,-0.011,0.62,-0.18,0.4
"CHRIS.KUNITZ","F","20092010","PIT",49,671.5,17.6,-0.09,-0.105,0.15,4.95,0.053,-1.18,0.6,-0.6
"CHRIS.NEIL","F","20092010","OTT",68,764.9,19.4,-0.072,-0.087,-0.03,4.96,-0.006,-1.1,-0.08,-1.2
"CHRIS.PHILLIPS","D","20092010","OTT",82,1439.6,36.5,0.068,0.096,-0.03,4.96,-0.016,2.31,-0.39,1.9
"CHRIS.PRONGER","D","20092010","PHI",82,1466.1,38.3,0.026,0.054,-0.02,4.95,-0.01,1.33,-0.25,1.1
"CHRIS.STEWART","F","20092010","COL",77,1059,26.8,0.535,0.52,0.02,4.96,-0.02,9.18,-0.36,8.8
"CHRIS.THORBURN","F","20092010","ATL",76,580.5,15.1,-0.121,-0.136,0.06,4.96,0.025,-1.32,0.24,-1.1
"CHRISTIAN.EHRHOFF","D","20092010","VAN",80,1367.4,35.8,0.371,0.399,0.14,4.96,0.016,9.09,0.37,9.5
"CHRISTIAN.HANSON","F","20092010","TOR",31,339.2,8.6,0.116,0.101,0,4.96,-0.001,0.57,-0.01,0.6
"CHRISTOPH.SCHUBERT","D","20092010","ATL",47,623.9,16.2,-0.171,-0.143,0.06,4.96,0.025,-1.49,0.26,-1.2
"CHUCK.KOBASEW","F","20092010","BOS",7,88.5,2.2,-0.581,-0.596,-0.14,4.96,-0.043,-0.88,-0.06,-0.9
"CHUCK.KOBASEW","F","20092010","MIN",42,505.1,12.9,-0.161,-0.176,-0.07,4.96,-0.018,-1.49,-0.15,-1.6
"CLARKE.MACARTHUR","F","20092010","ATL",21,261,6.8,0.171,0.155,0.06,4.96,0.019,0.68,0.08,0.8
"CLARKE.MACARTHUR","F","20092010","BUF",60,716.9,18.4,-0.311,-0.326,0.03,4.96,0.023,-3.89,0.27,-3.6
"CLAUDE.GIROUX","F","20092010","PHI",82,1030.9,26.9,-0.171,-0.186,-0.02,4.95,0.004,-3.2,0.07,-3.1
"CLAYTON.STONER","D","20092010","MIN",8,105.1,2.7,0.388,0.416,-0.07,4.96,-0.025,0.73,-0.04,0.7
"CODY.FRANSON","D","20092010","NSH",61,733.3,18.1,0.42,0.448,-0.02,4.97,-0.023,5.48,-0.29,5.2
"CODY.MCLEOD","F","20092010","COL",74,834.8,21.2,-0.325,-0.34,0.02,4.96,0.022,-4.73,0.31,-4.4
"COLBY.ARMSTRONG","F","20092010","ATL",79,941.6,24.4,0.076,0.061,0.06,4.96,0.018,0.96,0.28,1.2
"COLIN.FRASER","F","20092010","CHI",70,563.4,13.9,0.114,0.099,0.21,4.96,0.066,0.93,0.62,1.6
"COLIN.WHITE","F","20092010","N.J",81,1400.2,34.4,0.003,-0.012,-0.09,4.97,-0.028,-0.29,-0.65,-0.9
"COLIN.WILSON","F","20092010","NSH",35,453.1,11.2,0.018,0.003,-0.02,4.97,-0.007,0.03,-0.05,0
"COLTON.ORR","F","20092010","TOR",82,552.3,14,-0.289,-0.304,0,4.96,0.009,-2.8,0.09,-2.7
"COREY.PERRY","F","20092010","ANA",82,1333.1,34.2,0.279,0.264,0,4.96,-0.02,5.87,-0.44,5.4
"CORY.MURPHY","D","20092010","N.J",12,105.7,2.6,0.215,0.244,-0.09,4.97,-0.03,0.43,-0.05,0.4
"CORY.SARICH","D","20092010","CGY",57,781.8,19.9,0.041,0.069,-0.1,4.97,-0.034,0.9,-0.44,0.5
"CORY.STILLMAN","F","20092010","FLA",58,807.9,20.4,0.279,0.264,-0.1,4.96,-0.042,3.56,-0.57,3
"CRAIG.ADAMS","F","20092010","PIT",81,666.9,17.4,-0.625,-0.64,0.15,4.95,0.072,-7.12,0.8,-6.3
"CRAIG.CONROY","F","20092010","CGY",63,681.6,17.3,-0.342,-0.358,-0.1,4.97,-0.019,-4.06,-0.21,-4.3
"CRAIG.RIVET","D","20092010","BUF",78,1089.3,27.9,-0.372,-0.344,0.03,4.96,0.03,-6.24,0.54,-5.7
"CURTIS.GLENCROSS","F","20092010","CGY",67,831.2,21.1,-0.081,-0.096,-0.1,4.97,-0.027,-1.33,-0.38,-1.7
"DAINIUS.ZUBRUS","F","20092010","N.J",51,693.6,17.1,0.086,0.071,-0.09,4.97,-0.031,0.82,-0.36,0.5
"DAN.BOYLE","D","20092010","S.J",75,1422.7,36.7,0.313,0.342,0.12,4.95,0.013,8.1,0.3,8.4
"DAN.CARCILLO","F","20092010","PHI",76,825.5,21.6,-0.07,-0.085,-0.02,4.95,-0.002,-1.18,-0.03,-1.2
"DAN.GIRARDI","D","20092010","NYR",82,1418.6,36.3,0.122,0.15,-0.04,4.96,-0.023,3.55,-0.53,3
"DAN.HAMHUIS","D","20092010","NSH",78,1391.6,34.4,0.208,0.237,-0.02,4.97,-0.023,5.49,-0.54,4.9
"DANIEL.ALFREDSSON","F","20092010","OTT",70,952.1,24.1,0.068,0.053,-0.03,4.96,-0.012,0.84,-0.19,0.7
"DANIEL.BRIERE","F","20092010","PHI",75,986.9,25.8,0.287,0.272,-0.02,4.95,-0.02,4.47,-0.33,4.1
"DANIEL.CLEARY","F","20092010","DET",64,856.7,21.3,0.24,0.225,-0.07,4.96,-0.032,3.21,-0.46,2.7
"DANIEL.PAILLE","F","20092010","BOS",74,858.9,21.1,-0.243,-0.258,-0.14,4.96,-0.035,-3.69,-0.5,-4.2
"DANIEL.SEDIN","F","20092010","VAN",63,931.5,24.4,0.867,0.852,0.14,4.96,0.003,13.22,0.05,13.3
"DANIEL.WINNIK","F","20092010","ARI",74,709.6,18.3,-0.072,-0.087,0,4.95,0.005,-1.03,0.06,-1
"DANNY.SYVRET","D","20092010","PHI",21,249.8,6.5,0.369,0.398,-0.02,4.95,-0.011,1.65,-0.05,1.6
"DAN.SEXTON","F","20092010","ANA",41,489.3,12.5,0.312,0.297,0,4.96,-0.009,2.42,-0.07,2.3
"DANY.HEATLEY","F","20092010","S.J",81,1271.1,32.8,0.222,0.207,0.12,4.95,0.024,4.39,0.52,4.9
"DARCY.HORDICHUK","F","20092010","VAN",56,328.3,8.6,-0.362,-0.377,0.14,4.96,0.051,-2.06,0.28,-1.8
"DARCY.TUCKER","F","20092010","COL",71,717.1,18.2,-0.4,-0.416,0.02,4.96,0.023,-4.97,0.27,-4.7
"DARREN.HELM","F","20092010","DET",75,882.9,22,0.027,0.012,-0.07,4.96,-0.023,0.18,-0.34,-0.2
"DARROLL.POWE","F","20092010","PHI",63,665.9,17.4,0.08,0.065,-0.02,4.95,-0.008,0.72,-0.09,0.6
