"player","position","season","Team","GP","TOI_EV","TOI_perc_EV","SPM_EVO_60","SPM_EVO_AA_60","team_EV_GF","team_skaters_EV","adj_EVO_60","SPM_EVO_AA","adj_EVO_total","EVO_AA"
"ALEX.STEEN","F","20082009","STL",61,762.5,20.2,-0.265,-0.269,-0.07,4.96,-0.011,-3.41,-0.14,-3.6
"ALEX.STEEN","F","20082009","TOR",19,230,6,-0.408,-0.412,0.07,4.96,0.028,-1.58,0.11,-1.5
"ALEX.TANGUAY","F","20082009","MTL",50,584.4,15.5,0.855,0.851,0.04,4.96,-0.014,8.29,-0.14,8.2
"ANDREAS.LILJA","D","20082009","DET",59,797.5,20.9,0.55,0.583,0.22,4.96,0.048,7.75,0.63,8.4
"ANDREAS.NODL","F","20082009","PHI",38,386.6,10.2,-1.16,-1.164,0.06,4.95,0.043,-7.5,0.28,-7.2
"ANDRE.DEVEAUX","F","20082009","TOR",21,148.2,3.8,-0.932,-0.936,0.07,4.96,0.03,-2.31,0.07,-2.2
"ANDREI.KOSTITSYN","F","20082009","MTL",74,893.9,23.8,0.409,0.405,0.04,4.96,-0.007,6.03,-0.11,5.9
"ANDREI.MARKOV","D","20082009","MTL",78,1237,32.9,0.102,0.135,0.04,4.96,0.003,2.77,0.07,2.8
"ANDREJ.MESZAROS","D","20082009","T.B",52,903.9,24.3,0.004,0.037,-0.11,4.96,-0.038,0.56,-0.57,0
"ANDREJ.SEKERA","D","20082009","BUF",69,1125.2,29.7,-0.142,-0.109,0.05,4.95,0.022,-2.04,0.41,-1.6
"ANDRE.ROY","F","20082009","CGY",43,233.7,6.3,-0.589,-0.593,0.18,4.96,0.067,-2.31,0.26,-2
"ANDREW.ALBERTS","D","20082009","PHI",79,1032.7,27.2,0.092,0.125,0.06,4.95,0.013,2.15,0.22,2.4
"ANDREW.BRUNETTE","F","20082009","MIN",80,1056.4,27.1,0.194,0.19,-0.17,4.97,-0.064,3.34,-1.12,2.2
"ANDREW.COGLIANO","F","20082009","EDM",82,956.4,25.3,-0.083,-0.087,0.03,4.97,0.015,-1.39,0.24,-1.2
"ANDREW.EBBETT","F","20082009","ANA",48,561.7,14.9,0.448,0.444,0.04,4.96,-0.002,4.15,-0.02,4.1
"ANDREW.FERENCE","D","20082009","BOS",47,783.9,20.3,-0.455,-0.422,0.15,4.97,0.066,-5.51,0.86,-4.6
"ANDREW.HUTCHINSON","D","20082009","DAL",38,501.3,13.2,-0.313,-0.28,0.05,4.96,0.025,-2.34,0.21,-2.1
"ANDREW.LADD","F","20082009","CHI",82,1042.6,27.5,0.427,0.423,0.08,4.96,0.001,7.36,0.02,7.4
"ANDREW.MURRAY","F","20082009","CBJ",67,629.4,16.3,-0.594,-0.598,0.08,4.95,0.046,-6.27,0.48,-5.8
"ANDREW.PETERS","F","20082009","BUF",28,111.9,3,-1.08,-1.084,0.05,4.95,0.022,-2.02,0.04,-2
"ANDY.GREENE","D","20082009","N.J",49,699.5,17.9,-0.276,-0.243,0,4.96,0.01,-2.83,0.12,-2.7
"ANDY.HILBERT","F","20082009","NYI",67,814.3,21.5,0.06,0.056,-0.19,4.97,-0.064,0.76,-0.87,-0.1
"ANDY.MCDONALD","F","20082009","STL",46,658.4,17.4,0.165,0.161,-0.07,4.96,-0.028,1.76,-0.3,1.5
"ANDY.SUTTON","D","20082009","NYI",23,377.5,10,0.449,0.482,-0.19,4.97,-0.071,3.03,-0.45,2.6
"ANSSI.SALMELA","D","20082009","ATL",9,141.9,3.8,-0.054,-0.021,0.04,4.96,0.015,-0.05,0.03,0
"ANSSI.SALMELA","D","20082009","N.J",17,186.3,4.8,-0.165,-0.132,0,4.96,0.003,-0.41,0.01,-0.4
"ANTHONY.STEWART","F","20082009","FLA",59,444.6,11.4,-0.776,-0.78,0.04,4.97,0.029,-5.78,0.22,-5.6
"ANTOINE.VERMETTE","F","20082009","CBJ",17,238.6,6.2,0.225,0.221,0.08,4.95,0.023,0.88,0.09,1
"ANTOINE.VERMETTE","F","20082009","OTT",62,779.8,20.4,-0.281,-0.285,-0.14,4.96,-0.032,-3.7,-0.41,-4.1
"ANTON.BABCHUK","D","20082009","CAR",72,1012.5,26.7,0.171,0.204,-0.03,4.96,-0.02,3.45,-0.34,3.1
"ANTON.STRALMAN","D","20082009","TOR",37,435.8,11.3,0.17,0.203,0.07,4.96,0.018,1.47,0.13,1.6
"ANTON.VOLCHENKOV","D","20082009","OTT",68,1112.6,29.2,-0.496,-0.463,-0.14,4.96,-0.016,-8.58,-0.3,-8.9
"ANTTI.MIETTINEN","F","20082009","MIN",82,1075.1,27.6,-0.142,-0.146,-0.17,4.97,-0.045,-2.62,-0.81,-3.4
"ANTTI.PIHLSTROM","F","20082009","NSH",53,568,14.8,-0.469,-0.472,-0.08,4.96,-0.01,-4.47,-0.1,-4.6
"ANZE.KOPITAR","F","20082009","L.A",82,1206.7,32.1,0.283,0.28,-0.21,4.96,-0.086,5.62,-1.72,3.9
"ARRON.ASHAM","F","20082009","PHI",78,660.9,17.4,0.245,0.242,0.06,4.95,0.011,2.66,0.12,2.8
"BARRET.JACKMAN","D","20082009","STL",82,1491.3,39.5,-0.141,-0.108,-0.07,4.96,-0.013,-2.68,-0.33,-3
"BEN.EAGER","F","20082009","CHI",75,620.3,16.4,0.015,0.012,0.08,4.96,0.024,0.12,0.25,0.4
"BEN.GUITE","F","20082009","COL",50,505.9,13,0.129,0.125,-0.17,4.97,-0.059,1.05,-0.5,0.6
"BENJAMIN.ONDRUS","F","20082009","TOR",11,77.5,2,-1.319,-1.322,0.07,4.96,0.028,-1.71,0.04,-1.7
"BEN.MAXWELL","F","20082009","MTL",7,66.9,1.8,-1.59,-1.594,0.04,4.96,0.018,-1.78,0.02,-1.8
"BENOIT.POULIOT","F","20082009","MIN",37,349.6,9,0.004,0,-0.17,4.97,-0.053,0,-0.31,-0.3
"BILL.GUERIN","F","20082009","NYI",61,765.2,20.2,-0.071,-0.074,-0.19,4.97,-0.058,-0.95,-0.75,-1.7
"BILL.GUERIN","F","20082009","PIT",17,191,5,0.704,0.7,0.22,4.95,0.063,2.23,0.2,2.4
"BILL.THOMAS","F","20082009","PIT",16,113.8,3,-0.738,-0.742,0.22,4.95,0.075,-1.41,0.14,-1.3
"B.J..CROMBEEN","F","20082009","DAL",15,117.5,3.1,0.491,0.487,0.05,4.96,0.014,0.95,0.03,1
"B.J..CROMBEEN","F","20082009","STL",66,811.2,21.5,-0.306,-0.31,-0.07,4.96,-0.009,-4.19,-0.12,-4.3
"BLAIR.BETTS","F","20082009","NYR",81,595.5,15.7,-0.19,-0.194,-0.12,4.95,-0.032,-1.92,-0.32,-2.2
"BLAKE.COMEAU","F","20082009","NYI",53,682.7,18,0.08,0.076,-0.19,4.97,-0.064,0.86,-0.73,0.1
"BLAKE.WHEELER","F","20082009","BOS",80,910.3,23.5,0.618,0.614,0.15,4.97,0.02,9.31,0.3,9.6
"BOBBY.HOLIK","F","20082009","N.J",62,600.9,15.4,-0.515,-0.519,0,4.96,0.017,-5.2,0.17,-5
"BOBBY.RYAN","F","20082009","ANA",64,787.9,20.9,0.78,0.776,0.04,4.96,-0.021,10.2,-0.28,9.9
"BORIS.VALABIK","D","20082009","ATL",50,652.4,17.3,-0.397,-0.364,0.04,4.96,0.027,-3.96,0.3,-3.7
"BOYD.DEVEREAUX","F","20082009","TOR",23,259.6,6.7,-0.047,-0.051,0.07,4.96,0.024,-0.22,0.1,-0.1
"BOYD.GORDON","F","20082009","WSH",63,600.3,15.8,-0.347,-0.351,0.07,4.96,0.034,-3.51,0.34,-3.2
"BRAD.BOYES","F","20082009","STL",82,1168.2,30.9,-0.043,-0.047,-0.07,4.96,-0.019,-0.92,-0.37,-1.3
"BRAD.LUKOWICH","D","20082009","S.J",58,841,21.6,-0.164,-0.132,-0.08,4.96,-0.02,-1.84,-0.28,-2.1
"BRAD.MAY","F","20082009","ANA",20,125.9,3.3,0.221,0.217,0.04,4.96,0.01,0.46,0.02,0.5
"BRAD.MAY","F","20082009","TOR",38,280.9,7.3,-0.39,-0.394,0.07,4.96,0.029,-1.84,0.13,-1.7
"BRAD.RICHARDS","F","20082009","DAL",56,780.6,20.5,0.133,0.129,0.05,4.96,0.012,1.68,0.15,1.8
"BRAD.RICHARDSON","F","20082009","L.A",31,326,8.7,-0.409,-0.413,-0.21,4.96,-0.06,-2.25,-0.33,-2.6
"BRAD.STAUBITZ","F","20082009","S.J",35,212.5,5.4,-0.561,-0.565,-0.08,4.96,-0.02,-2,-0.07,-2.1
"BRAD.STUART","D","20082009","DET",66,1111.9,29.2,-0.012,0.021,0.22,4.96,0.071,0.39,1.32,1.7
"BRAD.WINCHESTER","F","20082009","STL",64,671.4,17.8,-0.113,-0.117,-0.07,4.96,-0.018,-1.31,-0.2,-1.5
"BRANDON.BOCHENSKI","F","20082009","T.B",7,63,1.7,-0.554,-0.558,-0.11,4.96,-0.034,-0.59,-0.04,-0.6
"BRANDON.DUBINSKY","F","20082009","NYR",82,1061,27.9,0.038,0.034,-0.12,4.95,-0.04,0.59,-0.71,-0.1
"BRANDON.PRUST","F","20082009","ARI",11,107,2.8,-0.491,-0.495,-0.14,4.97,-0.043,-0.88,-0.08,-1
"BRANDON.PRUST","F","20082009","CGY",25,155.8,4.2,-0.662,-0.666,0.18,4.96,0.065,-1.73,0.17,-1.6
"BRANDON.SUTTER","F","20082009","CAR",50,326.9,8.6,-0.114,-0.118,-0.03,4.96,-0.007,-0.64,-0.04,-0.7
"BRAYDON.COBURN","D","20082009","PHI",80,1411.1,37.2,-0.195,-0.162,0.06,4.95,0.032,-3.82,0.74,-3.1
"BRENDAN.BELL","D","20082009","OTT",53,754.9,19.8,0.378,0.411,-0.14,4.96,-0.06,5.17,-0.75,4.4
"BRENDAN.MIKKELSON","D","20082009","ANA",34,439,11.6,-0.202,-0.169,0.04,4.96,0.015,-1.23,0.11,-1.1
"BRENDAN.MORRISON","F","20082009","ANA",62,708.3,18.8,-0.368,-0.372,0.04,4.96,0.025,-4.4,0.3,-4.1
"BRENDAN.MORRISON","F","20082009","DAL",19,207.7,5.5,0.536,0.533,0.05,4.96,0.011,1.84,0.04,1.9
"BRENDAN.SHANAHAN","F","20082009","N.J",34,366.2,9.4,-0.207,-0.211,0,4.96,0.005,-1.29,0.03,-1.3
"BRENDAN.WITT","D","20082009","NYI",65,1047,27.7,-0.27,-0.237,-0.19,4.97,-0.048,-4.13,-0.84,-5
"BRENDEN.MORROW","F","20082009","DAL",18,247.6,6.5,-0.303,-0.307,0.05,4.96,0.021,-1.27,0.09,-1.2
"BRENT.BURNS","D","20082009","MIN",60,977.9,25.1,0.096,0.128,-0.17,4.97,-0.06,2.09,-0.98,1.1
"BRENT.SEABROOK","D","20082009","CHI",82,1395.2,36.9,-0.074,-0.041,0.08,4.96,0.028,-0.95,0.64,-0.3
"BRENT.SOPEL","D","20082009","CHI",23,246,6.5,-0.191,-0.158,0.08,4.96,0.027,-0.65,0.11,-0.5
"BRET.HEDICAN","D","20082009","ANA",51,727.2,19.3,-0.221,-0.188,0.04,4.96,0.019,-2.27,0.22,-2
"BRETT.CLARK","D","20082009","COL",76,1252.3,32.3,-0.105,-0.073,-0.17,4.97,-0.051,-1.52,-1.06,-2.6
"BRETT.FESTERLING","D","20082009","ANA",40,566,15,-0.571,-0.539,0.04,4.96,0.028,-5.08,0.26,-4.8
"BRETT.LEBDA","D","20082009","DET",64,849,22.3,-0.118,-0.086,0.22,4.96,0.076,-1.21,1.08,-0.1
"BRETT.MCLEAN","F","20082009","FLA",80,826,21.2,-0.233,-0.237,0.04,4.97,0.021,-3.27,0.29,-3
"BRETT.SKINNER","D","20082009","NYI",11,117.9,3.1,0.631,0.664,-0.19,4.97,-0.066,1.3,-0.13,1.2
"BRETT.STERLING","F","20082009","ATL",6,71.7,1.9,-1.01,-1.014,0.04,4.96,0.018,-1.21,0.02,-1.2
"BRIAN.BOYLE","F","20082009","L.A",28,268,7.1,-0.299,-0.303,-0.21,4.96,-0.063,-1.35,-0.28,-1.6
"BRIAN.CAMPBELL","D","20082009","CHI",82,1417,37.4,0.073,0.106,0.08,4.96,0.017,2.49,0.39,2.9
"BRIAN.GIONTA","F","20082009","N.J",81,1074.8,27.6,0.229,0.226,0,4.96,-0.011,4.04,-0.2,3.8
"BRIAN.LEE","D","20082009","OTT",53,832.9,21.8,-0.13,-0.097,-0.14,4.96,-0.039,-1.34,-0.55,-1.9
"BRIAN.POTHIER","D","20082009","WSH",9,136.3,3.6,0.292,0.325,0.07,4.96,0.021,0.74,0.05,0.8
"BRIAN.RAFALSKI","D","20082009","DET",77,1369.2,35.9,-0.183,-0.151,0.22,4.96,0.083,-3.44,1.9,-1.5
"BRIAN.ROLSTON","F","20082009","N.J",64,740.4,19,0.109,0.105,0,4.96,-0.003,1.3,-0.03,1.3
"BRIAN.SUTHERBY","F","20082009","ANA",17,96.5,2.6,1.581,1.577,0.04,4.96,0.003,2.54,0.01,2.5
"BRIAN.SUTHERBY","F","20082009","DAL",42,439.6,11.5,-0.443,-0.447,0.05,4.96,0.028,-3.27,0.2,-3.1
"BRIAN.WILLSIE","F","20082009","COL",42,415.8,10.7,-0.644,-0.648,-0.17,4.97,-0.042,-4.49,-0.29,-4.8
"BROOKS.LAICH","F","20082009","WSH",82,933.7,24.5,-0.068,-0.072,0.07,4.96,0.026,-1.11,0.41,-0.7
"BROOKS.ORPIK","D","20082009","PIT",79,1348.7,35.5,0.106,0.139,0.22,4.95,0.06,3.12,1.36,4.5
"BRUNO.GERVAIS","D","20082009","NYI",69,1178.9,31.2,0.038,0.071,-0.19,4.97,-0.066,1.4,-1.3,0.1
"BRYAN.HELMER","D","20082009","WSH",12,154.7,4.1,-0.338,-0.305,0.07,4.96,0.025,-0.79,0.07,-0.7
"BRYAN.LITTLE","F","20082009","ATL",79,986.4,26.2,0.267,0.263,0.04,4.96,0.001,4.32,0.01,4.3
"BRYAN.MCCABE","D","20082009","FLA",69,1187.7,30.5,0.156,0.189,0.04,4.97,0,3.74,-0.01,3.7
"BRYAN.RODNEY","D","20082009","CAR",8,77,2,-0.294,-0.261,-0.03,4.96,-0.008,-0.34,-0.01,-0.3
"BRYCE.SALVADOR","D","20082009","N.J",76,1226.3,31.5,-0.297,-0.264,0,4.96,0.018,-5.41,0.37,-5
"BYRON.BITZ","F","20082009","BOS",35,340.5,8.8,-0.599,-0.603,0.15,4.97,0.059,-3.42,0.34,-3.1
"CAL.CLUTTERBUCK","F","20082009","MIN",78,907.4,23.3,-0.183,-0.187,-0.17,4.97,-0.045,-2.83,-0.68,-3.5
"CAL.O'REILLY","F","20082009","NSH",11,122.8,3.2,0.71,0.706,-0.08,4.96,-0.029,1.44,-0.06,1.4
"CAM.BARKER","D","20082009","CHI",68,909.5,24,-0.286,-0.253,0.08,4.96,0.037,-3.84,0.56,-3.3
"CAM.JANSSEN","F","20082009","STL",56,278.2,7.4,-0.008,-0.012,-0.07,4.96,-0.022,-0.06,-0.1,-0.2
"CAM.PADDOCK","F","20082009","STL",16,133.4,3.5,-0.395,-0.399,-0.07,4.96,-0.019,-0.89,-0.04,-0.9
"CARLO.COLAIACOVO","D","20082009","STL",63,898.4,23.8,0.223,0.256,-0.07,4.96,-0.034,3.83,-0.51,3.3
"CARLO.COLAIACOVO","D","20082009","TOR",9,121.8,3.2,-0.397,-0.364,0.07,4.96,0.025,-0.74,0.05,-0.7
"CHAD.LAROSE","F","20082009","CAR",81,1050.6,27.7,-0.059,-0.063,-0.03,4.96,-0.006,-1.11,-0.1,-1.2
"CHRIS.BOURQUE","F","20082009","WSH",8,71.2,1.9,-0.255,-0.259,0.07,4.96,0.024,-0.31,0.03,-0.3
"CHRIS.BUTLER","D","20082009","BUF",47,707.9,18.7,-0.134,-0.102,0.05,4.95,0.019,-1.2,0.22,-1
"CHRIS.CAMPOLI","D","20082009","NYI",51,791.8,20.9,-0.2,-0.167,-0.19,4.97,-0.054,-2.21,-0.72,-2.9
"CHRIS.CAMPOLI","D","20082009","OTT",25,390.6,10.2,0.374,0.407,-0.14,4.96,-0.052,2.65,-0.34,2.3
"CHRIS.CHELIOS","D","20082009","DET",28,279.3,7.3,-0.371,-0.338,0.22,4.96,0.077,-1.57,0.36,-1.2
"CHRIS.CLARK","F","20082009","WSH",32,326.6,8.6,-0.589,-0.592,0.07,4.96,0.033,-3.22,0.18,-3
"CHRIS.CONNER","F","20082009","DAL",38,398.9,10.5,0.15,0.146,0.05,4.96,0.014,0.97,0.09,1.1
"CHRIS.DRURY","F","20082009","NYR",81,1110.5,29.2,-0.018,-0.022,-0.12,4.95,-0.037,-0.41,-0.69,-1.1
"CHRIS.GRATTON","F","20082009","T.B",18,144.3,3.9,-0.123,-0.127,-0.11,4.96,-0.035,-0.3,-0.08,-0.4
"CHRIS.HIGGINS","F","20082009","MTL",57,703.1,18.7,-0.141,-0.145,0.04,4.96,0.018,-1.7,0.21,-1.5
"CHRIS.KELLY","F","20082009","OTT",82,1000.3,26.2,-0.243,-0.247,-0.14,4.96,-0.03,-4.12,-0.51,-4.6
"CHRIS.KUNITZ","F","20082009","ANA",62,859.8,22.8,-0.185,-0.189,0.04,4.96,0.02,-2.71,0.29,-2.4
"CHRIS.KUNITZ","F","20082009","PIT",20,223.6,5.9,0.151,0.147,0.22,4.95,0.069,0.55,0.26,0.8
"CHRIS.NEIL","F","20082009","OTT",60,594.9,15.6,-0.251,-0.255,-0.14,4.96,-0.036,-2.52,-0.35,-2.9
"CHRIS.PHILLIPS","D","20082009","OTT",82,1415.5,37.1,-0.174,-0.141,-0.14,4.96,-0.033,-3.33,-0.78,-4.1
"CHRIS.PRONGER","D","20082009","ANA",82,1470,38.9,-0.142,-0.109,0.04,4.96,0.02,-2.66,0.49,-2.2
"CHRIS.STEWART","F","20082009","COL",53,572.3,14.8,-0.194,-0.198,-0.17,4.97,-0.05,-1.89,-0.48,-2.4
"CHRIS.THORBURN","F","20082009","ATL",82,767.6,20.4,-0.332,-0.336,0.04,4.96,0.028,-4.29,0.36,-3.9
"CHRISTIAN.BACKMAN","D","20082009","CBJ",56,711.6,18.4,-0.117,-0.084,0.08,4.95,0.029,-0.99,0.35,-0.6
"CHRISTIAN.EHRHOFF","D","20082009","S.J",77,1249.1,32,-0.057,-0.024,-0.08,4.96,-0.024,-0.5,-0.51,-1
"CHRISTIAN.HANSON","F","20082009","TOR",5,65,1.7,-0.394,-0.398,0.07,4.96,0.024,-0.43,0.03,-0.4
"CHRISTOPH.SCHUBERT","D","20082009","OTT",50,511,13.4,0.105,0.138,-0.14,4.96,-0.047,1.18,-0.4,0.8
"CHUCK.KOBASEW","F","20082009","BOS",67,857,22.1,0.12,0.116,0.15,4.97,0.043,1.66,0.62,2.3
"CLARKE.MACARTHUR","F","20082009","BUF",71,804.2,21.2,-0.143,-0.147,0.05,4.95,0.022,-1.97,0.29,-1.7
"CLAUDE.GIROUX","F","20082009","PHI",42,538.5,14.2,0.189,0.185,0.06,4.95,0.014,1.66,0.13,1.8
"CLAUDE.LEMIEUX","F","20082009","S.J",18,136.3,3.5,-0.642,-0.646,-0.08,4.96,-0.021,-1.47,-0.05,-1.5
"CODY.BASS","F","20082009","OTT",12,65.3,1.7,-0.629,-0.633,-0.14,4.96,-0.041,-0.69,-0.05,-0.7
"CODY.MCCORMICK","F","20082009","COL",55,496.6,12.8,-0.01,-0.014,-0.17,4.97,-0.055,-0.11,-0.46,-0.6
"CODY.MCLEOD","F","20082009","COL",79,807.8,20.8,0.104,0.1,-0.17,4.97,-0.06,1.35,-0.81,0.5
"COLBY.ARMSTRONG","F","20082009","ATL",82,1012.7,26.9,0.231,0.227,0.04,4.96,0.002,3.83,0.04,3.9
"COLIN.FRASER","F","20082009","CHI",81,623.9,16.5,-0.204,-0.208,0.08,4.96,0.031,-2.16,0.33,-1.8
"COLIN.STUART","F","20082009","ATL",33,316.2,8.4,-0.263,-0.267,0.04,4.96,0.019,-1.41,0.1,-1.3
"COLIN.WHITE","F","20082009","N.J",71,1108.1,28.4,0.106,0.102,0,4.96,-0.005,1.89,-0.08,1.8
"COLTON.GILLIES","F","20082009","MIN",45,350.4,9,-0.401,-0.405,-0.17,4.97,-0.046,-2.37,-0.27,-2.6
"COLTON.ORR","F","20082009","NYR",82,514.8,13.5,-0.505,-0.509,-0.12,4.95,-0.025,-4.36,-0.21,-4.6
"COREY.PERRY","F","20082009","ANA",78,1137.1,30.1,0.359,0.355,0.04,4.96,-0.01,6.72,-0.19,6.5
"CORY.MURPHY","D","20082009","T.B",25,355,9.5,-0.187,-0.154,-0.11,4.96,-0.033,-0.91,-0.19,-1.1
"CORY.SARICH","D","20082009","CGY",75,1087,29.4,-0.248,-0.215,0.18,4.96,0.072,-3.9,1.31,-2.6
"CORY.STILLMAN","F","20082009","FLA",63,792.9,20.4,0.291,0.287,0.04,4.97,-0.001,3.8,-0.01,3.8
"CRAIG.ADAMS","F","20082009","CHI",36,283.4,7.5,-0.809,-0.813,0.08,4.96,0.037,-3.84,0.17,-3.7
"CRAIG.ADAMS","F","20082009","PIT",9,60.9,1.6,-1.094,-1.098,0.22,4.95,0.074,-1.11,0.08,-1
"CRAIG.CONROY","F","20082009","CGY",81,974.2,26.4,0.234,0.23,0.18,4.96,0.047,3.74,0.77,4.5
"CRAIG.MACDONALD","F","20082009","CBJ",8,72.9,1.9,-0.307,-0.311,0.08,4.95,0.027,-0.38,0.03,-0.3
"CRAIG.RIVET","D","20082009","BUF",64,970,25.6,0.007,0.04,0.05,4.95,0.013,0.64,0.21,0.9
"CRAIG.WELLER","F","20082009","MIN",36,230.1,5.9,-0.442,-0.446,-0.17,4.97,-0.048,-1.71,-0.18,-1.9
"CURTIS.GLENCROSS","F","20082009","CGY",73,860.4,23.3,0.089,0.085,0.18,4.96,0.056,1.22,0.8,2
"DAINIUS.ZUBRUS","F","20082009","N.J",82,1058.6,27.2,0.01,0.006,0,4.96,0.001,0.1,0.02,0.1
"DAN.BOYLE","D","20082009","S.J",77,1369.6,35.1,0.105,0.138,-0.08,4.96,-0.036,3.15,-0.81,2.3
"DAN.CARCILLO","F","20082009","ARI",54,573.9,14.9,-0.378,-0.381,-0.14,4.97,-0.034,-3.65,-0.33,-4
"DAN.CARCILLO","F","20082009","PHI",20,203.1,5.4,-0.279,-0.283,0.06,4.95,0.022,-0.96,0.08,-0.9
"DAN.FRITSCHE","F","20082009","MIN",34,335.1,8.6,-0.524,-0.528,-0.17,4.97,-0.044,-2.95,-0.25,-3.2
"DAN.FRITSCHE","F","20082009","NYR",16,146.1,3.8,-0.235,-0.239,-0.12,4.95,-0.037,-0.58,-0.09,-0.7
"DAN.GIRARDI","D","20082009","NYR",82,1334.8,35.1,-0.231,-0.198,-0.12,4.95,-0.024,-4.4,-0.54,-4.9
"DAN.HAMHUIS","D","20082009","NSH",82,1425.5,37.1,-0.117,-0.084,-0.08,4.96,-0.018,-1.99,-0.43,-2.4
"DAN.HINOTE","F","20082009","STL",51,419.1,11.1,-0.091,-0.095,-0.07,4.96,-0.02,-0.66,-0.14,-0.8
"DANIEL.ALFREDSSON","F","20082009","OTT",79,1101.2,28.9,0.442,0.438,-0.14,4.96,-0.069,8.03,-1.27,6.8
"DANIEL.BRIERE","F","20082009","PHI",29,342.9,9,0.27,0.266,0.06,4.95,0.015,1.52,0.08,1.6
"DANIEL.CLEARY","F","20082009","DET",73,943,24.8,-0.139,-0.143,0.22,4.96,0.079,-2.25,1.25,-1
"DANIEL.PAILLE","F","20082009","BUF",73,759.6,20.1,0.213,0.21,0.05,4.95,0.007,2.65,0.08,2.7
"DANIEL.SEDIN","F","20082009","VAN",81,1130.3,30.6,0.233,0.229,0.07,4.96,0.009,4.32,0.17,4.5
"DANIEL.TJARNQVIST","D","20082009","COL",37,490.8,12.7,-0.05,-0.017,-0.17,4.97,-0.055,-0.14,-0.45,-0.6
