"player","position","season","Team","GP","TOI_EV","TOI_perc_EV","SPM_EVO_60","SPM_EVO_AA_60","team_EV_GF","team_skaters_EV","adj_EVO_60","SPM_EVO_AA","adj_EVO_total","EVO_AA"
"ALEXEY.MARCHENKO","D","20142015","DET",13,188.5,4.7,-0.358,-0.37,-0.08,4.96,-0.022,-1.16,-0.07,-1.2
"ALEX.GALCHENYUK","F","20142015","MTL",80,1113.9,27.2,0.214,0.179,-0.01,4.96,-0.012,3.32,-0.22,3.1
"ALEX.GOLIGOSKI","D","20142015","DAL",81,1483.1,37.2,0.091,0.08,0.3,4.97,0.092,1.97,2.26,4.2
"ALEX.KILLORN","F","20142015","T.B",71,964.1,24.3,0.091,0.056,0.31,4.96,0.096,0.9,1.55,2.4
"ALEX.OVECHKIN","F","20142015","WSH",81,1288.4,31.6,0.242,0.207,0.07,4.96,0.008,4.44,0.17,4.6
"ALEX.PETROVIC","D","20142015","FLA",33,501.7,12.2,-0.148,-0.159,-0.1,4.96,-0.027,-1.33,-0.22,-1.6
"ALEX.PIETRANGELO","D","20142015","STL",81,1575.9,38.4,-0.106,-0.118,0.14,4.96,0.056,-3.09,1.46,-1.6
"ALEX.SEMIN","F","20142015","CAR",57,788.6,19,0.28,0.245,-0.25,4.97,-0.09,3.22,-1.19,2
"ALEX.STEEN","F","20142015","STL",74,1076.4,26.3,0.261,0.226,0.14,4.96,0.034,4.05,0.62,4.7
"ALEX.TANGUAY","F","20142015","COL",80,1096.2,27,0.214,0.179,0.03,4.96,-0.001,3.27,-0.02,3.2
"ALEX.WENNBERG","F","20142015","CBJ",68,824.1,20.6,-0.389,-0.425,0.01,4.97,0.022,-5.83,0.3,-5.5
"ANDERS.LEE","F","20142015","NYI",76,902.1,22,0.349,0.314,0.17,4.96,0.042,4.72,0.63,5.4
"ANDRE.BENOIT","D","20142015","BUF",59,904.6,22.1,0.014,0.003,-0.38,4.97,-0.123,0.04,-1.86,-1.8
"ANDRE.BURAKOVSKY","F","20142015","WSH",53,617,15.2,0.551,0.516,0.07,4.96,0.006,5.3,0.06,5.4
"ANDREI.MARKOV","D","20142015","MTL",81,1508,36.8,0.195,0.184,-0.01,4.96,-0.016,4.62,-0.39,4.2
"ANDREJ.MESZAROS","D","20142015","BUF",60,921,22.5,0.374,0.362,-0.38,4.97,-0.14,5.56,-2.14,3.4
"ANDREJ.NESTRASIL","F","20142015","CAR",41,524.4,12.7,0.312,0.276,-0.25,4.97,-0.088,2.41,-0.77,1.6
"ANDREJ.NESTRASIL","F","20142015","DET",13,112.9,2.8,-0.932,-0.967,-0.08,4.96,-0.02,-1.82,-0.04,-1.9
"ANDREJ.SEKERA","D","20142015","CAR",57,1037.5,25,0.129,0.117,-0.25,4.97,-0.087,2.03,-1.5,0.5
"ANDREJ.SEKERA","D","20142015","L.A",16,255.3,6.2,0.168,0.156,0,4.97,-0.002,0.66,-0.01,0.7
"ANDREJ.SUSTR","D","20142015","T.B",72,1141.5,28.8,-0.328,-0.339,0.31,4.96,0.119,-6.45,2.26,-4.2
"ANDREW.CAMPBELL","D","20142015","ARI",33,473.6,11.6,-0.356,-0.368,-0.42,4.97,-0.127,-2.9,-1,-3.9
"ANDREW.COGLIANO","F","20142015","ANA",82,1024,25.3,-0.141,-0.176,0.15,4.96,0.057,-3.01,0.97,-2
"ANDREW.DESJARDINS","F","20142015","CHI",13,143.3,3.5,-0.362,-0.397,0,4.97,0.003,-0.95,0.01,-0.9
"ANDREW.DESJARDINS","F","20142015","S.J",56,506.8,12.4,-0.271,-0.306,-0.12,4.97,-0.029,-2.59,-0.25,-2.8
"ANDREW.EBBETT","F","20142015","PIT",24,192.6,4.8,0.181,0.146,0.04,4.96,0.011,0.47,0.04,0.5
"ANDREW.FERENCE","D","20142015","EDM",70,1175.1,28,0.085,0.073,-0.21,4.97,-0.073,1.44,-1.42,0
"ANDREW.LADD","F","20142015","WPG",81,1171.6,29.8,-0.029,-0.065,0.06,4.96,0.023,-1.26,0.44,-0.8
"ANDREW.MACDONALD","D","20142015","PHI",58,980.1,24,-0.142,-0.153,-0.15,4.96,-0.042,-2.5,-0.68,-3.2
"ANDREW.MACWILLIAM","D","20142015","TOR",12,150.2,3.8,-0.578,-0.589,-0.07,4.96,-0.018,-1.48,-0.05,-1.5
"ANDREW.SHAW","F","20142015","CHI",79,930.6,22.6,-0.279,-0.314,0,4.97,0.015,-4.87,0.23,-4.6
"ANDY.ANDREOFF","F","20142015","L.A",18,151.3,3.7,-0.686,-0.721,0,4.97,0.005,-1.82,0.01,-1.8
"ANDY.GREENE","D","20142015","N.J",82,1518.8,37.2,0,-0.012,-0.31,4.97,-0.099,-0.3,-2.51,-2.8
"ANTHONY.BITETTO","D","20142015","NSH",7,81.6,2,-1.107,-1.118,0.17,4.96,0.061,-1.52,0.08,-1.4
"ANTHONY.DUCLAIR","F","20142015","NYR",18,190.6,4.6,-0.128,-0.163,0.3,4.97,0.097,-0.52,0.31,-0.2
"ANTHONY.PELUSO","F","20142015","WPG",49,284,7.2,-0.202,-0.237,0.06,4.96,0.022,-1.12,0.1,-1
"ANTOINE.ROUSSEL","F","20142015","DAL",80,946.9,23.7,-0.339,-0.374,0.3,4.97,0.115,-5.9,1.82,-4.1
"ANTOINE.VERMETTE","F","20142015","ARI",63,884,21.7,0.167,0.131,-0.42,4.97,-0.142,1.93,-2.09,-0.2
"ANTOINE.VERMETTE","F","20142015","CHI",19,247.5,6,-0.263,-0.298,0,4.97,0.004,-1.23,0.02,-1.2
"ANTON.LANDER","F","20142015","EDM",38,451.7,10.8,0.03,-0.006,-0.21,4.97,-0.068,-0.04,-0.52,-0.6
"ANTON.STRALMAN","D","20142015","T.B",82,1328,33.5,0.315,0.304,0.31,4.96,0.078,6.73,1.74,8.5
"ANTON.VOLCHENKOV","D","20142015","NSH",46,551.5,13.5,0.171,0.159,0.17,4.96,0.052,1.46,0.48,1.9
"ANZE.KOPITAR","F","20142015","L.A",79,1131.8,27.7,0.039,0.003,0,4.97,0,0.06,0,0.1
"ARTEM.ANISIMOV","F","20142015","CBJ",52,650.7,16.3,0.064,0.029,0.01,4.97,0.004,0.31,0.04,0.4
"BARCLAY.GOODROW","F","20142015","S.J",60,608.9,14.9,-0.061,-0.096,-0.12,4.97,-0.034,-0.98,-0.35,-1.3
"BARRET.JACKMAN","D","20142015","STL",80,1154.3,28.2,-0.202,-0.214,0.14,4.96,0.059,-4.11,1.13,-3
"BEAU.BENNETT","F","20142015","PIT",49,570.6,14.2,0.024,-0.011,0.04,4.96,0.013,-0.1,0.12,0
"BEN.CHIAROT","D","20142015","WPG",40,626.3,15.9,-0.016,-0.027,0.06,4.96,0.02,-0.29,0.2,-0.1
"BEN.LOVEJOY","D","20142015","ANA",40,653.4,16.2,-0.345,-0.356,0.15,4.96,0.06,-3.88,0.65,-3.2
"BEN.LOVEJOY","D","20142015","PIT",20,366.9,9.1,-0.481,-0.492,0.04,4.96,0.022,-3.01,0.13,-2.9
"BENOIT.POULIOT","F","20142015","EDM",58,762.2,18.2,0.487,0.452,-0.21,4.97,-0.085,5.74,-1.08,4.7
"BEN.SMITH","F","20142015","CHI",61,663,16.1,-0.205,-0.24,0,4.97,0.008,-2.65,0.09,-2.6
"BEN.SMITH","F","20142015","S.J",19,189.2,4.6,-0.384,-0.419,-0.12,4.97,-0.033,-1.32,-0.1,-1.4
"B.J..CROMBEEN","F","20142015","ARI",58,463.2,11.4,0.061,0.026,-0.42,4.97,-0.136,0.2,-1.05,-0.9
"BLAKE.COMEAU","F","20142015","PIT",61,844.9,21,0.152,0.117,0.04,4.96,0.008,1.65,0.11,1.8
"BLAKE.WHEELER","F","20142015","WPG",79,1111,28.3,0.326,0.291,0.06,4.96,0.002,5.39,0.04,5.4
"BOBBY.FARNHAM","F","20142015","PIT",11,77,1.9,-0.708,-0.743,0.04,4.96,0.015,-0.95,0.02,-0.9
"BOBBY.RYAN","F","20142015","OTT",78,1080.9,26.7,0.192,0.157,0.08,4.95,0.018,2.83,0.32,3.1
"BO.HORVAT","F","20142015","VAN",68,758.1,18.9,-0.011,-0.047,0.06,4.97,0.02,-0.59,0.25,-0.3
"BOONE.JENNER","F","20142015","CBJ",31,441.2,11,0.249,0.213,0.01,4.97,0,1.57,0,1.6
"BORNA.RENDULIC","F","20142015","COL",11,100,2.5,0.731,0.695,0.03,4.96,0.005,1.16,0.01,1.2
"BOYD.GORDON","F","20142015","EDM",68,698.4,16.7,-0.064,-0.1,-0.21,4.97,-0.065,-1.16,-0.76,-1.9
"BRAD.BOYES","F","20142015","FLA",78,1034.4,25.2,0.182,0.147,-0.1,4.96,-0.038,2.54,-0.66,1.9
"BRAD.HUNT","D","20142015","EDM",11,174.7,4.2,-0.267,-0.279,-0.21,4.97,-0.066,-0.81,-0.19,-1
"BRAD.MALONE","F","20142015","CAR",65,617.3,14.9,-0.001,-0.036,-0.25,4.97,-0.08,-0.37,-0.82,-1.2
"BRAD.MARCHAND","F","20142015","BOS",77,1090,26.2,0.178,0.143,-0.04,4.96,-0.02,2.59,-0.37,2.2
"BRAD.RICHARDS","F","20142015","CHI",76,958.2,23.3,0.384,0.349,0,4.97,-0.016,5.57,-0.25,5.3
"BRAD.RICHARDSON","F","20142015","VAN",45,531.5,13.2,0.052,0.016,0.06,4.97,0.018,0.14,0.16,0.3
"BRAD.STUART","D","20142015","COL",65,1102,27.2,-0.101,-0.113,0.03,4.96,0.015,-2.07,0.27,-1.8
"BRANDON.BOLLIG","F","20142015","CGY",62,518.4,12.6,-0.572,-0.607,0.05,4.97,0.032,-5.25,0.28,-5
"BRANDON.DAVIDSON","D","20142015","EDM",12,163.8,3.9,0.23,0.219,-0.21,4.97,-0.07,0.6,-0.19,0.4
"BRANDON.DUBINSKY","F","20142015","CBJ",47,625.6,15.7,0.545,0.51,0.01,4.97,-0.012,5.31,-0.12,5.2
"BRANDON.GORMLEY","D","20142015","ARI",27,352.7,8.6,0.088,0.076,-0.42,4.97,-0.137,0.45,-0.81,-0.4
"BRANDON.KOZUN","F","20142015","TOR",20,147.7,3.7,0.1,0.064,-0.07,4.96,-0.023,0.16,-0.06,0.1
"BRANDON.MANNING","D","20142015","PHI",11,156.4,3.8,0.249,0.237,-0.15,4.96,-0.051,0.62,-0.13,0.5
"BRANDON.MCMILLAN","F","20142015","ARI",50,440.3,10.8,-0.375,-0.411,-0.42,4.97,-0.127,-3.01,-0.93,-3.9
"BRANDON.MCMILLAN","F","20142015","VAN",8,81.8,2,0.009,-0.027,0.06,4.97,0.018,-0.04,0.03,0
"BRANDON.PIRRI","F","20142015","FLA",49,621.1,15.1,-0.136,-0.171,-0.1,4.96,-0.025,-1.78,-0.26,-2
"BRANDON.PRUST","F","20142015","MTL",82,895,21.8,-0.173,-0.209,-0.01,4.96,0.007,-3.12,0.11,-3
"BRANDON.SAAD","F","20142015","CHI",82,1129.6,27.5,0.174,0.139,0,4.97,-0.007,2.61,-0.13,2.5
"BRANDON.SUTTER","F","20142015","PIT",80,1059.6,26.3,-0.278,-0.313,0.04,4.96,0.029,-5.54,0.52,-5
"BRAYDEN.MCNABB","D","20142015","L.A",71,990.4,24.2,0.076,0.064,0,4.97,-0.003,1.06,-0.05,1
"BRAYDEN.SCHENN","F","20142015","PHI",82,1116.2,27.3,-0.107,-0.143,-0.15,4.96,-0.041,-2.66,-0.77,-3.4
"BRAYDON.COBURN","D","20142015","PHI",39,659.9,16.2,-0.07,-0.082,-0.15,4.96,-0.046,-0.9,-0.51,-1.4
"BRAYDON.COBURN","D","20142015","T.B",4,62.2,1.6,-0.113,-0.124,0.31,4.96,0.099,-0.13,0.1,0
"BRENDAN.GALLAGHER","F","20142015","MTL",82,1134.6,27.7,0.1,0.065,-0.01,4.96,-0.006,1.22,-0.1,1.1
"BRENDAN.SHINNIMIN","F","20142015","ARI",12,130.6,3.2,-0.565,-0.6,-0.42,4.97,-0.132,-1.31,-0.29,-1.6
"BRENDAN.SMITH","D","20142015","DET",76,1234.5,30.9,-0.169,-0.18,-0.08,4.96,-0.014,-3.71,-0.29,-4
"BRENDEN.DILLON","D","20142015","DAL",20,367.3,9.2,-0.49,-0.502,0.3,4.97,0.107,-3.07,0.65,-2.4
"BRENDEN.DILLON","D","20142015","S.J",60,1058,25.9,-0.174,-0.185,-0.12,4.97,-0.027,-3.27,-0.48,-3.7
"BRENDEN.MORROW","F","20142015","T.B",70,631.1,15.9,-0.376,-0.411,0.31,4.96,0.112,-4.32,1.18,-3.1
"BRENT.BURNS","D","20142015","S.J",82,1478.7,36.2,0.219,0.208,-0.12,4.97,-0.052,5.11,-1.28,3.8
"BRENT.SEABROOK","D","20142015","CHI",82,1437.2,34.9,-0.069,-0.081,0,4.97,0.006,-1.93,0.15,-1.8
"BRETT.BELLEMORE","D","20142015","CAR",49,742.1,17.9,0.09,0.078,-0.25,4.97,-0.084,0.97,-1.04,-0.1
"BRETT.CONNOLLY","F","20142015","BOS",5,60.9,1.5,-0.53,-0.565,-0.04,4.96,-0.011,-0.57,-0.01,-0.6
"BRETT.CONNOLLY","F","20142015","T.B",50,479.3,12.1,-0.06,-0.095,0.31,4.96,0.101,-0.76,0.81,0
"BRETT.RITCHIE","F","20142015","DAL",31,354.9,8.9,-0.219,-0.255,0.3,4.97,0.102,-1.51,0.6,-0.9
"BRIAN.BOYLE","F","20142015","T.B",82,823.8,20.8,-0.231,-0.266,0.31,4.96,0.11,-3.66,1.51,-2.1
"BRIAN.CAMPBELL","D","20142015","FLA",82,1539.9,37.5,-0.068,-0.08,-0.1,4.96,-0.025,-2.05,-0.63,-2.7
"BRIAN.DUMOULIN","D","20142015","PIT",8,116.6,2.9,0.625,0.613,0.04,4.96,0.009,1.19,0.02,1.2
"BRIAN.FERLIN","F","20142015","BOS",7,60.8,1.5,-0.422,-0.457,-0.04,4.96,-0.011,-0.46,-0.01,-0.5
"BRIAN.FLYNN","F","20142015","BUF",54,687.1,16.8,0.321,0.286,-0.38,4.97,-0.133,3.27,-1.52,1.8
"BRIAN.FLYNN","F","20142015","MTL",9,72.2,1.8,-0.502,-0.538,-0.01,4.96,0,-0.65,0,-0.6
"BRIAN.GIBBONS","F","20142015","CBJ",25,279,7,-0.554,-0.589,0.01,4.97,0.013,-2.74,0.06,-2.7
"BRIAN.GIONTA","F","20142015","BUF",69,981.1,23.9,0.062,0.027,-0.38,4.97,-0.125,0.44,-2.04,-1.6
"BRIAN.LASHOFF","D","20142015","DET",11,129.7,3.2,0.516,0.505,-0.08,4.96,-0.029,1.09,-0.06,1
"BRIAN.STRAIT","D","20142015","NYI",52,844.8,20.6,0.049,0.038,0.17,4.96,0.055,0.53,0.77,1.3
"BROCK.NELSON","F","20142015","NYI",82,971.3,23.6,0.123,0.088,0.17,4.96,0.052,1.42,0.84,2.3
"BROOKS.LAICH","F","20142015","WSH",66,773.1,19,-0.064,-0.099,0.07,4.96,0.025,-1.28,0.32,-1
"BROOKS.ORPIK","D","20142015","WSH",78,1434.7,35.2,0.055,0.043,0.07,4.96,0.018,1.04,0.44,1.5
"BRYAN.ALLEN","D","20142015","ANA",6,93.5,2.3,0.104,0.093,0.15,4.96,0.048,0.14,0.07,0.2
"BRYAN.BICKELL","F","20142015","CHI",80,895.1,21.8,-0.003,-0.038,0,4.97,0.002,-0.57,0.03,-0.5
"BRYAN.LITTLE","F","20142015","WPG",70,984.2,25.1,-0.059,-0.094,0.06,4.96,0.023,-1.54,0.38,-1.2
"BRYAN.RUST","F","20142015","PIT",14,158.3,3.9,-0.251,-0.286,0.04,4.96,0.015,-0.76,0.04,-0.7
"BRYCE.SALVADOR","D","20142015","N.J",15,214.6,5.3,-0.221,-0.233,-0.31,4.97,-0.098,-0.83,-0.35,-1.2
"CAL.CLUTTERBUCK","F","20142015","NYI",76,826.4,20.1,-0.428,-0.463,0.17,4.96,0.075,-6.38,1.03,-5.3
"CALLE.JARNKROK","F","20142015","NSH",74,813.7,20,-0.202,-0.237,0.17,4.96,0.066,-3.21,0.89,-2.3
"CALVIN.DE HAAN","D","20142015","NYI",65,1092.7,26.6,-0.16,-0.172,0.17,4.96,0.065,-3.13,1.19,-1.9
"CAM.ATKINSON","F","20142015","CBJ",78,1039.5,26,-0.229,-0.264,0.01,4.97,0.018,-4.58,0.32,-4.3
"CAM.FOWLER","D","20142015","ANA",80,1321.7,32.7,0.071,0.059,0.15,4.96,0.044,1.3,0.97,2.3
"CARL.GUNNARSSON","D","20142015","STL",61,1001.5,24.4,0.004,-0.007,0.14,4.96,0.047,-0.12,0.78,0.7
"CARL.HAGELIN","F","20142015","NYR",82,1063.3,25.7,0.041,0.005,0.3,4.97,0.095,0.1,1.68,1.8
"CARLO.COLAIACOVO","D","20142015","PHI",33,513.6,12.6,-0.23,-0.242,-0.15,4.96,-0.043,-2.07,-0.37,-2.4
"CARL.SODERBERG","F","20142015","BOS",82,1189.8,28.6,0.162,0.127,-0.04,4.96,-0.02,2.52,-0.39,2.1
"CASEY.CIZIKAS","F","20142015","NYI",70,752.6,18.3,-0.255,-0.29,0.17,4.96,0.067,-3.64,0.84,-2.8
"CEDRIC.PAQUETTE","F","20142015","T.B",64,715,18,-0.642,-0.678,0.31,4.96,0.124,-8.08,1.47,-6.6
"CHARLIE.COYLE","F","20142015","MIN",82,1059.8,26.2,0.279,0.244,0.18,4.97,0.046,4.3,0.81,5.1
"CHRIS.BUTLER","D","20142015","STL",33,541.1,13.2,0.797,0.786,0.14,4.96,0.026,7.09,0.23,7.3
"CHRIS.HIGGINS","F","20142015","VAN",77,920.4,22.9,0.354,0.318,0.06,4.97,0.004,4.88,0.06,4.9
"CHRIS.KELLY","F","20142015","BOS",80,1043.8,25,-0.146,-0.181,-0.04,4.96,-0.003,-3.15,-0.06,-3.2
"CHRIS.KREIDER","F","20142015","NYR",80,1091,26.4,0.145,0.11,0.3,4.97,0.089,2,1.63,3.6
"CHRIS.KUNITZ","F","20142015","PIT",74,1065.4,26.4,0.015,-0.021,0.04,4.96,0.014,-0.37,0.24,-0.1
"CHRIS.NEIL","F","20142015","OTT",38,360,8.9,-0.184,-0.22,0.08,4.95,0.03,-1.32,0.18,-1.1
"CHRIS.PHILLIPS","D","20142015","OTT",36,624.9,15.4,-0.36,-0.371,0.08,4.95,0.038,-3.87,0.39,-3.5
"CHRIS.PORTER","F","20142015","STL",24,222.7,5.4,-0.864,-0.9,0.14,4.96,0.056,-3.34,0.21,-3.1
"CHRIS.STEWART","F","20142015","BUF",61,833.5,20.3,-0.001,-0.036,-0.38,4.97,-0.122,-0.5,-1.69,-2.2
"CHRIS.STEWART","F","20142015","MIN",20,272.9,6.8,-0.039,-0.075,0.18,4.97,0.06,-0.34,0.27,-0.1
"CHRIS.SUMMERS","D","20142015","ARI",17,203.7,5,-0.481,-0.492,-0.42,4.97,-0.131,-1.67,-0.44,-2.1
"CHRIS.TANEV","D","20142015","VAN",70,1212,30.2,-0.2,-0.212,0.06,4.97,0.031,-4.27,0.63,-3.6
"CHRIS.TERRY","F","20142015","CAR",57,640.5,15.5,0.132,0.097,-0.25,4.97,-0.084,1.04,-0.9,0.1
"CHRIS.THORBURN","F","20142015","WPG",81,638.5,16.3,-0.088,-0.123,0.06,4.96,0.023,-1.31,0.24,-1.1
"CHRISTIAN.EHRHOFF","D","20142015","PIT",49,867.5,21.5,0.23,0.219,0.04,4.96,0.003,3.16,0.04,3.2
"CHRISTIAN.FOLIN","D","20142015","MIN",40,575.4,14.2,0.074,0.063,0.18,4.97,0.057,0.6,0.54,1.1
"CHRISTIAN.THOMAS","F","20142015","MTL",18,160.3,3.9,-0.986,-1.021,-0.01,4.96,0.006,-2.73,0.02,-2.7
"CHRIS.TIERNEY","F","20142015","S.J",43,481.6,11.8,0.549,0.514,-0.12,4.97,-0.049,4.13,-0.39,3.7
"CHRIS.VANDEVELDE","F","20142015","PHI",72,711.2,17.4,0.02,-0.015,-0.15,4.96,-0.048,-0.18,-0.57,-0.8
"CHRIS.WAGNER","F","20142015","ANA",9,74.9,1.9,-0.875,-0.911,0.15,4.96,0.051,-1.14,0.06,-1.1
"CLARKE.MACARTHUR","F","20142015","OTT",62,827.8,20.4,0.026,-0.009,0.08,4.95,0.027,-0.12,0.37,0.2
"CLAUDE.GIROUX","F","20142015","PHI",81,1287,31.5,0.004,-0.032,-0.15,4.96,-0.047,-0.68,-1.01,-1.7
"CLAYTON.STONER","D","20142015","ANA",69,1057.1,26.2,-0.301,-0.313,0.15,4.96,0.064,-5.51,1.14,-4.4
"CODY.CECI","D","20142015","OTT",81,1278.8,31.6,-0.145,-0.156,0.08,4.95,0.036,-3.33,0.77,-2.6
"CODY.EAKIN","F","20142015","DAL",78,1047.1,26.2,0.067,0.031,0.3,4.97,0.096,0.55,1.67,2.2
"CODY.FRANSON","D","20142015","NSH",23,307.9,7.6,-0.36,-0.371,0.17,4.96,0.062,-1.91,0.32,-1.6
"CODY.FRANSON","D","20142015","TOR",55,874.9,21.9,0.456,0.445,-0.07,4.96,-0.042,6.49,-0.62,5.9
"CODY.GOLOUBEF","D","20142015","CBJ",36,525.4,13.1,0.325,0.313,0.01,4.97,-0.004,2.74,-0.03,2.7
"CODY.HODGSON","F","20142015","BUF",78,882.1,21.5,-0.162,-0.198,-0.38,4.97,-0.115,-2.9,-1.69,-4.6
"CODY.MCCORMICK","F","20142015","BUF",33,309.2,7.5,-0.211,-0.247,-0.38,4.97,-0.12,-1.27,-0.62,-1.9
"CODY.MCLEOD","F","20142015","COL",82,743.6,18.3,-0.073,-0.108,0.03,4.96,0.012,-1.34,0.15,-1.2
"COLBY.ROBAK","D","20142015","ANA",5,66.5,1.6,1.303,1.291,0.15,4.96,0.044,1.43,0.05,1.5
"COLBY.ROBAK","D","20142015","FLA",7,90.7,2.2,-0.416,-0.427,-0.1,4.96,-0.029,-0.65,-0.04,-0.7
"COLIN.GREENING","F","20142015","OTT",26,252.8,6.2,-0.994,-1.029,0.08,4.95,0.039,-4.34,0.16,-4.2
"COLIN.MCDONALD","F","20142015","NYI",18,185.4,4.5,0.176,0.141,0.17,4.96,0.055,0.43,0.17,0.6
"COLIN.WILSON","F","20142015","NSH",77,1031.4,25.3,0.266,0.231,0.17,4.96,0.044,3.96,0.76,4.7
"COLTON.SCEVIOUR","F","20142015","DAL",71,795.6,19.9,0.016,-0.02,0.3,4.97,0.098,-0.26,1.3,1
"CONNOR.MURPHY","D","20142015","ARI",73,1086,26.6,0.046,0.035,-0.42,4.97,-0.138,0.63,-2.49,-1.9
"COREY.PERRY","F","20142015","ANA",67,972.2,24.1,0.569,0.534,0.15,4.96,0.022,8.65,0.36,9
"COREY.TROPP","F","20142015","CBJ",61,529,13.2,-0.477,-0.512,0.01,4.97,0.018,-4.51,0.16,-4.4
"CORY.CONACHER","F","20142015","NYI",15,180.5,4.4,0.169,0.134,0.17,4.96,0.055,0.4,0.17,0.6
"CRAIG.ADAMS","F","20142015","PIT",70,494.7,12.3,-0.466,-0.501,0.04,4.96,0.025,-4.13,0.21,-3.9
"CRAIG.CUNNINGHAM","F","20142015","ARI",19,184.3,4.5,0.162,0.126,-0.42,4.97,-0.137,0.39,-0.42,0
"CRAIG.CUNNINGHAM","F","20142015","BOS",32,293,7,-0.501,-0.536,-0.04,4.96,-0.005,-2.62,-0.02,-2.6
"CRAIG.SMITH","F","20142015","NSH",82,1061.5,26.1,0.466,0.431,0.17,4.96,0.033,7.63,0.59,8.2
"CURTIS.GLENCROSS","F","20142015","CGY",53,729.1,17.7,-0.082,-0.118,0.05,4.97,0.021,-1.43,0.25,-1.2
"CURTIS.GLENCROSS","F","20142015","WSH",18,205.2,5,-0.586,-0.621,0.07,4.96,0.028,-2.12,0.09,-2
"CURTIS.LAZAR","F","20142015","OTT",67,815.5,20.1,0.071,0.036,0.08,4.95,0.025,0.49,0.34,0.8
"CURTIS.MCKENZIE","F","20142015","DAL",36,410,10.3,-0.881,-0.916,0.3,4.97,0.117,-6.26,0.8,-5.5
"DAINIUS.ZUBRUS","F","20142015","N.J",74,946.1,23.2,-0.104,-0.14,-0.31,4.97,-0.094,-2.2,-1.48,-3.7
"DALE.WEISE","F","20142015","MTL",79,895.8,21.8,0.372,0.336,-0.01,4.96,-0.017,5.02,-0.25,4.8
"DALTON.PROUT","D","20142015","CBJ",63,996.3,24.9,-0.364,-0.375,0.01,4.97,0.023,-6.23,0.39,-5.8
"DAMIEN.BRUNNER","F","20142015","N.J",17,205.9,5,-0.361,-0.397,-0.31,4.97,-0.096,-1.36,-0.33,-1.7
"DAMON.SEVERSON","D","20142015","N.J",51,942.4,23.1,-0.098,-0.11,-0.31,4.97,-0.095,-1.72,-1.49,-3.2
"DAN.BOYLE","D","20142015","NYR",65,1079.1,26.1,-0.287,-0.299,0.3,4.97,0.111,-5.37,2,-3.4
"DAN.CARCILLO","F","20142015","CHI",39,317.5,7.7,0.189,0.154,0,4.97,-0.002,0.82,-0.01,0.8
"DAN.GIRARDI","D","20142015","NYR",82,1475.9,35.7,-0.134,-0.145,0.3,4.97,0.106,-3.57,2.6,-1
"DAN.HAMHUIS","D","20142015","VAN",59,996.8,24.8,0.194,0.182,0.06,4.97,0.009,3.03,0.15,3.2
