"player","position","season","Team","GP","TOI_EV","TOI_perc_EV","SPM_EVO_60","SPM_EVO_AA_60","team_EV_GF","team_skaters_EV","adj_EVO_60","SPM_EVO_AA","adj_EVO_total","EVO_AA"
"ALEX.KILLORN","F","20162017","T.B",81,1115.4,27.6,-0.147,-0.185,-0.1,4.95,-0.023,-3.44,-0.43,-3.9
"ALEX.OVECHKIN","F","20162017","WSH",82,1172.3,29,0.111,0.073,0.41,4.96,0.128,1.43,2.5,3.9
"ALEX.PETROVIC","D","20162017","FLA",49,810.2,19.9,0.25,0.237,-0.22,4.94,-0.081,3.2,-1.1,2.1
"ALEX.PIETRANGELO","D","20162017","STL",80,1549.1,38.2,0.217,0.204,0.06,4.96,0.005,5.27,0.14,5.4
"ALEX.RADULOV","F","20162017","MTL",76,1143.5,27.6,0.283,0.245,0.04,4.96,-0.002,4.67,-0.04,4.6
"ALEX.STEEN","F","20162017","STL",76,1070.1,26.4,-0.007,-0.045,0.06,4.96,0.023,-0.8,0.42,-0.4
"ALEX.TUCH","F","20162017","MIN",6,64.2,1.5,-1.053,-1.091,0.43,4.97,0.141,-1.17,0.15,-1
"ALEX.WENNBERG","F","20162017","CBJ",80,1173.7,28.4,-0.014,-0.052,0.33,4.95,0.111,-1.01,2.16,1.2
"ANDERS.LEE","F","20162017","NYI",81,1041.8,25.2,0.274,0.236,0.4,4.96,0.116,4.1,2.01,6.1
"ANDREAS.ATHANASIOU","F","20162017","DET",64,737.2,17.8,0.255,0.217,-0.14,4.94,-0.055,2.67,-0.67,2
"ANDREAS.MARTINSEN","F","20162017","COL",55,450.2,11.4,-0.167,-0.205,-0.46,4.97,-0.145,-1.54,-1.08,-2.6
"ANDREAS.MARTINSEN","F","20162017","MTL",9,106.8,2.6,-1.04,-1.078,0.04,4.96,0.017,-1.92,0.03,-1.9
"ANDRE.BURAKOVSKY","F","20162017","WSH",64,750.1,18.6,0.065,0.027,0.41,4.96,0.131,0.34,1.64,2
"ANDREI.MARKOV","D","20162017","MTL",62,1065.8,25.7,0.185,0.172,0.04,4.96,0.003,3.06,0.05,3.1
"ANDREJ.NESTRASIL","F","20162017","CAR",19,193.1,4.6,-0.061,-0.099,-0.12,4.96,-0.038,-0.32,-0.12,-0.4
"ANDREJ.SEKERA","D","20162017","EDM",80,1352.6,33,-0.077,-0.089,0.17,4.96,0.062,-2.01,1.4,-0.6
"ANDREJ.SUSTR","D","20162017","T.B",80,1228.2,30.4,-0.16,-0.173,-0.1,4.95,-0.023,-3.54,-0.46,-4
"ANDREW.COGLIANO","F","20162017","ANA",82,1075.6,26.9,-0.073,-0.111,0,4.96,0.007,-1.99,0.12,-1.9
"ANDREW.COPP","F","20162017","WPG",64,671,16.8,-0.028,-0.066,0.2,4.96,0.065,-0.73,0.73,0
"ANDREW.DESJARDINS","F","20162017","CHI",46,399.6,9.6,-0.32,-0.358,0.2,4.97,0.071,-2.39,0.47,-1.9
"ANDREW.LADD","F","20162017","NYI",78,1013.2,24.5,-0.394,-0.432,0.4,4.96,0.149,-7.3,2.52,-4.8
"ANDREW.MACDONALD","D","20162017","PHI",73,1235,30.4,-0.121,-0.134,-0.31,4.94,-0.093,-2.76,-1.92,-4.7
"ANDREW.SHAW","F","20162017","MTL",68,868.5,20.9,0.058,0.02,0.04,4.96,0.011,0.28,0.16,0.4
"ANDY.ANDREOFF","F","20162017","L.A",36,367.2,9,-0.425,-0.463,-0.26,4.96,-0.077,-2.84,-0.47,-3.3
"ANDY.GREENE","D","20162017","N.J",66,1134.6,27.9,-0.074,-0.087,-0.49,4.95,-0.154,-1.64,-2.92,-4.6
"ANTHONY.BEAUVILLIER","F","20162017","NYI",66,819.9,19.8,0.062,0.024,0.4,4.96,0.127,0.32,1.74,2.1
"ANTHONY.BITETTO","D","20162017","NSH",29,327.7,8.1,0.349,0.336,0.1,4.95,0.026,1.84,0.14,2
"ANTHONY.DUCLAIR","F","20162017","ARI",58,688.3,16.7,0.216,0.178,-0.27,4.96,-0.093,2.04,-1.06,1
"ANTHONY.MANTHA","F","20162017","DET",60,823.9,19.9,0.411,0.373,-0.14,4.94,-0.062,5.13,-0.85,4.3
"ANTOINE.ROUSSEL","F","20162017","DAL",60,729.8,17.9,0.466,0.428,-0.04,4.97,-0.028,5.21,-0.34,4.9
"ANTOINE.VERMETTE","F","20162017","ANA",72,919.9,23,-0.01,-0.048,0,4.96,0.003,-0.74,0.04,-0.7
"ANTON.BLIDH","F","20162017","BOS",19,157.4,3.9,-0.499,-0.537,-0.01,4.96,0.001,-1.41,0,-1.4
"ANTON.LANDER","F","20162017","EDM",22,169.9,4.1,0.276,0.237,0.17,4.96,0.054,0.67,0.15,0.8
"ANTON.LINDHOLM","D","20162017","COL",12,161.7,4.1,-0.441,-0.454,-0.46,4.97,-0.146,-1.22,-0.39,-1.6
"ANTON.SLEPYSHEV","F","20162017","EDM",41,448.7,10.9,-0.407,-0.445,0.17,4.96,0.066,-3.33,0.49,-2.8
"ANTON.STRALMAN","D","20162017","T.B",73,1315.8,32.6,0.015,0.002,-0.1,4.95,-0.033,0.04,-0.73,-0.7
"ANZE.KOPITAR","F","20162017","L.A",76,1175,28.8,0.128,0.09,-0.26,4.96,-0.091,1.75,-1.77,0
"ARTEM.ANISIMOV","F","20162017","CHI",64,915,22,0.217,0.179,0.2,4.97,0.056,2.74,0.86,3.6
"ARTEMI.PANARIN","F","20162017","CHI",82,1294.3,31.2,0.172,0.134,0.2,4.97,0.056,2.89,1.2,4.1
"ARTTURI.LEHKONEN","F","20162017","MTL",73,902.4,21.8,0.015,-0.023,0.04,4.96,0.013,-0.35,0.19,-0.2
"AUSTIN.CZARNIK","F","20162017","BOS",49,492.2,12.3,-0.316,-0.354,-0.01,4.96,0.005,-2.9,0.04,-2.9
"AUSTIN.WATSON","F","20162017","NSH",77,789.1,19.4,-0.193,-0.231,0.1,4.95,0.04,-3.04,0.53,-2.5
"AUSTON.MATTHEWS","F","20162017","TOR",82,1207.2,29.5,0.114,0.076,0.26,4.95,0.081,1.53,1.63,3.2
"BEAU.BENNETT","F","20162017","N.J",65,763,18.8,0.04,0.002,-0.49,4.95,-0.159,0.02,-2.03,-2
"BEN.CHIAROT","D","20162017","WPG",59,774.7,19.4,0.06,0.048,0.2,4.96,0.061,0.62,0.79,1.4
"BEN.HARPUR","D","20162017","OTT",6,100.4,2.5,0.405,0.392,-0.27,4.94,-0.088,0.66,-0.15,0.5
"BEN.HUTTON","D","20162017","VAN",71,1243.2,30.1,-0.19,-0.202,-0.37,4.97,-0.106,-4.19,-2.2,-6.4
"BEN.LOVEJOY","D","20162017","N.J",82,1408.8,34.7,-0.237,-0.249,-0.49,4.95,-0.142,-5.85,-3.33,-9.2
"BENOIT.POULIOT","F","20162017","EDM",67,784.2,19.1,-0.384,-0.422,0.17,4.96,0.072,-5.52,0.95,-4.6
"BEN.SMITH","F","20162017","TOR",36,332.9,8.1,-0.448,-0.486,0.26,4.95,0.094,-2.69,0.52,-2.2
"BLAKE.COLEMAN","F","20162017","N.J",23,268.7,6.6,-0.511,-0.549,-0.49,4.95,-0.152,-2.46,-0.68,-3.1
"BLAKE.COMEAU","F","20162017","COL",77,931.3,23.6,0.104,0.066,-0.46,4.97,-0.152,1.03,-2.37,-1.3
"BLAKE.PIETILA","F","20162017","N.J",10,116.8,2.9,0.118,0.08,-0.49,4.95,-0.16,0.16,-0.31,-0.2
"BLAKE.WHEELER","F","20162017","WPG",82,1232.1,30.9,-0.011,-0.049,0.2,4.96,0.066,-1,1.36,0.4
"BOBBY.RYAN","F","20162017","OTT",62,795.6,19.4,0.27,0.232,-0.27,4.94,-0.095,3.08,-1.26,1.8
"BO.HORVAT","F","20162017","VAN",81,1111.7,26.9,0.276,0.238,-0.37,4.97,-0.131,4.41,-2.43,2
"BOONE.JENNER","F","20162017","CBJ",82,1121.8,27.1,0.045,0.007,0.33,4.95,0.107,0.14,2,2.1
"BOYD.GORDON","F","20162017","PHI",13,84.4,2.1,-0.528,-0.566,-0.31,4.94,-0.099,-0.8,-0.14,-0.9
"BRAD.HUNT","D","20162017","STL",9,114.2,2.8,0.627,0.615,0.06,4.96,0.017,1.17,0.03,1.2
"BRAD.MARCHAND","F","20162017","BOS",80,1135.8,28.4,0.49,0.452,-0.01,4.96,-0.029,8.56,-0.56,8
"BRAD.RICHARDSON","F","20162017","ARI",16,205.7,5,-0.05,-0.088,-0.27,4.96,-0.086,-0.3,-0.29,-0.6
"BRADY.AUSTIN","D","20162017","BUF",5,77.4,1.9,0.318,0.305,-0.38,4.96,-0.125,0.39,-0.16,0.2
"BRADY.SKJEI","D","20162017","NYR",80,1237.2,30.1,0.434,0.422,0.26,4.96,0.06,8.69,1.23,9.9
"BRANDON.CARLO","D","20162017","BOS",82,1456.6,36.4,0.174,0.161,-0.01,4.96,-0.015,3.91,-0.37,3.5
"BRANDON.DAVIDSON","D","20162017","EDM",28,393.9,9.6,-0.082,-0.095,0.17,4.96,0.058,-0.62,0.38,-0.2
"BRANDON.DAVIDSON","D","20162017","MTL",10,162.9,3.9,0.059,0.047,0.04,4.96,0.011,0.13,0.03,0.2
"BRANDON.DUBINSKY","F","20162017","CBJ",80,1141.9,27.6,0.079,0.041,0.33,4.95,0.105,0.78,2,2.8
"BRANDON.MANNING","D","20162017","PHI",65,1044.5,25.7,-0.117,-0.129,-0.31,4.94,-0.095,-2.25,-1.65,-3.9
"BRANDON.MONTOUR","D","20162017","ANA",27,409.4,10.2,0.151,0.139,0,4.96,-0.002,0.95,-0.02,0.9
"BRANDON.PIRRI","F","20162017","NYR",60,571.4,13.9,-0.033,-0.071,0.26,4.96,0.087,-0.68,0.83,0.2
"BRANDON.SAAD","F","20162017","CBJ",82,1198.6,29,0.202,0.164,0.33,4.95,0.098,3.27,1.96,5.2
"BRANDON.SUTTER","F","20162017","VAN",81,1124.3,27.3,0.035,-0.003,-0.37,4.97,-0.118,-0.05,-2.22,-2.3
"BRANDON.TANEV","F","20162017","WPG",51,450.9,11.3,-0.674,-0.712,0.2,4.96,0.079,-5.35,0.6,-4.8
"BRAYDEN.MCNABB","D","20162017","L.A",49,705.7,17.3,-0.209,-0.221,-0.26,4.96,-0.078,-2.6,-0.91,-3.5
"BRAYDEN.POINT","F","20162017","T.B",68,959,23.7,0.216,0.178,-0.1,4.95,-0.042,2.85,-0.67,2.2
"BRAYDEN.SCHENN","F","20162017","PHI",79,1085.5,26.7,0.04,0.002,-0.31,4.94,-0.102,0.04,-1.84,-1.8
"BRAYDON.COBURN","D","20162017","T.B",80,1163.8,28.8,-0.098,-0.111,-0.1,4.95,-0.027,-2.15,-0.52,-2.7
"BRENDAN.GALLAGHER","F","20162017","MTL",64,819.2,19.8,-0.027,-0.065,0.04,4.96,0.014,-0.89,0.19,-0.7
"BRENDAN.GAUNCE","F","20162017","VAN",57,505.9,12.3,-0.248,-0.286,-0.37,4.97,-0.111,-2.41,-0.94,-3.3
"BRENDAN.PERLINI","F","20162017","ARI",57,734.5,17.9,-0.001,-0.039,-0.27,4.96,-0.085,-0.48,-1.04,-1.5
"BRENDAN.SMITH","D","20162017","DET",33,499.3,12.1,-0.056,-0.069,-0.14,4.94,-0.045,-0.57,-0.38,-1
"BRENDAN.SMITH","D","20162017","NYR",18,321.4,7.8,-0.139,-0.152,0.26,4.96,0.088,-0.81,0.47,-0.3
"BRENDEN.DILLON","D","20162017","S.J",80,1241.1,30.8,-0.461,-0.474,0.04,4.97,0.042,-9.81,0.87,-8.9
"BRENT.BURNS","D","20162017","S.J",81,1529.6,37.9,0.557,0.544,0.04,4.97,-0.029,13.87,-0.73,13.1
"BRENT.SEABROOK","D","20162017","CHI",79,1324.9,31.9,0.117,0.104,0.2,4.97,0.057,2.3,1.27,3.6
"BRETT.CONNOLLY","F","20162017","WSH",66,670.8,16.6,0.275,0.237,0.41,4.96,0.124,2.65,1.39,4
"BRETT.KULAK","D","20162017","CGY",21,290.4,7.3,-0.401,-0.413,-0.01,4.96,0.004,-2,0.02,-2
"BRETT.PESCE","D","20162017","CAR",82,1476.2,35.5,0.347,0.334,-0.12,4.96,-0.063,8.22,-1.54,6.7
"BRETT.RITCHIE","F","20162017","DAL",78,872.6,21.4,0.071,0.032,-0.04,4.97,-0.014,0.47,-0.21,0.3
"BRIAN.BOYLE","F","20162017","T.B",54,583.6,14.5,0.441,0.402,-0.1,4.95,-0.045,3.91,-0.44,3.5
"BRIAN.BOYLE","F","20162017","TOR",21,208.2,5.1,-0.497,-0.535,0.26,4.95,0.091,-1.85,0.32,-1.5
"BRIAN.CAMPBELL","D","20162017","CHI",80,1321,31.8,0.033,0.021,0.2,4.97,0.063,0.45,1.38,1.8
"BRIAN.DUMOULIN","D","20162017","PIT",70,1258.1,30.7,-0.305,-0.317,0.54,4.95,0.195,-6.66,4.08,-2.6
"BRIAN.FLYNN","F","20162017","MTL",51,528.3,12.7,0.094,0.056,0.04,4.96,0.01,0.49,0.09,0.6
"BRIAN.GIONTA","F","20162017","BUF",82,1068.3,25.9,-0.037,-0.075,-0.38,4.96,-0.12,-1.34,-2.13,-3.5
"BRIAN.LASHOFF","D","20162017","DET",5,60.7,1.5,-0.823,-0.836,-0.14,4.94,-0.044,-0.85,-0.04,-0.9
"BRIAN.STRAIT","D","20162017","WPG",5,76.4,1.9,-0.165,-0.177,0.2,4.96,0.064,-0.23,0.08,-0.1
"BROCK.BOESER","F","20162017","VAN",9,127,3.1,0.428,0.39,-0.37,4.97,-0.121,0.83,-0.26,0.6
"BROCK.MCGINN","F","20162017","CAR",57,617.9,14.9,-0.137,-0.175,-0.12,4.96,-0.033,-1.81,-0.34,-2.2
"BROCK.NELSON","F","20162017","NYI",81,1048.9,25.4,-0.048,-0.086,0.4,4.96,0.132,-1.5,2.31,0.8
"BROOKS.ORPIK","D","20162017","WSH",79,1196.4,29.6,-0.008,-0.021,0.41,4.96,0.134,-0.42,2.66,2.2
"BRYAN.BICKELL","F","20162017","CAR",11,99.3,2.4,0.039,0.001,-0.12,4.96,-0.039,0,-0.06,-0.1
"BRYAN.LITTLE","F","20162017","WPG",59,801.8,20.1,0.262,0.224,0.2,4.96,0.054,3,0.72,3.7
"BRYAN.RUST","F","20162017","PIT",57,717.6,17.5,0.006,-0.032,0.54,4.95,0.176,-0.38,2.1,1.7
"CAL.CLUTTERBUCK","F","20162017","NYI",66,745.1,18,-0.095,-0.133,0.4,4.96,0.133,-1.66,1.65,0
"CALLE.JARNKROK","F","20162017","NSH",81,1030.4,25.3,-0.08,-0.118,0.1,4.95,0.037,-2.03,0.64,-1.4
"CAL.O'REILLY","F","20162017","BUF",11,77.2,1.9,-0.595,-0.633,-0.38,4.96,-0.121,-0.81,-0.16,-1
"CALVIN.DE HAAN","D","20162017","NYI",82,1407,34,0.136,0.123,0.4,4.96,0.12,2.89,2.8,5.7
"CAM.ATKINSON","F","20162017","CBJ",82,1097.8,26.5,0.02,-0.018,0.33,4.95,0.109,-0.33,1.99,1.7
"CAMERON.GAUNCE","D","20162017","PIT",12,137.8,3.4,0.072,0.059,0.54,4.95,0.174,0.14,0.4,0.5
"CAM.FOWLER","D","20162017","ANA",80,1479.6,37,0.13,0.117,0,4.96,-0.008,2.89,-0.2,2.7
"CARL.GUNNARSSON","D","20162017","STL",56,711.1,17.5,-0.669,-0.681,0.06,4.96,0.045,-8.07,0.53,-7.5
"CARL.HAGELIN","F","20162017","PIT",61,791.6,19.3,-0.159,-0.197,0.54,4.95,0.183,-2.61,2.41,-0.2
"CARL.SODERBERG","F","20162017","COL",80,917.1,23.2,-0.087,-0.125,-0.46,4.97,-0.143,-1.91,-2.19,-4.1
"CARTER.ROWNEY","F","20162017","PIT",27,266.5,6.5,-0.156,-0.194,0.54,4.95,0.177,-0.86,0.79,-0.1
"CASEY.CIZIKAS","F","20162017","NYI",59,674.1,16.3,-0.067,-0.105,0.4,4.96,0.131,-1.18,1.48,0.3
"CASEY.NELSON","D","20162017","BUF",11,135.9,3.3,-0.364,-0.377,-0.38,4.96,-0.121,-0.85,-0.27,-1.1
"CEDRIC.PAQUETTE","F","20162017","T.B",58,569.1,14.1,-0.239,-0.277,-0.1,4.95,-0.025,-2.62,-0.24,-2.9
"CHAD.RUHWEDEL","D","20162017","PIT",34,517.2,12.6,0.136,0.124,0.54,4.95,0.172,1.07,1.48,2.5
"CHARLIE.COYLE","F","20162017","MIN",82,1134,27.3,0.034,-0.004,0.43,4.97,0.138,-0.08,2.61,2.5
"CHRIS.KELLY","F","20162017","OTT",82,792.6,19.4,-0.684,-0.723,-0.27,4.94,-0.058,-9.54,-0.76,-10.3
"CHRIS.KREIDER","F","20162017","NYR",75,1048.6,25.5,0.132,0.094,0.26,4.96,0.08,1.64,1.4,3
"CHRIS.KUNITZ","F","20162017","PIT",71,927.9,22.6,-0.442,-0.48,0.54,4.95,0.197,-7.42,3.04,-4.4
"CHRIS.NEIL","F","20162017","OTT",53,395.3,9.7,-0.419,-0.457,-0.27,4.94,-0.077,-3.01,-0.51,-3.5
"CHRIS.STEWART","F","20162017","MIN",79,804,19.4,-0.398,-0.436,0.43,4.97,0.155,-5.84,2.08,-3.8
"CHRIS.TANEV","D","20162017","VAN",53,886.4,21.5,0.105,0.092,-0.37,4.97,-0.122,1.36,-1.81,-0.4
"CHRIS.TERRY","F","20162017","MTL",14,131.9,3.2,0.058,0.019,0.04,4.96,0.011,0.04,0.03,0.1
"CHRIS.THORBURN","F","20162017","WPG",64,399.8,10,-0.401,-0.439,0.2,4.96,0.072,-2.92,0.48,-2.4
"CHRISTIAN.DVORAK","F","20162017","ARI",78,1024.7,24.9,0.274,0.236,-0.27,4.96,-0.098,4.03,-1.68,2.4
"CHRISTIAN.FISCHER","F","20162017","ARI",7,83.5,2,0.183,0.145,-0.27,4.96,-0.087,0.2,-0.12,0.1
"CHRISTIAN.FOLIN","D","20162017","MIN",51,706.5,17,-0.248,-0.26,0.43,4.97,0.147,-3.06,1.73,-1.3
"CHRIS.TIERNEY","F","20162017","S.J",79,972.3,24.1,-0.052,-0.09,0.04,4.97,0.017,-1.46,0.28,-1.2
"CHRIS.VANDEVELDE","F","20162017","PHI",81,716.7,17.6,-0.322,-0.361,-0.31,4.94,-0.089,-4.31,-1.06,-5.4
"CHRIS.WAGNER","F","20162017","ANA",43,338.2,8.5,-0.182,-0.22,0,4.96,0.004,-1.24,0.02,-1.2
"CHRIS.WIDEMAN","D","20162017","OTT",76,934.3,22.8,0.083,0.07,-0.27,4.94,-0.089,1.1,-1.39,-0.3
"CLAUDE.GIROUX","F","20162017","PHI",82,1207.7,29.7,-0.005,-0.043,-0.31,4.94,-0.099,-0.87,-1.99,-2.9
"CLAYTON.STONER","D","20162017","ANA",14,211.4,5.3,-0.453,-0.466,0,4.96,0.006,-1.64,0.02,-1.6
"CODY.CECI","D","20162017","OTT",79,1495.4,36.5,-0.109,-0.122,-0.27,4.94,-0.077,-3.03,-1.92,-5
"CODY.EAKIN","F","20162017","DAL",60,816.3,20,-0.417,-0.455,-0.04,4.97,0.005,-6.19,0.07,-6.1
"CODY.FRANSON","D","20162017","BUF",68,1093.7,26.5,0.108,0.096,-0.38,4.96,-0.129,1.74,-2.35,-0.6
"CODY.GOLOUBEF","D","20162017","COL",33,476.2,12.1,-0.11,-0.123,-0.46,4.97,-0.146,-0.98,-1.16,-2.1
"CODY.MCLEOD","F","20162017","COL",28,163.5,4.1,-0.654,-0.692,-0.46,4.97,-0.144,-1.88,-0.39,-2.3
"CODY.MCLEOD","F","20162017","NSH",31,250.5,6.2,0.103,0.064,0.1,4.95,0.031,0.27,0.13,0.4
"COLIN.MILLER","D","20162017","BOS",61,829.8,20.7,0.033,0.021,-0.01,4.96,-0.004,0.28,-0.06,0.2
"COLIN.WILSON","F","20162017","NSH",70,889.1,21.9,0.468,0.43,0.1,4.95,0.012,6.38,0.18,6.6
"COLTON.PARAYKO","D","20162017","STL",81,1380.5,34.1,0.097,0.084,0.06,4.96,0.015,1.94,0.35,2.3
"COLTON.SCEVIOUR","F","20162017","FLA",80,924.8,22.8,-0.253,-0.291,-0.22,4.94,-0.058,-4.49,-0.9,-5.4
"COLTON.SISSONS","F","20162017","NSH",58,582.6,14.3,-0.085,-0.123,0.1,4.95,0.035,-1.19,0.34,-0.9
"CONNOR.BROWN","F","20162017","TOR",82,1041.8,25.4,0.02,-0.018,0.26,4.95,0.087,-0.31,1.5,1.2
"CONNOR.CARRICK","D","20162017","TOR",67,1027.1,25.1,0.217,0.204,0.26,4.95,0.075,3.49,1.29,4.8
"CONNOR.MCDAVID","F","20162017","EDM",82,1360.6,33.2,0.62,0.582,0.17,4.96,0.017,13.2,0.39,13.6
"CONNOR.MURPHY","D","20162017","ARI",77,1299.7,31.6,0.007,-0.005,-0.27,4.96,-0.086,-0.12,-1.87,-2
"CONOR.SHEARY","F","20162017","PIT",61,855.2,20.9,0.568,0.53,0.54,4.95,0.152,7.56,2.17,9.7
"COREY.PERRY","F","20162017","ANA",82,1178.2,29.5,-0.075,-0.113,0,4.96,0.007,-2.21,0.14,-2.1
"CORY.CONACHER","F","20162017","T.B",11,105.4,2.6,-0.15,-0.189,-0.1,4.95,-0.032,-0.33,-0.06,-0.4
"CRAIG.SMITH","F","20162017","NSH",78,980.4,24.1,0.121,0.083,0.1,4.95,0.027,1.35,0.45,1.8
"CURTIS.LAZAR","F","20162017","OTT",33,277.6,6.8,-0.447,-0.485,-0.27,4.94,-0.079,-2.24,-0.37,-2.6
"CURTIS.MCKENZIE","F","20162017","DAL",53,519.3,12.8,0.162,0.123,-0.04,4.97,-0.016,1.07,-0.14,0.9
"DALE.WEISE","F","20162017","PHI",64,754.6,18.6,0.122,0.084,-0.31,4.94,-0.105,1.05,-1.32,-0.3
"DALTON.PROUT","D","20162017","CBJ",15,173,4.2,1.067,1.055,0.33,4.95,0.099,3.04,0.28,3.3
"DALTON.PROUT","D","20162017","N.J",14,203.3,5,0.396,0.384,-0.49,4.95,-0.163,1.3,-0.55,0.7
"DAMON.SEVERSON","D","20162017","N.J",80,1396.6,34.4,-0.122,-0.134,-0.49,4.95,-0.15,-3.12,-3.49,-6.6
"DAN.GIRARDI","D","20162017","NYR",63,1043.5,25.4,-0.274,-0.287,0.26,4.96,0.1,-4.99,1.74,-3.3
"DAN.HAMHUIS","D","20162017","DAL",79,1228,30.2,0.028,0.015,-0.04,4.97,-0.014,0.31,-0.28,0
"DANIEL.CARR","F","20162017","MTL",33,329.1,7.9,0.219,0.181,0.04,4.96,0.009,0.99,0.05,1
"DANIEL.SEDIN","F","20162017","VAN",82,1216.4,29.5,0.08,0.042,-0.37,4.97,-0.121,0.86,-2.45,-1.6
"DANIEL.WINNIK","F","20162017","WSH",72,732.9,18.2,-0.169,-0.207,0.41,4.96,0.14,-2.53,1.71,-0.8
"DANNY.DEKEYSER","D","20162017","DET",82,1507.5,36.5,-0.029,-0.042,-0.14,4.94,-0.044,-1.05,-1.1,-2.1
"DANTON.HEINEN","F","20162017","BOS",8,90.2,2.3,-1.401,-1.439,-0.01,4.96,0.003,-2.16,0,-2.2
"DARNELL.NURSE","D","20162017","EDM",44,675.7,16.5,0.043,0.03,0.17,4.96,0.055,0.34,0.62,1
"DARREN.HELM","F","20162017","DET",50,630.4,15.3,0.139,0.101,-0.14,4.94,-0.05,1.06,-0.53,0.5
"DAVID.BACKES","F","20162017","BOS",74,1020.8,25.5,0.275,0.237,-0.01,4.96,-0.016,4.04,-0.27,3.8
"DAVID.DESHARNAIS","F","20162017","EDM",18,197.8,4.8,0.188,0.15,0.17,4.96,0.055,0.49,0.18,0.7
"DAVID.DESHARNAIS","F","20162017","MTL",31,361.1,8.7,-0.172,-0.211,0.04,4.96,0.015,-1.27,0.09,-1.2
"DAVID.KREJCI","F","20162017","BOS",82,1205.2,30.1,0.077,0.039,-0.01,4.96,-0.006,0.78,-0.12,0.7
