"player","position","season","Team","GP","TOI_EV","TOI_perc_EV","SPM_EVO_60","SPM_EVO_AA_60","team_EV_GF","team_skaters_EV","adj_EVO_60","SPM_EVO_AA","adj_EVO_total","EVO_AA"
"ANDREW.COGLIANO","F","20102011","EDM",82,1099.8,28.1,-0.164,-0.177,-0.1,4.96,-0.024,-3.24,-0.44,-3.7
"ANDREW.DESJARDINS","F","20102011","S.J",17,115.8,2.9,0.164,0.152,0.02,4.96,0.007,0.29,0.01,0.3
"ANDREW.EBBETT","F","20102011","ARI",33,297.2,7.4,-0.499,-0.511,0.02,4.97,0.014,-2.53,0.07,-2.5
"ANDREW.FERENCE","D","20102011","BOS",70,1099.2,27.2,0.144,0.154,0.09,4.97,0.02,2.83,0.36,3.2
"ANDREW.GORDON","F","20102011","WSH",9,71.4,1.8,0.244,0.231,-0.01,4.96,-0.004,0.27,-0.01,0.3
"ANDREW.HUTCHINSON","D","20102011","PIT",5,64,1.6,-1.417,-1.406,0,4.95,0.005,-1.5,0.01,-1.5
"ANDREW.LADD","F","20102011","ATL",81,1198,29.5,0.116,0.103,-0.04,4.96,-0.019,2.06,-0.37,1.7
"ANDREW.MACDONALD","D","20102011","NYI",60,1062.3,26.9,0.211,0.222,-0.02,4.96,-0.018,3.92,-0.31,3.6
"ANDREW.MURRAY","F","20102011","CBJ",29,287.8,7.3,-0.396,-0.409,-0.02,4.95,-0.002,-1.96,-0.01,-2
"ANDREY.ZUBAREV","D","20102011","ATL",4,72.2,1.8,0.012,0.022,-0.04,4.96,-0.013,0.03,-0.02,0
"ANDY.GREENE","D","20102011","N.J",82,1506.1,37,-0.183,-0.172,-0.16,4.97,-0.038,-4.32,-0.95,-5.3
"ANDY.MCDONALD","F","20102011","STL",58,891.8,22.2,0.225,0.212,0.06,4.97,0.009,3.15,0.13,3.3
"ANDY.SUTTON","D","20102011","ANA",39,476.7,11.9,0.094,0.104,-0.03,4.96,-0.013,0.83,-0.1,0.7
"ANSSI.SALMELA","D","20102011","N.J",48,790.1,19.4,-0.095,-0.085,-0.16,4.97,-0.047,-1.12,-0.62,-1.7
"ANTHONY.STEWART","F","20102011","ATL",80,1042,25.6,0.136,0.123,-0.04,4.96,-0.019,2.14,-0.33,1.8
"ANTOINE.VERMETTE","F","20102011","CBJ",82,1158.2,29.2,0.009,-0.004,-0.02,4.95,-0.008,-0.07,-0.15,-0.2
"ANTON.BABCHUK","D","20102011","CAR",17,231.4,5.9,-0.443,-0.432,0.04,4.96,0.017,-1.67,0.06,-1.6
"ANTON.BABCHUK","D","20102011","CGY",65,819,20.7,0.442,0.453,0.04,4.96,-0.005,6.18,-0.06,6.1
"ANTON.STRALMAN","D","20102011","CBJ",51,828.7,20.9,-0.226,-0.216,-0.02,4.95,0.001,-2.98,0.02,-3
"ANTON.VOLCHENKOV","D","20102011","N.J",57,890.6,21.9,0.181,0.191,-0.16,4.97,-0.059,2.84,-0.87,2
"ANTTI.MIETTINEN","F","20102011","MIN",73,931.4,23.5,-0.103,-0.116,-0.1,4.96,-0.028,-1.8,-0.43,-2.2
"ANZE.KOPITAR","F","20102011","L.A",75,1162.9,29.1,0.555,0.542,-0.01,4.97,-0.035,10.51,-0.69,9.8
"ARRON.ASHAM","F","20102011","PIT",44,418.4,10.7,-0.13,-0.143,0,4.95,0.004,-1,0.03,-1
"ARTEM.ANISIMOV","F","20102011","NYR",82,1064.4,26.8,0.072,0.06,0,4.96,-0.002,1.06,-0.03,1
"BARRET.JACKMAN","D","20102011","STL",60,1068.4,26.6,0.03,0.041,0.06,4.97,0.016,0.73,0.29,1
"BEN.EAGER","F","20102011","ATL",34,404.2,9.9,0.103,0.09,-0.04,4.96,-0.014,0.61,-0.1,0.5
"BEN.EAGER","F","20102011","S.J",34,303.7,7.5,-0.478,-0.491,0.02,4.96,0.015,-2.49,0.08,-2.4
"BEN.LOVEJOY","D","20102011","PIT",47,657.4,16.8,0.331,0.342,0,4.95,-0.011,3.75,-0.12,3.6
"BEN.MAXWELL","F","20102011","ATL",12,130.9,3.2,-0.564,-0.577,-0.04,4.96,-0.009,-1.26,-0.02,-1.3
"BENN.FERRIERO","F","20102011","S.J",33,396.9,9.8,0.232,0.22,0.02,4.96,0.003,1.45,0.02,1.5
"BENOIT.POULIOT","F","20102011","MTL",79,840.5,21.5,0.202,0.189,-0.04,4.96,-0.021,2.65,-0.3,2.4
"BEN.SMITH","F","20102011","CHI",6,79.6,2,-0.033,-0.045,0.06,4.97,0.019,-0.06,0.02,0
"BILL.THOMAS","F","20102011","FLA",24,197,4.9,0.227,0.215,-0.05,4.97,-0.018,0.7,-0.06,0.6
"B.J..CROMBEEN","F","20102011","STL",80,872.6,21.7,-0.437,-0.45,0.06,4.97,0.038,-6.54,0.55,-6
"BLAIR.BETTS","F","20102011","PHI",75,502,12.9,-0.719,-0.732,0.14,4.97,0.062,-6.12,0.52,-5.6
"BLAIR.JONES","F","20102011","T.B",18,143.5,3.7,-0.328,-0.341,0.03,4.96,0.013,-0.82,0.03,-0.8
"BLAKE.COMEAU","F","20102011","NYI",77,1048.5,26.6,0.054,0.041,-0.02,4.96,-0.008,0.71,-0.13,0.6
"BLAKE.GEOFFRION","F","20102011","NSH",20,162.6,4,0.75,0.737,0,4.97,-0.006,2,-0.02,2
"BLAKE.WHEELER","F","20102011","ATL",23,348.3,8.6,0.33,0.317,-0.04,4.96,-0.018,1.84,-0.1,1.7
"BLAKE.WHEELER","F","20102011","BOS",58,733.8,18.2,-0.093,-0.106,0.09,4.97,0.032,-1.3,0.39,-0.9
"BOBBY.BUTLER","F","20102011","OTT",36,468.4,11.7,0.226,0.213,-0.12,4.97,-0.044,1.67,-0.35,1.3
"BOBBY.RYAN","F","20102011","ANA",82,1334.1,33.4,0.523,0.51,-0.03,4.96,-0.045,11.34,-0.99,10.3
"BOYD.GORDON","F","20102011","WSH",60,634.1,16,-0.29,-0.303,-0.01,4.96,0.006,-3.2,0.07,-3.1
"BRAD.BOYES","F","20102011","BUF",21,298.5,7.4,0.51,0.497,0.08,4.96,0.02,2.47,0.1,2.6
"BRAD.BOYES","F","20102011","STL",62,877.5,21.9,0.086,0.073,0.06,4.97,0.015,1.07,0.22,1.3
"BRAD.MARCHAND","F","20102011","BOS",77,906.4,22.4,0.273,0.26,0.09,4.97,0.017,3.93,0.25,4.2
"BRAD.RICHARDS","F","20102011","DAL",72,1124,28.6,0.354,0.341,-0.02,4.96,-0.025,6.4,-0.47,5.9
"BRAD.RICHARDSON","F","20102011","L.A",68,725,18.2,-0.066,-0.078,-0.01,4.97,-0.001,-0.95,-0.01,-1
"BRAD.STAUBITZ","F","20102011","MIN",71,457,11.5,0.014,0.001,-0.1,4.96,-0.033,0.01,-0.25,-0.2
"BRAD.STUART","D","20102011","DET",67,1149.2,28.8,-0.019,-0.009,0.1,4.97,0.031,-0.16,0.6,0.4
"BRAD.WINCHESTER","F","20102011","ANA",19,176.3,4.4,-0.816,-0.829,-0.03,4.96,-0.003,-2.44,-0.01,-2.4
"BRAD.WINCHESTER","F","20102011","STL",57,525.7,13.1,-0.213,-0.225,0.06,4.97,0.024,-1.97,0.21,-1.8
"BRANDON.DUBINSKY","F","20102011","NYR",77,1110.2,28,0.187,0.174,0,4.96,-0.009,3.22,-0.16,3.1
"BRANDON.MASHINTER","F","20102011","S.J",13,79.9,2,-0.553,-0.566,0.02,4.96,0.01,-0.75,0.01,-0.7
"BRANDON.MCMILLAN","F","20102011","ANA",60,693.3,17.4,-0.037,-0.05,-0.03,4.96,-0.009,-0.58,-0.1,-0.7
"BRANDON.PRUST","F","20102011","NYR",82,952.1,24,-0.247,-0.26,0,4.96,0.014,-4.13,0.22,-3.9
"BRANDON.SEGAL","F","20102011","DAL",46,365.6,9.3,0.23,0.217,-0.02,4.96,-0.01,1.32,-0.06,1.3
"BRANDON.SUTTER","F","20102011","CAR",82,1100.6,28.2,-0.061,-0.074,0.04,4.96,0.016,-1.36,0.29,-1.1
"BRANDON.YIP","F","20102011","COL",71,801.7,20.2,-0.248,-0.261,-0.01,4.97,0.007,-3.49,0.09,-3.4
"BRAYDEN.SCHENN","F","20102011","L.A",8,76.2,1.9,0.266,0.254,-0.01,4.97,-0.005,0.32,-0.01,0.3
"BRAYDON.COBURN","D","20102011","PHI",82,1469.1,37.6,-0.057,-0.046,0.14,4.97,0.047,-1.13,1.15,0
"BRENDAN.MIKKELSON","D","20102011","ANA",5,73.2,1.8,-0.405,-0.394,-0.03,4.96,-0.009,-0.48,-0.01,-0.5
"BRENDAN.MIKKELSON","D","20102011","CGY",19,230.8,5.8,-0.717,-0.706,0.04,4.96,0.022,-2.72,0.09,-2.6
"BRENDAN.MORRISON","F","20102011","CGY",66,806.5,20.4,0.126,0.113,0.04,4.96,0.01,1.52,0.13,1.6
"BRENDEN.MORROW","F","20102011","DAL",82,1166.8,29.6,0.351,0.338,-0.02,4.96,-0.026,6.57,-0.5,6.1
"BRENT.BURNS","D","20102011","MIN",80,1513.8,38.1,0.212,0.223,-0.1,4.96,-0.05,5.62,-1.27,4.4
"BRENT.SEABROOK","D","20102011","CHI",82,1531.1,37.7,-0.158,-0.148,0.06,4.97,0.03,-3.77,0.76,-3
"BRENT.SOPEL","D","20102011","ATL",59,750.5,18.5,0.118,0.128,-0.04,4.96,-0.017,1.61,-0.22,1.4
"BRENT.SOPEL","D","20102011","MTL",12,156.9,4,0.374,0.384,-0.04,4.96,-0.016,1.01,-0.04,1
"BRETT.CARSON","D","20102011","CAR",13,127,3.3,1.495,1.506,0.04,4.96,0.002,3.19,0,3.2
"BRETT.CARSON","D","20102011","CGY",6,72.9,1.8,0.424,0.435,0.04,4.96,0.013,0.53,0.02,0.5
"BRETT.CLARK","D","20102011","T.B",82,1186.7,30.2,-0.055,-0.044,0.03,4.96,0.014,-0.88,0.27,-0.6
"BRETT.LEBDA","D","20102011","TOR",41,456.2,11.6,-0.249,-0.238,0,4.97,0.006,-1.81,0.04,-1.8
"BRETT.MACLEAN","F","20102011","ARI",13,91.1,2.3,0.404,0.391,0.02,4.97,0.004,0.59,0.01,0.6
"BRETT.STERLING","F","20102011","PIT",7,74.8,1.9,0.381,0.369,0,4.95,-0.001,0.46,0,0.5
"BRIAN.BOYLE","F","20102011","NYR",82,1051.1,26.5,-0.236,-0.249,0,4.96,0.015,-4.36,0.26,-4.1
"BRIAN.CAMPBELL","D","20102011","CHI",65,1225.9,30.2,0.162,0.173,0.06,4.97,0.008,3.53,0.17,3.7
"BRIAN.FAHEY","D","20102011","WSH",7,77.2,1.9,0.049,0.06,-0.01,4.96,-0.004,0.08,0,0.1
"BRIAN.GIONTA","F","20102011","MTL",82,1185,30.3,0.057,0.044,-0.04,4.96,-0.016,0.87,-0.31,0.6
"BRIAN.LEE","D","20102011","OTT",50,750,18.8,-0.097,-0.087,-0.12,4.97,-0.036,-1.08,-0.45,-1.5
"BRIAN.RAFALSKI","D","20102011","DET",63,1033.4,25.9,0.667,0.678,0.1,4.97,-0.005,11.68,-0.08,11.6
"BRIAN.ROLSTON","F","20102011","N.J",65,857,21.1,0.03,0.017,-0.16,4.97,-0.051,0.25,-0.73,-0.5
"BRIAN.SUTHERBY","F","20102011","DAL",51,339.2,8.6,-0.505,-0.517,-0.02,4.96,0.004,-2.93,0.02,-2.9
"BROOKS.LAICH","F","20102011","WSH",82,1033.8,26.1,-0.072,-0.085,-0.01,4.96,0.001,-1.46,0.02,-1.4
"BROOKS.ORPIK","D","20102011","PIT",63,1058.6,27.1,-0.117,-0.106,0,4.95,0.006,-1.87,0.11,-1.8
"BRUNO.GERVAIS","D","20102011","NYI",53,739.6,18.7,-0.385,-0.374,-0.02,4.96,0.009,-4.61,0.11,-4.5
"BRYAN.ALLEN","D","20102011","CAR",19,259,6.6,0.169,0.179,0.04,4.96,0.009,0.77,0.04,0.8
"BRYAN.ALLEN","D","20102011","FLA",53,884,22,0.352,0.362,-0.05,4.97,-0.031,5.34,-0.46,4.9
"BRYAN.BICKELL","F","20102011","CHI",78,997.1,24.5,0.226,0.213,0.06,4.97,0.008,3.54,0.14,3.7
"BRYAN.LITTLE","F","20102011","ATL",76,1063.6,26.2,0.366,0.353,-0.04,4.96,-0.031,6.26,-0.55,5.7
"BRYAN.MCCABE","D","20102011","FLA",48,761,18.9,0.288,0.299,-0.05,4.97,-0.027,3.79,-0.34,3.4
"BRYAN.MCCABE","D","20102011","NYR",19,221.3,5.6,-0.225,-0.214,0,4.96,0.004,-0.79,0.01,-0.8
"CAL.CLUTTERBUCK","F","20102011","MIN",76,919.7,23.2,0.158,0.146,-0.1,4.96,-0.04,2.23,-0.61,1.6
"CAL.O'REILLY","F","20102011","NSH",38,538.7,13.3,0.218,0.205,0,4.97,-0.006,1.84,-0.05,1.8
"CAM.BARKER","D","20102011","MIN",52,731.5,18.4,-0.197,-0.186,-0.1,4.96,-0.026,-2.27,-0.32,-2.6
"CAMERON.GAUNCE","D","20102011","COL",11,122.1,3.1,-0.699,-0.688,-0.01,4.97,0,-1.4,0,-1.4
"CAM.FOWLER","D","20102011","ANA",76,1366.1,34.2,-0.27,-0.259,-0.03,4.96,0.008,-5.9,0.17,-5.7
"CAM.JANSSEN","F","20102011","STL",54,261.7,6.5,-0.558,-0.571,0.06,4.97,0.026,-2.49,0.11,-2.4
"CARL.GUNNARSSON","D","20102011","TOR",68,961.2,24.4,0.068,0.078,0,4.97,-0.004,1.25,-0.06,1.2
"CARLO.COLAIACOVO","D","20102011","STL",65,969.6,24.2,-0.255,-0.245,0.06,4.97,0.03,-3.95,0.49,-3.5
"CASEY.WELLMAN","F","20102011","MIN",15,143.2,3.6,-0.312,-0.325,-0.1,4.96,-0.031,-0.78,-0.07,-0.8
"CHAD.LAROSE","F","20102011","CAR",82,1128.8,29,-0.4,-0.413,0.04,4.96,0.036,-7.77,0.67,-7.1
"CHRIS.BUTLER","D","20102011","BUF",49,775.1,19.3,0.133,0.143,0.08,4.96,0.022,1.85,0.28,2.1
"CHRIS.CAMPOLI","D","20102011","CHI",19,327.3,8,0.344,0.355,0.06,4.97,0.013,1.94,0.07,2
"CHRIS.CAMPOLI","D","20102011","OTT",58,911.9,22.8,0.104,0.114,-0.12,4.97,-0.045,1.74,-0.68,1.1
"CHRIS.CLARK","F","20102011","CBJ",53,620.9,15.7,-0.258,-0.271,-0.02,4.95,0.001,-2.8,0.01,-2.8
"CHRIS.CONNER","F","20102011","PIT",60,671.2,17.2,-0.002,-0.015,0,4.95,0.001,-0.16,0.01,-0.2
"CHRIS.DRURY","F","20102011","NYR",24,231.6,5.8,-0.069,-0.082,0,4.96,0.002,-0.32,0.01,-0.3
"CHRIS.HIGGINS","F","20102011","FLA",48,615.5,15.3,0.24,0.227,-0.05,4.97,-0.022,2.33,-0.23,2.1
"CHRIS.HIGGINS","F","20102011","VAN",14,174.8,4.5,-0.358,-0.371,0.06,4.97,0.023,-1.08,0.07,-1
"CHRIS.KELLY","F","20102011","BOS",24,300.6,7.4,-0.45,-0.463,0.09,4.97,0.035,-2.32,0.18,-2.1
"CHRIS.KELLY","F","20102011","OTT",57,711.3,17.8,-0.161,-0.173,-0.12,4.97,-0.033,-2.06,-0.39,-2.4
"CHRIS.KUNITZ","F","20102011","PIT",66,876.6,22.5,0.326,0.313,0,4.95,-0.014,4.57,-0.2,4.4
"CHRIS.MUELLER","F","20102011","NSH",15,127,3.1,0.083,0.07,0,4.97,-0.001,0.15,0,0.1
"CHRIS.NEIL","F","20102011","OTT",80,971.9,24.3,-0.021,-0.034,-0.12,4.97,-0.038,-0.55,-0.61,-1.2
"CHRIS.PHILLIPS","D","20102011","OTT",82,1440.8,36.1,-0.32,-0.31,-0.12,4.97,-0.017,-7.44,-0.4,-7.8
"CHRIS.PORTER","F","20102011","STL",45,446.1,11.1,-0.333,-0.346,0.06,4.97,0.026,-2.57,0.19,-2.4
"CHRIS.PRONGER","D","20102011","PHI",50,766.9,19.6,-0.076,-0.066,0.14,4.97,0.046,-0.84,0.59,-0.2
"CHRIS.STEWART","F","20102011","COL",36,494.1,12.4,0.193,0.18,-0.01,4.97,-0.008,1.49,-0.07,1.4
"CHRIS.STEWART","F","20102011","STL",26,384.9,9.6,-0.004,-0.017,0.06,4.97,0.019,-0.11,0.12,0
"CHRIS.TANEV","D","20102011","VAN",29,380,9.7,-0.335,-0.324,0.06,4.97,0.026,-2.05,0.16,-1.9
"CHRIS.THORBURN","F","20102011","ATL",82,933.1,22.9,-0.182,-0.195,-0.04,4.96,-0.004,-3.03,-0.06,-3.1
"CHRISTIAN.EHRHOFF","D","20102011","VAN",79,1407.7,35.9,0.151,0.161,0.06,4.97,0.008,3.78,0.18,4
"CHRIS.VANDEVELDE","F","20102011","EDM",12,168.3,4.3,-0.38,-0.393,-0.1,4.96,-0.03,-1.1,-0.09,-1.2
"CHUCK.KOBASEW","F","20102011","MIN",63,694.6,17.5,-0.064,-0.077,-0.1,4.96,-0.03,-0.89,-0.35,-1.2
"CLARKE.MACARTHUR","F","20102011","TOR",82,1140,29,0.12,0.107,0,4.97,-0.006,2.04,-0.11,1.9
"CLAUDE.GIROUX","F","20102011","PHI",82,1133.1,29,0.187,0.175,0.14,4.97,0.033,3.3,0.63,3.9
"CLAYTON.STONER","D","20102011","MIN",57,835.1,21,-0.105,-0.095,-0.1,4.96,-0.029,-1.32,-0.41,-1.7
"CLAY.WILSON","D","20102011","FLA",15,178.2,4.4,1.083,1.094,-0.05,4.97,-0.025,3.25,-0.07,3.2
"CODY.FRANSON","D","20102011","NSH",80,1046.8,25.9,0.143,0.153,0,4.97,-0.008,2.68,-0.15,2.5
"CODY.MCCORMICK","F","20102011","BUF",81,855.6,21.3,-0.192,-0.205,0.08,4.96,0.036,-2.92,0.51,-2.4
"CODY.MCLEOD","F","20102011","COL",71,640.8,16.1,-0.279,-0.291,-0.01,4.97,0.006,-3.11,0.06,-3.1
"COLBY.ARMSTRONG","F","20102011","TOR",50,670.8,17,0.371,0.358,0,4.97,-0.012,4,-0.13,3.9
"COLIN.FRASER","F","20102011","EDM",67,497,12.7,-0.195,-0.208,-0.1,4.96,-0.029,-1.72,-0.24,-2
"COLIN.GREENING","F","20102011","OTT",24,325,8.1,0.647,0.635,-0.12,4.97,-0.05,3.44,-0.27,3.2
"COLIN.WHITE","F","20102011","N.J",69,1083.5,26.6,-0.083,-0.096,-0.16,4.97,-0.045,-1.73,-0.82,-2.5
"COLIN.WILSON","F","20102011","NSH",82,942.5,23.3,0.049,0.036,0,4.97,-0.002,0.57,-0.03,0.5
"COLTON.GILLIES","F","20102011","MIN",7,67.7,1.7,-0.724,-0.737,-0.1,4.96,-0.031,-0.83,-0.03,-0.9
"COLTON.ORR","F","20102011","TOR",46,230.6,5.9,-0.306,-0.318,0,4.97,0.004,-1.22,0.02,-1.2
"COREY.PERRY","F","20102011","ANA",82,1369.4,34.3,0.142,0.129,-0.03,4.96,-0.019,2.95,-0.44,2.5
"CORY.SARICH","D","20102011","CGY",76,1194.3,30.2,0.002,0.013,0.04,4.96,0.013,0.26,0.27,0.5
"CORY.STILLMAN","F","20102011","CAR",21,310.2,8,0.163,0.151,0.04,4.96,0.009,0.78,0.05,0.8
"CORY.STILLMAN","F","20102011","FLA",44,558.1,13.9,0.401,0.388,-0.05,4.97,-0.026,3.61,-0.24,3.4
"CRAIG.ADAMS","F","20102011","PIT",80,715.4,18.3,-0.535,-0.547,0,4.95,0.021,-6.53,0.25,-6.3
"CRAIG.CONROY","F","20102011","CGY",18,124,3.1,-0.411,-0.423,0.04,4.96,0.017,-0.87,0.03,-0.8
"CRAIG.RIVET","D","20102011","BUF",23,271.6,6.8,-0.348,-0.337,0.08,4.96,0.032,-1.53,0.14,-1.4
"CRAIG.RIVET","D","20102011","CBJ",14,186.7,4.7,0.151,0.162,-0.02,4.95,-0.009,0.5,-0.03,0.5
"CURTIS.GLENCROSS","F","20102011","CGY",79,978.9,24.7,0.075,0.063,0.04,4.96,0.011,1.02,0.18,1.2
"DAINIUS.ZUBRUS","F","20102011","N.J",79,1083.1,26.6,0.083,0.07,-0.16,4.97,-0.054,1.26,-0.98,0.3
"DALE.WEISE","F","20102011","NYR",10,63.9,1.6,-1.262,-1.275,0,4.96,0.005,-1.36,0.01,-1.4
"DANA.TYRELL","F","20102011","T.B",78,795.4,20.3,-0.38,-0.393,0.03,4.96,0.027,-5.21,0.36,-4.9
"DAN.BOYLE","D","20102011","S.J",76,1462.2,36.1,0.085,0.096,0.02,4.96,0,2.33,0.01,2.3
"DAN.CARCILLO","F","20102011","PHI",57,435.2,11.1,-0.87,-0.883,0.14,4.97,0.063,-6.4,0.46,-5.9
"DAN.GIRARDI","D","20102011","NYR",80,1496.3,37.7,-0.116,-0.106,0,4.96,0.009,-2.63,0.23,-2.4
"DAN.HAMHUIS","D","20102011","VAN",64,1129.4,28.8,0.15,0.16,0.06,4.97,0.01,3.02,0.19,3.2
"DANIEL.ALFREDSSON","F","20102011","OTT",54,747,18.7,-0.075,-0.088,-0.12,4.97,-0.036,-1.09,-0.45,-1.5
"DANIEL.BRIERE","F","20102011","PHI",77,1146.1,29.4,0.257,0.244,0.14,4.97,0.029,4.66,0.56,5.2
"DANIEL.CLEARY","F","20102011","DET",68,928.9,23.3,0.062,0.049,0.1,4.97,0.028,0.76,0.44,1.2
