"player","position","season","Team","GP","TOI_EV","TOI_perc_EV","SPM_EVO_60","SPM_EVO_AA_60","team_EV_GF","team_skaters_EV","adj_EVO_60","SPM_EVO_AA","adj_EVO_total","EVO_AA"
"ALEX.EDLER","D","20122013","VAN",45,809.5,34.3,-0.159,-0.163,-0.02,4.96,0.005,-2.19,0.07,-2.1
"ALEXEI.EMELIN","D","20122013","MTL",38,647.9,28.4,-0.033,-0.038,0.15,4.96,0.05,-0.41,0.54,0.1
"ALEXEI.PONIKAROVSKY","F","20122013","N.J",30,380.4,16.3,0.109,0.084,-0.27,4.96,-0.09,0.53,-0.57,0
"ALEXEI.PONIKAROVSKY","F","20122013","WPG",12,132.9,5.5,-0.571,-0.596,0.06,4.97,0.026,-1.32,0.06,-1.3
"ALEX.GALCHENYUK","F","20122013","MTL",48,535.7,23.5,0.56,0.535,0.15,4.96,0.022,4.78,0.2,5
"ALEX.GOLIGOSKI","D","20122013","DAL",47,835.1,36.3,0.34,0.336,0.11,4.97,0.01,4.67,0.14,4.8
"ALEX.KILLORN","F","20122013","T.B",38,512.5,21.9,-0.18,-0.205,0.19,4.97,0.07,-1.75,0.6,-1.1
"ALEX.KOVALEV","F","20122013","FLA",14,174.3,7.3,-0.436,-0.461,-0.27,4.97,-0.081,-1.34,-0.24,-1.6
"ALEX.OVECHKIN","F","20122013","WSH",48,759.4,32.2,0.351,0.326,0.04,4.97,-0.008,4.12,-0.1,4
"ALEX.PETROVIC","D","20122013","FLA",6,106.3,4.4,-0.595,-0.599,-0.27,4.97,-0.082,-1.06,-0.15,-1.2
"ALEX.PIETRANGELO","D","20122013","STL",47,876.1,37.1,0.314,0.31,0.01,4.96,-0.021,4.53,-0.31,4.2
"ALEX.SEMIN","F","20122013","CAR",44,706.9,30.3,0.641,0.616,0.02,4.97,-0.03,7.26,-0.35,6.9
"ALEX.STEEN","F","20122013","STL",40,572.5,24.3,0.339,0.314,0.01,4.96,-0.013,3,-0.12,2.9
"ALEX.SULZER","D","20122013","BUF",17,258.6,11,0.185,0.181,-0.07,4.95,-0.026,0.78,-0.11,0.7
"ALEX.TANGUAY","F","20122013","CGY",40,584.6,24.8,-0.157,-0.182,-0.03,4.98,0,-1.77,0,-1.8
"ANDREAS.LILJA","D","20122013","PHI",4,60.2,2.6,-0.777,-0.781,0.01,4.97,0.008,-0.78,0.01,-0.8
"ANDREAS.NODL","F","20122013","CAR",8,62.2,2.7,-0.418,-0.443,0.02,4.97,0.01,-0.46,0.01,-0.4
"ANDRE.BENOIT","D","20122013","OTT",33,459.3,19.7,-0.014,-0.018,-0.16,4.96,-0.052,-0.14,-0.39,-0.5
"ANDREI.LOKTIONOV","F","20122013","N.J",28,348.8,14.9,0.399,0.374,-0.27,4.96,-0.098,2.17,-0.57,1.6
"ANDREI.MARKOV","D","20122013","MTL",48,799.6,35,-0.292,-0.296,0.15,4.96,0.069,-3.94,0.92,-3
"ANDREJ.MESZAROS","D","20122013","PHI",11,164.5,7.2,-0.847,-0.851,0.01,4.97,0.016,-2.33,0.04,-2.3
"ANDREJ.SEKERA","D","20122013","BUF",37,663.8,28.2,0.022,0.018,-0.07,4.95,-0.023,0.2,-0.26,-0.1
"ANDREW.ALBERTS","D","20122013","VAN",24,331.4,14.1,-0.564,-0.568,-0.02,4.96,0.01,-3.14,0.06,-3.1
"ANDREW.COGLIANO","F","20122013","ANA",48,637.8,26.6,0.168,0.143,-0.01,4.97,-0.01,1.52,-0.11,1.4
"ANDREW.DESJARDINS","F","20122013","S.J",42,375.3,15.5,-0.333,-0.358,-0.14,4.96,-0.032,-2.24,-0.2,-2.4
"ANDREW.EBBETT","F","20122013","VAN",28,306.8,13,-0.037,-0.062,-0.02,4.96,-0.004,-0.32,-0.02,-0.3
"ANDREW.FERENCE","D","20122013","BOS",48,811.8,33.8,0.101,0.097,0.04,4.97,0.006,1.32,0.08,1.4
"ANDREW.LADD","F","20122013","WPG",48,732,30.2,0.497,0.472,0.06,4.97,-0.009,5.76,-0.11,5.6
"ANDREW.MACDONALD","D","20122013","NYI",48,907.2,37.4,-0.265,-0.269,0.04,4.97,0.034,-4.07,0.51,-3.6
"ANDREW.SHAW","F","20122013","CHI",48,609.6,25.4,-0.341,-0.366,0.25,4.96,0.101,-3.72,1.02,-2.7
"ANDY.GREENE","D","20122013","N.J",48,869,37.1,0.195,0.191,-0.27,4.96,-0.101,2.76,-1.47,1.3
"ANDY.MCDONALD","F","20122013","STL",37,502.7,21.3,0.089,0.064,0.01,4.96,0,0.53,0,0.5
"ANTOINE.ROUSSEL","F","20122013","DAL",39,334.3,14.5,0.498,0.473,0.11,4.97,0.021,2.63,0.12,2.8
"ANTOINE.VERMETTE","F","20122013","ARI",48,658.8,27.8,0.04,0.015,0,4.96,-0.002,0.17,-0.02,0.1
"ANTON.BABCHUK","D","20122013","CGY",7,79.5,3.4,0.327,0.323,-0.03,4.98,-0.012,0.43,-0.02,0.4
"ANTON.LANDER","F","20122013","EDM",11,100.5,4.3,-1.092,-1.117,-0.08,4.97,-0.015,-1.87,-0.03,-1.9
"ANTON.STRALMAN","D","20122013","NYR",48,765.8,32,0.548,0.544,0.01,4.97,-0.031,6.95,-0.39,6.6
"ANTON.VOLCHENKOV","D","20122013","N.J",37,477.4,20.4,-0.075,-0.079,-0.27,4.96,-0.084,-0.63,-0.67,-1.3
"ANTTI.MIETTINEN","F","20122013","WPG",22,264.8,10.9,0.186,0.161,0.06,4.97,0.016,0.71,0.07,0.8
"ANZE.KOPITAR","F","20122013","L.A",47,742.3,31.3,0.296,0.271,0,4.96,-0.017,3.36,-0.21,3.1
"ARRON.ASHAM","F","20122013","NYR",27,174.7,7.3,-0.215,-0.24,0.01,4.97,0.008,-0.7,0.02,-0.7
"ARTEM.ANISIMOV","F","20122013","CBJ",35,452.8,18.7,-0.075,-0.1,-0.03,4.95,-0.007,-0.76,-0.05,-0.8
"AUSTIN.WATSON","F","20122013","NSH",6,66.4,2.7,-0.066,-0.091,-0.12,4.96,-0.038,-0.1,-0.04,-0.1
"BARRET.JACKMAN","D","20122013","STL",46,743.9,31.5,0.284,0.28,0.01,4.96,-0.016,3.47,-0.19,3.3
"BEAU.BENNETT","F","20122013","PIT",26,276.5,11.8,0.219,0.194,0.26,4.97,0.078,0.89,0.36,1.3
"BEN.EAGER","F","20122013","EDM",14,134,5.8,-0.443,-0.468,-0.08,4.97,-0.019,-1.05,-0.04,-1.1
"BEN.HANOWSKI","F","20122013","CGY",5,64.6,2.7,0.007,-0.018,-0.03,4.98,-0.009,-0.02,-0.01,0
"BEN.LOVEJOY","D","20122013","ANA",32,528.2,22.1,0.061,0.057,-0.01,4.97,-0.005,0.5,-0.04,0.5
"BENOIT.POULIOT","F","20122013","T.B",34,384.3,16.4,0.839,0.814,0.19,4.97,0.034,5.21,0.22,5.4
"BEN.STREET","F","20122013","CGY",6,71.2,3,-0.577,-0.602,-0.03,4.98,-0.006,-0.71,-0.01,-0.7
"B.J..CROMBEEN","F","20122013","T.B",44,407.9,17.4,-0.576,-0.601,0.19,4.97,0.082,-4.08,0.56,-3.5
"BLAIR.JONES","F","20122013","CGY",15,149.5,6.3,-0.852,-0.876,-0.03,4.98,0.002,-2.18,0,-2.2
"BLAKE.COMEAU","F","20122013","CBJ",9,99.8,4.1,0.947,0.922,-0.03,4.95,-0.018,1.53,-0.03,1.5
"BLAKE.COMEAU","F","20122013","CGY",33,346.1,14.7,-0.256,-0.281,-0.03,4.98,-0.001,-1.62,-0.01,-1.6
"BLAKE.WHEELER","F","20122013","WPG",48,742.3,30.6,0.193,0.168,0.06,4.97,0.009,2.07,0.11,2.2
"BOBBY.BUTLER","F","20122013","N.J",14,109,4.7,-1.048,-1.073,-0.27,4.96,-0.077,-1.95,-0.14,-2.1
"BOBBY.BUTLER","F","20122013","NSH",20,195.2,8.1,0.299,0.274,-0.12,4.96,-0.043,0.89,-0.14,0.8
"BOBBY.RYAN","F","20122013","ANA",46,649.8,27.1,0.146,0.121,-0.01,4.97,-0.009,1.31,-0.1,1.2
"BOBBY.SANGUINETTI","D","20122013","CAR",37,478.4,20.5,0.024,0.02,0.02,4.97,0.007,0.16,0.06,0.2
"BOYD.GORDON","F","20122013","ARI",48,568.6,24,-0.135,-0.16,0,4.96,0.006,-1.52,0.06,-1.5
"BRAD.BOYES","F","20122013","NYI",48,704.5,29,-0.135,-0.16,0.04,4.97,0.023,-1.88,0.27,-1.6
"BRAD.MALONE","F","20122013","COL",13,109.4,4.6,-0.197,-0.222,-0.04,4.97,-0.012,-0.41,-0.02,-0.4
"BRAD.MARCHAND","F","20122013","BOS",45,616.8,25.7,0.397,0.372,0.04,4.97,-0.006,3.82,-0.07,3.8
"BRAD.RICHARDS","F","20122013","NYR",46,697.8,29.1,0.049,0.024,0.01,4.97,0.003,0.27,0.03,0.3
"BRAD.RICHARDSON","F","20122013","L.A",16,164.1,6.9,0.107,0.082,0,4.96,-0.001,0.23,0,0.2
"BRAD.STAUBITZ","F","20122013","ANA",15,93,3.9,-0.382,-0.407,-0.01,4.97,0.001,-0.63,0,-0.6
"BRAD.STUART","D","20122013","S.J",48,838.6,34.7,0.233,0.229,-0.14,4.96,-0.06,3.2,-0.83,2.4
"BRANDON.BOLLIG","F","20122013","CHI",25,196.3,8.2,-0.646,-0.671,0.25,4.96,0.093,-2.2,0.3,-1.9
"BRANDON.DUBINSKY","F","20122013","CBJ",29,378,15.6,-0.047,-0.071,-0.03,4.95,-0.008,-0.45,-0.05,-0.5
"BRANDON.MANNING","D","20122013","PHI",6,88.4,3.9,1.76,1.756,0.01,4.97,-0.01,2.59,-0.01,2.6
"BRANDON.PRUST","F","20122013","MTL",38,424.9,18.6,0.27,0.246,0.15,4.96,0.039,1.74,0.27,2
"BRANDON.SAAD","F","20122013","CHI",46,632.2,26.4,-0.019,-0.044,0.25,4.96,0.084,-0.46,0.89,0.4
"BRANDON.SUTTER","F","20122013","PIT",48,629.7,27,-0.352,-0.377,0.26,4.97,0.103,-3.96,1.08,-2.9
"BRANDON.YIP","F","20122013","NSH",34,378,15.6,-0.118,-0.143,-0.12,4.96,-0.034,-0.9,-0.21,-1.1
"BRAYDEN.SCHENN","F","20122013","PHI",47,604,26.5,0.162,0.137,0.01,4.97,-0.004,1.38,-0.04,1.3
"BRAYDON.COBURN","D","20122013","PHI",33,606.9,26.6,-0.048,-0.052,0.01,4.97,0.006,-0.53,0.06,-0.5
"BRENDAN.GALLAGHER","F","20122013","MTL",44,498.5,21.8,0.8,0.775,0.15,4.96,0.014,6.44,0.11,6.6
"BRENDAN.SMITH","D","20122013","DET",34,539.6,23.1,-0.494,-0.498,-0.1,4.96,-0.009,-4.48,-0.08,-4.6
"BRENDEN.DILLON","D","20122013","DAL",48,872.8,37.9,-0.114,-0.118,0.11,4.97,0.044,-1.72,0.64,-1.1
"BRENDEN.MORROW","F","20122013","DAL",29,343.3,14.9,-0.124,-0.149,0.11,4.97,0.039,-0.85,0.22,-0.6
"BRENDEN.MORROW","F","20122013","PIT",15,195.6,8.4,1.242,1.217,0.26,4.97,0.062,3.97,0.2,4.2
"BRENT.BURNS","D","20122013","S.J",30,420.1,17.4,0.551,0.546,-0.14,4.96,-0.063,3.83,-0.44,3.4
"BRENT.SEABROOK","D","20122013","CHI",47,806.7,33.6,-0.171,-0.175,0.25,4.96,0.094,-2.35,1.26,-1.1
"BRETT.BELLEMORE","D","20122013","CAR",8,93.8,4,-0.369,-0.373,0.02,4.97,0.011,-0.58,0.02,-0.6
"BRETT.CARSON","D","20122013","CGY",10,105.5,4.5,-0.238,-0.242,-0.03,4.98,-0.007,-0.43,-0.01,-0.4
"BRETT.CLARK","D","20122013","MIN",8,102.6,4.4,-0.574,-0.578,-0.06,4.97,-0.015,-0.99,-0.03,-1
"BRIAN.BOYLE","F","20122013","NYR",38,441.4,18.4,-0.806,-0.831,0.01,4.97,0.035,-6.12,0.26,-5.9
"BRIAN.CAMPBELL","D","20122013","FLA",48,973.4,40.6,-0.214,-0.218,-0.27,4.97,-0.07,-3.54,-1.14,-4.7
"BRIAN.FLYNN","F","20122013","BUF",26,335.6,14.3,0.334,0.309,-0.07,4.95,-0.031,1.73,-0.17,1.6
"BRIAN.GIONTA","F","20122013","MTL",48,679.1,29.8,-0.178,-0.203,0.15,4.96,0.06,-2.3,0.68,-1.6
"BRIAN.LASHOFF","D","20122013","DET",31,471.2,20.2,-0.357,-0.361,-0.1,4.96,-0.018,-2.84,-0.14,-3
"BRIAN.LEE","D","20122013","T.B",22,298.1,12.7,-0.798,-0.802,0.19,4.97,0.082,-3.99,0.41,-3.6
"BRIAN.MCGRATTAN","F","20122013","CGY",19,136.1,5.8,-0.348,-0.373,-0.03,4.98,-0.005,-0.85,-0.01,-0.9
"BRIAN.STRAIT","D","20122013","NYI",19,293.4,12.1,0.945,0.941,0.04,4.97,-0.009,4.6,-0.05,4.6
"BROOKS.LAICH","F","20122013","WSH",9,118.9,5,0.111,0.086,0.04,4.97,0.012,0.17,0.02,0.2
"BROOKS.ORPIK","D","20122013","PIT",46,857.7,36.8,-0.101,-0.105,0.26,4.97,0.09,-1.5,1.29,-0.2
"BRUNO.GERVAIS","D","20122013","PHI",37,586.7,25.7,-0.266,-0.27,0.01,4.97,0.018,-2.64,0.17,-2.5
"BRYAN.ALLEN","D","20122013","ANA",41,675.5,28.2,-0.115,-0.119,-0.01,4.97,0.004,-1.34,0.05,-1.3
"BRYAN.BICKELL","F","20122013","CHI",48,592.8,24.7,-0.073,-0.098,0.25,4.96,0.087,-0.97,0.86,-0.1
"BRYAN.LITTLE","F","20122013","WPG",48,737.8,30.5,0.184,0.159,0.06,4.97,0.01,1.96,0.12,2.1
"BRYCE.SALVADOR","D","20122013","N.J",39,677.4,28.9,-0.41,-0.414,-0.27,4.96,-0.063,-4.68,-0.71,-5.4
"CAL.CLUTTERBUCK","F","20122013","MIN",42,491.3,21,-0.59,-0.615,-0.06,4.97,0.006,-5.03,0.05,-5
"CAM.ATKINSON","F","20122013","CBJ",35,470.6,19.5,0.27,0.245,-0.03,4.95,-0.02,1.92,-0.16,1.8
"CAM.BARKER","D","20122013","VAN",14,188.9,8,0.023,0.019,-0.02,4.96,-0.006,0.06,-0.02,0
"CAM.FOWLER","D","20122013","ANA",37,631.6,26.4,-0.256,-0.26,-0.01,4.97,0.012,-2.74,0.12,-2.6
"CARL.GUNNARSSON","D","20122013","TOR",37,653.6,27.9,0.032,0.028,0.21,4.97,0.065,0.3,0.71,1
"CARL.HAGELIN","F","20122013","NYR",48,734.6,30.7,0.18,0.156,0.01,4.97,-0.005,1.9,-0.07,1.8
"CARLO.COLAIACOVO","D","20122013","DET",6,94.5,4,-0.338,-0.342,-0.1,4.96,-0.029,-0.54,-0.05,-0.6
"CARL.SODERBERG","F","20122013","BOS",6,72.8,3,-0.3,-0.325,0.04,4.97,0.015,-0.39,0.02,-0.4
"CASEY.CIZIKAS","F","20122013","NYI",45,448.4,18.5,0.17,0.145,0.04,4.97,0.008,1.08,0.06,1.1
"CHAD.LAROSE","F","20122013","CAR",35,397.7,17,-0.582,-0.607,0.02,4.97,0.029,-4.03,0.19,-3.8
"CHAD.RUHWEDEL","D","20122013","BUF",7,98.2,4.2,-0.168,-0.172,-0.07,4.95,-0.021,-0.28,-0.03,-0.3
"CHARLIE.COYLE","F","20122013","MIN",37,491,21,-0.095,-0.12,-0.06,4.97,-0.015,-0.98,-0.12,-1.1
"CHRIS.BOURQUE","F","20122013","BOS",18,177.7,7.4,-0.715,-0.74,0.04,4.97,0.024,-2.19,0.07,-2.1
"CHRIS.BUTLER","D","20122013","CGY",44,654.3,27.8,-0.152,-0.156,-0.03,4.98,-0.001,-1.71,-0.01,-1.7
"CHRIS.CONNER","F","20122013","ARI",12,132.3,5.6,0.426,0.401,0,4.96,-0.006,0.88,-0.01,0.9
"CHRIS.HIGGINS","F","20122013","VAN",41,550.9,23.4,-0.223,-0.248,-0.02,4.96,0.006,-2.28,0.05,-2.2
"CHRIS.KELLY","F","20122013","BOS",34,417.5,17.4,-0.245,-0.27,0.04,4.97,0.022,-1.88,0.16,-1.7
"CHRIS.KREIDER","F","20122013","NYR",23,213.8,8.9,-0.434,-0.459,0.01,4.97,0.012,-1.64,0.04,-1.6
"CHRIS.KUNITZ","F","20122013","PIT",48,664,28.5,0.614,0.589,0.26,4.97,0.049,6.52,0.54,7.1
"CHRIS.MUELLER","F","20122013","NSH",18,181.9,7.5,0.121,0.096,-0.12,4.96,-0.04,0.29,-0.12,0.2
"CHRIS.NEIL","F","20122013","OTT",48,577.4,24.8,-0.035,-0.06,-0.16,4.96,-0.049,-0.58,-0.47,-1
"CHRIS.PHILLIPS","D","20122013","OTT",48,766.1,32.9,0.032,0.028,-0.16,4.96,-0.054,0.36,-0.69,-0.3
"CHRIS.PORTER","F","20122013","STL",29,301.3,12.8,0.141,0.117,0.01,4.96,-0.001,0.59,0,0.6
"CHRIS.STEWART","F","20122013","STL",48,630.8,26.7,0.653,0.628,0.01,4.96,-0.032,6.6,-0.33,6.3
"CHRIS.SUMMERS","D","20122013","ARI",6,63.1,2.7,-0.265,-0.269,0,4.96,0,-0.28,0,-0.3
"CHRIS.TANEV","D","20122013","VAN",38,587.7,24.9,0.002,-0.002,-0.02,4.96,-0.006,-0.02,-0.06,-0.1
"CHRIS.THORBURN","F","20122013","WPG",42,252.6,10.4,-0.454,-0.479,0.06,4.97,0.029,-2.02,0.12,-1.9
"CHRISTIAN.EHRHOFF","D","20122013","BUF",47,903,38.4,0.073,0.069,-0.07,4.95,-0.028,1.04,-0.42,0.6
"CHRIS.VANDEVELDE","F","20122013","EDM",11,66.5,2.9,-0.482,-0.507,-0.08,4.97,-0.022,-0.56,-0.02,-0.6
"CHUCK.KOBASEW","F","20122013","COL",37,345,14.6,0.376,0.351,-0.04,4.97,-0.024,2.02,-0.14,1.9
"CLARKE.MACARTHUR","F","20122013","TOR",40,522.1,22.3,-0.021,-0.045,0.21,4.97,0.069,-0.4,0.6,0.2
"CLAUDE.GIROUX","F","20122013","PHI",48,728,31.9,0.135,0.11,0.01,4.97,-0.004,1.33,-0.04,1.3
"CLAYTON.STONER","D","20122013","MIN",48,768.7,32.8,0.015,0.011,-0.06,4.97,-0.021,0.14,-0.26,-0.1
"CODY.EAKIN","F","20122013","DAL",48,577.5,25.1,0.109,0.084,0.11,4.97,0.031,0.8,0.29,1.1
"CODY.FRANSON","D","20122013","TOR",45,667.3,28.4,0.471,0.467,0.21,4.97,0.04,5.19,0.45,5.6
"CODY.GOLOUBEF","D","20122013","CBJ",11,160.1,6.6,-0.942,-0.946,-0.03,4.95,0.002,-2.53,0.01,-2.5
"CODY.HODGSON","F","20122013","BUF",48,675.3,28.7,0.366,0.341,-0.07,4.95,-0.042,3.84,-0.47,3.4
"CODY.MCLEOD","F","20122013","COL",48,528.2,22.3,-0.201,-0.226,-0.04,4.97,-0.004,-1.99,-0.04,-2
"COLBY.ARMSTRONG","F","20122013","MTL",37,340.5,14.9,-0.368,-0.393,0.15,4.96,0.06,-2.23,0.34,-1.9
"COLBY.ROBAK","D","20122013","FLA",16,214.1,8.9,0.351,0.347,-0.27,4.97,-0.094,1.24,-0.34,0.9
"COLIN.FRASER","F","20122013","L.A",34,292.9,12.3,-0.135,-0.16,0,4.96,0.004,-0.78,0.02,-0.8
"COLIN.GREENING","F","20122013","OTT",47,590.4,25.4,0.103,0.078,-0.16,4.96,-0.056,0.77,-0.55,0.2
"COLIN.MCDONALD","F","20122013","NYI",45,496.3,20.5,-0.036,-0.061,0.04,4.97,0.016,-0.5,0.13,-0.4
"COLIN.WILSON","F","20122013","NSH",25,345.2,14.2,0.422,0.397,-0.12,4.96,-0.05,2.28,-0.29,2
"COLTON.GILLIES","F","20122013","CBJ",27,222.8,9.2,-0.547,-0.572,-0.03,4.95,0,-2.13,0,-2.1
"COLTON.ORR","F","20122013","TOR",44,277.8,11.8,-0.291,-0.316,0.21,4.97,0.075,-1.46,0.35,-1.1
"COREY.PERRY","F","20122013","ANA",44,651.2,27.2,0.398,0.373,-0.01,4.97,-0.023,4.05,-0.25,3.8
"COREY.POTTER","D","20122013","EDM",33,476.6,20.5,0.215,0.211,-0.08,4.97,-0.034,1.68,-0.27,1.4
"CORY.CONACHER","F","20122013","OTT",12,130,5.6,1.018,0.993,-0.16,4.96,-0.063,2.15,-0.14,2
"CORY.CONACHER","F","20122013","T.B",35,421.5,18,0.316,0.291,0.19,4.97,0.051,2.04,0.36,2.4
"CORY.EMMERTON","F","20122013","DET",48,429.8,18.4,-0.042,-0.067,-0.1,4.96,-0.03,-0.48,-0.21,-0.7
"CORY.SARICH","D","20122013","CGY",28,384.7,16.3,-0.391,-0.395,-0.03,4.98,0.004,-2.53,0.02,-2.5
"CRAIG.ADAMS","F","20122013","PIT",48,399,17.1,-0.549,-0.574,0.26,4.97,0.102,-3.82,0.68,-3.1
"CRAIG.SMITH","F","20122013","NSH",44,516.5,21.3,-0.215,-0.24,-0.12,4.96,-0.028,-2.06,-0.24,-2.3
"CURTIS.GLENCROSS","F","20122013","CGY",40,557.7,23.7,-0.083,-0.108,-0.03,4.98,-0.004,-1,-0.04,-1
"DAINIUS.ZUBRUS","F","20122013","N.J",22,301.4,12.9,-0.228,-0.253,-0.27,4.96,-0.081,-1.27,-0.4,-1.7
"DALE.WEISE","F","20122013","VAN",40,343.2,14.6,-0.591,-0.615,-0.02,4.96,0.012,-3.52,0.07,-3.5
"DALTON.PROUT","D","20122013","CBJ",28,485.1,20.1,0.087,0.083,-0.03,4.95,-0.014,0.67,-0.11,0.6
"DAMIEN.BRUNNER","F","20122013","DET",44,546.9,23.4,0.31,0.285,-0.1,4.96,-0.046,2.6,-0.42,2.2
"DANA.TYRELL","F","20122013","T.B",21,189.3,8.1,-0.487,-0.512,0.19,4.97,0.069,-1.62,0.22,-1.4
"DAN.BOYLE","D","20122013","S.J",46,819.3,33.9,0.089,0.085,-0.14,4.96,-0.049,1.16,-0.67,0.5
"DAN.CARCILLO","F","20122013","CHI",23,204.8,8.5,-0.02,-0.045,0.25,4.96,0.083,-0.15,0.28,0.1
"DAN.GIRARDI","D","20122013","NYR",46,911.9,38.1,-0.397,-0.402,0.01,4.97,0.035,-6.1,0.53,-5.6
"DAN.HAMHUIS","D","20122013","VAN",47,836.1,35.5,0.219,0.215,-0.02,4.96,-0.022,3,-0.3,2.7
"DANIEL.ALFREDSSON","F","20122013","OTT",47,663.9,28.5,-0.041,-0.066,-0.16,4.96,-0.048,-0.73,-0.54,-1.3
"DANIEL.BANG","F","20122013","NSH",8,98.5,4.1,-0.061,-0.086,-0.12,4.96,-0.038,-0.14,-0.06,-0.2
"DANIEL.BRIERE","F","20122013","PHI",34,436.2,19.1,-0.142,-0.167,0.01,4.97,0.01,-1.21,0.07,-1.1
"DANIEL.CLEARY","F","20122013","DET",48,603.3,25.8,-0.447,-0.472,-0.1,4.96,-0.008,-4.75,-0.08,-4.8
"DANIEL.PAILLE","F","20122013","BOS",46,497.1,20.7,0.105,0.08,0.04,4.97,0.01,0.66,0.08,0.7
"DANIEL.SEDIN","F","20122013","VAN",47,704.6,29.9,0.137,0.112,-0.02,4.96,-0.013,1.32,-0.15,1.2
"DANIEL.WINNIK","F","20122013","ANA",48,659.1,27.5,-0.001,-0.026,-0.01,4.97,-0.001,-0.29,-0.01,-0.3
"DANNY.DEKEYSER","D","20122013","DET",11,169.9,7.3,-0.406,-0.41,-0.1,4.96,-0.026,-1.16,-0.07,-1.2
"DANY.HEATLEY","F","20122013","MIN",36,526.1,22.5,-0.05,-0.075,-0.06,4.97,-0.017,-0.66,-0.15,-0.8
"DARROLL.POWE","F","20122013","MIN",8,69.1,3,0.067,0.042,-0.06,4.97,-0.02,0.05,-0.02,0
"DARROLL.POWE","F","20122013","NYR",34,234.2,9.8,-0.45,-0.475,0.01,4.97,0.014,-1.85,0.05,-1.8
"DAVE.BOLLAND","F","20122013","CHI",35,440.9,18.4,-0.329,-0.354,0.25,4.96,0.095,-2.6,0.7,-1.9
"DAVE.DZIURZYNSKI","F","20122013","OTT",12,147,6.3,-0.253,-0.278,-0.16,4.96,-0.049,-0.68,-0.12,-0.8
"DAVID.BACKES","F","20122013","STL",48,725,30.7,-0.017,-0.042,0.01,4.96,0.005,-0.5,0.06,-0.4
"DAVID.BOOTH","F","20122013","VAN",12,147.5,6.3,-0.524,-0.549,-0.02,4.96,0.001,-1.35,0,-1.3
"DAVID.CLARKSON","F","20122013","N.J",48,651,27.8,0.018,-0.007,-0.27,4.96,-0.087,-0.08,-0.94,-1
"DAVID.DESHARNAIS","F","20122013","MTL",48,636.2,27.9,-0.001,-0.026,0.15,4.96,0.049,-0.27,0.52,0.2
