Year,Up.To.Round,Team,CF.Playoff.PK,CA.Playoff.PK,FenFor.Playoff.PK,FenAga.Playoff.PK,SCF.Playoff.PK,SCA.Playoff.PK,HDSV.Playoff.PK,HDCF.Playoff.PK,HDCA.Playoff.PK,SavePercentage.Playoff.PK,PDO.Playoff.PK,xGF.Playoff.PK,xGA.Playoff.PK
2012,quarter-finals,Philadelphia Flyers,22.17,126.48,18.25,92.58,13.04,74.32,75,7.82,22.17,82,1.051,2.24,9.14
2012,quarter-finals,Pittsburgh Penguins,4.83,107.82,3.22,86.9,3.22,74.03,52.94,0,33.8,70,0.7,0.27,10.25
2012,quarter-finals,Los Angeles Kings,15.33,98.77,11.92,69.82,6.81,40.87,85.71,5.11,13.62,90,1.233,0.83,4.96
2012,quarter-finals,Vancouver Canucks,15.18,89.72,11.04,62.12,4.14,38.65,83.33,2.76,12.42,91.67,0.917,0.4,4.83
2012,quarter-finals,San Jose Sharks,12.67,118.24,6.33,86.57,6.33,52.79,66.67,2.11,25.34,80.65,0.806,0.58,8.41
2012,quarter-finals,St Louis Blues,13.38,107.06,11.47,78.39,7.65,70.74,80,0,30.59,93.1,0.931,0.78,7.54
2012,quarter-finals,Chicago Blackhawks,11.3,92.02,11.3,77.49,6.46,40.36,81.82,4.84,22.6,87.5,0.875,0.71,6.77
2012,quarter-finals,Phoenix Coyotes,9.77,102.62,3.26,73.3,4.89,34.21,75,1.63,8.14,97.14,0.971,0.17,4.53
2012,quarter-finals,Detroit Red Wings,5.2,93.55,3.46,67.56,0,43.31,80,0,22.52,92.31,0.923,0.2,6.84
2012,quarter-finals,Nashville Predators,6.68,116.88,6.68,81.82,1.67,60.11,70,1.67,25.05,87.88,0.879,0.42,7.19
2012,semi-finals,Ottawa Senators,14.78,86.59,13.73,70.75,5.28,50.69,82.35,2.11,26.4,89.58,0.896,0.71,6.92
2012,semi-finals,New York Rangers,13.51,102.81,9.76,69.79,9.76,48.03,100,3.75,17.26,87.88,0.879,0.67,5.88
2012,semi-finals,Washington Capitals,11.25,101.25,9.14,61.17,4.92,47.11,82.35,2.11,18.28,88.68,0.887,0.45,5.83
2012,semi-finals,Boston Bruins,13.03,98.66,7.45,68.87,3.72,40.95,85.71,0,18.61,90.32,0.903,0.28,5.37
2012,semi-finals,New Jersey Devils,16.92,88.17,14.25,65.91,6.23,43.64,66.67,0.89,16.03,78.95,0.88,0.77,6.38
2012,semi-finals,Florida Panthers,12.16,93.21,12.16,85.1,5.4,60.79,80,2.7,33.77,90,1.025,0.63,10.01
2012,semi-finals,Philadelphia Flyers,21.05,113.36,17.81,84.21,12.96,68.83,71.43,8.1,17.81,82.19,1.012,1.91,8.35
2012,semi-finals,Pittsburgh Penguins,4.83,107.82,3.22,86.9,3.22,74.03,52.94,0,33.8,70,0.7,0.27,10.25
2012,semi-finals,Los Angeles Kings,12.21,93.95,10.33,65.76,7.52,41.34,90.91,6.58,13.15,94.23,1.387,1.04,5.18
2012,semi-finals,Vancouver Canucks,15.18,89.72,11.04,62.12,4.14,38.65,83.33,2.76,12.42,91.67,0.917,0.4,4.83
2012,semi-finals,San Jose Sharks,12.67,118.24,6.33,86.57,6.33,52.79,66.67,2.11,25.34,80.65,0.806,0.58,8.41
2012,semi-finals,St Louis Blues,9.09,103.58,7.27,74.51,3.63,56.34,83.33,0,17.26,94.64,0.946,0.45,6.04
2012,semi-finals,Chicago Blackhawks,11.3,92.02,11.3,77.49,6.46,40.36,81.82,4.84,22.6,87.5,0.875,0.71,6.77
2012,semi-finals,Phoenix Coyotes,13.86,98.73,8.66,73.61,5.2,40.7,76.92,0.87,13.86,93.44,0.934,0.5,5.5
2012,semi-finals,Detroit Red Wings,5.2,93.55,3.46,67.56,0,43.31,80,0,22.52,92.31,0.923,0.2,6.84
2012,semi-finals,Nashville Predators,7.52,95.61,7.52,67.68,2.15,41.9,70,1.07,16.11,87.8,0.878,0.34,5.74
2012,finals,Ottawa Senators,14.78,86.59,13.73,70.75,5.28,50.69,82.35,2.11,26.4,89.58,0.896,0.71,6.92
2012,finals,New York Rangers,16.57,100.93,13.56,68.29,8.03,51.22,96,3.01,17.07,88.78,0.888,0.86,5.93
2012,finals,Washington Capitals,11.25,101.25,9.14,61.17,4.92,47.11,82.35,2.11,18.28,88.68,0.887,0.45,5.83
2012,finals,Boston Bruins,13.03,98.66,7.45,68.87,3.72,40.95,85.71,0,18.61,90.32,0.903,0.28,5.37
2012,finals,New Jersey Devils,17.85,86.78,15.39,66.47,8.62,46.78,71.43,3.08,17.85,80.25,0.861,1,6.38
2012,finals,Florida Panthers,12.16,93.21,12.16,85.1,5.4,60.79,80,2.7,33.77,90,1.025,0.63,10.01
2012,finals,Philadelphia Flyers,21.05,113.36,17.81,84.21,12.96,68.83,71.43,8.1,17.81,82.19,1.012,1.91,8.35
2012,finals,Pittsburgh Penguins,4.83,107.82,3.22,86.9,3.22,74.03,52.94,0,33.8,70,0.7,0.27,10.25
2012,finals,Los Angeles Kings,15.06,82.2,13.18,57.73,8.79,33.89,86.67,6.9,12.55,92.75,1.261,1.19,4.56
2012,finals,Vancouver Canucks,15.18,89.72,11.04,62.12,4.14,38.65,83.33,2.76,12.42,91.67,0.917,0.4,4.83
2012,finals,San Jose Sharks,12.67,118.24,6.33,86.57,6.33,52.79,66.67,2.11,25.34,80.65,0.806,0.58,8.41
2012,finals,St Louis Blues,9.09,103.58,7.27,74.51,3.63,56.34,83.33,0,17.26,94.64,0.946,0.45,6.04
2012,finals,Chicago Blackhawks,11.3,92.02,11.3,77.49,6.46,40.36,81.82,4.84,22.6,87.5,0.875,0.71,6.77
2012,finals,Phoenix Coyotes,15.05,98.62,10.9,74.74,6.75,39.45,80.95,2.08,15.57,94.12,0.941,0.69,5.81
2012,finals,Detroit Red Wings,5.2,93.55,3.46,67.56,0,43.31,80,0,22.52,92.31,0.923,0.2,6.84
2012,finals,Nashville Predators,7.52,95.61,7.52,67.68,2.15,41.9,70,1.07,16.11,87.8,0.878,0.34,5.74
2013,quarter-finals,New York Islanders,11.87,120.66,7.91,87.03,5.93,65.27,55.56,0,19.78,77.42,1.108,0.26,9.09
2013,quarter-finals,Pittsburgh Penguins,6.55,94.95,6.55,73.67,3.27,50.75,100,0,24.56,93.55,0.935,0.35,6.47
2013,quarter-finals,Ottawa Senators,18.11,112.27,10.87,85.11,5.43,43.46,80,1.81,19.92,91.43,1.114,0.52,7.46
2013,quarter-finals,Montreal Canadiens,21.01,101.8,17.77,64.63,9.69,30.7,40,8.08,14.54,78.57,0.786,1.35,4.57
2013,quarter-finals,New York Rangers,15.5,112.92,11.07,77.49,8.86,70.85,90.91,6.64,37.64,86.36,0.864,0.87,10.29
2013,quarter-finals,Washington Capitals,9.64,122.85,7.23,80.7,6.02,66.24,92.86,2.41,25.29,95.45,0.955,0.49,7.4
2013,quarter-finals,Toronto Maple Leafs,8.7,97.49,5.22,69.63,1.74,48.74,77.78,1.74,20.89,90,1.4,0.29,6.57
2013,quarter-finals,Boston Bruins,21.44,85.76,19.65,66.1,7.15,37.52,69.23,3.57,25.01,84.38,0.969,1.11,7.84
2013,quarter-finals,Minnesota Wild,7.13,64.16,7.13,47.52,7.13,26.14,80,0,11.88,88.24,0.882,0.63,4.24
2013,quarter-finals,Chicago Blackhawks,16.58,119.75,12.9,82.91,7.37,55.27,100,1.84,22.11,100,1.167,0.98,8.35
2013,quarter-finals,Detroit Red Wings,8.99,106.37,7.49,77.9,7.49,56.93,69.23,4.49,20.97,82.05,1.021,0.79,7.32
2013,quarter-finals,Anaheim Ducks,19.14,114.85,17.67,91.29,5.89,60.37,55.56,2.94,17.67,84.21,0.953,0.67,7.67
2013,quarter-finals,San Jose Sharks,0,107.69,0,69.23,0,50,80,0,19.23,83.33,NA,0,6.14
2013,quarter-finals,Vancouver Canucks,14.89,124.08,14.89,89.34,3.31,72.79,76.47,0,31.43,84.44,0.844,0.49,8.76
2013,quarter-finals,Los Angeles Kings,7.79,103.25,5.84,81.82,3.9,54.55,66.67,0,23.38,90.91,0.909,0.36,7.63
2013,quarter-finals,St Louis Blues,17.78,88.92,17.78,55.89,12.7,48.27,75,7.62,20.32,84.62,1.046,1.3,5.36
2013,semi-finals,New York Islanders,11.87,120.66,7.91,87.03,5.93,65.27,55.56,0,19.78,77.42,1.108,0.26,9.09
2013,semi-finals,Pittsburgh Penguins,6.27,100.27,6.27,75.21,3.58,47.45,94.74,0.9,22.38,92.98,1.33,0.46,6.59
2013,semi-finals,Ottawa Senators,19.81,108.52,12.06,87.85,9.47,48.23,73.68,3.44,17.22,88.61,1.136,0.76,7.96
2013,semi-finals,Montreal Canadiens,21.01,101.8,17.77,64.63,9.69,30.7,40,8.08,14.54,78.57,0.786,1.35,4.57
2013,semi-finals,New York Rangers,14.75,110.66,11.07,78.69,8.61,57.79,93.75,6.15,29.51,84.44,0.844,0.8,9.1
2013,semi-finals,Washington Capitals,9.64,122.85,7.23,80.7,6.02,66.24,92.86,2.41,25.29,95.45,0.955,0.49,7.4
2013,semi-finals,Toronto Maple Leafs,8.7,97.49,5.22,69.63,1.74,48.74,77.78,1.74,20.89,90,1.4,0.29,6.57
2013,semi-finals,Boston Bruins,17.32,86.61,16.36,64.47,4.81,39.45,73.68,2.89,21.17,86.54,0.942,1.02,6.77
2013,semi-finals,Minnesota Wild,7.13,64.16,7.13,47.52,7.13,26.14,80,0,11.88,88.24,0.882,0.63,4.24
2013,semi-finals,Chicago Blackhawks,20.49,109.52,14.97,78.79,9.46,47.28,100,1.58,22.85,98.51,1.048,0.68,7.26
2013,semi-finals,Detroit Red Wings,6.85,89.79,5.33,64.68,5.33,41.85,68.42,2.28,15.98,84.06,0.983,0.5,5.63
2013,semi-finals,Anaheim Ducks,19.14,114.85,17.67,91.29,5.89,60.37,55.56,2.94,17.67,84.21,0.953,0.67,7.67
2013,semi-finals,San Jose Sharks,3.7,112.31,3.7,72.81,1.23,50.6,58.33,0,19.75,80.56,0.806,0.23,7.12
2013,semi-finals,Vancouver Canucks,14.89,124.08,14.89,89.34,3.31,72.79,76.47,0,31.43,84.44,0.844,0.49,8.76
2013,semi-finals,Los Angeles Kings,11.49,99.32,6.57,75.51,4.92,48.43,73.33,0,19.7,88.68,0.887,0.41,6.6
2013,semi-finals,St Louis Blues,17.78,88.92,17.78,55.89,12.7,48.27,75,7.62,20.32,84.62,1.046,1.3,5.36
2013,finals,New York Islanders,11.87,120.66,7.91,87.03,5.93,65.27,55.56,0,19.78,77.42,1.108,0.26,9.09
2013,finals,Pittsburgh Penguins,7.75,89.13,7.1,66.52,3.88,40.04,95.45,0.65,18.08,94.29,1.165,0.43,5.58
2013,finals,Ottawa Senators,19.81,108.52,12.06,87.85,9.47,48.23,73.68,3.44,17.22,88.61,1.136,0.76,7.96
2013,finals,Montreal Canadiens,21.01,101.8,17.77,64.63,9.69,30.7,40,8.08,14.54,78.57,0.786,1.35,4.57
2013,finals,New York Rangers,14.75,110.66,11.07,78.69,8.61,57.79,93.75,6.15,29.51,84.44,0.844,0.8,9.1
2013,finals,Washington Capitals,9.64,122.85,7.23,80.7,6.02,66.24,92.86,2.41,25.29,95.45,0.955,0.49,7.4
2013,finals,Toronto Maple Leafs,8.7,97.49,5.22,69.63,1.74,48.74,77.78,1.74,20.89,90,1.4,0.29,6.57
2013,finals,Boston Bruins,17.07,94.53,15.75,69.58,6.56,44.64,80.77,2.63,20.35,91.14,0.97,0.93,6.89
2013,finals,Minnesota Wild,7.13,64.16,7.13,47.52,7.13,26.14,80,0,11.88,88.24,0.882,0.63,4.24
2013,finals,Chicago Blackhawks,16.98,109.26,13.02,76.43,7.36,45.29,95.83,1.13,17.55,96.67,1.019,0.58,6.56
2013,finals,Detroit Red Wings,6.85,89.79,5.33,64.68,5.33,41.85,68.42,2.28,15.98,84.06,0.983,0.5,5.63
2013,finals,Anaheim Ducks,19.14,114.85,17.67,91.29,5.89,60.37,55.56,2.94,17.67,84.21,0.953,0.67,7.67
2013,finals,San Jose Sharks,3.7,112.31,3.7,72.81,1.23,50.6,58.33,0,19.75,80.56,0.806,0.23,7.12
2013,finals,Vancouver Canucks,14.89,124.08,14.89,89.34,3.31,72.79,76.47,0,31.43,84.44,0.844,0.49,8.76
2013,finals,Los Angeles Kings,11.67,93.36,6.76,71.25,4.3,44.84,73.68,0.61,18.43,90,1.011,0.44,6.19
2013,finals,St Louis Blues,17.78,88.92,17.78,55.89,12.7,48.27,75,7.62,20.32,84.62,1.046,1.3,5.36
2014,quarter-finals,Detroit Red Wings,13.94,136.64,11.15,100.39,2.79,69.71,75,0,36.25,80.65,0.806,0.34,11.76
2014,quarter-finals,Boston Bruins,11.53,94.13,11.53,59.55,5.76,48.03,85.71,0,17.29,91.3,0.913,0.65,5.33
2014,quarter-finals,Montreal Canadiens,10.81,54.05,10.81,48.65,10.81,21.62,0,5.41,10.81,66.67,1.167,1.3,3.8
2014,quarter-finals,Tampa Bay Lightning,11.13,75.12,8.35,58.42,5.56,30.6,0,5.56,19.47,80,1.133,0.75,5.11
2014,quarter-finals,Columbus Blue Jackets,11.93,102.06,10.6,74.23,7.95,35.79,66.67,3.98,14.58,85.37,1.282,0.95,5.69
2014,quarter-finals,Pittsburgh Penguins,14.68,126.26,13.21,95.43,5.87,67.54,78.95,1.47,33.77,85.71,1.107,0.81,9.82
2014,quarter-finals,Philadelphia Flyers,8.24,91.79,4.71,56.49,2.35,45.9,90,1.18,12.95,90.91,0.909,0.19,5.47
2014,quarter-finals,New York Rangers,20.47,100.66,17.06,54.6,8.53,68.25,69.23,3.41,35.83,72.73,0.727,0.82,6.28
2014,quarter-finals,Minnesota Wild,16.44,72.6,12.33,50.68,4.11,42.47,71.43,1.37,15.07,88.46,1.027,0.53,7.01
2014,quarter-finals,Colorado Avalanche,17.98,98.09,14.71,70.3,9.81,42.51,75,6.54,22.89,89.66,1.182,1.25,5.59
2014,quarter-finals,Chicago Blackhawks,4.56,114.03,0,75.26,1.14,47.89,100,0,17.1,95.56,NA,0,6.16
2014,quarter-finals,St Louis Blues,16.84,92.61,15.15,62.3,11.79,42.1,60,3.37,10.1,88.46,0.885,1.07,5.23
2014,quarter-finals,Dallas Stars,9.58,98.52,8.21,73.89,5.47,57.47,63.16,1.37,31.47,82.93,1.163,0.39,8
2014,quarter-finals,Anaheim Ducks,8.23,105.81,8.23,82.3,3.53,62.31,92.86,2.35,23.51,93.02,1.13,0.42,8.43
2014,quarter-finals,Los Angeles Kings,17.18,133.97,11.45,99.62,3.44,61.83,90,0,24.05,93.22,0.932,0.47,9.53
2014,quarter-finals,San Jose Sharks,14.04,98.27,9.36,77.99,6.24,46.79,50,1.56,17.16,80.65,0.806,0.56,6.76
2014,semi-finals,Detroit Red Wings,13.94,136.64,11.15,100.39,2.79,69.71,75,0,36.25,80.65,0.806,0.34,11.76
2014,semi-finals,Boston Bruins,9.18,103.5,8.35,68.44,5.01,42.57,61.54,0,15.02,82.46,0.825,0.42,5.45
2014,semi-finals,Montreal Canadiens,14.41,102.32,14.41,76.38,7.21,49,66.67,4.32,21.62,86.84,1.035,0.91,7.24
2014,semi-finals,Tampa Bay Lightning,11.13,75.12,8.35,58.42,5.56,30.6,0,5.56,19.47,80,1.133,0.75,5.11
2014,semi-finals,Columbus Blue Jackets,11.93,102.06,10.6,74.23,7.95,35.79,66.67,3.98,14.58,85.37,1.282,0.95,5.69
2014,semi-finals,Pittsburgh Penguins,12.68,113.38,11.27,84.51,7.04,59.15,81.48,3.52,23.24,89.13,1.106,0.8,8.14
2014,semi-finals,Philadelphia Flyers,8.24,91.79,4.71,56.49,2.35,45.9,90,1.18,12.95,90.91,0.909,0.19,5.47
2014,semi-finals,New York Rangers,22.6,99.08,19.12,66.06,10.43,59.97,80.95,6.08,26.94,86.27,0.863,2.07,7.04
2014,semi-finals,Minnesota Wild,12.99,73.28,9.28,49.16,3.71,39.89,50,1.86,14.84,83.33,0.958,0.46,5.94
2014,semi-finals,Colorado Avalanche,17.98,98.09,14.71,70.3,9.81,42.51,75,6.54,22.89,89.66,1.182,1.25,5.59
2014,semi-finals,Chicago Blackhawks,5.17,106.36,1.48,73.12,1.48,45.79,95,0,19.94,93.85,0.938,0.06,6.28
2014,semi-finals,St Louis Blues,16.84,92.61,15.15,62.3,11.79,42.1,60,3.37,10.1,88.46,0.885,1.07,5.23
2014,semi-finals,Dallas Stars,9.58,98.52,8.21,73.89,5.47,57.47,63.16,1.37,31.47,82.93,1.163,0.39,8
2014,semi-finals,Anaheim Ducks,10.29,101.59,9.64,75.87,7.07,58.51,80,2.57,22.5,89.19,0.983,0.6,7.64
2014,semi-finals,Los Angeles Kings,16.25,120.28,12.35,89.07,3.25,60.47,80.95,0,23.41,90.32,0.903,0.46,8.49
2014,semi-finals,San Jose Sharks,14.04,98.27,9.36,77.99,6.24,46.79,50,1.56,17.16,80.65,0.806,0.56,6.76
2014,finals,Detroit Red Wings,13.94,136.64,11.15,100.39,2.79,69.71,75,0,36.25,80.65,0.806,0.34,11.76
2014,finals,Boston Bruins,9.18,103.5,8.35,68.44,5.01,42.57,61.54,0,15.02,82.46,0.825,0.42,5.45
2014,finals,Montreal Canadiens,15.79,99.06,12.92,72.5,7.18,55.27,73.68,2.87,21.54,85.51,1.022,0.75,6.82
2014,finals,Tampa Bay Lightning,11.13,75.12,8.35,58.42,5.56,30.6,0,5.56,19.47,80,1.133,0.75,5.11
2014,finals,Columbus Blue Jackets,11.93,102.06,10.6,74.23,7.95,35.79,66.67,3.98,14.58,85.37,1.282,0.95,5.69
2014,finals,Pittsburgh Penguins,12.68,113.38,11.27,84.51,7.04,59.15,81.48,3.52,23.24,89.13,1.106,0.8,8.14
2014,finals,Philadelphia Flyers,8.24,91.79,4.71,56.49,2.35,45.9,90,1.18,12.95,90.91,0.909,0.19,5.47
2014,finals,New York Rangers,22.46,96.27,18.72,67.92,9.63,52.41,83.87,5.88,25.67,89.16,0.939,1.59,6.55
2014,finals,Minnesota Wild,12.99,73.28,9.28,49.16,3.71,39.89,50,1.86,14.84,83.33,0.958,0.46,5.94
2014,finals,Colorado Avalanche,17.98,98.09,14.71,70.3,9.81,42.51,75,6.54,22.89,89.66,1.182,1.25,5.59
2014,finals,Chicago Blackhawks,5.38,110.23,2.69,77.43,2.15,46.24,89.29,0,20.97,89.25,1.092,0.12,6.55
2014,finals,St Louis Blues,16.84,92.61,15.15,62.3,11.79,42.1,60,3.37,10.1,88.46,0.885,1.07,5.23
2014,finals,Dallas Stars,9.58,98.52,8.21,73.89,5.47,57.47,63.16,1.37,31.47,82.93,1.163,0.39,8
2014,finals,Anaheim Ducks,10.29,101.59,9.64,75.87,7.07,58.51,80,2.57,22.5,89.19,0.983,0.6,7.64
2014,finals,Los Angeles Kings,14.72,114.08,11.5,83.72,4.14,55.66,80,0.46,24.38,88.1,0.881,0.46,8.03
2014,finals,San Jose Sharks,14.04,98.27,9.36,77.99,6.24,46.79,50,1.56,17.16,80.65,0.806,0.56,6.76
2015,quarter-finals,Montreal Canadiens,22.67,90.66,18.89,66.11,7.56,39.66,57.14,7.56,22.67,81.48,0.926,1.29,5.85
2015,quarter-finals,Ottawa Senators,19.64,121.09,16.36,88.36,13.09,45.82,100,3.27,21.27,97.5,0.975,0.97,6.66
2015,quarter-finals,Detroit Red Wings,4.88,100.14,4.88,80.6,4.88,42.74,85.71,2.44,19.54,95.92,1.293,0.47,6.04
2015,quarter-finals,Tampa Bay Lightning,16.17,102,13.68,72.15,8.71,49.76,75,6.22,16.17,87.5,1.075,1.88,5.76
2015,quarter-finals,Pittsburgh Penguins,12.42,93.14,10.87,72.96,7.76,48.12,83.33,0,26.39,90.91,0.909,0.52,7.48
2015,quarter-finals,New York Rangers,14.06,77.34,7.03,51.56,4.69,30.47,60,0,14.06,87.5,0.875,0.11,4.33
2015,quarter-finals,Washington Capitals,6.43,96.43,6.43,66.43,2.14,51.43,100,0,23.57,100,1,0.2,6.46
2015,quarter-finals,New York Islanders,12.81,120.43,10.25,81.99,7.69,66.62,100,2.56,28.19,92,0.92,0.63,8.6
2015,quarter-finals,Minnesota Wild,14.93,101.49,14.93,92.54,8.96,47.76,75,0,20.9,89.47,1.228,0.93,8.21
2015,quarter-finals,St Louis Blues,15.03,99.17,12.02,60.1,9.02,33.06,100,6.01,6.01,71.43,1.048,0.9,4.93
2015,quarter-finals,Chicago Blackhawks,19.49,85.04,14.17,72.64,10.63,53.15,42.86,3.54,12.4,79.31,0.793,0.74,8.06
2015,quarter-finals,Nashville Predators,8.39,81.77,8.39,48.22,0,31.45,50,0,14.68,82.35,0.824,0.29,4.11
2015,quarter-finals,Winnipeg Jets,13.28,102.95,9.96,89.67,6.64,63.1,66.67,3.32,23.25,83.33,0.833,0.68,8.33
2015,quarter-finals,Anaheim Ducks,15.96,79.82,13.3,63.86,2.66,39.91,100,2.66,13.3,89.47,0.895,0.52,5.58
2015,quarter-finals,Calgary Flames,6.81,104.48,6.81,63.6,0,43.15,60,0,11.36,86.96,0.87,0.33,5.03
2015,quarter-finals,Vancouver Canucks,18.24,70.68,15.96,61.56,6.84,43.32,66.67,2.28,15.96,73.68,0.737,0.9,5
2015,semi-finals,Montreal Canadiens,20.17,80.68,16.33,59.55,9.61,35.54,57.14,7.68,19.21,76.47,0.89,1.58,5.21
2015,semi-finals,Ottawa Senators,19.64,121.09,16.36,88.36,13.09,45.82,100,3.27,21.27,97.5,0.975,0.97,6.66
2015,semi-finals,Detroit Red Wings,4.88,100.14,4.88,80.6,4.88,42.74,85.71,2.44,19.54,95.92,1.293,0.47,6.04
2015,semi-finals,Tampa Bay Lightning,12.77,96.16,10.52,70.62,6.76,42.82,83.33,4.51,15.03,90.63,1.06,1.32,5.6
2015,semi-finals,Pittsburgh Penguins,12.42,93.14,10.87,72.96,7.76,48.12,83.33,0,26.39,90.91,0.909,0.52,7.48
2015,semi-finals,New York Rangers,13.51,83.33,9.01,59.68,6.76,41.66,83.33,1.13,20.27,92.11,0.921,0.51,5.96
2015,semi-finals,Washington Capitals,8,103.06,8,76.04,2,55.03,84.62,0,17.01,94.83,0.948,0.2,6.84
2015,semi-finals,New York Islanders,12.81,120.43,10.25,81.99,7.69,66.62,100,2.56,28.19,92,0.92,0.63,8.6
2015,semi-finals,Minnesota Wild,10.01,100.06,10.01,84.05,6,46.03,66.67,0,18.01,84.62,1.179,0.63,6.9
2015,semi-finals,St Louis Blues,15.03,99.17,12.02,60.1,9.02,33.06,100,6.01,6.01,71.43,1.048,0.9,4.93
2015,semi-finals,Chicago Blackhawks,16.78,92.28,13.18,76.7,8.39,53.93,57.14,3.6,19.17,79.55,1.045,1.1,8.46
2015,semi-finals,Nashville Predators,8.39,81.77,8.39,48.22,0,31.45,50,0,14.68,82.35,0.824,0.29,4.11
2015,semi-finals,Winnipeg Jets,13.28,102.95,9.96,89.67,6.64,63.1,66.67,3.32,23.25,83.33,0.833,0.68,8.33
2015,semi-finals,Anaheim Ducks,15.14,82.66,12.81,57.05,3.49,37.26,100,2.33,9.31,88.57,0.886,0.52,4.83
2015,semi-finals,Calgary Flames,11.21,117.72,11.21,84.09,3.36,52.69,56.25,1.12,21.3,84.21,0.967,0.64,6.62
2015,semi-finals,Vancouver Canucks,18.24,70.68,15.96,61.56,6.84,43.32,66.67,2.28,15.96,73.68,0.737,0.9,5
2015,finals,Montreal Canadiens,20.17,80.68,16.33,59.55,9.61,35.54,57.14,7.68,19.21,76.47,0.89,1.58,5.21
2015,finals,Ottawa Senators,19.64,121.09,16.36,88.36,13.09,45.82,100,3.27,21.27,97.5,0.975,0.97,6.66
2015,finals,Detroit Red Wings,4.88,100.14,4.88,80.6,4.88,42.74,85.71,2.44,19.54,95.92,1.293,0.47,6.04
2015,finals,Tampa Bay Lightning,14.78,95.8,11.72,69.3,7.64,45.35,78.26,4.59,16.82,86.46,1.001,1.41,6.18
2015,finals,Pittsburgh Penguins,12.42,93.14,10.87,72.96,7.76,48.12,83.33,0,26.39,90.91,0.909,0.52,7.48
2015,finals,New York Rangers,18.75,79.86,12.5,59.03,10.42,46.53,65,2.78,18.75,84.38,0.844,0.74,6
2015,finals,Washington Capitals,8,103.06,8,76.04,2,55.03,84.62,0,17.01,94.83,0.948,0.2,6.84
2015,finals,New York Islanders,12.81,120.43,10.25,81.99,7.69,66.62,100,2.56,28.19,92,0.92,0.63,8.6
2015,finals,Minnesota Wild,10.01,100.06,10.01,84.05,6,46.03,66.67,0,18.01,84.62,1.179,0.63,6.9
2015,finals,St Louis Blues,15.03,99.17,12.02,60.1,9.02,33.06,100,6.01,6.01,71.43,1.048,0.9,4.93
2015,finals,Chicago Blackhawks,14.45,95.52,12.04,79.46,8.03,48.16,60.87,4.01,20.07,83.33,1.133,0.95,8.3
2015,finals,Nashville Predators,8.39,81.77,8.39,48.22,0,31.45,50,0,14.68,82.35,0.824,0.29,4.11
2015,finals,Winnipeg Jets,13.28,102.95,9.96,89.67,6.64,63.1,66.67,3.32,23.25,83.33,0.833,0.68,8.33
2015,finals,Anaheim Ducks,12.58,85.38,11.25,58.25,4.63,39.05,85.71,2.65,11.91,85.71,0.857,0.61,5.17
2015,finals,Calgary Flames,11.21,117.72,11.21,84.09,3.36,52.69,56.25,1.12,21.3,84.21,0.967,0.64,6.62
2015,finals,Vancouver Canucks,18.24,70.68,15.96,61.56,6.84,43.32,66.67,2.28,15.96,73.68,0.737,0.9,5
2016,quarter-finals,New York Islanders,16.6,90.12,14.23,66.4,9.49,52.17,71.43,4.74,21.34,90,0.9,1.12,5.21
2016,quarter-finals,Florida Panthers,8.94,91.21,7.15,73.32,7.15,53.65,66.67,1.79,19.67,82.14,0.821,0.49,5.4
2016,quarter-finals,Detroit Red Wings,6.77,86.36,6.77,57.57,5.08,30.48,80,1.69,10.16,83.33,0.833,0.49,4.55
2016,quarter-finals,Tampa Bay Lightning,10.29,107.31,8.82,64.68,5.88,49.98,100,5.88,16.17,96.3,0.963,1.12,5.58
2016,quarter-finals,Philadelphia Flyers,4.61,147.44,4.61,107.51,1.54,75.26,63.64,0,27.65,81.4,0.814,0.14,9.29
2016,quarter-finals,Washington Capitals,12.92,92.06,11.31,67.83,6.46,46.84,100,1.62,19.38,96.67,0.967,0.55,6.83
2016,quarter-finals,New York Rangers,12.93,99.16,12.93,77.6,6.47,58.2,66.67,4.31,28.02,63.64,0.836,0.78,8.18
2016,quarter-finals,Pittsburgh Penguins,15.01,103.18,13.13,78.79,7.5,43.15,66.67,5.63,18.76,92.86,1.179,0.86,6.03
2016,quarter-finals,Minnesota Wild,13.98,103.11,10.49,68.16,5.24,61.17,77.78,1.75,19.22,87.88,0.879,0.64,6.83
2016,quarter-finals,Dallas Stars,5.09,84.02,2.55,56.01,2.55,38.19,71.43,0,25.46,75,0.75,0.11,6.54
2016,quarter-finals,Chicago Blackhawks,19.96,115.74,11.97,79.82,7.98,55.88,83.33,0,17.96,80,0.967,0.57,6.87
2016,quarter-finals,St Louis Blues,5.76,103.62,5.76,76.76,3.84,51.81,69.23,0,24.95,80,0.8,0.46,8.46
2016,quarter-finals,Nashville Predators,15.67,90.52,15.67,64.41,5.22,47,80,3.48,24.37,88,0.88,0.9,7.16
2016,quarter-finals,Anaheim Ducks,4.44,94.62,4.44,63.57,1.48,47.31,100,1.48,11.83,97.14,0.971,0.33,5.07
2016,quarter-finals,San Jose Sharks,0,154.21,0,111.67,0,85.08,84.62,0,53.18,88,NA,0,11.59
2016,quarter-finals,Los Angeles Kings,9.54,141.18,9.54,91.57,9.54,72.5,62.5,3.82,32.43,82.76,1.078,0.94,8.72
2016,semi-finals,New York Islanders,14.75,85.34,12.64,62.16,8.43,47.41,78.57,3.16,17.91,87.5,0.875,0.76,4.66
