"player","position","season","Team","GP","TOI_all","TOI_EV","TOI_PP","TOI_SH","EV_GAR","PP_GAR","SH_GAR","Pens_GAR","GAR","WAR"
"ALEX.CHIASSON","F","20182019","EDM",73,1238.8,977.5,188.5,44.1,-1.3,3.2,0.7,0.3,2.9,0.5
"ALEX.DEBRINCAT","F","20182019","CHI",82,1449.7,1141.8,262.8,8.6,12.3,3.1,-0.1,1.2,16.5,2.9
"ALEX.EDLER","D","20182019","VAN",56,1375.9,1014,175.3,147.1,5,2.6,2.7,-1.6,8.7,1.5
"ALEX.FORMENTON","F","20182019","OTT",9,105,100.4,0.9,3.6,0.2,0,0,0.8,1,0.2
"ALEX.FORTIN","F","20182019","CHI",24,254.2,241.6,0.8,9.3,-1.8,0,-0.3,0.7,-1.4,-0.2
"ALEX.GALCHENYUK","F","20182019","ARI",72,1132.6,878.1,220.2,0.5,-3.6,1.8,0,-0.1,-1.9,-0.3
"ALEX.GOLIGOSKI","D","20182019","ARI",76,1581.8,1294.2,139,116.3,2.1,0.6,2.2,1.6,6.4,1.1
"ALEX.IAFALLO","F","20182019","L.A",82,1370.5,1182,130.7,31.8,0.2,-1.2,0.8,-0.7,-0.8,-0.1
"ALEX.KERFOOT","F","20182019","COL",78,1158.5,969.2,153.6,4.2,5.8,1.9,0,-0.4,7.3,1.3
"ALEX.KILLORN","F","20182019","T.B",82,1211.8,930.7,111,156.4,6.2,-0.1,1.6,-2.4,5.3,0.9
"ALEX.NYLANDER","F","20182019","BUF",12,146,132.9,11.8,0,-0.4,0.2,0,-0.1,-0.3,-0.1
"ALEX.OVECHKIN","F","20182019","WSH",81,1694.6,1273.4,355.1,0.6,6.7,3,0,0.1,9.9,1.7
"ALEX.PETROVIC","D","20182019","EDM",9,126.3,118.5,1,6.2,-4.1,0,0,-0.2,-4.3,-0.8
"ALEX.PETROVIC","D","20182019","FLA",26,452.1,405.8,2.8,39.3,-4.2,0,0.1,-0.2,-4.3,-0.8
"ALEX.PIETRANGELO","D","20182019","STL",71,1700.7,1315.4,192.6,144.9,5.6,2.3,0.9,3.2,12,2.1
"ALEX.RADULOV","F","20182019","DAL",70,1382.5,1111.4,214.1,0.7,15,4.7,0,-1.8,17.9,3.1
"ALEX.STEEN","F","20182019","STL",65,1029.7,783.2,82.2,125.8,4.3,1.1,-0.3,2,7,1.2
"ALEX.TUCH","F","20182019","VGK",74,1237.7,1022.8,181.8,0.4,13.2,1.1,0,1.5,15.8,2.8
"ALEX.WENNBERG","F","20182019","CBJ",75,1124,881.6,139.1,95.8,0.6,-0.7,-0.6,-0.2,-0.8,-0.1
"ANDERS.BJORK","F","20182019","BOS",20,236,217.6,16.9,1.4,-0.6,0.8,0,0.2,0.4,0.1
"ANDERS.LEE","F","20182019","NYI",82,1401.2,1121.1,231.1,0.9,7,0.8,0,-0.2,7.7,1.4
"ANDREAS.ATHANASIOU","F","20182019","DET",76,1289.9,1082.2,165.7,5.3,0.4,1.7,0,4.6,6.7,1.2
"ANDREAS.JOHNSSON","F","20182019","TOR",73,997.9,865.7,115.1,0.2,6.8,-0.2,0,-0.5,6.2,1.1
"ANDREAS.MARTINSEN","F","20182019","CHI",24,190.4,182.7,0.5,5.6,-0.8,0,-0.1,-0.4,-1.3,-0.2
"ANDRE.BURAKOVSKY","F","20182019","WSH",76,845.5,819.4,18.4,3.7,3.3,0.1,0,0.7,4.1,0.7
"ANDREI.SVECHNIKOV","F","20182019","CAR",82,1201,1020.2,154.6,0.9,2.2,-0.8,0,-2.8,-1.4,-0.2
"ANDREJ.SEKERA","D","20182019","EDM",24,395.7,349.7,13.1,31.6,1.7,0,0.7,0,2.4,0.4
"ANDREJ.SUSTR","D","20182019","ANA",5,60.2,58.6,0.7,0.8,-1.4,0,0,-0.5,-1.9,-0.3
"ANDREW.AGOZZINO","F","20182019","COL",11,85.8,79.5,0.9,5,0.3,0,0,0,0.4,0.1
"ANDREW.COGLIANO","F","20182019","ANA",46,609.4,529.5,4,70.6,-2,0.1,0.5,0.9,-0.5,-0.1
"ANDREW.COGLIANO","F","20182019","DAL",32,372.7,330.1,0.9,34.1,-0.8,0,-0.2,0.1,-0.9,-0.2
"ANDREW.COPP","F","20182019","WPG",69,839.1,729,2.8,94,7.5,0,-0.7,0.9,7.7,1.4
"ANDREW.LADD","F","20182019","NYI",26,359.9,330.5,14.2,10.6,-0.5,-0.3,0,-0.6,-1.4,-0.2
"ANDREW.MACDONALD","D","20182019","PHI",47,770.5,667.6,2.8,89.8,4.2,0,1,0,5.3,0.9
"ANDREW.MANGIAPANE","F","20182019","CGY",44,463.9,437.4,20.9,1.7,6.7,-0.7,0,-0.3,5.8,1
"ANDREW.SHAW","F","20182019","MTL",63,1002.6,805.2,128.1,46.1,12.6,-1.7,0.2,-0.1,11.1,1.9
"ANDY.GREENE","D","20182019","N.J",82,1706.9,1325.6,8.7,330.6,-3.7,0.1,2.9,1.7,1,0.2
"ANDY.WELINSKI","D","20182019","ANA",26,417,392.3,19.1,1.7,-2.2,-0.3,0,0.4,-2.2,-0.4
"ANTHONY.BEAUVILLIER","F","20182019","NYI",81,1185.5,1039.5,132.5,0.2,1.6,-0.5,0,3.1,4.2,0.7
"ANTHONY.BITETTO","D","20182019","MIN",18,237.3,230.7,1.3,0.9,-5,0,0,0.3,-4.7,-0.8
"ANTHONY.BITETTO","D","20182019","NSH",18,192,188.5,0,3.2,-0.5,0,0,-0.1,-0.6,-0.1
"ANTHONY.CIRELLI","F","20182019","T.B",82,1217.5,954.7,23.5,219.6,9.6,0.8,1.4,3.9,15.6,2.7
"ANTHONY.DUCLAIR","F","20182019","CBJ",53,652.5,559.7,85.2,1.8,-2.5,0.5,0,1.6,-0.4,-0.1
"ANTHONY.DUCLAIR","F","20182019","OTT",21,284.8,249.7,32.5,0.3,1.9,-0.7,0,0.8,2,0.3
"ANTHONY.MANTHA","F","20182019","DET",67,1194.3,1000.8,155.6,0.3,2.4,1.7,0,0.9,5,0.9
"ANTOINE.ROUSSEL","F","20182019","VAN",65,894.3,816.5,3.1,56.4,8.3,0,-0.9,-1.5,5.9,1
"ANTON.STRALMAN","D","20182019","T.B",47,964.6,814,3.6,134.3,0.4,0.1,1.2,0.9,2.7,0.5
"ANTTI.SUOMELA","F","20182019","S.J",27,305.6,301.5,1.3,2.2,-4.3,0,0,0,-4.3,-0.8
"ANZE.KOPITAR","F","20182019","L.A",81,1806.2,1350.7,223.2,157.5,1.5,1,-0.2,1.9,4.1,0.7
"ARTEM.ANISIMOV","F","20182019","CHI",78,1274.7,1050.8,107.3,89.5,-4.6,-0.7,0.9,0.2,-4.2,-0.7
"ARTEMI.PANARIN","F","20182019","CBJ",79,1569,1304.5,219.4,2.9,13.5,0.2,0,2.3,16,2.8
"ARTTURI.LEHKONEN","F","20182019","MTL",82,1275.7,1023.4,44.5,183.5,9.7,-0.9,-1.3,0.3,7.8,1.4
"ASHTON.SAUTNER","D","20182019","VAN",17,247.2,242.4,0.1,3.8,0.4,0,0,0.3,0.7,0.1
"AUSTIN.CZARNIK","F","20182019","CGY",54,612,528.2,69.9,4.5,3.3,-1.1,0,1.1,3.3,0.6
"AUSTIN.WAGNER","F","20182019","L.A",62,553.6,546.6,3.3,0,0.5,0,0,0.6,1,0.2
"AUSTIN.WATSON","F","20182019","NSH",37,536.2,455.3,1.9,63.5,1.9,0,1,-0.6,2.3,0.4
"AUSTON.MATTHEWS","F","20182019","TOR",68,1261.7,1048.3,173.3,1.5,7.6,2,0,1.6,11.1,1.9
"BARCLAY.GOODROW","F","20182019","S.J",82,898.7,766.8,3.9,116.3,5,0,-1.9,-0.5,2.6,0.4
"BEN.CHIAROT","D","20182019","WPG",78,1451.9,1305.3,2.1,133,1.7,0,1.4,0.1,3.3,0.6
"BEN.HARPUR","D","20182019","OTT",51,893.5,764.9,1.4,124.8,-4.5,0,0.1,0.5,-3.9,-0.7
"BEN.HUTTON","D","20182019","VAN",69,1541.8,1227.4,125.4,156.6,-6.4,0.6,1,0.7,-4,-0.7
"BEN.LOVEJOY","D","20182019","DAL",20,316.6,259.7,0.6,47.8,-0.1,0,0.7,0,0.6,0.1
"BEN.LOVEJOY","D","20182019","N.J",51,897,684.1,1.8,186.3,0.1,0,2.6,-0.9,1.7,0.3
"BEN.STREET","F","20182019","ANA",21,253.4,208.7,1.7,40.7,-3.1,0,-1.1,0,-4.2,-0.7
"BLAKE.COLEMAN","F","20182019","N.J",78,1326.7,1022.2,57.5,204.9,2.9,1.1,0.5,-1.3,3.2,0.6
"BLAKE.COMEAU","F","20182019","DAL",77,1206.6,1016.2,3.5,156.2,1.4,0,0.5,-0.2,1.7,0.3
"BLAKE.PIETILA","F","20182019","N.J",19,252,225.1,12.2,14.6,-1.3,-0.2,-0.4,0,-1.9,-0.3
"BLAKE.WHEELER","F","20182019","WPG",82,1697.2,1251.1,288.6,90,2.6,2.4,-0.6,-1.4,2.9,0.5
"BOBBY.RYAN","F","20182019","OTT",78,1223.2,1004.5,181.5,6.2,-1.1,1.9,0,0.9,1.6,0.3
"BOGDAN.KISELEVICH","D","20182019","FLA",32,475.3,445.8,0.5,25.7,0.6,0,0.5,-0.4,0.8,0.1
"BO.HORVAT","F","20182019","VAN",82,1707.5,1338,280.4,36,5.4,2,-0.2,0.9,8.1,1.4
"BOONE.JENNER","F","20182019","CBJ",77,1313.7,1052.2,123.1,109.9,5.3,-0.8,-0.9,-0.3,3.3,0.6
"BOO.NIEVES","F","20182019","NYR",43,415.2,388.3,1.3,24.1,-0.6,0,0.5,0.9,0.8,0.1
"BRAD.HUNT","D","20182019","MIN",29,428.2,361.9,61.3,0.3,-3.8,0.2,0,0,-3.6,-0.6
"BRAD.HUNT","D","20182019","VGK",13,197.2,155.8,38.5,0.2,1.4,0.8,0,0.3,2.5,0.4
"BRAD.MALONE","F","20182019","EDM",16,143.2,127.2,0.6,14.9,-0.6,0,-0.1,-0.3,-1.1,-0.2
"BRAD.MARCHAND","F","20182019","BOS",79,1539.5,1127,244.9,121,5.8,7,2.1,1.8,16.7,2.9
"BRAD.RICHARDSON","F","20182019","ARI",66,1052,840.6,13.8,164.8,5.6,-0.4,0.2,-1.4,4,0.7
"BRADY.SKJEI","D","20182019","NYR",78,1654.4,1436.7,18.2,172.9,1.5,-0.2,1.9,0.9,4.1,0.7
"BRADY.TKACHUK","F","20182019","OTT",71,1137.8,954.5,155.8,2.7,7.1,-0.4,0,0.2,6.9,1.2
"BRANDON.CARLO","D","20182019","BOS",72,1495.8,1285.8,3.5,197.8,7.5,0,0.1,0,7.7,1.4
"BRANDON.DAVIDSON","D","20182019","CHI",10,137.9,123,0.5,13.4,-2.1,0,-0.1,-0.3,-2.6,-0.5
"BRANDON.DUBINSKY","F","20182019","CBJ",61,753.7,657.6,5.3,76.5,-4,-0.1,1,0.4,-2.7,-0.5
"BRANDON.MANNING","D","20182019","CHI",27,417.8,359,0.5,57.4,-1.2,0,0.4,0.5,-0.3,-0.1
"BRANDON.MANNING","D","20182019","EDM",12,161,144.6,1.4,13.8,0.2,0,-0.3,0.5,0.4,0.1
"BRANDON.MONTOUR","D","20182019","ANA",62,1403.8,1136.5,121.1,118.9,-0.6,-2.8,-1.8,0.2,-5,-0.9
"BRANDON.MONTOUR","D","20182019","BUF",20,435.4,383.9,27.2,15.8,-0.8,0.2,0,-0.9,-1.5,-0.3
"BRANDON.PIRRI","F","20182019","VGK",31,447.6,372.4,59.5,0.1,5.6,-0.7,0,0.8,5.7,1
"BRANDON.SAAD","F","20182019","CHI",80,1414.7,1127.6,114.3,132.7,-0.3,-0.3,0.6,2.6,2.6,0.5
"BRANDON.SUTTER","F","20182019","VAN",26,454.2,334.9,23.4,79.1,-2.2,-0.5,0.3,0.3,-2.1,-0.4
"BRANDON.TANEV","F","20182019","WPG",80,1121.8,946.4,3.2,168,0.1,0,-0.5,2.6,2.2,0.4
"BRAYDEN.MCNABB","D","20182019","VGK",81,1577.7,1313.7,4.3,223.5,3.7,0,-1.4,-2,0.3,0
"BRAYDEN.POINT","F","20182019","T.B",79,1494.2,1187.2,260.2,6.1,8.7,10.3,0.1,2.8,21.9,3.8
"BRAYDEN.SCHENN","F","20182019","STL",72,1337.4,1080,169.6,43.3,8.8,1.1,0.4,-0.4,9.9,1.7
"BRAYDON.COBURN","D","20182019","T.B",74,1190.7,1108.8,2.2,75.3,4.6,0,0.8,-0.2,5.2,0.9
"BRENDAN.GALLAGHER","F","20182019","MTL",82,1342.4,1099.2,201.6,1.9,7.4,-0.4,0,0.5,7.5,1.3
"BRENDAN.GUHLE","D","20182019","ANA",6,96.8,86,8.2,0.1,-1.2,-0.1,0,0.1,-1.2,-0.2
"BRENDAN.LEIPSIC","F","20182019","L.A",45,636.5,548.6,71,0,3.8,1.7,0,0.7,6.2,1.1
"BRENDAN.LEIPSIC","F","20182019","VAN",17,218.1,179.6,37.7,0,-1.8,-0.2,0,0.4,-1.6,-0.3
"BRENDAN.LEMIEUX","F","20182019","NYR",19,243.7,226.1,17.1,0,0.2,-0.3,0,0.3,0.2,0
"BRENDAN.LEMIEUX","F","20182019","WPG",44,326.1,320.5,2,3.1,2.5,0,0,1.4,3.9,0.7
"BRENDAN.PERLINI","F","20182019","ARI",22,301.2,252.2,47.1,0,-0.8,0.5,0,0.1,-0.2,0
"BRENDAN.PERLINI","F","20182019","CHI",46,487.7,475.1,3,7,-6.2,0,-0.1,-0.5,-6.8,-1.2
"BRENDAN.SMITH","D","20182019","NYR",63,963.5,853.6,2.7,100.2,-4.9,0,1.3,0,-3.6,-0.6
"BRENDEN.DILLON","D","20182019","S.J",82,1454.3,1339.6,4.3,88.7,10.2,0,-0.9,-1.3,8,1.4
"BRENT.BURNS","D","20182019","S.J",82,2058.2,1562.8,264.4,164.1,9.3,3.4,-1.3,1.9,13.3,2.3
"BRENT.SEABROOK","D","20182019","CHI",78,1489.5,1172.4,125.2,164.1,-6.4,-0.2,-3.6,0.3,-9.9,-1.7
"BRETT.CONNOLLY","F","20182019","WSH",81,1074.7,994.4,76,1.4,8.7,-0.4,0,-0.6,7.7,1.3
"BRETT.HOWDEN","F","20182019","NYR",66,984.9,799.3,90.3,83,-3.7,-1.5,-1.1,0.3,-6,-1
"BRETT.KULAK","D","20182019","MTL",57,1016.9,978.9,2.8,25.4,11.6,0,-1.5,0,10.1,1.8
"BRETT.PESCE","D","20182019","CAR",73,1495.8,1273.1,9.8,178.2,11.2,-0.1,0.4,1.7,13.2,2.3
"BRETT.RITCHIE","F","20182019","DAL",53,509.1,466.4,34.5,0.4,-4.1,-1.2,0,-3.1,-8.5,-1.5
"BRETT.SENEY","F","20182019","N.J",51,526.7,509.1,7.7,1.5,-0.8,0,0,1.6,0.8,0.1
"BRIAN.BOYLE","F","20182019","N.J",47,648.9,393.9,131.4,91.3,3.7,0.4,1.2,-0.2,5.1,0.9
"BRIAN.BOYLE","F","20182019","NSH",26,331.1,244.7,55.3,19.9,-3.1,1,-0.9,0.2,-2.8,-0.5
"BRIAN.DUMOULIN","D","20182019","PIT",76,1597.9,1366.9,9.8,174.8,7.1,0.1,-0.4,2.4,9.2,1.6
"BRIAN.GIBBONS","F","20182019","ANA",44,454.8,412.2,1.4,40.1,-1.3,0,-0.4,-0.4,-2.1,-0.4
"BRIAN.GIBBONS","F","20182019","OTT",20,244.2,233,0.9,9.2,3.9,0,0.1,0.8,4.8,0.8
"BROCK.BOESER","F","20182019","VAN",69,1321.3,1042,243.7,1.4,9.3,-0.5,0,0.1,8.9,1.6
"BROCK.MCGINN","F","20182019","CAR",82,1173.4,944,20.6,178.9,2.2,-0.1,0.3,2.4,4.8,0.8
"BROCK.NELSON","F","20182019","NYI",82,1473.7,1173.8,195.7,62.5,4.6,-1,-0.3,0.9,4.1,0.7
"BROOKS.ORPIK","D","20182019","WSH",53,830.1,670.2,0.8,137.7,7.1,0,-1.7,-0.2,5.3,0.9
"BRYAN.LITTLE","F","20182019","WPG",82,1298.3,1062.7,110.5,95.5,-0.2,1.4,-1.2,1.5,1.5,0.3
"BRYAN.RUST","F","20182019","PIT",72,1141,968.6,8.7,140.5,1.3,-0.1,0.6,1.2,3,0.5
"CAL.CLUTTERBUCK","F","20182019","NYI",73,1009,769.2,91.5,130.5,2.6,-1.3,-0.7,0.3,1,0.2
"CALEB.JONES","D","20182019","EDM",17,336.6,299.6,11.7,19.1,0.3,0.1,-0.2,-0.1,0.2,0
"CALLE.JARNKROK","F","20182019","NSH",79,1219,984.2,72.5,136,5.3,-1.7,-1.1,1.5,4,0.7
"CALLE.ROSEN","D","20182019","TOR",4,66.8,63.2,1.9,0.1,0,0,0,0,0,0
"CALVIN.DE HAAN","D","20182019","CAR",74,1369.7,1200.7,6.7,144.9,-2.3,-0.1,0.4,1.7,-0.3,-0.1
"CAM.ATKINSON","F","20182019","CBJ",80,1545.3,1186,213,107.1,6.2,-1,0.6,0.4,6.2,1.1
"CAM.FOWLER","D","20182019","ANA",59,1376.3,1114.1,143.3,87.4,-2.2,1.1,0.3,0.7,-0.1,0
"CARL.DAHLSTROM","D","20182019","CHI",38,707,621.6,0.7,71.3,1.7,0,0.5,0.8,2.9,0.5
"CARL.GRUNDSTROM","F","20182019","L.A",15,224.5,192.2,30.1,0.2,1.5,-0.6,0,-0.2,0.7,0.1
"CARL.GUNNARSSON","D","20182019","STL",25,398.3,352.1,0.5,42.4,6,0,0.8,0.2,7,1.2
"CARL.HAGELIN","F","20182019","L.A",22,306.5,267.8,1.7,26,2,0,0.4,0.2,2.6,0.5
"CARL.HAGELIN","F","20182019","PIT",16,247.1,202.7,0,39.1,0.4,0,1.1,-1,0.5,0.1
"CARL.HAGELIN","F","20182019","WSH",20,298.5,245,1.1,45.6,3.7,0,0.3,-0.3,3.7,0.6
"CARL.SODERBERG","F","20182019","COL",82,1429.9,1049.3,137.9,200.5,8.1,0.4,-1.1,1.5,8.9,1.6
"CARTER.ROWNEY","F","20182019","ANA",62,775.8,651.5,4.2,116.5,0.1,0,0.8,0.1,0.9,0.2
"CASEY.CIZIKAS","F","20182019","NYI",73,1023.7,846.9,4.9,137.4,5.6,-0.1,0.5,0.9,7,1.2
"CASEY.MITTELSTADT","F","20182019","BUF",77,1034.6,883.7,133.3,1,0.5,0.7,0,2.6,3.7,0.7
"CASEY.NELSON","D","20182019","BUF",38,585.5,537.1,0.6,43.7,0.6,0,1.1,0.2,1.9,0.3
"CEDRIC.PAQUETTE","F","20182019","T.B",80,960.1,789.4,2.2,159.2,0.2,0,1,-0.8,0.5,0.1
"CHAD.RUHWEDEL","D","20182019","PIT",18,293,265.1,1.6,22.9,-0.5,0,-0.1,0.2,-0.4,-0.1
"CHANDLER.STEPHENSON","F","20182019","WSH",64,771.4,658.4,0.9,112.7,-7.7,0,0.2,1.4,-6.1,-1.1
"CHARLES.HUDON","F","20182019","MTL",32,373.4,320.5,50.4,0,-2.5,-1.1,0,-1.1,-4.7,-0.8
"CHARLIE.COYLE","F","20182019","BOS",21,335.5,290.5,25.9,12.3,-3.1,-0.2,0.2,1.1,-2,-0.4
"CHARLIE.COYLE","F","20182019","MIN",60,1023.2,813.6,113.9,69.9,7.7,0.2,-0.4,0.7,8.3,1.5
"CHARLIE.MCAVOY","D","20182019","BOS",54,1197.3,1019,84.1,68.2,12.8,-2.3,2.3,0.1,12.8,2.3
"CHRIS.BUTLER","D","20182019","STL",13,182.5,169.2,0.2,12.2,0.9,0,0.1,0.6,1.6,0.3
"CHRIS.KREIDER","F","20182019","NYR",79,1369.7,1120.8,205.1,4.8,14.8,2.4,0,-3,14.2,2.5
"CHRIS.KUNITZ","F","20182019","CHI",56,507.2,487.9,11.2,3.1,2.3,-0.2,0,-0.4,1.6,0.3
"CHRIS.TANEV","D","20182019","VAN",55,1109.2,896.1,6.4,175.8,2.8,-0.1,-0.5,0.5,2.8,0.5
"CHRISTIAN.DJOOS","D","20182019","WSH",45,610.7,604.6,3.2,1.1,-1.3,0,0,1.3,-0.1,0
"CHRISTIAN.DVORAK","F","20182019","ARI",20,283.1,254.6,25.8,0.9,0.6,-0.7,0,0.1,-0.1,0
"CHRISTIAN.FISCHER","F","20182019","ARI",71,935,801.6,115,0.5,-0.3,-1.4,0,0.1,-1.5,-0.3
"CHRISTIAN.FOLIN","D","20182019","MTL",19,300.5,291.4,0.4,6.2,1.9,0,0,0.2,2.1,0.4
"CHRISTIAN.FOLIN","D","20182019","PHI",26,403.9,354.9,0.8,38.7,3,0,-0.2,0,2.8,0.5
"CHRISTIAN.JAROS","D","20182019","OTT",61,875.9,816.6,17.5,35.3,-1.7,1.3,-0.3,0,-0.8,-0.1
"CHRISTIAN.WOLANIN","D","20182019","OTT",30,519.8,455.9,55.6,1.7,6.5,0.5,0,0.1,7.1,1.3
"CHRIS.TIERNEY","F","20182019","OTT",81,1379.5,1086.1,138.4,134.2,0.8,1.5,1.3,0.9,4.5,0.8
"CHRISTOFFER.EHN","F","20182019","DET",60,636.8,584.6,0.7,46.1,-4.5,0,0.1,0.9,-3.5,-0.6
"CHRIS.WAGNER","F","20182019","BOS",76,1022.4,901.8,3.7,108.2,0.1,0,1,-0.3,0.9,0.2
"CHRIS.WIDEMAN","D","20182019","OTT",19,257.2,205,47.7,0.4,-1,0.3,0,-0.7,-1.4,-0.2
"C.J..SMITH","F","20182019","BUF",11,117.2,113.2,0.2,3.2,-1,0,0,0.1,-1,-0.2
"CLARK.BISHOP","F","20182019","CAR",20,189.1,181.4,2.9,4.1,0.8,0,-0.1,0,0.7,0.1
"CLAUDE.GIROUX","F","20182019","PHI",82,1758.9,1265.8,279.1,137.5,11.7,1.5,3,0.5,16.8,2.9
"CLAYTON.KELLER","F","20182019","ARI",82,1493.9,1154.8,279.1,10.8,-1,-1.2,-0.2,4,1.7,0.3
"CODY.CECI","D","20182019","OTT",74,1668.7,1419.2,32.7,177.7,-1.3,-0.5,0.3,0.6,-0.9,-0.2
"CODY.EAKIN","F","20182019","VGK",78,1198.4,987.4,86.4,101.2,6.1,-1.2,0.2,1.8,7,1.2
"CODY.MCLEOD","F","20182019","NYR",31,211.2,209.9,0.2,0,-3.6,0,0,-0.9,-4.5,-0.8
"COLBY.CAVE","F","20182019","BOS",20,263.8,228.3,8,24.5,-0.5,-0.1,-0.3,-0.6,-1.4,-0.2
"COLBY.CAVE","F","20182019","EDM",33,388.8,345.1,15.8,26.5,-0.8,-0.4,0.1,-0.7,-1.8,-0.3
"COLIN.MILLER","D","20182019","VGK",65,1277,1060.4,153.5,38,3.2,0.9,0.9,0.4,5.4,1
"COLIN.WHITE","F","20182019","OTT",71,1149.1,963.5,147.3,15.2,5.1,0.9,-0.3,1.7,7.4,1.3
"COLIN.WILSON","F","20182019","COL",65,881.6,733.6,132.7,0.7,2.2,0.7,0,1.7,4.5,0.8
"COLTON.PARAYKO","D","20182019","STL",80,1822.1,1566,102.7,113.1,11.6,1,-1.8,3.5,14.2,2.5
"COLTON.SCEVIOUR","F","20182019","FLA",59,721.8,591,3.5,119.9,3.5,0.1,1.1,1.6,6.3,1.1
"COLTON.SISSONS","F","20182019","NSH",75,1202.5,934.3,86.2,146.9,8.8,0.5,-0.1,-0.3,9,1.6
"CONNOR.BRICKLEY","F","20182019","NYR",14,125.7,125.6,0,0,-1,0,0,0.4,-0.6,-0.1
"CONNOR.BROWN","F","20182019","TOR",82,1126.8,933.9,20.1,160.2,-0.6,0.1,1.7,0.5,1.8,0.3
"CONNOR.CARRICK","D","20182019","DAL",14,179.4,168.8,0.3,5.4,-1.6,0,0,-0.5,-2.1,-0.4
"CONNOR.CARRICK","D","20182019","N.J",20,391.8,350.7,29,8.4,2,-0.5,0,0.5,1.9,0.3
"CONNOR.CLIFTON","D","20182019","BOS",19,336.4,322.1,0.9,12.2,1.1,0,0,0.1,1.3,0.2
"CONNOR.MCDAVID","F","20182019","EDM",78,1780.6,1418,265.4,48.1,10.8,3.5,0.4,5.1,19.8,3.5
"CONNOR.MURPHY","D","20182019","CHI",52,1013.7,887.6,1.5,107.1,3.1,0,-0.1,0.4,3.4,0.6
"CONOR.GARLAND","F","20182019","ARI",47,601.1,479.5,108,0,2.4,1,0,0,3.4,0.6
"CONOR.SHEARY","F","20182019","BUF",78,1140.3,985.6,130.1,2.6,-0.2,1,0,0.9,1.7,0.3
"CORBAN.KNIGHT","F","20182019","PHI",23,221.8,198,0.4,20.2,-2,0,-0.1,0.1,-1.9,-0.3
"COREY.PERRY","F","20182019","ANA",31,459.5,390.3,54.3,0.9,-3.5,-0.3,0,0.3,-3.4,-0.6
"CRAIG.SMITH","F","20182019","NSH",76,1149.6,943.3,185.1,0.6,7.1,0.2,0,1.5,8.7,1.5
"DALE.WEISE","F","20182019","MTL",9,90.7,89.3,0.5,0.6,-1.5,0,0,-0.4,-1.8,-0.3
"DALE.WEISE","F","20182019","PHI",42,509.9,430.1,4.8,64.8,-0.2,0,-1.1,0.1,-1.3,-0.2
"DALTON.PROUT","D","20182019","CGY",20,262.3,236.7,0.2,23.6,1.3,0,-0.3,-0.1,0.9,0.2
"DAMON.SEVERSON","D","20182019","N.J",82,1807,1437.5,199.4,120.8,2,-0.1,1,-0.4,2.4,0.4
"DAN.GIRARDI","D","20182019","T.B",62,1103.6,950.2,1.9,137.6,3.4,0,0.1,0.8,4.3,0.7
"DAN.HAMHUIS","D","20182019","NSH",57,914.7,809.8,1.4,94.4,-2.9,0,1.2,0.2,-1.5,-0.3
"DANICK.MARTEL","F","20182019","T.B",9,87.4,89.5,0.2,1.4,0.8,0,0,-0.4,0.5,0.1
"DANIEL.SPRONG","F","20182019","ANA",47,616.1,545.8,61.3,0,-1.8,-0.8,0,0.2,-2.4,-0.4
