"player","position","season","Team","GP","TOI_all","TOI_EV","TOI_PP","TOI_SH","EV_GAR","PP_GAR","SH_GAR","Pens_GAR","GAR","WAR"
"AARON.JOHNSON","D","20092010","CGY",22,267.9,253.2,2.7,10.9,0.4,0,0,-0.4,0,0
"AARON.JOHNSON","D","20092010","EDM",19,373.7,301.2,35.2,33.1,-0.8,-0.4,0.1,0.1,-1.1,-0.2
"AARON.ROME","D","20092010","VAN",49,742.7,665.2,19.4,41.5,-3.3,-0.4,0.5,0.3,-2.9,-0.5
"AARON.VOROS","F","20092010","NYR",41,248.1,247.8,2,0.2,-0.8,0,0,-1.5,-2.3,-0.4
"AARON.WARD","D","20092010","ANA",17,245.5,216.2,1.1,27.3,-2.1,0,-0.7,-0.4,-3.2,-0.6
"AARON.WARD","D","20092010","CAR",59,1062.5,897.6,15.7,137.6,-2.6,-0.1,-0.4,-1.4,-4.5,-0.8
"ADAM.BURISH","F","20092010","CHI",13,114.1,112.1,0.1,1.6,0.4,0,0,0.4,0.8,0.1
"ADAM.FOOTE","D","20092010","COL",67,1297.1,1093.4,14.9,177.9,-1.2,0,-2.3,0.3,-3.1,-0.6
"ADAM.MAIR","F","20092010","BUF",69,636.2,617.9,4,5,0.2,0.1,0,-1.6,-1.3,-0.3
"ADAM.MCQUAID","D","20092010","BOS",19,203.9,196.7,0.1,7.1,-0.4,0,0,0.1,-0.3,-0.1
"ADAM.PARDY","D","20092010","CGY",57,902.8,818.8,16.6,65,2.1,-0.5,1,0.4,3,0.6
"ADRIAN.AUCOIN","D","20092010","ARI",82,1847,1326.7,256.3,217.8,0.2,0.5,-0.2,0,0.4,0.1
"ALEC.MARTINEZ","D","20092010","L.A",4,61.6,59.2,1.8,0.6,1.2,0,0,-0.1,1.1,0.2
"ALES.HEMSKY","F","20092010","EDM",22,394.6,298.8,82,0.7,4.9,1.4,0,0.7,7,1.3
"ALES.KOTALIK","F","20092010","CGY",26,379.6,315.7,52.4,0.1,1.8,-0.9,0,-0.4,0.5,0.1
"ALES.KOTALIK","F","20092010","NYR",45,627.3,450.4,165.8,2,-3.4,1.4,0,-2.4,-4.4,-0.8
"ALEX.BOLDUC","F","20092010","VAN",15,149.5,117,1,26,-0.9,0,1,0,0.1,0
"ALEX.BURROWS","F","20092010","VAN",82,1464.2,1102.9,112.2,188.8,7.2,-0.5,0.9,0.1,7.7,1.5
"ALEX.EDLER","D","20092010","VAN",76,1719,1272.6,228.8,161,-0.9,3.7,1.2,1.1,5.2,1
"ALEXEI.PONIKAROVSKY","F","20092010","PIT",16,241.3,185.6,51.8,0,0.1,0.5,0,-0.6,0,0
"ALEXEI.PONIKAROVSKY","F","20092010","TOR",61,1024.3,809.3,161.1,27.4,12.7,-0.2,0.4,-0.8,12.2,2.3
"ALEX.FROLOV","F","20092010","L.A",81,1485.7,1164.2,180.6,109.9,3.4,-0.1,1.7,2,7,1.3
"ALEX.GIROUX","F","20092010","WSH",9,93.4,78.5,13.8,0.3,0.5,-0.1,0,0.2,0.7,0.1
"ALEX.GOLIGOSKI","D","20092010","PIT",68,1457,1081.7,257.5,102.6,4.8,2,0.6,2.4,9.8,1.9
"ALEX.KOVALEV","F","20092010","OTT",77,1393,1120.2,246.3,13.7,3,1.4,0.1,0.1,4.7,0.9
"ALEX.OVECHKIN","F","20092010","WSH",72,1569.4,1169.8,361.9,4.1,13,3.5,0,0.9,17.5,3.3
"ALEX.PICARD","D","20092010","CAR",9,135.6,116.6,4.1,14.1,1.8,0,-0.1,0.1,1.7,0.3
"ALEX.PICARD","D","20092010","CBJ",9,65,63.8,1.1,0,-0.9,0,0,0,-0.9,-0.2
"ALEX.PICARD","D","20092010","OTT",45,857.1,696.3,81.2,72.3,2.2,0,1.4,0.3,3.9,0.7
"ALEX.PIETRANGELO","D","20092010","STL",9,149.2,117.2,22.6,1.2,-2.7,-0.3,0,0.3,-2.7,-0.5
"ALEX.SEMIN","F","20092010","WSH",73,1396,1054.4,245.7,71.5,9.1,6.8,0,1.5,17.5,3.3
