"player","position","season","Team","GP","TOI_all","TOI_EV","TOI_PP","TOI_SH","EV_GAR","PP_GAR","SH_GAR","Pens_GAR","GAR","WAR"
"CHRIS.THORBURN","F","20142015","WPG",81,651.2,638.5,9.1,1.8,-1.8,-0.2,0,0.7,-1.2,-0.2
"CHRISTIAN.EHRHOFF","D","20142015","PIT",49,1066.2,867.5,99.1,87.6,3.6,-0.8,-0.5,0.5,2.9,0.6
"CHRISTIAN.FOLIN","D","20142015","MIN",40,608,575.4,5.3,21.5,2.7,0.1,0.3,0.5,3.6,0.7
"CHRISTIAN.THOMAS","F","20142015","MTL",18,159.9,160.3,2.9,0,-0.8,0,0,0.2,-0.6,-0.1
"CHRIS.TIERNEY","F","20142015","S.J",43,526.5,481.6,32.5,4.8,2.2,0.9,0,1.7,4.7,0.9
"CHRIS.VANDEVELDE","F","20142015","PHI",72,844.5,711.2,6.9,119.2,0.8,0,0.8,0.2,1.8,0.3
"CHRIS.WAGNER","F","20142015","ANA",9,79.1,74.9,0,4.2,-0.6,0,0.1,-0.1,-0.6,-0.1
"CLARKE.MACARTHUR","F","20142015","OTT",62,1052.8,827.8,182.8,20.7,0.3,0.9,-1.1,1.2,1.3,0.3
"CLAUDE.GIROUX","F","20142015","PHI",81,1663.4,1287,265.6,59.2,1.9,5,-0.6,1.5,7.7,1.5
"CLAYTON.STONER","D","20142015","ANA",69,1212.1,1057.1,4.4,118.5,0.2,0,1.6,-0.2,1.6,0.3
"CODY.CECI","D","20142015","OTT",81,1561.4,1278.8,81.9,189.9,-1.8,-0.7,-0.6,2.3,-0.8,-0.2
"CODY.EAKIN","F","20142015","DAL",78,1341.1,1047.1,103.2,151.8,3.7,-1.6,-0.7,0.8,2.3,0.5
"CODY.FRANSON","D","20142015","NSH",23,354.8,307.9,26.7,16,-0.5,0.3,-0.1,0.2,-0.1,0
"CODY.FRANSON","D","20142015","TOR",55,1176.2,874.9,166,109.6,6.2,2.4,1.5,0,10.1,2
"CODY.GOLOUBEF","D","20142015","CBJ",36,560.4,525.4,2.1,30.9,4.5,0,0.8,-0.2,5.2,1
"CODY.HODGSON","F","20142015","BUF",78,1002,882.1,102.3,0.6,-2.9,-2.3,0,1.4,-3.7,-0.7
"CODY.MCCORMICK","F","20142015","BUF",33,386.6,309.2,1.5,73,-0.6,0,-0.4,0.2,-0.8,-0.2
"CODY.MCLEOD","F","20142015","COL",82,913.6,743.6,31.9,108.6,0,-0.8,0.8,-1.7,-1.7,-0.3
"COLBY.ROBAK","D","20142015","ANA",5,76.3,66.5,0.8,8.6,1.2,0,0.1,0,1.4,0.3
"COLBY.ROBAK","D","20142015","FLA",7,90.7,90.7,0,0,-0.1,0,0,0.1,0,0
"COLIN.GREENING","F","20142015","OTT",26,255.4,252.8,1.5,0,-3,0,0,-0.5,-3.4,-0.7
"COLIN.MCDONALD","F","20142015","NYI",18,189.1,185.4,2.3,0.2,-1.1,0,0,0.6,-0.5,-0.1
"COLIN.WILSON","F","20142015","NSH",77,1248.2,1031.4,190.1,1.4,9.8,-0.2,0,1.1,10.7,2.1
"COLTON.SCEVIOUR","F","20142015","DAL",71,902.4,795.6,74.9,21.1,5.3,1.8,0.2,0.3,7.6,1.5
"CONNOR.MURPHY","D","20142015","ARI",73,1226.4,1086,3.7,124.9,0.5,0,0.8,0.3,1.6,0.3
"COREY.PERRY","F","20142015","ANA",67,1207.4,972.2,181.8,13.8,12.4,-1.1,0.2,0.6,12.1,2.4
"COREY.TROPP","F","20142015","CBJ",61,529.5,529,1.8,0.3,-4.3,0,0,-1.6,-5.9,-1.2
"CORY.CONACHER","F","20142015","NYI",15,202.2,180.5,10.9,0.2,0.5,-0.1,0,0.6,1,0.2
"CRAIG.ADAMS","F","20142015","PIT",70,682,494.7,2.4,175.7,-2.4,0,1,-0.1,-1.6,-0.3
"CRAIG.CUNNINGHAM","F","20142015","ARI",19,210.7,184.3,0.2,23.4,-0.5,0,-0.7,0.2,-1,-0.2
"CRAIG.CUNNINGHAM","F","20142015","BOS",32,323.5,293,2.7,24.1,-1.3,0,0.4,0.3,-0.6,-0.1
"CRAIG.SMITH","F","20142015","NSH",82,1290.2,1061.5,200.3,0.9,8.5,-0.9,0,-0.4,7.2,1.4
"CURTIS.GLENCROSS","F","20142015","CGY",53,884.1,729.1,114.3,8.6,2.1,-1.2,0.1,-0.6,0.4,0.1
"CURTIS.GLENCROSS","F","20142015","WSH",18,226.9,205.2,17.2,0.9,-1.4,1.7,0,-0.3,0,0
"CURTIS.LAZAR","F","20142015","OTT",67,863.2,815.5,9,33,4.2,-0.1,-0.1,0.7,4.7,0.9
"CURTIS.MCKENZIE","F","20142015","DAL",36,415.2,410,1.5,2.1,-5.8,0,0,0.1,-5.7,-1.1
"DAINIUS.ZUBRUS","F","20142015","N.J",74,1084.8,946.1,19.8,99.9,-3.4,-0.5,-1.7,-1.3,-6.9,-1.3
"DALE.WEISE","F","20142015","MTL",79,962.4,895.8,7.8,47.9,7.5,-0.1,0.6,2.2,10.2,2
"DALTON.PROUT","D","20142015","CBJ",63,1158,996.3,2.8,147,-2.8,0,1,0.4,-1.4,-0.3
"DAMIEN.BRUNNER","F","20142015","N.J",17,257.5,205.9,45.2,0.1,-1.1,0.3,0,-0.6,-1.4,-0.3
"DAMON.SEVERSON","D","20142015","N.J",51,1120.1,942.4,104,51.8,-2.5,1.8,0.2,-0.1,-0.5,-0.1
"DAN.BOYLE","D","20142015","NYR",65,1314.5,1079.1,171.2,54.7,3.2,0.5,1,0.9,5.6,1.1
"DAN.CARCILLO","F","20142015","CHI",39,319.3,317.5,1.6,0,0,0,0,1.6,1.5,0.3
"DAN.GIRARDI","D","20142015","NYR",82,1860.8,1475.9,120.2,223.2,-0.7,1,2,2.4,4.7,0.9
"DAN.HAMHUIS","D","20142015","VAN",59,1268.8,996.8,101.4,130.1,4.5,-0.2,0.4,0.4,5.1,1
"DANIEL.BRIERE","F","20142015","COL",57,690.9,606.1,70.3,1.8,-4,-0.8,0,0,-4.8,-1
"DANIEL.CLEARY","F","20142015","DET",17,155.3,146.8,1.4,6.5,-0.5,0,-0.1,-0.3,-0.9,-0.2
"DANIEL.PAILLE","F","20142015","BOS",71,816.2,708.9,3.4,96.1,-4.5,0,-0.7,0,-5.1,-1
"DANIEL.SEDIN","F","20142015","VAN",82,1503.3,1149.7,243,58.6,0.5,4.3,1.5,1.6,7.8,1.5
"DANIEL.WINNIK","F","20142015","PIT",21,338.3,271.6,0.6,58.4,4.2,0,-0.9,0.3,3.6,0.7
"DANIEL.WINNIK","F","20142015","TOR",58,976,758,4.1,199.9,4.3,0,2.5,1.8,8.6,1.7
"DANNY.BIEGA","D","20142015","CAR",10,161.4,159.6,0.9,0.1,-0.5,0,0,0.6,0,0
"DANNY.DEKEYSER","D","20142015","DET",80,1672.1,1357.5,103.7,182,8.7,-0.5,2.5,-0.1,10.6,2.1
"DANY.HEATLEY","F","20142015","ANA",6,72.7,63.8,5.7,0,-0.9,-0.1,0,0,-0.9,-0.2
"DARREN.HELM","F","20142015","DET",75,1185.2,946.5,107.3,113.5,3.7,3.4,1.5,2.9,11.6,2.3
