"player","position","season","Team","GP","TOI_all","TOI_EV","TOI_PP","TOI_SH","EV_GAR","PP_GAR","SH_GAR","Pens_GAR","GAR","WAR"
"AARON.EKBLAD","D","20142015","FLA",81,1764.7,1477.2,221.4,31.5,10.6,1.1,-0.6,1.8,12.9,2.5
"ADAM.BURISH","F","20142015","S.J",20,220.9,188.3,1.3,30.1,-2.5,0,-0.5,-0.6,-3.5,-0.7
"ADAM.CLENDENING","D","20142015","VAN",17,296.7,262.7,29.2,0.7,1.4,-0.5,0,-0.3,0.6,0.1
"ADAM.CRACKNELL","F","20142015","CBJ",17,169.1,157.7,1.3,9.5,-2.4,0,0.1,0.1,-2.2,-0.4
"ADAM.HENRIQUE","F","20142015","N.J",75,1330.8,1026,129.1,138.2,1.4,4.9,-0.1,0.4,6.6,1.3
"ADAM.LARSSON","D","20142015","N.J",64,1340.9,1091.9,20.4,202.3,2.3,-0.7,1.8,-0.4,3,0.6
"ADAM.LOWRY","F","20142015","WPG",80,1097.6,987.3,45,50.3,1.1,1,0,0.4,2.5,0.5
"ADAM.MCQUAID","D","20142015","BOS",63,1161.4,1022.5,4.2,118.5,-2.5,0,0.5,-0.8,-2.8,-0.6
"ADAM.PARDY","D","20142015","WPG",55,824.5,673,4.7,131.8,2.4,0,-1.6,0.8,1.6,0.3
"ALEC.MARTINEZ","D","20142015","L.A",56,1112.5,902.5,107.6,86.1,4.3,-0.5,2.2,2.3,8.2,1.6
"ALEKSANDER.BARKOV","F","20142015","FLA",71,1241.5,1032.2,154.8,30.1,2.7,0.9,-0.1,0.7,4.1,0.8
"ALES.HEMSKY","F","20142015","DAL",76,1036.4,871.3,150.3,1.2,2.1,-1.2,0,1.7,2.5,0.5
"ALEX.BIEGA","D","20142015","VAN",7,110.6,106,1.3,2,0.5,0,0,0,0.5,0.1
"ALEX.BURROWS","F","20142015","VAN",70,1082.6,823.4,143,84.2,2.4,-0.5,0.3,0.2,2.5,0.5
"ALEX.CHIASSON","F","20142015","OTT",76,1016.5,793.9,145.5,64.2,-2,0.9,0.3,-2.8,-3.5,-0.7
"ALEX.EDLER","D","20142015","VAN",74,1771.6,1316.2,214.3,189.8,5.7,2.2,0.7,-1.1,7.5,1.5
"ALEXEI.EMELIN","D","20142015","MTL",68,1344.8,1171.2,5.9,159.2,2.9,0,0.2,-0.8,2.2,0.4
"ALEXEY.MARCHENKO","D","20142015","DET",13,200.4,188.5,1.5,9.4,0.1,0,0.1,0.1,0.3,0.1
"ALEX.GALCHENYUK","F","20142015","MTL",80,1313.3,1113.9,177.4,2.9,4.1,1.9,0,1.3,7.3,1.4
"ALEX.GOLIGOSKI","D","20142015","DAL",81,1928.6,1483.1,167.6,235.2,9.1,-0.6,0.2,2.5,11.2,2.2
"ALEX.KILLORN","F","20142015","T.B",71,1201.8,964.1,140.7,57.3,6.9,-1.6,0.1,1.1,6.5,1.3
"ALEX.OVECHKIN","F","20142015","WSH",81,1646.4,1288.4,304.3,1,8.7,4.2,0,1.9,14.7,2.9
"ALEX.PETROVIC","D","20142015","FLA",33,536.6,501.7,5.6,26.4,-2.7,-0.1,0.4,0.3,-2,-0.4
"ALEX.PIETRANGELO","D","20142015","STL",81,2056.5,1575.9,197.5,244.2,-2.4,-0.3,1.2,4.2,2.6,0.5
"ALEX.SEMIN","F","20142015","CAR",57,907.1,788.6,82.3,0.7,4.3,-0.2,0,1.2,5.3,1
"ALEX.STEEN","F","20142015","STL",74,1478.5,1076.4,243.5,123.3,7.2,3.8,0.7,2.4,14.1,2.8
"ALEX.TANGUAY","F","20142015","COL",80,1450.8,1096.2,186.8,111.6,0.8,0.5,0.5,-2.3,-0.5,-0.1
"ALEX.WENNBERG","F","20142015","CBJ",68,1060.1,824.1,94.5,122.4,-2.7,0.7,-2.1,1.7,-2.4,-0.5
"ANDERS.LEE","F","20142015","NYI",76,1093.8,902.1,165,3,6,0.9,0,-0.3,6.6,1.3
"ANDRE.BENOIT","D","20142015","BUF",59,1069.4,904.6,71.7,74.9,-2.6,-1.9,-0.5,0,-4.9,-1
"ANDRE.BURAKOVSKY","F","20142015","WSH",53,684.8,617,61,0.1,9.9,0.2,0,0.8,10.9,2.1
"ANDREI.MARKOV","D","20142015","MTL",81,2007,1508,261.6,200.1,8.1,4.5,0.3,1.1,14.1,2.8
"ANDREJ.MESZAROS","D","20142015","BUF",60,1074.4,921,89.4,52.9,2.8,-1.9,0,-1.8,-1,-0.2
"ANDREJ.NESTRASIL","F","20142015","CAR",41,577.2,524.4,42.1,0.1,3.5,1.7,0,0.7,5.9,1.2
"ANDREJ.NESTRASIL","F","20142015","DET",13,143.8,112.9,30.2,0,-0.7,-0.1,0,0,-0.9,-0.2
"ANDREJ.SEKERA","D","20142015","CAR",57,1297.2,1037.5,97,108.8,0.2,-1.1,1.2,1.9,2.2,0.4
"ANDREJ.SEKERA","D","20142015","L.A",16,307.3,255.3,34.1,12.9,3.1,-0.3,0.3,0.4,3.6,0.7
"ANDREJ.SUSTR","D","20142015","T.B",72,1273.6,1141.5,6.1,101.5,0.7,0.1,2,-0.5,2.3,0.4
"ANDREW.CAMPBELL","D","20142015","ARI",33,578.7,473.6,0.3,95,-4,0,1.3,0.1,-2.5,-0.5
"ANDREW.COGLIANO","F","20142015","ANA",82,1185.4,1024,5.9,130.2,1.6,-0.1,1,2.6,5.1,1
"ANDREW.DESJARDINS","F","20142015","CHI",13,156,143.3,0.8,11.3,0.1,0,-0.1,-0.1,-0.1,0
"ANDREW.DESJARDINS","F","20142015","S.J",56,584.8,506.8,2,61.5,-1.3,0,-0.5,-1.4,-3.1,-0.6
"ANDREW.EBBETT","F","20142015","PIT",24,216.1,192.6,1.1,19.9,0.8,0,-0.9,-0.1,-0.2,0
"ANDREW.FERENCE","D","20142015","EDM",70,1315.7,1175.1,6.1,130,-2.1,0,-0.5,0.2,-2.4,-0.5
"ANDREW.LADD","F","20142015","WPG",81,1625.5,1171.6,252.6,144.8,1.4,3.9,-0.3,-3.3,1.6,0.3
"ANDREW.MACDONALD","D","20142015","PHI",58,1160.8,980.1,81.1,92.9,-0.6,1.2,1.7,0.1,2.5,0.5
"ANDREW.MACWILLIAM","D","20142015","TOR",12,184.8,150.2,0.2,34.1,-1.4,0,0.6,-0.2,-1,-0.2
"ANDREW.SHAW","F","20142015","CHI",79,1180.2,930.6,211.5,5.9,-3.9,0.7,0,1.7,-1.4,-0.3
"ANDY.ANDREOFF","F","20142015","L.A",18,154.2,151.3,1.3,0.2,-2.4,0,0,-0.5,-2.9,-0.6
"ANDY.GREENE","D","20142015","N.J",82,1930,1518.8,42.3,323.3,3.7,-0.5,-0.1,2.5,5.7,1.1
"ANTHONY.BITETTO","D","20142015","NSH",7,82.4,81.6,0.2,0.2,-2.5,0,0,0.2,-2.3,-0.5
"ANTHONY.DUCLAIR","F","20142015","NYR",18,218.8,190.6,25.4,0,0.7,-0.7,0,0.4,0.4,0.1
"ANTHONY.PELUSO","F","20142015","WPG",49,287,284,1.8,0.2,0.8,0,0,-1.3,-0.5,-0.1
"ANTOINE.ROUSSEL","F","20142015","DAL",80,1161.8,946.9,48.6,141.1,-0.6,-1.2,1,-1.4,-2.2,-0.4
"ANTOINE.VERMETTE","F","20142015","ARI",63,1195.8,884,168.2,116.4,-0.8,1.6,-1.4,-1.5,-2,-0.4
"ANTOINE.VERMETTE","F","20142015","CHI",19,267.2,247.5,12.8,1.6,-1,0.1,0,-0.3,-1.2,-0.2
"ANTON.LANDER","F","20142015","EDM",38,570.5,451.7,77.2,32,-1.2,2.3,0.4,-0.2,1.4,0.3
"ANTON.STRALMAN","D","20142015","T.B",82,1799.5,1328,200.1,202.4,12.2,0.7,1.7,2.3,17,3.3
"ANTON.VOLCHENKOV","D","20142015","NSH",46,605.5,551.5,1.2,50.3,3.1,0,0.9,0.2,4.2,0.8
"ANZE.KOPITAR","F","20142015","L.A",79,1529.6,1131.8,216.7,128.2,6.3,2.6,-0.5,3.5,11.9,2.3
"ARTEM.ANISIMOV","F","20142015","CBJ",52,850.1,650.7,81.9,104.3,4.5,-1.2,-0.8,0.8,3.3,0.7
"BARCLAY.GOODROW","F","20142015","S.J",60,664.1,608.9,12.2,27.1,3.2,-0.3,0.9,-0.2,3.6,0.7
"BARRET.JACKMAN","D","20142015","STL",80,1345.3,1154.3,1.1,177.7,1.9,0,2.1,1.6,5.6,1.1
"BEAU.BENNETT","F","20142015","PIT",49,611.9,570.6,36.8,0.8,3.2,-1.3,0,-0.3,1.7,0.3
"BEN.CHIAROT","D","20142015","WPG",40,679.5,626.3,2,34.3,2.3,0,0.9,0.4,3.7,0.7
"BEN.LOVEJOY","D","20142015","ANA",40,741.2,653.4,4.2,64.9,0.1,0,-1.2,0.2,-0.9,-0.2
"BEN.LOVEJOY","D","20142015","PIT",20,424.3,366.9,7.1,45.6,-1.5,0.1,0.9,0,-0.6,-0.1
"BENOIT.POULIOT","F","20142015","EDM",58,957.2,762.2,115.4,66.3,1.5,0,1.1,-0.3,2.3,0.4
"BEN.SMITH","F","20142015","CHI",61,826.6,663,9.3,147.8,3.1,0,0.7,1.2,5.1,1
"BEN.SMITH","F","20142015","S.J",19,215.5,189.2,1.6,21.7,1.8,0,-0.8,0.4,1.4,0.3
"B.J..CROMBEEN","F","20142015","ARI",58,469.5,463.2,1.6,0.8,-2.2,0,0,-1.3,-3.6,-0.7
"BLAKE.COMEAU","F","20142015","PIT",61,930,844.9,57.6,16.7,1.8,-0.5,0.2,-2.3,-0.7,-0.1
"BLAKE.WHEELER","F","20142015","WPG",79,1550.5,1111,248.6,136.8,12,1.3,0.8,-0.5,13.7,2.7
"BOBBY.FARNHAM","F","20142015","PIT",11,78.9,77,1.1,0,-0.4,0,0,0.7,0.4,0.1
"BOBBY.RYAN","F","20142015","OTT",78,1360.8,1080.9,241.1,12.4,4.2,0,-0.3,2.2,6.1,1.2
"BO.HORVAT","F","20142015","VAN",68,833.9,758.1,17.5,47,-1.9,0.2,-0.9,-0.1,-2.6,-0.5
"BOONE.JENNER","F","20142015","CBJ",31,564.6,441.2,68,39.7,3.4,1.5,-0.9,1.5,5.5,1.1
"BORNA.RENDULIC","F","20142015","COL",11,103.4,100,2.7,0,1.6,0,0,-0.5,1,0.2
"BOYD.GORDON","F","20142015","EDM",68,906.2,698.4,32.6,163,3.4,0.5,-1.2,0.7,3.4,0.7
"BRAD.BOYES","F","20142015","FLA",78,1220.7,1034.4,155.1,1.6,7.8,0.1,0,-0.5,7.4,1.4
"BRAD.HUNT","D","20142015","EDM",11,214.3,174.7,27.7,7.8,-0.9,0.2,-0.2,0.5,-0.4,-0.1
"BRAD.MALONE","F","20142015","CAR",65,659.8,617.3,5.9,24.2,3.1,-0.1,-0.7,0,2.3,0.4
"BRAD.MARCHAND","F","20142015","BOS",77,1300.1,1090,73.7,106.2,8.4,-0.8,1.8,-1.9,7.5,1.5
"BRAD.RICHARDS","F","20142015","CHI",76,1131.5,958.2,153.4,1.6,4.7,-0.7,0,1,4.9,1
"BRAD.RICHARDSON","F","20142015","VAN",45,649.4,531.5,6.2,88.2,0.8,0.1,-0.5,-1,-0.6,-0.1
"BRAD.STUART","D","20142015","COL",65,1320.4,1102,19.6,161.2,3,-0.1,-2.4,1.2,1.5,0.3
"BRANDON.BOLLIG","F","20142015","CGY",62,528.8,518.4,3.5,2.2,-3.4,0,0,-1.4,-4.8,-0.9
"BRANDON.DAVIDSON","D","20142015","EDM",12,181.6,163.8,0.5,16.3,0.9,0,0.5,0.4,1.8,0.3
"BRANDON.DUBINSKY","F","20142015","CBJ",47,848.9,625.6,91,113.2,6.6,-1.3,-2.5,0.8,3.5,0.7
"BRANDON.GORMLEY","D","20142015","ARI",27,413.7,352.7,14.7,43.9,-1,0.3,0.6,0.4,0.3,0.1
"BRANDON.KOZUN","F","20142015","TOR",20,158.2,147.7,0.7,9.1,0,0,0,-0.2,-0.2,0
"BRANDON.MANNING","D","20142015","PHI",11,188.8,156.4,2.5,28.3,1.1,0,0.6,0.1,1.8,0.4
"BRANDON.MCMILLAN","F","20142015","ARI",50,518.9,440.3,0.8,75.4,-3.1,0,0.4,0.7,-2,-0.4
"BRANDON.MCMILLAN","F","20142015","VAN",8,88.2,81.8,1.3,4.1,-0.4,0,0,0.1,-0.2,0
"BRANDON.PIRRI","F","20142015","FLA",49,723.7,621.1,80.7,1.4,1.8,0.4,0,1.1,3.3,0.6
"BRANDON.PRUST","F","20142015","MTL",82,1063.2,895,11.6,142.8,3.2,0,0.2,-0.6,2.9,0.6
"BRANDON.SAAD","F","20142015","CHI",82,1415.4,1129.6,176.3,87.4,4.9,0.7,0.5,4.4,10.4,2
"BRANDON.SUTTER","F","20142015","PIT",80,1384.7,1059.6,121.2,181.3,-1,-1.1,-1.1,2.6,-0.6,-0.1
"BRAYDEN.MCNABB","D","20142015","L.A",71,1128.8,990.4,76.1,51.9,3.5,1.1,1.2,0.9,6.6,1.3
"BRAYDEN.SCHENN","F","20142015","PHI",82,1400.6,1116.2,243.9,3.2,-0.3,3.5,0,1.5,4.8,0.9
"BRAYDON.COBURN","D","20142015","PHI",39,789.3,659.9,4.6,117.8,2.2,0.1,-1,0.5,1.9,0.4
"BRAYDON.COBURN","D","20142015","T.B",4,68.1,62.2,0.3,4.7,0.2,0,0,-0.1,0.1,0
"BRENDAN.GALLAGHER","F","20142015","MTL",82,1359.2,1134.6,200.2,0.9,3.3,0.7,0,1.8,5.8,1.1
"BRENDAN.SHINNIMIN","F","20142015","ARI",12,132.4,130.6,1.3,0,-0.1,0,0,-0.1,-0.3,-0.1
"BRENDAN.SMITH","D","20142015","DET",76,1358.4,1234.5,17,93.6,0.5,0.3,1.4,0.4,2.6,0.5
"BRENDEN.DILLON","D","20142015","DAL",20,412.1,367.3,3.9,39,-2.6,0,-1.1,0,-3.8,-0.7
"BRENDEN.DILLON","D","20142015","S.J",60,1153,1058,5.3,69.8,-2.4,0,0.8,0.6,-1,-0.2
"BRENDEN.MORROW","F","20142015","T.B",70,652.5,631.1,7.5,1.6,-0.4,0.1,0,-0.7,-0.9,-0.2
"BRENT.BURNS","D","20142015","S.J",82,1964,1478.7,267.4,152.7,6,4.4,-0.1,-0.8,9.4,1.9
"BRENT.SEABROOK","D","20142015","CHI",82,1818.1,1437.2,195.3,148.8,-2.3,2.1,0.1,1.7,1.5,0.3
"BRETT.BELLEMORE","D","20142015","CAR",49,802.4,742.1,1.7,47.1,3.6,0,1,0.3,4.9,1
"BRETT.CONNOLLY","F","20142015","BOS",5,71.8,60.9,9.1,0,0,0,0,-0.4,-0.4,-0.1
"BRETT.CONNOLLY","F","20142015","T.B",50,596.2,479.3,96.7,0.5,3.1,0.4,0,-0.9,2.7,0.5
"BRETT.RITCHIE","F","20142015","DAL",31,433.6,354.9,70.8,0.1,0.5,-1.3,0,0.1,-0.6,-0.1
"BRIAN.BOYLE","F","20142015","T.B",82,1065.4,823.8,20.1,187.3,3.1,-0.4,0.2,0.4,3.2,0.6
"BRIAN.CAMPBELL","D","20142015","FLA",82,1901.6,1539.9,241.5,79.6,5.5,-1.2,0.4,1.3,6.1,1.2
"BRIAN.DUMOULIN","D","20142015","PIT",8,125.4,116.6,2,5.4,0.9,0,0,0.2,1.1,0.2
"BRIAN.FERLIN","F","20142015","BOS",7,61.6,60.8,0.4,0,0,0,0,0,0.1,0
"BRIAN.FLYNN","F","20142015","BUF",54,857.9,687.1,45.5,108.5,5.5,0.6,1.1,0.4,7.6,1.5
"BRIAN.FLYNN","F","20142015","MTL",9,81.6,72.2,0.8,8.3,-1.4,0,0.1,0.5,-0.8,-0.2
"BRIAN.GIBBONS","F","20142015","CBJ",25,345.6,279,16.4,45.4,0.3,0.4,0.5,-0.4,0.8,0.2
"BRIAN.GIONTA","F","20142015","BUF",69,1245.8,981.1,140.1,88.5,2.2,-0.1,-1,0.8,1.9,0.4
"BRIAN.LASHOFF","D","20142015","DET",11,145.9,129.7,0,14.5,0.7,0,0.3,-0.3,0.7,0.1
"BRIAN.STRAIT","D","20142015","NYI",52,954.6,844.8,2.7,88.5,-1.6,0,-3.9,-0.7,-6.3,-1.2
"BROCK.NELSON","F","20142015","NYI",82,1301.2,971.3,215.2,74.2,4.5,2.1,-1,2.8,8.4,1.6
"BROOKS.LAICH","F","20142015","WSH",66,971.6,773.1,24.6,139.1,1,-1,-0.8,0,-0.8,-0.2
"BROOKS.ORPIK","D","20142015","WSH",78,1699,1434.7,2.9,211.5,2.7,0,-3.1,-0.9,-1.2,-0.2
"BRYAN.ALLEN","D","20142015","ANA",6,107.7,93.5,0,9,1,0,0.2,-0.3,0.9,0.2
"BRYAN.ALLEN","D","20142015","MTL",5,63.7,56.9,0,6.8,-0.2,0,0.1,-0.1,-0.2,0
"BRYAN.BICKELL","F","20142015","CHI",80,966,895.1,57.9,0,1.7,0.3,0,0.6,2.6,0.5
"BRYAN.LITTLE","F","20142015","WPG",70,1391.5,984.2,216.8,140.5,1,0.3,-1.8,2.9,2.5,0.5
"BRYAN.RUST","F","20142015","PIT",14,168.3,158.3,5.8,0.2,-1.1,0.1,0,0.6,-0.4,-0.1
"BRYCE.SALVADOR","D","20142015","N.J",15,277.5,214.6,0.6,60.5,-0.2,0,-0.3,-0.2,-0.7,-0.1
"CAL.CLUTTERBUCK","F","20142015","NYI",76,967.1,826.4,10.2,107.1,-1.8,0,-0.3,0.1,-2,-0.4
"CALLE.JARNKROK","F","20142015","NSH",74,950.9,813.7,15.2,111.7,3.1,0.3,0.7,1.4,5.6,1.1
"CALVIN.DE HAAN","D","20142015","NYI",65,1235.1,1092.7,11.3,111.3,0.7,0,-1,2.1,1.9,0.4
"CAM.ATKINSON","F","20142015","CBJ",78,1318.2,1039.5,176.8,75.6,-6.4,-1,0.7,-0.4,-7.1,-1.4
"CAM.FOWLER","D","20142015","ANA",80,1689.9,1321.7,189.2,136.7,3.5,0.9,2.1,1.3,7.8,1.5
"CARL.GUNNARSSON","D","20142015","STL",61,1102,1001.5,17.8,73.8,3.8,0.2,0.3,2.6,6.9,1.4
"CARL.HAGELIN","F","20142015","NYR",82,1249,1063.3,6.7,158,1.4,0,2.5,0.2,4.2,0.8
"CARLO.COLAIACOVO","D","20142015","PHI",33,544,513.6,22.9,2.3,0.1,0.4,0,-0.3,0.2,0
"CARL.SODERBERG","F","20142015","BOS",82,1375.9,1189.8,163.6,1.2,8.4,0.4,0,0,8.8,1.7
"CASEY.CIZIKAS","F","20142015","NYI",70,875.5,752.6,7.5,96.1,-1.1,0.1,0.6,0.7,0.3,0.1
"CEDRIC.PAQUETTE","F","20142015","T.B",64,867.5,715,2.9,125,-1.9,0,-0.4,1.9,-0.4,-0.1
"CHARLIE.COYLE","F","20142015","MIN",82,1191.7,1059.8,103.7,4.3,9.7,-0.5,0,1.2,10.5,2.1
"CHRIS.BUTLER","D","20142015","STL",33,567,541.1,12,11.9,9.5,-0.3,0.1,0.7,10.2,2
"CHRIS.HIGGINS","F","20142015","VAN",77,1213,920.4,129.7,133.7,7.5,-1.2,1.6,1.3,9.3,1.8
"CHRIS.KELLY","F","20142015","BOS",80,1211.1,1043.8,5.8,138.6,2.9,0,0.3,1.2,4.4,0.9
"CHRIS.KREIDER","F","20142015","NYR",80,1256.9,1091,150.1,0.1,4.4,-0.4,0,0.1,4.1,0.8
"CHRIS.KUNITZ","F","20142015","PIT",74,1324.4,1065.4,229.2,8.8,3.9,3.9,0.1,-1.1,6.9,1.4
"CHRIS.MUELLER","F","20142015","NYR",7,73.2,59.7,13.1,0,-0.2,0.5,0,0.2,0.6,0.1
"CHRIS.NEIL","F","20142015","OTT",38,369.9,360,5.1,0,1,0.1,0,-0.1,1,0.2
"CHRIS.PHILLIPS","D","20142015","OTT",36,752.2,624.9,10.6,107.5,-4.3,0.1,0,0.5,-3.7,-0.7
"CHRIS.PORTER","F","20142015","STL",24,229.3,222.7,1.6,3.8,-1.3,0,0,-0.1,-1.3,-0.3
"CHRIS.STEWART","F","20142015","BUF",61,971.4,833.5,118.3,0.5,-5.4,1,0,-0.8,-5.2,-1
"CHRIS.STEWART","F","20142015","MIN",20,310.1,272.9,31.5,0.1,1.5,0.1,0,-0.2,1.3,0.3
"CHRIS.SUMMERS","D","20142015","ARI",17,233.1,203.7,0.6,27.2,-2.8,0,-0.5,-0.5,-3.9,-0.8
"CHRIS.TANEV","D","20142015","VAN",70,1473.8,1212,34.4,189.3,4.6,1.8,2,2.1,10.6,2.1
"CHRIS.TERRY","F","20142015","CAR",57,725.2,640.5,65.5,0.4,2,0.1,0,0.1,2.1,0.4
