"player","position","season","Team","GP","TOI_all","TOI_EV","TOI_PP","TOI_SH","EV_GAR","PP_GAR","SH_GAR","Pens_GAR","GAR","WAR"
"AARON.GAGNON","F","20102011","DAL",19,153.2,143,2.1,6.8,-0.3,0,-0.1,0.1,-0.3,-0.1
"AARON.ROME","D","20102011","VAN",56,975,837.5,22.2,98.8,-2.9,1.3,0.6,-1.4,-2.4,-0.5
"AARON.VOLPATTI","F","20102011","VAN",15,102.5,97.3,5,0,-0.6,0.1,0,-0.3,-0.8,-0.2
"AARON.VOROS","F","20102011","ANA",12,66.5,66.3,0,0,-0.2,0,0,-0.3,-0.4,-0.1
"ADAM.BURISH","F","20102011","DAL",63,903.9,750.1,10.6,122.9,3.2,-0.2,-0.1,-0.8,2.2,0.4
"ADAM.CRACKNELL","F","20102011","STL",24,214.2,206.5,0.8,5.4,1.8,0,0,-0.4,1.4,0.3
"ADAM.FOOTE","D","20102011","COL",47,842.4,695.6,6.7,132.9,-0.8,-0.1,-1.7,0.7,-1.9,-0.4
"ADAM.HALL","F","20102011","T.B",82,1217.5,953.3,13.9,227.4,-0.7,0.1,-0.3,2.8,1.8,0.3
"ADAM.MAIR","F","20102011","N.J",65,590.3,551.1,5.3,25.6,-4.2,-0.1,-0.5,0,-4.8,-0.9
"ADAM.MCQUAID","D","20102011","BOS",67,987.3,891.8,4.2,95.7,9,0,0.8,0.6,10.4,2
"ADAM.PARDY","D","20102011","CGY",30,440.6,413.1,6.9,18.4,4.5,0.1,0.2,-0.2,4.6,0.9
"ADRIAN.AUCOIN","D","20102011","ARI",75,1624.6,1316,64.7,222,3.8,-0.8,0.5,-1.2,2.2,0.4
"ALEC.MARTINEZ","D","20102011","L.A",60,911.1,803.5,105.3,4.5,8.4,-1.6,0.1,-0.1,6.8,1.3
"ALES.HEMSKY","F","20102011","EDM",47,859.1,649.7,144.4,35.7,2.4,-1.5,-0.6,1.3,1.5,0.3
"ALES.KOTALIK","F","20102011","CGY",26,321.7,281.2,36.4,0.5,-2.3,0.2,0,0.1,-2,-0.4
"ALEX.BOLDUC","F","20102011","VAN",24,178.4,163.2,3.5,11.2,-0.3,0,0.1,0.4,0.2,0
"ALEX.BURMISTROV","F","20102011","ATL",74,978,863.8,22.1,84.3,-1.4,-0.9,-0.4,3,0.4,0.1
"ALEX.BURROWS","F","20102011","VAN",72,1226.3,966.6,73.2,160.7,5.7,0.9,1.2,0.7,8.5,1.6
"ALEX.EDLER","D","20102011","VAN",51,1237.8,907.3,192.1,109.2,7.8,2.7,-2.6,0.5,8.3,1.6
"ALEXEI.PONIKAROVSKY","F","20102011","L.A",61,768.5,648.2,56.6,59.1,2.8,0.8,-0.4,-0.7,2.5,0.5
"ALEX.FROLOV","F","20102011","NYR",43,620.4,513.1,97.5,1.9,0.8,-0.5,0,0.2,0.5,0.1
"ALEX.GIROUX","F","20102011","EDM",8,118.1,90.1,25.7,0,0.2,-0.8,0,0.8,0.2,0
"ALEX.GOLIGOSKI","D","20102011","DAL",23,599.6,438.1,98.2,38.3,0.8,-0.3,-1.3,1,0.1,0
"ALEX.GOLIGOSKI","D","20102011","PIT",60,1245.9,931.8,231.9,70.6,10.5,2.6,0.9,0.9,14.8,2.8
