team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
FLA,2015,FLA,FLA,Team Level,other,82,0.59,0.53,0.54,12153.0,173.54,41.02,12.0,29.63,6.39,94.02,61.01,37.53,41.02,37.53,178.0,67.0,69.0,314.0,30.0,13.0,3.0,35.0,8.0,86.0,73.0,148.0,215.0,15.0,31.0,183.0,40.0,33.0,33.0,125.0,62.0,58.0,4.68,7.91,28.43,4.0,4.0,22.0,314.0,245.0,245.0,19.0,3.5,4.54,6.07,38.45,38.45,36.01,151.54,28.38,10.68,28.13,5.44,84.35,54.03,27.0,28.38,27.0,150.0,61.0,67.0,278.0,24.0,6.0,1.0,36.0,11.0,65.0,69.0,126.0,187.0,8.0,19.0,152.0,55.0,25.0,27.0,109.0,66.0,36.0,3.78,8.26,16.34,4.0,4.0,16.0,278.0,211.0,211.0,11.0,3.17,1.68,1.68,29.87,29.87,28.6
FLA,2015,FLA,FLA,Team Level,all,82,0.5,0.49,0.49,299174.0,2318.51,223.77,158.05,516.1,75.82,1293.45,947.89,213.07,224.76,214.08,2360.0,856.0,888.0,4104.0,232.0,158.0,30.0,590.0,90.0,969.0,1177.0,2128.0,2984.0,342.0,769.0,2548.0,1910.0,506.0,610.0,2362.0,651.0,203.0,71.77,77.41,74.58,69.0,99.0,64.0,4145.16,3216.0,3240.98,308.0,35.06,34.2,38.54,220.28,221.45,215.1,2366.9,221.17,160.52,542.22,79.24,1326.9,984.96,210.84,220.17,209.8,2419.0,896.0,942.0,4257.0,200.0,153.0,28.0,644.0,101.0,967.0,1250.0,2219.0,3115.0,343.0,783.0,2540.0,2025.0,494.0,623.0,2508.0,588.0,219.0,69.88,71.94,79.34,51.0,73.0,76.0,4214.72,3315.0,3291.71,326.0,35.65,36.0,39.61,217.18,216.06,210.25
FLA,2015,FLA,FLA,Team Level,5on5,82,0.49,0.49,0.49,236441.0,1767.58,141.47,114.56,410.29,56.82,980.0,747.86,137.4,142.46,138.41,1802.0,649.0,658.0,3109.0,160.0,114.0,21.0,462.0,68.0,714.0,933.0,1642.0,2291.0,293.0,667.0,1861.0,1772.0,409.0,456.0,1872.0,473.0,106.0,56.25,55.61,29.61,55.0,79.0,26.0,3150.16,2451.0,2475.98,238.0,23.61,22.62,25.08,139.99,141.16,139.31,1830.82,145.36,118.62,436.37,60.79,1018.54,778.33,139.49,144.37,138.44,1849.0,709.0,720.0,3278.0,125.0,118.0,21.0,502.0,74.0,747.0,992.0,1724.0,2433.0,305.0,701.0,1930.0,1826.0,393.0,513.0,2000.0,427.0,131.0,56.24,51.89,37.23,40.0,55.0,30.0,3235.72,2558.0,2534.71,274.0,24.46,27.09,29.9,139.91,138.78,136.66
FLA,2015,FLA,FLA,Team Level,4on5,82,0.08,0.09,0.1,24762.0,37.77,3.75,1.74,5.46,1.16,11.33,27.55,3.74,3.75,3.74,37.0,14.0,12.0,63.0,3.0,1.0,0.0,9.0,0.0,5.0,33.0,34.0,48.0,14.0,31.0,234.0,62.0,52.0,52.0,36.0,10.0,5.0,1.23,1.25,1.27,2.0,0.0,1.0,63.0,51.0,51.0,45.0,0.4,0.15,0.15,3.99,3.99,3.99,335.2,42.56,28.78,71.53,11.61,209.66,110.85,39.66,42.56,39.66,365.0,110.0,140.0,615.0,47.0,27.0,6.0,93.0,14.0,147.0,147.0,318.0,428.0,15.0,33.0,245.0,40.0,14.0,48.0,351.0,78.0,46.0,8.65,9.72,24.18,7.0,11.0,29.0,615.0,475.0,475.0,10.0,7.45,6.67,7.47,42.54,42.54,40.16
FLA,2015,FLA,FLA,Team Level,5on4,82,0.89,0.88,0.87,25818.0,339.62,37.53,29.75,70.71,11.44,208.09,111.47,34.4,37.53,34.4,343.0,126.0,149.0,618.0,39.0,30.0,6.0,84.0,14.0,164.0,138.0,304.0,430.0,20.0,40.0,270.0,36.0,12.0,69.0,329.0,106.0,34.0,9.61,12.64,15.28,8.0,16.0,15.0,618.0,469.0,469.0,6.0,7.55,6.9,7.24,37.85,37.85,35.79,49.35,4.87,2.42,6.19,1.4,14.36,41.75,4.71,4.87,4.71,55.0,16.0,15.0,86.0,4.0,2.0,0.0,13.0,2.0,8.0,42.0,51.0,67.0,15.0,30.0,213.0,104.0,62.0,35.0,48.0,17.0,6.0,1.21,2.06,1.6,0.0,3.0,1.0,86.0,71.0,71.0,31.0,0.56,0.56,0.56,4.86,4.86,4.82
L.A,2015,L.A,L.A,Team Level,other,82,0.48,0.49,0.49,9613.0,143.46,24.92,9.26,28.59,4.61,70.67,56.96,23.34,24.92,23.34,145.0,50.0,63.0,258.0,32.0,10.0,2.0,26.0,4.0,62.0,61.0,113.0,163.0,4.0,8.0,152.0,55.0,16.0,35.0,114.0,48.0,33.0,4.56,5.77,14.59,9.0,8.0,15.0,258.0,195.0,195.0,20.0,2.64,3.6,3.63,23.93,23.93,22.98,143.15,27.2,10.56,26.45,4.91,79.72,52.23,25.64,27.2,25.64,133.0,69.0,63.0,265.0,20.0,20.0,0.0,24.0,6.0,64.0,68.0,113.0,182.0,6.0,12.0,140.0,45.0,14.0,34.0,116.0,45.0,41.0,4.81,5.91,16.48,3.0,8.0,9.0,265.0,202.0,202.0,19.0,3.19,5.22,5.22,25.17,25.17,24.06
L.A,2015,L.A,L.A,Team Level,all,82,0.52,0.55,0.55,299077.0,2753.69,234.37,184.07,650.95,89.88,1551.13,1136.59,225.88,235.81,227.26,2625.0,1222.0,1286.0,5133.0,223.0,200.0,31.0,634.0,104.0,1305.0,1381.0,2402.0,3624.0,344.0,806.0,2534.0,2495.0,347.0,728.0,2985.0,643.0,219.0,82.53,76.89,74.95,79.0,74.0,70.0,5176.89,3847.0,3872.32,495.0,40.45,39.12,40.66,234.16,235.43,230.36,2291.39,216.17,157.66,527.36,73.97,1268.45,929.47,207.52,215.5,206.9,2255.0,919.0,1027.0,4201.0,192.0,186.0,25.0,525.0,81.0,990.0,1200.0,2063.0,2982.0,301.0,696.0,2483.0,2197.0,363.0,704.0,2353.0,603.0,218.0,66.23,72.97,76.96,67.0,62.0,63.0,4169.05,3174.0,3154.66,469.0,35.43,41.9,42.25,209.34,208.86,204.15
L.A,2015,L.A,L.A,Team Level,5on5,82,0.55,0.56,0.56,240356.0,2186.1,164.22,139.4,534.0,71.26,1228.16,919.96,159.43,165.66,160.83,2067.0,990.0,1030.0,4087.0,141.0,149.0,23.0,521.0,87.0,1042.0,1117.0,1926.0,2916.0,311.0,727.0,1909.0,2268.0,283.0,575.0,2428.0,499.0,130.0,67.22,59.86,37.14,55.0,58.0,28.0,4130.89,3057.0,3082.32,411.0,28.71,28.79,30.29,162.64,163.91,161.4,1726.4,136.14,110.04,415.96,55.13,941.81,723.92,131.69,135.46,131.08,1712.0,671.0,778.0,3161.0,121.0,119.0,16.0,430.0,61.0,719.0,933.0,1591.0,2262.0,264.0,619.0,1916.0,2028.0,310.0,559.0,1832.0,437.0,114.0,51.34,52.6,32.2,57.0,41.0,23.0,3129.05,2383.0,2363.66,397.0,22.71,26.36,26.7,132.13,131.63,129.71
L.A,2015,L.A,L.A,Team Level,4on5,82,0.08,0.09,0.1,26578.0,43.1,4.11,2.11,5.64,1.22,12.37,32.55,4.06,4.11,4.06,48.0,10.0,14.0,72.0,5.0,2.0,2.0,9.0,1.0,10.0,31.0,43.0,53.0,17.0,34.0,223.0,131.0,36.0,59.0,41.0,13.0,4.0,1.26,1.82,1.03,1.0,3.0,1.0,72.0,58.0,58.0,57.0,0.48,0.45,0.45,4.14,4.14,4.14,384.21,49.24,35.09,79.92,12.89,235.6,125.26,46.65,49.24,46.65,375.0,163.0,170.0,708.0,49.0,46.0,9.0,68.0,12.0,199.0,164.0,326.0,489.0,25.0,50.0,265.0,35.0,12.0,66.0,369.0,109.0,60.0,8.99,12.98,27.27,6.0,12.0,31.0,708.0,538.0,538.0,9.0,9.08,9.97,9.97,48.35,48.35,46.71
L.A,2015,L.A,L.A,Team Level,5on4,82,0.92,0.91,0.91,22530.0,381.02,41.12,33.3,82.71,12.81,239.93,127.13,39.05,41.12,39.05,365.0,172.0,179.0,716.0,45.0,39.0,4.0,78.0,12.0,191.0,172.0,320.0,492.0,12.0,37.0,250.0,41.0,12.0,59.0,402.0,83.0,52.0,9.49,9.44,22.18,14.0,5.0,26.0,716.0,537.0,537.0,7.0,8.61,6.28,6.28,43.45,43.45,41.86,37.63,3.6,1.97,5.03,1.03,11.33,28.05,3.53,3.6,3.53,35.0,16.0,16.0,67.0,2.0,1.0,0.0,3.0,2.0,8.0,35.0,33.0,49.0,6.0,15.0,162.0,89.0,27.0,45.0,36.0,12.0,3.0,1.1,1.48,1.02,1.0,1.0,0.0,67.0,51.0,51.0,44.0,0.46,0.36,0.36,3.69,3.69,3.69
