team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NYI,2010,NYI,NYI,Team Level,other,82,0.46,0.49,0.49,10534.0,166.32,27.86,11.77,33.23,6.06,88.41,61.67,26.26,27.86,26.26,167.0,62.0,86.0,315.0,33.0,14.0,6.0,33.0,4.0,69.0,76.0,134.0,196.0,25.0,73.0,155.0,37.0,44.0,35.0,135.0,54.0,40.0,4.6,7.05,16.21,4.0,9.0,20.0,315.0,229.0,229.0,17.0,3.36,4.53,5.13,26.1,26.1,25.05,170.92,33.02,11.39,33.11,6.15,91.05,65.28,29.56,33.02,29.56,160.0,80.0,89.0,329.0,33.0,6.0,3.0,44.0,10.0,76.0,71.0,127.0,207.0,17.0,62.0,173.0,48.0,36.0,40.0,135.0,59.0,46.0,4.3,7.03,21.69,8.0,8.0,17.0,329.0,240.0,240.0,13.0,3.31,2.38,1.55,34.78,34.78,31.38
NYI,2010,NYI,NYI,Team Level,all,82,0.47,0.47,0.47,300787.0,2359.15,230.93,163.43,523.52,79.77,1291.53,1020.81,221.38,229.88,220.35,2409.0,901.0,1203.0,4513.0,225.0,183.0,49.0,569.0,68.0,989.0,1276.0,2184.0,3085.0,435.0,1175.0,2438.0,1808.0,876.0,757.0,2436.0,643.0,231.0,69.51,79.49,81.92,62.0,79.0,84.0,4472.98,3310.0,3284.67,397.0,36.3,44.54,45.4,221.82,220.99,215.51,2655.45,257.92,182.43,597.24,88.36,1468.13,1123.92,246.06,259.68,247.8,2620.0,1098.0,1387.0,5105.0,258.0,210.0,57.0,624.0,110.0,1127.0,1389.0,2362.0,3460.0,431.0,1174.0,2424.0,1593.0,754.0,766.0,2782.0,679.0,257.0,81.35,82.19,94.37,88.0,77.0,93.0,5149.27,3718.0,3752.08,358.0,40.29,47.8,48.21,250.0,251.43,243.73
NYI,2010,NYI,NYI,Team Level,5on5,82,0.46,0.46,0.46,233494.0,1747.33,145.75,114.39,406.22,58.51,959.3,772.84,141.46,144.7,140.44,1776.0,681.0,908.0,3365.0,140.0,126.0,34.0,445.0,46.0,744.0,956.0,1636.0,2317.0,359.0,981.0,1775.0,1663.0,675.0,584.0,1882.0,452.0,123.0,54.67,55.47,35.61,49.0,56.0,35.0,3324.98,2457.0,2431.67,332.0,23.51,27.41,27.84,141.44,140.59,138.56,2029.02,169.95,134.43,474.8,67.6,1113.72,873.5,165.29,171.71,167.03,1992.0,842.0,1091.0,3925.0,175.0,167.0,44.0,487.0,78.0,855.0,1072.0,1817.0,2659.0,358.0,980.0,1746.0,1394.0,584.0,583.0,2178.0,508.0,148.0,65.33,61.73,42.88,72.0,56.0,47.0,3969.27,2834.0,2868.08,292.0,27.68,35.72,36.09,161.54,162.97,160.77
NYI,2010,NYI,NYI,Team Level,4on5,82,0.17,0.15,0.17,28505.0,80.02,9.83,4.26,10.59,2.65,22.04,63.64,9.64,9.83,9.64,90.0,23.0,19.0,132.0,11.0,5.0,0.0,8.0,3.0,16.0,70.0,79.0,102.0,30.0,75.0,254.0,67.0,111.0,45.0,72.0,25.0,16.0,1.8,3.23,4.8,5.0,2.0,4.0,132.0,113.0,113.0,39.0,0.99,1.25,1.25,9.56,9.56,9.55,394.53,48.91,33.69,81.91,12.9,246.59,133.01,45.4,48.91,45.4,398.0,159.0,183.0,740.0,44.0,33.0,9.0,86.0,17.0,190.0,187.0,354.0,513.0,34.0,80.0,263.0,41.0,32.0,92.0,407.0,95.0,55.0,10.19,11.25,27.46,7.0,10.0,27.0,740.0,557.0,557.0,11.0,8.61,8.78,9.65,47.86,47.86,45.77
NYI,2010,NYI,NYI,Team Level,5on4,82,0.89,0.86,0.85,28254.0,365.48,47.47,33.03,73.48,12.56,221.79,122.66,44.02,47.47,44.02,376.0,135.0,190.0,701.0,41.0,38.0,9.0,83.0,15.0,160.0,174.0,335.0,470.0,21.0,46.0,254.0,41.0,46.0,93.0,347.0,112.0,52.0,8.44,13.74,25.29,4.0,12.0,25.0,701.0,511.0,511.0,9.0,8.46,11.36,11.19,44.73,44.73,42.36,60.97,6.03,2.94,7.42,1.7,16.78,52.13,5.8,6.03,5.8,70.0,17.0,24.0,111.0,6.0,4.0,1.0,7.0,5.0,6.0,59.0,64.0,81.0,22.0,52.0,242.0,110.0,102.0,51.0,62.0,17.0,8.0,1.52,2.16,2.35,1.0,3.0,2.0,111.0,87.0,87.0,42.0,0.68,0.91,0.91,5.81,5.81,5.79
CAR,2010,CAR,CAR,Team Level,other,82,0.51,0.5,0.48,14131.0,168.69,27.15,12.24,32.1,5.53,93.93,62.11,25.99,27.15,25.99,170.0,64.0,83.0,317.0,31.0,10.0,4.0,30.0,8.0,76.0,79.0,139.0,203.0,13.0,26.0,154.0,66.0,33.0,26.0,135.0,69.0,30.0,5.1,8.66,13.39,6.0,13.0,12.0,317.0,234.0,234.0,7.0,3.55,4.08,4.08,26.56,26.56,25.6,183.64,26.31,12.37,36.73,6.24,97.48,73.87,24.98,26.31,24.98,184.0,69.0,70.0,323.0,26.0,17.0,1.0,32.0,12.0,81.0,85.0,158.0,227.0,17.0,34.0,174.0,56.0,32.0,33.0,163.0,55.0,35.0,5.25,6.58,14.48,7.0,9.0,10.0,323.0,253.0,253.0,17.0,3.44,4.75,4.73,25.02,25.02,24.41
CAR,2010,CAR,CAR,Team Level,all,82,0.49,0.49,0.48,299802.0,2582.77,239.25,174.66,579.09,82.49,1414.07,1066.82,232.05,239.24,232.04,2517.0,1045.0,1373.0,4935.0,231.0,182.0,35.0,533.0,82.0,1191.0,1343.0,2286.0,3331.0,332.0,771.0,2192.0,2128.0,705.0,594.0,2615.0,721.0,226.0,73.81,87.78,77.66,57.0,93.0,81.0,4919.51,3562.0,3552.17,331.0,38.68,43.74,44.02,233.52,233.47,229.12,2812.9,248.81,194.23,631.48,90.88,1536.82,1175.0,240.1,250.34,241.58,2725.0,1155.0,1203.0,5083.0,234.0,213.0,41.0,593.0,91.0,1247.0,1502.0,2491.0,3646.0,411.0,898.0,2721.0,1696.0,647.0,630.0,2922.0,743.0,215.0,86.76,89.93,72.1,65.0,90.0,79.0,5109.47,3880.0,3901.69,367.0,42.81,42.82,43.64,247.78,248.84,243.01
CAR,2010,CAR,CAR,Team Level,5on5,82,0.48,0.49,0.48,230124.0,1955.9,159.97,125.15,457.14,62.19,1054.41,828.47,155.58,159.95,155.57,1881.0,811.0,1063.0,3755.0,149.0,135.0,18.0,414.0,63.0,892.0,1039.0,1732.0,2543.0,284.0,673.0,1583.0,1925.0,546.0,452.0,2030.0,526.0,136.0,57.45,63.93,38.59,45.0,67.0,37.0,3739.51,2692.0,2682.17,283.0,25.84,29.89,30.22,155.26,155.2,152.85,2157.53,172.93,142.06,502.45,69.58,1168.82,906.28,168.38,174.47,169.86,2074.0,890.0,947.0,3911.0,157.0,157.0,31.0,479.0,70.0,928.0,1173.0,1917.0,2807.0,346.0,767.0,1995.0,1509.0,474.0,490.0,2262.0,572.0,130.0,68.45,69.21,35.27,47.0,66.0,44.0,3937.47,2964.0,2985.69,302.0,29.3,30.33,30.97,171.14,172.21,169.54
CAR,2010,CAR,CAR,Team Level,4on5,82,0.15,0.13,0.13,24356.0,62.28,7.77,3.22,7.78,1.66,17.16,42.4,7.7,7.77,7.7,64.0,16.0,25.0,105.0,4.0,1.0,0.0,9.0,1.0,20.0,45.0,60.0,76.0,11.0,24.0,191.0,85.0,76.0,34.0,48.0,19.0,13.0,1.53,2.45,3.79,0.0,2.0,2.0,105.0,80.0,80.0,29.0,0.74,0.06,0.0,8.51,8.51,8.42,399.73,43.0,36.65,82.19,12.93,249.37,133.94,40.28,43.0,40.28,393.0,166.0,165.0,724.0,46.0,32.0,8.0,77.0,6.0,224.0,174.0,347.0,513.0,28.0,57.0,257.0,29.0,44.0,63.0,415.0,101.0,43.0,10.57,12.31,20.11,9.0,13.0,24.0,724.0,559.0,559.0,9.0,9.32,6.14,6.5,45.75,45.75,43.25
CAR,2010,CAR,CAR,Team Level,5on4,82,0.87,0.86,0.84,31191.0,395.9,44.35,34.04,82.07,13.12,248.57,133.84,42.78,44.35,42.78,402.0,154.0,202.0,758.0,47.0,36.0,13.0,80.0,10.0,203.0,180.0,355.0,509.0,24.0,48.0,264.0,52.0,50.0,82.0,402.0,107.0,47.0,9.73,12.74,21.89,6.0,11.0,30.0,758.0,556.0,556.0,12.0,8.55,9.71,9.71,43.19,43.19,42.25,72.01,6.57,3.15,10.09,2.12,21.15,60.91,6.45,6.57,6.45,74.0,30.0,21.0,125.0,5.0,7.0,1.0,5.0,3.0,14.0,70.0,69.0,99.0,20.0,40.0,295.0,102.0,97.0,44.0,82.0,15.0,7.0,2.49,1.83,2.24,2.0,2.0,1.0,125.0,104.0,104.0,39.0,0.74,1.6,1.45,5.86,5.86,5.8
