team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NYI,2009,NYI,NYI,Team Level,other,82,0.5,0.44,0.46,17835.0,147.46,21.73,10.04,28.67,4.8,78.25,61.5,19.99,21.73,19.99,138.0,67.0,57.0,262.0,20.0,8.0,1.0,29.0,3.0,68.0,77.0,118.0,185.0,9.0,18.0,150.0,36.0,42.0,42.0,126.0,56.0,23.0,4.29,6.93,10.5,6.0,6.0,8.0,262.0,205.0,205.0,21.0,2.87,2.37,1.99,22.62,22.62,21.02,174.51,21.83,12.43,34.54,5.76,97.3,73.14,20.91,21.83,20.91,173.0,72.0,82.0,327.0,16.0,7.0,2.0,40.0,6.0,94.0,82.0,157.0,229.0,9.0,18.0,151.0,59.0,43.0,41.0,158.0,62.0,25.0,5.68,7.52,8.63,2.0,7.0,7.0,327.0,245.0,245.0,17.0,3.5,1.8,1.8,23.53,23.53,22.79
NYI,2009,NYI,NYI,Team Level,all,82,0.5,0.48,0.49,300913.0,2466.97,238.16,172.96,545.72,81.21,1348.68,1056.27,228.49,238.01,228.35,2494.0,949.0,1182.0,4625.0,214.0,201.0,38.0,577.0,74.0,1047.0,1330.0,2280.0,3229.0,369.0,858.0,2261.0,1829.0,948.0,809.0,2521.0,684.0,238.0,74.34,82.03,81.79,79.0,65.0,70.0,4610.42,3443.0,3439.86,407.0,38.45,45.78,47.23,229.38,229.45,223.4,2578.49,242.24,181.31,573.57,84.06,1446.29,1110.53,231.91,243.26,232.9,2619.0,1019.0,1379.0,5017.0,258.0,166.0,41.0,660.0,99.0,1161.0,1294.0,2361.0,3380.0,381.0,919.0,2426.0,1872.0,833.0,826.0,2678.0,736.0,224.0,78.52,87.2,76.53,92.0,84.0,82.0,5040.57,3638.0,3650.78,398.0,40.28,38.07,40.25,242.28,243.11,235.81
NYI,2009,NYI,NYI,Team Level,5on5,82,0.49,0.48,0.48,227463.0,1826.86,153.38,120.72,422.05,59.76,993.21,797.88,148.82,153.21,148.68,1854.0,693.0,888.0,3435.0,145.0,147.0,28.0,442.0,55.0,760.0,998.0,1709.0,2402.0,327.0,769.0,1640.0,1679.0,762.0,621.0,1922.0,497.0,128.0,58.29,59.4,35.69,59.0,52.0,34.0,3420.42,2547.0,2543.86,334.0,24.85,30.69,30.93,147.3,147.37,145.13,1924.18,156.73,127.99,447.48,62.45,1066.71,848.64,152.08,157.75,153.07,1959.0,751.0,1081.0,3791.0,172.0,118.0,26.0,517.0,70.0,835.0,998.0,1787.0,2538.0,325.0,796.0,1755.0,1636.0,641.0,638.0,2064.0,521.0,125.0,60.93,61.65,34.16,74.0,56.0,42.0,3814.57,2710.0,2722.78,330.0,26.37,23.67,25.16,157.94,158.77,156.37
NYI,2009,NYI,NYI,Team Level,4on5,82,0.11,0.12,0.13,25976.0,64.43,7.35,3.46,8.03,1.9,18.5,52.76,7.12,7.35,7.12,71.0,21.0,16.0,108.0,7.0,5.0,1.0,7.0,0.0,18.0,55.0,64.0,85.0,21.0,47.0,207.0,75.0,106.0,52.0,60.0,19.0,13.0,1.58,2.08,3.69,3.0,1.0,3.0,108.0,92.0,92.0,40.0,0.81,1.12,1.05,7.11,7.11,7.09,423.84,58.46,38.25,84.45,14.21,265.68,141.96,53.8,58.46,53.8,427.0,176.0,204.0,807.0,67.0,38.0,13.0,95.0,21.0,222.0,160.0,360.0,536.0,27.0,60.0,277.0,47.0,38.0,98.0,398.0,135.0,70.0,10.32,15.71,32.44,15.0,21.0,31.0,807.0,603.0,603.0,9.0,9.82,12.21,12.9,55.38,55.38,51.26
NYI,2009,NYI,NYI,Team Level,5on4,82,0.91,0.9,0.88,29639.0,428.23,55.7,38.74,86.98,14.75,258.72,144.12,52.56,55.7,52.56,431.0,168.0,221.0,820.0,42.0,41.0,8.0,99.0,16.0,201.0,200.0,389.0,557.0,12.0,24.0,264.0,39.0,38.0,94.0,413.0,112.0,74.0,10.18,13.61,31.91,11.0,6.0,25.0,820.0,599.0,599.0,12.0,9.91,11.61,13.26,52.35,52.35,50.17,55.97,5.22,2.65,7.1,1.64,16.61,46.79,5.12,5.22,5.12,60.0,20.0,12.0,92.0,3.0,3.0,0.0,8.0,2.0,10.0,54.0,57.0,77.0,20.0,45.0,243.0,130.0,111.0,49.0,58.0,18.0,4.0,1.59,2.33,1.3,1.0,0.0,2.0,92.0,80.0,80.0,42.0,0.59,0.39,0.39,5.42,5.42,5.4
PIT,2009,PIT,PIT,Team Level,other,81,0.51,0.55,0.55,12239.0,194.48,27.08,13.64,38.33,6.1,104.49,79.36,24.09,27.08,24.09,177.0,92.0,70.0,339.0,23.0,15.0,4.0,36.0,6.0,93.0,96.0,154.0,246.0,15.0,38.0,172.0,77.0,25.0,40.0,172.0,69.0,28.0,5.76,8.39,12.93,5.0,6.0,12.0,339.0,269.0,269.0,13.0,3.84,4.52,4.6,26.32,26.32,24.38,158.81,25.67,11.18,30.74,5.18,80.5,62.73,24.33,25.67,24.33,158.0,58.0,67.0,283.0,27.0,12.0,3.0,22.0,11.0,63.0,81.0,131.0,189.0,18.0,38.0,168.0,49.0,27.0,25.0,130.0,58.0,28.0,4.23,7.45,13.99,6.0,5.0,16.0,283.0,216.0,216.0,10.0,3.1,3.5,3.5,25.28,25.28,24.7
PIT,2009,PIT,PIT,Team Level,all,81,0.52,0.52,0.53,295976.0,2664.25,239.57,184.61,593.09,84.05,1477.41,1113.27,229.14,240.83,230.33,2651.0,1041.0,1172.0,4864.0,247.0,186.0,47.0,563.0,102.0,1264.0,1330.0,2404.0,3445.0,442.0,1065.0,2324.0,2122.0,385.0,620.0,2799.0,668.0,225.0,82.18,78.88,78.51,85.0,81.0,81.0,4878.07,3692.0,3697.67,279.0,41.14,42.52,43.54,237.17,238.11,231.52,2385.12,217.44,164.72,532.52,76.78,1310.63,992.9,210.33,217.21,210.12,2321.0,974.0,1168.0,4463.0,233.0,182.0,52.0,463.0,102.0,1039.0,1276.0,2088.0,3062.0,430.0,1040.0,2387.0,1842.0,434.0,528.0,2481.0,617.0,197.0,71.51,74.92,71.01,80.0,70.0,83.0,4457.63,3295.0,3297.51,295.0,36.55,39.86,40.94,213.05,212.85,208.92
PIT,2009,PIT,PIT,Team Level,5on5,81,0.53,0.52,0.53,223229.0,1948.76,155.96,127.55,454.2,61.27,1072.24,820.77,151.73,157.22,152.93,1942.0,750.0,872.0,3564.0,167.0,135.0,36.0,436.0,80.0,894.0,980.0,1775.0,2525.0,378.0,912.0,1590.0,1853.0,284.0,450.0,2087.0,474.0,131.0,62.73,55.79,37.44,69.0,54.0,44.0,3578.07,2692.0,2697.67,221.0,26.27,29.84,30.77,151.45,152.39,150.4,1758.12,136.47,114.86,411.18,56.6,964.94,743.93,133.04,136.24,132.83,1705.0,723.0,858.0,3286.0,156.0,126.0,38.0,353.0,69.0,768.0,956.0,1549.0,2272.0,367.0,904.0,1703.0,1650.0,330.0,400.0,1891.0,432.0,105.0,55.97,52.24,28.27,65.0,54.0,37.0,3280.63,2428.0,2430.51,245.0,23.61,26.28,27.48,132.61,132.4,130.8
PIT,2009,PIT,PIT,Team Level,4on5,81,0.12,0.15,0.17,30754.0,83.24,6.85,3.96,11.07,2.35,25.73,66.04,6.68,6.85,6.68,88.0,28.0,21.0,137.0,7.0,5.0,0.0,10.0,3.0,15.0,76.0,81.0,109.0,22.0,58.0,245.0,134.0,54.0,41.0,88.0,21.0,7.0,2.5,2.65,1.7,2.0,4.0,1.0,137.0,116.0,116.0,37.0,0.92,0.91,0.91,6.87,6.87,6.81,401.03,48.98,35.35,82.74,13.17,245.24,133.53,46.87,48.98,46.87,396.0,163.0,223.0,782.0,45.0,41.0,11.0,80.0,19.0,194.0,180.0,351.0,514.0,30.0,63.0,297.0,62.0,24.0,64.0,394.0,108.0,57.0,9.44,12.78,26.76,7.0,10.0,28.0,782.0,559.0,559.0,5.0,9.07,9.46,9.4,48.66,48.66,46.96
PIT,2009,PIT,PIT,Team Level,5on4,81,0.89,0.88,0.87,29754.0,437.76,49.68,39.46,89.49,14.33,274.95,147.1,46.63,49.68,46.63,444.0,171.0,209.0,824.0,50.0,31.0,7.0,81.0,13.0,262.0,178.0,394.0,565.0,27.0,57.0,317.0,58.0,22.0,89.0,452.0,104.0,59.0,11.19,12.05,26.44,9.0,17.0,24.0,824.0,615.0,615.0,8.0,10.12,7.27,7.26,52.53,52.53,49.92,67.17,6.31,3.32,7.87,1.83,19.95,52.72,6.1,6.31,6.1,62.0,30.0,20.0,112.0,5.0,3.0,0.0,8.0,3.0,14.0,59.0,57.0,87.0,15.0,35.0,219.0,81.0,53.0,39.0,66.0,19.0,7.0,1.88,2.45,1.99,2.0,1.0,2.0,112.0,92.0,92.0,35.0,0.77,0.63,0.57,6.51,6.51,6.47
